62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2
"113111","0","907","1","0.5","7","19070024","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","11","0","0"
"0","","907","","","","19070025","","91","",""
"0.5","","907","","","","19070026","0","93","",""
"vo_fpc","","907","0","","","19070027","vo_fpc_20702","21","",""
"113111","0","907","1","0.5","10","19070028","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","11","0","0"
"0","","907","","","","19070029","","91","",""
"0.5","","907","","","","19070030","0","93","",""
"vo_fpc","","907","0","","","19070031","vo_fpc_20703","21","",""
"113111","0","907","1","0.5","7","19070032","從那之後就沒有看到了，\n要是有好好地安息就好……","11","0","0"
"0","","907","","","","19070033","","91","",""
"0.5","","907","","","","19070034","0","93","",""
"113111","0.1","907","","","1","19070035","07_ruka_float","3","",""
"vo_fpc","","907","0","","","19070036","vo_fpc_20704","21","",""
"113111","0","907","1","0.5","8","19070037","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","11","0","0"
"0","","907","","","","19070038","","91","",""
"0.5","","907","","","","19070039","0","93","",""
"113111","","907","4.52488687782805","","-180","19070040","850","2","",""
"21","","907","4.52488687782805","","-180","19070041","850","33","",""
"113111","","907","","","","19070042","1","4","",""
"113111","0.1","907","","","1","19070043","07_ruka_float","3","",""
"3.2","","907","","","","19070044","0","93","",""
"127111","0.1","907","07_shinobu_turnFace_loop","","0","19070045","07_shinobu_turnFace_in","3","1","0.1"
"19070040","","907","","","","19070046","","91","",""
"4","","907","3.82352941176471","","-180","19070047","-200","2","",""
"31","","907","3.82352941176471","","-180","19070048","-200","33","",""
"19070047","","907","","","","19070049","","91","",""
"127111","0.1","907","07_shinobu_surprise_loop","","0","19070050","07_shinobu_surprise_in","3","1","0.1"
"vo_fpc","","907","0","","","19070051","vo_fpc_20705","21","",""
"4","0","907","1","0.5","13","19070052","嗚嗚……小姐……","11","0","120"
"0","","907","","","","19070053","","91","",""
"0.5","","907","","","","19070054","0","93","",""
"4","0.2","907","","","1","19070055","07_dokuro_spin","3","",""
"vo_fpc","","907","0","","","19070056","vo_fpc_20706","21","",""
"4","0","907","1","0.5","6","19070057","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","11","0","120"
"0","","907","","","","19070058","","91","",""
"0.5","","907","","","","19070059","0","93","",""
"127111","0.1","907","07_shinobu_sad_loop","","0","19070060","07_shinobu_sad_in","3","1","0.1"
"vo_fpc","","907","0","","","19070061","vo_fpc_20707","21","",""
"127111","0","907","1","0.5","7","19070062","看來果然是自作自受呢……\n別管他了吧。","11","0","0"
"0","","907","","","","19070063","","91","",""
"0.5","","907","","","","19070064","0","93","",""
"127111","0.1","907","07_shinobu_swim_loop","","0","19070065","07_shinobu_swim_in","3","1","0.1"
"11","","907","","","","19070066","1","32","",""
"127111","","907","3.08823529411765","","-125","19070067","850","2","",""
"11","","907","3.08823529411765","","-125","19070068","850","33","",""
"4","0.3","907","","","1","19070069","07_dokuro_float","3","",""
"4","","907","6.17647058823529","","-180","19070070","850","2","",""
"31","","907","6.17647058823529","","-180","19070071","850","33","",""
"19070070","","907","","","","19070072","","91","",""
"1","1.4875","908","750","cmn_walk_r","12","19080001","107811","1","-15","0"
"1","1.75","908","-900","cmn_swm_tread","23","19080002","126911","1","-180","0"
"5","1.75","908","-900","08_penpokorin","22","19080003","5","5","-180","0"
"1007","0","908","-180","","-850","19080004","10071","31","1",""
"3","1","908","-180","","-900","19080005","3","31","1",""
"se_10053800","","908","","","1","19080006","se_fpc_water_random","23","",""
"19080005","","908","","","","19080007","","91","",""
"126911","","908","5.88235294117647","","-180","19080008","-100","2","12",""
"5","","908","5.88235294117647","","-180","19080009","-100","2","12",""
"3","","908","5.88235294117647","","-180","19080010","-100","33","12",""
"10071","","908","5.88235294117647","","-180","19080011","-50","33","12",""
"2.3","","908","","","","19080012","0","93","",""
"vo_fpc","","908","0","","","19080013","vo_fpc_20800","21","",""
"10071","","908","","","","19080014","1","32","",""
"107811","","908","3.30882352941176","","-15","19080015","300","2","12",""
"19080015","","908","","","","19080016","","91","",""
"107811","0.1","908","08_kyaru_surprise_loop","","0","19080017","08_kyaru_surprise_in","3","1","0.1"
"vo_fpc","","908","0","","","19080018","vo_fpc_20801","21","",""
"107811","0","908","1","0.5","8","19080019","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","11","0","0"
"0","","908","","","","19080020","","91","",""
"0.5","","908","","","","19080021","0","93","",""
"vo_fpc","","908","0","","","19080022","vo_fpc_20802","21","",""
"107811","0","908","1","0.5","9","19080023","為什麼會拿著那個啦！","11","0","0"
"0","","908","","","","19080024","","91","",""
"0.5","","908","","","","19080025","0","93","",""
"126911","0.1","908","","","1","19080026","08_ranfa_talk","3","",""
"5","0.1","908","","","1","19080027","08_penpokorin","3","",""
"vo_fpc","","908","0","","","19080028","vo_fpc_20803","21","",""
"126911","0","908","1","0.5","9","19080029","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","11","0","0"
"0","","908","","","","19080030","","91","",""
"0.5","","908","","","","19080031","0","93","",""
"126911","0.1","908","","","1","19080032","cmn_swm_tread","3","",""
"5","0.1","908","","","1","19080033","08_penpokorin","3","",""
"107811","0.1","908","08_kyaru_talk_loop","","0","19080034","08_kyaru_talk_in","3","1","0.1"
"vo_fpc","","908","0","","","19080035","vo_fpc_20804","21","",""
"107811","0","908","1","0.5","11","19080036","這、這樣啊……\n話說回來，那個東西會浮起來啊……","11","0","0"
"0","","908","","","","19080037","","91","",""
"0.5","","908","","","","19080038","0","93","",""
"126911","0.1","908","","","1","19080039","08_ranfa_talk","3","",""
"5","0.1","908","","","1","19080040","08_penpokorin","3","",""
"vo_fpc","","908","0","","","19080041","vo_fpc_20805","21","",""
"126911","0","908","1","0.5","10","19080042","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","11","0","0"
"0","","908","","","","19080043","","91","",""
"0.5","","908","","","","19080044","0","93","",""
"126911","0.1","908","","","1","19080045","cmn_swm_tread","3","",""
"5","0.1","908","","","1","19080046","08_penpokorin","3","",""
"107811","0.1","908","08_kyaru_deny_loop","","0","19080047","08_kyaru_deny_in","3","1","0.1"
"vo_fpc","","908","0","","","19080048","vo_fpc_20806","21","",""
"107811","0","908","1","0.5","9","19080049","不，不需要啦！\n總覺得那個很可怕啊，真的是……","11","0","0"
"0","","908","","","","19080050","","91","",""
"0.5","","908","","","","19080051","0","93","",""
"107811","","908","","","1","19080052","08_kyaru_run","3","",""
"107811","","908","2.07390648567119","","-15","19080053","850","2","",""
"19080053","","908","","","","19080054","","91","",""
"126911","","908","4.29864253393665","","-180","19080055","850","2","",""
"5","","908","4.29864253393665","","-180","19080056","850","2","",""
"3","","908","4.29864253393665","","-180","19080057","850","33","",""
"19080057","","908","","","","19080058","","91","",""
"1","1.75","909","-850","09_jun_spreadFloat","12","19090001","113611","1","-125","0"
"1","1.75","909","-850","09_cmn_float","12","19090002","113511","1","-125","1"
"1","1.75","909","-1050","09_cmn_float","22","19090003","113411","1","-180","0"
"1","1.4875","909","750","09_misogi_run","12","19090004","122811","1","-15","1"
"4","1","909","-125","","-850","19090005","11","31","1",""
"6","1","909","-125","","-820","19090006","21","31","1",""
"6","1","909","-180","","-1050","19090007","31","31","1",""
"se_10053800","","909","","","1","19090008","se_fpc_water_random","23","",""
"19090007","","909","","","","19090009","0","91","",""
"113611","","909","6.32352941176471","","-125","19090010","225","2","12",""
"11","","909","6.32352941176471","","-125","19090011","225","33","12",""
"3","","909","","","","19090012","0","93","",""
"122811","","909","5.65610859728507","","-15","19090013","-750","2","",""
"0.7","","909","","","","19090014","0","93","",""
"113611","0.1","909","09_jun_notice_loop","","0","19090015","09_jun_notice_in","3","1","0.1"
"19090010","","909","","","","19090016","","91","",""
"113611","0.1","909","09_jun_alart_loop","","0","19090017","09_jun_alart_in","3","1","0.1"
"113511","","909","4.26470588235294","","-125","19090018","-125","2","12",""
"21","","909","4.26470588235294","","-125","19090019","-95","33","12",""
"113411","","909","4.11764705882353","","-180","19090020","-350","2","12",""
"31","","909","4.11764705882353","","-180","19090021","-350","33","12",""
"0.5","","909","","","","19090022","0","93","",""
"vo_fpc","","909","0","","","19090023","vo_fpc_20900","21","",""
"113611","0","909","1","0.5","8","19090024","哎呀……\n在泳池邊奔跑是很危險的喔！","11","0","0"
"0","","909","","","","19090025","","91","",""
"0.5","","909","","","","19090026","0","93","",""
"19090018","","909","","","","19090027","","91","",""
"113611","0.1","909","09_jun_idle_loop","","0","19090028","09_jun_idle_in","3","1","0.1"
"113511","0.1","909","","","1","19090029","09_cmn_float_talk","3","",""
"vo_fpc","","909","0","","","19090030","vo_fpc_20901","21","",""
"113511","0","909","1","0.5","7","19090031","哎呀？\n剛剛好像是純的聲音……","11","0","0"
"0","","909","","","","19090032","","91","",""
"0.5","","909","","","","19090033","0","93","",""
"19090033","","909","","","","19090034","","91","",""
"113511","0.1","909","","","1","19090035","09_cmn_float","3","",""
"113411","0.1","909","","","1","19090036","09_cmn_float_search","3","",""
"vo_fpc","","909","0","","","19090037","vo_fpc_20902","21","",""
"113411","0","909","1","0.5","7","19090038","咦？真的嗎？\n在哪裡？","11","0","0"
"0","","909","","","","19090039","","91","",""
"0.5","","909","","","","19090040","0","93","",""
"113611","0.1","909","","","1","19090041","09_jun_talk1_loop","3","",""
"113411","0.1","909","","","1","19090042","09_cmn_float","3","",""
"vo_fpc","","909","0","","","19090043","vo_fpc_20903","21","",""
"113611","0","909","1","0.5","8","19090044","（美里老師和初音？說起來，\n我一直都穿著鎧甲跟她們見面啊。\n用這個模樣感覺有點羞恥……）","11","0","0"
"0","","909","","","","19090045","","91","",""
"0.5","","909","","","","19090046","0","93","",""
"vo_fpc","","909","0","","","19090047","vo_fpc_20904","21","",""
"113611","0","909","1","0.5","7","19090048","請問……\n妳們是在找什麼人嗎？","11","0","0"
"0","","909","","","","19090049","","91","",""
"0.5","","909","","","","19090050","0","93","",""
"113511","","909","","","","19090051","0","4","",""
"21","","909","0","","-125","19090052","-125","33","",""
"113511","","909","09_cmn_float_talk","","0","19090053","09_cmn_float_notice","3","1","0.1"
"vo_fpc","","909","0","","","19090054","vo_fpc_20905","21","",""
"113511","0","909","1","0.5","9","19090055","是的，是一個總是穿著鎧甲的人……","11","0","0"
"0","","909","","","","19090056","","91","",""
"0.5","","909","","","","19090057","0","93","",""
"113411","0.1","909","","","1","19090058","09_cmn_float_smile","3","",""
"113511","0.1","909","","","1","19090059","09_cmn_float","3","",""
"vo_fpc","","909","0","","","19090060","vo_fpc_20906","21","",""
"113411","0","909","1","0.5","8","19090061","是一個有趣又帥氣的人♪","11","0","0"
"0","","909","","","","19090062","","91","",""
"0.5","","909","","","","19090063","0","93","",""
"113611","0.3","909","","","1","19090064","09_jun_talk2_loop","3","",""
"113411","0.1","909","","","1","19090065","09_cmn_float","3","",""
"vo_fpc","","909","0","","","19090066","vo_fpc_20907","21","",""
"113611","0","909","1","0.5","8","19090067","穿著鎧甲嗎……\n我沒有看到那樣的人呢……","11","0","0"
"0","","909","","","","19090068","","91","",""
"0.5","","909","","","","19090069","0","93","",""
"113511","0.1","909","","","1","19090070","09_cmn_float_talk","3","",""
"vo_fpc","","909","0","","","19090071","vo_fpc_20908","21","",""
"113511","0","909","1","0.5","8","19090072","這樣子啊──\n難道是我的錯覺嗎。","11","0","0"
"0","","909","","","","19090073","","91","",""
"0.5","","909","","","","19090074","0","93","",""
"113511","0.1","909","","","1","19090075","09_cmn_float","3","",""
"vo_fpc","","909","0","","","19090076","vo_fpc_20909","21","",""
"113611","0","909","1","0.5","8","19090077","穿著鎧甲的人是不會\n在這種地方的吧？\n畢竟感覺就不是來游泳的打扮……","11","0","0"
"0","","909","","","","19090078","","91","",""
"0.5","","909","","","","19090079","0","93","",""
"113511","0.1","909","","","1","19090080","09_cmn_float_talk","3","",""
"vo_fpc","","909","0","","","19090081","vo_fpc_20910","21","",""
"113511","0","909","1","0.5","8","19090082","不過，純她\n在盛夏的海邊也是穿著鎧甲吧？","11","0","0"
"0","","909","","","","19090083","","91","",""
"0.5","","909","","","","19090084","0","93","",""
"113411","0.1","909","","","1","19090085","09_cmn_float_smile","3","",""
"113511","0.1","909","","","1","19090086","09_cmn_float","3","",""
"vo_fpc","","909","0","","","19090087","vo_fpc_20911","21","",""
"113411","0","909","1","0.5","10","19090088","嗯！\n她就算在海裡穿著鎧甲也一定沒問題的♪","11","0","0"
"0","","909","","","","19090089","","91","",""
"0.5","","909","","","","19090090","0","93","",""
"113611","0.1","909","","","1","19090091","09_jun_talk3_loop","3","",""
"vo_fpc","","909","0","","","19090092","vo_fpc_20912","21","",""
"113611","0","909","1","0.5","11","19090093","還、還真是個奇怪的人呢……\n啊哈哈哈……","11","0","0"
"0","","909","","","","19090094","","91","",""
"0.5","","909","","","","19090095","0","93","",""
"vo_fpc","","909","0","","","19090096","vo_fpc_20913","21","",""
"113611","0","909","1","0.5","8","19090097","（晚點穿上鎧甲\n來打個招呼吧……）","11","0","0"
"0","","909","","","","19090098","","91","",""
"0.5","","909","","","","19090099","0","93","",""
"113611","0.1","909","09_jun_float_loop","","0","19090100","09_jun_float_in","3","1","0.1"
"113611","","909","3.67647058823529","","-125","19090101","850","2","",""
"11","","909","3.67647058823529","","-125","19090102","850","33","",""
"113511","","909","5.73529411764706","","-125","19090103","850","2","",""
"21","","909","5.73529411764706","","-125","19090104","850","33","",""
"113411","","909","7.05882352941176","","-180","19090105","850","2","",""
"31","","909","7.05882352941176","","-180","19090106","850","33","",""
