53e05fcff736f8f6f5fd1773f24cb06ff01cdaf2259b6e73df3cfe1bafd834f4,45ecb9c184a66e0cc0e886fdb3816b61a1b2d086bfe12598b78eaf5b716fedc1,91b8b03caba95a4e38d406c5ec691786b1a8642d0e68159a5cb821430955c68e,9126c67538dfbd313f4e9041247d8487c172cf20ae8619207a6a297551da9a79,2c6d7a216bd6083f9a0ea7fe7368cc135b4c796382580c8b100a4037d4cbcbbb,06b6895021af8c46e1b9564ccf33a696b60f7f898168c97b4a8c7177ce037122,d2232e5ed9139b9783e2eff32bc9f84c7cf90fe9ac66b45c3ad8b2893e34f035,5c346df5e8284bb59b1f62596ddb5212b266d836860ea1eb07e6102776d4c07c,929c19b102d42aa46e98981fc624fffba06b5cc89ee5d6f1d6f1cb9a1c3e6c77,959ff0b0f497e1c5d0bea2b156d04b644f76270c63d6c785cda995214181c765,c621583f77c2c0aaffb601f66e7629495a213a9460b6cc40f29fc3d431bc68f3
"907","19070047","3.82352941176471","","","","4","2","-180","-200",""
"907","19070048","3.82352941176471","","","","31","33","-180","-200",""
"907","19070049","","","","","19070047","91","","",""
"907","19070050","07_shinobu_surprise_loop","","0.1","1","127111","3","0","07_shinobu_surprise_in","0.1"
"907","19070051","0","","","","vo_fpc","21","","vo_fpc_20705",""
"907","19070052","1","0.5","0","0","4","11","13","嗚嗚……小姐……","120"
"907","19070053","","","","","0","91","","",""
"907","19070054","","","","","0.5","93","","0",""
"907","19070055","","","0.2","","4","3","1","07_dokuro_spin",""
"907","19070056","0","","","","vo_fpc","21","","vo_fpc_20706",""
"907","19070057","1","0.5","0","0","4","11","6","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","120"
"907","19070058","","","","","0","91","","",""
"907","19070059","","","","","0.5","93","","0",""
"907","19070060","07_shinobu_sad_loop","","0.1","1","127111","3","0","07_shinobu_sad_in","0.1"
"907","19070061","0","","","","vo_fpc","21","","vo_fpc_20707",""
"907","19070062","1","0.5","0","0","127111","11","7","看來果然是自作自受呢……\n別管他了吧。","0"
"907","19070063","","","","","0","91","","",""
"907","19070064","","","","","0.5","93","","0",""
"907","19070065","07_shinobu_swim_loop","","0.1","1","127111","3","0","07_shinobu_swim_in","0.1"
"907","19070066","","","","","11","32","","1",""
"907","19070067","3.08823529411765","","","","127111","2","-125","850",""
"907","19070068","3.08823529411765","","","","11","33","-125","850",""
"907","19070069","","","0.3","","4","3","1","07_dokuro_float",""
"907","19070070","6.17647058823529","","","","4","2","-180","850",""
"907","19070071","6.17647058823529","","","","31","33","-180","850",""
"907","19070072","","","","","19070070","91","","",""
"908","19080001","750","cmn_walk_r","1.4875","-15","1","1","12","107811","0"
"908","19080002","-900","cmn_swm_tread","1.75","-180","1","1","23","126911","0"
"908","19080003","-900","08_penpokorin","1.75","-180","5","5","22","5","0"
"908","19080004","-180","","0","1","1007","31","-850","10071",""
"908","19080005","-180","","1","1","3","31","-900","3",""
"908","19080006","","","","","se_10053800","23","1","se_fpc_water_random",""
"908","19080007","","","","","19080005","91","","",""
"908","19080008","5.88235294117647","","","12","126911","2","-180","-100",""
"908","19080009","5.88235294117647","","","12","5","2","-180","-100",""
"908","19080010","5.88235294117647","","","12","3","33","-180","-100",""
"908","19080011","5.88235294117647","","","12","10071","33","-180","-50",""
"908","19080012","","","","","2.3","93","","0",""
"908","19080013","0","","","","vo_fpc","21","","vo_fpc_20800",""
"908","19080014","","","","","10071","32","","1",""
"908","19080015","3.30882352941176","","","12","107811","2","-15","300",""
"908","19080016","","","","","19080015","91","","",""
"908","19080017","08_kyaru_surprise_loop","","0.1","1","107811","3","0","08_kyaru_surprise_in","0.1"
"908","19080018","0","","","","vo_fpc","21","","vo_fpc_20801",""
"908","19080019","1","0.5","0","0","107811","11","8","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","0"
"908","19080020","","","","","0","91","","",""
"908","19080021","","","","","0.5","93","","0",""
"908","19080022","0","","","","vo_fpc","21","","vo_fpc_20802",""
"908","19080023","1","0.5","0","0","107811","11","9","為什麼會拿著那個啦！","0"
"908","19080024","","","","","0","91","","",""
"908","19080025","","","","","0.5","93","","0",""
"908","19080026","","","0.1","","126911","3","1","08_ranfa_talk",""
"908","19080027","","","0.1","","5","3","1","08_penpokorin",""
"908","19080028","0","","","","vo_fpc","21","","vo_fpc_20803",""
"908","19080029","1","0.5","0","0","126911","11","9","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","0"
"908","19080030","","","","","0","91","","",""
"908","19080031","","","","","0.5","93","","0",""
"908","19080032","","","0.1","","126911","3","1","cmn_swm_tread",""
"908","19080033","","","0.1","","5","3","1","08_penpokorin",""
"908","19080034","08_kyaru_talk_loop","","0.1","1","107811","3","0","08_kyaru_talk_in","0.1"
"908","19080035","0","","","","vo_fpc","21","","vo_fpc_20804",""
"908","19080036","1","0.5","0","0","107811","11","11","這、這樣啊……\n話說回來，那個東西會浮起來啊……","0"
"908","19080037","","","","","0","91","","",""
"908","19080038","","","","","0.5","93","","0",""
"908","19080039","","","0.1","","126911","3","1","08_ranfa_talk",""
"908","19080040","","","0.1","","5","3","1","08_penpokorin",""
"908","19080041","0","","","","vo_fpc","21","","vo_fpc_20805",""
"908","19080042","1","0.5","0","0","126911","11","10","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","0"
"908","19080043","","","","","0","91","","",""
"908","19080044","","","","","0.5","93","","0",""
"908","19080045","","","0.1","","126911","3","1","cmn_swm_tread",""
"908","19080046","","","0.1","","5","3","1","08_penpokorin",""
"908","19080047","08_kyaru_deny_loop","","0.1","1","107811","3","0","08_kyaru_deny_in","0.1"
"908","19080048","0","","","","vo_fpc","21","","vo_fpc_20806",""
"908","19080049","1","0.5","0","0","107811","11","9","不，不需要啦！\n總覺得那個很可怕啊，真的是……","0"
"908","19080050","","","","","0","91","","",""
"908","19080051","","","","","0.5","93","","0",""
"908","19080052","","","","","107811","3","1","08_kyaru_run",""
"908","19080053","2.07390648567119","","","","107811","2","-15","850",""
"908","19080054","","","","","19080053","91","","",""
"908","19080055","4.29864253393665","","","","126911","2","-180","850",""
"908","19080056","4.29864253393665","","","","5","2","-180","850",""
"908","19080057","4.29864253393665","","","","3","33","-180","850",""
"908","19080058","","","","","19080057","91","","",""
"909","19090001","-850","09_jun_spreadFloat","1.75","-125","1","1","12","113611","0"
"909","19090002","-850","09_cmn_float","1.75","-125","1","1","12","113511","1"
"909","19090003","-1050","09_cmn_float","1.75","-180","1","1","22","113411","0"
"909","19090004","750","09_misogi_run","1.4875","-15","1","1","12","122811","1"
"909","19090005","-125","","1","1","4","31","-850","11",""
"909","19090006","-125","","1","1","6","31","-820","21",""
"909","19090007","-180","","1","1","6","31","-1050","31",""
"909","19090008","","","","","se_10053800","23","1","se_fpc_water_random",""
"909","19090009","","","","","19090007","91","","0",""
"909","19090010","6.32352941176471","","","12","113611","2","-125","225",""
"909","19090011","6.32352941176471","","","12","11","33","-125","225",""
"909","19090012","","","","","3","93","","0",""
"909","19090013","5.65610859728507","","","","122811","2","-15","-750",""
"909","19090014","","","","","0.7","93","","0",""
"909","19090015","09_jun_notice_loop","","0.1","1","113611","3","0","09_jun_notice_in","0.1"
"909","19090016","","","","","19090010","91","","",""
"909","19090017","09_jun_alart_loop","","0.1","1","113611","3","0","09_jun_alart_in","0.1"
"909","19090018","4.26470588235294","","","12","113511","2","-125","-125",""
"909","19090019","4.26470588235294","","","12","21","33","-125","-95",""
"909","19090020","4.11764705882353","","","12","113411","2","-180","-350",""
"909","19090021","4.11764705882353","","","12","31","33","-180","-350",""
"909","19090022","","","","","0.5","93","","0",""
"909","19090023","0","","","","vo_fpc","21","","vo_fpc_20900",""
"909","19090024","1","0.5","0","0","113611","11","8","哎呀……\n在泳池邊奔跑是很危險的喔！","0"
"909","19090025","","","","","0","91","","",""
"909","19090026","","","","","0.5","93","","0",""
"909","19090027","","","","","19090018","91","","",""
"909","19090028","09_jun_idle_loop","","0.1","1","113611","3","0","09_jun_idle_in","0.1"
"909","19090029","","","0.1","","113511","3","1","09_cmn_float_talk",""
"909","19090030","0","","","","vo_fpc","21","","vo_fpc_20901",""
"909","19090031","1","0.5","0","0","113511","11","7","哎呀？\n剛剛好像是純的聲音……","0"
"909","19090032","","","","","0","91","","",""
"909","19090033","","","","","0.5","93","","0",""
"909","19090034","","","","","19090033","91","","",""
"909","19090035","","","0.1","","113511","3","1","09_cmn_float",""
"909","19090036","","","0.1","","113411","3","1","09_cmn_float_search",""
"909","19090037","0","","","","vo_fpc","21","","vo_fpc_20902",""
"909","19090038","1","0.5","0","0","113411","11","7","咦？真的嗎？\n在哪裡？","0"
"909","19090039","","","","","0","91","","",""
"909","19090040","","","","","0.5","93","","0",""
"909","19090041","","","0.1","","113611","3","1","09_jun_talk1_loop",""
"909","19090042","","","0.1","","113411","3","1","09_cmn_float",""
"909","19090043","0","","","","vo_fpc","21","","vo_fpc_20903",""
"909","19090044","1","0.5","0","0","113611","11","8","（美里老師和初音？說起來，\n我一直都穿著鎧甲跟她們見面啊。\n用這個模樣感覺有點羞恥……）","0"
"909","19090045","","","","","0","91","","",""
"909","19090046","","","","","0.5","93","","0",""
"909","19090047","0","","","","vo_fpc","21","","vo_fpc_20904",""
"909","19090048","1","0.5","0","0","113611","11","7","請問……\n妳們是在找什麼人嗎？","0"
"909","19090049","","","","","0","91","","",""
"909","19090050","","","","","0.5","93","","0",""
"909","19090051","","","","","113511","4","","0",""
"909","19090052","0","","","","21","33","-125","-125",""
"909","19090053","09_cmn_float_talk","","","1","113511","3","0","09_cmn_float_notice","0.1"
"909","19090054","0","","","","vo_fpc","21","","vo_fpc_20905",""
"909","19090055","1","0.5","0","0","113511","11","9","是的，是一個總是穿著鎧甲的人……","0"
"909","19090056","","","","","0","91","","",""
"909","19090057","","","","","0.5","93","","0",""
"909","19090058","","","0.1","","113411","3","1","09_cmn_float_smile",""
"909","19090059","","","0.1","","113511","3","1","09_cmn_float",""
"909","19090060","0","","","","vo_fpc","21","","vo_fpc_20906",""
"909","19090061","1","0.5","0","0","113411","11","8","是一個有趣又帥氣的人♪","0"
"909","19090062","","","","","0","91","","",""
"909","19090063","","","","","0.5","93","","0",""
"909","19090064","","","0.3","","113611","3","1","09_jun_talk2_loop",""
"909","19090065","","","0.1","","113411","3","1","09_cmn_float",""
"909","19090066","0","","","","vo_fpc","21","","vo_fpc_20907",""
"909","19090067","1","0.5","0","0","113611","11","8","穿著鎧甲嗎……\n我沒有看到那樣的人呢……","0"
"909","19090068","","","","","0","91","","",""
"909","19090069","","","","","0.5","93","","0",""
"909","19090070","","","0.1","","113511","3","1","09_cmn_float_talk",""
"909","19090071","0","","","","vo_fpc","21","","vo_fpc_20908",""
"909","19090072","1","0.5","0","0","113511","11","8","這樣子啊──\n難道是我的錯覺嗎。","0"
"909","19090073","","","","","0","91","","",""
"909","19090074","","","","","0.5","93","","0",""
"909","19090075","","","0.1","","113511","3","1","09_cmn_float",""
"909","19090076","0","","","","vo_fpc","21","","vo_fpc_20909",""
"909","19090077","1","0.5","0","0","113611","11","8","穿著鎧甲的人是不會\n在這種地方的吧？\n畢竟感覺就不是來游泳的打扮……","0"
"909","19090078","","","","","0","91","","",""
"909","19090079","","","","","0.5","93","","0",""
"909","19090080","","","0.1","","113511","3","1","09_cmn_float_talk",""
"909","19090081","0","","","","vo_fpc","21","","vo_fpc_20910",""
"909","19090082","1","0.5","0","0","113511","11","8","不過，純她\n在盛夏的海邊也是穿著鎧甲吧？","0"
"909","19090083","","","","","0","91","","",""
"909","19090084","","","","","0.5","93","","0",""
"909","19090085","","","0.1","","113411","3","1","09_cmn_float_smile",""
"909","19090086","","","0.1","","113511","3","1","09_cmn_float",""
"909","19090087","0","","","","vo_fpc","21","","vo_fpc_20911",""
"909","19090088","1","0.5","0","0","113411","11","10","嗯！\n她就算在海裡穿著鎧甲也一定沒問題的♪","0"
"909","19090089","","","","","0","91","","",""
"909","19090090","","","","","0.5","93","","0",""
"909","19090091","","","0.1","","113611","3","1","09_jun_talk3_loop",""
"909","19090092","0","","","","vo_fpc","21","","vo_fpc_20912",""
"909","19090093","1","0.5","0","0","113611","11","11","還、還真是個奇怪的人呢……\n啊哈哈哈……","0"
"909","19090094","","","","","0","91","","",""
"909","19090095","","","","","0.5","93","","0",""
"909","19090096","0","","","","vo_fpc","21","","vo_fpc_20913",""
"909","19090097","1","0.5","0","0","113611","11","8","（晚點穿上鎧甲\n來打個招呼吧……）","0"
"909","19090098","","","","","0","91","","",""
"909","19090099","","","","","0.5","93","","0",""
"909","19090100","09_jun_float_loop","","0.1","1","113611","3","0","09_jun_float_in","0.1"
"909","19090101","3.67647058823529","","","","113611","2","-125","850",""
"909","19090102","3.67647058823529","","","","11","33","-125","850",""
"909","19090103","5.73529411764706","","","","113511","2","-125","850",""
"909","19090104","5.73529411764706","","","","21","33","-125","850",""
"909","19090105","7.05882352941176","","","","113411","2","-180","850",""
"909","19090106","7.05882352941176","","","","31","33","-180","850",""
"909","19090107","","","","","19090105","91","","",""
"910","19100001","-750","10_cmn_run","1.75","-15","1","1","22","110411","0"
"910","19100002","-750","10_cmn_run","1.75","-15","1","1","13","110511","0"
"910","19100003","-750","cmn_run_def_N","1.4875","-15","1","1","12","107911","0"
"910","19100004","-15","","0","1","4","31","-750","11",""
"910","19100005","-180","","0","1","117","31","50","1171",""
"910","19100006","-15","","0","1","4","31","-750","21",""
"910","19100007","-125","","0","1","118","31","275","1172",""
"910","19100008","-15","","0","1","119","31","-50","119",""
"910","19100009","20","","0","1","109","31","-50","12",""
"910","19100010","55","","0","1","108","31","-50","22",""
"910","19100011","","","","","se_10053800","23","1","se_fpc_water_random",""
"910","19100012","","","","","19100010","91","","0",""
"910","19100013","3.16742081447964","","","","107911","2","-15","-50",""
"910","19100014","","","","","19100013","91","","",""
"910","19100015","10_tamaki_handUp_loop","","0.1","1","107911","3","0","10_tamaki_handUp_in","0.1"
"910","19100016","0","","","","vo_fpc","21","","vo_fpc_21000",""
"910","19100017","1","0.5","0","0","107911","11","7","喵、喵、喵～♪\n雖然我討厭被水弄溼……","0"
"910","19100018","","","","","0","91","","",""
"910","19100019","","","","","0.5","93","","0",""
"910","19100020","0","","","","vo_fpc","21","","vo_fpc_21001",""
"910","19100021","1","0.5","0","0","107911","11","8","但這是在人多的地方賣鯛魚燒的\n機會喵！我要賺大錢喵──！","0"
