46f7ae3a9a58d50beceecc02ccd1ecce51ee855f14fb2a10d961733daeafa952,ccef9b51c69ba03a7c429a51cd4bf96190953deebbc4cb3325384175daf855d8,2bff4fef308deca7ce70b98bab1aac2b5fc1ccad008af2226bcaf97abd833dd8,946e59cede6e171eb6f9114763760c36011bb92a63c4a87f40633b1111d76a72,681a05472fb19b3311a7c4c8f6b4a9942ad04c5a7f8e5249b94c265f0843bf4e,8fa632a9cd8072c50ee03b0764bb7142e19d313d0cfcbd21519470369b1e9f78,27fbcd48d544c4a16e294f780460b51c0e2ef66de5714a1310a5e04bd876fe72,3e236330ec9bb3139134351dc247d4358874d89dc812e3eac3994ea36393fb72,760c335153bb76c710847c119c034a1c41094287c2abd2bcc42c43062bd3fdbf,defc272fa963be2eb1bfb0132df3e6aaa6ab8b8dbfd3b342bd4ebddf922fc1ef,8e385d78c2d5e195fedccbfbb901d64196a8b7dc3dc6ac640a5e1f549fb6d258
"","","1007406","","","1","","93","","5.5","1007406057"
"1","0","1007406","0","mhp_sit_idle_2","mhp_yuni_pekori","","3","0.2","111011","1007406058"
"","","1007406","","","0","","93","","1","1007406059"
"","","1007406","","","","","91","","1007406056","1007406060"
"","1","1007406","","","mhp_sit_idle_2","","3","0.2","111011","1007406061"
"","1","1007406","","","mhp_sit_talk_memory","","3","0.2","117531","1007406062"
"","0","1007406","","0","vo_mhp_1209","","21","","vo_mhp_1007406","1007406063"
"0","5","1007406","0","1","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","0.5","11","0","117531","1007406064"
"","","1007406","","","","","91","","0","1007406065"
"","1","1007406","","","mhp_sit_idle","","3","0.2","117531","1007406066"
"","1","1007406","","","mhp_sit_talk_sad","","3","0.2","111011","1007406067"
"","0","1007406","","0","vo_mhp_1210","","21","","vo_mhp_1007406","1007406068"
"0","4","1007406","0","1","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","0.5","11","0","111011","1007406069"
"","","1007406","","","","","91","","0","1007406070"
"","1","1007406","","","mhp_sit_talk_wish","","3","0.2","111011","1007406071"
"","0","1007406","","0","vo_mhp_1211","","21","","vo_mhp_1007406","1007406072"
"0","5","1007406","0","1","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","0.5","11","0","111011","1007406073"
"","","1007406","","","","","91","","0","1007406074"
"","1","1007406","","","mhp_sit_idle_wish","","3","0.2","111011","1007406075"
"","1","1007406","","","mhp_sit_talk_sad","","3","0.2","117531","1007406076"
"","0","1007406","","0","vo_mhp_1212","","21","","vo_mhp_1007406","1007406077"
"0","5","1007406","0","1","優妮……","0.5","11","0","117531","1007406078"
"","","1007406","","","","","91","","0","1007406079"
"","1","1007406","","","mhp_sit_idle_sad","","3","0.2","117531","1007406080"
"","1","1007406","","","mhp_sit_talk_thinking2","","3","0.2","111011","1007406081"
"","0","1007406","","0","vo_mhp_1213","","21","","vo_mhp_1007406","1007406082"
"0","4","1007406","0","1","講白一點，就是母親。","1","11","0","111011","1007406083"
"","","1007406","","","","","91","","0","1007406084"
"","1","1007406","","","mhp_sit_idle_thinking2","","3","0.2","111011","1007406085"
"","1","1007406","","","mhp_sit_talk_wish2","","3","0.2","117531","1007406086"
"","0","1007406","","0","vo_mhp_1214","","21","","vo_mhp_1007406","1007406087"
"0","6","1007406","0","1","優……妮……？","0.5","11","0","117531","1007406088"
"","","1007406","","","","","91","","0","1007406089"
"","1","1007406","","","mhp_sit_idle_wish2","","3","0.2","117531","1007406090"
"","1","1007406","","","mhp_sit_talk_normal","","3","0.2","111011","1007406091"
"","0","1007406","","0","vo_mhp_1215","","21","","vo_mhp_1007406","1007406092"
"0","5","1007406","0","1","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","0.5","11","0","111011","1007406093"
"","","1007406","","","","","91","","0","1007406094"
"","1","1007406","","","mhp_sit_idle_wish","","3","0.2","111011","1007406095"
"","1","1007406","","","mhp_sit_talk_anger2","","3","0.2","117531","1007406096"
"","0","1007406","","0","vo_mhp_1216","","21","","vo_mhp_1007406","1007406097"
"0","5","1007406","0","1","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","0.5","11","0","117531","1007406098"
"","","1007406","","","","","91","","0","1007406099"
"","1","1007406","","","mhp_sit_idle_anger2","","3","0.2","117531","1007406100"
"","1","1007406","","","mhp_sit_talk_memory","","3","0.2","111011","1007406101"
"","0","1007406","","0","vo_mhp_1217","","21","","vo_mhp_1007406","1007406102"
"0","5","1007406","0","1","媽媽，給我藥水。","0.5","11","0","111011","1007406103"
"","","1007406","","","","","91","","0","1007406104"
"","1","1007406","","","mhp_sit_idle_joy1","","3","0.2","111011","1007406105"
"","1","1007406","","","mhp_sit_talk_anger2","","3","0.2","117531","1007406106"
"","0","1007406","","0","vo_mhp_1218","","21","","vo_mhp_1007406","1007406107"
"0","5","1007406","0","1","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","0.5","11","0","117531","1007406108"
"","","1007406","","","1","","93","","3.5","1007406109"
"","1","1007406","","","mhp_sit_idle_surprise2","","3","0.2","117631","1007406110"
"","","1007406","","","","","91","","1007406108","1007406111"
"","","1007406","","","0","","22","","0","1007406112"
"","","1007406","","","","","93","","1","1007406113"
"1","","1007406","","","1","","32","1","112","1007406114"
"","","1007406","","","","","93","","1","1007406115"
"1","","1007406","","","1","","32","1","130","1007406116"
"","","1007406","","","","","93","","4","1007406117"
"1","","1007406","","","0","","32","1","130","1007406118"
"-200","100","1007407","0","-1000","102511","mhp_idle_normal","1","1.7","1","1007407001"
"-220","100","1007407","1","185","117531","mhp_sit_idle","1","1.7","1","1007407002"
"-200","100","1007407","1","365","117631","mhp_sit_idle","1","1.7","1","1007407003"
"0.85","-240","1007407","","-154","1","","31","1","1","1007407004"
"-220","110","1007407","0","-200","11","NoItem","5","1.7","1","1007407005"
"-220","105","1007407","0","-200","12","NoItem","5","1.7","1","1007407006"
"-220","110","1007407","1","185","21","NoItem","5","1.7","1","1007407007"
"-220","105","1007407","1","185","22","NoItem","5","1.7","1","1007407008"
"0","1","1007407","0","1","1","","6","0","11","1007407009"
"0","1","1007407","0","1","1","","6","0","12","1007407010"
"0","1","1007407","0","1","1","","6","0","21","1007407011"
"0","1","1007407","0","1","1","","6","0","22","1007407012"
"-220","110","1007407","0","-1000","31","NoItem","5","1.7","1","1007407013"
"","","1007407","","","","","91","","0","1007407014"
"","1","1007407","","","mhp_sit_talk_normal","","3","0.2","117531","1007407015"
"","0","1007407","","0","vo_mhp_2001","","21","","vo_mhp_1007407","1007407016"
"0","7","1007407","0","0","下一位請進～","0.5","11","0","117531","1007407017"
"","","1007407","","","","","91","","0","1007407018"
"","1","1007407","","","mhp_sit_idle","","3","0.2","117531","1007407019"
"","1","1007407","","","mhp_walk","","3","0.2","102511","1007407020"
"0","-220","1007407","","3","-400","","2","","102511","1007407021"
"","","1007407","","","","","93","","3","1007407022"
"","1","1007407","","","mhp_talk_sad","","3","0.2","102511","1007407023"
"","0","1007407","","0","vo_mhp_2002","","21","","vo_mhp_1007407","1007407024"
"0","3","1007407","10","1","好、好的，打擾……哇啊！\n痛痛痛，對、對不起……！","0.5","11","0","102511","1007407025"
"","","1007407","","","1","","93","","2","1007407026"
"","","1007407","","","se_10031400_panic","","23","","se_10031400","1007407027"
"","0","1007407","","","mhp_suzume_fall_in","","3","0.2","102511","1007407028"
"","","1007407","","","","","93","","3","1007407029"
"1","0","1007407","0.2","mhp_idle_sad","mhp_suzume_fall_out","","3","0.2","102511","1007407030"
"","","1007407","","","","","93","","2","1007407031"
"","","1007407","","","","","91","","1007407025","1007407032"
"","1","1007407","","","mhp_suzume_walk_sad","","3","0.2","102511","1007407033"
"0","-220","1007407","","2","-200","","2","","102511","1007407034"
"","","1007407","","","","","91","","0","1007407035"
"1","0","1007407","0.2","mhp_suzume_sit_idle_sad2","mhp_suzume_sit_in_sad","","3","0.2","102511","1007407036"
"","","1007407","","","0","","93","","1","1007407037"
"","1","1007407","","","mhp_sit_idle_sad","","3","0.2","117631","1007407038"
"","0","1007407","","0","vo_mhp_2003","","21","","vo_mhp_1007407","1007407039"
"0","8","1007407","0","1","（……那個人是不是\n在空無一物的地方跌倒了？）","0.5","11","0","117631","1007407040"
"","","1007407","","","","","91","","0","1007407041"
"","1","1007407","","","mhp_sit_idle","","3","0.2","117631","1007407042"
"","1","1007407","","","mhp_sit_talk_normal","","3","0.2","117531","1007407043"
"","0","1007407","","0","vo_mhp_2004","","21","","vo_mhp_1007407","1007407044"
"0","5","1007407","0","1","呃，妳是叫鈴莓吧？\n妳今天怎麼了？\n是腳因為跌倒而受傷之類的問題嗎？","0.5","11","0","117531","1007407045"
"","","1007407","","","","","91","","0","1007407046"
"","1","1007407","","","mhp_sit_idle","","3","0.2","117531","1007407047"
"","1","1007407","","","mhp_sit_talk_wish","","3","0.2","102511","1007407048"
"","0","1007407","","0","vo_mhp_2005","","21","","vo_mhp_1007407","1007407049"
"0","4","1007407","0","1","不、不是的，其實……\n我、我是想治好我的冒失！","0.5","11","0","102511","1007407050"
"","","1007407","","","","","91","","0","1007407051"
"","","1007407","","","0","","93","","2","1007407052"
"","1","1007407","","","mhp_sit_idle_wish","","3","0.2","102511","1007407053"
"","1","1007407","","","mhp_sit_talk_surprise2","","3","0.2","117531","1007407054"
"","0","1007407","","0","vo_mhp_2006","","21","","vo_mhp_1007407","1007407055"
"0","6","1007407","0","1","…………啊，抱歉。\n因為實在遠超乎我的預料，\n讓我停止思考了……","0.5","11","0","117531","1007407056"
"","","1007407","","","1","","93","","2","1007407057"
"","1","1007407","","","mhp_sit_talk_sad","","3","0.2","117531","1007407058"
"","","1007407","","","","","91","","1007407056","1007407059"
"","1","1007407","","","mhp_sit_idle","","3","0.2","117531","1007407060"
"","1","1007407","","","mhp_sit_talk_sad","","3","0.2","102511","1007407061"
"","0","1007407","","0","vo_mhp_2007","","21","","vo_mhp_1007407","1007407062"
"0","4","1007407","0","1","這、這麼沒常識的事情，\n果然是不能靠醫生的吧……","0.5","11","0","102511","1007407063"
"","","1007407","","","","","91","","0","1007407064"
"","1","1007407","","","mhp_sit_idle_sad","","3","0.2","102511","1007407065"
"","1","1007407","","","mhp_sit_talk_thinking","","3","0.2","117531","1007407066"
"","0","1007407","","0","vo_mhp_2008","","21","","vo_mhp_1007407","1007407067"
"0","4","1007407","0","1","……雖然是密醫，\n但我也需要顧及顏面，\n所以會盡力而為。\n我想想，就給妳──","0.5","11","0","117531","1007407068"
"","","1007407","","","","","91","","0","1007407069"
"","0","1007407","","","1007407073","","103","","我開冒失治癒藥水給妳吧。","1007407070"
"","0","1007407","","","1007407115","","103","","我開個退冒失魔丸給妳吧。","1007407071"
"","0","1007407","","","1007407157","","103","","快穿上這件冒失矯正帶。","1007407072"
"0","1","1007407","","","mhp_sit_idle","","3","0.2","117531","1007407073"
"0","1","1007407","","","mhp_sit_talk_surprise2","","3","0.2","102511","1007407074"
"","0","1007407","","0","vo_mhp_2009","","21","","vo_mhp_1007407","1007407075"
"0","6","1007407","0","1","原、原來有這種藥嗎！","0.5","11","0","102511","1007407076"
"","","1007407","","","","","91","","0","1007407077"
"1","0","1007407","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007407078"
"","","1007407","","","0","","93","","0.6","1007407079"
"1","0","1007407","0","mhp_idle_normal","mhp_sit_out","","3","0.2","102511","1007407080"
"","","1007407","","","0","","93","","0.2","1007407081"
"0","1","1007407","","","mhp_walk","","3","0.2","102511","1007407082"
"0","-220","1007407","","1.5","35","","2","","102511","1007407083"
"0","-220","1007407","","1.5","35","","2","","31","1007407084"
"0","-220","1007407","","1.5","35","","2","","11","1007407085"
"0","-220","1007407","","1.5","35","","2","","12","1007407086"
"","","1007407","","","0","","93","","0.3","1007407087"
"1","0","1007407","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007407088"
"1","1","1007407","0","1","1","","6","0","21","1007407089"
"1","1","1007407","0","1","1","","6","0","22","1007407090"
"1","0","1007407","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007407091"
"1","0","1007407","0","mhp_item_EX0004_handover_loop","mhp_item_EX0004_handover_in","","3","0.2","22","1007407092"
"","","1007407","","","0","","93","","1.2","1007407093"
"1","0","1007407","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","102511","1007407094"
"1","1","1007407","0","1","1","","6","0","11","1007407095"
"1","1","1007407","0","1","1","","6","0","12","1007407096"
"1","0","1007407","0","mhp_receive_suzume_loop","mhp_receive_suzume_in","","3","0.2","11","1007407097"
"1","0","1007407","0","mhp_item_EX0004_receive_loop","mhp_item_EX0004_receive_in","","3","0.2","12","1007407098"
"","","1007407","","","0","","93","","0.6","1007407099"
"1","1","1007407","0","1","1","","6","0.4","22","1007407100"
"","","1007407","","","0","","93","","0.4","1007407101"
"1","0","1007407","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007407102"
"1","0","1007407","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007407103"
"1","0","1007407","0","NoItem_idle","mhp_item_EX0004_handover_out","","3","0.2","22","1007407104"
"","","1007407","","","0","","93","","0.4","1007407105"
"1","0","1007407","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","102511","1007407106"
"1","0","1007407","0","NoItem_idle","mhp_receive_suzume_out","","3","0.2","11","1007407107"
"1","0","1007407","0","NoItem_idle","mhp_item_EX0004_receive_out","","3","0.2","12","1007407108"
"","","1007407","","","0","","93","","2","1007407109"
"0","1","1007407","","","mhp_talk_thinking","","3","0.2","117531","1007407110"
"","0","1007407","","0","vo_mhp_2010","","21","","vo_mhp_1007407","1007407111"
"0","4","1007407","0","1","有啊。\n因為效果馬上就會顯現，\n妳之後就照常生活吧。","0.5","11","0","117531","1007407112"
"","","1007407","","","","","91","","0","1007407113"
"","","1007407","","","","","101","","1007407197","1007407114"
"1","0","1007407","0","mhp_idle_normal","mhp_sit_out","","3","0.2","117531","1007407115"
"","","1007407","","","0","","93","","0.6","1007407116"
"1","0","1007407","0","mhp_idle_normal","mhp_sit_out","","3","0.2","102511","1007407117"
"","","1007407","","","0","","93","","0.2","1007407118"
"0","1","1007407","","","mhp_walk","","3","0.2","102511","1007407119"
"0","-220","1007407","","1.5","35","","2","","102511","1007407120"
"0","-220","1007407","","1.5","35","","2","","31","1007407121"
"0","-220","1007407","","1.5","35","","2","","11","1007407122"
"0","-220","1007407","","1.5","35","","2","","12","1007407123"
"","","1007407","","","0","","93","","0.3","1007407124"
"1","0","1007407","0","mhp_handover_loop","mhp_handover_in","","3","0.2","117531","1007407125"
"1","1","1007407","0","1","1","","6","0","21","1007407126"
"1","1","1007407","0","1","1","","6","0","22","1007407127"
"1","0","1007407","0","mhp_handover_loop","mhp_handover_in","","3","0.2","21","1007407128"
"1","0","1007407","0","mhp_item_EX0006_handover_loop","mhp_item_EX0006_handover_in","","3","0.2","22","1007407129"
"","","1007407","","","0","","93","","1.2","1007407130"
"1","0","1007407","0","mhp_handover_receive_loop","mhp_handover_receive_in","","3","0.2","102511","1007407131"
"1","1","1007407","0","1","1","","6","0","11","1007407132"
"1","1","1007407","0","1","1","","6","0","12","1007407133"
"1","0","1007407","0","mhp_receive_suzume_loop","mhp_receive_suzume_in","","3","0.2","11","1007407134"
"1","0","1007407","0","mhp_item_EX0006_receive_loop","mhp_item_EX0006_receive_in","","3","0.2","12","1007407135"
"","","1007407","","","0","","93","","0.6","1007407136"
"1","1","1007407","0","1","1","","6","0.4","22","1007407137"
"","","1007407","","","0","","93","","0.4","1007407138"
"1","0","1007407","0","mhp_idle_normal","mhp_handover_out","","3","0.2","117531","1007407139"
"1","0","1007407","0","NoItem_idle","mhp_handover_out","","3","0.2","21","1007407140"
"1","0","1007407","0","NoItem_idle","mhp_item_EX0006_handover_out","","3","0.2","22","1007407141"
"","","1007407","","","0","","93","","0.4","1007407142"
"1","0","1007407","0","mhp_idle_normal","mhp_handover_receive_out","","3","0.2","102511","1007407143"
"1","0","1007407","0","NoItem_idle","mhp_receive_suzume_out","","3","0.2","11","1007407144"
"1","0","1007407","0","NoItem_idle","mhp_item_EX0006_receive_out","","3","0.2","12","1007407145"
"","","1007407","","","0","","93","","2","1007407146"
"0","1","1007407","","","mhp_talk_sad","","3","0.2","102511","1007407147"
"","0","1007407","","0","vo_mhp_2011","","21","","vo_mhp_1007407","1007407148"
