e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8,adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786
"828","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415140","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"829","boss_tp_down_cut","減少降低TP","92415140","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"830","18","傷害值衰減","92415140","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"831","17","賦予TP上升的上限","92415140","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"832","9","降低HP吸收","92415140","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"833","14","風屬性獎勵特大幅度提升","92415210","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"834","boss_def_lower_limit","提升物理防禦力（不可降低）","92415210","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"835","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415210","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"836","boss_tp_down_cut","減少降低TP","92415210","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"837","18","傷害值衰減","92415210","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"838","17","賦予TP上升的上限","92415210","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"839","9","降低HP吸收","92415210","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"840","14","風屬性獎勵特大幅度提升","92415220","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"841","boss_def_lower_limit","提升物理防禦力（不可降低）","92415220","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"842","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415220","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"843","boss_tp_down_cut","減少降低TP","92415220","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"844","18","傷害值衰減","92415220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"845","17","賦予TP上升的上限","92415220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"846","9","降低HP吸收","92415220","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"847","14","風屬性獎勵特大幅度提升","92415230","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"848","boss_def_lower_limit","提升物理防禦力（不可降低）","92415230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"849","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"850","boss_tp_down_cut","減少降低TP","92415230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"851","18","傷害值衰減","92415230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"852","17","賦予TP上升的上限","92415230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"853","9","降低HP吸收","92415230","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"854","14","風屬性獎勵特大幅度提升","92415240","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"855","boss_def_lower_limit","提升物理防禦力（不可降低）","92415240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"856","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"857","boss_tp_down_cut","減少降低TP","92415240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"858","18","傷害值衰減","92415240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"859","17","賦予TP上升的上限","92415240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"860","9","降低HP吸收","92415240","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"861","14","風屬性獎勵特大幅度提升","92415310","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"862","boss_def_lower_limit","提升物理防禦力（不可降低）","92415310","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"863","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415310","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"864","boss_tp_down_cut","減少降低TP","92415310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"865","18","傷害值衰減","92415310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"866","17","賦予TP上升的上限","92415310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"867","9","降低HP吸收","92415310","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"868","14","風屬性獎勵特大幅度提升","92415320","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"869","boss_def_lower_limit","提升物理防禦力（不可降低）","92415320","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"870","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"871","boss_tp_down_cut","減少降低TP","92415320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"872","18","傷害值衰減","92415320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"873","17","賦予TP上升的上限","92415320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"874","9","降低HP吸收","92415320","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"875","14","風屬性獎勵特大幅度提升","92415330","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"876","boss_def_lower_limit","提升物理防禦力（不可降低）","92415330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"877","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"878","boss_tp_down_cut","減少降低TP","92415330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"879","18","傷害值衰減","92415330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"880","17","賦予TP上升的上限","92415330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"881","9","降低HP吸收","92415330","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"882","14","風屬性獎勵特大幅度提升","92415340","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。"
"883","boss_def_lower_limit","提升物理防禦力（不可降低）","92415340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"884","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"885","boss_tp_down_cut","減少降低TP","92415340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。"
"886","18","傷害值衰減","92415340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"887","17","賦予TP上升的上限","92415340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"888","9","降低HP吸收","92415340","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"889","15","光屬性獎勵特大幅度提升","92416010","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"890","boss_def_lower_limit","提升物理防禦力（不可降低）","92416010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"891","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92416010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"892","17","賦予TP上升的上限","92416010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"893","9","降低HP吸收","92416010","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"894","15","光屬性獎勵特大幅度提升","92416020","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"895","boss_def_lower_limit","提升物理防禦力（不可降低）","92416020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"896","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92416020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"897","17","賦予TP上升的上限","92416020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"898","9","降低HP吸收","92416020","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"899","15","光屬性獎勵特大幅度提升","92416030","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"900","boss_def_lower_limit","提升物理防禦力（不可降低）","92416030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"901","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92416030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"902","17","賦予TP上升的上限","92416030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。"
"903","9","降低HP吸收","92416030","戰鬥開始時，中幅度降低全體角色的HP吸收。"
"904","15","光屬性獎勵特大幅度提升","92416110","編組4位以上的光屬性角色時，會強化角色的屬性獎勵。光屬性以外的屬性獎勵無效。"
"905","boss_def_lower_limit","提升物理防禦力（不可降低）","92416110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"906","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92416110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
