9a124796ffcbf0ddf3293e0a4c7b8ccdc044c055952463b2342e37cc2e5db34e,89b1a75d220c8a2ecc0c1566d46a8544ec7f0cfbf22293c4b5efca79bdaf7bd0,ee6ca56de259870cc4f7b838b55314e7dec6b8a4c7666629a512ae48da8b1882,fe66d5b93a8eed30cffb75849ff9c5022c98e002693e6ab50ea14b70577533d9,6793ea7b6e6d4809077aba9567b8b20713ac63f7e1a66617f1d19d8cf067bdaf,d7bc55ff153aeea42925ecb04d17c9b885febd8f42a7467a32f43a8f321f9cc5,67e8bc4b47d3995b2a5cfab24e225e929bf26ff23aa95c8358f6f58da9ca04a8,520b1d6069a61b9b11dd3e2c00dee9ea3b9bedad2b3bef26517a8ab737529566,6c180144a2bb0fb276616b369dacb8e612fd9b4d82bc2354e31ac7cf25e7c396,97f424932234e7a541cd187d9bcaab7fb15473893860dbf01af2c58697b3a391,a07645275814c889b6a4528665429282f744b7650a457a3d887b4888ed7723b1,60ad415449a9c83c6c61ceb1458c129844b468d2be0af54552b087938c990c2a,2d24070d731e5724e1bf753a21eafdad60c96560bafc24a1eb8f9d8a49ff2de5,64eda3c086a491aad52227dc9c8c40cccc1d5ab47a1c0adaf44fb33889115439,263f2d5b2edf6e361a52e194cc3635e33215245ca0a9f0bc25d59d16f7e9657a,ef9462b66318da19f7e18496afdd638dbcc83e922f6c540ad2087323bb6a2c21,38f0d1202fd977774973d12f54f27dcbaf4d3ccad2773f9e4f0efbc38c99dd9a,4266011291a9bcb4b2d2bfcf6e7266fa5a7710eb9eadf0962f6853afdae70f9e,6d65ef8d0e2847a4a297e62cac2d97c2665862667b36e1db9324b8a2f4ad8c0d,f759319ed0ec9f74cdcf120f531287a89ecc433a6feb1a14cbad1ab3bafe619a
"6","這個的名稱是什麼？","20663","6","0","36895","3","30290","加速傷口癒合","6","人的唾液中含有組氨素的化合物，可以加□□□□□。","6","21512","6","加速傷口癒合","3141","21475","1","2","速傷口癒合"
"2","這首曲子的名稱是？","114","3","3143","80","3","110","Lost Princess","3","「主線劇情第1部」的片頭曲。","3","99","3","Lost Princess","3143","105","1","1","Princ"
"2","這首曲子的名稱是？","97","3","3144","72","3","112","Connecting Happy！！","3","「主線劇情第1部」的片尾曲。","3","121","3","","3144","112","1","1","Happy"
"3","這首曲子的名稱是？","99","3","3145","101","3","101","Absolute Secret","3","「主線劇情第1部8章」的片尾曲。","3","116","3","Absolute Secret","3145","114","2","1","ecret"
"6","這首曲子的名稱是？","28415","6","3146","20805","3","23481","充滿笑容的家","6","活動「危險的假期！海岸邊的美食公主」的片尾曲。","6","23478","6","充滿笑容的家","3146","31505","3","1","充滿笑容家"
"2","這首曲子的名稱是？","85","2","3147","83","3","69","SUPER CHOCOLATE","2","活動「情人節之戰！ 正中紅心的甜蜜戰鬥」的片尾曲。","2","82","2","SUPER CHOCOLATE","3147","80","3","1","SUPER"
"6","這首曲子的名稱是？","35299","6","3148","26410","3","24515","未解明的心意","6","活動「王都的名偵探 嘆息的追緝者」的片尾曲。","6","24847","6","未解明的心意","3148","26126","3","1","未解明心意"
"6","這首曲子的名稱是？","32764","6","3149","30333","3","27054","白翼的榮耀","6","活動「將軍道中記　白翼的武士」的片尾曲。","6","32768","6","白翼的榮耀","3149","30340","3","1","白翼的榮耀"
"2","這首曲子的名稱是？","105","3","3150","70","3","115","踮腳尖的First Kiss","3","活動「鈴奈的彩虹舞臺」的片尾曲。","3","116","3","踮腳尖的First Kiss","3150","114","3","1","First"
"6","這首曲子的名稱是？","26379","6","3151","22909","3","24863","好朋友新感覺","6","活動「森林的膽小鬼與神聖學院的問題兒童」的片尾曲。","6","35258","6","好朋友新感覺","3151","21451","3","1","好朋友感覺"
"3","這首曲子的名稱是？","114","3","3152","105","3","103","Mirage Game","3","「主線劇情第2部」的片頭曲。（片假名）","3","101","3","Mirage Game","3152","97","1","1","irage"
"2","這首曲子的名稱是？","108","3","3153","80","3","99","Heartful Place","3","活動「牧場的四農士_貧窮農場奮鬥記」的片尾曲。","3","101","3","Heartful Place","3153","97","3","1","Place"
"2","這首曲子的名稱是？","97","3","3154","80","3","97","Paradox","3","活動「迴響！尖叫！萬聖鬼怪狂歡節」的片尾曲。","3","100","3","Paradox","3154","114","3","1","Parad"
"3","這首曲子的名稱是？","109","3","3155","111","3","110","Just a moment！","3","活動「慈樂之音的夏日演唱會　Just a moment！」的片尾曲。","3","116","3","Just a moment！","3155","101","1","1","oment"
"2","這首曲子的名稱是？","97","3","3156","78","3","99","Narcistration","3","活動「大江戶的非法病歷　Dr.深月的診療室」的片尾曲。","3","105","3","Narcistration","3156","114","3","1","Narci"
"6","這首曲子的名稱是？","25973","2","3157","28961","3","82","無敵DREAMING","2","活動「鋼鐵聖女與神聖學院的問題兒童」的片尾曲。","2","69","6","無敵DREAMING","3157","68","2","1","無敵DRE"
"6","這首曲子的名稱是？","35477","6","0","32854","3","20358","布丁•聖•代•聖誕節來的！","6","活動「聖誕布丁快樂！飛舞的少女與飽含真心的點心」的片尾曲。","6","30340","6","布丁•聖•代•聖誕節來的！","3158","31680","2","1","聖誕節來的"
"6","這個謎語的答案是？","29289","6","0","21205","3","22290","動物園園長","6","誰是萬獸之王？","6","38263","6","","3159","22290","3","2","動物園園長"
"6","這個謎語的答案是？","36335","6","0","39340","3","20840","馬路上的安全島","6","世界上最小的島是？","6","23798","6","馬路上的安全島","3160","23433","3","2","馬路安全島"
"6","這個謎語的答案是？","25289","6","0","38463","3","25976","阿拉伯數字","6","甚麼字全世界通用？","6","23383","6","","3161","20271","2","2","阿拉伯數字"
"3","這個的名稱是什麼？","105","3","0","114","3","104","Uncopyrightable","3","唯一有15個字母又不重複的英文單字是","3","116","3","Uncopyrightable","3162","103","3","2","right"
"6","這個未經省略的全稱是？","20154","6","0","28961","3","20276","卡拉OK=無人聲伴奏","6","","6","22863","6","卡拉OK=無人聲伴奏","3163","32882","3","2","無人聲伴奏"
"2","這個的名稱是什麼？","105","3","0","66","3","108","Billion","3","將英文數字依序寫出(one，two，three...)，會發現要寫到哪個數字「b」才會出現？ (請用英文作答)","3","105","3","Billion","3164","108","3","2","Billi"
"2","這個的名稱是什麼？","105","3","0","84","3","105","Titin","3","「肌聯蛋白」是世界上最長的英文單字，總共有189,819個字母組成，其簡稱為？","3","110","3","","3165","116","3","2","Titin"
"6","這是什麼？","38957","6","0","20208","3","22825","仰頭望天空","6","豬不能做什麼？","6","31354","6","","3166","26395","1","2","仰頭望天空"
"6","這個「意外」的名稱是？","30772","6","3167","31361","3","27969","突破平流層","6","","6","23652","6","","3167","24179","3","1","突破平流層"
"6","這個的名稱是什麼？","34121","6","3168","39321","3","36339","香蕉皮跳躍","6","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","36493","6","","3168","30382","2","1","香蕉皮跳躍"
"6","這個的名稱是什麼？","26410","6","3169","27493","3","22296","步未的團扇","6","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","25159","6","","3169","30340","2","1","步未的團扇"
"6","這個的名稱是什麼？","36039","6","0","20154","3","21345","個人資料卡片","6","《公主連結R》中，製作自己檔案卡的功能名稱。","6","29255","6","個人資料卡片","3170","26009","3","1","人資料卡片"
"6","這個的名稱是什麼？","34121","6","3171","39321","3","28369","香蕉皮滑行","6","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","34892","6","","3171","30382","2","1","香蕉皮滑行"
"6","這個的名稱是什麼？","35582","6","3173","22958","3","35010","妮諾的爆裂忍法","6","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","27861","6","妮諾的爆裂忍法","3173","29190","2","1","妮諾爆裂法"
"6","這個的名稱是什麼？","33678","6","3174","26757","3","25552","梅莎路提姆","6","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","22982","6","","3174","36335","2","1","梅莎路提姆"
"6","這個的名稱是什麼？","20195","6","3175","24801","3","38613","惡代官雕像","6","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","20687","6","","3175","23448","2","1","惡代官雕像"
"6","這個的名稱是什麼？","36984","6","0","22823","3","24418","大選集形式","6","在音樂業界中，作為「總集篇」的意思來使用的詞彙。「Compilation」也被當作類似詞語來使用。","6","24335","6","","3176","38598","2","2","大選集形式"
"6","這個的名稱是什麼？","38914","6","0","32085","3","22825","絕頂升天的跳躍獎盃","6","小遊戲「空花大迴轉  飛行途中高潮迭起」中獲得的家具獎勵名稱為？","6","30340","6","絕頂升天的跳躍獎盃","3177","21319","2","1","絕頂升天的"
"6","這個的名稱是什麼？","25308","6","0","20108","3","25293","二拜二拍手一拜","6","去神社參拜的做法之一。意指鞠躬2次、拍手2次、鞠躬1次的一連串動作。","6","25163","6","二拜二拍手一拜","3178","20108","3","2","二拜二拍手"
"6","這個的名稱是什麼？","24409","6","3179","23383","3","32080","字彙連結者","6","在小遊戲「龍\n人們的接龍競賽」中，\n集齊240個字彙圖鑑之人的稱號。","6","32773","6","","3179","36899","3","1","字彙連結者"
"2","這個的名稱是什麼？","101","3","0","83","3","102","Selfie","3","也稱作「自拍」，自己拍攝自己的一種行為，其英語稱呼是？","3","105","3","Selfie","3180","108","2","2","Selfi"
"6","這個的名稱是什麼？","39146","6","0","28921","3","25084","烹飪恐懼症","6","只要想到要煮飯，就會產生恐懼，這種症狀稱為？","6","30151","6","烹飪恐懼症","3181","24656","1","2","烹飪恐懼症"
"2","這個的名稱是什麼？","108","3","0","66","3","99","H⇒「Hard」　B⇒「Black」","3","「HB」是鉛筆芯的種類。而「H」和「B」分別是什麼的縮寫？","3","107","3","H⇒「Hard」　B⇒「Black」","3182","97","3","2","Black"
"1","這是什麼？","48","1","0","49","3","49","100、10","1","貓可發出超過□□□個音，狗卻只能發□□個音。","1","48","1","100、10","3183","48","3","2","10010"
"6","這個的名稱是什麼？","33836","6","0","30334","3","20043","百萬分之一","6","一隻鯊魚可以偵測出水中僅□□□□□含量的血液。","6","19968","6","","3184","20998","3","2","百萬分之一"
"2","這個的名稱是什麼？","112","3","0","65","3","108","Apple","3","早上提神，哪種水果比一杯咖啡來的更有效？(請用英文作答)","3","101","3","","3185","112","2","2","Apple"
"6","這個的名稱是什麼？","24049","6","0","33258","3","27515","自己的死皮","6","家中多數塵埃都是□□□□□。","6","30382","6","","3186","30340","2","2","自己的死皮"
"6","這個的名稱是什麼？","22827","6","0","19968","3","22971","一夫一妻制","6","海馬是□□□□□。雄性海馬有育兒袋，雌性海馬有類似雄性動武的生殖器官，負責產卵在雄性的育兒袋裡。","6","21046","6","","3187","19968","2","2","一夫一妻制"
"6","這個的名稱是什麼？","27683","6","0","28982","3","21512","天然氣水合物","6","俗稱「可燃冰」，但本身不是冰塊，只因外表的晶狀體和冰塊很像又可以燃燒，所以才被稱為可燃冰。","6","29289","6","天然氣水合物","3188","27700","2","2","然氣水合物"
"6","這個未經省略的全稱是？","24049","6","0","33258","3","25163","DIY\n＝自己動手做","6","","6","20570","6","DIY＝自己動手做","3189","21205","3","2","自己動手做"
"2","這個的名稱是什麼？","101","3","0","68","3","116","死神=Death","3","塔羅牌大阿爾克那的其中一張。意味著結束、終結。","3","104","3","死神=Death","3190","97","2","2","Death"
"2","這個的名稱是什麼？","111","3","0","84","3","101","高塔=The Tower","3","塔羅牌大阿爾克那的其中一張。意味著毀滅、動盪。","3","114","3","高塔=The Tower","3191","119","1","2","Tower"
"2","這個的名稱是什麼？","117","3","0","74","3","116","正義=The Justice","3","塔羅牌大阿爾克那的其中一張。卡面上女人右手持直立雙刃劍，左手持一個秤。","3","105","3","正義=The Justice","3192","115","2","2","Justi"
"2","這個的名稱是什麼？","117","3","0","74","3","103","審判=Judgement","3","塔羅牌大阿爾克那的其中一張。意味著復活、寬恕。","3","101","3","審判=Judgement","3193","100","2","2","Judge"
"2","這個的名稱是什麼？","111","3","0","76","3","101","戀人=The Lovers","3","塔羅牌大阿爾克那的其中一張。意味著結合、建立關係。","3","114","3","戀人=The Lovers","3194","118","1","2","Lover"
"3","這個的名稱是什麼？","101","3","0","112","3","111","皇帝=The Emperor","3","塔羅牌大阿爾克那的其中一張。意味著支配、權力。","3","114","3","皇帝=The Emperor","3195","114","3","2","peror"
"2","這個未經省略的全稱是？","117","3","0","83","3","118","生存遊戲=Survival game","3","","3","105","3","生存遊戲=Survival game","3196","114","1","2","Survi"
"6","這個的名稱是什麼？","25163","6","0","26032","3","24184","新手的幸運","6","意指初學者在賭博等方面擁有非常好的運氣。","6","36939","6","","3197","30340","1","2","新手的幸運"
"2","這個的名稱是什麼？","97","3","0","87","3","100","Wands","3","塔羅牌小阿爾克那中，「權杖」的英文為？","3","115","3","Wands","3199","110","3","2","Wands"
"6","這個的名稱是什麼？","32773","6","0","24858","3","27861","0=愚者、1=魔法師","6","塔羅牌的大阿爾克那有排序，排在「0」與「1」的牌為哪兩張牌？","6","24107","6","0=愚者、1=魔法師","3200","39764","3","2","愚者魔法師"
"6","這個的名稱是什麼？","32681","6","0","27491","3","21514","11=正義、12=倒吊人","6","塔羅牌的大阿爾克那有排序，排在「11」與「12」的牌為哪兩張牌？","6","20154","6","11=正義、12=倒吊人","3201","20498","3","2","正義倒吊人"
"6","這個的名稱是什麼？","26681","6","0","27193","3","19979","樹根和地下菌","6","樹會互相幫助，傳輸養分是透過□□與□□□互相傳給對方。","6","33740","6","樹根和地下菌","3202","22320","3","2","樹根地下菌"
"6","這個的名稱是什麼？","37002","6","0","28023","3","28023","海邊挖海鮮","6","意指退潮時在泥灘撿拾貝類或生物來玩。能在春天到來時享受。","6","39854","6","海邊挖海鮮","3204","25366","1","2","海邊挖海鮮"
"2","這個的名稱是什麼？","104","3","0","67","3","114","戰車=The Chariot","3","塔羅牌大阿爾克那的其中一張。意味著勝利、意志力。","3","105","3","戰車=The Chariot","3205","97","3","2","Chari"
"6","這個的名稱是什麼？","21270","6","0","28040","3","27602","消化性毒夜","6","所有種類的蠍子，他們的螯針都有毒，但不是補獵的主要武器，他們只是利用螯針上的甚麼來輔助消化食物？","6","22812","6","","3206","24615","3","2","消化性毒夜"
"2","這個的名稱是什麼？","101","3","0","83","3","101","Seven years","3","人的細胞每幾年更新一次？ (請用英文作答)","3","110","3","Seven years","3207","118","2","2","Seven"
"6","這個未經省略的全稱是？","38695","6","0","29017","3","29983","煙霧、寄生蟲","6","下雨的時候，烏鴉喜歡站在煙囪上，是為了利用□□烘乾羽毛，順便殺死□□□。","6","34802","6","煙霧、寄生蟲","3208","23492","3","2","煙霧寄生蟲"
"3","這個的名稱是什麼？","116","3","0","114","3","115","默劇=Mime artist","3","自古以來就很受歡迎的街頭藝人，行動時會表現出彷彿牆壁、樓梯等物件真實存在一樣。","3","116","3","默劇=Mime artist","3209","105","1","2","rtist"
