a50b68f676f42c79b72ddf3a3c0a90c62aeecad93d5fee6b4e628d4b54ab728d,d259048abe7754326f6868e8a44ab32796e8d8b0dee09511d0364b54b695be2f,e000b79c106feb741ee534bd65b8b5815387721bcab59986590f185295dc337a,6352288cef90253608b31ce135c99460f0e1b5f597b1813ed3e4f3e8310b6037,c1be4650687e4c9c22da28e4a30f0412a72a491a5c4cae45fa317b7328a9b62a,7bfcb3ea7cf7e6398956b1d52fb63c78c253ccce8ee90fc6b741cd4b5a41fab6,a63f51bd42e451e09e246f7566382f86405b3749ebf2d41fde709d809295e8bf,4683dc52c6b6ddcec1a9cc7b1d5d3d51c8128ef46d1d9f099e7cdcf9c8f8e0cc,f5a54587fd338b1b17313cc2344db5d2bfcde80ce2e72af7ccad3e7fc346f4cb,48db5331b235ed78d15722423084931cb957f3f8e61c8dcc152dc0001c9f2513,86a3e723074b3c20dd786dc85590dd780b4be442a7a21faf7a2314b7743aa813
"","12","","","","0","3","travel_topdrama_r_3001_1_01_B","30032","1300320020","0.5"
"","0","","","","","91","","30032","1300320021",""
"","300308","","","","","32","0","30032","1300320022",""
"","1000002","","","","0","3","travel_topdrama_r_3001_1_02_A","30032","1300320023","0"
"","11","","","","0","3","travel_topdrama_r_3001_1_02_A","30032","1300320024","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_1_02_B","30032","1300320025","0.2"
"","12","","","","0","3","travel_topdrama_r_3001_1_02_B","30032","1300320026","0.2"
"","1","","","","","93","0","30032","1300320027",""
"","300300","","","","","32","0","30032","1300320028",""
"","0","","","","","91","","30032","1300320029",""
"0.5","300305","-43.7","","","-30.3","31","300305","30032","1300320030","1"
"0.5","300314","86","","","27","31","300314","30032","1300320031","1"
"1","300313","-100","","","260","31","300313","30032","1300320032","1"
"","se_travel_top","","","","0","23","se_travel_top_fishing_question","30032","1300320033",""
"","se_travel_top","","","","0","23","se_travel_top_fishing_pull","30032","1300320034",""
"","0.01","","","","","93","0","30032","1300320035",""
"","300301","","","","","32","0","30032","1300320036",""
"","1000002","","","","0","3","travel_topdrama_r_3001_3_01_A","30032","1300320037","0"
"","11","","","","0","3","travel_topdrama_r_3001_3_01_A","30032","1300320038","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_3_01_B","30032","1300320039","0.2"
"","12","","","","0","3","travel_topdrama_r_3001_3_01_B","30032","1300320040","0.2"
"","0","","","","","91","","30032","1300320041",""
"","1000002","","","","0","3","travel_topdrama_r_3001_3_02_A","30032","1300320042","0"
"","11","","","","0","3","travel_topdrama_r_3001_3_02_A","30032","1300320043","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_3_02_B","30032","1300320044","0"
"","12","","","","0","3","travel_topdrama_r_3001_3_02_B","30032","1300320045","0"
"","0","","","","","91","","30032","1300320046",""
"","300313","","","","","32","0","30032","1300320047",""
"1","300315","0","","","100","31","300315","30032","1300320048","1"
"2","300312","-153","","","318","31","300312","30032","1300320049","1"
"0.6","300302","75","","","-61","31","300302","30032","1300320050","1"
"0.7","300317","-88","","","214","31","300317","30032","1300320051","1"
"","30","","","","1","122","30","30032","1300320052",""
"","se_travel_top","","","","0","23","se_travel_top_fishing_appear_nepterion","30032","1300320053",""
"","15","","","","0","3","travel_topdrama_r_3001_3_03","30032","1300320054","0"
"","1000002","","","","0","3","travel_topdrama_r_3001_3_03_A","30032","1300320055","0"
"","11","","","","0","3","travel_topdrama_r_3001_3_03_A","30032","1300320056","0"
"","1000001","","","","0","3","travel_topdrama_r_3001_3_03_B","30032","1300320057","0"
"","12","","","","0","3","travel_topdrama_r_3001_3_03_B","30032","1300320058","0"
"","2.3","","","","","93","0","30032","1300320059",""
"","","","","","","111","","30032","1300320060",""
"","0","","","","","91","","30032","1300320061",""
"-70","2","0","travel_topdrama_b_3000_empty","0","53","1","1000001","30041","1300410001","0.5"
"-70","11","0","scare_loop","0","51","5","300411","30041","1300410002","0.35"
"-70","12","-270","empty","1","52","5","300412","30041","1300410003","0.425"
"-94","0","-3","rare","0","110","5","0","30041","1300410004","1"
"","0","","","","","91","0","30041","1300410005",""
"","300412","","","","1","3","empty","30041","1300410006","0.2"
"","0","","","","","91","0","30041","1300410007",""
"","1300410005","","","","","101","","30041","1300410008",""
"1","300412","idle","","0.2","1","3","idle_fadeIN","30041","1300410009","0.2"
"","0","","","","0","3","none","30041","1300410010",""
"","0","","","","","91","","30041","1300410011",""
"","se_travel_top","","","","0","23","se_travel_top_noble_creature","30042","1300420001",""
"0","1000001","0","","","-70","2","-920","30042","1300420002",""
"1","300412","idle","","0.1","0","3","attack","30042","1300420003","0.2"
"","0.66","","","","","93","0","30042","1300420004",""
"","se_travel_top","","","","0","23","se_travel_top_noble_creature_axe","30042","1300420005",""
"","0.09","","","","","93","0","30042","1300420006",""
"1","300411","scare_loop","","0.2","0","3","backward","30042","1300420007","0"
"2","300411","0.3","","","-70","2","100","30042","1300420008",""
"","1","","","","","93","0","30042","1300420009",""
"","300412","","","","1","3","walk","30042","1300420010","0.2"
"0","300412","2","","","-70","2","-100","30042","1300420011",""
"","1300420008","","","","","91","","30042","1300420012",""
"0.5","300401","70","","","100","31","300401","30042","1300420013","1"
"","0.1","","","","","93","0","30042","1300420014",""
"","se_travel_top","","","","0","23","se_travel_top_noble_emote_sweat","30042","1300420015",""
"","0.4","","","","","93","0","30042","1300420016",""
"0","1000001","","","","1","3","<weapon>_run","30042","1300420017","0.2"
"0","1000001","1.75","","","-70","2","-300","30042","1300420018",""
"0.5","300400","-70","","","-920","31","300400","30042","1300420019","1"
"0","300400","1.75","","","-70","33","-300","30042","1300420020",""
"","0","","","","0.15","122","12","30042","1300420021",""
"","0.65","","","","","93","0","30042","1300420022",""
"","se_travel_top","","","","0","23","se_travel_top_noble_foot","30042","1300420023",""
"","0.15","","","","","93","0","30042","1300420024",""
"","0","","","","0.15","122","12","30042","1300420025",""
"","0.2","","","","","93","0","30042","1300420026",""
"0","1000001","0","0","110","0.5","12","4","30042","1300420027","10"
"","0.25","","","","","93","0","30042","1300420028",""
"","se_travel_top","","","","0","23","se_travel_top_noble_emote_notice","30042","1300420029",""
"","1300420011","","","","","91","","30042","1300420030",""
"1","300412","","","","1","3","idle","30042","1300420031","0.1"
"","0","","","","0","122","12","30042","1300420032",""
"","1300420018","","","","","91","","30042","1300420033",""
"0","1000001","","","","1","3","<weapon>_idle","30042","1300420034","0"
"","300400","","","","","32","0","30042","1300420035",""
"","300412","","","","","4","0","30042","1300420036",""
"","0.5","","","","","93","","30042","1300420037",""
"1","1000001","<weapon>_idle","","0","0","3","<weapon>_attack_skipQuest","30042","1300420038","0"
"","0.25","","","","","93","0","30042","1300420039",""
"0.75","300402","-20","","","-100","31","300402","30042","1300420040","1"
"","300412","","","","0","3","die","30042","1300420041","0"
"","se_travel_top","","","","0","23","se_travel_top_noble_attack","30042","1300420042",""
"","0.6","","","","","93","0","30042","1300420043",""
"","se_travel_top","","","","0","23","se_travel_top_noble_creature_fadeout","30042","1300420044",""
"","0.5","","","","","93","0","30042","1300420045",""
"","0","","","","0.15","122","12","30042","1300420046",""
"","1300420041","","","","","91","","30042","1300420047",""
"0","300412","1","","","1","6","1","30042","1300420048","0.5"
"1","300411","idle","","0.1","0","3","walk_idle","30042","1300420049","0.2"
"","300401","","","","","32","0","30042","1300420050",""
"0","300411","1","","","-70","2","0","30042","1300420051",""
"","0","","","","","91","0","30042","1300420052",""
"0.3","300403","-13","","","-160","31","300403","30042","1300420053","1"
"","se_travel_top","","","","0","23","se_travel_top_noble_appear_goldenbox","30042","1300420054",""
"","0.33","","","","","93","0","30042","1300420055",""
"","1000001","","","","0","3","<weapon>_joy_short","30042","1300420056","0"
"","0.13","","","","","93","0","30042","1300420057",""
"","se_travel_top","","","","0","23","se_travel_top_noble_drop_goldenbox","30042","1300420058",""
"","1300420056","","","","","91","","30042","1300420059",""
"","","","","","","111","","30042","1300420060",""
"","0","","","","","91","","30042","1300420061",""
"-35","1","0","travel_topdrama_r_3000_empty","0","55","1","1000001","30051","1300510001","0.73"
"0","1000001","1","","0","1","6","1","30051","1300510002","0"
"-35","14","0","empty","0","56","5","300514","30051","1300510003","0.73"
"0","300514","1","","0","1","6","1","30051","1300510004","0"
"-70","13","-30","idle","0","51","5","300513","30051","1300510005","0.425"
"-65","15","75","travel_topdrama_r_3005_idle","0","50","5","300515","30051","1300510006","1"
"-78","0","16","normal","0","110","5","0","30051","1300510007","1"
"","300513","","","","1","3","idle","30051","1300510008","0.2"
"","0","","","","","91","0","30051","1300510009",""
"","300515","","","","0","3","travel_topdrama_r_3005_idle","30051","1300510010","0.2"
"","0","","","","","91","0","30051","1300510011",""
"","1300510009","","","","","101","","30051","1300510012",""
"","0","","","","0","3","none","30051","1300510013",""
"","0","","","","","91","","30051","1300510014",""
"0","1000001","0","","","-95","2","-605","30052","1300520001",""
"1","1000001","1","","0","1","6","1","30052","1300520002","0"
"0","300514","0","","","-105","2","-605","30052","1300520003",""
"1","300514","1","","0","1","6","1","30052","1300520004","0"
"1","300502","-60","","","370","31","300502","30052","1300520005","1"
"","0","","","","","91","","30052","1300520006",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_foot1","30052","1300520007",""
"","1000001","","","","1","3","travel_topdrama_r_3005_walk","30052","1300520008","0"
"0","1000001","3","","","-95","2","-180","30052","1300520009",""
"","300514","","","","1","3","walk","30052","1300520010","0.2"
"0","300514","3","","","-95","2","-180","30052","1300520011",""
"","1300520009","","","","","91","","30052","1300520012",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_notice","30052","1300520013",""
"0","300513","0","0","120","0","12","10","30052","1300520014","-20"
"","1000001","","","","0","3","travel_topdrama_r_3005_suprise","30052","1300520015","0"
"","300514","","","","0","3","suprise","30052","1300520016","0.2"
"","0","","","","","91","0","30052","1300520017",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_foot2","30052","1300520018",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_sweat","30052","1300520019",""
"","1000001","","","","1","3","travel_topdrama_r_3005_run","30052","1300520020","0"
"0","1000001","2","","","-95","2","230","30052","1300520021",""
"","300514","","","","1","3","run","30052","1300520022","0.2"
"0","300514","2","","","-105","2","230","30052","1300520023",""
"0.5","300500","-95","","","-180","31","300500","30052","1300520024","1"
"0","300500","2","","","-95","33","230","30052","1300520025",""
"0.5","300501","25","","","-230","31","300501","30052","1300520026","1"
"0","300501","2","","","25","33","180","30052","1300520027",""
"3","-300","1","","","1","121","0","30052","1300520028","easeInOutCubic"
"","0.5","","","","","93","0","30052","1300520029",""
"","300513","","","","","4","1","30052","1300520030",""
"","1","","","","","93","0","30052","1300520031",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_question","30052","1300520032",""
"1","300513","idle","","0.1","0","3","question","30052","1300520033","0.2"
"0","300513","0","0","130","0","12","5","30052","1300520034","20"
"","0.5","","","","","93","0","30052","1300520035",""
"","300500","","","","","32","0","30052","1300520036",""
"","300501","","","","","32","0","30052","1300520037",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_jump","30052","1300520038",""
"","1000001","","","","0","3","travel_topdrama_r_3005_jump","30052","1300520039","0"
"","300514","","","","0","3","jump","30052","1300520040","0.2"
"0","1000001","0","0","20","0.01","12","7","30052","1300520041","0"
"","1","","","","","93","0","30052","1300520042",""
"","","","","","","111","","30052","1300520043",""
"","0","","","","","91","","30052","1300520044",""
"-35","1","0","travel_topdrama_r_3000_empty","0","55","1","1000001","30061","1300610001","0.73"
"0","1000001","1","","0","1","6","1","30061","1300610002","0"
"-35","14","0","empty","0","56","5","300614","30061","1300610003","0.73"
"0","300614","1","","0","1","6","1","30061","1300610004","0"
"-70","13","-30","idle","0","51","5","300613","30061","1300610005","0.425"
"-65","15","75","travel_topdrama_r_3005_idle","0","50","5","300615","30061","1300610006","1"
"-78","0","16","normal","0","110","5","0","30061","1300610007","1"
"","300613","","","","1","3","idle","30061","1300610008","0.2"
"","0","","","","","91","0","30061","1300610009",""
"","300615","","","","0","3","travel_topdrama_r_3005_idle","30061","1300610010","0.2"
"","0","","","","","91","0","30061","1300610011",""
"","1300610009","","","","","101","","30061","1300610012",""
"","0","","","","0","3","none","30061","1300610013",""
"","0","","","","","91","","30061","1300610014",""
"0","1000001","0","","","-95","2","-605","30062","1300620001",""
"1","1000001","1","","0","1","6","1","30062","1300620002","0"
"0","300614","0","","","-105","2","-605","30062","1300620003",""
"1","300614","1","","0","1","6","1","30062","1300620004","0"
"1","300602","-60","","","370","31","300503","30062","1300620005","1"
"","0","","","","","91","","30062","1300620006",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_foot1","30062","1300620007",""
"","1000001","","","","1","3","travel_topdrama_r_3005_walk","30062","1300620008","0"
"0","1000001","3","","","-95","2","-180","30062","1300620009",""
"","300614","","","","1","3","walk","30062","1300620010","0.2"
"0","300614","3","","","-95","2","-180","30062","1300620011",""
"","1300620009","","","","","91","","30062","1300620012",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_notice","30062","1300620013",""
"0","300613","0","0","120","0","12","10","30062","1300620014","-20"
"","1000001","","","","0","3","travel_topdrama_r_3005_suprise","30062","1300620015","0"
"","300614","","","","0","3","suprise","30062","1300620016","0.2"
"","0","","","","","91","0","30062","1300620017",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_foot2","30062","1300620018",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_sweat","30062","1300620019",""
"","1000001","","","","1","3","travel_topdrama_r_3005_run","30062","1300620020","0"
"0","1000001","2","","","-95","2","230","30062","1300620021",""
"","300614","","","","1","3","run","30062","1300620022","0.2"
"0","300614","2","","","-105","2","230","30062","1300620023",""
"0.5","300600","-95","","","-180","31","300600","30062","1300620024","1"
"0","300600","2","","","-95","33","230","30062","1300620025",""
"0.5","300601","25","","","-230","31","300601","30062","1300620026","1"
"0","300601","2","","","25","33","180","30062","1300620027",""
"3","-300","1","","","1","121","0","30062","1300620028","easeInOutCubic"
"","0.5","","","","","93","0","30062","1300620029",""
"","300613","","","","","4","1","30062","1300620030",""
"","1","","","","","93","0","30062","1300620031",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_question","30062","1300620032",""
"1","300613","idle","","0.1","0","3","question","30062","1300620033","0.2"
"0","300613","0","0","130","0","12","5","30062","1300620034","20"
"","0.5","","","","","93","0","30062","1300620035",""
"","300600","","","","","32","0","30062","1300620036",""
"","300601","","","","","32","0","30062","1300620037",""
"","se_travel_top","","","","0","23","se_travel_top_disguise_jump","30062","1300620038",""
"","1000001","","","","0","3","travel_topdrama_r_3005_jump","30062","1300620039","0"
"","300614","","","","0","3","jump","30062","1300620040","0.2"
"0","1000001","0","0","20","0.01","12","7","30062","1300620041","0"
"","1","","","","","93","0","30062","1300620042",""
"","","","","","","111","","30062","1300620043",""
"","0","","","","","91","","30062","1300620044",""
"-50","1","-70","travel_topdrama_r_3007_idle_A","0","50","1","1000001","30071","1300710001","0.8"
