72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d,b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073
"200106204","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001062","boss_def_lower_limit"
"200106205","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001062","boss_magic_def_lower_limit"
"200106206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001062","9"
"200106301","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001063","13"
"200106302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001063","11"
"200106303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001063","17"
"200106304","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001063","boss_def_lower_limit"
"200106305","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001063","boss_magic_def_lower_limit"
"200106306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001063","9"
"200106401","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001064","13"
"200106402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001064","11"
"200106403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001064","17"
"200106404","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001064","boss_def_lower_limit"
"200106405","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001064","boss_magic_def_lower_limit"
"200106406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001064","9"
"200106501","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001065","13"
"200106502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001065","11"
"200106503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001065","17"
"200106504","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001065","boss_def_lower_limit"
"200106505","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001065","boss_magic_def_lower_limit"
"200106506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001065","9"
"200106601","危險領域","戰鬥中，發動「降低物理攻擊力」效果。","82001066","25"
"200106602","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001066","13"
"200106603","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001066","11"
"200106604","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001066","17"
"200106605","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001066","boss_def_lower_limit"
"200106606","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001066","boss_magic_def_lower_limit"
"200106607","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001066","9"
"200106608","降低物理攻擊力","戰鬥開始時，超大幅度降低全體角色的物理攻擊力。","82001066","5"
"200106701","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001067","13"
"200106702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001067","11"
"200106703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001067","17"
"200106704","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001067","boss_def_lower_limit"
"200106705","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001067","boss_magic_def_lower_limit"
"200106706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001067","9"
"200106801","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001068","13"
"200106802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001068","11"
"200106803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001068","17"
"200106804","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001068","boss_def_lower_limit"
"200106805","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001068","boss_magic_def_lower_limit"
"200106806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001068","9"
"200106901","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001069","13"
"200106902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001069","11"
"200106903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001069","17"
"200106904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001069","boss_def_lower_limit"
"200106905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001069","boss_magic_def_lower_limit"
"200106906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","82001069","9"
"200107001","水屬性獎勵特大幅度提升","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","82001070","13"
"200107002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","82001070","11"
"200107003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","82001070","17"
"200107004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","82001070","boss_def_lower_limit"
"200107005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","82001070","boss_magic_def_lower_limit"
"200107006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","82001070","9"
"200107007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","82001070","boss_tp_down_cut"
"200107008","降低魔法防禦力","戰鬥開始時，中幅度降低全體角色的魔法防禦力。","82001070","8"
"300100101","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001001","14"
"300100102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001001","11"
"300100103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001001","17"
"300100104","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001001","boss_def_lower_limit"
"300100105","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001001","boss_magic_def_lower_limit"
"300100106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001001","9"
"300100201","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001002","14"
"300100202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001002","11"
"300100203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001002","17"
"300100204","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001002","boss_def_lower_limit"
"300100205","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001002","boss_magic_def_lower_limit"
"300100206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001002","9"
"300100301","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001003","14"
"300100302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001003","11"
"300100303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001003","17"
"300100304","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001003","boss_def_lower_limit"
