c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"38291","這個的名稱是什麼？","3","6","3081","32004","日光節約時間制","6","6","6","0","26178","光節約時間","日光節約時間制","20809","2","6","31680","2","在部分地區會採用的「夏季的時間提前一小時」的制度。也叫作「夏令時間」。"
"111","這個的名稱是什麼？","3","2","3082","97","","3","3","3","0","110","Piano","Piano","80","1","3","105","1","「古蕾婭」的興趣是「鋼琴」，其英文為？"
"112","這個的名稱是什麼？","3","3","3083","114","Subscription","3","3","3","0","105","scrip","Subscription","115","3","3","99","2","近年很熱門的「Sub」制，未經省略的全稱是？"
"29289","這個的寫法是什麼？","3","6","3084","35469","UMA=未確認生物體","6","6","6","0","29983","未確認生物","UMA=未確認生物體","26410","3","6","30906","2","意指槌之子和雪男這類存在的「UMA」，用漢字怎麼寫？"
"20107","這個問題的答案是？","3","6","3085","21451","找「朋友」之事","6","6","6","0","20043","找朋友之事","找「朋友」之事","25214","1","6","26379","1","「露娜」的興趣是什麼？"
"21147","這個小遊戲的「？」裡填入的是？","3","6","3086","24039","誰做的巧克力","6","6","6","3086","20811","誰做巧克力","誰做的巧克力","35504","2","6","20570","1",""
"36681","這個小遊戲的「？」裡填入的是？","3","6","3087","22823","","6","6","6","3087","36852","空花大迴轉","空花大迴轉","31354","2","6","33457","1",""
"24335","這個小遊戲的「？」裡填入的是？","3","6","3088","38728","香織的靈魂式","6","6","6","3088","39746","香織靈魂式","香織的靈魂式","39321","2","6","32340","1",""
"40845","這個小遊戲的「？」裡填入的是？","3","6","3089","20497","龍人們的接龍競賽","6","6","6","3089","25509","龍人們接龍","龍人們的接龍競賽","40845","2","6","20154","1",""
"25136","這個小遊戲的「？」裡填入的是？","3","6","3090","22823","保衛起司大作戰","6","6","6","3090","20316","起司大作戰","保衛起司大作戰","36215","2","6","21496","1",""
"36947","這個小遊戲的「？」裡填入的是？","3","6","3091","25171","美里的猛訓打擊道！","6","6","6","3091","25802","猛訓打擊道","美里的猛訓打擊道！","29467","2","6","35347","1",""
"26371","這個小遊戲的「？」裡填入的是？","3","6","3093","28436","","6","6","6","3093","21809","夏日演唱會","夏日演唱會","22799","2","6","26085","1",""
"28310","這個的名稱是什麼？","3","6","3094","27835","格林威治標準時間","6","6","6","0","27161","格林治標準","格林威治標準時間","26684","3","6","26519","2","在採用世界協調時間之前，作為國際基準時間被採用的時間名稱。"
"20027","這個「？」裡填入的是？","3","6","3095","22495","超異域公主連結","6","6","6","3095","20844","超異域公主","超異域公主連結","36229","1","6","30064","1","遊戲標題。"
"36335","這個小遊戲的「？」裡填入的是？","3","6","3103","31350","通往究極之路","6","6","6","3103","26997","通往究極路","通往究極之路","36890","1","6","24448","1",""
"26063","這個的名稱是什麼？","3","6","3106","26063","龍人族、人族","6","6","6","0","20154","龍人族人族","龍人族、人族","40845","2","6","20154","1","存在於阿斯特朗的種族，獸人族、精靈族、魔族，還剩下兩種是？"
"29577","這個的名稱是什麼？","3","6","3115","29898","","6","6","6","0","21246","八尺瓊勾玉","八尺瓊勾玉","20843","3","6","23610","2","有著「三神器」之稱的為：「草薙劍」、「八咫鏡」與哪一種？"
"21040","正在唱的曲子名稱是？","3","6","3124","24819","因為想看到你的笑容","6","6","6","3124","30475","因為想看到","因為想看到你的笑容","22240","3","6","28858","1","「望」是在「聖學祭」\n中所唱的歌曲。"
"25991","這個謎語的答案是？","3","6","3125","26159","因為他的字典是法文","6","6","6","0","27861","字典是法文","因為他的字典是法文","23383","3","6","20856","2","為什麼拿破崙的字典裡沒有一個「難」字？"
"23376","這個的名稱是什麼？","3","6","3126","19977","一富士 二鷹 三茄子","6","6","6","0","33540","二鷹三茄子","一富士二鷹 三茄子","20108","1","6","40441","2","在日本，據說在新年第一個夢境中夢到就會有好兆頭的3個東西。"
"29275","這個謎語的答案是？","3","6","3127","26159","其中一隻是犀牛","6","6","6","0","29312","一隻是犀牛","其中一隻是犀牛","19968","2","6","38587","2","農夫養了10頭牛，為什麼只有19隻角？"
"26377","這個謎語的答案是？","3","6","3128","20063","一個也沒有","6","6","6","0","27794","一個也沒有","一個也沒有","19968","3","6","20491","2","猴子每分鐘能掰一個玉米，在果園裡，一隻猴子5分鐘能掰幾個玉米？"
"34915","這個謎語的答案是？","3","6","3129","25937","","6","6","6","0","29983","穿著救生衣","穿著救生衣","31359","1","6","33879","2","一個不會游泳的人掉進了水裡卻沒有淹死，為什麼？"
"36554","這個謎語的答案是？","3","6","3133","20581","因為是室內健身車","6","6","6","0","36523","室內健身車","因為是室內健身車","23460","1","6","20839","2","小明騎自行車騎了十公里，但周圍景色都沒有改變，為什麼？"
"101","這個的名稱是什麼？","3","3","3134","111","Saxophone","3","3","3","3134","110","phone","Saxophone","112","3","3","104","1","「茜里」喜歡的樂器：\n「薩克斯風」的英文為？"
"21512","這個的名稱是什麼？","3","6","3141","21475","加速傷口癒合","6","6","6","0","30290","速傷口癒合","加速傷口癒合","36895","1","6","20663","2","人的唾液中含有組氨素的化合物，可以加□□□□□。"
"99","這首曲子的名稱是？","3","2","3143","105","Lost Princess","3","3","3","3143","110","Princ","Lost Princess","80","1","3","114","1","「主線劇情第1部」的片頭曲。"
"121","這首曲子的名稱是？","3","2","3144","112","","3","3","3","3144","112","Happy","Connecting Happy！！","72","1","3","97","1","「主線劇情第1部」的片尾曲。"
"116","這首曲子的名稱是？","3","3","3145","114","Absolute Secret","3","3","3","3145","101","ecret","Absolute Secret","101","2","3","99","1","「主線劇情第1部8章」的片尾曲。"
"23478","這首曲子的名稱是？","3","6","3146","31505","充滿笑容的家","6","6","6","3146","23481","充滿笑容家","充滿笑容的家","20805","3","6","28415","1","活動「危險的假期！海岸邊的美食公主」的片尾曲。"
"82","這首曲子的名稱是？","3","2","3147","80","SUPER CHOCOLATE","2","2","2","3147","69","SUPER","SUPER CHOCOLATE","83","3","2","85","1","活動「情人節之戰！ 正中紅心的甜蜜戰鬥」的片尾曲。"
"24847","這首曲子的名稱是？","3","6","3148","26126","未解明的心意","6","6","6","3148","24515","未解明心意","未解明的心意","26410","3","6","35299","1","活動「王都的名偵探 嘆息的追緝者」的片尾曲。"
"32768","這首曲子的名稱是？","3","6","3149","30340","白翼的榮耀","6","6","6","3149","27054","白翼的榮耀","白翼的榮耀","30333","3","6","32764","1","活動「將軍道中記　白翼的武士」的片尾曲。"
"116","這首曲子的名稱是？","3","2","3150","114","踮腳尖的First Kiss","3","3","3","3150","115","First","踮腳尖的First Kiss","70","3","3","105","1","活動「鈴奈的彩虹舞臺」的片尾曲。"
"35258","這首曲子的名稱是？","3","6","3151","21451","好朋友新感覺","6","6","6","3151","24863","好朋友感覺","好朋友新感覺","22909","3","6","26379","1","活動「森林的膽小鬼與神聖學院的問題兒童」的片尾曲。"
"101","這首曲子的名稱是？","3","3","3152","97","Mirage Game","3","3","3","3152","103","irage","Mirage Game","105","1","3","114","1","「主線劇情第2部」的片頭曲。（片假名）"
"101","這首曲子的名稱是？","3","2","3153","97","Heartful Place","3","3","3","3153","99","Place","Heartful Place","80","3","3","108","1","活動「牧場的四農士_貧窮農場奮鬥記」的片尾曲。"
"100","這首曲子的名稱是？","3","2","3154","114","Paradox","3","3","3","3154","97","Parad","Paradox","80","3","3","97","1","活動「迴響！尖叫！萬聖鬼怪狂歡節」的片尾曲。"
"116","這首曲子的名稱是？","3","3","3155","101","Just a moment！","3","3","3","3155","110","oment","Just a moment！","111","1","3","109","1","活動「慈樂之音的夏日演唱會　Just a moment！」的片尾曲。"
"105","這首曲子的名稱是？","3","2","3156","114","Narcistration","3","3","3","3156","99","Narci","Narcistration","78","3","3","97","1","活動「大江戶的非法病歷　Dr.深月的診療室」的片尾曲。"
"69","這首曲子的名稱是？","3","6","3157","68","無敵DREAMING","2","2","2","3157","82","無敵DRE","無敵DREAMING","28961","2","6","25973","1","活動「鋼鐵聖女與神聖學院的問題兒童」的片尾曲。"
"30340","這首曲子的名稱是？","3","6","3158","31680","布丁•聖•代•聖誕節來的！","6","6","6","0","20358","聖誕節來的","布丁•聖•代•聖誕節來的！","32854","2","6","35477","1","活動「聖誕布丁快樂！飛舞的少女與飽含真心的點心」的片尾曲。"
"38263","這個謎語的答案是？","3","6","3159","22290","","6","6","6","0","22290","動物園園長","動物園園長","21205","3","6","29289","2","誰是萬獸之王？"
"23798","這個謎語的答案是？","3","6","3160","23433","馬路上的安全島","6","6","6","0","20840","馬路安全島","馬路上的安全島","39340","3","6","36335","2","世界上最小的島是？"
"23383","這個謎語的答案是？","3","6","3161","20271","","6","6","6","0","25976","阿拉伯數字","阿拉伯數字","38463","2","6","25289","2","甚麼字全世界通用？"
"116","這個的名稱是什麼？","3","3","3162","103","Uncopyrightable","3","3","3","0","104","right","Uncopyrightable","114","3","3","105","2","唯一有15個字母又不重複的英文單字是"
"22863","這個未經省略的全稱是？","3","6","3163","32882","卡拉OK=無人聲伴奏","6","6","6","0","20276","無人聲伴奏","卡拉OK=無人聲伴奏","28961","3","6","20154","2",""
"105","這個的名稱是什麼？","3","2","3164","108","Billion","3","3","3","0","108","Billi","Billion","66","3","3","105","2","將英文數字依序寫出(one，two，three...)，會發現要寫到哪個數字「b」才會出現？ (請用英文作答)"
"110","這個的名稱是什麼？","3","2","3165","116","","3","3","3","0","105","Titin","Titin","84","3","3","105","2","「肌聯蛋白」是世界上最長的英文單字，總共有189,819個字母組成，其簡稱為？"
"31354","這是什麼？","3","6","3166","26395","","6","6","6","0","22825","仰頭望天空","仰頭望天空","20208","1","6","38957","2","豬不能做什麼？"
"23652","這個「意外」的名稱是？","3","6","3167","24179","","6","6","6","3167","27969","突破平流層","突破平流層","31361","3","6","30772","1",""
"36493","這個的名稱是什麼？","3","6","3168","30382","","6","6","6","3168","36339","香蕉皮跳躍","香蕉皮跳躍","39321","2","6","34121","1","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？"
"25159","這個的名稱是什麼？","3","6","3169","30340","","6","6","6","3169","22296","步未的團扇","步未的團扇","27493","2","6","26410","1","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？"
"29255","這個的名稱是什麼？","3","6","3170","26009","個人資料卡片","6","6","6","0","21345","人資料卡片","個人資料卡片","20154","3","6","36039","1","《公主連結R》中，製作自己檔案卡的功能名稱。"
"34892","這個的名稱是什麼？","3","6","3171","30382","","6","6","6","3171","28369","香蕉皮滑行","香蕉皮滑行","39321","2","6","34121","1","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？"
"27861","這個的名稱是什麼？","3","6","3173","29190","妮諾的爆裂忍法","6","6","6","3173","35010","妮諾爆裂法","妮諾的爆裂忍法","22958","2","6","35582","1","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？"
"22982","這個的名稱是什麼？","3","6","3174","36335","","6","6","6","3174","25552","梅莎路提姆","梅莎路提姆","26757","2","6","33678","1","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？"
"20687","這個的名稱是什麼？","3","6","3175","23448","","6","6","6","3175","38613","惡代官雕像","惡代官雕像","24801","2","6","20195","1","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？"
"24335","這個的名稱是什麼？","3","6","3176","38598","","6","6","6","0","24418","大選集形式","大選集形式","22823","2","6","36984","2","在音樂業界中，作為「總集篇」的意思來使用的詞彙。「Compilation」也被當作類似詞語來使用。"
"30340","這個的名稱是什麼？","3","6","3177","21319","絕頂升天的跳躍獎盃","6","6","6","0","22825","絕頂升天的","絕頂升天的跳躍獎盃","32085","2","6","38914","1","小遊戲「空花大迴轉  飛行途中高潮迭起」中獲得的家具獎勵名稱為？"
"25163","這個的名稱是什麼？","3","6","3178","20108","二拜二拍手一拜","6","6","6","0","25293","二拜二拍手","二拜二拍手一拜","20108","3","6","25308","2","去神社參拜的做法之一。意指鞠躬2次、拍手2次、鞠躬1次的一連串動作。"
"32773","這個的名稱是什麼？","3","6","3179","36899","","6","6","6","3179","32080","字彙連結者","字彙連結者","23383","3","6","24409","1","在小遊戲「龍\n人們的接龍競賽」中，\n集齊240個字彙圖鑑之人的稱號。"
"105","這個的名稱是什麼？","3","2","3180","108","Selfie","3","3","3","0","102","Selfi","Selfie","83","2","3","101","2","也稱作「自拍」，自己拍攝自己的一種行為，其英語稱呼是？"
"30151","這個的名稱是什麼？","3","6","3181","24656","烹飪恐懼症","6","6","6","0","25084","烹飪恐懼症","烹飪恐懼症","28921","1","6","39146","2","只要想到要煮飯，就會產生恐懼，這種症狀稱為？"
"107","這個的名稱是什麼？","3","2","3182","97","H⇒「Hard」　B⇒「Black」","3","3","3","0","99","Black","H⇒「Hard」　B⇒「Black」","66","3","3","108","2","「HB」是鉛筆芯的種類。而「H」和「B」分別是什麼的縮寫？"
