f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"15812001","","","101411","3","15812","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"15812002","","","111","3","15812","0.2","","","wac_no_items","1"
"15812003","","","101411","2","15812","","","0","200","-340"
"15812004","","","111","2","15812","","","0","200","-340"
"15812005","","","21","32","15812","","","","0",""
"15812006","","","54","32","15812","","","","1",""
"15812007","","","11","32","15812","","","","0",""
"15812008","","","vo_wac_220722","21","15812","","","0","vo_wac_220722_000","0"
"15812009","0","0.5","101411","11","15812","0","1","1","うん、これで完璧……おっと。\nもうこんな時間か。\nいやはや絵を描くというのは、\n突き詰めだすとキリがないね。","10"
"15812010","","","0","91","15812","","","","",""
"15812011","","","vo_wac_220722","21","15812","","","0","vo_wac_220722_001","0"
"15812012","0","0.5","101411","11","15812","0","1","1","つい時間を忘れて没頭してしまう……\nしかし推理小説を読み解くようで、\n悪くない気分だ。次はもっと早く\n最適解を見つけ出してみせるよ♪","10"
"15812013","","","0","91","15812","","","","",""
"15812014","","","0","22","15812","","","","0",""
"15813001","","","101411","3","15813","0.2","","","wac_idle_wish","1"
"15813002","","","111","3","15813","0.2","","","wac_no_items","1"
"15813003","","","101411","2","15813","","","0","200","-340"
"15813004","","","111","2","15813","","","0","200","-340"
"15813005","","","21","32","15813","","","","0",""
"15813006","","","54","32","15813","","","","1",""
"15813007","","","11","32","15813","","","","0",""
"15813008","","","0","91","15813","","","","",""
"15911001","0","wac_default_01","1","1","15911","2","-213","-108","104911","202"
"15911002","0","wac_default_03","1","5","15911","2","-213","-108","111","201"
"15911003","","","21","31","15911","1","1","0","21","0"
"15911004","","","54","31","15911","0","1","0","54","0"
"15911005","","","11","31","15911","0","1","0","11","0"
"15911006","","","501","31","15911","1","1","0","501","0"
"15911007","","","104911","3","15911","0.2","0","","wac_paint_01","0"
"15911008","","","111","3","15911","0.2","0","","wac_paint_03","0"
"15911009","","","0","93","15911","","","","0",""
"15911010","","","11","32","15911","","","","1",""
"15911011","","","se_10035700","23","15911","","","","se_10035700_brush","0"
"15911012","","","104911","13","15911","","","","300",""
"15911013","","","1","131","15911","","","","",""
"15912001","","","104911","3","15912","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"15912002","","","111","3","15912","0.2","","","wac_no_items","1"
"15912003","","","104911","2","15912","","","0","200","-340"
"15912004","","","111","2","15912","","","0","200","-340"
"15912005","","","21","32","15912","","","","0",""
"15912006","","","54","32","15912","","","","1",""
"15912007","","","11","32","15912","","","","0",""
"15912008","","","vo_wac_220723","21","15912","","","0","vo_wac_220723_000","0"
"15912009","0","0.5","104911","11","15912","0","1","1","やった、今度もうまく描けた♪\nこれだけ上手にできるなら\n似顔絵屋さんだってできそう！","10"
"15912010","","","0","91","15912","","","","",""
"15912011","","","vo_wac_220723","21","15912","","","0","vo_wac_220723_001","0"
"15912012","0","0.5","104911","11","15912","0","1","1","弟くんとリノちゃんにも\n声をかけて\n一緒にやってみようかな♪","10"
"15912013","","","0","91","15912","","","","",""
"15912014","","","0","22","15912","","","","0",""
"15913001","","","104911","3","15913","0.2","","","wac_idle_smile","1"
"15913002","","","111","3","15913","0.2","","","wac_no_items","1"
"15913003","","","104911","2","15913","","","0","200","-340"
"15913004","","","111","2","15913","","","0","200","-340"
"15913005","","","21","32","15913","","","","0",""
"15913006","","","54","32","15913","","","","1",""
"15913007","","","11","32","15913","","","","0",""
"15913008","","","0","91","15913","","","","",""
"16011001","0","wac_default_11","1","1","16011","2","-213","-108","101111","202"
"16011002","0","wac_default_13","1","5","16011","2","-213","-108","111","201"
"16011003","","","21","31","16011","1","1","0","21","0"
"16011004","","","54","31","16011","0","1","0","54","0"
"16011005","","","11","31","16011","0","1","0","11","0"
"16011006","","","501","31","16011","1","1","0","501","0"
"16011007","","","101111","3","16011","0.2","0","","wac_paint_11","0"
"16011008","","","111","3","16011","0.2","0","","wac_paint_13","0"
"16011009","","","0.3","93","16011","","","","0",""
"16011010","","","11","32","16011","","","","1",""
"16011011","","","se_10035700","23","16011","","","","se_10035700_roller","0"
"16011012","","","101111","13","16011","","","","300",""
"16011013","","","1","131","16011","","","","",""
"16012001","","","101111","3","16012","0.2","1","wac_talk_kyapi_loop","wac_talk_kyapi_in","0"
"16012002","","","111","3","16012","0.2","","","wac_no_items","1"
"16012003","","","101111","2","16012","","","0","200","-340"
"16012004","","","111","2","16012","","","0","200","-340"
"16012005","","","21","32","16012","","","","0",""
"16012006","","","54","32","16012","","","","1",""
"16012007","","","11","32","16012","","","","0",""
"16012008","","","vo_wac_220724","21","16012","","","0","vo_wac_220724_000","0"
"16012009","0","0.5","101111","11","16012","0","1","1","あー楽しかったー！\nこんなに大きな場所に\n絵を描くって気持ちがいいです！","10"
"16012010","","","0","91","16012","","","","",""
"16012011","","","vo_wac_220724","21","16012","","","0","vo_wac_220724_001","0"
"16012012","0","0.5","101111","11","16012","0","1","1","みんなで描く大切な絵ですから\n心を込めて描きましたよ！\nガチョウ転生？\nはしたくないですからね！","10"
"16012013","","","0","91","16012","","","","",""
"16012014","","","0","22","16012","","","","0",""
"16013001","","","101111","3","16013","0.2","","","wac_idle_kyapi","1"
"16013002","","","111","3","16013","0.2","","","wac_no_items","1"
"16013003","","","101111","2","16013","","","0","200","-340"
"16013004","","","111","2","16013","","","0","200","-340"
"16013005","","","21","32","16013","","","","0",""
"16013006","","","54","32","16013","","","","1",""
"16013007","","","11","32","16013","","","","0",""
"16013008","","","0","91","16013","","","","",""
"16111001","0","wac_default_31","1","1","16111","2","-85","-167","104911","202"
"16111002","0","wac_default_41","1","1","16111","2","-211","-64","101111","254"
"16111003","0","wac_default_51","1","1","16111","2","-211","230","106811","252"
"16111004","0","wac_default_31","1","5","16111","2","-85","-167","111","201"
"16111005","0","wac_default_48","1","5","16111","2","-211","-64","112","253"
"16111006","0","wac_default_51","1","5","16111","2","-211","230","113","251"
"16111007","","","106811","13","16111","","","","300",""
"16111008","","","104911","13","16111","","","","300",""
"16111009","","","101111","13","16111","","","","300",""
"16111010","","","55","31","16111","1","1","0","55","0"
"16111011","","","30","31","16111","0","1","0","30","0"
"16111012","","","16","31","16111","0","1","0","16","0"
"16111013","","","501","31","16111","1","1","0","501","0"
"16111014","","","104911","3","16111","0.2","0","","wac_paint_31","0"
"16111015","","","111","3","16111","0.2","0","","wac_paint_31","0"
"16111016","","","101111","3","16111","0.2","0","","wac_paint_41","0"
"16111017","","","112","3","16111","0.2","0","","wac_paint_48","0"
"16111018","","","106811","3","16111","0.2","0","","wac_paint_51","0"
"16111019","","","113","3","16111","0.2","0","","wac_paint_51","0"
"16111020","","","0","93","16111","","","","0",""
"16111021","","","16","32","16111","","","","1",""
"16111022","","","se_common","23","16111","","","","se_sys_login_birthday_calendar_smallbrush","0"
"16111023","","","1","131","16111","","","","",""
"16112001","","","106811","3","16112","0","","","wac_idle_doya","1"
"16112002","","","104911","3","16112","0","","","wac_idle_smile_L","1"
"16112003","","","101111","3","16112","0","","","wac_idle_smile","1"
"16112004","","","111","3","16112","0","","","wac_no_items","1"
"16112005","","","112","3","16112","0","","","wac_no_items","1"
"16112006","","","113","3","16112","0","","","wac_no_items","1"
"16112007","","","106811","2","16112","","","0","190","-335"
"16112008","","","104911","2","16112","","","0","-190","-360"
"16112009","","","101111","2","16112","","","0","350","-360"
"16112010","","","111","2","16112","","","0","190","-335"
"16112011","","","112","2","16112","","","0","-190","-360"
"16112012","","","113","2","16112","","","0","350","-360"
"16112013","","","55","32","16112","","","","0",""
"16112014","","","30","32","16112","","","","1",""
"16112015","","","16","32","16112","","","","0",""
"16112016","","","106811","3","16112","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"16112017","","","vo_wac_220725","21","16112","","","0","vo_wac_220725_000","0"
"16112018","0","0.5","106811","11","16112","0","1","1","ふぅ……たまにはこうして\n童心に帰って一心に絵を描く\nっていうのもいいものだねぇ……","10"
"16112019","","","0","91","16112","","","","",""
"16112020","","","106811","3","16112","0.2","1","","wac_idle_doya","1"
"16112021","","","101111","3","16112","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"16112022","","","vo_wac_220725","21","16112","","","0","vo_wac_220725_001","0"
"16112023","0","0.5","101111","11","16112","0","1","1","うわあ！　マスターってば\n絵も上手なんですね！　でも\n言い方がお婆ちゃんみたいですよ？\nなるほど、これが亀の甲羅で逃避行！","10"
"16112024","","","0","91","16112","","","","",""
"16112025","","","101111","3","16112","0.2","1","","wac_idle_smile","1"
"16112026","","","104911","3","16112","0.2","1","wac_talk_smile_loop_L","wac_talk_smile_in_L","0"
"16112027","","","vo_wac_220725","21","16112","","","0","vo_wac_220725_002","0"
"16112028","0","0.5","104911","11","16112","0","1","1","リノちゃん、こーら☆\nそんな言い方失礼だよ？\nマスターはいつも忙しくて\n大変なんだから。","10"
"16112029","","","0","91","16112","","","","",""
"16112030","","","104911","3","16112","0.2","1","","wac_idle_smile_L","1"
"16112031","","","106811","3","16112","0.2","1","wac_talk_smile_loop","wac_talk_smile_in","0"
"16112032","","","vo_wac_220725","21","16112","","","0","vo_wac_220725_003","0"
"16112033","0","0.5","106811","11","16112","0","1","1","ごめんごめん少し感慨深くてさ。\n確かに老け込むには早いね。\nなにせまだまだこの世界には\n解き明かすべき謎がいっぱいだ。","10"
"16112034","","","0","91","16112","","","","",""
"16112035","","","0","22","16112","","","","0",""
"16112036","","","","111","16112","","","","",""
"16113001","","","106811","3","16113","0.2","","","wac_idle_smile","1"
"16113002","","","104911","3","16113","0.2","","","wac_idle_smile_L","1"
"16113003","","","101111","3","16113","0.2","","","wac_idle_smile","1"
"16113004","","","111","3","16113","0.2","","","wac_no_items","1"
"16113005","","","112","3","16113","0.2","","","wac_no_items","1"
"16113006","","","113","3","16113","0.2","","","wac_no_items","1"
"16113007","","","106811","2","16113","","","0","190","-335"
"16113008","","","104911","2","16113","","","0","-190","-360"
"16113009","","","101111","2","16113","","","0","350","-360"
"16113010","","","111","2","16113","","","0","190","-335"
"16113011","","","112","2","16113","","","0","-190","-360"
"16113012","","","113","2","16113","","","0","350","-360"
"16113013","","","55","32","16113","","","","0",""
"16113014","","","30","32","16113","","","","1",""
"16113015","","","16","32","16113","","","","0",""
"16113016","","","0","91","16113","","","","",""
"16211001","0","wac_default_01","1","1","16211","2","-213","-108","103011","202"
"16211002","0","wac_default_03","1","5","16211","2","-213","-108","111","201"
"16211003","","","21","31","16211","1","1","0","21","0"
"16211004","","","54","31","16211","0","1","0","54","0"
"16211005","","","11","31","16211","0","1","0","11","0"
"16211006","","","501","31","16211","1","1","0","501","0"
"16211007","","","103011","3","16211","0.2","0","","wac_paint_01","0"
"16211008","","","111","3","16211","0.2","0","","wac_paint_03","0"
"16211009","","","0","93","16211","","","","0",""
"16211010","","","11","32","16211","","","","1",""
"16211011","","","se_10035700","23","16211","","","","se_10035700_brush","0"
"16211012","","","103011","13","16211","","","","300",""
"16211013","","","1","131","16211","","","","",""
"16212001","","","103011","3","16212","0.2","1","wac_talk_doya_loop","wac_talk_doya_in","0"
"16212002","","","111","3","16212","0.2","","","wac_no_items","1"
"16212003","","","103011","2","16212","","","0","200","-340"
"16212004","","","111","2","16212","","","0","200","-340"
"16212005","","","21","32","16212","","","","0",""
"16212006","","","54","32","16212","","","","1",""
"16212007","","","11","32","16212","","","","0",""
"16212008","","","vo_wac_220726","21","16212","","","0","vo_wac_220726_000","0"
"16212009","0","0.5","103011","11","16212","0","1","1","またまた完成デース！\nコーボー筆をアヤマラズ！\nもはやタチュジンの\n領域デース！","10"
"16212010","","","0","91","16212","","","","",""
"16212011","","","vo_wac_220726","21","16212","","","0","vo_wac_220726_001","0"
"16212012","0","0.5","103011","11","16212","0","1","1","ウキヨエマスターになる日も\n遠くないかもしれまセン！\n次はイッピチュ描きに\nチャレンジシマース！","10"
"16212013","","","0","91","16212","","","","",""
"16212014","","","0","22","16212","","","","0",""
