68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"0","6","11","0","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","0.5","0","1","1007406","111011","1007406073"
"","","91","","","","","","1007406","0","1007406074"
"","1","3","0.2","mhp_sit_idle_wish","","","","1007406","111011","1007406075"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007406","117531","1007406076"
"","0","21","","vo_mhp_1212","","","0","1007406","vo_mhp_1007406","1007406077"
"0","8","11","0","ユニちゃん……","0.5","0","1","1007406","117531","1007406078"
"","","91","","","","","","1007406","0","1007406079"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007406","117531","1007406080"
"","1","3","0.2","mhp_sit_talk_thinking2","","","","1007406","111011","1007406081"
"","0","21","","vo_mhp_1213","","","0","1007406","vo_mhp_1007406","1007406082"
"0","5","11","0","端的に換言すれば、母だ。","1","0","1","1007406","111011","1007406083"
"","","91","","","","","","1007406","0","1007406084"
"","1","3","0.2","mhp_sit_idle_thinking2","","","","1007406","111011","1007406085"
"","1","3","0.2","mhp_sit_talk_wish2","","","","1007406","117531","1007406086"
"","0","21","","vo_mhp_1214","","","0","1007406","vo_mhp_1007406","1007406087"
"0","8","11","0","ユニ……ちゃん……？","0.5","0","1","1007406","117531","1007406088"
"","","91","","","","","","1007406","0","1007406089"
"","1","3","0.2","mhp_sit_idle_wish2","","","","1007406","117531","1007406090"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007406","111011","1007406091"
"","0","21","","vo_mhp_1215","","","0","1007406","vo_mhp_1007406","1007406092"
"0","6","11","0","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","0.5","0","1","1007406","111011","1007406093"
"","","91","","","","","","1007406","0","1007406094"
"","1","3","0.2","mhp_sit_idle_wish","","","","1007406","111011","1007406095"
"","1","3","0.2","mhp_sit_talk_anger2","","","","1007406","117531","1007406096"
"","0","21","","vo_mhp_1216","","","0","1007406","vo_mhp_1007406","1007406097"
"0","7","11","0","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","0.5","0","1","1007406","117531","1007406098"
"","","91","","","","","","1007406","0","1007406099"
"","1","3","0.2","mhp_sit_idle_anger2","","","","1007406","117531","1007406100"
"","1","3","0.2","mhp_sit_talk_memory","","","","1007406","111011","1007406101"
"","0","21","","vo_mhp_1217","","","0","1007406","vo_mhp_1007406","1007406102"
"0","8","11","0","ママ、ポーションちょうだい。","0.5","0","1","1007406","111011","1007406103"
"","","91","","","","","","1007406","0","1007406104"
"","1","3","0.2","mhp_sit_idle_joy1","","","","1007406","111011","1007406105"
"","1","3","0.2","mhp_sit_talk_anger2","","","","1007406","117531","1007406106"
"","0","21","","vo_mhp_1218","","","0","1007406","vo_mhp_1007406","1007406107"
"0","7","11","0","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","0.5","0","1","1007406","117531","1007406108"
"","","93","","1","","","","1007406","3.5","1007406109"
"","1","3","0.2","mhp_sit_idle_surprise2","","","","1007406","117631","1007406110"
"","","91","","","","","","1007406","1007406108","1007406111"
"","","22","","0","","","","1007406","0","1007406112"
"","","93","","","","","","1007406","1","1007406113"
"1","","32","1","1","","","","1007406","112","1007406114"
"","","93","","","","","","1007406","1","1007406115"
"1","","32","1","1","","","","1007406","130","1007406116"
"","","93","","","","","","1007406","4","1007406117"
"1","","32","1","0","","","","1007406","130","1007406118"
"-200","100","1","1.7","102511","mhp_idle_normal","0","-1000","1007407","1","1007407001"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007407","1","1007407002"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007407","1","1007407003"
"0.85","-240","31","1","1","","","-154","1007407","1","1007407004"
"-220","110","5","1.7","11","NoItem","0","-200","1007407","1","1007407005"
"-220","105","5","1.7","12","NoItem","0","-200","1007407","1","1007407006"
"-220","110","5","1.7","21","NoItem","1","185","1007407","1","1007407007"
"-220","105","5","1.7","22","NoItem","1","185","1007407","1","1007407008"
"0","1","6","0","1","","0","1","1007407","11","1007407009"
"0","1","6","0","1","","0","1","1007407","12","1007407010"
"0","1","6","0","1","","0","1","1007407","21","1007407011"
"0","1","6","0","1","","0","1","1007407","22","1007407012"
"-220","110","5","1.7","31","NoItem","0","-1000","1007407","1","1007407013"
"","","91","","","","","","1007407","0","1007407014"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007407","117531","1007407015"
"","0","21","","vo_mhp_2001","","","0","1007407","vo_mhp_1007407","1007407016"
"0","8","11","0","次の方どうぞー","0.5","0","0","1007407","117531","1007407017"
"","","91","","","","","","1007407","0","1007407018"
"","1","3","0.2","mhp_sit_idle","","","","1007407","117531","1007407019"
"","1","3","0.2","mhp_walk","","","","1007407","102511","1007407020"
"0","-220","2","","-400","","","3","1007407","102511","1007407021"
"","","93","","","","","","1007407","3","1007407022"
"","1","3","0.2","mhp_talk_sad","","","","1007407","102511","1007407023"
"","0","21","","vo_mhp_2002","","","0","1007407","vo_mhp_1007407","1007407024"
"0","4","11","0","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","0.5","10","1","1007407","102511","1007407025"
"","","93","","1","","","","1007407","2","1007407026"
"","","23","","se_10031400_panic","","","","1007407","se_10031400","1007407027"
"","0","3","0.2","mhp_suzume_fall_in","","","","1007407","102511","1007407028"
"","","93","","","","","","1007407","3","1007407029"
"1","0","3","0.2","mhp_suzume_fall_out","","0.2","mhp_idle_sad","1007407","102511","1007407030"
"","","93","","","","","","1007407","2","1007407031"
"","","91","","","","","","1007407","1007407025","1007407032"
"","1","3","0.2","mhp_suzume_walk_sad","","","","1007407","102511","1007407033"
"0","-220","2","","-200","","","2","1007407","102511","1007407034"
"","","91","","","","","","1007407","0","1007407035"
"1","0","3","0.2","mhp_suzume_sit_in_sad","","0.2","mhp_suzume_sit_idle_sad2","1007407","102511","1007407036"
"","","93","","0","","","","1007407","1","1007407037"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007407","117631","1007407038"
"","0","21","","vo_mhp_2003","","","0","1007407","vo_mhp_1007407","1007407039"
"0","8","11","0","（……あの人今\n何もないとこで転ばなかった？）","0.5","0","1","1007407","117631","1007407040"
"","","91","","","","","","1007407","0","1007407041"
"","1","3","0.2","mhp_sit_idle","","","","1007407","117631","1007407042"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007407","117531","1007407043"
"","0","21","","vo_mhp_2004","","","0","1007407","vo_mhp_1007407","1007407044"
"0","6","11","0","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","0.5","0","1","1007407","117531","1007407045"
"","","91","","","","","","1007407","0","1007407046"
"","1","3","0.2","mhp_sit_idle","","","","1007407","117531","1007407047"
"","1","3","0.2","mhp_sit_talk_wish","","","","1007407","102511","1007407048"
"","0","21","","vo_mhp_2005","","","0","1007407","vo_mhp_1007407","1007407049"
"0","4","11","0","い、いえ、実は……\nド、ドジを治してほしいんです！","0.5","0","1","1007407","102511","1007407050"
"","","91","","","","","","1007407","0","1007407051"
"","","93","","0","","","","1007407","2","1007407052"
"","1","3","0.2","mhp_sit_idle_wish","","","","1007407","102511","1007407053"
"","1","3","0.2","mhp_sit_talk_surprise2","","","","1007407","117531","1007407054"
"","0","21","","vo_mhp_2006","","","0","1007407","vo_mhp_1007407","1007407055"
"0","7","11","0","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","0.5","0","1","1007407","117531","1007407056"
"","","93","","1","","","","1007407","2","1007407057"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007407","117531","1007407058"
"","","91","","","","","","1007407","1007407056","1007407059"
"","1","3","0.2","mhp_sit_idle","","","","1007407","117531","1007407060"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007407","102511","1007407061"
"","0","21","","vo_mhp_2007","","","0","1007407","vo_mhp_1007407","1007407062"
"0","6","11","0","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","0.5","0","1","1007407","102511","1007407063"
"","","91","","","","","","1007407","0","1007407064"
"","1","3","0.2","mhp_sit_idle_sad","","","","1007407","102511","1007407065"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007407","117531","1007407066"
"","0","21","","vo_mhp_2008","","","0","1007407","vo_mhp_1007407","1007407067"
"0","5","11","0","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","0.5","0","1","1007407","117531","1007407068"
"","","91","","","","","","1007407","0","1007407069"
"","0","103","","1007407073","","","","1007407","ドジナオールを処方するわ。","1007407070"
"","0","103","","1007407115","","","","1007407","魔丸ドジ殺しを処方するわ。","1007407071"
"","0","103","","1007407157","","","","1007407","このドジ矯正サポーターを着けなさい。","1007407072"
"0","1","3","0.2","mhp_sit_idle","","","","1007407","117531","1007407073"
"0","1","3","0.2","mhp_sit_talk_surprise2","","","","1007407","102511","1007407074"
"","0","21","","vo_mhp_2009","","","0","1007407","vo_mhp_1007407","1007407075"
"0","8","11","0","そ、そんな薬があるんですか！","0.5","0","1","1007407","102511","1007407076"
"","","91","","","","","","1007407","0","1007407077"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007407","117531","1007407078"
"","","93","","0","","","","1007407","0.6","1007407079"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007407","102511","1007407080"
"","","93","","0","","","","1007407","0.2","1007407081"
"0","1","3","0.2","mhp_walk","","","","1007407","102511","1007407082"
"0","-220","2","","35","","","1.5","1007407","102511","1007407083"
"0","-220","2","","35","","","1.5","1007407","31","1007407084"
"0","-220","2","","35","","","1.5","1007407","11","1007407085"
"0","-220","2","","35","","","1.5","1007407","12","1007407086"
"","","93","","0","","","","1007407","0.3","1007407087"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007407","117531","1007407088"
"1","1","6","0","1","","0","1","1007407","21","1007407089"
"1","1","6","0","1","","0","1","1007407","22","1007407090"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007407","21","1007407091"
"1","0","3","0.2","mhp_item_EX0004_handover_in","","0","mhp_item_EX0004_handover_loop","1007407","22","1007407092"
"","","93","","0","","","","1007407","1.2","1007407093"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007407","102511","1007407094"
"1","1","6","0","1","","0","1","1007407","11","1007407095"
"1","1","6","0","1","","0","1","1007407","12","1007407096"
"1","0","3","0.2","mhp_receive_suzume_in","","0","mhp_receive_suzume_loop","1007407","11","1007407097"
"1","0","3","0.2","mhp_item_EX0004_receive_in","","0","mhp_item_EX0004_receive_loop","1007407","12","1007407098"
"","","93","","0","","","","1007407","0.6","1007407099"
"1","1","6","0.4","1","","0","1","1007407","22","1007407100"
"","","93","","0","","","","1007407","0.4","1007407101"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007407","117531","1007407102"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007407","21","1007407103"
"1","0","3","0.2","mhp_item_EX0004_handover_out","","0","NoItem_idle","1007407","22","1007407104"
"","","93","","0","","","","1007407","0.4","1007407105"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007407","102511","1007407106"
"1","0","3","0.2","mhp_receive_suzume_out","","0","NoItem_idle","1007407","11","1007407107"
"1","0","3","0.2","mhp_item_EX0004_receive_out","","0","NoItem_idle","1007407","12","1007407108"
"","","93","","0","","","","1007407","2","1007407109"
"0","1","3","0.2","mhp_talk_thinking","","","","1007407","117531","1007407110"
"","0","21","","vo_mhp_2010","","","0","1007407","vo_mhp_1007407","1007407111"
"0","6","11","0","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","0.5","0","1","1007407","117531","1007407112"
"","","91","","","","","","1007407","0","1007407113"
"","","101","","","","","","1007407","1007407197","1007407114"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007407","117531","1007407115"
"","","93","","0","","","","1007407","0.6","1007407116"
"1","0","3","0.2","mhp_sit_out","","0","mhp_idle_normal","1007407","102511","1007407117"
"","","93","","0","","","","1007407","0.2","1007407118"
"0","1","3","0.2","mhp_walk","","","","1007407","102511","1007407119"
"0","-220","2","","35","","","1.5","1007407","102511","1007407120"
"0","-220","2","","35","","","1.5","1007407","31","1007407121"
"0","-220","2","","35","","","1.5","1007407","11","1007407122"
"0","-220","2","","35","","","1.5","1007407","12","1007407123"
"","","93","","0","","","","1007407","0.3","1007407124"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007407","117531","1007407125"
"1","1","6","0","1","","0","1","1007407","21","1007407126"
"1","1","6","0","1","","0","1","1007407","22","1007407127"
"1","0","3","0.2","mhp_handover_in","","0","mhp_handover_loop","1007407","21","1007407128"
"1","0","3","0.2","mhp_item_EX0006_handover_in","","0","mhp_item_EX0006_handover_loop","1007407","22","1007407129"
"","","93","","0","","","","1007407","1.2","1007407130"
"1","0","3","0.2","mhp_handover_receive_in","","0","mhp_handover_receive_loop","1007407","102511","1007407131"
"1","1","6","0","1","","0","1","1007407","11","1007407132"
"1","1","6","0","1","","0","1","1007407","12","1007407133"
"1","0","3","0.2","mhp_receive_suzume_in","","0","mhp_receive_suzume_loop","1007407","11","1007407134"
"1","0","3","0.2","mhp_item_EX0006_receive_in","","0","mhp_item_EX0006_receive_loop","1007407","12","1007407135"
"","","93","","0","","","","1007407","0.6","1007407136"
"1","1","6","0.4","1","","0","1","1007407","22","1007407137"
"","","93","","0","","","","1007407","0.4","1007407138"
"1","0","3","0.2","mhp_handover_out","","0","mhp_idle_normal","1007407","117531","1007407139"
"1","0","3","0.2","mhp_handover_out","","0","NoItem_idle","1007407","21","1007407140"
"1","0","3","0.2","mhp_item_EX0006_handover_out","","0","NoItem_idle","1007407","22","1007407141"
"","","93","","0","","","","1007407","0.4","1007407142"
"1","0","3","0.2","mhp_handover_receive_out","","0","mhp_idle_normal","1007407","102511","1007407143"
"1","0","3","0.2","mhp_receive_suzume_out","","0","NoItem_idle","1007407","11","1007407144"
"1","0","3","0.2","mhp_item_EX0006_receive_out","","0","NoItem_idle","1007407","12","1007407145"
"","","93","","0","","","","1007407","2","1007407146"
"0","1","3","0.2","mhp_talk_sad","","","","1007407","102511","1007407147"
"","0","21","","vo_mhp_2011","","","0","1007407","vo_mhp_1007407","1007407148"
"0","7","11","0","な、なんだかアメみたいですね……","0.5","0","1","1007407","102511","1007407149"
"","","91","","","","","","1007407","0","1007407150"
"0","1","3","0.2","mhp_idle_sad","","","","1007407","102511","1007407151"
"0","1","3","0.2","mhp_talk_normal","","","","1007407","117531","1007407152"
"","0","21","","vo_mhp_2012","","","0","1007407","vo_mhp_1007407","1007407153"
