85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6
"vo_lsv_0626","","vo_lsv","21","0","","0","","1009806","","1009806071"
"アイス…！\nおいしいですよね、\nアイスは…本当に。","1","122711","11","1","0","10","0","1009806","0","1009806072"
"","","0","91","","","","","1009806","","1009806073"
"lsv_idle_memory2","","122711","3","","0.2","1","","1009806","","1009806074"
"lsv_talk_guts2_joy","1","122811","3","lsv_talk_guts2_joy_loop","0","0","","1009806","0.2","1009806075"
"vo_lsv_0627","","vo_lsv","21","0","","0","","1009806","","1009806076"
"あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","1","122811","11","1","0","10","0","1009806","0","1009806077"
"","","0","91","","","","","1009806","","1009806078"
"lsv_idle_guts2_joy","","122811","3","","0.2","1","","1009806","","1009806079"
"lsv_talk_joy3","","122911","3","","0.2","1","","1009806","","1009806080"
"vo_lsv_0628","","vo_lsv","21","0","","0","","1009806","","1009806081"
"うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","1","122911","11","1","0","10","0","1009806","0","1009806082"
"","","0","91","","","","","1009806","","1009806083"
"lsv_idle_joy","","122911","3","","0.2","1","","1009806","","1009806084"
"","","1009806133","101","","","","","1009806","","1009806085"
"lsv_choice","1","122711","3","lsv_idle_normal","0","0","","1009806","0.2","1009806086"
"lsv_choice","1","122911","3","lsv_idle_normal","0","0","","1009806","0.2","1009806087"
"lsv_choice","1","122811","3","lsv_idle_normal","0","0","","1009806","0.2","1009806088"
"0","","0.1","93","","","","","1009806","","1009806089"
"-200","2","122711","2","0.33","","-235","","1009806","0.2","1009806090"
"100","2","122911","2","0.33","","-220","","1009806","0.2","1009806091"
"270","2","122811","2","0.33","","-250","","1009806","0.2","1009806092"
"0","","0.7","93","","","","","1009806","","1009806093"
"lsv_talk_memory_dere2","","122811","3","","0.2","1","","1009806","","1009806094"
"vo_lsv_0629","","vo_lsv","21","0","","0","","1009806","","1009806095"
"あ～、焼きそば～！","1","122811","11","1","0","10","0","1009806","0","1009806096"
"","","0","91","","","","","1009806","","1009806097"
"lsv_idle_memory","","122811","3","","0.2","1","","1009806","","1009806098"
"lsv_smile2","1","122911","3","lsv_idle_normal_joyR","0","0","","1009806","0.2","1009806099"
"vo_lsv_0630","","vo_lsv","21","0","","0","","1009806","","1009806100"
"おいしいよね～♪","1","122911","11","1","0","10","0","1009806","0","1009806101"
"","","0","91","","","","","1009806","","1009806102"
"lsv_talk_joy3_dere","","122711","3","","0.2","1","","1009806","","1009806103"
"vo_lsv_0631","","vo_lsv","21","0","","0","","1009806","","1009806104"
"あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！","1","122711","11","1","0","10","0","1009806","0","1009806105"
"","","0","91","","","","","1009806","","1009806106"
"lsv_idle_joy_dere2","","122711","3","","0.2","1","","1009806","","1009806107"
"","","1009806133","101","","","","","1009806","","1009806108"
"lsv_choice","1","122711","3","lsv_idle_normal","0","0","","1009806","0.2","1009806109"
"lsv_choice","1","122911","3","lsv_idle_normal","0","0","","1009806","0.2","1009806110"
"lsv_choice","1","122811","3","lsv_idle_normal","0","0","","1009806","0.2","1009806111"
"0","","0.1","93","","","","","1009806","","1009806112"
"-200","2","122711","2","0.33","","-235","","1009806","0.2","1009806113"
"100","2","122911","2","0.33","","-220","","1009806","0.2","1009806114"
"270","2","122811","2","0.33","","-250","","1009806","0.2","1009806115"
"0","","0.7","93","","","","","1009806","","1009806116"
"lsv_exactly_joy_in","1","122811","3","lsv_exactly_joy_loop","0","0","","1009806","0.2","1009806117"
"vo_lsv_0632","","vo_lsv","21","0","","0","","1009806","","1009806118"
"うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪","1","122811","11","1","0","10","0","1009806","0","1009806119"
"","","0","91","","","","","1009806","","1009806120"
"lsv_idle_joy","","122811","3","","0.2","1","","1009806","","1009806121"
"lsv_talk_surprise_dere","","122911","3","","0.2","1","","1009806","","1009806122"
"vo_lsv_0633","","vo_lsv","21","0","","0","","1009806","","1009806123"
"ミミはシュワシュワが\nやさしいラムネが\nいいな～","1","122911","11","1","0","10","0","1009806","0","1009806124"
"","","0","91","","","","","1009806","","1009806125"
"lsv_idle_surprise_joy","","122911","3","","0.2","1","","1009806","","1009806126"
"lsv_talk_normal","","122711","3","","0.2","1","","1009806","","1009806127"
"vo_lsv_0634","","vo_lsv","21","0","","0","","1009806","","1009806128"
"せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。","1","122711","11","1","0","10","0","1009806","0","1009806129"
"","","0","91","","","","","1009806","","1009806130"
"lsv_idle_normal","","122711","3","","0.2","1","","1009806","","1009806131"
"","","1009806133","101","","","","","1009806","","1009806132"
"","","0","91","","","","","1009806","","1009806133"
"","","","102","","","","","1009806","","1009806134"
"0.2","","0","22","","","","","1009806","","1009806135"
"","","0.2","93","","","","","1009806","","1009806136"
"10","0","122711","12","0","0","1","0","1009806","0","1009806137"
"lsv_talk_bitter","","122711","3","","0.2","1","","1009806","","1009806138"
"0","","3","93","","","","","1009806","","1009806139"
"lsv_idle_surprise_talkjoy","","122711","3","","0.2","1","","1009806","","1009806140"
"8","0","122811","12","0","0","1","0","1009806","0","1009806141"
"lsv_talk_memory","","122811","3","","0.2","1","","1009806","","1009806142"
"0","","3","93","","","","","1009806","","1009806143"
"lsv_idle_joy","","122811","3","","0.2","1","","1009806","","1009806144"
"6","0","122911","12","0","0","1","0","1009806","0","1009806145"
"lsv_talk_wish_joy","","122911","3","","0.2","1","","1009806","","1009806146"
"0","","3","93","","","","","1009806","","1009806147"
"lsv_idle_normal_joyR","","122911","3","","0.2","1","","1009806","","1009806148"
"","","1009806137","101","","","","","1009806","","1009806149"
"1","0","333","6","1","1","1","","1009806","0","1009806150"
"1","","122711","4","","","","","1009806","","1009806151"
"lsv_run","","122711","3","","0.2","1","","1009806","","1009806152"
"-750","0","122711","2","0.8","","-235","","1009806","","1009806153"
"0","","122911","4","","","","","1009806","","1009806154"
"lsv_run","","122911","3","","0.2","1","","1009806","","1009806155"
"750","0","122911","2","0.8","","-220","","1009806","","1009806156"
"0","","122811","4","","","","","1009806","","1009806157"
"lsv_run","","122811","3","","0.2","1","","1009806","","1009806158"
"850","0","122811","2","0.8","","-250","","1009806","","1009806159"
"","","0.6","93","","","","","1009806","","1009806160"
"1","0","122711","6","1","0.2","1","","1009806","0","1009806161"
"1","0","122911","6","1","0.2","1","","1009806","0","1009806162"
"1","0","122811","6","1","0.2","1","","1009806","0","1009806163"
"","","0","91","","","","","1009806","","1009806164"
"102011","-235","1","1","-650","1.95","102","lsv_idle_normal","1009807","0","1009807001"
"100411","-220","1","1","650","1.95","100","lsv_idle_normal","1009807","1","1009807002"
"103611","-250","1","1","750","1.95","101","lsv_idle_normal","1009807","1","1009807003"
"333","0","1","5","0","1","0","lsv_white_loop","1009807","0","1009807004"
"1","0","333","6","1","0","1","","1009807","0","1009807005"
"1","0","102011","6","1","0","1","","1009807","0","1009807006"
"1","0","100411","6","1","0","1","","1009807","0","1009807007"
"1","0","103611","6","1","0","1","","1009807","0","1009807008"
"0","","1","93","","","","","1009807","","1009807009"
"1","0.4","333","6","1","0.8","1","","1009807","0","1009807010"
"lsv_walk_joy","","102011","3","","0.2","1","","1009807","","1009807011"
"-200","0","102011","2","2","","-235","","1009807","","1009807012"
"1","1","102011","6","1","0.4","1","","1009807","0","1009807013"
"lsv_walk","","100411","3","","0.2","1","","1009807","","1009807014"
"100","0","100411","2","2","","-220","","1009807","","1009807015"
"1","1","100411","6","1","0.4","1","","1009807","0","1009807016"
"lsv_walk","","103611","3","","0.2","1","","1009807","","1009807017"
"270","0","103611","2","2","","-250","","1009807","","1009807018"
"1","1","103611","6","1","0.4","1","","1009807","0","1009807019"
"0","","2","93","","","","","1009807","","1009807020"
"lsv_idle_wish_joyR","","102011","3","","0.2","1","","1009807","","1009807021"
"lsv_idle_normal","","100411","3","","0.2","1","","1009807","","1009807022"
"lsv_idle_normal","","103611","3","","0.2","1","","1009807","","1009807023"
"0","","0.6","93","","","","","1009807","","1009807024"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009807","","1009807025"
"vo_lsv_0721","","vo_lsv","21","0","","0","","1009807","","1009807026"
"みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪","1","102011","11","1","0","10","0","1009807","0","1009807027"
"","","0","91","","","","","1009807","","1009807028"
"lsv_idle_wish_joyR","","102011","3","","0.2","1","","1009807","","1009807029"
"lsv_talk_surprise_talkjoy","","103611","3","","0.2","1","","1009807","","1009807030"
"vo_lsv_0722","","vo_lsv","21","0","","0","","1009807","","1009807031"
"みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。","1","103611","11","1","0","10","0","1009807","0","1009807032"
"","","0","91","","","","","1009807","","1009807033"
"lsv_idle_surprise_doya","","103611","3","","0.2","1","","1009807","","1009807034"
"lsv_talk_arm_crossed2","1","100411","3","lsv_talk_arm_crossed_loop2","0","0","","1009807","0.2","1009807035"
"vo_lsv_0723","","vo_lsv","21","0","","0","","1009807","","1009807036"
"今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。","1","100411","11","1","0","10","0","1009807","0","1009807037"
"","","0","91","","","","","1009807","","1009807038"
"lsv_idle_arm_crossed","","100411","3","","0.2","1","","1009807","","1009807039"
"lsv_talk_joy1_normal","","103611","3","","0.2","1","","1009807","","1009807040"
"vo_lsv_0724","","vo_lsv","21","0","","0","","1009807","","1009807041"
"やっぱり情報収集のやり方を\n変えて正解だったね。","1","103611","11","1","0","10","0","1009807","0","1009807042"
"","","0","91","","","","","1009807","","1009807043"
"lsv_idle_normal_suprise1","","103611","3","","0.2","1","","1009807","","1009807044"
"lsv_talk_guts2","1","100411","3","lsv_talk_guts2_loop","0","0","","1009807","0.2","1009807045"
"vo_lsv_0725","","vo_lsv","21","0","","0","","1009807","","1009807046"
"あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！","1","100411","11","1","0","10","0","1009807","0","1009807047"
"","","0","91","","","","","1009807","","1009807048"
"lsv_idle_normal_joy","","100411","3","","0.2","1","","1009807","","1009807049"
"lsv_talk_joy3","","102011","3","","0.2","1","","1009807","","1009807050"
"vo_lsv_0726","","vo_lsv","21","0","","0","","1009807","","1009807051"
"お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～","1","102011","11","1","0","10","0","1009807","0","1009807052"
"","","0","91","","","","","1009807","","1009807053"
"lsv_idle_normal_joyR","","102011","3","","0.2","1","","1009807","","1009807054"
"lsv_talk_arm_crossed2","1","103611","3","lsv_talk_arm_crossed_loop2","0","0","","1009807","0.2","1009807055"
"vo_lsv_0727","","vo_lsv","21","0","","0","","1009807","","1009807056"
"私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？","1","103611","11","1","0","10","0","1009807","0","1009807057"
"","","0","91","","","","","1009807","","1009807058"
"lsv_idle_arm_crossed","","103611","3","","0.2","1","","1009807","","1009807059"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009807","0.2","1009807060"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009807","0.2","1009807061"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009807","0.2","1009807062"
"0","","0.1","93","","","","","1009807","","1009807063"
"-452","2","102011","2","0.33","","-235","","1009807","0.2","1009807064"
"420","2","100411","2","0.33","","-220","","1009807","0.2","1009807065"
"545","2","103611","2","0.33","","-250","","1009807","0.2","1009807066"
"0","","0","22","","0.2","1","","1009807","","1009807067"
"1009807071","","プールバッグのままで。","103","","","0","","1009807","","1009807068"
"1009807095","","バスケットがいいかも。","103","","","0","","1009807","","1009807069"
"1009807119","","リュックサックはどう？","103","","","0","","1009807","","1009807070"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009807","0.2","1009807071"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009807","0.2","1009807072"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009807","0.2","1009807073"
"0","","0.1","93","","","","","1009807","","1009807074"
"-200","2","102011","2","0.33","","-235","","1009807","0.2","1009807075"
"100","2","100411","2","0.33","","-220","","1009807","0.2","1009807076"
"270","2","103611","2","0.33","","-250","","1009807","0.2","1009807077"
"0","","0.7","93","","","","","1009807","","1009807078"
"lsv_look_idle_sad","","103611","3","","0.2","1","","1009807","","1009807079"
"vo_lsv_0728","","vo_lsv","21","0","","0","","1009807","","1009807080"
"そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。","1","103611","11","1","0","10","0","1009807","0","1009807081"
"","","0","91","","","","","1009807","","1009807082"
"lsv_idle_normal","","103611","3","","0.2","1","","1009807","","1009807083"
"lsv_talk_wish_surprise","","100411","3","","0.2","1","","1009807","","1009807084"
"vo_lsv_0729","","vo_lsv","21","0","","0","","1009807","","1009807085"
"確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。","1","100411","11","1","0","10","0","1009807","0","1009807086"
"","","0","91","","","","","1009807","","1009807087"
"lsv_idle_wish","","100411","3","","0.2","1","","1009807","","1009807088"
"lsv_talk_normal","","102011","3","","0.2","1","","1009807","","1009807089"
"vo_lsv_0730","","vo_lsv","21","0","","0","","1009807","","1009807090"
"あと抱っこするときは、\nかわりばんこにするのもね♪","1","102011","11","1","0","10","0","1009807","0","1009807091"
"","","0","91","","","","","1009807","","1009807092"
"lsv_idle_normal","","102011","3","","0.2","1","","1009807","","1009807093"
"","","1009807143","101","","","","","1009807","","1009807094"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009807","0.2","1009807095"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009807","0.2","1009807096"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009807","0.2","1009807097"
"0","","0.1","93","","","","","1009807","","1009807098"
"-200","2","102011","2","0.33","","-235","","1009807","0.2","1009807099"
"100","2","100411","2","0.33","","-220","","1009807","0.2","1009807100"
"270","2","103611","2","0.33","","-250","","1009807","0.2","1009807101"
"0","","0.7","93","","","","","1009807","","1009807102"
"lsv_talk_surprise_talkjoy","","102011","3","","0.2","1","","1009807","","1009807103"
"vo_lsv_0731","","vo_lsv","21","0","","0","","1009807","","1009807104"
"バスケットなら\nゆりかごみたいになって\nみゅ～ちゃんも気持ちいいかも♪","1","102011","11","1","0","10","0","1009807","0","1009807105"
"","","0","91","","","","","1009807","","1009807106"
