13924a3a825784d6e1563b96e1f269b3b39eca6fed7c26fe6bcf64e13527cb2b,1872a4b047990565301cbe39f33be0c4d8154c3f9074ac3eb5c73a087be610b6,0b977135ae06ea6d0ecc2a68f30b47dbf64237c5b240254224682a66eded34ce,74d4bf5dc227c88edfb8d4e215ae48868ee2dd3a47d9af4964fbc132524c2af9,5c649b36111aa319cd5de5b1fa1b1a33dd8e3559ff5afa971c8e049c9671e9bd,73a810dbadd5cd25cb2bd8c2f03ecc8debf96d85f5c866c81e3fa2b6d7da5539,de60b55277820caf81cb9977b2dac9d0a294498cd3f1f0c16869c55cdb33b4c7,959d49e6efe9d600f1a0fe8cee5082728e38dcc5dc3d215682258b5f3ec78188,15e6de0a8cf9d94c0c763238aeebd0eef5253a1d3281db6f3f433b84db8d0b2f,0849622923dbd9dc68b0809bc6a78662a51699a9ae06417f5d865ab7e21b1159,961410978fc3eb8503f0529e5392d99245e67c1620b899d1c40a092099420efa
"0.5","11","18814","0","1","どう見たって誕生日ケーキだろう？\n心配しなくても、ナナカのお祝いだ。\n誕生日、おめでとう。","105611","10","1","18814076","0"
"","91","18814","","","","0","","","18814077",""
"","3","18814","0.2","","wac_birthday_idle_doya","105611","1","","18814078",""
"","3","18814","0.2","","wac_birthday_talk_wish","105111","1","","18814079",""
"","21","18814","","","vo_wac_18814_002","vo_wac_18814","0","0","18814080",""
"0.5","11","18814","0","1","ケーキとは別に、プレゼントも\nいくつか用意してあるのよ。\n私たちじゃどんなのがいいか\nよく分からなかったから……","105111","10","1","18814081","0"
"","91","18814","","","","0","","","18814082",""
"","3","18814","0.2","","wac_birthday_idle_wish","105111","1","","18814083",""
"","3","18814","0.2","","wac_birthday_talk_doya","100911","1","","18814084",""
"","21","18814","","","vo_wac_18814_003","vo_wac_18814","0","0","18814085",""
"0.5","11","18814","0","1","シグルドからも助言を得ている。\nナナカ生誕を祝すのにふさわしい、\n伝説級の品々を用意してあるぞ？\n限定魔法少女グッズの詰め合わせだ！","100911","10","1","18814086","0"
"","91","18814","","","","0","","","18814087",""
"","3","18814","0.2","","wac_birthday_idle_doya","100911","1","","18814088",""
"","3","18814","0.2","","wac_birthday_talk_smile","101311","1","","18814089",""
"","21","18814","","","vo_wac_18814_004","vo_wac_18814","0","0","18814090",""
"0.5","11","18814","0","1","なんという僥倖ッ！\nみなさま、感謝いたしますぞ～！！\n期待に応えてこれからも、ぐうかわ\n魔法少女として邁進していくことを……","101311","10","1","18814091","0"
"","91","18814","","","","0","","","18814092",""
"","3","18814","0.2","","wac_birthday_idle_smile","101311","1","","18814093",""
"","3","18814","0.2","","wac_birthday_eriko_talk_sad","102711","1","","18814094",""
"","21","18814","","","vo_wac_18814_005","vo_wac_18814","0","0","18814095",""
"0.5","11","18814","0","1","ところで。\nどうしてナナカさんが欲しがっている\n限定品を、あなた様が正確に把握して\nいらっしゃったのでしょう……？","102711","10","1","18814096","0"
"","91","18814","","","","0","","","18814097",""
"","3","18814","0.2","","wac_birthday_eriko_idle_sad","102711","1","","18814098",""
"","3","18814","0.2","","wac_birthday_talk_sad","101311","1","","18814099",""
"","21","18814","","","vo_wac_18814_006","vo_wac_18814","0","0","18814100",""
"0.5","11","18814","0","1","それは～、えーっと……\nやばい、目が笑ってないでござる。\n定期巡回のことを話したら、\n確実に斧でケーキ入刀される～！？","101311","10","1","18814101","0"
"","91","18814","","","","0","","","18814102",""
"","22","18814","","","","0","","","18814103",""
"","25","19214","","","bgm_M321_2C","bgm_M321","","","19214001",""
"wac_birthday_idle_normal","1","19214","2","-70","101111","1","250","-1000","19214002","0"
"wac_birthday_idle_smile","1","19214","2","-270","104911","1","256","230","19214003","1"
"wac_birthday_idle_normal","1","19214","2","-310","106811","1","257","410","19214004","1"
"","13","19214","","","300","101111","","","19214005",""
"","13","19214","","","300","104911","","","19214006",""
"","13","19214","","","300","106811","","","19214007",""
"","31","19214","0","1","501","501","0","0","19214008",""
"","31","19214","1","1","600","600","0","0","19214009",""
"","31","19214","0","1","602","602","0","0","19214010",""
"","31","19214","0","1","603","603","0","0","19214011",""
"","31","19214","1","1","604","604","30","60","19214012",""
"","31","19214","1","1","613","613","0","0","19214013",""
"","31","19214","0","1","700","700","0","0","19214014",""
"","31","19214","0","1","701","701","0","0","19214015",""
"","31","19214","0","1","702","702","0","0","19214016",""
"","31","19214","0","1","800","800","0","0","19214017",""
"","31","19214","1","1","927","927","30","60","19214018",""
"","93","19214","","","","1","","","19214019",""
"","3","19214","0.2","1","wac_birthday_reaction_02","106811","0","wac_birthday_reaction_03","19214020","0.2"
"","93","19214","","","","0.1","","","19214021",""
"","3","19214","0.2","1","wac_birthday_reaction_01","104911","0","wac_birthday_reaction_03","19214022","0.2"
"","93","19214","","","","0.3","","","19214023",""
"","3","19214","0.2","","wac_birthday_run_01","101111","1","","19214024",""
"","2","19214","","","0","101111","-70","3","19214025",""
"","93","19214","","","","2.5","","","19214026",""
"","32","19214","","","1","602","","","19214027",""
"","93","19214","","","","0.6","","","19214028",""
"","32","19214","","","1","501","","","19214029",""
"","32","19214","","","0","600","","","19214030",""
"","32","19214","","","0","613","","","19214031",""
"","32","19214","","","0","604","","","19214032",""
"","32","19214","","","1","701","","","19214033",""
"","33","19214","","","0","927","0","0.01","19214034",""
"","3","19214","0.2","1","wac_birthday_blowout_02","101111","0","wac_birthday_wish_02","19214035","0.2"
"","2","19214","","","-200","101111","-330","0.01","19214036",""
"","3","19214","0.2","","wac_birthday_idle_smile","104911","1","","19214037",""
"","2","19214","","","180","104911","-320","0.01","19214038",""
"","3","19214","0.2","","wac_birthday_idle_normal","106811","1","","19214039",""
"","2","19214","","","320","106811","-340","0.01","19214040",""
"","93","19214","","","","0","","","19214041",""
"","32","19214","","","1","800","","","19214042",""
"","93","19214","","","","0.7","","","19214043",""
"","32","19214","","","1","702","","","19214044",""
"","93","19214","","","","0.5","","","19214045",""
"","23","19214","","","se_sys_login_birthday_blow_candle","se_common","0","","19214046",""
"","32","19214","","","0","701","","","19214047",""
"","93","19214","","","","0.4","","","19214048",""
"","23","19214","","","se_sys_login_birthday_cracker","se_common","0","","19214049",""
"","32","19214","","","1","700","","","19214050",""
"","23","19214","","","se_sys_login_birthday_calendar_applause","se_common","0","","19214051",""
"","3","19214","0.2","1","wac_birthday_clap","104911","0","wac_birthday_idle_smile","19214052","0.2"
"","93","19214","","","","0.1","","","19214053",""
"","3","19214","0.2","1","wac_birthday_clap","106811","0","wac_birthday_idle_normal","19214054","0.2"
"","93","19214","","","","2","","","19214055",""
"","131","19214","","","","1","","","19214056",""
"","21","19214","","","vo_wac_19214_000","vo_wac_19214","0","0","19214057",""
"0.5","11","19214","0","1","わあー、これって私の\n誕生日ケーキですか？\nとってもおいしそう！","101111","10","1","19214058","0"
"","91","19214","","","","0","","","19214059",""
"","3","19214","0.2","","wac_birthday_idle_smile","101111","1","","19214060",""
"","3","19214","0.2","","wac_birthday_talk_smile","104911","1","","19214061",""
"","21","19214","","","vo_wac_19214_001","vo_wac_19214","0","0","19214062",""
"0.5","11","19214","0","1","おいしいに決まってるよ～！\nみんなでリノちゃんのために\n腕によりをかけたんだから！","104911","10","1","19214063","0"
"","91","19214","","","","0","","","19214064",""
"","3","19214","0.2","","wac_birthday_idle_smile","104911","1","","19214065",""
"","3","19214","0.2","","wac_birthday_talk_doya","106811","1","","19214066",""
"","21","19214","","","vo_wac_19214_002","vo_wac_19214","0","0","19214067",""
"0.5","11","19214","0","1","世を忍ぶ仮の姿とはいえ\n普段はクレープを作ってる\nギルドだからねえ。\n美味しくできてるはずだよ。","106811","10","1","19214068","0"
"","91","19214","","","","0","","","19214069",""
"","3","19214","0.2","","wac_birthday_idle_doya","106811","1","","19214070",""
"","3","19214","0.2","","wac_birthday_talk_wish","101111","1","","19214071",""
"","21","19214","","","vo_wac_19214_003","vo_wac_19214","0","0","19214072",""
"0.5","11","19214","0","1","えへへ……\nみんなにお祝いしてもらって\n感謝感激兄あられですよ！\nありがとうございます！","101111","10","1","19214073","0"
"","91","19214","","","","0","","","19214074",""
"","22","19214","","","","0","","","19214075",""
"","25","19414","","","bgm_M321_2C","bgm_M321","","","19414001",""
"wac_birthday_idle_normal","1","19414","2","-70","100111","1","250","-1000","19414002","0"
"wac_birthday_idle_smile","1","19414","2","-270","100211","1","256","230","19414003","1"
"wac_birthday_idle_doya","1","19414","2","-310","100311","1","257","400","19414004","1"
"","13","19414","","","300","100111","","","19414005",""
"","13","19414","","","300","100211","","","19414006",""
"","13","19414","","","300","100311","","","19414007",""
"","31","19414","0","1","501","501","0","0","19414008",""
"","31","19414","1","1","600","600","0","0","19414009",""
"","31","19414","0","1","602","602","0","0","19414010",""
"","31","19414","0","1","603","603","0","0","19414011",""
"","31","19414","1","1","604","604","30","60","19414012",""
"","31","19414","1","1","613","613","0","0","19414013",""
"","31","19414","0","1","700","700","0","0","19414014",""
"","31","19414","0","1","701","701","0","0","19414015",""
"","31","19414","0","1","702","702","0","0","19414016",""
"","31","19414","0","1","800","800","0","0","19414017",""
"","31","19414","1","1","928","928","30","60","19414018",""
"","93","19414","","","","1","","","19414019",""
"","3","19414","0.2","1","wac_birthday_reaction_01","100311","0","wac_birthday_reaction_04","19414020","0.2"
"","93","19414","","","","0.1","","","19414021",""
"","3","19414","0.2","1","wac_birthday_reaction_03","100211","0","wac_birthday_reaction_05","19414022","0.2"
"","93","19414","","","","0.3","","","19414023",""
"","3","19414","0.2","","wac_birthday_run_01","100111","1","","19414024",""
"","2","19414","","","0","100111","-70","3","19414025",""
"","93","19414","","","","2.5","","","19414026",""
"","32","19414","","","1","602","","","19414027",""
"","93","19414","","","","0.6","","","19414028",""
"","32","19414","","","1","501","","","19414029",""
"","32","19414","","","0","600","","","19414030",""
"","32","19414","","","0","613","","","19414031",""
"","32","19414","","","0","604","","","19414032",""
"","32","19414","","","1","701","","","19414033",""
"","33","19414","","","0","928","0","0.01","19414034",""
"","3","19414","0.2","1","wac_birthday_blowout_02","100111","0","wac_birthday_wish_02","19414035","0.2"
"","2","19414","","","-200","100111","-330","0.01","19414036",""
"","3","19414","0.2","","wac_birthday_idle_smile","100211","1","","19414037",""
"","2","19414","","","180","100211","-320","0.01","19414038",""
"","3","19414","0.2","","wac_birthday_idle_doya","100311","1","","19414039",""
"","2","19414","","","320","100311","-340","0.01","19414040",""
"","93","19414","","","","0","","","19414041",""
"","32","19414","","","1","800","","","19414042",""
"","93","19414","","","","0.7","","","19414043",""
"","32","19414","","","1","702","","","19414044",""
"","93","19414","","","","0.5","","","19414045",""
"","23","19414","","","se_sys_login_birthday_blow_candle","se_common","0","","19414046",""
"","32","19414","","","0","701","","","19414047",""
"","93","19414","","","","0.4","","","19414048",""
"","23","19414","","","se_sys_login_birthday_cracker","se_common","0","","19414049",""
"","32","19414","","","1","700","","","19414050",""
"","23","19414","","","se_sys_login_birthday_calendar_applause","se_common","0","","19414051",""
"","3","19414","0.2","1","wac_birthday_clap","100211","0","wac_birthday_idle_smile","19414052","0.2"
"","93","19414","","","","0.1","","","19414053",""
"","3","19414","0.2","1","wac_birthday_clap","100311","0","wac_birthday_idle_doya","19414054","0.2"
"","93","19414","","","","2","","","19414055",""
"","131","19414","","","","1","","","19414056",""
"","21","19414","","","vo_wac_19414_000","vo_wac_19414","0","0","19414057",""
"0.5","11","19414","0","1","うわぁ～……！\nこの誕生日ケーキ、\nみんなが用意してくれたの！？\nすごくおいしそうだよ～♪","100111","10","1","19414058","0"
"","91","19414","","","","0","","","19414059",""
"","3","19414","0.2","","wac_birthday_idle_smile","100111","1","","19414060",""
"","3","19414","0.2","","wac_birthday_talk_smile","100211","1","","19414061",""
"","21","19414","","","vo_wac_19414_001","vo_wac_19414","0","0","19414062",""
"0.5","11","19414","0","1","騎士クンとレイちゃん、\nみんなで手作りしたの♪\nお店で買った方がおいしいかもって、\nちょっと迷ったりもしたんだけど……","100211","10","1","19414063","0"
"","91","19414","","","","0","","","19414064",""
"","3","19414","0.2","","wac_birthday_idle_smile","100211","1","","19414065",""
"","3","19414","0.2","","wac_birthday_talk_normal","100311","1","","19414066",""
"","21","19414","","","vo_wac_19414_002","vo_wac_19414","0","0","19414067",""
"0.5","11","19414","0","1","ちゃんと、私たちの気持ちが\n伝わるような贈り物にしたかったんだ。\nだから、味の方はあまり期待しないで\nくれるかな？","100311","10","1","19414068","0"
"","91","19414","","","","0","","","19414069",""
"","3","19414","0.2","","wac_birthday_idle_normal","100311","1","","19414070",""
"","3","19414","0.2","","wac_birthday_talk_kyapi","100111","1","","19414071",""
"","21","19414","","","vo_wac_19414_003","vo_wac_19414","0","0","19414072",""
"0.5","11","19414","0","1","えへへ……本当に、ありがとう！\nなんだか食べる前から、\n胸のあたりがじ～んとしちゃうよ～♪\nよーし、さっそくわけちゃおー！","100111","10","1","19414073","0"
"","91","19414","","","","0","","","19414074",""
"","22","19414","","","","0","","","19414075",""
"","25","19814","","","bgm_M321_2C","bgm_M321","","","19814001",""
"wac_birthday_idle_normal","1","19814","2","-70","103011","1","250","-1000","19814002","0"
"wac_birthday_idle_doya","1","19814","2","-260","105311","1","256","170","19814003","1"
"wac_birthday_idle_normal","1","19814","2","-310","104511","1","259","265","19814004","1"
