ddd2dc90cb4e2aca39f2ae7ccae1e727ea8422d97a2bdc5b56c0fd7e347b88cc,1044319fd232c61d647419f84fd64c2b34e04f284f1073d69e29afde3898260d,07074b991a457cd446e2924250a6c4f51f60f4863701cde7caefd42da9af789d,3147dcef27b734becdabbd0fd6f33b14fed6f580ac5eccaa55710b930ffed6e5,0c16c4f4fcc926f95f9214fb5234779f0d59e7d48f6e01972cd0094edaadaeea,bbcf130b2a06e1e8af762aed03dadbf2946546f36d35e4a887468bbef12466eb,3cd816e3db14e32b7035392008b213e50f23c9c3ba81fc29b7b9eae121f6e628,118d4d21ce98f51442479489e4af46ebc37ede0c2a831b3b8f915145b840fd55,bb8e809e3af5d4736444eeb635034c4883fb0989282776a197785697d4de576f,324dcb6443504ed937e5ea45f4b919ed242522311d5e34a9800293f40bfe13aa,c40288f98c9261902a480acfaccbb6ffe4490d35efcb92e958030add270c6210,1a6d68f2b1203e68383a27001da7763e63693ef5f3a20477be8fccfa24d7e350
"10085012","1","0","105801","2022/02/20 20:59:59","5085004","2022/02/07 12:00:00","0","10085","20","1001","5085424"
"10085013","1","0","121201","2022/02/20 20:59:59","5085004","2022/02/07 12:00:00","0","10085","30","1001","5085425"
"10085014","1","1","121201","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","1008503","1002","5085442"
"10085015","1","0","121101","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","10","1001","5085443"
"10085016","1","0","121001","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","20","1001","5085444"
"10085017","1","0","121201","2022/02/20 20:59:59","5085005","2022/02/07 12:00:00","0","10085","30","1001","5085445"
"10086001","0","0","115601","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","115601","1004","5058401"
"10086002","0","1","106001","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","1008603","1002","5058402"
"10086003","0","0","105801","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","10","1001","5058403"
"10086004","0","0","106001","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","20","1001","5058404"
"10086005","0","0","105901","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","30","1001","5058405"
"10086006","0","0","105901","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","2","1003","5058406"
"10086007","0","0","106001","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","4","1003","5058407"
"10086008","0","0","105801","2022/02/22 20:59:59","0","2022/02/10 12:00:00","0","10086","7","1003","5058408"
"10087001","0","1","191401","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","1008703","1002","5059402"
"10087002","1","1","115501","2022/02/22 20:59:59","5059005","2022/02/16 12:00:00","0","10087","1008703","1002","5059422"
"10087003","0","0","106001","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","10","1001","5059403"
"10087004","0","0","105801","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","20","1001","5059404"
"10087005","0","0","191401","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","30","1001","5059405"
"10087006","1","0","115501","2022/02/22 20:59:59","5059005","2022/02/16 12:00:00","0","10087","30","1001","5059425"
"10087007","0","0","191401","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","8","1003","5059408"
"10087008","1","0","115501","2022/02/22 20:59:59","5059005","2022/02/16 12:00:00","0","10087","8","1003","5059428"
"10087009","0","0","105801","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","10","1003","5059406"
"10087010","0","0","106001","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","12","1003","5059407"
"10087011","0","0","191401","2022/02/22 20:59:59","0","2022/02/16 12:00:00","0","10087","13","1003","5059411"
"10087012","1","0","115501","2022/02/22 20:59:59","5059005","2022/02/16 12:00:00","0","10087","13","1003","5059431"
"10088001","0","1","105001","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","1008803","1002","5088402"
"10088002","1","1","121401","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","1008803","1002","5088422"
"10088003","1","1","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","1008803","1002","5088442"
"10088004","0","0","105001","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","10","1001","5088403"
"10088005","1","0","121401","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","10","1001","5088423"
"10088006","1","0","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","10","1001","5088443"
"10088007","0","0","102101","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","20","1001","5088404"
"10088008","1","0","121301","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","20","1001","5088424"
"10088009","1","0","121301","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","20","1001","5088444"
"10088010","0","0","105001","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","30","1001","5088405"
"10088011","1","0","121401","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","30","1001","5088425"
"10088012","1","0","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","30","1001","5088445"
"10088013","0","0","105001","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","2","1003","5088406"
"10088014","1","0","121401","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","2","1003","5088426"
"10088015","1","0","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","2","1003","5088446"
"10088016","0","0","102101","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","4","1003","5088407"
"10088017","1","0","121301","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","4","1003","5088427"
"10088018","1","0","121301","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","4","1003","5088447"
"10088019","0","0","105001","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","7","1003","5088408"
"10088020","1","0","121401","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","7","1003","5088428"
"10088021","1","0","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","7","1003","5088448"
"10088022","0","0","102101","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","10","1003","5088409"
"10088023","1","0","121301","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","10","1003","5088429"
"10088024","1","0","121301","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","10","1003","5088449"
"10088025","1","0","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","13","1003","5088450"
"10088026","0","0","105001","2022/03/14 20:59:59","0","2022/02/28 12:00:00","0","10088","15","1003","5088411"
"10088027","1","0","121401","2022/03/14 20:59:59","5088003","2022/02/28 12:00:00","0","10088","15","1003","5088431"
"10088028","1","0","121401","2022/03/14 20:59:59","5088005","2022/02/28 12:00:00","0","10088","15","1003","5088451"
"10089001","0","0","115801","2022/03/23 20:59:59","0","2022/03/16 12:00:00","0","10089","115801","1004","5061401"
"10089002","0","1","105201","2022/03/23 20:59:59","0","2022/03/16 12:00:00","0","10089","1008903","1002","5061402"
"10089003","0","0","105201","2022/03/23 20:59:59","0","2022/03/16 12:00:00","0","10089","10","1001","5061403"
"10089004","0","0","104301","2022/03/23 20:59:59","0","2022/03/16 12:00:00","0","10089","20","1001","5061404"
"10089005","0","0","105201","2022/03/23 20:59:59","0","2022/03/16 12:00:00","0","10089","30","1001","5061405"
"10089012","1","1","115801","2022/03/23 20:59:59","5061001","2022/03/16 12:00:00","0","10089","1008903","1002","5061422"
"10089013","1","0","115801","2022/03/23 20:59:59","5061001","2022/03/16 12:00:00","0","10089","10","1001","5061423"
"10089014","1","0","115901","2022/03/23 20:59:59","5061003","2022/03/16 12:00:00","0","10089","20","1001","5061424"
"10089015","1","0","115801","2022/03/23 20:59:59","5061001","2022/03/16 12:00:00","0","10089","30","1001","5061425"
"10089016","1","0","115801","2022/03/23 20:59:59","5061001","2022/03/16 12:00:00","0","10089","2","1003","5061426"
"10089017","1","0","116001","2022/03/23 20:59:59","5061002","2022/03/16 12:00:00","0","10089","3","1003","5061427"
"10089018","1","0","115901","2022/03/23 20:59:59","5061003","2022/03/16 12:00:00","0","10089","4","1003","5061428"
"10089019","1","0","116001","2022/03/23 20:59:59","5061002","2022/03/16 12:00:00","0","10089","5","1003","5061429"
"10089020","1","0","115801","2022/03/23 20:59:59","5061001","2022/03/16 12:00:00","0","10089","6","1003","5061430"
"10089021","1","0","115801","2022/03/23 20:59:59","5061001","2022/03/16 12:00:00","0","10089","8","1003","5061431"
"10090001","0","1","106601","2022/04/14 20:59:59","0","2022/03/31 12:00:00","0","10090","1009003","1002","5090402"
"10090002","1","1","121601","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","1009003","1002","5090422"
"10090003","0","0","106601","2022/04/14 20:59:59","0","2022/03/31 12:00:00","0","10090","10","1001","5090403"
"10090004","1","0","121601","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","10","1001","5090423"
"10090005","0","0","105501","2022/04/14 20:59:59","0","2022/03/31 12:00:00","0","10090","20","1001","5090404"
"10090006","1","0","121501","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","20","1001","5090424"
"10090007","0","0","105501","2022/04/14 20:59:59","0","2022/03/31 12:00:00","0","10090","30","1001","5090405"
"10090008","1","0","121501","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","30","1001","5090425"
"10090009","0","0","105501","2022/04/14 20:59:59","0","2022/03/31 12:00:00","0","10090","2","1003","5090406"
"10090010","1","0","121501","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","2","1003","5090426"
"10090011","1","0","121601","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","4","1003","5090407"
"10090012","1","0","121501","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","7","1003","5090410"
"10090013","1","0","121601","2022/04/14 20:59:59","5090002","2022/03/31 12:00:00","0","10090","10","1003","5090409"
"10090014","1","0","121601","2022/04/14 20:59:59","5090006","2022/03/31 12:00:00","0","10090","15","1003","5090411"
"10091001","0","1","110801","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","1009103","1002","5064402"
"10091002","0","0","110901","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","10","1001","5064403"
"10091003","0","0","111001","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","20","1001","5064404"
"10091004","0","0","110801","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","30","1001","5064405"
"10091005","0","0","110801","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","2","1003","5064406"
"10091006","0","0","110801","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","3","1003","5064407"
"10091007","0","0","110901","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","4","1003","5064408"
"10091008","0","0","111001","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","5","1003","5064409"
"10091009","0","0","110801","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","6","1003","5064410"
"10091010","0","0","110801","2022/04/25 20:59:59","0","2022/04/18 12:00:00","0","10091","8","1003","5064411"
"10091011","1","1","116201","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","1009103","1002","5064422"
"10091012","1","0","116301","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","10","1001","5064423"
"10091013","1","0","116401","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","20","1001","5064424"
"10091014","1","0","116201","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","30","1001","5064425"
"10091015","1","0","116201","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","2","1003","5064426"
"10091016","1","0","116201","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","3","1003","5064427"
"10091017","1","0","116301","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","4","1003","5064428"
"10091018","1","0","116401","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","5","1003","5064429"
"10091019","1","0","116201","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","6","1003","5064430"
"10091020","1","0","116201","2022/04/25 20:59:59","5064001","2022/04/18 12:00:00","0","10091","8","1003","5064431"
"10092001","0","1","101401","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","1009203","1002","5092402"
"10092002","1","1","101401","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","1009203","1002","5092422"
"10092003","1","1","101401","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","1009203","1002","5092442"
"10092004","0","0","101401","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","10","1001","5092403"
"10092005","1","0","101401","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","10","1001","5092423"
"10092006","1","0","101401","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","10","1001","5092443"
"10092007","0","0","103101","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","20","1001","5092404"
"10092008","1","0","122001","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","20","1001","5092424"
"10092009","1","0","122001","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","20","1001","5092444"
"10092010","0","0","100901","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","30","1001","5092405"
"10092011","1","0","121901","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","30","1001","5092425"
"10092012","1","0","121901","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","30","1001","5092445"
"10092013","0","0","101401","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","2","1003","5092406"
"10092014","1","0","101401","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","2","1003","5092426"
"10092015","1","0","101401","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","2","1003","5092446"
"10092016","0","0","103101","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","4","1003","5092407"
"10092017","1","0","122001","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","4","1003","5092427"
"10092018","1","0","122001","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","4","1003","5092447"
"10092019","0","0","100901","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","7","1003","5092408"
"10092020","1","0","121901","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","7","1003","5092428"
"10092021","1","0","121901","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","7","1003","5092448"
"10092022","0","0","103101","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","10","1003","5092409"
"10092023","1","0","122001","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","10","1003","5092429"
"10092024","1","0","122001","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","10","1003","5092449"
"10092025","0","0","100901","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","13","1003","5092410"
"10092026","1","0","121901","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","13","1003","5092430"
"10092027","1","0","121901","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","13","1003","5092450"
"10092028","0","0","101401","2022/05/14 20:59:59","0","2022/04/30 12:00:00","0","10092","15","1003","5092411"
"10092029","1","0","101401","2022/05/14 20:59:59","5092001","2022/04/30 12:00:00","0","10092","15","1003","5092431"
"10092030","1","0","101401","2022/05/14 20:59:59","5092004","2022/04/30 12:00:00","0","10092","15","1003","5092451"
"10093001","0","1","106601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","1009303","1002","5066402"
"10093002","1","1","116501","2022/05/23 20:59:59","5066003","2022/05/16 12:00:00","0","10093","1009303","1002","5066422"
"10093003","1","1","116501","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","1009303","1002","5066442"
"10093004","0","0","106601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","10","1001","5066403"
"10093005","1","0","116501","2022/05/23 20:59:59","5066003","2022/05/16 12:00:00","0","10093","10","1001","5066423"
"10093006","1","0","116501","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","10","1001","5066443"
"10093007","0","0","116601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","20","1001","5066404"
"10093008","1","0","116601","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","20","1001","5066424"
"10093009","0","0","106601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","30","1001","5066405"
"10093010","1","0","116501","2022/05/23 20:59:59","5066003","2022/05/16 12:00:00","0","10093","30","1001","5066425"
"10093011","1","0","116501","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","30","1001","5066445"
"10093012","0","0","106601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","2","1003","5066406"
"10093013","1","0","116501","2022/05/23 20:59:59","5066003","2022/05/16 12:00:00","0","10093","2","1003","5066426"
"10093014","1","0","116501","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","2","1003","5066446"
"10093015","0","0","116601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","3","1003","5066407"
"10093016","1","0","116601","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","3","1003","5066427"
"10093017","0","0","106601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","4","1003","5066408"
"10093018","1","0","116501","2022/05/23 20:59:59","5066003","2022/05/16 12:00:00","0","10093","4","1003","5066428"
"10093019","1","0","116501","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","4","1003","5066448"
"10093020","0","0","116601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","5","1003","5066409"
"10093021","1","0","116601","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","5","1003","5066429"
"10093022","0","0","106601","2022/05/23 20:59:59","0","2022/05/16 12:00:00","0","10093","6","1003","5066410"
"10093023","1","0","116501","2022/05/23 20:59:59","5066003","2022/05/16 12:00:00","0","10093","6","1003","5066430"
"10093024","1","0","116501","2022/05/23 20:59:59","5066005","2022/05/16 12:00:00","0","10093","6","1003","5066450"
