8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"0","10","1","0","0","1009806","11","あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","1","122811","1009806077"
"","","","","","1009806","91","","","0","1009806078"
"","1","","","0.2","1009806","3","lsv_idle_guts2_joy","","122811","1009806079"
"","1","","","0.2","1009806","3","lsv_talk_joy3","","122911","1009806080"
"","0","0","","","1009806","21","vo_lsv_0628","","vo_lsv","1009806081"
"0","10","1","0","0","1009806","11","うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","1","122911","1009806082"
"","","","","","1009806","91","","","0","1009806083"
"","1","","","0.2","1009806","3","lsv_idle_joy","","122911","1009806084"
"","","","","","1009806","101","","","1009806133","1009806085"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122711","1009806086"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122911","1009806087"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122811","1009806088"
"","","","","","1009806","93","0","","0.1","1009806089"
"0.2","-235","0.33","","","1009806","2","-200","2","122711","1009806090"
"0.2","-220","0.33","","","1009806","2","100","2","122911","1009806091"
"0.2","-250","0.33","","","1009806","2","270","2","122811","1009806092"
"","","","","","1009806","93","0","","0.7","1009806093"
"","1","","","0.2","1009806","3","lsv_talk_memory_dere2","","122811","1009806094"
"","0","0","","","1009806","21","vo_lsv_0629","","vo_lsv","1009806095"
"0","10","1","0","0","1009806","11","あ～、焼きそば～！","1","122811","1009806096"
"","","","","","1009806","91","","","0","1009806097"
"","1","","","0.2","1009806","3","lsv_idle_memory","","122811","1009806098"
"0.2","0","lsv_idle_normal_joyR","","0","1009806","3","lsv_smile2","1","122911","1009806099"
"","0","0","","","1009806","21","vo_lsv_0630","","vo_lsv","1009806100"
"0","10","1","0","0","1009806","11","おいしいよね～♪","1","122911","1009806101"
"","","","","","1009806","91","","","0","1009806102"
"","1","","","0.2","1009806","3","lsv_talk_joy3_dere","","122711","1009806103"
"","0","0","","","1009806","21","vo_lsv_0631","","vo_lsv","1009806104"
"0","10","1","0","0","1009806","11","あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！","1","122711","1009806105"
"","","","","","1009806","91","","","0","1009806106"
"","1","","","0.2","1009806","3","lsv_idle_joy_dere2","","122711","1009806107"
"","","","","","1009806","101","","","1009806133","1009806108"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122711","1009806109"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122911","1009806110"
"0.2","0","lsv_idle_normal","","0","1009806","3","lsv_choice","1","122811","1009806111"
"","","","","","1009806","93","0","","0.1","1009806112"
"0.2","-235","0.33","","","1009806","2","-200","2","122711","1009806113"
"0.2","-220","0.33","","","1009806","2","100","2","122911","1009806114"
"0.2","-250","0.33","","","1009806","2","270","2","122811","1009806115"
"","","","","","1009806","93","0","","0.7","1009806116"
"0.2","0","lsv_exactly_joy_loop","","0","1009806","3","lsv_exactly_joy_in","1","122811","1009806117"
"","0","0","","","1009806","21","vo_lsv_0632","","vo_lsv","1009806118"
"0","10","1","0","0","1009806","11","うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪","1","122811","1009806119"
"","","","","","1009806","91","","","0","1009806120"
"","1","","","0.2","1009806","3","lsv_idle_joy","","122811","1009806121"
"","1","","","0.2","1009806","3","lsv_talk_surprise_dere","","122911","1009806122"
"","0","0","","","1009806","21","vo_lsv_0633","","vo_lsv","1009806123"
"0","10","1","0","0","1009806","11","ミミはシュワシュワが\nやさしいラムネが\nいいな～","1","122911","1009806124"
"","","","","","1009806","91","","","0","1009806125"
"","1","","","0.2","1009806","3","lsv_idle_surprise_joy","","122911","1009806126"
"","1","","","0.2","1009806","3","lsv_talk_normal","","122711","1009806127"
"","0","0","","","1009806","21","vo_lsv_0634","","vo_lsv","1009806128"
"0","10","1","0","0","1009806","11","せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。","1","122711","1009806129"
"","","","","","1009806","91","","","0","1009806130"
"","1","","","0.2","1009806","3","lsv_idle_normal","","122711","1009806131"
"","","","","","1009806","101","","","1009806133","1009806132"
"","","","","","1009806","91","","","0","1009806133"
"","","","","","1009806","102","","","","1009806134"
"","","","","","1009806","22","0.2","","0","1009806135"
"","","","","","1009806","93","","","0.2","1009806136"
"0","1","0","0","0","1009806","12","10","0","122711","1009806137"
"","1","","","0.2","1009806","3","lsv_talk_bitter","","122711","1009806138"
"","","","","","1009806","93","0","","3","1009806139"
"","1","","","0.2","1009806","3","lsv_idle_surprise_talkjoy","","122711","1009806140"
"0","1","0","0","0","1009806","12","8","0","122811","1009806141"
"","1","","","0.2","1009806","3","lsv_talk_memory","","122811","1009806142"
"","","","","","1009806","93","0","","3","1009806143"
"","1","","","0.2","1009806","3","lsv_idle_joy","","122811","1009806144"
"0","1","0","0","0","1009806","12","6","0","122911","1009806145"
"","1","","","0.2","1009806","3","lsv_talk_wish_joy","","122911","1009806146"
"","","","","","1009806","93","0","","3","1009806147"
"","1","","","0.2","1009806","3","lsv_idle_normal_joyR","","122911","1009806148"
"","","","","","1009806","101","","","1009806137","1009806149"
"0","1","1","","1","1009806","6","1","0","333","1009806150"
"","","","","","1009806","4","1","","122711","1009806151"
"","1","","","0.2","1009806","3","lsv_run","","122711","1009806152"
"","-235","0.8","","","1009806","2","-750","0","122711","1009806153"
"","","","","","1009806","4","0","","122911","1009806154"
"","1","","","0.2","1009806","3","lsv_run","","122911","1009806155"
"","-220","0.8","","","1009806","2","750","0","122911","1009806156"
"","","","","","1009806","4","0","","122811","1009806157"
"","1","","","0.2","1009806","3","lsv_run","","122811","1009806158"
"","-250","0.8","","","1009806","2","850","0","122811","1009806159"
"","","","","","1009806","93","","","0.6","1009806160"
"0","1","1","","0.2","1009806","6","1","0","122711","1009806161"
"0","1","1","","0.2","1009806","6","1","0","122911","1009806162"
"0","1","1","","0.2","1009806","6","1","0","122811","1009806163"
"","","","","","1009806","91","","","0","1009806164"
"0","102","-650","lsv_idle_normal","1.95","1009807","1","102011","-235","1","1009807001"
"1","100","650","lsv_idle_normal","1.95","1009807","1","100411","-220","1","1009807002"
"1","101","750","lsv_idle_normal","1.95","1009807","1","103611","-250","1","1009807003"
"0","0","0","lsv_white_loop","1","1009807","5","333","0","1","1009807004"
"0","1","1","","0","1009807","6","1","0","333","1009807005"
"0","1","1","","0","1009807","6","1","0","102011","1009807006"
"0","1","1","","0","1009807","6","1","0","100411","1009807007"
"0","1","1","","0","1009807","6","1","0","103611","1009807008"
"","","","","","1009807","93","0","","1","1009807009"
"0","1","1","","0.8","1009807","6","1","0.4","333","1009807010"
"","1","","","0.2","1009807","3","lsv_walk_joy","","102011","1009807011"
"","-235","2","","","1009807","2","-200","0","102011","1009807012"
"0","1","1","","0.4","1009807","6","1","1","102011","1009807013"
"","1","","","0.2","1009807","3","lsv_walk","","100411","1009807014"
"","-220","2","","","1009807","2","100","0","100411","1009807015"
"0","1","1","","0.4","1009807","6","1","1","100411","1009807016"
"","1","","","0.2","1009807","3","lsv_walk","","103611","1009807017"
"","-250","2","","","1009807","2","270","0","103611","1009807018"
"0","1","1","","0.4","1009807","6","1","1","103611","1009807019"
"","","","","","1009807","93","0","","2","1009807020"
"","1","","","0.2","1009807","3","lsv_idle_wish_joyR","","102011","1009807021"
"","1","","","0.2","1009807","3","lsv_idle_normal","","100411","1009807022"
"","1","","","0.2","1009807","3","lsv_idle_normal","","103611","1009807023"
"","","","","","1009807","93","0","","0.6","1009807024"
"","1","","","0.2","1009807","3","lsv_talk_wish_joy","","102011","1009807025"
"","0","0","","","1009807","21","vo_lsv_0721","","vo_lsv","1009807026"
"0","10","1","0","0","1009807","11","みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪","1","102011","1009807027"
"","","","","","1009807","91","","","0","1009807028"
"","1","","","0.2","1009807","3","lsv_idle_wish_joyR","","102011","1009807029"
"","1","","","0.2","1009807","3","lsv_talk_surprise_talkjoy","","103611","1009807030"
"","0","0","","","1009807","21","vo_lsv_0722","","vo_lsv","1009807031"
"0","10","1","0","0","1009807","11","みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。","1","103611","1009807032"
"","","","","","1009807","91","","","0","1009807033"
"","1","","","0.2","1009807","3","lsv_idle_surprise_doya","","103611","1009807034"
"0.2","0","lsv_talk_arm_crossed_loop2","","0","1009807","3","lsv_talk_arm_crossed2","1","100411","1009807035"
"","0","0","","","1009807","21","vo_lsv_0723","","vo_lsv","1009807036"
"0","10","1","0","0","1009807","11","今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。","1","100411","1009807037"
"","","","","","1009807","91","","","0","1009807038"
"","1","","","0.2","1009807","3","lsv_idle_arm_crossed","","100411","1009807039"
"","1","","","0.2","1009807","3","lsv_talk_joy1_normal","","103611","1009807040"
"","0","0","","","1009807","21","vo_lsv_0724","","vo_lsv","1009807041"
"0","10","1","0","0","1009807","11","やっぱり情報収集のやり方を\n変えて正解だったね。","1","103611","1009807042"
"","","","","","1009807","91","","","0","1009807043"
"","1","","","0.2","1009807","3","lsv_idle_normal_suprise1","","103611","1009807044"
"0.2","0","lsv_talk_guts2_loop","","0","1009807","3","lsv_talk_guts2","1","100411","1009807045"
"","0","0","","","1009807","21","vo_lsv_0725","","vo_lsv","1009807046"
"0","10","1","0","0","1009807","11","あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！","1","100411","1009807047"
"","","","","","1009807","91","","","0","1009807048"
"","1","","","0.2","1009807","3","lsv_idle_normal_joy","","100411","1009807049"
"","1","","","0.2","1009807","3","lsv_talk_joy3","","102011","1009807050"
"","0","0","","","1009807","21","vo_lsv_0726","","vo_lsv","1009807051"
"0","10","1","0","0","1009807","11","お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～","1","102011","1009807052"
"","","","","","1009807","91","","","0","1009807053"
"","1","","","0.2","1009807","3","lsv_idle_normal_joyR","","102011","1009807054"
"0.2","0","lsv_talk_arm_crossed_loop2","","0","1009807","3","lsv_talk_arm_crossed2","1","103611","1009807055"
"","0","0","","","1009807","21","vo_lsv_0727","","vo_lsv","1009807056"
"0","10","1","0","0","1009807","11","私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？","1","103611","1009807057"
"","","","","","1009807","91","","","0","1009807058"
"","1","","","0.2","1009807","3","lsv_idle_arm_crossed","","103611","1009807059"
"0.2","0","lsv_look_idle_normal","","0","1009807","3","lsv_choice","1","102011","1009807060"
"0.2","0","lsv_look_idle_normal","","0","1009807","3","lsv_choice","1","100411","1009807061"
"0.2","0","lsv_look_idle_normal","","0","1009807","3","lsv_choice","1","103611","1009807062"
"","","","","","1009807","93","0","","0.1","1009807063"
"0.2","-235","0.33","","","1009807","2","-452","2","102011","1009807064"
"0.2","-220","0.33","","","1009807","2","420","2","100411","1009807065"
"0.2","-250","0.33","","","1009807","2","545","2","103611","1009807066"
"","1","","","0.2","1009807","22","0","","0","1009807067"
"","0","","","","1009807","103","1009807071","","プールバッグのままで。","1009807068"
"","0","","","","1009807","103","1009807095","","バスケットがいいかも。","1009807069"
"","0","","","","1009807","103","1009807119","","リュックサックはどう？","1009807070"
"0.2","0","lsv_idle_normal","","0","1009807","3","lsv_choice","1","102011","1009807071"
"0.2","0","lsv_idle_normal","","0","1009807","3","lsv_choice","1","100411","1009807072"
"0.2","0","lsv_look_idle_normal","","0","1009807","3","lsv_choice","1","103611","1009807073"
"","","","","","1009807","93","0","","0.1","1009807074"
"0.2","-235","0.33","","","1009807","2","-200","2","102011","1009807075"
"0.2","-220","0.33","","","1009807","2","100","2","100411","1009807076"
"0.2","-250","0.33","","","1009807","2","270","2","103611","1009807077"
"","","","","","1009807","93","0","","0.7","1009807078"
"","1","","","0.2","1009807","3","lsv_look_idle_sad","","103611","1009807079"
"","0","0","","","1009807","21","vo_lsv_0728","","vo_lsv","1009807080"
"0","10","1","0","0","1009807","11","そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。","1","103611","1009807081"
"","","","","","1009807","91","","","0","1009807082"
"","1","","","0.2","1009807","3","lsv_idle_normal","","103611","1009807083"
"","1","","","0.2","1009807","3","lsv_talk_wish_surprise","","100411","1009807084"
"","0","0","","","1009807","21","vo_lsv_0729","","vo_lsv","1009807085"
"0","10","1","0","0","1009807","11","確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。","1","100411","1009807086"
"","","","","","1009807","91","","","0","1009807087"
"","1","","","0.2","1009807","3","lsv_idle_wish","","100411","1009807088"
"","1","","","0.2","1009807","3","lsv_talk_normal","","102011","1009807089"
"","0","0","","","1009807","21","vo_lsv_0730","","vo_lsv","1009807090"
"0","10","1","0","0","1009807","11","あと抱っこするときは、\nかわりばんこにするのもね♪","1","102011","1009807091"
"","","","","","1009807","91","","","0","1009807092"
"","1","","","0.2","1009807","3","lsv_idle_normal","","102011","1009807093"
"","","","","","1009807","101","","","1009807143","1009807094"
"0.2","0","lsv_idle_normal","","0","1009807","3","lsv_choice","1","102011","1009807095"
"0.2","0","lsv_idle_normal","","0","1009807","3","lsv_choice","1","100411","1009807096"
"0.2","0","lsv_idle_normal","","0","1009807","3","lsv_choice","1","103611","1009807097"
"","","","","","1009807","93","0","","0.1","1009807098"
"0.2","-235","0.33","","","1009807","2","-200","2","102011","1009807099"
"0.2","-220","0.33","","","1009807","2","100","2","100411","1009807100"
"0.2","-250","0.33","","","1009807","2","270","2","103611","1009807101"
"","","","","","1009807","93","0","","0.7","1009807102"
"","1","","","0.2","1009807","3","lsv_talk_surprise_talkjoy","","102011","1009807103"
"","0","0","","","1009807","21","vo_lsv_0731","","vo_lsv","1009807104"
"0","10","1","0","0","1009807","11","バスケットなら\nゆりかごみたいになって\nみゅ～ちゃんも気持ちいいかも♪","1","102011","1009807105"
"","","","","","1009807","91","","","0","1009807106"
"","1","","","0.2","1009807","3","lsv_idle_surprise_joy","","102011","1009807107"
"","1","","","0.2","1009807","3","lsv_talk_sad","","103611","1009807108"
"","0","0","","","1009807","21","vo_lsv_0732","","vo_lsv","1009807109"
"0","10","1","0","0","1009807","11","うーん…ちゃんと持たないと\nユラユラ揺れすぎて\n酔っちゃうかもしれないよ？","1","103611","1009807110"
"","","","","","1009807","91","","","0","1009807111"
"","1","","","0.2","1009807","3","lsv_idle_sad_normal","","103611","1009807112"
"0.2","0","lsv_talk_cool_joy_loop","","0","1009807","3","lsv_talk_cool_joy","1","100411","1009807113"
