7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2,62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77
"5.88235294117647","","21","","","906","","33","-125","850","19060071"
"5.88235294117647","","10081","","","906","","33","-125","850","19060072"
"","","1.5","","","906","","93","","0","19060073"
"","","10071","","","906","","32","","0","19060074"
"","","10071","","","906","","32","","1","19060075"
"","","10081","","","906","","32","","0","19060076"
"","","10081","","","906","","32","","1","19060077"
"","","19060070","","","906","","91","","","19060078"
"-850","0","1","-125","1.75","907","07_shinobu_search","1","12","127111","19070001"
"-850","0","1","-180","1.75","907","07_ruka_float","1","22","113111","19070002"
"-850","0","4","-180","1.75","907","07_dokuro_float","5","22","4","19070003"
"-125","","5","1","1","907","","31","-850","11","19070004"
"-180","","4","1","1","907","","31","-850","21","19070005"
"-180","","4","1","1","907","","31","-850","31","19070006"
"","","se_10053800","","","907","","23","1","se_fpc_water_random","19070007"
"","","19070006","","","907","","91","","0","19070008"
"","","127111","","0.1","907","","3","1","07_shinobu_search","19070009"
"8.38806396344946","","127111","12","","907","","2","-125","325","19070010"
"8.38806396344946","","11","12","","907","","33","-125","325","19070011"
"","","","","","907","","91","","","19070012"
"07_shinobu_talk_loop","0.1","127111","1","0.1","907","","3","0","07_shinobu_talk_in","19070013"
"","","1","","","907","","93","","0","19070014"
"0","","vo_fpc","","","907","","21","","vo_fpc_20700","19070015"
"1","0","127111","0","0","907","0.5","11","10","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","19070016"
"","","0","","","907","","91","","","19070017"
"","","0.5","","","907","","93","","0","19070018"
"4.11764705882353","","113111","12","","907","","2","-180","-150","19070019"
"4.11764705882353","","21","12","","907","","33","-180","-150","19070020"
"","","","","","907","","91","","","19070021"
"","","113111","","0.1","907","","3","1","07_ruka_float2","19070022"
"0","","vo_fpc","","","907","","21","","vo_fpc_20701","19070023"
"1","0","113111","0","0","907","0.5","11","10","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","19070024"
"","","0","","","907","","91","","","19070025"
"","","0.5","","","907","","93","","0","19070026"
"0","","vo_fpc","","","907","","21","","vo_fpc_20702","19070027"
"1","0","113111","0","0","907","0.5","11","10","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","19070028"
"","","0","","","907","","91","","","19070029"
"","","0.5","","","907","","93","","0","19070030"
"0","","vo_fpc","","","907","","21","","vo_fpc_20703","19070031"
"1","0","113111","0","0","907","0.5","11","10","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","19070032"
"","","0","","","907","","91","","","19070033"
"","","0.5","","","907","","93","","0","19070034"
"","","113111","","0.1","907","","3","1","07_ruka_float","19070035"
"0","","vo_fpc","","","907","","21","","vo_fpc_20704","19070036"
"1","0","113111","0","0","907","0.5","11","10","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","19070037"
"","","0","","","907","","91","","","19070038"
"","","0.5","","","907","","93","","0","19070039"
"4.52488687782805","","113111","","","907","","2","-180","850","19070040"
"4.52488687782805","","21","","","907","","33","-180","850","19070041"
"","","113111","","","907","","4","","1","19070042"
"","","113111","","0.1","907","","3","1","07_ruka_float","19070043"
"","","3.2","","","907","","93","","0","19070044"
"07_shinobu_turnFace_loop","0.1","127111","1","0.1","907","","3","0","07_shinobu_turnFace_in","19070045"
"","","19070040","","","907","","91","","","19070046"
"3.82352941176471","","4","","","907","","2","-180","-200","19070047"
"3.82352941176471","","31","","","907","","33","-180","-200","19070048"
"","","19070047","","","907","","91","","","19070049"
"07_shinobu_surprise_loop","0.1","127111","1","0.1","907","","3","0","07_shinobu_surprise_in","19070050"
"0","","vo_fpc","","","907","","21","","vo_fpc_20705","19070051"
"1","120","4","0","0","907","0.5","11","10","うう…おね…","19070052"
"","","0","","","907","","91","","","19070053"
"","","0.5","","","907","","93","","0","19070054"
"","","4","","0.2","907","","3","1","07_dokuro_spin","19070055"
"0","","vo_fpc","","","907","","21","","vo_fpc_20706","19070056"
"1","120","4","0","0","907","0.5","11","10","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","19070057"
"","","0","","","907","","91","","","19070058"
"","","0.5","","","907","","93","","0","19070059"
"07_shinobu_sad_loop","0.1","127111","1","0.1","907","","3","0","07_shinobu_sad_in","19070060"
"0","","vo_fpc","","","907","","21","","vo_fpc_20707","19070061"
"1","0","127111","0","0","907","0.5","11","10","やっぱり自業自得のようですね…\n放っておきましょう。","19070062"
"","","0","","","907","","91","","","19070063"
"","","0.5","","","907","","93","","0","19070064"
"07_shinobu_swim_loop","0.1","127111","1","0.1","907","","3","0","07_shinobu_swim_in","19070065"
"","","11","","","907","","32","","1","19070066"
"3.08823529411765","","127111","","","907","","2","-125","850","19070067"
"3.08823529411765","","11","","","907","","33","-125","850","19070068"
"","","4","","0.3","907","","3","1","07_dokuro_float","19070069"
"6.17647058823529","","4","","","907","","2","-180","850","19070070"
"6.17647058823529","","31","","","907","","33","-180","850","19070071"
"","","19070070","","","907","","91","","","19070072"
"750","0","1","-15","1.4875","908","cmn_walk_r","1","12","107811","19080001"
"-900","0","1","-180","1.75","908","cmn_swm_tread","1","23","126911","19080002"
"-900","0","5","-180","1.75","908","08_penpokorin","5","22","5","19080003"
"-180","","1007","1","0","908","","31","-850","10071","19080004"
"-180","","3","1","1","908","","31","-900","3","19080005"
"","","se_10053800","","","908","","23","1","se_fpc_water_random","19080006"
"","","19080005","","","908","","91","","","19080007"
"5.88235294117647","","126911","12","","908","","2","-180","-100","19080008"
"5.88235294117647","","5","12","","908","","2","-180","-100","19080009"
"5.88235294117647","","3","12","","908","","33","-180","-100","19080010"
"5.88235294117647","","10071","12","","908","","33","-180","-50","19080011"
"","","2.3","","","908","","93","","0","19080012"
"0","","vo_fpc","","","908","","21","","vo_fpc_20800","19080013"
"","","10071","","","908","","32","","1","19080014"
"3.30882352941176","","107811","12","","908","","2","-15","300","19080015"
"","","19080015","","","908","","91","","","19080016"
"08_kyaru_surprise_loop","0.1","107811","1","0.1","908","","3","0","08_kyaru_surprise_in","19080017"
"0","","vo_fpc","","","908","","21","","vo_fpc_20801","19080018"
"1","0","107811","0","0","908","0.5","11","10","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","19080019"
"","","0","","","908","","91","","","19080020"
"","","0.5","","","908","","93","","0","19080021"
"0","","vo_fpc","","","908","","21","","vo_fpc_20802","19080022"
"1","0","107811","0","0","908","0.5","11","10","なに持ち込んでんのよ！","19080023"
"","","0","","","908","","91","","","19080024"
"","","0.5","","","908","","93","","0","19080025"
"","","126911","","0.1","908","","3","1","08_ranfa_talk","19080026"
"","","5","","0.1","908","","3","1","08_penpokorin","19080027"
"0","","vo_fpc","","","908","","21","","vo_fpc_20803","19080028"
"1","0","126911","0","0","908","0.5","11","10","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","19080029"
"","","0","","","908","","91","","","19080030"
"","","0.5","","","908","","93","","0","19080031"
"","","126911","","0.1","908","","3","1","cmn_swm_tread","19080032"
"","","5","","0.1","908","","3","1","08_penpokorin","19080033"
"08_kyaru_talk_loop","0.1","107811","1","0.1","908","","3","0","08_kyaru_talk_in","19080034"
"0","","vo_fpc","","","908","","21","","vo_fpc_20804","19080035"
"1","0","107811","0","0","908","0.5","11","10","そ、そう…\nそれにしてもそいつ、浮くんだ…","19080036"
"","","0","","","908","","91","","","19080037"
"","","0.5","","","908","","93","","0","19080038"
"","","126911","","0.1","908","","3","1","08_ranfa_talk","19080039"
"","","5","","0.1","908","","3","1","08_penpokorin","19080040"
"0","","vo_fpc","","","908","","21","","vo_fpc_20805","19080041"
"1","0","126911","0","0","908","0.5","11","10","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","19080042"
"","","0","","","908","","91","","","19080043"
"","","0.5","","","908","","93","","0","19080044"
"","","126911","","0.1","908","","3","1","cmn_swm_tread","19080045"
"","","5","","0.1","908","","3","1","08_penpokorin","19080046"
"08_kyaru_deny_loop","0.1","107811","1","0.1","908","","3","0","08_kyaru_deny_in","19080047"
"0","","vo_fpc","","","908","","21","","vo_fpc_20806","19080048"
"1","0","107811","0","0","908","0.5","11","10","いや、いらないから！\nそれ何か怖いのよ、ほんと…","19080049"
"","","0","","","908","","91","","","19080050"
"","","0.5","","","908","","93","","0","19080051"
"","","107811","","","908","","3","1","08_kyaru_run","19080052"
"2.07390648567119","","107811","","","908","","2","-15","850","19080053"
"","","19080053","","","908","","91","","","19080054"
"4.29864253393665","","126911","","","908","","2","-180","850","19080055"
"4.29864253393665","","5","","","908","","2","-180","850","19080056"
"4.29864253393665","","3","","","908","","33","-180","850","19080057"
"","","19080057","","","908","","91","","","19080058"
"-850","0","1","-125","1.75","909","09_jun_spreadFloat","1","12","113611","19090001"
"-850","1","1","-125","1.75","909","09_cmn_float","1","12","113511","19090002"
"-1050","0","1","-180","1.75","909","09_cmn_float","1","22","113411","19090003"
"750","1","1","-15","1.4875","909","09_misogi_run","1","12","122811","19090004"
"-125","","4","1","1","909","","31","-850","11","19090005"
"-125","","6","1","1","909","","31","-820","21","19090006"
"-180","","6","1","1","909","","31","-1050","31","19090007"
"","","se_10053800","","","909","","23","1","se_fpc_water_random","19090008"
"","","19090007","","","909","","91","","0","19090009"
"6.32352941176471","","113611","12","","909","","2","-125","225","19090010"
"6.32352941176471","","11","12","","909","","33","-125","225","19090011"
"","","3","","","909","","93","","0","19090012"
"5.65610859728507","","122811","","","909","","2","-15","-750","19090013"
"","","0.7","","","909","","93","","0","19090014"
"09_jun_notice_loop","0.1","113611","1","0.1","909","","3","0","09_jun_notice_in","19090015"
"","","19090010","","","909","","91","","","19090016"
"09_jun_alart_loop","0.1","113611","1","0.1","909","","3","0","09_jun_alart_in","19090017"
"4.26470588235294","","113511","12","","909","","2","-125","-125","19090018"
"4.26470588235294","","21","12","","909","","33","-125","-95","19090019"
"4.11764705882353","","113411","12","","909","","2","-180","-350","19090020"
"4.11764705882353","","31","12","","909","","33","-180","-350","19090021"
"","","0.5","","","909","","93","","0","19090022"
"0","","vo_fpc","","","909","","21","","vo_fpc_20900","19090023"
"1","0","113611","0","0","909","0.5","11","10","おっと…\nプールサイドを走ったら危ないよ！","19090024"
"","","0","","","909","","91","","","19090025"
"","","0.5","","","909","","93","","0","19090026"
"","","19090018","","","909","","91","","","19090027"
"09_jun_idle_loop","0.1","113611","1","0.1","909","","3","0","09_jun_idle_in","19090028"
"","","113511","","0.1","909","","3","1","09_cmn_float_talk","19090029"
"0","","vo_fpc","","","909","","21","","vo_fpc_20901","19090030"
"1","0","113511","0","0","909","0.5","11","10","あら？\n今、ジュンさんの声がしたような…","19090031"
"","","0","","","909","","91","","","19090032"
"","","0.5","","","909","","93","","0","19090033"
"","","19090033","","","909","","91","","","19090034"
"","","113511","","0.1","909","","3","1","09_cmn_float","19090035"
"","","113411","","0.1","909","","3","1","09_cmn_float_search","19090036"
"0","","vo_fpc","","","909","","21","","vo_fpc_20902","19090037"
"1","0","113411","0","0","909","0.5","11","10","え？　ホント？\nどこだろー？","19090038"
"","","0","","","909","","91","","","19090039"
"","","0.5","","","909","","93","","0","19090040"
"","","113611","","0.1","909","","3","1","09_jun_talk1_loop","19090041"
"","","113411","","0.1","909","","3","1","09_cmn_float","19090042"
"0","","vo_fpc","","","909","","21","","vo_fpc_20903","19090043"
"1","0","113611","0","0","909","0.5","11","10","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","19090044"
"","","0","","","909","","91","","","19090045"
"","","0.5","","","909","","93","","0","19090046"
"0","","vo_fpc","","","909","","21","","vo_fpc_20904","19090047"
"1","0","113611","0","0","909","0.5","11","10","あのー…\nどなたか探しておられるのですか？","19090048"
"","","0","","","909","","91","","","19090049"
"","","0.5","","","909","","93","","0","19090050"
"","","113511","","","909","","4","","0","19090051"
"0","","21","","","909","","33","-125","-125","19090052"
"09_cmn_float_talk","0.1","113511","1","","909","","3","0","09_cmn_float_notice","19090053"
"0","","vo_fpc","","","909","","21","","vo_fpc_20905","19090054"
"1","0","113511","0","0","909","0.5","11","10","はい、いつも鎧姿の人なんですけど…","19090055"
"","","0","","","909","","91","","","19090056"
"","","0.5","","","909","","93","","0","19090057"
"","","113411","","0.1","909","","3","1","09_cmn_float_smile","19090058"
"","","113511","","0.1","909","","3","1","09_cmn_float","19090059"
"0","","vo_fpc","","","909","","21","","vo_fpc_20906","19090060"
"1","0","113411","0","0","909","0.5","11","10","面白くてかっこいい人なんだ♪","19090061"
"","","0","","","909","","91","","","19090062"
"","","0.5","","","909","","93","","0","19090063"
"","","113611","","0.3","909","","3","1","09_jun_talk2_loop","19090064"
"","","113411","","0.1","909","","3","1","09_cmn_float","19090065"
"0","","vo_fpc","","","909","","21","","vo_fpc_20907","19090066"
"1","0","113611","0","0","909","0.5","11","10","鎧姿ですか…\nそういう人は見かけていませんね…","19090067"
