f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"5","","","","","","0","93","","1021314","1021314094"
"1021314096","","","","","","","101","","1021314","1021314095"
"300","","","","","","break_4","37","","1021314","1021314096"
"21","","","","","","1","32","","1021314","1021314097"
"0.2","","","","","","0","93","","1021314","1021314098"
"0","","","","","","","141","","1021314","1021314099"
"0.1","","","","","","0","93","","1021314","1021314100"
"","","","","","","","92","","1021314","1021314101"
"1021314103","","","","","","","101","","1021314","1021314102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021314","1021314103"
"0","","","","","","0","22","","1021314","1021314104"
"22","","","","","","1","32","","1021314","1021314105"
"0.4","","","","","","0","93","","1021314","1021314106"
"1","","0","","1","0","1","31","1","1021315","1021315001"
"3","","0","","1","0","3","31","1","1021315","1021315002"
"6","","0","","1","0","6","31","1","1021315","1021315003"
"10","","0","","0","0","10","31","1","1021315","1021315004"
"20","","0","","0","0","20","31","1","1021315","1021315005"
"21","","0","","0","0","21","31","1","1021315","1021315006"
"22","","0","","0","0","22","31","1","1021315","1021315007"
"115","","0","","0","0","100","31","1","1021315","1021315008"
"215","","0","","0","0","200","31","1","1021315","1021315009"
"315","","0","","0","0","300","31","1","1021315","1021315010"
"1","empty","27","0","1","0","1","5","-14","1021315","1021315011"
"3","empty","28","0","1","0","2","5","-14","1021315","1021315012"
"3","empty","26","0","1","0","3","5","-14","1021315","1021315013"
"11","empty","25","0","1","0","4","5","-14","1021315","1021315014"
"13","empty","24","0","1","0","5","5","-14","1021315","1021315015"
"11","empty","13","0","1","-10","6","5","-24","1021315","1021315016"
"13","empty","12","0","1","-10","7","5","-24","1021315","1021315017"
"0","empty","29","0","1","0","8","5","-14","1021315","1021315018"
"0","empty","10","0","1","-5","9","5","-19","1021315","1021315019"
"6","","0.54","0","0","0.4","0.87","6","1","1021315","1021315020"
"7","","0.54","0","0","0.4","0.87","6","1","1021315","1021315021"
"9","","0.54","0","0","0.4","0.87","6","1","1021315","1021315022"
"1","","","","","","","141","","1021315","1021315023"
"0","","","","","","","91","","1021315","1021315024"
"0.033","","","","","","0","93","","1021315","1021315025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_nela","23","","1021315","1021315026"
"1","","0","0","0","","nefy_cook","3","","1021315","1021315027"
"2","","0","0","0","","nefy_cook","3","","1021315","1021315028"
"3","","0","0","0","","nefy_end","3","","1021315","1021315029"
"4","","0","0","0","","nefy_cook","3","","1021315","1021315030"
"5","","0","0","0","","nefy_white","3","","1021315","1021315031"
"6","","0","0","0","","nefy_cook","3","","1021315","1021315032"
"7","","0","0","0","","nefy_white","3","","1021315","1021315033"
"8","","0","0","0","","nefy_cook","3","","1021315","1021315034"
"9","","0","0","0","","nefy_cook_w","3","","1021315","1021315035"
"3","","","","","","0","93","","1021315","1021315036"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_01","21","","1021315","1021315037"
"2.366","","","","","","0","93","","1021315","1021315038"
"1021315040","","","","","","","101","","1021315","1021315039"
"se_obtent_10213_drama_cook_nela","","","","","","0","24","","1021315","1021315040"
"0","","","","","","0","22","","1021315","1021315041"
"1","","1","0","0","1","1","6","0","1021315","1021315042"
"2","","1","0","0","1","1","6","0","1021315","1021315043"
"3","","1","0","0","1","1","6","0","1021315","1021315044"
"4","","1","0","0","1","1","6","0","1021315","1021315045"
"5","","1","0","0","1","1","6","0","1021315","1021315046"
"6","","1","0","0","1","1","6","0","1021315","1021315047"
"7","","1","0","0","1","1","6","0","1021315","1021315048"
"8","","1","0","0","1","1","6","0","1021315","1021315049"
"9","","1","0","0","1","1","6","0","1021315","1021315050"
"1","","","","","","eat","37","","1021315","1021315051"
"3","","","","","","0","32","","1021315","1021315052"
"6","","","","","","0","32","","1021315","1021315053"
"10","","","","","","1","32","","1021315","1021315054"
"100","","","","","","1","32","","1021315","1021315055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021315","1021315056"
"0","","","","","","0","93","","1021315","1021315057"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_02","21","","1021315","1021315058"
"2.8","","","","","","0","93","","1021315","1021315059"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_03","21","","1021315","1021315060"
"2.6","","","","","","0","93","","1021315","1021315061"
"2","","","","","","","26","","1021315","1021315062"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_04","21","","1021315","1021315063"
"2.5","","","","","","0","93","","1021315","1021315064"
"1021315066","","","","","","","101","","1021315","1021315065"
"10","","","","","","0","32","","1021315","1021315066"
"100","","","","","","0","32","","1021315","1021315067"
"20","","","","","","1","32","","1021315","1021315068"
"200","","","","","","1","32","","1021315","1021315069"
"300","","","","","","1","32","","1021315","1021315070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021315","1021315071"
"0","","","","","","0","22","","1021315","1021315072"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_05","21","","1021315","1021315073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021315","1021315074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021315","1021315075"
"3.5","","","","","","0","93","","1021315","1021315076"
"1021315078","","","","","","","101","","1021315","1021315077"
"20","","","","","","break_2","37","","1021315","1021315078"
"200","","","","","","break_2","37","","1021315","1021315079"
"300","","","","","","break_2","37","","1021315","1021315080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021315","1021315081"
"0","","","","","","0","22","","1021315","1021315082"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_06","21","","1021315","1021315083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021315","1021315084"
"4","","","","","","0","93","","1021315","1021315085"
"1021315087","","","","","","","101","","1021315","1021315086"
"20","","","","","","break_3","37","","1021315","1021315087"
"200","","","","","","break_3","37","","1021315","1021315088"
"300","","","","","","break_3","37","","1021315","1021315089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021315","1021315090"
"0","","","","","","0","22","","1021315","1021315091"
"vo_obtent_1021315","","0","","","0","vo_obtent_1021315_07","21","","1021315","1021315092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021315","1021315093"
"5","","","","","","0","93","","1021315","1021315094"
"1021315096","","","","","","","101","","1021315","1021315095"
"300","","","","","","break_4","37","","1021315","1021315096"
"21","","","","","","1","32","","1021315","1021315097"
"0.2","","","","","","0","93","","1021315","1021315098"
"0","","","","","","","141","","1021315","1021315099"
"0.1","","","","","","0","93","","1021315","1021315100"
"","","","","","","","92","","1021315","1021315101"
"1021315103","","","","","","","101","","1021315","1021315102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021315","1021315103"
"0","","","","","","0","22","","1021315","1021315104"
"22","","","","","","1","32","","1021315","1021315105"
"0.4","","","","","","0","93","","1021315","1021315106"
"1","","0","","1","0","1","31","1","1021316","1021316001"
"3","","0","","1","0","3","31","1","1021316","1021316002"
"6","","0","","1","0","6","31","1","1021316","1021316003"
"10","","0","","0","0","10","31","1","1021316","1021316004"
"20","","0","","0","0","20","31","1","1021316","1021316005"
"21","","0","","0","0","21","31","1","1021316","1021316006"
"22","","0","","0","0","22","31","1","1021316","1021316007"
"116","","0","","0","0","100","31","1","1021316","1021316008"
"216","","0","","0","0","200","31","1","1021316","1021316009"
"316","","0","","0","0","300","31","1","1021316","1021316010"
"1","empty","27","0","1","0","1","5","-14","1021316","1021316011"
"3","empty","28","0","1","0","2","5","-14","1021316","1021316012"
"3","empty","26","0","1","0","3","5","-14","1021316","1021316013"
"11","empty","25","0","1","0","4","5","-14","1021316","1021316014"
"13","empty","24","0","1","0","5","5","-14","1021316","1021316015"
"11","empty","13","0","1","-10","6","5","-24","1021316","1021316016"
"13","empty","12","0","1","-10","7","5","-24","1021316","1021316017"
"0","empty","29","0","1","0","8","5","-14","1021316","1021316018"
"0","empty","10","0","1","-5","9","5","-19","1021316","1021316019"
"6","","0.54","0","0","0.4","0.87","6","1","1021316","1021316020"
"7","","0.54","0","0","0.4","0.87","6","1","1021316","1021316021"
"9","","0.54","0","0","0.4","0.87","6","1","1021316","1021316022"
"1","","","","","","","141","","1021316","1021316023"
"0","","","","","","","91","","1021316","1021316024"
"0.033","","","","","","0","93","","1021316","1021316025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_nela","23","","1021316","1021316026"
"1","","0","0","0","","nefy_cook","3","","1021316","1021316027"
"2","","0","0","0","","nefy_cook","3","","1021316","1021316028"
"3","","0","0","0","","nefy_end","3","","1021316","1021316029"
"4","","0","0","0","","nefy_cook","3","","1021316","1021316030"
"5","","0","0","0","","nefy_white","3","","1021316","1021316031"
"6","","0","0","0","","nefy_cook","3","","1021316","1021316032"
"7","","0","0","0","","nefy_white","3","","1021316","1021316033"
"8","","0","0","0","","nefy_cook","3","","1021316","1021316034"
"9","","0","0","0","","nefy_cook_w","3","","1021316","1021316035"
"3","","","","","","0","93","","1021316","1021316036"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_01","21","","1021316","1021316037"
"2.366","","","","","","0","93","","1021316","1021316038"
"1021316040","","","","","","","101","","1021316","1021316039"
"se_obtent_10213_drama_cook_nela","","","","","","0","24","","1021316","1021316040"
"0","","","","","","0","22","","1021316","1021316041"
"1","","1","0","0","1","1","6","0","1021316","1021316042"
"2","","1","0","0","1","1","6","0","1021316","1021316043"
"3","","1","0","0","1","1","6","0","1021316","1021316044"
"4","","1","0","0","1","1","6","0","1021316","1021316045"
"5","","1","0","0","1","1","6","0","1021316","1021316046"
"6","","1","0","0","1","1","6","0","1021316","1021316047"
"7","","1","0","0","1","1","6","0","1021316","1021316048"
"8","","1","0","0","1","1","6","0","1021316","1021316049"
"9","","1","0","0","1","1","6","0","1021316","1021316050"
"1","","","","","","eat","37","","1021316","1021316051"
"3","","","","","","0","32","","1021316","1021316052"
"6","","","","","","0","32","","1021316","1021316053"
"10","","","","","","1","32","","1021316","1021316054"
"100","","","","","","1","32","","1021316","1021316055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021316","1021316056"
"0","","","","","","0","93","","1021316","1021316057"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_02","21","","1021316","1021316058"
"2.8","","","","","","0","93","","1021316","1021316059"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_03","21","","1021316","1021316060"
"2.6","","","","","","0","93","","1021316","1021316061"
"2","","","","","","","26","","1021316","1021316062"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_04","21","","1021316","1021316063"
"2.5","","","","","","0","93","","1021316","1021316064"
"1021316066","","","","","","","101","","1021316","1021316065"
"10","","","","","","0","32","","1021316","1021316066"
"100","","","","","","0","32","","1021316","1021316067"
"20","","","","","","1","32","","1021316","1021316068"
"200","","","","","","1","32","","1021316","1021316069"
"300","","","","","","1","32","","1021316","1021316070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021316","1021316071"
"0","","","","","","0","22","","1021316","1021316072"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_05","21","","1021316","1021316073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021316","1021316074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021316","1021316075"
"3.5","","","","","","0","93","","1021316","1021316076"
"1021316078","","","","","","","101","","1021316","1021316077"
"20","","","","","","break_2","37","","1021316","1021316078"
"200","","","","","","break_2","37","","1021316","1021316079"
"300","","","","","","break_2","37","","1021316","1021316080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021316","1021316081"
"0","","","","","","0","22","","1021316","1021316082"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_06","21","","1021316","1021316083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021316","1021316084"
"4","","","","","","0","93","","1021316","1021316085"
"1021316087","","","","","","","101","","1021316","1021316086"
"20","","","","","","break_3","37","","1021316","1021316087"
"200","","","","","","break_3","37","","1021316","1021316088"
"300","","","","","","break_3","37","","1021316","1021316089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021316","1021316090"
"0","","","","","","0","22","","1021316","1021316091"
"vo_obtent_1021316","","0","","","0","vo_obtent_1021316_07","21","","1021316","1021316092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021316","1021316093"
"5","","","","","","0","93","","1021316","1021316094"
"1021316096","","","","","","","101","","1021316","1021316095"
"300","","","","","","break_4","37","","1021316","1021316096"
"21","","","","","","1","32","","1021316","1021316097"
"0.2","","","","","","0","93","","1021316","1021316098"
"0","","","","","","","141","","1021316","1021316099"
"0.1","","","","","","0","93","","1021316","1021316100"
"","","","","","","","92","","1021316","1021316101"
"1021316103","","","","","","","101","","1021316","1021316102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021316","1021316103"
"0","","","","","","0","22","","1021316","1021316104"
"22","","","","","","1","32","","1021316","1021316105"
"0.4","","","","","","0","93","","1021316","1021316106"
"1","","0","","1","0","1","31","1","1021317","1021317001"
"3","","0","","1","0","3","31","1","1021317","1021317002"
"6","","0","","1","0","6","31","1","1021317","1021317003"
"10","","0","","0","0","10","31","1","1021317","1021317004"
"20","","0","","0","0","20","31","1","1021317","1021317005"
"21","","0","","0","0","21","31","1","1021317","1021317006"
"22","","0","","0","0","22","31","1","1021317","1021317007"
"117","","0","","0","0","100","31","1","1021317","1021317008"
"217","","0","","0","0","200","31","1","1021317","1021317009"
"317","","0","","0","0","300","31","1","1021317","1021317010"
"1","empty","27","0","1","0","1","5","-14","1021317","1021317011"
