847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"","91","","","","","","19060044","906","0",""
"","93","0","","","","","19060045","906","0.5",""
"06_chika_float_notice","3","06_chika_float_notice_in","0.1","0.1","0","","19060046","906","117311","1"
"0","21","vo_fpc_20604","","","","","19060047","906","vo_fpc",""
"1","11","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","0","0","10","0.5","19060048","906","117311","0"
"","91","","","","","","19060049","906","0",""
"","93","0","","","","","19060050","906","0.5",""
"0","21","vo_fpc_20605","","","","","19060051","906","vo_fpc",""
"1","11","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","0","0","10","0.5","19060052","906","126911","0"
"","91","","","","","","19060053","906","0",""
"","93","0","","","","","19060054","906","0.5",""
"","3","06_chika_float_smile","","0.2","1","","19060055","906","117311",""
"0","21","vo_fpc_20606","","","","","19060056","906","vo_fpc",""
"1","11","はい。","0","0","10","0.5","19060057","906","117311","0"
"","91","","","","","","19060058","906","0",""
"","93","0","","","","","19060059","906","0.5",""
"0","21","vo_fpc_20607","","","","","19060060","906","vo_fpc",""
"","3","06_cmn_float_sing","","0.2","1","","19060061","906","126911",""
"","3","06_cmn_float_sing","","0.2","1","","19060062","906","117311",""
"","32","0","","","","","19060063","906","10071",""
"","32","1","","","","","19060064","906","10071",""
"","32","1","","","","","19060065","906","10081",""
"","93","0","","","","","19060066","906","2",""
"4.11764705882353","2","850","","","-180","","19060067","906","126911",""
"4.11764705882353","33","880","","","-180","","19060068","906","11",""
"4.11764705882353","33","880","","","-180","","19060069","906","10071",""
"5.88235294117647","2","850","","","-125","","19060070","906","117311",""
"5.88235294117647","33","850","","","-125","","19060071","906","21",""
"5.88235294117647","33","850","","","-125","","19060072","906","10081",""
"","93","0","","","","","19060073","906","1.5",""
"","32","0","","","","","19060074","906","10071",""
"","32","1","","","","","19060075","906","10071",""
"","32","0","","","","","19060076","906","10081",""
"","32","1","","","","","19060077","906","10081",""
"","91","","","","","","19060078","906","19060070",""
"-850","1","127111","0","1.75","12","07_shinobu_search","19070001","907","1","-125"
"-850","1","113111","0","1.75","22","07_ruka_float","19070002","907","1","-180"
"-850","5","4","0","1.75","22","07_dokuro_float","19070003","907","4","-180"
"-125","31","11","","1","-850","","19070004","907","5","1"
"-180","31","21","","1","-850","","19070005","907","4","1"
"-180","31","31","","1","-850","","19070006","907","4","1"
"","23","se_fpc_water_random","","","1","","19070007","907","se_10053800",""
"","91","0","","","","","19070008","907","19070006",""
"","3","07_shinobu_search","","0.1","1","","19070009","907","127111",""
"8.38806396344946","2","325","","","-125","","19070010","907","127111","12"
"8.38806396344946","33","325","","","-125","","19070011","907","11","12"
"","91","","","","","","19070012","907","",""
"07_shinobu_talk_loop","3","07_shinobu_talk_in","0.1","0.1","0","","19070013","907","127111","1"
"","93","0","","","","","19070014","907","1",""
"0","21","vo_fpc_20700","","","","","19070015","907","vo_fpc",""
"1","11","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0","0","10","0.5","19070016","907","127111","0"
"","91","","","","","","19070017","907","0",""
"","93","0","","","","","19070018","907","0.5",""
"4.11764705882353","2","-150","","","-180","","19070019","907","113111","12"
"4.11764705882353","33","-150","","","-180","","19070020","907","21","12"
"","91","","","","","","19070021","907","",""
"","3","07_ruka_float2","","0.1","1","","19070022","907","113111",""
"0","21","vo_fpc_20701","","","","","19070023","907","vo_fpc",""
"1","11","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0","0","10","0.5","19070024","907","113111","0"
"","91","","","","","","19070025","907","0",""
"","93","0","","","","","19070026","907","0.5",""
"0","21","vo_fpc_20702","","","","","19070027","907","vo_fpc",""
"1","11","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0","0","10","0.5","19070028","907","113111","0"
"","91","","","","","","19070029","907","0",""
"","93","0","","","","","19070030","907","0.5",""
"0","21","vo_fpc_20703","","","","","19070031","907","vo_fpc",""
"1","11","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0","0","10","0.5","19070032","907","113111","0"
"","91","","","","","","19070033","907","0",""
"","93","0","","","","","19070034","907","0.5",""
"","3","07_ruka_float","","0.1","1","","19070035","907","113111",""
"0","21","vo_fpc_20704","","","","","19070036","907","vo_fpc",""
"1","11","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0","0","10","0.5","19070037","907","113111","0"
"","91","","","","","","19070038","907","0",""
"","93","0","","","","","19070039","907","0.5",""
"4.52488687782805","2","850","","","-180","","19070040","907","113111",""
"4.52488687782805","33","850","","","-180","","19070041","907","21",""
"","4","1","","","","","19070042","907","113111",""
"","3","07_ruka_float","","0.1","1","","19070043","907","113111",""
"","93","0","","","","","19070044","907","3.2",""
"07_shinobu_turnFace_loop","3","07_shinobu_turnFace_in","0.1","0.1","0","","19070045","907","127111","1"
"","91","","","","","","19070046","907","19070040",""
"3.82352941176471","2","-200","","","-180","","19070047","907","4",""
"3.82352941176471","33","-200","","","-180","","19070048","907","31",""
"","91","","","","","","19070049","907","19070047",""
"07_shinobu_surprise_loop","3","07_shinobu_surprise_in","0.1","0.1","0","","19070050","907","127111","1"
"0","21","vo_fpc_20705","","","","","19070051","907","vo_fpc",""
"1","11","うう…おね…","120","0","10","0.5","19070052","907","4","0"
"","91","","","","","","19070053","907","0",""
"","93","0","","","","","19070054","907","0.5",""
"","3","07_dokuro_spin","","0.2","1","","19070055","907","4",""
"0","21","vo_fpc_20706","","","","","19070056","907","vo_fpc",""
"1","11","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","120","0","10","0.5","19070057","907","4","0"
"","91","","","","","","19070058","907","0",""
"","93","0","","","","","19070059","907","0.5",""
"07_shinobu_sad_loop","3","07_shinobu_sad_in","0.1","0.1","0","","19070060","907","127111","1"
"0","21","vo_fpc_20707","","","","","19070061","907","vo_fpc",""
"1","11","やっぱり自業自得のようですね…\n放っておきましょう。","0","0","10","0.5","19070062","907","127111","0"
"","91","","","","","","19070063","907","0",""
"","93","0","","","","","19070064","907","0.5",""
"07_shinobu_swim_loop","3","07_shinobu_swim_in","0.1","0.1","0","","19070065","907","127111","1"
"","32","1","","","","","19070066","907","11",""
"3.08823529411765","2","850","","","-125","","19070067","907","127111",""
"3.08823529411765","33","850","","","-125","","19070068","907","11",""
"","3","07_dokuro_float","","0.3","1","","19070069","907","4",""
"6.17647058823529","2","850","","","-180","","19070070","907","4",""
"6.17647058823529","33","850","","","-180","","19070071","907","31",""
"","91","","","","","","19070072","907","19070070",""
"750","1","107811","0","1.4875","12","cmn_walk_r","19080001","908","1","-15"
"-900","1","126911","0","1.75","23","cmn_swm_tread","19080002","908","1","-180"
"-900","5","5","0","1.75","22","08_penpokorin","19080003","908","5","-180"
"-180","31","10071","","0","-850","","19080004","908","1007","1"
"-180","31","3","","1","-900","","19080005","908","3","1"
"","23","se_fpc_water_random","","","1","","19080006","908","se_10053800",""
"","91","","","","","","19080007","908","19080005",""
"5.88235294117647","2","-100","","","-180","","19080008","908","126911","12"
"5.88235294117647","2","-100","","","-180","","19080009","908","5","12"
"5.88235294117647","33","-100","","","-180","","19080010","908","3","12"
"5.88235294117647","33","-50","","","-180","","19080011","908","10071","12"
"","93","0","","","","","19080012","908","2.3",""
"0","21","vo_fpc_20800","","","","","19080013","908","vo_fpc",""
"","32","1","","","","","19080014","908","10071",""
"3.30882352941176","2","300","","","-15","","19080015","908","107811","12"
"","91","","","","","","19080016","908","19080015",""
"08_kyaru_surprise_loop","3","08_kyaru_surprise_in","0.1","0.1","0","","19080017","908","107811","1"
"0","21","vo_fpc_20801","","","","","19080018","908","vo_fpc",""
"1","11","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0","0","10","0.5","19080019","908","107811","0"
"","91","","","","","","19080020","908","0",""
"","93","0","","","","","19080021","908","0.5",""
"0","21","vo_fpc_20802","","","","","19080022","908","vo_fpc",""
"1","11","なに持ち込んでんのよ！","0","0","10","0.5","19080023","908","107811","0"
"","91","","","","","","19080024","908","0",""
"","93","0","","","","","19080025","908","0.5",""
"","3","08_ranfa_talk","","0.1","1","","19080026","908","126911",""
"","3","08_penpokorin","","0.1","1","","19080027","908","5",""
"0","21","vo_fpc_20803","","","","","19080028","908","vo_fpc",""
"1","11","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0","0","10","0.5","19080029","908","126911","0"
"","91","","","","","","19080030","908","0",""
"","93","0","","","","","19080031","908","0.5",""
"","3","cmn_swm_tread","","0.1","1","","19080032","908","126911",""
"","3","08_penpokorin","","0.1","1","","19080033","908","5",""
"08_kyaru_talk_loop","3","08_kyaru_talk_in","0.1","0.1","0","","19080034","908","107811","1"
"0","21","vo_fpc_20804","","","","","19080035","908","vo_fpc",""
"1","11","そ、そう…\nそれにしてもそいつ、浮くんだ…","0","0","10","0.5","19080036","908","107811","0"
"","91","","","","","","19080037","908","0",""
"","93","0","","","","","19080038","908","0.5",""
"","3","08_ranfa_talk","","0.1","1","","19080039","908","126911",""
"","3","08_penpokorin","","0.1","1","","19080040","908","5",""
"0","21","vo_fpc_20805","","","","","19080041","908","vo_fpc",""
"1","11","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0","0","10","0.5","19080042","908","126911","0"
"","91","","","","","","19080043","908","0",""
"","93","0","","","","","19080044","908","0.5",""
"","3","cmn_swm_tread","","0.1","1","","19080045","908","126911",""
"","3","08_penpokorin","","0.1","1","","19080046","908","5",""
"08_kyaru_deny_loop","3","08_kyaru_deny_in","0.1","0.1","0","","19080047","908","107811","1"
"0","21","vo_fpc_20806","","","","","19080048","908","vo_fpc",""
"1","11","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0","0","10","0.5","19080049","908","107811","0"
"","91","","","","","","19080050","908","0",""
"","93","0","","","","","19080051","908","0.5",""
"","3","08_kyaru_run","","","1","","19080052","908","107811",""
"2.07390648567119","2","850","","","-15","","19080053","908","107811",""
"","91","","","","","","19080054","908","19080053",""
"4.29864253393665","2","850","","","-180","","19080055","908","126911",""
"4.29864253393665","2","850","","","-180","","19080056","908","5",""
"4.29864253393665","33","850","","","-180","","19080057","908","3",""
"","91","","","","","","19080058","908","19080057",""
"-850","1","113611","0","1.75","12","09_jun_spreadFloat","19090001","909","1","-125"
"-850","1","113511","1","1.75","12","09_cmn_float","19090002","909","1","-125"
"-1050","1","113411","0","1.75","22","09_cmn_float","19090003","909","1","-180"
"750","1","122811","1","1.4875","12","09_misogi_run","19090004","909","1","-15"
"-125","31","11","","1","-850","","19090005","909","4","1"
"-125","31","21","","1","-820","","19090006","909","6","1"
"-180","31","31","","1","-1050","","19090007","909","6","1"
"","23","se_fpc_water_random","","","1","","19090008","909","se_10053800",""
"","91","0","","","","","19090009","909","19090007",""
"6.32352941176471","2","225","","","-125","","19090010","909","113611","12"
"6.32352941176471","33","225","","","-125","","19090011","909","11","12"
"","93","0","","","","","19090012","909","3",""
"5.65610859728507","2","-750","","","-15","","19090013","909","122811",""
"","93","0","","","","","19090014","909","0.7",""
"09_jun_notice_loop","3","09_jun_notice_in","0.1","0.1","0","","19090015","909","113611","1"
"","91","","","","","","19090016","909","19090010",""
"09_jun_alart_loop","3","09_jun_alart_in","0.1","0.1","0","","19090017","909","113611","1"
"4.26470588235294","2","-125","","","-125","","19090018","909","113511","12"
"4.26470588235294","33","-95","","","-125","","19090019","909","21","12"
"4.11764705882353","2","-350","","","-180","","19090020","909","113411","12"
"4.11764705882353","33","-350","","","-180","","19090021","909","31","12"
"","93","0","","","","","19090022","909","0.5",""
"0","21","vo_fpc_20900","","","","","19090023","909","vo_fpc",""
"1","11","おっと…\nプールサイドを走ったら危ないよ！","0","0","10","0.5","19090024","909","113611","0"
"","91","","","","","","19090025","909","0",""
"","93","0","","","","","19090026","909","0.5",""
"","91","","","","","","19090027","909","19090018",""
"09_jun_idle_loop","3","09_jun_idle_in","0.1","0.1","0","","19090028","909","113611","1"
"","3","09_cmn_float_talk","","0.1","1","","19090029","909","113511",""
"0","21","vo_fpc_20901","","","","","19090030","909","vo_fpc",""
"1","11","あら？\n今、ジュンさんの声がしたような…","0","0","10","0.5","19090031","909","113511","0"
"","91","","","","","","19090032","909","0",""
"","93","0","","","","","19090033","909","0.5",""
"","91","","","","","","19090034","909","19090033",""
"","3","09_cmn_float","","0.1","1","","19090035","909","113511",""
"","3","09_cmn_float_search","","0.1","1","","19090036","909","113411",""
"0","21","vo_fpc_20902","","","","","19090037","909","vo_fpc",""
"1","11","え？　ホント？\nどこだろー？","0","0","10","0.5","19090038","909","113411","0"
"","91","","","","","","19090039","909","0",""
"","93","0","","","","","19090040","909","0.5",""
"","3","09_jun_talk1_loop","","0.1","1","","19090041","909","113611",""
