019a457c18cd0830bd4ef0e0632725bc4aa3ef1b811f5eb393da8568b05a0195,612f41570cf7644ea75db0bcacda05ffba5d4e6fb5d2cb17f57898c053c88669,121c8e8f4c141786e92e2c7cb1929394726b70212cbac39caab6168af3c77918,63b1911a3150a06fa96791f799c151104ef4d478f409b26a4a27120c3cead371,6e799e3ed7735b265fac4cfc5bd4514b636162c30995936b24b23b897985a417,6ca60a47a639118574b4326dde830df7568f826fd25b955c1a06c2665d603150,6648d1a4ae9195236d4612a6d0ea521e86577a9db044ce4f1a7e5083d6149e5e,088ada6554edc746156c48608c11c809d0e315a16cbf522dca887c8b4176d039,062cc568e2b21a5504c67120a76262db75e3bea884b8af7c06f3c7c3d3a46cd4,d24b319f35a757c0233df622d7b6925bb758c834856455dad73146fe7afd0570,a01564bff67be042ee4dfb5e849adc779d5f3ccc0d3562fed841384962ba799e
"","","","","93","","0.1","16614","","","16614063"
"wac_birthday_idle_kyapi","0.2","0.2","0","3","1","101311","16614","","wac_birthday_clap","16614064"
"","","","","93","","2","16614","","","16614065"
"","","","","131","","1","16614","","","16614066"
"0","","","0","21","","vo_wac_16614","16614","","vo_wac_16614_000","16614067"
"1","0","0","10","11","1","102711","16614","0.5","誕生、日……？\n私のですか？\nなぜそんなことを\n覚えているのですか？","16614068"
"","","","","91","","0","16614","","","16614069"
"","0.2","","1","3","","102711","16614","","wac_birthday_eriko_idle_wish","16614070"
"","0.2","","1","3","","105611","16614","","wac_birthday_talk_doya","16614071"
"0","","","0","21","","vo_wac_16614","16614","","vo_wac_16614_001","16614072"
"1","0","0","10","11","1","105611","16614","0.5","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","16614073"
"","","","","91","","0","16614","","","16614074"
"","0.2","","1","3","","105611","16614","","wac_birthday_idle_doya","16614075"
"","0.2","","1","3","","102711","16614","","wac_birthday_talk_normal","16614076"
"0","","","0","21","","vo_wac_16614","16614","","vo_wac_16614_002","16614077"
"1","0","0","10","11","1","102711","16614","0.5","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","16614078"
"","","","","91","","0","16614","","","16614079"
"","0.2","","1","3","","102711","16614","","wac_birthday_talk_wish","16614080"
"0","","","0","21","","vo_wac_16614","16614","","vo_wac_16614_003","16614081"
"1","0","0","10","11","1","102711","16614","0.5","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","16614082"
"","","","","91","","0","16614","","","16614083"
"","","","","22","","0","16614","","","16614084"
"","","","","25","","bgm_M321","17414","","bgm_M321_2C","17414001"
"-1000","2","0","250","1","-70","1","17414","wac_birthday_idle_normal","110811","17414002"
"230","2","1","256","1","-270","1","17414","wac_birthday_idle_kyapi","110911","17414003"
"410","2","1","257","1","-310","1","17414","wac_birthday_idle_doya","111011","17414004"
"","","","","13","","110811","17414","","300","17414005"
"","","","","13","","110911","17414","","300","17414006"
"0","0","","0","31","1","501","17414","","501","17414007"
"0","1","","0","31","1","600","17414","","600","17414008"
"0","0","","0","31","1","602","17414","","602","17414009"
"0","0","","0","31","1","603","17414","","603","17414010"
"60","1","","30","31","1","604","17414","","604","17414011"
"0","1","","0","31","1","613","17414","","613","17414012"
"0","0","","0","31","1","700","17414","","700","17414013"
"0","0","","0","31","1","701","17414","","701","17414014"
"0","0","","0","31","1","702","17414","","702","17414015"
"0","0","","0","31","1","800","17414","","800","17414016"
"60","1","","30","31","1","920","17414","","920","17414017"
"","","","","93","","1","17414","","","17414018"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","111011","17414","","wac_birthday_reaction_05","17414019"
"","","","","93","","0.1","17414","","","17414020"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","110911","17414","","wac_birthday_reaction_01","17414021"
"","","","","93","","0.3","17414","","","17414022"
"","0.2","","1","3","","110811","17414","","wac_birthday_run_01","17414023"
"3","","","-70","2","","110811","17414","","0","17414024"
"","","","","93","","2.5","17414","","","17414025"
"","","","","32","","602","17414","","1","17414026"
"","","","","93","","0.6","17414","","","17414027"
"","","","","32","","501","17414","","1","17414028"
"","","","","32","","600","17414","","0","17414029"
"","","","","32","","613","17414","","0","17414030"
"","","","","32","","604","17414","","0","17414031"
"","","","","32","","701","17414","","1","17414032"
"0.01","","","0","33","","920","17414","","0","17414033"
"wac_birthday_wish_01","0.2","0.2","0","3","1","110811","17414","","wac_birthday_blowout_01","17414034"
"0.01","","","-330","2","","110811","17414","","-200","17414035"
"","0.2","","1","3","","110911","17414","","wac_birthday_idle_kyapi","17414036"
"0.01","","","-320","2","","110911","17414","","180","17414037"
"","0.2","","1","3","","111011","17414","","wac_birthday_idle_doya","17414038"
"0.01","","","-340","2","","111011","17414","","320","17414039"
"","","","","93","","0","17414","","","17414040"
"","","","","32","","800","17414","","1","17414041"
"","","","","93","","0.7","17414","","","17414042"
"","","","","32","","702","17414","","1","17414043"
"","","","","93","","0.5","17414","","","17414044"
"","","","0","23","","se_common","17414","","se_sys_login_birthday_blow_candle","17414045"
"","","","","32","","701","17414","","0","17414046"
"","","","","93","","0.4","17414","","","17414047"
"","","","0","23","","se_common","17414","","se_sys_login_birthday_cracker","17414048"
"","","","","32","","700","17414","","1","17414049"
"","","","0","23","","se_common","17414","","se_sys_login_birthday_calendar_applause","17414050"
"wac_birthday_idle_kyapi","0.2","0.2","0","3","1","110911","17414","","wac_birthday_clap","17414051"
"","","","","93","","0.1","17414","","","17414052"
"wac_birthday_idle_doya","0.2","0.2","0","3","1","111011","17414","","wac_birthday_clap","17414053"
"","","","","93","","2","17414","","","17414054"
"","","","","131","","1","17414","","","17414055"
"0","","","0","21","","vo_wac_17414","17414","","vo_wac_17414_000","17414056"
"1","0","0","10","11","1","110811","17414","0.5","うわ何コレ、ビビんだけど。\nまぁまぁデカめの生モノ\n野ざらしで放置されてンじゃん。\n城壁だぞ。新手のバイオテロか？","17414057"
"","","","","91","","0","17414","","","17414058"
"","0.2","","1","3","","110811","17414","","wac_birthday_idle_smile","17414059"
"","0.2","","1","3","","110911","17414","","wac_birthday_talk_sad","17414060"
"0","","","0","21","","vo_wac_17414","17414","","vo_wac_17414_001","17414061"
"1","0","0","10","11","1","110911","17414","0.5","照れ隠しなのか新手のモノボケなのか\n知らないですけどクロエ先輩……\nあきらかバースデーケーキ前にして\nそのすっとぼけは無理ないです？","17414062"
"","","","","91","","0","17414","","","17414063"
"","0.2","","1","3","","110911","17414","","wac_birthday_idle_sad","17414064"
"","0.2","","1","3","","110811","17414","","wac_birthday_chloe_talk_sad","17414065"
"0","","","0","21","","vo_wac_17414","17414","","vo_wac_17414_002","17414066"
"1","0","0","10","11","1","110811","17414","0.5","あ？　じゃあさ、そんなン言うなら\nこっちも言わせてもらうけどさ。\nあんたらサプライズするならするで\nもっと上手いことやってくんない。","17414067"
"","","","","91","","0","17414","","","17414068"
"","0.2","","1","3","","110811","17414","","wac_birthday_talk_smile","17414069"
"0","","","0","21","","vo_wac_17414","17414","","vo_wac_17414_003","17414070"
"1","0","0","10","11","1","110811","17414","0.5","朝からユニ先輩クリームまみれなのよ。\n気付くわそりゃ。喜びどころムズいわ。\nとっくにニヤ散らかした後だわ。\nいんだけどさべつに。ありがとね。","17414071"
"","","","","91","","0","17414","","","17414072"
"","","","","22","","0","17414","","","17414073"
"","","","","25","","bgm_M321","17614","","bgm_M321_2C","17614001"
"-1000","2","0","250","1","-70","1","17614","wac_birthday_idle_normal","104311","17614002"
"200","2","1","256","1","-270","1","17614","wac_birthday_idle_wish","101011","17614003"
"320","2","1","258","1","-310","1","17614","wac_birthday_idle_smile","101411","17614004"
"450","2","1","257","1","-290","1","17614","wac_birthday_idle_kyapi","101711","17614005"
"","","","","13","","104311","17614","","300","17614006"
"","","","","13","","101011","17614","","300","17614007"
"","","","","13","","101411","17614","","300","17614008"
"","","","","13","","101711","17614","","300","17614009"
"0","0","","0","31","1","501","17614","","501","17614010"
"0","1","","0","31","1","600","17614","","600","17614011"
"0","0","","0","31","1","602","17614","","602","17614012"
"0","0","","0","31","1","603","17614","","603","17614013"
"60","1","","30","31","1","604","17614","","604","17614014"
"0","1","","0","31","1","613","17614","","613","17614015"
"0","0","","0","31","1","700","17614","","700","17614016"
"0","0","","0","31","1","701","17614","","701","17614017"
"0","0","","0","31","1","702","17614","","702","17614018"
"0","0","","0","31","1","800","17614","","800","17614019"
"60","1","","30","31","1","921","17614","","921","17614020"
"","","","","93","","1","17614","","","17614021"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","101411","17614","","wac_birthday_reaction_01","17614022"
"","","","","93","","0.1","17614","","","17614023"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","101011","17614","","wac_birthday_reaction_03","17614024"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","101711","17614","","wac_birthday_reaction_02","17614025"
"","","","","93","","0.3","17614","","","17614026"
"","0.2","","1","3","","104311","17614","","wac_birthday_makoto_run_01","17614027"
"3","","","-70","2","","104311","17614","","0","17614028"
"","","","","93","","2.5","17614","","","17614029"
"","","","","32","","602","17614","","1","17614030"
"","","","","93","","0.6","17614","","","17614031"
"","","","","32","","501","17614","","1","17614032"
"","","","","32","","600","17614","","0","17614033"
"","","","","32","","613","17614","","0","17614034"
"","","","","32","","604","17614","","0","17614035"
"","","","","32","","701","17614","","1","17614036"
"0.01","","","0","33","","921","17614","","0","17614037"
"wac_birthday_makoto_wish_01","0.2","0.2","0","3","1","104311","17614","","wac_birthday_makoto_blowout_02","17614038"
"0.01","","","-330","2","","104311","17614","","-200","17614039"
"","0.2","","1","3","","101011","17614","","wac_birthday_idle_wish","17614040"
"0.01","","","-320","2","","101011","17614","","180","17614041"
"","0.2","","1","3","","101411","17614","","wac_birthday_idle_smile","17614042"
"0.01","","","-360","2","","101411","17614","","290","17614043"
"","0.2","","1","3","","101711","17614","","wac_birthday_idle_kyapi","17614044"
"0.01","","","-340","2","","101711","17614","","420","17614045"
"","","","","93","","0","17614","","","17614046"
"","","","","32","","800","17614","","1","17614047"
"","","","","93","","0.7","17614","","","17614048"
"","","","","32","","702","17614","","1","17614049"
"","","","","93","","0.5","17614","","","17614050"
"","","","0","23","","se_common","17614","","se_sys_login_birthday_blow_candle","17614051"
"","","","","32","","701","17614","","0","17614052"
"","","","","93","","0.4","17614","","","17614053"
"","","","0","23","","se_common","17614","","se_sys_login_birthday_cracker","17614054"
"","","","","32","","700","17614","","1","17614055"
"","","","0","23","","se_common","17614","","se_sys_login_birthday_calendar_applause","17614056"
"wac_birthday_idle_wish","0.2","0.2","0","3","1","101011","17614","","wac_birthday_clap_to_wish","17614057"
"","","","","93","","0.1","17614","","","17614058"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","101411","17614","","wac_birthday_clap","17614059"
"","","","","93","","0.1","17614","","","17614060"
"wac_birthday_idle_kyapi","0.2","0.2","0","3","1","101711","17614","","wac_birthday_clap","17614061"
"","","","","93","","2","17614","","","17614062"
"","","","","131","","1","17614","","","17614063"
"0","","","0","21","","vo_wac_17614","17614","","vo_wac_17614_000","17614064"
"1","0","0","10","11","1","104311","17614","0.5","なんじゃこりゃ、ケーキか？\n誰かの忘れ物……なわけないよな。\nなんでこんなもんが？","17614065"
"","","","","91","","0","17614","","","17614066"
"","0.2","","1","3","","104311","17614","","wac_birthday_idle_normal","17614067"
"","0.2","","1","3","","101011","17614","","wac_birthday_talk_wish","17614068"
"0","","","0","21","","vo_wac_17614","17614","","vo_wac_17614_001","17614069"
"1","0","0","10","11","1","101011","17614","0.5","なんでって、今日はマコトはんの\nお誕生日やんか～？\nうちらと王子はんで、特製ケーキ、\n用意したんどすえ～♪","17614070"
"","","","","91","","0","17614","","","17614071"
"","0.2","","1","3","","101011","17614","","wac_birthday_idle_wish","17614072"
"","0.2","","1","3","","101411","17614","","wac_birthday_talk_smile","17614073"
"0","","","0","21","","vo_wac_17614","17614","","vo_wac_17614_002","17614074"
"1","0","0","10","11","1","101411","17614","0.5","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","17614075"
"","","","","91","","0","17614","","","17614076"
"","0.2","","1","3","","101411","17614","","wac_birthday_idle_smile","17614077"
"","0.2","","1","3","","101711","17614","","wac_birthday_talk_smile","17614078"
"0","","","0","21","","vo_wac_17614","17614","","vo_wac_17614_003","17614079"
"1","0","0","10","11","1","101711","17614","0.5","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","17614080"
"","","","","91","","0","17614","","","17614081"
"","0.2","","1","3","","101711","17614","","wac_birthday_idle_smile","17614082"
"","0.2","","1","3","","104311","17614","","wac_birthday_makoto_talk_smile","17614083"
"0","","","0","21","","vo_wac_17614","17614","","vo_wac_17614_004","17614084"
"1","0","0","10","11","1","104311","17614","0.5","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","17614085"
"","","","","91","","0","17614","","","17614086"
"","0.2","","1","3","","104311","17614","","wac_birthday_talk_doya","17614087"
