27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"907","","vo_fpc","","vo_fpc_20703","","","0","","21","19070031"
"907","0","113111","10","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0.5","0","1","0","11","19070032"
"907","","0","","","","","","","91","19070033"
"907","","0.5","","0","","","","","93","19070034"
"907","","113111","1","07_ruka_float","","0.1","","","3","19070035"
"907","","vo_fpc","","vo_fpc_20704","","","0","","21","19070036"
"907","0","113111","10","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0.5","0","1","0","11","19070037"
"907","","0","","","","","","","91","19070038"
"907","","0.5","","0","","","","","93","19070039"
"907","","113111","-180","850","","","4.52488687782805","","2","19070040"
"907","","21","-180","850","","","4.52488687782805","","33","19070041"
"907","","113111","","1","","","","","4","19070042"
"907","","113111","1","07_ruka_float","","0.1","","","3","19070043"
"907","","3.2","","0","","","","","93","19070044"
"907","1","127111","0","07_shinobu_turnFace_in","","0.1","07_shinobu_turnFace_loop","0.1","3","19070045"
"907","","19070040","","","","","","","91","19070046"
"907","","4","-180","-200","","","3.82352941176471","","2","19070047"
"907","","31","-180","-200","","","3.82352941176471","","33","19070048"
"907","","19070047","","","","","","","91","19070049"
"907","1","127111","0","07_shinobu_surprise_in","","0.1","07_shinobu_surprise_loop","0.1","3","19070050"
"907","","vo_fpc","","vo_fpc_20705","","","0","","21","19070051"
"907","0","4","10","うう…おね…","0.5","0","1","120","11","19070052"
"907","","0","","","","","","","91","19070053"
"907","","0.5","","0","","","","","93","19070054"
"907","","4","1","07_dokuro_spin","","0.2","","","3","19070055"
"907","","vo_fpc","","vo_fpc_20706","","","0","","21","19070056"
"907","0","4","10","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","0.5","0","1","120","11","19070057"
"907","","0","","","","","","","91","19070058"
"907","","0.5","","0","","","","","93","19070059"
"907","1","127111","0","07_shinobu_sad_in","","0.1","07_shinobu_sad_loop","0.1","3","19070060"
"907","","vo_fpc","","vo_fpc_20707","","","0","","21","19070061"
"907","0","127111","10","やっぱり自業自得のようですね…\n放っておきましょう。","0.5","0","1","0","11","19070062"
"907","","0","","","","","","","91","19070063"
"907","","0.5","","0","","","","","93","19070064"
"907","1","127111","0","07_shinobu_swim_in","","0.1","07_shinobu_swim_loop","0.1","3","19070065"
"907","","11","","1","","","","","32","19070066"
"907","","127111","-125","850","","","3.08823529411765","","2","19070067"
"907","","11","-125","850","","","3.08823529411765","","33","19070068"
"907","","4","1","07_dokuro_float","","0.3","","","3","19070069"
"907","","4","-180","850","","","6.17647058823529","","2","19070070"
"907","","31","-180","850","","","6.17647058823529","","33","19070071"
"907","","19070070","","","","","","","91","19070072"
"908","-15","1","12","107811","cmn_walk_r","1.4875","750","0","1","19080001"
"908","-180","1","23","126911","cmn_swm_tread","1.75","-900","0","1","19080002"
"908","-180","5","22","5","08_penpokorin","1.75","-900","0","5","19080003"
"908","1","1007","-850","10071","","0","-180","","31","19080004"
"908","1","3","-900","3","","1","-180","","31","19080005"
"908","","se_10053800","1","se_fpc_water_random","","","","","23","19080006"
"908","","19080005","","","","","","","91","19080007"
"908","12","126911","-180","-100","","","5.88235294117647","","2","19080008"
"908","12","5","-180","-100","","","5.88235294117647","","2","19080009"
"908","12","3","-180","-100","","","5.88235294117647","","33","19080010"
"908","12","10071","-180","-50","","","5.88235294117647","","33","19080011"
"908","","2.3","","0","","","","","93","19080012"
"908","","vo_fpc","","vo_fpc_20800","","","0","","21","19080013"
"908","","10071","","1","","","","","32","19080014"
"908","12","107811","-15","300","","","3.30882352941176","","2","19080015"
"908","","19080015","","","","","","","91","19080016"
"908","1","107811","0","08_kyaru_surprise_in","","0.1","08_kyaru_surprise_loop","0.1","3","19080017"
"908","","vo_fpc","","vo_fpc_20801","","","0","","21","19080018"
"908","0","107811","10","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0.5","0","1","0","11","19080019"
"908","","0","","","","","","","91","19080020"
"908","","0.5","","0","","","","","93","19080021"
"908","","vo_fpc","","vo_fpc_20802","","","0","","21","19080022"
"908","0","107811","10","なに持ち込んでんのよ！","0.5","0","1","0","11","19080023"
"908","","0","","","","","","","91","19080024"
"908","","0.5","","0","","","","","93","19080025"
"908","","126911","1","08_ranfa_talk","","0.1","","","3","19080026"
"908","","5","1","08_penpokorin","","0.1","","","3","19080027"
"908","","vo_fpc","","vo_fpc_20803","","","0","","21","19080028"
"908","0","126911","10","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0.5","0","1","0","11","19080029"
"908","","0","","","","","","","91","19080030"
"908","","0.5","","0","","","","","93","19080031"
"908","","126911","1","cmn_swm_tread","","0.1","","","3","19080032"
"908","","5","1","08_penpokorin","","0.1","","","3","19080033"
"908","1","107811","0","08_kyaru_talk_in","","0.1","08_kyaru_talk_loop","0.1","3","19080034"
"908","","vo_fpc","","vo_fpc_20804","","","0","","21","19080035"
"908","0","107811","10","そ、そう…\nそれにしてもそいつ、浮くんだ…","0.5","0","1","0","11","19080036"
"908","","0","","","","","","","91","19080037"
"908","","0.5","","0","","","","","93","19080038"
"908","","126911","1","08_ranfa_talk","","0.1","","","3","19080039"
"908","","5","1","08_penpokorin","","0.1","","","3","19080040"
"908","","vo_fpc","","vo_fpc_20805","","","0","","21","19080041"
"908","0","126911","10","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0.5","0","1","0","11","19080042"
"908","","0","","","","","","","91","19080043"
"908","","0.5","","0","","","","","93","19080044"
"908","","126911","1","cmn_swm_tread","","0.1","","","3","19080045"
"908","","5","1","08_penpokorin","","0.1","","","3","19080046"
"908","1","107811","0","08_kyaru_deny_in","","0.1","08_kyaru_deny_loop","0.1","3","19080047"
"908","","vo_fpc","","vo_fpc_20806","","","0","","21","19080048"
"908","0","107811","10","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0.5","0","1","0","11","19080049"
"908","","0","","","","","","","91","19080050"
"908","","0.5","","0","","","","","93","19080051"
"908","","107811","1","08_kyaru_run","","","","","3","19080052"
"908","","107811","-15","850","","","2.07390648567119","","2","19080053"
"908","","19080053","","","","","","","91","19080054"
"908","","126911","-180","850","","","4.29864253393665","","2","19080055"
"908","","5","-180","850","","","4.29864253393665","","2","19080056"
"908","","3","-180","850","","","4.29864253393665","","33","19080057"
"908","","19080057","","","","","","","91","19080058"
"909","-125","1","12","113611","09_jun_spreadFloat","1.75","-850","0","1","19090001"
"909","-125","1","12","113511","09_cmn_float","1.75","-850","1","1","19090002"
"909","-180","1","22","113411","09_cmn_float","1.75","-1050","0","1","19090003"
"909","-15","1","12","122811","09_misogi_run","1.4875","750","1","1","19090004"
"909","1","4","-850","11","","1","-125","","31","19090005"
"909","1","6","-820","21","","1","-125","","31","19090006"
"909","1","6","-1050","31","","1","-180","","31","19090007"
"909","","se_10053800","1","se_fpc_water_random","","","","","23","19090008"
"909","","19090007","","0","","","","","91","19090009"
"909","12","113611","-125","225","","","6.32352941176471","","2","19090010"
"909","12","11","-125","225","","","6.32352941176471","","33","19090011"
"909","","3","","0","","","","","93","19090012"
"909","","122811","-15","-750","","","5.65610859728507","","2","19090013"
"909","","0.7","","0","","","","","93","19090014"
"909","1","113611","0","09_jun_notice_in","","0.1","09_jun_notice_loop","0.1","3","19090015"
"909","","19090010","","","","","","","91","19090016"
"909","1","113611","0","09_jun_alart_in","","0.1","09_jun_alart_loop","0.1","3","19090017"
"909","12","113511","-125","-125","","","4.26470588235294","","2","19090018"
"909","12","21","-125","-95","","","4.26470588235294","","33","19090019"
"909","12","113411","-180","-350","","","4.11764705882353","","2","19090020"
"909","12","31","-180","-350","","","4.11764705882353","","33","19090021"
"909","","0.5","","0","","","","","93","19090022"
"909","","vo_fpc","","vo_fpc_20900","","","0","","21","19090023"
"909","0","113611","10","おっと…\nプールサイドを走ったら危ないよ！","0.5","0","1","0","11","19090024"
"909","","0","","","","","","","91","19090025"
"909","","0.5","","0","","","","","93","19090026"
"909","","19090018","","","","","","","91","19090027"
"909","1","113611","0","09_jun_idle_in","","0.1","09_jun_idle_loop","0.1","3","19090028"
"909","","113511","1","09_cmn_float_talk","","0.1","","","3","19090029"
"909","","vo_fpc","","vo_fpc_20901","","","0","","21","19090030"
"909","0","113511","10","あら？\n今、ジュンさんの声がしたような…","0.5","0","1","0","11","19090031"
"909","","0","","","","","","","91","19090032"
"909","","0.5","","0","","","","","93","19090033"
"909","","19090033","","","","","","","91","19090034"
"909","","113511","1","09_cmn_float","","0.1","","","3","19090035"
"909","","113411","1","09_cmn_float_search","","0.1","","","3","19090036"
"909","","vo_fpc","","vo_fpc_20902","","","0","","21","19090037"
"909","0","113411","10","え？　ホント？\nどこだろー？","0.5","0","1","0","11","19090038"
"909","","0","","","","","","","91","19090039"
"909","","0.5","","0","","","","","93","19090040"
"909","","113611","1","09_jun_talk1_loop","","0.1","","","3","19090041"
"909","","113411","1","09_cmn_float","","0.1","","","3","19090042"
"909","","vo_fpc","","vo_fpc_20903","","","0","","21","19090043"
"909","0","113611","10","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0.5","0","1","0","11","19090044"
"909","","0","","","","","","","91","19090045"
"909","","0.5","","0","","","","","93","19090046"
"909","","vo_fpc","","vo_fpc_20904","","","0","","21","19090047"
"909","0","113611","10","あのー…\nどなたか探しておられるのですか？","0.5","0","1","0","11","19090048"
"909","","0","","","","","","","91","19090049"
"909","","0.5","","0","","","","","93","19090050"
"909","","113511","","0","","","","","4","19090051"
"909","","21","-125","-125","","","0","","33","19090052"
"909","1","113511","0","09_cmn_float_notice","","","09_cmn_float_talk","0.1","3","19090053"
"909","","vo_fpc","","vo_fpc_20905","","","0","","21","19090054"
"909","0","113511","10","はい、いつも鎧姿の人なんですけど…","0.5","0","1","0","11","19090055"
"909","","0","","","","","","","91","19090056"
"909","","0.5","","0","","","","","93","19090057"
"909","","113411","1","09_cmn_float_smile","","0.1","","","3","19090058"
"909","","113511","1","09_cmn_float","","0.1","","","3","19090059"
"909","","vo_fpc","","vo_fpc_20906","","","0","","21","19090060"
"909","0","113411","10","面白くてかっこいい人なんだ♪","0.5","0","1","0","11","19090061"
"909","","0","","","","","","","91","19090062"
"909","","0.5","","0","","","","","93","19090063"
"909","","113611","1","09_jun_talk2_loop","","0.3","","","3","19090064"
"909","","113411","1","09_cmn_float","","0.1","","","3","19090065"
"909","","vo_fpc","","vo_fpc_20907","","","0","","21","19090066"
"909","0","113611","10","鎧姿ですか…\nそういう人は見かけていませんね…","0.5","0","1","0","11","19090067"
"909","","0","","","","","","","91","19090068"
"909","","0.5","","0","","","","","93","19090069"
"909","","113511","1","09_cmn_float_talk","","0.1","","","3","19090070"
"909","","vo_fpc","","vo_fpc_20908","","","0","","21","19090071"
"909","0","113511","10","そうですかー\n気のせいだったのかしら。","0.5","0","1","0","11","19090072"
"909","","0","","","","","","","91","19090073"
"909","","0.5","","0","","","","","93","19090074"
"909","","113511","1","09_cmn_float","","0.1","","","3","19090075"
"909","","vo_fpc","","vo_fpc_20909","","","0","","21","19090076"
"909","0","113611","10","鎧姿の人はこんな場所には\nいないんじゃないですかね？\n泳ぐ格好じゃなさそうですし…","0.5","0","1","0","11","19090077"
"909","","0","","","","","","","91","19090078"
"909","","0.5","","0","","","","","93","19090079"
"909","","113511","1","09_cmn_float_talk","","0.1","","","3","19090080"
"909","","vo_fpc","","vo_fpc_20910","","","0","","21","19090081"
"909","0","113511","10","でも、ジュンさんは\n真夏の海でも鎧姿だったわよね？","0.5","0","1","0","11","19090082"
"909","","0","","","","","","","91","19090083"
"909","","0.5","","0","","","","","93","19090084"
"909","","113411","1","09_cmn_float_smile","","0.1","","","3","19090085"
"909","","113511","1","09_cmn_float","","0.1","","","3","19090086"
"909","","vo_fpc","","vo_fpc_20911","","","0","","21","19090087"
"909","0","113411","10","うん！\nきっと海の中でも鎧姿で大丈夫だよ♪","0.5","0","1","0","11","19090088"
"909","","0","","","","","","","91","19090089"
"909","","0.5","","0","","","","","93","19090090"
"909","","113611","1","09_jun_talk3_loop","","0.1","","","3","19090091"
"909","","vo_fpc","","vo_fpc_20912","","","0","","21","19090092"
"909","0","113611","10","か、変わった人ですね…\nあははは…","0.5","0","1","0","11","19090093"
"909","","0","","","","","","","91","19090094"
"909","","0.5","","0","","","","","93","19090095"
"909","","vo_fpc","","vo_fpc_20913","","","0","","21","19090096"
"909","0","113611","10","（あとで鎧を着て\nあいさつをしに来よう…）","0.5","0","1","0","11","19090097"
"909","","0","","","","","","","91","19090098"
"909","","0.5","","0","","","","","93","19090099"
"909","1","113611","0","09_jun_float_in","","0.1","09_jun_float_loop","0.1","3","19090100"
"909","","113611","-125","850","","","3.67647058823529","","2","19090101"
