7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993,9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b
"446","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92411220","魔法防御力（ダウン不可）アップ"
"447","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92411220","ＴＰダウンカット"
"448","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92411220","ダメージ減衰"
"449","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92411220","ＴＰ上昇上限付与"
"450","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92411220","ＨＰ吸収ダウン"
"451","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92411230","火属性ボーナス特大アップ"
"452","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92411230","物理防御力（ダウン不可）アップ"
"453","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92411230","魔法防御力（ダウン不可）アップ"
"454","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92411230","ＴＰダウンカット"
"455","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92411230","ダメージ減衰"
"456","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92411230","ＴＰ上昇上限付与"
"457","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92411230","ＨＰ吸収ダウン"
"458","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92411240","火属性ボーナス特大アップ"
"459","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92411240","物理防御力（ダウン不可）アップ"
"460","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92411240","魔法防御力（ダウン不可）アップ"
"461","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92411240","ＴＰダウンカット"
"462","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92411240","ダメージ減衰"
"463","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92411240","ＴＰ上昇上限付与"
"464","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92411240","ＨＰ吸収ダウン"
"465","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92411310","火属性ボーナス特大アップ"
"466","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92411310","物理防御力（ダウン不可）アップ"
"467","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92411310","魔法防御力（ダウン不可）アップ"
"468","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92411310","ＴＰダウンカット"
"469","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92411310","ダメージ減衰"
"470","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92411310","ＴＰ上昇上限付与"
"471","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92411310","ＨＰ吸収ダウン"
"472","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92411320","火属性ボーナス特大アップ"
"473","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92411320","物理防御力（ダウン不可）アップ"
"474","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92411320","魔法防御力（ダウン不可）アップ"
"475","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92411320","ＴＰダウンカット"
"476","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92411320","ダメージ減衰"
"477","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92411320","ＴＰ上昇上限付与"
"478","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92411320","ＨＰ吸収ダウン"
"479","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","92411330","火属性ボーナス特大アップ"
"480","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92411330","物理防御力（ダウン不可）アップ"
"481","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92411330","魔法防御力（ダウン不可）アップ"
"482","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92411330","ＴＰダウンカット"
"483","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92411330","ダメージ減衰"
"484","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92411330","ＴＰ上昇上限付与"
"485","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92411330","ＨＰ吸収ダウン"
