2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"11","1","0","122711","1009806","1","0","アイス…！\nおいしいですよね、\nアイスは…本当に。","10","1009806072","0"
"91","","","0","1009806","","","","","1009806073",""
"3","","0.2","122711","1009806","","","lsv_idle_memory2","1","1009806074",""
"3","lsv_talk_guts2_joy_loop","0","122811","1009806","1","0.2","lsv_talk_guts2_joy","0","1009806075",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0627","0","1009806076",""
"11","1","0","122811","1009806","1","0","あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","10","1009806077","0"
"91","","","0","1009806","","","","","1009806078",""
"3","","0.2","122811","1009806","","","lsv_idle_guts2_joy","1","1009806079",""
"3","","0.2","122911","1009806","","","lsv_talk_joy3","1","1009806080",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0628","0","1009806081",""
"11","1","0","122911","1009806","1","0","うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","10","1009806082","0"
"91","","","0","1009806","","","","","1009806083",""
"3","","0.2","122911","1009806","","","lsv_idle_joy","1","1009806084",""
"101","","","1009806133","1009806","","","","","1009806085",""
"3","lsv_idle_normal","0","122711","1009806","1","0.2","lsv_choice","0","1009806086",""
"3","lsv_idle_normal","0","122911","1009806","1","0.2","lsv_choice","0","1009806087",""
"3","lsv_idle_normal","0","122811","1009806","1","0.2","lsv_choice","0","1009806088",""
"93","","","0.1","1009806","","","0","","1009806089",""
"2","0.33","","122711","1009806","2","0.2","-200","-235","1009806090",""
"2","0.33","","122911","1009806","2","0.2","100","-220","1009806091",""
"2","0.33","","122811","1009806","2","0.2","270","-250","1009806092",""
"93","","","0.7","1009806","","","0","","1009806093",""
"3","","0.2","122811","1009806","","","lsv_talk_memory_dere2","1","1009806094",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0629","0","1009806095",""
"11","1","0","122811","1009806","1","0","あ～、焼きそば～！","10","1009806096","0"
"91","","","0","1009806","","","","","1009806097",""
"3","","0.2","122811","1009806","","","lsv_idle_memory","1","1009806098",""
"3","lsv_idle_normal_joyR","0","122911","1009806","1","0.2","lsv_smile2","0","1009806099",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0630","0","1009806100",""
"11","1","0","122911","1009806","1","0","おいしいよね～♪","10","1009806101","0"
"91","","","0","1009806","","","","","1009806102",""
"3","","0.2","122711","1009806","","","lsv_talk_joy3_dere","1","1009806103",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0631","0","1009806104",""
"11","1","0","122711","1009806","1","0","あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！","10","1009806105","0"
"91","","","0","1009806","","","","","1009806106",""
"3","","0.2","122711","1009806","","","lsv_idle_joy_dere2","1","1009806107",""
"101","","","1009806133","1009806","","","","","1009806108",""
"3","lsv_idle_normal","0","122711","1009806","1","0.2","lsv_choice","0","1009806109",""
"3","lsv_idle_normal","0","122911","1009806","1","0.2","lsv_choice","0","1009806110",""
"3","lsv_idle_normal","0","122811","1009806","1","0.2","lsv_choice","0","1009806111",""
"93","","","0.1","1009806","","","0","","1009806112",""
"2","0.33","","122711","1009806","2","0.2","-200","-235","1009806113",""
"2","0.33","","122911","1009806","2","0.2","100","-220","1009806114",""
"2","0.33","","122811","1009806","2","0.2","270","-250","1009806115",""
"93","","","0.7","1009806","","","0","","1009806116",""
"3","lsv_exactly_joy_loop","0","122811","1009806","1","0.2","lsv_exactly_joy_in","0","1009806117",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0632","0","1009806118",""
"11","1","0","122811","1009806","1","0","うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪","10","1009806119","0"
"91","","","0","1009806","","","","","1009806120",""
"3","","0.2","122811","1009806","","","lsv_idle_joy","1","1009806121",""
"3","","0.2","122911","1009806","","","lsv_talk_surprise_dere","1","1009806122",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0633","0","1009806123",""
"11","1","0","122911","1009806","1","0","ミミはシュワシュワが\nやさしいラムネが\nいいな～","10","1009806124","0"
"91","","","0","1009806","","","","","1009806125",""
"3","","0.2","122911","1009806","","","lsv_idle_surprise_joy","1","1009806126",""
"3","","0.2","122711","1009806","","","lsv_talk_normal","1","1009806127",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0634","0","1009806128",""
"11","1","0","122711","1009806","1","0","せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。","10","1009806129","0"
"91","","","0","1009806","","","","","1009806130",""
"3","","0.2","122711","1009806","","","lsv_idle_normal","1","1009806131",""
"101","","","1009806133","1009806","","","","","1009806132",""
"91","","","0","1009806","","","","","1009806133",""
"102","","","","1009806","","","","","1009806134",""
"22","","","0","1009806","","","0.2","","1009806135",""
"93","","","0.2","1009806","","","","","1009806136",""
"12","0","0","122711","1009806","0","0","10","1","1009806137","0"
"3","","0.2","122711","1009806","","","lsv_talk_bitter","1","1009806138",""
"93","","","3","1009806","","","0","","1009806139",""
"3","","0.2","122711","1009806","","","lsv_idle_surprise_talkjoy","1","1009806140",""
"12","0","0","122811","1009806","0","0","8","1","1009806141","0"
"3","","0.2","122811","1009806","","","lsv_talk_memory","1","1009806142",""
"93","","","3","1009806","","","0","","1009806143",""
"3","","0.2","122811","1009806","","","lsv_idle_joy","1","1009806144",""
"12","0","0","122911","1009806","0","0","6","1","1009806145","0"
"3","","0.2","122911","1009806","","","lsv_talk_wish_joy","1","1009806146",""
"93","","","3","1009806","","","0","","1009806147",""
"3","","0.2","122911","1009806","","","lsv_idle_normal_joyR","1","1009806148",""
"101","","","1009806137","1009806","","","","","1009806149",""
"6","1","1","333","1009806","0","0","1","1","1009806150",""
"4","","","122711","1009806","","","1","","1009806151",""
"3","","0.2","122711","1009806","","","lsv_run","1","1009806152",""
"2","0.8","","122711","1009806","0","","-750","-235","1009806153",""
"4","","","122911","1009806","","","0","","1009806154",""
"3","","0.2","122911","1009806","","","lsv_run","1","1009806155",""
"2","0.8","","122911","1009806","0","","750","-220","1009806156",""
"4","","","122811","1009806","","","0","","1009806157",""
"3","","0.2","122811","1009806","","","lsv_run","1","1009806158",""
"2","0.8","","122811","1009806","0","","850","-250","1009806159",""
"93","","","0.6","1009806","","","","","1009806160",""
"6","1","0.2","122711","1009806","0","0","1","1","1009806161",""
"6","1","0.2","122911","1009806","0","0","1","1","1009806162",""
"6","1","0.2","122811","1009806","0","0","1","1","1009806163",""
"91","","","0","1009806","","","","","1009806164",""
"1","-650","1.95","1","1009807","-235","0","102011","102","1009807001","lsv_idle_normal"
"1","650","1.95","1","1009807","-220","1","100411","100","1009807002","lsv_idle_normal"
"1","750","1.95","1","1009807","-250","1","103611","101","1009807003","lsv_idle_normal"
"5","0","1","1","1009807","0","0","333","0","1009807004","lsv_white_loop"
"6","1","0","333","1009807","0","0","1","1","1009807005",""
"6","1","0","102011","1009807","0","0","1","1","1009807006",""
"6","1","0","100411","1009807","0","0","1","1","1009807007",""
"6","1","0","103611","1009807","0","0","1","1","1009807008",""
"93","","","1","1009807","","","0","","1009807009",""
"6","1","0.8","333","1009807","0.4","0","1","1","1009807010",""
"3","","0.2","102011","1009807","","","lsv_walk_joy","1","1009807011",""
"2","2","","102011","1009807","0","","-200","-235","1009807012",""
"6","1","0.4","102011","1009807","1","0","1","1","1009807013",""
"3","","0.2","100411","1009807","","","lsv_walk","1","1009807014",""
"2","2","","100411","1009807","0","","100","-220","1009807015",""
"6","1","0.4","100411","1009807","1","0","1","1","1009807016",""
"3","","0.2","103611","1009807","","","lsv_walk","1","1009807017",""
"2","2","","103611","1009807","0","","270","-250","1009807018",""
"6","1","0.4","103611","1009807","1","0","1","1","1009807019",""
"93","","","2","1009807","","","0","","1009807020",""
"3","","0.2","102011","1009807","","","lsv_idle_wish_joyR","1","1009807021",""
"3","","0.2","100411","1009807","","","lsv_idle_normal","1","1009807022",""
"3","","0.2","103611","1009807","","","lsv_idle_normal","1","1009807023",""
"93","","","0.6","1009807","","","0","","1009807024",""
"3","","0.2","102011","1009807","","","lsv_talk_wish_joy","1","1009807025",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0721","0","1009807026",""
"11","1","0","102011","1009807","1","0","みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪","10","1009807027","0"
"91","","","0","1009807","","","","","1009807028",""
"3","","0.2","102011","1009807","","","lsv_idle_wish_joyR","1","1009807029",""
"3","","0.2","103611","1009807","","","lsv_talk_surprise_talkjoy","1","1009807030",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0722","0","1009807031",""
"11","1","0","103611","1009807","1","0","みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。","10","1009807032","0"
"91","","","0","1009807","","","","","1009807033",""
"3","","0.2","103611","1009807","","","lsv_idle_surprise_doya","1","1009807034",""
"3","lsv_talk_arm_crossed_loop2","0","100411","1009807","1","0.2","lsv_talk_arm_crossed2","0","1009807035",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0723","0","1009807036",""
"11","1","0","100411","1009807","1","0","今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。","10","1009807037","0"
"91","","","0","1009807","","","","","1009807038",""
"3","","0.2","100411","1009807","","","lsv_idle_arm_crossed","1","1009807039",""
"3","","0.2","103611","1009807","","","lsv_talk_joy1_normal","1","1009807040",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0724","0","1009807041",""
"11","1","0","103611","1009807","1","0","やっぱり情報収集のやり方を\n変えて正解だったね。","10","1009807042","0"
"91","","","0","1009807","","","","","1009807043",""
"3","","0.2","103611","1009807","","","lsv_idle_normal_suprise1","1","1009807044",""
"3","lsv_talk_guts2_loop","0","100411","1009807","1","0.2","lsv_talk_guts2","0","1009807045",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0725","0","1009807046",""
"11","1","0","100411","1009807","1","0","あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！","10","1009807047","0"
"91","","","0","1009807","","","","","1009807048",""
"3","","0.2","100411","1009807","","","lsv_idle_normal_joy","1","1009807049",""
"3","","0.2","102011","1009807","","","lsv_talk_joy3","1","1009807050",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0726","0","1009807051",""
"11","1","0","102011","1009807","1","0","お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～","10","1009807052","0"
"91","","","0","1009807","","","","","1009807053",""
"3","","0.2","102011","1009807","","","lsv_idle_normal_joyR","1","1009807054",""
"3","lsv_talk_arm_crossed_loop2","0","103611","1009807","1","0.2","lsv_talk_arm_crossed2","0","1009807055",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0727","0","1009807056",""
"11","1","0","103611","1009807","1","0","私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？","10","1009807057","0"
"91","","","0","1009807","","","","","1009807058",""
"3","","0.2","103611","1009807","","","lsv_idle_arm_crossed","1","1009807059",""
"3","lsv_look_idle_normal","0","102011","1009807","1","0.2","lsv_choice","0","1009807060",""
"3","lsv_look_idle_normal","0","100411","1009807","1","0.2","lsv_choice","0","1009807061",""
"3","lsv_look_idle_normal","0","103611","1009807","1","0.2","lsv_choice","0","1009807062",""
"93","","","0.1","1009807","","","0","","1009807063",""
"2","0.33","","102011","1009807","2","0.2","-452","-235","1009807064",""
"2","0.33","","100411","1009807","2","0.2","420","-220","1009807065",""
"2","0.33","","103611","1009807","2","0.2","545","-250","1009807066",""
"22","","0.2","0","1009807","","","0","1","1009807067",""
"103","","","プールバッグのままで。","1009807","","","1009807071","0","1009807068",""
"103","","","バスケットがいいかも。","1009807","","","1009807095","0","1009807069",""
"103","","","リュックサックはどう？","1009807","","","1009807119","0","1009807070",""
"3","lsv_idle_normal","0","102011","1009807","1","0.2","lsv_choice","0","1009807071",""
"3","lsv_idle_normal","0","100411","1009807","1","0.2","lsv_choice","0","1009807072",""
"3","lsv_look_idle_normal","0","103611","1009807","1","0.2","lsv_choice","0","1009807073",""
"93","","","0.1","1009807","","","0","","1009807074",""
"2","0.33","","102011","1009807","2","0.2","-200","-235","1009807075",""
"2","0.33","","100411","1009807","2","0.2","100","-220","1009807076",""
"2","0.33","","103611","1009807","2","0.2","270","-250","1009807077",""
"93","","","0.7","1009807","","","0","","1009807078",""
"3","","0.2","103611","1009807","","","lsv_look_idle_sad","1","1009807079",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0728","0","1009807080",""
"11","1","0","103611","1009807","1","0","そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。","10","1009807081","0"
"91","","","0","1009807","","","","","1009807082",""
"3","","0.2","103611","1009807","","","lsv_idle_normal","1","1009807083",""
"3","","0.2","100411","1009807","","","lsv_talk_wish_surprise","1","1009807084",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0729","0","1009807085",""
"11","1","0","100411","1009807","1","0","確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。","10","1009807086","0"
"91","","","0","1009807","","","","","1009807087",""
"3","","0.2","100411","1009807","","","lsv_idle_wish","1","1009807088",""
"3","","0.2","102011","1009807","","","lsv_talk_normal","1","1009807089",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0730","0","1009807090",""
"11","1","0","102011","1009807","1","0","あと抱っこするときは、\nかわりばんこにするのもね♪","10","1009807091","0"
"91","","","0","1009807","","","","","1009807092",""
"3","","0.2","102011","1009807","","","lsv_idle_normal","1","1009807093",""
"101","","","1009807143","1009807","","","","","1009807094",""
"3","lsv_idle_normal","0","102011","1009807","1","0.2","lsv_choice","0","1009807095",""
"3","lsv_idle_normal","0","100411","1009807","1","0.2","lsv_choice","0","1009807096",""
"3","lsv_idle_normal","0","103611","1009807","1","0.2","lsv_choice","0","1009807097",""
"93","","","0.1","1009807","","","0","","1009807098",""
"2","0.33","","102011","1009807","2","0.2","-200","-235","1009807099",""
"2","0.33","","100411","1009807","2","0.2","100","-220","1009807100",""
"2","0.33","","103611","1009807","2","0.2","270","-250","1009807101",""
"93","","","0.7","1009807","","","0","","1009807102",""
"3","","0.2","102011","1009807","","","lsv_talk_surprise_talkjoy","1","1009807103",""
"21","0","","vo_lsv","1009807","","","vo_lsv_0731","0","1009807104",""
"11","1","0","102011","1009807","1","0","バスケットなら\nゆりかごみたいになって\nみゅ～ちゃんも気持ちいいかも♪","10","1009807105","0"
"91","","","0","1009807","","","","","1009807106",""
"3","","0.2","102011","1009807","","","lsv_idle_surprise_joy","1","1009807107",""
