17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","","0","","1007407","","","","0.2","93","1007407081"
"","1","mhp_walk","0","1007407","0.2","","","102511","3","1007407082"
"","-220","35","0","1007407","","","1.5","102511","2","1007407083"
"","-220","35","0","1007407","","","1.5","31","2","1007407084"
"","-220","35","0","1007407","","","1.5","11","2","1007407085"
"","-220","35","0","1007407","","","1.5","12","2","1007407086"
"","","0","","1007407","","","","0.3","93","1007407087"
"0","0","mhp_handover_in","1","1007407","0.2","","mhp_handover_loop","117531","3","1007407088"
"0","1","1","1","1007407","0","","1","21","6","1007407089"
"0","1","1","1","1007407","0","","1","22","6","1007407090"
"0","0","mhp_handover_in","1","1007407","0.2","","mhp_handover_loop","21","3","1007407091"
"0","0","mhp_item_EX0004_handover_in","1","1007407","0.2","","mhp_item_EX0004_handover_loop","22","3","1007407092"
"","","0","","1007407","","","","1.2","93","1007407093"
"0","0","mhp_handover_receive_in","1","1007407","0.2","","mhp_handover_receive_loop","102511","3","1007407094"
"0","1","1","1","1007407","0","","1","11","6","1007407095"
"0","1","1","1","1007407","0","","1","12","6","1007407096"
"0","0","mhp_receive_suzume_in","1","1007407","0.2","","mhp_receive_suzume_loop","11","3","1007407097"
"0","0","mhp_item_EX0004_receive_in","1","1007407","0.2","","mhp_item_EX0004_receive_loop","12","3","1007407098"
"","","0","","1007407","","","","0.6","93","1007407099"
"0","1","1","1","1007407","0.4","","1","22","6","1007407100"
"","","0","","1007407","","","","0.4","93","1007407101"
"0","0","mhp_handover_out","1","1007407","0.2","","mhp_idle_normal","117531","3","1007407102"
"0","0","mhp_handover_out","1","1007407","0.2","","NoItem_idle","21","3","1007407103"
"0","0","mhp_item_EX0004_handover_out","1","1007407","0.2","","NoItem_idle","22","3","1007407104"
"","","0","","1007407","","","","0.4","93","1007407105"
"0","0","mhp_handover_receive_out","1","1007407","0.2","","mhp_idle_normal","102511","3","1007407106"
"0","0","mhp_receive_suzume_out","1","1007407","0.2","","NoItem_idle","11","3","1007407107"
"0","0","mhp_item_EX0004_receive_out","1","1007407","0.2","","NoItem_idle","12","3","1007407108"
"","","0","","1007407","","","","2","93","1007407109"
"","1","mhp_talk_thinking","0","1007407","0.2","","","117531","3","1007407110"
"","0","vo_mhp_2010","","1007407","","","0","vo_mhp_1007407","21","1007407111"
"0","6","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","0","1007407","0","0.5","1","117531","11","1007407112"
"","","","","1007407","","","","0","91","1007407113"
"","","","","1007407","","","","1007407197","101","1007407114"
"0","0","mhp_sit_out","1","1007407","0.2","","mhp_idle_normal","117531","3","1007407115"
"","","0","","1007407","","","","0.6","93","1007407116"
"0","0","mhp_sit_out","1","1007407","0.2","","mhp_idle_normal","102511","3","1007407117"
"","","0","","1007407","","","","0.2","93","1007407118"
"","1","mhp_walk","0","1007407","0.2","","","102511","3","1007407119"
"","-220","35","0","1007407","","","1.5","102511","2","1007407120"
"","-220","35","0","1007407","","","1.5","31","2","1007407121"
"","-220","35","0","1007407","","","1.5","11","2","1007407122"
"","-220","35","0","1007407","","","1.5","12","2","1007407123"
"","","0","","1007407","","","","0.3","93","1007407124"
"0","0","mhp_handover_in","1","1007407","0.2","","mhp_handover_loop","117531","3","1007407125"
"0","1","1","1","1007407","0","","1","21","6","1007407126"
"0","1","1","1","1007407","0","","1","22","6","1007407127"
"0","0","mhp_handover_in","1","1007407","0.2","","mhp_handover_loop","21","3","1007407128"
"0","0","mhp_item_EX0006_handover_in","1","1007407","0.2","","mhp_item_EX0006_handover_loop","22","3","1007407129"
"","","0","","1007407","","","","1.2","93","1007407130"
"0","0","mhp_handover_receive_in","1","1007407","0.2","","mhp_handover_receive_loop","102511","3","1007407131"
"0","1","1","1","1007407","0","","1","11","6","1007407132"
"0","1","1","1","1007407","0","","1","12","6","1007407133"
"0","0","mhp_receive_suzume_in","1","1007407","0.2","","mhp_receive_suzume_loop","11","3","1007407134"
"0","0","mhp_item_EX0006_receive_in","1","1007407","0.2","","mhp_item_EX0006_receive_loop","12","3","1007407135"
"","","0","","1007407","","","","0.6","93","1007407136"
"0","1","1","1","1007407","0.4","","1","22","6","1007407137"
"","","0","","1007407","","","","0.4","93","1007407138"
"0","0","mhp_handover_out","1","1007407","0.2","","mhp_idle_normal","117531","3","1007407139"
"0","0","mhp_handover_out","1","1007407","0.2","","NoItem_idle","21","3","1007407140"
"0","0","mhp_item_EX0006_handover_out","1","1007407","0.2","","NoItem_idle","22","3","1007407141"
"","","0","","1007407","","","","0.4","93","1007407142"
"0","0","mhp_handover_receive_out","1","1007407","0.2","","mhp_idle_normal","102511","3","1007407143"
"0","0","mhp_receive_suzume_out","1","1007407","0.2","","NoItem_idle","11","3","1007407144"
"0","0","mhp_item_EX0006_receive_out","1","1007407","0.2","","NoItem_idle","12","3","1007407145"
"","","0","","1007407","","","","2","93","1007407146"
"","1","mhp_talk_sad","0","1007407","0.2","","","102511","3","1007407147"
"","0","vo_mhp_2011","","1007407","","","0","vo_mhp_1007407","21","1007407148"
"0","7","な、なんだかアメみたいですね……","0","1007407","0","0.5","1","102511","11","1007407149"
"","","","","1007407","","","","0","91","1007407150"
"","1","mhp_idle_sad","0","1007407","0.2","","","102511","3","1007407151"
"","1","mhp_talk_normal","0","1007407","0.2","","","117531","3","1007407152"
"","0","vo_mhp_2012","","1007407","","","0","vo_mhp_1007407","21","1007407153"
"0","6","摂取しやすいようにしてるの\n一日三錠、全部飲み終わったら\nまた来なさい。","0","1007407","0","0.5","1","117531","11","1007407154"
"","","","","1007407","","","","0","91","1007407155"
"","","","","1007407","","","","1007407197","101","1007407156"
"0","0","mhp_sit_out","1","1007407","0.2","","mhp_idle_normal","117531","3","1007407157"
"","","0","","1007407","","","","0.6","93","1007407158"
"0","0","mhp_sit_out","1","1007407","0.2","","mhp_idle_normal","102511","3","1007407159"
"","","0","","1007407","","","","0.2","93","1007407160"
"","1","mhp_walk","0","1007407","0.2","","","102511","3","1007407161"
"","-220","35","0","1007407","","","1.5","102511","2","1007407162"
"","-220","35","0","1007407","","","1.5","31","2","1007407163"
"","-220","35","0","1007407","","","1.5","11","2","1007407164"
"","-220","35","0","1007407","","","1.5","12","2","1007407165"
"","","0","","1007407","","","","0.3","93","1007407166"
"0","0","mhp_handover_in","1","1007407","0.2","","mhp_handover_loop","117531","3","1007407167"
"0","1","1","1","1007407","0","","1","21","6","1007407168"
"0","1","1","1","1007407","0","","1","22","6","1007407169"
"0","0","mhp_handover_in","1","1007407","0.2","","mhp_handover_loop","21","3","1007407170"
"0","0","mhp_item_EX0011_handover_in","1","1007407","0.2","","mhp_item_EX0011_handover_loop","22","3","1007407171"
"","","0","","1007407","","","","1.2","93","1007407172"
"0","0","mhp_handover_receive_in","1","1007407","0.2","","mhp_handover_receive_loop","102511","3","1007407173"
"0","1","1","1","1007407","0","","1","11","6","1007407174"
"0","1","1","1","1007407","0","","1","12","6","1007407175"
"0","0","mhp_receive_suzume_in","1","1007407","0.2","","mhp_receive_suzume_loop","11","3","1007407176"
"0","0","mhp_item_EX0011_receive_in","1","1007407","0.2","","mhp_item_EX0011_receive_loop","12","3","1007407177"
"","","0","","1007407","","","","0.6","93","1007407178"
"0","1","1","1","1007407","0.4","","1","22","6","1007407179"
"","","0","","1007407","","","","0.4","93","1007407180"
"0","0","mhp_handover_out","1","1007407","0.2","","mhp_idle_normal","117531","3","1007407181"
"0","0","mhp_handover_out","1","1007407","0.2","","NoItem_idle","21","3","1007407182"
"0","0","mhp_item_EX0011_handover_out","1","1007407","0.2","","NoItem_idle","22","3","1007407183"
"","","0","","1007407","","","","0.4","93","1007407184"
"0","0","mhp_handover_receive_out","1","1007407","0.2","","mhp_idle_normal","102511","3","1007407185"
"0","0","mhp_receive_suzume_out","1","1007407","0.2","","NoItem_idle","11","3","1007407186"
"0","0","mhp_item_EX0011_receive_out","1","1007407","0.2","","NoItem_idle","12","3","1007407187"
"","","0","","1007407","","","","2","93","1007407188"
"","1","mhp_talk_joy2","0","1007407","0.2","","","102511","3","1007407189"
"","0","vo_mhp_2013","","1007407","","","0","vo_mhp_1007407","21","1007407190"
"0","7","こ、こんなものがあるなんて……\nもっと早く着けたかったです！","0","1007407","0","0.5","1","102511","11","1007407191"
"","","","","1007407","","","","0","91","1007407192"
"","1","mhp_idle_normal","0","1007407","0.2","","","102511","3","1007407193"
"","1","mhp_talk_normal","0","1007407","0.2","","","117531","3","1007407194"
"","0","vo_mhp_2014","","1007407","","","0","vo_mhp_1007407","21","1007407195"
"0","5","それはあくまで補助器具よ\n一番大事なのはあなた自身の慎重さ\nそれを忘れないでちょうだい。","0","1007407","0","0.5","1","117531","11","1007407196"
"","","","","1007407","","","","0","91","1007407197"
"","1","mhp_idle_normal","0","1007407","0.2","","","117531","3","1007407198"
"","1","mhp_talk_normal","0","1007407","0.2","","","102511","3","1007407199"
"","0","vo_mhp_2015","","1007407","","","0","vo_mhp_1007407","21","1007407200"
"0","6","ありがとうございます先生！\n私、絶対にドジを克服してみせます！","0","1007407","","0.5","1","102511","11","1007407201"
"","","","","1007407","","","","0","91","1007407202"
"","","0","","1007407","","","","0","22","1007407203"
"","1","mhp_walk","0","1007407","0.2","","","102511","3","1007407204"
"","","1","","1007407","","","","102511","4","1007407205"
"","-220","-1000","0","1007407","","","5","102511","2","1007407206"
"","","","","1007407","","","","0.5","93","1007407207"
"0","2","6","","1007407","0","","","102511","12","1007407208"
"","","0","","1007407","","","","4","93","1007407209"
"","1","mhp_sit_talk_normal","0","1007407","0.2","","","117631","3","1007407210"
"","0","vo_mhp_2016","","1007407","","","0","vo_mhp_1007407","21","1007407211"
"0","8","先生、今のって本物？","0","1007407","0","0.5","1","117631","11","1007407212"
"","","","","1007407","","","","0","91","1007407213"
"","1","mhp_sit_idle","0","1007407","0.2","","","117631","3","1007407214"
"","1","mhp_talk_thinking","0","1007407","0.2","","","117531","3","1007407215"
"","0","vo_mhp_2017","","1007407","","","0","vo_mhp_1007407","21","1007407216"
"0","5","まさか。全部ありきたりな既製品よ\nこれでドジが治ると思い込ませるの。\nうまくいけば儲けものだけど\nどうなることかしらね……","0","1007407","","0.5","1","117531","11","1007407217"
"","","","","1007407","","","","0","91","1007407218"
"","","0.5","","1007407","","","","0","22","1007407219"
"","","","","1007407","","","","0","91","1007407220"
"0","100","102511","-200","1007408","1.7","mhp_idle_normal","-1000","1","1","1007408001"
"1","100","117531","-220","1007408","1.7","mhp_sit_idle","185","1","1","1007408002"
"1","100","117631","-200","1007408","1.7","mhp_sit_idle","365","1","1","1007408003"
"","-240","1","0.85","1007408","1","","-154","1","31","1007408004"
"","-10","121","0.85","1007408","0","","-90","21","31","1007408005"
"0","110","11","-220","1007408","1.7","NoItem","-200","1","5","1007408006"
"0","105","12","-220","1007408","1.7","NoItem","-200","1","5","1007408007"
"1","110","21","-220","1007408","1.7","NoItem","185","1","5","1007408008"
"1","105","22","-220","1007408","1.7","NoItem","185","1","5","1007408009"
"0","1","1","0","1007408","0","","1","11","6","1007408010"
"0","1","1","0","1007408","0","","1","12","6","1007408011"
"0","1","1","0","1007408","0","","1","21","6","1007408012"
"0","1","1","0","1007408","0","","1","22","6","1007408013"
"0","110","31","-220","1007408","1.7","NoItem","-1000","1","5","1007408014"
"","","","","1007408","","","","0","91","1007408015"
"","1","mhp_sit_talk_normal","","1007408","0.2","","","117531","3","1007408016"
"","0","vo_mhp_2101","","1007408","","","0","vo_mhp_1007408","21","1007408017"
"0","8","スズメさん、どうぞー","0","1007408","0","0.5","0","117531","11","1007408018"
"","","","","1007408","","","","0","91","1007408019"
"","1","mhp_sit_idle","","1007408","0.2","","","117531","3","1007408020"
"","1","mhp_walk","","1007408","0.2","","","102511","3","1007408021"
"","-220","-200","0","1007408","","","4","102511","2","1007408022"
"","1","NoItem","","1007408","0.2","","","31","3","1007408023"
"","-220","-200","0","1007408","","","4","31","2","1007408024"
"","","","","1007408","","","","0","91","1007408025"
"0.2","0","mhp_sit_in","1","1007408","0.2","","mhp_sit_idle","102511","3","1007408026"
"","","0","","1007408","","","","1","93","1007408027"
"","1","mhp_sit_talk_normal","","1007408","0.2","","","117531","3","1007408028"
"","0","vo_mhp_2102","","1007408","","","0","vo_mhp_1007408","21","1007408029"
"0","8","さて、あれからどうなったかしら？","0","1007408","0","0.5","1","117531","11","1007408030"
"","","","","1007408","","","","0","91","1007408031"
"","1","mhp_sit_idle","","1007408","0.2","","","117531","3","1007408032"
"","1","mhp_sit_talk_wish","","1007408","0.2","","","102511","3","1007408033"
"","0","vo_mhp_2103","","1007408","","","0","vo_mhp_1007408","21","1007408034"
"0","6","そ、それが……先生に診てもらってから\n少しずつ改善したんです！","0","1007408","0","0.5","1","102511","11","1007408035"
"","","","","1007408","","","","0","91","1007408036"
"","1","mhp_sit_talk_joy2","","1007408","0.2","","","102511","3","1007408037"
"","0","vo_mhp_2104","","1007408","","","0","vo_mhp_1007408","21","1007408038"
"0","6","一日に転ぶ回数が一回減りましたし\n昨日なんてお砂糖とお塩を\n間違えなかったんですよ！","0","1007408","0","0.5","1","102511","11","1007408039"
"","","","","1007408","","","","0","91","1007408040"
"","1","mhp_sit_idle_joy2","","1007408","0.2","","","102511","3","1007408041"
"","1","mhp_sit_idle_sad","","1007408","0.2","","","117631","3","1007408042"
"","0","vo_mhp_2105","","1007408","","","0","vo_mhp_1007408","21","1007408043"
"0","8","（それは改善したって言うのかな？）","0","1007408","0","0.5","1","117631","11","1007408044"
"","","","","1007408","","","","0","91","1007408045"
"","1","mhp_sit_idle","","1007408","0.2","","","117631","3","1007408046"
"","1","mhp_sit_idle","","1007408","0.2","","","102511","3","1007408047"
"","1","mhp_sit_talk_normal","","1007408","0.2","","","117531","3","1007408048"
"","0","vo_mhp_2106","","1007408","","","0","vo_mhp_1007408","21","1007408049"
"0","6","それはなによりだわ\nこの前は薬などで一旦様子を見たけど\n今日は具体的に治療していきましょう。","0","1007408","0","0.5","1","117531","11","1007408050"
"","","","","1007408","","","","0","91","1007408051"
"","1","mhp_sit_idle","","1007408","0.2","","","117531","3","1007408052"
"","1","mhp_sit_talk_wish","","1007408","0.2","","","102511","3","1007408053"
"","0","vo_mhp_2107","","1007408","","","0","vo_mhp_1007408","21","1007408054"
"0","6","ほ、本当に？\nそれじゃあ私のドジもこれで……","0","1007408","0","0.5","1","102511","11","1007408055"
"","","","","1007408","","","","0","91","1007408056"
"","1","mhp_sit_idle","","1007408","0.2","","","102511","3","1007408057"
"","1","mhp_sit_talk_thinking","","1007408","0.2","","","117531","3","1007408058"
"","0","vo_mhp_2108","","1007408","","","0","vo_mhp_1007408","21","1007408059"
"0","5","完治する、とは断言できないわ。\nなにしろ医学的にも極めて希少な\n症例だからね。でも、最善は尽くすわ。","0","1007408","0","0.5","1","117531","11","1007408060"
