4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162,006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356
"126911","906","","2","","-180","850","","19060067","4.11764705882353",""
"11","906","","33","","-180","880","","19060068","4.11764705882353",""
"10071","906","","33","","-180","880","","19060069","4.11764705882353",""
"117311","906","","2","","-125","850","","19060070","5.88235294117647",""
"21","906","","33","","-125","850","","19060071","5.88235294117647",""
"10081","906","","33","","-125","850","","19060072","5.88235294117647",""
"1.5","906","","93","","","0","","19060073","",""
"10071","906","","32","","","0","","19060074","",""
"10071","906","","32","","","1","","19060075","",""
"10081","906","","32","","","0","","19060076","",""
"10081","906","","32","","","1","","19060077","",""
"19060070","906","","91","","","","","19060078","",""
"1","907","0","1","-125","12","127111","07_shinobu_search","19070001","-850","1.75"
"1","907","0","1","-180","22","113111","07_ruka_float","19070002","-850","1.75"
"4","907","0","5","-180","22","4","07_dokuro_float","19070003","-850","1.75"
"5","907","","31","1","-850","11","","19070004","-125","1"
"4","907","","31","1","-850","21","","19070005","-180","1"
"4","907","","31","1","-850","31","","19070006","-180","1"
"se_10053800","907","","23","","1","se_fpc_water_random","","19070007","",""
"19070006","907","","91","","","0","","19070008","",""
"127111","907","","3","","1","07_shinobu_search","","19070009","","0.1"
"127111","907","","2","12","-125","325","","19070010","8.38806396344946",""
"11","907","","33","12","-125","325","","19070011","8.38806396344946",""
"","907","","91","","","","","19070012","",""
"127111","907","0.1","3","1","0","07_shinobu_talk_in","","19070013","07_shinobu_talk_loop","0.1"
"1","907","","93","","","0","","19070014","",""
"vo_fpc","907","","21","","","vo_fpc_20700","","19070015","0",""
"127111","907","0","11","0","10","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0.5","19070016","1","0"
"0","907","","91","","","","","19070017","",""
"0.5","907","","93","","","0","","19070018","",""
"113111","907","","2","12","-180","-150","","19070019","4.11764705882353",""
"21","907","","33","12","-180","-150","","19070020","4.11764705882353",""
"","907","","91","","","","","19070021","",""
"113111","907","","3","","1","07_ruka_float2","","19070022","","0.1"
"vo_fpc","907","","21","","","vo_fpc_20701","","19070023","0",""
"113111","907","0","11","0","10","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0.5","19070024","1","0"
"0","907","","91","","","","","19070025","",""
"0.5","907","","93","","","0","","19070026","",""
"vo_fpc","907","","21","","","vo_fpc_20702","","19070027","0",""
"113111","907","0","11","0","10","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0.5","19070028","1","0"
"0","907","","91","","","","","19070029","",""
"0.5","907","","93","","","0","","19070030","",""
"vo_fpc","907","","21","","","vo_fpc_20703","","19070031","0",""
"113111","907","0","11","0","10","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0.5","19070032","1","0"
"0","907","","91","","","","","19070033","",""
"0.5","907","","93","","","0","","19070034","",""
"113111","907","","3","","1","07_ruka_float","","19070035","","0.1"
"vo_fpc","907","","21","","","vo_fpc_20704","","19070036","0",""
"113111","907","0","11","0","10","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0.5","19070037","1","0"
"0","907","","91","","","","","19070038","",""
"0.5","907","","93","","","0","","19070039","",""
"113111","907","","2","","-180","850","","19070040","4.52488687782805",""
"21","907","","33","","-180","850","","19070041","4.52488687782805",""
"113111","907","","4","","","1","","19070042","",""
"113111","907","","3","","1","07_ruka_float","","19070043","","0.1"
"3.2","907","","93","","","0","","19070044","",""
"127111","907","0.1","3","1","0","07_shinobu_turnFace_in","","19070045","07_shinobu_turnFace_loop","0.1"
"19070040","907","","91","","","","","19070046","",""
"4","907","","2","","-180","-200","","19070047","3.82352941176471",""
"31","907","","33","","-180","-200","","19070048","3.82352941176471",""
"19070047","907","","91","","","","","19070049","",""
"127111","907","0.1","3","1","0","07_shinobu_surprise_in","","19070050","07_shinobu_surprise_loop","0.1"
"vo_fpc","907","","21","","","vo_fpc_20705","","19070051","0",""
"4","907","120","11","0","10","うう…おね…","0.5","19070052","1","0"
"0","907","","91","","","","","19070053","",""
"0.5","907","","93","","","0","","19070054","",""
"4","907","","3","","1","07_dokuro_spin","","19070055","","0.2"
"vo_fpc","907","","21","","","vo_fpc_20706","","19070056","0",""
"4","907","120","11","0","10","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","0.5","19070057","1","0"
"0","907","","91","","","","","19070058","",""
"0.5","907","","93","","","0","","19070059","",""
"127111","907","0.1","3","1","0","07_shinobu_sad_in","","19070060","07_shinobu_sad_loop","0.1"
"vo_fpc","907","","21","","","vo_fpc_20707","","19070061","0",""
"127111","907","0","11","0","10","やっぱり自業自得のようですね…\n放っておきましょう。","0.5","19070062","1","0"
"0","907","","91","","","","","19070063","",""
"0.5","907","","93","","","0","","19070064","",""
"127111","907","0.1","3","1","0","07_shinobu_swim_in","","19070065","07_shinobu_swim_loop","0.1"
"11","907","","32","","","1","","19070066","",""
"127111","907","","2","","-125","850","","19070067","3.08823529411765",""
"11","907","","33","","-125","850","","19070068","3.08823529411765",""
"4","907","","3","","1","07_dokuro_float","","19070069","","0.3"
"4","907","","2","","-180","850","","19070070","6.17647058823529",""
"31","907","","33","","-180","850","","19070071","6.17647058823529",""
"19070070","907","","91","","","","","19070072","",""
"1","908","0","1","-15","12","107811","cmn_walk_r","19080001","750","1.4875"
"1","908","0","1","-180","23","126911","cmn_swm_tread","19080002","-900","1.75"
"5","908","0","5","-180","22","5","08_penpokorin","19080003","-900","1.75"
"1007","908","","31","1","-850","10071","","19080004","-180","0"
"3","908","","31","1","-900","3","","19080005","-180","1"
"se_10053800","908","","23","","1","se_fpc_water_random","","19080006","",""
"19080005","908","","91","","","","","19080007","",""
"126911","908","","2","12","-180","-100","","19080008","5.88235294117647",""
"5","908","","2","12","-180","-100","","19080009","5.88235294117647",""
"3","908","","33","12","-180","-100","","19080010","5.88235294117647",""
"10071","908","","33","12","-180","-50","","19080011","5.88235294117647",""
"2.3","908","","93","","","0","","19080012","",""
"vo_fpc","908","","21","","","vo_fpc_20800","","19080013","0",""
"10071","908","","32","","","1","","19080014","",""
"107811","908","","2","12","-15","300","","19080015","3.30882352941176",""
"19080015","908","","91","","","","","19080016","",""
"107811","908","0.1","3","1","0","08_kyaru_surprise_in","","19080017","08_kyaru_surprise_loop","0.1"
"vo_fpc","908","","21","","","vo_fpc_20801","","19080018","0",""
"107811","908","0","11","0","10","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0.5","19080019","1","0"
"0","908","","91","","","","","19080020","",""
"0.5","908","","93","","","0","","19080021","",""
"vo_fpc","908","","21","","","vo_fpc_20802","","19080022","0",""
"107811","908","0","11","0","10","なに持ち込んでんのよ！","0.5","19080023","1","0"
"0","908","","91","","","","","19080024","",""
"0.5","908","","93","","","0","","19080025","",""
"126911","908","","3","","1","08_ranfa_talk","","19080026","","0.1"
"5","908","","3","","1","08_penpokorin","","19080027","","0.1"
"vo_fpc","908","","21","","","vo_fpc_20803","","19080028","0",""
"126911","908","0","11","0","10","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0.5","19080029","1","0"
"0","908","","91","","","","","19080030","",""
"0.5","908","","93","","","0","","19080031","",""
"126911","908","","3","","1","cmn_swm_tread","","19080032","","0.1"
"5","908","","3","","1","08_penpokorin","","19080033","","0.1"
"107811","908","0.1","3","1","0","08_kyaru_talk_in","","19080034","08_kyaru_talk_loop","0.1"
"vo_fpc","908","","21","","","vo_fpc_20804","","19080035","0",""
"107811","908","0","11","0","10","そ、そう…\nそれにしてもそいつ、浮くんだ…","0.5","19080036","1","0"
"0","908","","91","","","","","19080037","",""
"0.5","908","","93","","","0","","19080038","",""
"126911","908","","3","","1","08_ranfa_talk","","19080039","","0.1"
"5","908","","3","","1","08_penpokorin","","19080040","","0.1"
"vo_fpc","908","","21","","","vo_fpc_20805","","19080041","0",""
"126911","908","0","11","0","10","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0.5","19080042","1","0"
"0","908","","91","","","","","19080043","",""
"0.5","908","","93","","","0","","19080044","",""
"126911","908","","3","","1","cmn_swm_tread","","19080045","","0.1"
"5","908","","3","","1","08_penpokorin","","19080046","","0.1"
"107811","908","0.1","3","1","0","08_kyaru_deny_in","","19080047","08_kyaru_deny_loop","0.1"
"vo_fpc","908","","21","","","vo_fpc_20806","","19080048","0",""
"107811","908","0","11","0","10","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0.5","19080049","1","0"
"0","908","","91","","","","","19080050","",""
"0.5","908","","93","","","0","","19080051","",""
"107811","908","","3","","1","08_kyaru_run","","19080052","",""
"107811","908","","2","","-15","850","","19080053","2.07390648567119",""
"19080053","908","","91","","","","","19080054","",""
"126911","908","","2","","-180","850","","19080055","4.29864253393665",""
"5","908","","2","","-180","850","","19080056","4.29864253393665",""
"3","908","","33","","-180","850","","19080057","4.29864253393665",""
"19080057","908","","91","","","","","19080058","",""
"1","909","0","1","-125","12","113611","09_jun_spreadFloat","19090001","-850","1.75"
"1","909","1","1","-125","12","113511","09_cmn_float","19090002","-850","1.75"
"1","909","0","1","-180","22","113411","09_cmn_float","19090003","-1050","1.75"
"1","909","1","1","-15","12","122811","09_misogi_run","19090004","750","1.4875"
"4","909","","31","1","-850","11","","19090005","-125","1"
"6","909","","31","1","-820","21","","19090006","-125","1"
"6","909","","31","1","-1050","31","","19090007","-180","1"
"se_10053800","909","","23","","1","se_fpc_water_random","","19090008","",""
"19090007","909","","91","","","0","","19090009","",""
"113611","909","","2","12","-125","225","","19090010","6.32352941176471",""
"11","909","","33","12","-125","225","","19090011","6.32352941176471",""
"3","909","","93","","","0","","19090012","",""
"122811","909","","2","","-15","-750","","19090013","5.65610859728507",""
"0.7","909","","93","","","0","","19090014","",""
"113611","909","0.1","3","1","0","09_jun_notice_in","","19090015","09_jun_notice_loop","0.1"
"19090010","909","","91","","","","","19090016","",""
"113611","909","0.1","3","1","0","09_jun_alart_in","","19090017","09_jun_alart_loop","0.1"
"113511","909","","2","12","-125","-125","","19090018","4.26470588235294",""
"21","909","","33","12","-125","-95","","19090019","4.26470588235294",""
"113411","909","","2","12","-180","-350","","19090020","4.11764705882353",""
"31","909","","33","12","-180","-350","","19090021","4.11764705882353",""
"0.5","909","","93","","","0","","19090022","",""
"vo_fpc","909","","21","","","vo_fpc_20900","","19090023","0",""
"113611","909","0","11","0","10","おっと…\nプールサイドを走ったら危ないよ！","0.5","19090024","1","0"
"0","909","","91","","","","","19090025","",""
"0.5","909","","93","","","0","","19090026","",""
"19090018","909","","91","","","","","19090027","",""
"113611","909","0.1","3","1","0","09_jun_idle_in","","19090028","09_jun_idle_loop","0.1"
"113511","909","","3","","1","09_cmn_float_talk","","19090029","","0.1"
"vo_fpc","909","","21","","","vo_fpc_20901","","19090030","0",""
"113511","909","0","11","0","10","あら？\n今、ジュンさんの声がしたような…","0.5","19090031","1","0"
"0","909","","91","","","","","19090032","",""
"0.5","909","","93","","","0","","19090033","",""
"19090033","909","","91","","","","","19090034","",""
"113511","909","","3","","1","09_cmn_float","","19090035","","0.1"
"113411","909","","3","","1","09_cmn_float_search","","19090036","","0.1"
"vo_fpc","909","","21","","","vo_fpc_20902","","19090037","0",""
"113411","909","0","11","0","10","え？　ホント？\nどこだろー？","0.5","19090038","1","0"
"0","909","","91","","","","","19090039","",""
"0.5","909","","93","","","0","","19090040","",""
"113611","909","","3","","1","09_jun_talk1_loop","","19090041","","0.1"
"113411","909","","3","","1","09_cmn_float","","19090042","","0.1"
"vo_fpc","909","","21","","","vo_fpc_20903","","19090043","0",""
"113611","909","0","11","0","10","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0.5","19090044","1","0"
"0","909","","91","","","","","19090045","",""
"0.5","909","","93","","","0","","19090046","",""
"vo_fpc","909","","21","","","vo_fpc_20904","","19090047","0",""
"113611","909","0","11","0","10","あのー…\nどなたか探しておられるのですか？","0.5","19090048","1","0"
"0","909","","91","","","","","19090049","",""
"0.5","909","","93","","","0","","19090050","",""
"113511","909","","4","","","0","","19090051","",""
"21","909","","33","","-125","-125","","19090052","0",""
"113511","909","0.1","3","1","0","09_cmn_float_notice","","19090053","09_cmn_float_talk",""
"vo_fpc","909","","21","","","vo_fpc_20905","","19090054","0",""
"113511","909","0","11","0","10","はい、いつも鎧姿の人なんですけど…","0.5","19090055","1","0"
"0","909","","91","","","","","19090056","",""
"0.5","909","","93","","","0","","19090057","",""
"113411","909","","3","","1","09_cmn_float_smile","","19090058","","0.1"
"113511","909","","3","","1","09_cmn_float","","19090059","","0.1"
"vo_fpc","909","","21","","","vo_fpc_20906","","19090060","0",""
"113411","909","0","11","0","10","面白くてかっこいい人なんだ♪","0.5","19090061","1","0"
"0","909","","91","","","","","19090062","",""
"0.5","909","","93","","","0","","19090063","",""
