8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"","","","","","10072","32","906","19060036","1",""
"","","","","","19060029","91","906","19060037","",""
"","","","","","126911","4","906","19060038","1",""
"0","-180","","","","11","33","906","19060039","180",""
"06_ranpha_float_shy","0","0.1","0.1","","126911","3","906","19060040","06_ranpha_float_notice","1"
"","1","0.1","","","117311","3","906","19060041","cmn_float",""
"0","","","","","vo_fpc","21","906","19060042","vo_fpc_20603",""
"1","10","0","0","0.5","126911","11","906","19060043","あっ…","0"
"","","","","","0","91","906","19060044","",""
"","","","","","0.5","93","906","19060045","0",""
"06_chika_float_notice","0","0.1","0.1","","117311","3","906","19060046","06_chika_float_notice_in","1"
"0","","","","","vo_fpc","21","906","19060047","vo_fpc_20604",""
"1","10","0","0","0.5","117311","11","906","19060048","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","0"
"","","","","","0","91","906","19060049","",""
"","","","","","0.5","93","906","19060050","0",""
"0","","","","","vo_fpc","21","906","19060051","vo_fpc_20605",""
"1","10","0","0","0.5","126911","11","906","19060052","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","0"
"","","","","","0","91","906","19060053","",""
"","","","","","0.5","93","906","19060054","0",""
"","1","","0.2","","117311","3","906","19060055","06_chika_float_smile",""
"0","","","","","vo_fpc","21","906","19060056","vo_fpc_20606",""
"1","10","0","0","0.5","117311","11","906","19060057","はい。","0"
"","","","","","0","91","906","19060058","",""
"","","","","","0.5","93","906","19060059","0",""
"0","","","","","vo_fpc","21","906","19060060","vo_fpc_20607",""
"","1","","0.2","","126911","3","906","19060061","06_cmn_float_sing",""
"","1","","0.2","","117311","3","906","19060062","06_cmn_float_sing",""
"","","","","","10071","32","906","19060063","0",""
"","","","","","10071","32","906","19060064","1",""
"","","","","","10081","32","906","19060065","1",""
"","","","","","2","93","906","19060066","0",""
"4.11764705882353","-180","","","","126911","2","906","19060067","850",""
"4.11764705882353","-180","","","","11","33","906","19060068","880",""
"4.11764705882353","-180","","","","10071","33","906","19060069","880",""
"5.88235294117647","-125","","","","117311","2","906","19060070","850",""
"5.88235294117647","-125","","","","21","33","906","19060071","850",""
"5.88235294117647","-125","","","","10081","33","906","19060072","850",""
"","","","","","1.5","93","906","19060073","0",""
"","","","","","10071","32","906","19060074","0",""
"","","","","","10071","32","906","19060075","1",""
"","","","","","10081","32","906","19060076","0",""
"","","","","","10081","32","906","19060077","1",""
"","","","","","19060070","91","906","19060078","",""
"-850","12","0","1.75","07_shinobu_search","1","1","907","19070001","127111","-125"
"-850","22","0","1.75","07_ruka_float","1","1","907","19070002","113111","-180"
"-850","22","0","1.75","07_dokuro_float","4","5","907","19070003","4","-180"
"-125","-850","","1","","5","31","907","19070004","11","1"
"-180","-850","","1","","4","31","907","19070005","21","1"
"-180","-850","","1","","4","31","907","19070006","31","1"
"","1","","","","se_10053800","23","907","19070007","se_fpc_water_random",""
"","","","","","19070006","91","907","19070008","0",""
"","1","","0.1","","127111","3","907","19070009","07_shinobu_search",""
"8.38806396344946","-125","","","","127111","2","907","19070010","325","12"
"8.38806396344946","-125","","","","11","33","907","19070011","325","12"
"","","","","","","91","907","19070012","",""
"07_shinobu_talk_loop","0","0.1","0.1","","127111","3","907","19070013","07_shinobu_talk_in","1"
"","","","","","1","93","907","19070014","0",""
"0","","","","","vo_fpc","21","907","19070015","vo_fpc_20700",""
"1","10","0","0","0.5","127111","11","907","19070016","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0"
"","","","","","0","91","907","19070017","",""
"","","","","","0.5","93","907","19070018","0",""
"4.11764705882353","-180","","","","113111","2","907","19070019","-150","12"
"4.11764705882353","-180","","","","21","33","907","19070020","-150","12"
"","","","","","","91","907","19070021","",""
"","1","","0.1","","113111","3","907","19070022","07_ruka_float2",""
"0","","","","","vo_fpc","21","907","19070023","vo_fpc_20701",""
"1","10","0","0","0.5","113111","11","907","19070024","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0"
"","","","","","0","91","907","19070025","",""
"","","","","","0.5","93","907","19070026","0",""
"0","","","","","vo_fpc","21","907","19070027","vo_fpc_20702",""
"1","10","0","0","0.5","113111","11","907","19070028","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0"
"","","","","","0","91","907","19070029","",""
"","","","","","0.5","93","907","19070030","0",""
"0","","","","","vo_fpc","21","907","19070031","vo_fpc_20703",""
"1","10","0","0","0.5","113111","11","907","19070032","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0"
"","","","","","0","91","907","19070033","",""
"","","","","","0.5","93","907","19070034","0",""
"","1","","0.1","","113111","3","907","19070035","07_ruka_float",""
"0","","","","","vo_fpc","21","907","19070036","vo_fpc_20704",""
"1","10","0","0","0.5","113111","11","907","19070037","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0"
"","","","","","0","91","907","19070038","",""
"","","","","","0.5","93","907","19070039","0",""
"4.52488687782805","-180","","","","113111","2","907","19070040","850",""
"4.52488687782805","-180","","","","21","33","907","19070041","850",""
"","","","","","113111","4","907","19070042","1",""
"","1","","0.1","","113111","3","907","19070043","07_ruka_float",""
"","","","","","3.2","93","907","19070044","0",""
"07_shinobu_turnFace_loop","0","0.1","0.1","","127111","3","907","19070045","07_shinobu_turnFace_in","1"
"","","","","","19070040","91","907","19070046","",""
"3.82352941176471","-180","","","","4","2","907","19070047","-200",""
"3.82352941176471","-180","","","","31","33","907","19070048","-200",""
"","","","","","19070047","91","907","19070049","",""
"07_shinobu_surprise_loop","0","0.1","0.1","","127111","3","907","19070050","07_shinobu_surprise_in","1"
"0","","","","","vo_fpc","21","907","19070051","vo_fpc_20705",""
"1","10","120","0","0.5","4","11","907","19070052","うう…おね…","0"
"","","","","","0","91","907","19070053","",""
"","","","","","0.5","93","907","19070054","0",""
"","1","","0.2","","4","3","907","19070055","07_dokuro_spin",""
"0","","","","","vo_fpc","21","907","19070056","vo_fpc_20706",""
"1","10","120","0","0.5","4","11","907","19070057","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","0"
"","","","","","0","91","907","19070058","",""
"","","","","","0.5","93","907","19070059","0",""
"07_shinobu_sad_loop","0","0.1","0.1","","127111","3","907","19070060","07_shinobu_sad_in","1"
"0","","","","","vo_fpc","21","907","19070061","vo_fpc_20707",""
"1","10","0","0","0.5","127111","11","907","19070062","やっぱり自業自得のようですね…\n放っておきましょう。","0"
"","","","","","0","91","907","19070063","",""
"","","","","","0.5","93","907","19070064","0",""
"07_shinobu_swim_loop","0","0.1","0.1","","127111","3","907","19070065","07_shinobu_swim_in","1"
"","","","","","11","32","907","19070066","1",""
"3.08823529411765","-125","","","","127111","2","907","19070067","850",""
"3.08823529411765","-125","","","","11","33","907","19070068","850",""
"","1","","0.3","","4","3","907","19070069","07_dokuro_float",""
"6.17647058823529","-180","","","","4","2","907","19070070","850",""
"6.17647058823529","-180","","","","31","33","907","19070071","850",""
"","","","","","19070070","91","907","19070072","",""
"750","12","0","1.4875","cmn_walk_r","1","1","908","19080001","107811","-15"
"-900","23","0","1.75","cmn_swm_tread","1","1","908","19080002","126911","-180"
"-900","22","0","1.75","08_penpokorin","5","5","908","19080003","5","-180"
"-180","-850","","0","","1007","31","908","19080004","10071","1"
"-180","-900","","1","","3","31","908","19080005","3","1"
"","1","","","","se_10053800","23","908","19080006","se_fpc_water_random",""
"","","","","","19080005","91","908","19080007","",""
"5.88235294117647","-180","","","","126911","2","908","19080008","-100","12"
"5.88235294117647","-180","","","","5","2","908","19080009","-100","12"
"5.88235294117647","-180","","","","3","33","908","19080010","-100","12"
"5.88235294117647","-180","","","","10071","33","908","19080011","-50","12"
"","","","","","2.3","93","908","19080012","0",""
"0","","","","","vo_fpc","21","908","19080013","vo_fpc_20800",""
"","","","","","10071","32","908","19080014","1",""
"3.30882352941176","-15","","","","107811","2","908","19080015","300","12"
"","","","","","19080015","91","908","19080016","",""
"08_kyaru_surprise_loop","0","0.1","0.1","","107811","3","908","19080017","08_kyaru_surprise_in","1"
"0","","","","","vo_fpc","21","908","19080018","vo_fpc_20801",""
"1","10","0","0","0.5","107811","11","908","19080019","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0"
"","","","","","0","91","908","19080020","",""
"","","","","","0.5","93","908","19080021","0",""
"0","","","","","vo_fpc","21","908","19080022","vo_fpc_20802",""
"1","10","0","0","0.5","107811","11","908","19080023","なに持ち込んでんのよ！","0"
"","","","","","0","91","908","19080024","",""
"","","","","","0.5","93","908","19080025","0",""
"","1","","0.1","","126911","3","908","19080026","08_ranfa_talk",""
"","1","","0.1","","5","3","908","19080027","08_penpokorin",""
"0","","","","","vo_fpc","21","908","19080028","vo_fpc_20803",""
"1","10","0","0","0.5","126911","11","908","19080029","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0"
"","","","","","0","91","908","19080030","",""
"","","","","","0.5","93","908","19080031","0",""
"","1","","0.1","","126911","3","908","19080032","cmn_swm_tread",""
"","1","","0.1","","5","3","908","19080033","08_penpokorin",""
"08_kyaru_talk_loop","0","0.1","0.1","","107811","3","908","19080034","08_kyaru_talk_in","1"
"0","","","","","vo_fpc","21","908","19080035","vo_fpc_20804",""
"1","10","0","0","0.5","107811","11","908","19080036","そ、そう…\nそれにしてもそいつ、浮くんだ…","0"
"","","","","","0","91","908","19080037","",""
"","","","","","0.5","93","908","19080038","0",""
"","1","","0.1","","126911","3","908","19080039","08_ranfa_talk",""
"","1","","0.1","","5","3","908","19080040","08_penpokorin",""
"0","","","","","vo_fpc","21","908","19080041","vo_fpc_20805",""
"1","10","0","0","0.5","126911","11","908","19080042","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0"
"","","","","","0","91","908","19080043","",""
"","","","","","0.5","93","908","19080044","0",""
"","1","","0.1","","126911","3","908","19080045","cmn_swm_tread",""
"","1","","0.1","","5","3","908","19080046","08_penpokorin",""
"08_kyaru_deny_loop","0","0.1","0.1","","107811","3","908","19080047","08_kyaru_deny_in","1"
"0","","","","","vo_fpc","21","908","19080048","vo_fpc_20806",""
"1","10","0","0","0.5","107811","11","908","19080049","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0"
"","","","","","0","91","908","19080050","",""
"","","","","","0.5","93","908","19080051","0",""
"","1","","","","107811","3","908","19080052","08_kyaru_run",""
"2.07390648567119","-15","","","","107811","2","908","19080053","850",""
"","","","","","19080053","91","908","19080054","",""
"4.29864253393665","-180","","","","126911","2","908","19080055","850",""
"4.29864253393665","-180","","","","5","2","908","19080056","850",""
"4.29864253393665","-180","","","","3","33","908","19080057","850",""
"","","","","","19080057","91","908","19080058","",""
"-850","12","0","1.75","09_jun_spreadFloat","1","1","909","19090001","113611","-125"
"-850","12","1","1.75","09_cmn_float","1","1","909","19090002","113511","-125"
"-1050","22","0","1.75","09_cmn_float","1","1","909","19090003","113411","-180"
"750","12","1","1.4875","09_misogi_run","1","1","909","19090004","122811","-15"
"-125","-850","","1","","4","31","909","19090005","11","1"
"-125","-820","","1","","6","31","909","19090006","21","1"
"-180","-1050","","1","","6","31","909","19090007","31","1"
"","1","","","","se_10053800","23","909","19090008","se_fpc_water_random",""
"","","","","","19090007","91","909","19090009","0",""
"6.32352941176471","-125","","","","113611","2","909","19090010","225","12"
"6.32352941176471","-125","","","","11","33","909","19090011","225","12"
"","","","","","3","93","909","19090012","0",""
"5.65610859728507","-15","","","","122811","2","909","19090013","-750",""
"","","","","","0.7","93","909","19090014","0",""
"09_jun_notice_loop","0","0.1","0.1","","113611","3","909","19090015","09_jun_notice_in","1"
"","","","","","19090010","91","909","19090016","",""
"09_jun_alart_loop","0","0.1","0.1","","113611","3","909","19090017","09_jun_alart_in","1"
"4.26470588235294","-125","","","","113511","2","909","19090018","-125","12"
"4.26470588235294","-125","","","","21","33","909","19090019","-95","12"
"4.11764705882353","-180","","","","113411","2","909","19090020","-350","12"
"4.11764705882353","-180","","","","31","33","909","19090021","-350","12"
"","","","","","0.5","93","909","19090022","0",""
"0","","","","","vo_fpc","21","909","19090023","vo_fpc_20900",""
"1","10","0","0","0.5","113611","11","909","19090024","おっと…\nプールサイドを走ったら危ないよ！","0"
"","","","","","0","91","909","19090025","",""
"","","","","","0.5","93","909","19090026","0",""
"","","","","","19090018","91","909","19090027","",""
"09_jun_idle_loop","0","0.1","0.1","","113611","3","909","19090028","09_jun_idle_in","1"
"","1","","0.1","","113511","3","909","19090029","09_cmn_float_talk",""
"0","","","","","vo_fpc","21","909","19090030","vo_fpc_20901",""
"1","10","0","0","0.5","113511","11","909","19090031","あら？\n今、ジュンさんの声がしたような…","0"
"","","","","","0","91","909","19090032","",""
"","","","","","0.5","93","909","19090033","0",""
"","","","","","19090033","91","909","19090034","",""
"","1","","0.1","","113511","3","909","19090035","09_cmn_float",""
