0a3bfb4723a703ad24d9544d956c287c5f48ff8584fd774f3ffd2b2d76b0f871,1572a1482f0d786b6b6a415758b2a8201704ba74200e40eccb6111a6bcfc771e,dc797782ce4871059ec4d4bb64b2648f09ca3c6887613d6987dd105632f37178,8663654102e7bc672026ed4442037e10ce299a7482db27265a8b96ce87e051bf,e8babffb8f934b3c35a6f120270f9a8608193f65e1864cea1f6f1ec7310a2f82,91b9ee527d259bf88bd547356e9abb16ab0a6438e3adab849a0b3458761e4005,faa50ff7e55ef4a49ace65c4ed68b435b190bf6336d07b22c99e56bb4af9648c,ffc90f9b7e82e4c628c707352690a1b9559a6376e49fe9ed2932ed9de007a878
"狂乱の配信者・カガミSPECIAL討伐！","11001212","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001212","99001212","1"
"オブシダンゴーレムNORMAL討伐！","11001213","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001213","99001213","1"
"オブシダンゴーレムHARD討伐！","11001214","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001214","99001214","1"
"オブシダンゴーレムVERY HARD討伐！","11001215","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001215","99001215","1"
"オブシダンゴーレムSPECIAL討伐！","11001216","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001216","99001216","1"
"アンハッピートレントNORMAL討伐！","11001217","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001217","99001217","1"
"アンハッピートレントHARD討伐！","11001218","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001218","99001218","1"
"アンハッピートレントVERY HARD討伐！","11001219","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001219","99001219","1"
"アンハッピートレントSPECIAL討伐！","11001220","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001220","99001220","1"
"穢れし湯ノ神・陽卵NORMAL討伐！","11001221","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001221","99001221","1"
"穢れし湯ノ神・陽卵HARD討伐！","11001222","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001222","99001222","1"
"穢れし湯ノ神・陽卵VERY HARD討伐！","11001223","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001223","99001223","1"
"穢れし湯ノ神・陽卵SPECIAL討伐！","11001224","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001224","99001224","1"
"楽園の守護者NORMAL討伐！","11001225","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001225","99001225","1"
"楽園の守護者HARD討伐！","11001226","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001226","99001226","1"
"楽園の守護者VERY HARD討伐！","11001227","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001227","99001227","1"
"楽園の守護者SPECIAL討伐！","11001228","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001228","99001228","1"
"久遠の園を象る者NORMAL討伐！","11001229","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001229","99001229","1"
"久遠の園を象る者HARD討伐！","11001230","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001230","99001230","1"
"久遠の園を象る者VERY HARD討伐！","11001231","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001231","99001231","1"
"久遠の園を象る者SPECIAL討伐！","11001232","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001232","99001232","1"
"願福寄災の招き猫NORMAL討伐！","11001233","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001233","99001233","1"
"願福寄災の招き猫HARD討伐！","11001234","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001234","99001234","1"
"願福寄災の招き猫VERY HARD討伐！","11001235","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001235","99001235","1"
"願福寄災の招き猫SPECIAL討伐！","11001236","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001236","99001236","1"
"ダイオウショウジョウNORMAL討伐！","11001237","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001237","99001237","1"
"ダイオウショウジョウHARD討伐！","11001238","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001238","99001238","1"
"ダイオウショウジョウVERY HARD討伐！","11001239","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001239","99001239","1"
"ダイオウショウジョウSPECIAL討伐！","11001240","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001240","99001240","1"
"叡智の錬金術師・モーヴNORMAL討伐！","11001241","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001241","99001241","1"
"叡智の錬金術師・モーヴHARD討伐！","11001242","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001242","99001242","1"
"叡智の錬金術師・モーヴVERY HARD討伐！","11001243","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001243","99001243","1"
"叡智の錬金術師・モーヴSPECIAL討伐！","11001244","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001244","99001244","1"
"変貌せし従者・ブラドNORMAL討伐！","11001245","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001245","99001245","1"
"変貌せし従者・ブラドHARD討伐！","11001246","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001246","99001246","1"
"変貌せし従者・ブラドVERY HARD討伐！","11001247","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001247","99001247","1"
"変貌せし従者・ブラドSPECIAL討伐！","11001248","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001248","99001248","1"
"天地万物の美に通ず","11001249","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001249","99001249","1"
"復活の白き島クジラNORMAL討伐！","11001250","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001250","99001250","1"
"復活の白き島クジラHARD討伐！","11001251","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001251","99001251","1"
"復活の白き島クジラVERY HARD討伐！","11001252","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001252","99001252","1"
"復活の白き島クジラSPECIAL討伐！","11001253","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001253","99001253","1"
"グラッジレイスNORMAL討伐！","11001254","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001254","99001254","1"
"グラッジレイスHARD討伐！","11001255","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001255","99001255","1"
"グラッジレイスVERY HARD討伐！","11001256","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001256","99001256","1"
"グラッジレイスSPECIAL討伐！","11001257","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001257","99001257","1"
"放たれし暴魔・アルゲースNORMAL討伐！","11001258","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001258","99001258","1"
"放たれし暴魔・アルゲースHARD討伐！","11001259","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001259","99001259","1"
"放たれし暴魔・アルゲースVERY HARD討伐！","11001260","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001260","99001260","1"
"放たれし暴魔・アルゲースSPECIAL討伐！","11001261","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001261","99001261","1"
"よくできたじゃない！","11001262","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001262","99001262","1"
"もっと教えてヒデサイ♪","11001263","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001263","99001263","1"
"駆け出し生徒","11001264","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001264","99001264","1"
"道半ばの学生","11001265","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001265","99001265","1"
"覚醒の学徒","11001266","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001266","99001266","1"
"カリドNORMAL討伐！","11001267","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001267","99001267","1"
"カリドHARD討伐！","11001268","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001268","99001268","1"
"カリドVERY HARD討伐！","11001269","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001269","99001269","1"
"カリドSPECIAL討伐！","11001270","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001270","99001270","1"
"Happy married life","11001271","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001271","99001271","1"
"ミソラ NORMAL討伐！","11001272","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001272","99001272","1"
"ミソラ HARD討伐！","11001273","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001273","99001273","1"
"ミソラ VERY HARD討伐！","11001274","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001274","99001274","1"
"ミソラ SPECIAL討伐！","11001275","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001275","99001275","1"
"立派な冒険者めざして","11001276","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001276","99001276","1"
"バジリスク・アロスNORMAL討伐！","11001277","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001277","99001277","1"
"バジリスク・アロスHARD討伐！","11001278","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001278","99001278","1"
"バジリスク・アロスVERY HARD討伐！","11001279","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001279","99001279","1"
"バジリスク・アロスSPECIAL討伐！","11001280","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001280","99001280","1"
"メテオ・イン・ドリームNORMAL討伐！","11001281","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001281","99001281","1"
"メテオ・イン・ドリームHARD討伐！","11001282","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001282","99001282","1"
"メテオ・イン・ドリームVERY HARD討伐！","11001283","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001283","99001283","1"
"メテオ・イン・ドリームSPECIAL討伐！","11001284","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001284","99001284","1"
"幸多き年になりますように","11001285","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001285","99001285","1"
"赤い霧の精霊NORMAL討伐！","11001286","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001286","99001286","1"
"赤い霧の精霊HARD討伐！","11001287","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001287","99001287","1"
"赤い霧の精霊VERY HARD討伐！","11001288","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001288","99001288","1"
"赤い霧の精霊SPECIAL討伐！","11001289","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001289","99001289","1"
"顕れる苦衷 アイラ＆シナツNORMAL討伐！","11001290","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001290","99001290","1"
"顕れる苦衷 アイラ＆シナツHARD討伐！","11001291","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001291","99001291","1"
"顕れる苦衷 アイラ＆シナツVERY HARD討伐！","11001292","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001292","99001292","1"
"顕れる苦衷 アイラ＆シナツSPECIAL討伐！","11001293","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001293","99001293","1"
"奈落の聖女トミヱNORMAL討伐！","11001294","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001294","99001294","1"
"奈落の聖女トミヱHARD討伐！","11001295","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001295","99001295","1"
"奈落の聖女トミヱVERY HARD討伐！","11001296","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001296","99001296","1"
"奈落の聖女トミヱSPECIAL討伐！","11001297","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001297","99001297","1"
"剛雷獣・ライガホーンNORMAL討伐！","11001298","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001298","99001298","1"
"剛雷獣・ライガホーンHARD討伐！","11001299","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001299","99001299","1"
"剛雷獣・ライガホーンVERY HARD討伐！","11001300","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001300","99001300","1"
"剛雷獣・ライガホーンSPECIAL討伐！","11001301","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001301","99001301","1"
"エリコ班の最終兵器","11001302","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001302","99001302","1"
"マコト班の秘蔵っ子","11001303","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001303","99001303","1"
"主席卒業徽章","11001304","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001304","99001304","1"
"魔物植物・モベルベNORMAL討伐！","11001305","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001305","99001305","1"
"魔物植物・モベルベHARD討伐！","11001306","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001306","99001306","1"
"魔物植物・モベルベVERY HARD討伐！","11001307","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001307","99001307","1"
"魔物植物・モベルベSPECIAL討伐！","11001308","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001308","99001308","1"
"捲土重来・ジーノNORMAL討伐！","11001309","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001309","99001309","1"
"捲土重来・ジーノHARD討伐！","11001310","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001310","99001310","1"
"捲土重来・ジーノVERY HARD討伐！","11001311","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001311","99001311","1"
"捲土重来・ジーノSPECIAL討伐！","11001312","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001312","99001312","1"
"グラドリ年間パス","11001313","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001313","99001313","1"
"真夏のバーサークスライムNORMAL討伐！","11001314","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001314","99001314","1"
"真夏のバーサークスライムHARD討伐！","11001315","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001315","99001315","1"
"真夏のバーサークスライムVERY HARD討伐！","11001316","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001316","99001316","1"
"真夏のバーサークスライムSPECIAL討伐！","11001317","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001317","99001317","1"
"いんじゃね？","11001318","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001318","99001318","1"
"カオス・ジェネレーターNORMAL討伐！","11001319","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001319","99001319","1"
"カオス・ジェネレーターHARD討伐！","11001320","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001320","99001320","1"
"カオス・ジェネレーターVERY HARD討伐！","11001321","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001321","99001321","1"
"カオス・ジェネレーターSPECIAL討伐！","11001322","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001322","99001322","1"
"はい、お疲れSummer","11001323","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001323","99001323","1"
"記憶喰い・シロクジラNORMAL討伐！","11001324","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001324","99001324","1"
"記憶喰い・シロクジラHARD討伐！","11001325","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001325","99001325","1"
"記憶喰い・シロクジラVERY HARD討伐！","11001326","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001326","99001326","1"
"記憶喰い・シロクジラSPECIAL討伐！","11001327","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001327","99001327","1"
"すごーく、よくできました！","11001328","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001328","99001328","1"
"ヴェノム・ヒュドラNORMAL討伐！","11001329","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001329","99001329","1"
"ヴェノム・ヒュドラHARD討伐！","11001330","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001330","99001330","1"
"ヴェノム・ヒュドラVERY HARD討伐！","11001331","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001331","99001331","1"
"ヴェノム・ヒュドラSPECIAL討伐！","11001332","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001332","99001332","1"
"ハイパー・ダッシュジョーNORMAL討伐！","11001333","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001333","99001333","1"
"ハイパー・ダッシュジョーHARD討伐！","11001334","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001334","99001334","1"
"ハイパー・ダッシュジョーVERY HARD討伐！","11001335","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001335","99001335","1"
"ハイパー・ダッシュジョーSPECIAL討伐！","11001336","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001336","99001336","1"
"最強の盗賊と車輛","11001337","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001337","99001337","1"
"媚び媚びおに～さん♡","11001338","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001338","99001338","1"
"天下無双","11001339","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001339","99001339","1"
"ゴーストキッド・ベロリーNORMAL討伐！","11001340","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001340","99001340","1"
"ゴーストキッド・ベロリーHARD討伐！","11001341","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001341","99001341","1"
"ゴーストキッド・ベロリーVERY HARD討伐！","11001342","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001342","99001342","1"
"ゴーストキッド・ベロリーSPECIAL討伐！","11001343","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001343","99001343","1"
"呪縛の大蛇・メドゥシアナNORMAL討伐！","11001344","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001344","99001344","1"
"呪縛の大蛇・メドゥシアナHARD討伐！","11001345","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001345","99001345","1"
"呪縛の大蛇・メドゥシアナVERY HARD討伐！","11001346","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001346","99001346","1"
"呪縛の大蛇・メドゥシアナSPECIAL討伐！","11001347","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001347","99001347","1"
"始原の冠装","11001348","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001348","102011","1"
"ダイブ・アストルム","11001349","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001349","102012","1"
"ASTRUM_Ver1.00","11001350","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001350","0","1"
"アンダンテ・ウィズ・ユー","11001351","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001351","102021","1"
"超鋼乙女Gクローチェ","11001352","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001352","102031","1"
"なぜなにクローチェ","11001353","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001353","0","1"
"結集！","11001354","2030/01/01 23:59:59","10","2018/01/01 15:00:00","1001354","102041","1"
"友達たくさんできるかな？","11101001","2030/01/01 23:59:59","11","2019/09/24 15:00:00","503001","56014001","0"
"友と紡ぐ物語","11101002","2030/01/01 23:59:59","11","2019/09/24 15:00:00","503002","56014002","0"
"友達みんなで仲良く食卓を","11101003","2030/01/01 23:59:59","11","2019/09/24 15:00:00","503003","56014003","0"
"戦友への第一歩","11201001","2030/01/01 23:59:59","12","2019/10/31 12:00:00","504001","56015001","0"
"戦友との錬戦","11201002","2030/01/01 23:59:59","12","2019/10/31 12:00:00","504002","56015002","0"
"戦友と共に","11201003","2030/01/01 23:59:59","12","2019/10/31 12:00:00","504003","56015003","0"
"駆け出しアドベンチャー","11302001","2030/01/01 23:59:59","13","2022/10/31 12:00:00","1302001","51402001","0"
"熟練アドベンチャー","11302002","2030/01/01 23:59:59","13","2022/10/31 12:00:00","1302002","51402002","0"
"マスターオブアドベンチャー","11302003","2030/01/01 23:59:59","13","2022/10/31 12:00:00","1302003","51402003","0"
"異次元からの帰還者","11401001","2030/01/01 23:59:59","14","2023/02/15 15:00:00","1401001","51501001","0"
"ディメンションナイト","11401002","2030/01/01 23:59:59","14","2023/02/15 15:00:00","1401002","51502001","0"
"百戦錬磨の戦姫","11601001","2030/01/01 23:59:59","15","2023/09/07 12:00:00","1601001","51601001","0"
"勇猛無比の風雲姫","11601002","2030/01/01 23:59:59","15","2023/09/07 12:00:00","1601002","51601002","0"
"天下無敵の無双姫","11601003","2030/01/01 23:59:59","15","2023/09/07 12:00:00","1601003","51601003","0"
"星纏う万象の主","11701001","2030/01/01 23:59:59","16","2024/02/15 5:00:00","1701001","51701001","0"
"アビスブレイカー","11801001","2030/01/01 23:59:59","18","2024/02/15 5:00:00","1801001","51801001","0"
"【王宮騎士団】佐賀支部","19901001","2030/01/01 23:59:59","10","2018/01/01 15:00:00","9901001","99900001","1"
"佐賀のプリンセスナイト","19901002","2030/01/01 23:59:59","10","2018/01/01 15:00:00","9901002","99900002","1"
"もう一度、佐賀とつながる物語。","19901003","2030/01/01 23:59:59","10","2018/01/01 15:00:00","9901003","99900003","1"
