427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"lsv_idle_normal","0","0.2","1","3","122711","1009806","0","lsv_choice","","1009806062"
"lsv_idle_normal","0","0.2","1","3","122911","1009806","0","lsv_choice","","1009806063"
"lsv_idle_normal","0","0.2","1","3","122811","1009806","0","lsv_choice","","1009806064"
"","","","","93","0.1","1009806","","0","","1009806065"
"0.33","-235","0.2","2","2","122711","1009806","","-200","","1009806066"
"0.33","-220","0.2","2","2","122911","1009806","","100","","1009806067"
"0.33","-250","0.2","2","2","122811","1009806","","270","","1009806068"
"","","","","93","0.7","1009806","","0","","1009806069"
"","1","","","3","122711","1009806","0.2","lsv_talk_memory_dere2","","1009806070"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0626","","1009806071"
"1","10","0","1","11","122711","1009806","0","アイス…！\nおいしいですよね、\nアイスは…本当に。","0","1009806072"
"","","","","91","0","1009806","","","","1009806073"
"","1","","","3","122711","1009806","0.2","lsv_idle_memory2","","1009806074"
"lsv_talk_guts2_joy_loop","0","0.2","1","3","122811","1009806","0","lsv_talk_guts2_joy","","1009806075"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0627","","1009806076"
"1","10","0","1","11","122811","1009806","0","あー、話してたら\n食べたくなってきちゃった！\n今から食べに行こうよっ。","0","1009806077"
"","","","","91","0","1009806","","","","1009806078"
"","1","","","3","122811","1009806","0.2","lsv_idle_guts2_joy","","1009806079"
"","1","","","3","122911","1009806","0.2","lsv_talk_joy3","","1009806080"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0628","","1009806081"
"1","10","0","1","11","122911","1009806","0","うんっ。\nみゅ～ちゃんもいっしょにね♪\nどんなアイスが好きかな～？","0","1009806082"
"","","","","91","0","1009806","","","","1009806083"
"","1","","","3","122911","1009806","0.2","lsv_idle_joy","","1009806084"
"","","","","101","1009806133","1009806","","","","1009806085"
"lsv_idle_normal","0","0.2","1","3","122711","1009806","0","lsv_choice","","1009806086"
"lsv_idle_normal","0","0.2","1","3","122911","1009806","0","lsv_choice","","1009806087"
"lsv_idle_normal","0","0.2","1","3","122811","1009806","0","lsv_choice","","1009806088"
"","","","","93","0.1","1009806","","0","","1009806089"
"0.33","-235","0.2","2","2","122711","1009806","","-200","","1009806090"
"0.33","-220","0.2","2","2","122911","1009806","","100","","1009806091"
"0.33","-250","0.2","2","2","122811","1009806","","270","","1009806092"
"","","","","93","0.7","1009806","","0","","1009806093"
"","1","","","3","122811","1009806","0.2","lsv_talk_memory_dere2","","1009806094"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0629","","1009806095"
"1","10","0","1","11","122811","1009806","0","あ～、焼きそば～！","0","1009806096"
"","","","","91","0","1009806","","","","1009806097"
"","1","","","3","122811","1009806","0.2","lsv_idle_memory","","1009806098"
"lsv_idle_normal_joyR","0","0.2","1","3","122911","1009806","0","lsv_smile2","","1009806099"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0630","","1009806100"
"1","10","0","1","11","122911","1009806","0","おいしいよね～♪","0","1009806101"
"","","","","91","0","1009806","","","","1009806102"
"","1","","","3","122711","1009806","0.2","lsv_talk_joy3_dere","","1009806103"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0631","","1009806104"
"1","10","0","1","11","122711","1009806","0","あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！","0","1009806105"
"","","","","91","0","1009806","","","","1009806106"
"","1","","","3","122711","1009806","0.2","lsv_idle_joy_dere2","","1009806107"
"","","","","101","1009806133","1009806","","","","1009806108"
"lsv_idle_normal","0","0.2","1","3","122711","1009806","0","lsv_choice","","1009806109"
"lsv_idle_normal","0","0.2","1","3","122911","1009806","0","lsv_choice","","1009806110"
"lsv_idle_normal","0","0.2","1","3","122811","1009806","0","lsv_choice","","1009806111"
"","","","","93","0.1","1009806","","0","","1009806112"
"0.33","-235","0.2","2","2","122711","1009806","","-200","","1009806113"
"0.33","-220","0.2","2","2","122911","1009806","","100","","1009806114"
"0.33","-250","0.2","2","2","122811","1009806","","270","","1009806115"
"","","","","93","0.7","1009806","","0","","1009806116"
"lsv_exactly_joy_loop","0","0.2","1","3","122811","1009806","0","lsv_exactly_joy_in","","1009806117"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0632","","1009806118"
"1","10","0","1","11","122811","1009806","0","うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪","0","1009806119"
"","","","","91","0","1009806","","","","1009806120"
"","1","","","3","122811","1009806","0.2","lsv_idle_joy","","1009806121"
"","1","","","3","122911","1009806","0.2","lsv_talk_surprise_dere","","1009806122"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0633","","1009806123"
"1","10","0","1","11","122911","1009806","0","ミミはシュワシュワが\nやさしいラムネが\nいいな～","0","1009806124"
"","","","","91","0","1009806","","","","1009806125"
"","1","","","3","122911","1009806","0.2","lsv_idle_surprise_joy","","1009806126"
"","1","","","3","122711","1009806","0.2","lsv_talk_normal","","1009806127"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0634","","1009806128"
"1","10","0","1","11","122711","1009806","0","せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。","0","1009806129"
"","","","","91","0","1009806","","","","1009806130"
"","1","","","3","122711","1009806","0.2","lsv_idle_normal","","1009806131"
"","","","","101","1009806133","1009806","","","","1009806132"
"","","","","91","0","1009806","","","","1009806133"
"","","","","102","","1009806","","","","1009806134"
"","","","","22","0","1009806","","0.2","","1009806135"
"","","","","93","0.2","1009806","","","","1009806136"
"0","1","0","0","12","122711","1009806","0","10","0","1009806137"
"","1","","","3","122711","1009806","0.2","lsv_talk_bitter","","1009806138"
"","","","","93","3","1009806","","0","","1009806139"
"","1","","","3","122711","1009806","0.2","lsv_idle_surprise_talkjoy","","1009806140"
"0","1","0","0","12","122811","1009806","0","8","0","1009806141"
"","1","","","3","122811","1009806","0.2","lsv_talk_memory","","1009806142"
"","","","","93","3","1009806","","0","","1009806143"
"","1","","","3","122811","1009806","0.2","lsv_idle_joy","","1009806144"
"0","1","0","0","12","122911","1009806","0","6","0","1009806145"
"","1","","","3","122911","1009806","0.2","lsv_talk_wish_joy","","1009806146"
"","","","","93","3","1009806","","0","","1009806147"
"","1","","","3","122911","1009806","0.2","lsv_idle_normal_joyR","","1009806148"
"","","","","101","1009806137","1009806","","","","1009806149"
"1","1","0","0","6","333","1009806","1","1","","1009806150"
"","","","","4","122711","1009806","","1","","1009806151"
"","1","","","3","122711","1009806","0.2","lsv_run","","1009806152"
"0.8","-235","","0","2","122711","1009806","","-750","","1009806153"
"","","","","4","122911","1009806","","0","","1009806154"
"","1","","","3","122911","1009806","0.2","lsv_run","","1009806155"
"0.8","-220","","0","2","122911","1009806","","750","","1009806156"
"","","","","4","122811","1009806","","0","","1009806157"
"","1","","","3","122811","1009806","0.2","lsv_run","","1009806158"
"0.8","-250","","0","2","122811","1009806","","850","","1009806159"
"","","","","93","0.6","1009806","","","","1009806160"
"1","1","0","0","6","122711","1009806","0.2","1","","1009806161"
"1","1","0","0","6","122911","1009806","0.2","1","","1009806162"
"1","1","0","0","6","122811","1009806","0.2","1","","1009806163"
"","","","","91","0","1009806","","","","1009806164"
"-650","102","0","-235","1","1","1009807","1.95","102011","lsv_idle_normal","1009807001"
"650","100","1","-220","1","1","1009807","1.95","100411","lsv_idle_normal","1009807002"
"750","101","1","-250","1","1","1009807","1.95","103611","lsv_idle_normal","1009807003"
"0","0","0","0","5","1","1009807","1","333","lsv_white_loop","1009807004"
"1","1","0","0","6","333","1009807","0","1","","1009807005"
"1","1","0","0","6","102011","1009807","0","1","","1009807006"
"1","1","0","0","6","100411","1009807","0","1","","1009807007"
"1","1","0","0","6","103611","1009807","0","1","","1009807008"
"","","","","93","1","1009807","","0","","1009807009"
"1","1","0","0.4","6","333","1009807","0.8","1","","1009807010"
"","1","","","3","102011","1009807","0.2","lsv_walk_joy","","1009807011"
"2","-235","","0","2","102011","1009807","","-200","","1009807012"
"1","1","0","1","6","102011","1009807","0.4","1","","1009807013"
"","1","","","3","100411","1009807","0.2","lsv_walk","","1009807014"
"2","-220","","0","2","100411","1009807","","100","","1009807015"
"1","1","0","1","6","100411","1009807","0.4","1","","1009807016"
"","1","","","3","103611","1009807","0.2","lsv_walk","","1009807017"
"2","-250","","0","2","103611","1009807","","270","","1009807018"
"1","1","0","1","6","103611","1009807","0.4","1","","1009807019"
"","","","","93","2","1009807","","0","","1009807020"
"","1","","","3","102011","1009807","0.2","lsv_idle_wish_joyR","","1009807021"
"","1","","","3","100411","1009807","0.2","lsv_idle_normal","","1009807022"
"","1","","","3","103611","1009807","0.2","lsv_idle_normal","","1009807023"
"","","","","93","0.6","1009807","","0","","1009807024"
"","1","","","3","102011","1009807","0.2","lsv_talk_wish_joy","","1009807025"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0721","","1009807026"
"1","10","0","1","11","102011","1009807","0","みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪","0","1009807027"
"","","","","91","0","1009807","","","","1009807028"
"","1","","","3","102011","1009807","0.2","lsv_idle_wish_joyR","","1009807029"
"","1","","","3","103611","1009807","0.2","lsv_talk_surprise_talkjoy","","1009807030"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0722","","1009807031"
"1","10","0","1","11","103611","1009807","0","みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。","0","1009807032"
"","","","","91","0","1009807","","","","1009807033"
"","1","","","3","103611","1009807","0.2","lsv_idle_surprise_doya","","1009807034"
"lsv_talk_arm_crossed_loop2","0","0.2","1","3","100411","1009807","0","lsv_talk_arm_crossed2","","1009807035"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0723","","1009807036"
"1","10","0","1","11","100411","1009807","0","今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。","0","1009807037"
"","","","","91","0","1009807","","","","1009807038"
"","1","","","3","100411","1009807","0.2","lsv_idle_arm_crossed","","1009807039"
"","1","","","3","103611","1009807","0.2","lsv_talk_joy1_normal","","1009807040"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0724","","1009807041"
"1","10","0","1","11","103611","1009807","0","やっぱり情報収集のやり方を\n変えて正解だったね。","0","1009807042"
"","","","","91","0","1009807","","","","1009807043"
"","1","","","3","103611","1009807","0.2","lsv_idle_normal_suprise1","","1009807044"
"lsv_talk_guts2_loop","0","0.2","1","3","100411","1009807","0","lsv_talk_guts2","","1009807045"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0725","","1009807046"
"1","10","0","1","11","100411","1009807","0","あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！","0","1009807047"
"","","","","91","0","1009807","","","","1009807048"
"","1","","","3","100411","1009807","0.2","lsv_idle_normal_joy","","1009807049"
"","1","","","3","102011","1009807","0.2","lsv_talk_joy3","","1009807050"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0726","","1009807051"
"1","10","0","1","11","102011","1009807","0","お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～","0","1009807052"
"","","","","91","0","1009807","","","","1009807053"
"","1","","","3","102011","1009807","0.2","lsv_idle_normal_joyR","","1009807054"
"lsv_talk_arm_crossed_loop2","0","0.2","1","3","103611","1009807","0","lsv_talk_arm_crossed2","","1009807055"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0727","","1009807056"
"1","10","0","1","11","103611","1009807","0","私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？","0","1009807057"
"","","","","91","0","1009807","","","","1009807058"
"","1","","","3","103611","1009807","0.2","lsv_idle_arm_crossed","","1009807059"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009807","0","lsv_choice","","1009807060"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009807","0","lsv_choice","","1009807061"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009807","0","lsv_choice","","1009807062"
"","","","","93","0.1","1009807","","0","","1009807063"
"0.33","-235","0.2","2","2","102011","1009807","","-452","","1009807064"
"0.33","-220","0.2","2","2","100411","1009807","","420","","1009807065"
"0.33","-250","0.2","2","2","103611","1009807","","545","","1009807066"
"","1","","","22","0","1009807","0.2","0","","1009807067"
"","0","","","103","プールバッグのままで。","1009807","","1009807071","","1009807068"
"","0","","","103","バスケットがいいかも。","1009807","","1009807095","","1009807069"
"","0","","","103","リュックサックはどう？","1009807","","1009807119","","1009807070"
"lsv_idle_normal","0","0.2","1","3","102011","1009807","0","lsv_choice","","1009807071"
"lsv_idle_normal","0","0.2","1","3","100411","1009807","0","lsv_choice","","1009807072"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009807","0","lsv_choice","","1009807073"
"","","","","93","0.1","1009807","","0","","1009807074"
"0.33","-235","0.2","2","2","102011","1009807","","-200","","1009807075"
"0.33","-220","0.2","2","2","100411","1009807","","100","","1009807076"
"0.33","-250","0.2","2","2","103611","1009807","","270","","1009807077"
"","","","","93","0.7","1009807","","0","","1009807078"
"","1","","","3","103611","1009807","0.2","lsv_look_idle_sad","","1009807079"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0728","","1009807080"
"1","10","0","1","11","103611","1009807","0","そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。","0","1009807081"
"","","","","91","0","1009807","","","","1009807082"
"","1","","","3","103611","1009807","0.2","lsv_idle_normal","","1009807083"
"","1","","","3","100411","1009807","0.2","lsv_talk_wish_surprise","","1009807084"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0729","","1009807085"
"1","10","0","1","11","100411","1009807","0","確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。","0","1009807086"
"","","","","91","0","1009807","","","","1009807087"
"","1","","","3","100411","1009807","0.2","lsv_idle_wish","","1009807088"
"","1","","","3","102011","1009807","0.2","lsv_talk_normal","","1009807089"
"0","0","","","21","vo_lsv","1009807","","vo_lsv_0730","","1009807090"
"1","10","0","1","11","102011","1009807","0","あと抱っこするときは、\nかわりばんこにするのもね♪","0","1009807091"
"","","","","91","0","1009807","","","","1009807092"
"","1","","","3","102011","1009807","0.2","lsv_idle_normal","","1009807093"
"","","","","101","1009807143","1009807","","","","1009807094"
"lsv_idle_normal","0","0.2","1","3","102011","1009807","0","lsv_choice","","1009807095"
"lsv_idle_normal","0","0.2","1","3","100411","1009807","0","lsv_choice","","1009807096"
"lsv_idle_normal","0","0.2","1","3","103611","1009807","0","lsv_choice","","1009807097"
"","","","","93","0.1","1009807","","0","","1009807098"
