562453eb5e0ae2ae6766e26d2cde9ec3c972f7ffa7a35c4d27c1c97a5ac1c949,1bc83efaa8cbc0d89ec9f63f32363a54f06bcd7571dc214ea3174084824c616a,cfe188b5b1c026e3224b6f5fd9500cb7541ac39928d06955ecbf97391e87051c,1973c28fbde9e19a989b252d9b4a43f8d753b056c3ff574596d904622c09c306,2f7912cdba0846ef4c9963a31e10333b40051751d92504dc7eb7fa477a2bf252,885f2dc96cec72a12e25a9163c59c5a0d9968b9f17a247f874f1f3ad00ec78ea,b4dd02ff64f48f59a36700c052252a38504d557778d549dca9a938879c6bb743,ae24ed0fe8114057e9d141b53a9c7219d145eaa1d6db46983a37c3f7ae00a34e,0bf7034bc115f247b1c0a15263d53f00e685fe739235babb678a9a80c05ee499,25a64722526480cd6ed02a8a1244095af272075172170195ee84cc2bf89d43e6,b2752f52e1221c5037833f6cda7dcc916d82a97667286fc9398759aabe1c15ad,637122460b851a03d9e409b63d6ea73c95e70379598c94c7da04bf52c8f7b063,99fb1e6d3e2d14ee075f5558440973c02ec87afb4b8550da386d518b78034039,7c86cbcb9f476dbaada07f8b6000ef6fbf987f9517da499ea078091c3f10acf8,233038c566f79f1b7e24d4f235219296fbbaca00d414fb6c884d878d61083793
"スペシャルバトルのボスを討伐しよう","9016","81074005","2021/09/18 14:59:59","81074005","3","1","0","2021/08/31 12:00:00","0","6011","601","0","10074105","10074"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81074006","2021/09/18 14:59:59","81074006","5","1","0","2021/08/31 12:00:00","0","6011","601","0","10074106","10074"
"スペシャルバトルのボスのHPを11400000まで減らそう","9018","81075001","2021/09/26 14:59:59","81075001","1","1200000","0","2021/09/17 12:00:00","1","6011","601","0","10075103","10075"
"スペシャルバトルのボスのHPを10200000まで減らそう","9018","81075002","2021/09/26 14:59:59","81075002","1","2400000","0","2021/09/17 12:00:00","1","6011","601","0","10075104","10075"
"スペシャルバトルのMODE1をクリアしよう","9016","81075003","2021/09/26 14:59:59","81075003","1","1","0","2021/09/17 12:00:00","0","6011","601","0","10075105","10075"
"ヨリ、アカリのシャドウを倒そう","9001","81075004","2021/09/26 14:59:59","81075004","0","2","0","2021/09/17 12:00:00","0","6011","601","0","10075106","10075"
"スペシャルバトルのボスのHPを5960000まで減らそう","9018","81075005","2021/09/26 14:59:59","81075005","1","6640000","0","2021/09/17 12:00:00","1","6011","601","0","10075111","10075"
"スペシャルバトルのボスのHPを2980000まで減らそう","9018","81075006","2021/09/26 14:59:59","81075006","1","9620000","0","2021/09/17 12:00:00","1","6011","601","0","10075113","10075"
"スペシャルバトルのボスを討伐しよう","9016","81075007","2021/09/26 14:59:59","81075007","3","1","0","2021/09/17 12:00:00","0","6011","601","0","10075115","10075"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81075008","2021/09/26 14:59:59","81075008","5","1","0","2021/09/17 12:00:00","0","6011","601","0","10075118","10075"
"カオリ、ニノン、スズナのシャドウを倒そう","9001","81076001","2021/10/18 14:59:59","81076001","0","1","0","2021/09/30 12:00:00","0","6011","601","0","10076103","10076"
"スペシャルバトルのボスのHPを31700000まで減らそう","9018","81076002","2021/10/18 14:59:59","81076002","1","300000","0","2021/09/30 12:00:00","1","6011","601","0","10076104","10076"
"スペシャルバトルのボスのHPを31400000まで減らそう","9018","81076003","2021/10/18 14:59:59","81076003","1","600000","0","2021/09/30 12:00:00","1","6011","601","0","10076105","10076"
"スペシャルバトルのMODE2をクリアしよう","9016","81076004","2021/10/18 14:59:59","81076004","2","1","0","2021/09/30 12:00:00","0","6011","601","0","10076106","10076"
"スペシャルバトルのボスのHPを20500000まで減らそう","9018","81076005","2021/10/18 14:59:59","81076005","1","11500000","0","2021/09/30 12:00:00","1","6011","601","0","10076107","10076"
"スペシャルバトルのボスのHPを10200000まで減らそう","9018","81076006","2021/10/18 14:59:59","81076006","1","21800000","0","2021/09/30 12:00:00","1","6011","601","0","10076108","10076"
"スペシャルバトルのボスを討伐しよう","9016","81076007","2021/10/18 14:59:59","81076007","3","1","0","2021/09/30 12:00:00","0","6011","601","0","10076109","10076"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81076008","2021/10/18 14:59:59","81076008","5","1","0","2021/09/30 12:00:00","0","6011","601","0","10076110","10076"
"ゴーストミニオンズを35体倒そう","9014","81077001","2021/10/27 14:59:59","81077001","0","35","0","2021/10/18 12:00:00","0","6011","601","0","10077103","10077"
"スペシャルバトルのボスのHPを8130000まで減らそう","9018","81077002","2021/10/27 14:59:59","81077002","1","1670000","0","2021/10/18 12:00:00","1","6011","601","0","10077104","10077"
"スペシャルバトルのボスのHPを6470000まで減らそう","9018","81077003","2021/10/27 14:59:59","81077003","1","3330000","0","2021/10/18 12:00:00","1","6011","601","0","10077105","10077"
"スペシャルバトルのMODE2をクリアしよう","9016","81077004","2021/10/27 14:59:59","81077004","2","1","0","2021/10/18 12:00:00","0","6011","601","0","10077106","10077"
"スペシャルバトルのボスのHPを3200000まで減らそう","9018","81077005","2021/10/27 14:59:59","81077005","1","6600000","0","2021/10/18 12:00:00","1","6011","601","0","10077111","10077"
"スペシャルバトルのボスのHPを1600000まで減らそう","9018","81077006","2021/10/27 14:59:59","81077006","1","8200000","0","2021/10/18 12:00:00","1","6011","601","0","10077113","10077"
"スペシャルバトルのボスを討伐しよう","9016","81077007","2021/10/27 14:59:59","81077007","3","1","0","2021/10/18 12:00:00","0","6011","601","0","10077115","10077"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81077008","2021/10/27 14:59:59","81077008","5","1","0","2021/10/18 12:00:00","0","6011","601","0","10077118","10077"
"スペシャルバトルのボスのHPを88400000まで減らそう","9018","81078001","2021/11/18 14:59:59","81078001","1","6600000","0","2021/10/31 12:00:00","1","6011","601","0","10078103","10078"
"スペシャルバトルのボスのHPを81700000まで減らそう","9018","81078002","2021/11/18 14:59:59","81078002","1","13300000","0","2021/10/31 12:00:00","1","6011","601","0","10078104","10078"
"スペシャルバトルのMODE1をクリアしよう","9016","81078003","2021/11/18 14:59:59","81078003","1","1","0","2021/10/31 12:00:00","0","6011","601","0","10078105","10078"
"アンチビースト・トリニティのバリアを破ろう","9014","81078004","2021/11/18 14:59:59","81078004","0","490","0","2021/10/31 12:00:00","4","6011","601","0","10078106","10078"
"スペシャルバトルのボスのHPを50000000まで減らそう","9018","81078005","2021/11/18 14:59:59","81078005","1","45000000","0","2021/10/31 12:00:00","1","6011","601","0","10078111","10078"
"スペシャルバトルのボスのHPを25000000まで減らそう","9018","81078006","2021/11/18 14:59:59","81078006","1","70000000","0","2021/10/31 12:00:00","1","6011","601","0","10078113","10078"
"スペシャルバトルのボスを討伐しよう","9016","81078007","2021/11/18 14:59:59","81078007","3","1","0","2021/10/31 12:00:00","0","6011","601","0","10078115","10078"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","9015","81078008","2021/11/18 14:59:59","81078008","5","1","0","2021/10/31 12:00:00","0","6011","601","0","10078118","10078"
"スペシャルバトルのボスのHPを18700000まで減らそう","9018","81079001","2021/11/27 14:59:59","81079001","1","1500000","0","2021/11/18 12:00:00","1","6011","601","0","10079103","10079"
"スペシャルバトルのボスのHPを17100000まで減らそう","9018","81079002","2021/11/27 14:59:59","81079002","1","3100000","0","2021/11/18 12:00:00","1","6011","601","0","10079104","10079"
"スペシャルバトルのMODE1をクリアしよう","9016","81079003","2021/11/27 14:59:59","81079003","1","1","0","2021/11/18 12:00:00","0","6011","601","0","10079105","10079"
"スペシャルバトルのボスのHPを13500000まで減らそう","9018","81079004","2021/11/27 14:59:59","81079004","1","6700000","0","2021/11/18 12:00:00","1","6011","601","0","10079106","10079"
"スペシャルバトルのボスのHPを11500000まで減らそう","9018","81079005","2021/11/27 14:59:59","81079005","1","8700000","0","2021/11/18 12:00:00","1","6011","601","0","10079107","10079"
"スペシャルバトルのMODE2をクリアしよう","9016","81079006","2021/11/27 14:59:59","81079006","2","1","0","2021/11/18 12:00:00","0","6011","601","0","10079108","10079"
"スペシャルバトルのボスのHPを6330000まで減らそう","9018","81079007","2021/11/27 14:59:59","81079007","1","13870000","0","2021/11/18 12:00:00","1","6011","601","0","10079109","10079"
"スペシャルバトルのボスのHPを3160000まで減らそう","9018","81079008","2021/11/27 14:59:59","81079008","1","17040000","0","2021/11/18 12:00:00","1","6011","601","0","10079110","10079"
"スペシャルバトルのボスを討伐しよう","9016","81079009","2021/11/27 14:59:59","81079009","3","1","0","2021/11/18 12:00:00","0","6011","601","0","10079111","10079"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81079010","2021/11/27 14:59:59","81079010","5","1","0","2021/11/18 12:00:00","0","6011","601","0","10079112","10079"
"ミヤコ、マヒル、リノのシャドウを倒そう","9001","81080001","2021/12/18 14:59:59","81080001","0","3","0","2021/11/30 12:00:00","0","6011","601","0","10080103","10080"
"スペシャルバトルのボスのHPを71200000まで減らそう","9018","81080002","2021/12/18 14:59:59","81080002","1","8800000","0","2021/11/30 12:00:00","1","6011","601","0","10080104","10080"
"スペシャルバトルのボスのHPを62400000まで減らそう","9018","81080003","2021/12/18 14:59:59","81080003","1","17600000","0","2021/11/30 12:00:00","1","6011","601","0","10080105","10080"
"スペシャルバトルのMODE2をクリアしよう","9016","81080004","2021/12/18 14:59:59","81080004","2","1","0","2021/11/30 12:00:00","0","6011","601","0","10080106","10080"
"スペシャルバトルのボスのHPを35700000まで減らそう","9018","81080005","2021/12/18 14:59:59","81080005","1","44300000","0","2021/11/30 12:00:00","1","6011","601","0","10080107","10080"
"スペシャルバトルのボスのHPを17900000まで減らそう","9018","81080006","2021/12/18 14:59:59","81080006","1","62100000","0","2021/11/30 12:00:00","1","6011","601","0","10080108","10080"
"スペシャルバトルのボスを討伐しよう","9016","81080007","2021/12/18 14:59:59","81080007","3","1","0","2021/11/30 12:00:00","0","6011","601","0","10080109","10080"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81080008","2021/12/18 14:59:59","81080008","5","1","0","2021/11/30 12:00:00","0","6011","601","0","10080110","10080"
"スペシャルバトルのボスのHPを17400000まで減らそう","9018","81081001","2021/12/26 14:59:59","81081001","1","3600000","0","2021/12/17 12:00:00","1","6011","601","0","10081103","10081"
"スペシャルバトルのボスのHPを13700000まで減らそう","9018","81081002","2021/12/26 14:59:59","81081002","1","7300000","0","2021/12/17 12:00:00","1","6011","601","0","10081104","10081"
"スペシャルバトルのMODE1をクリアしよう","9016","81081003","2021/12/26 14:59:59","81081003","1","1","0","2021/12/17 12:00:00","0","6011","601","0","10081105","10081"
"アキノ、ユカリ、サレンのシャドウを倒そう","9001","81081004","2021/12/26 14:59:59","81081004","0","3","0","2021/12/17 12:00:00","0","6011","601","0","10081106","10081"
"スペシャルバトルのボスのHPを6720000まで減らそう","9018","81081005","2021/12/26 14:59:59","81081005","1","14280000","0","2021/12/17 12:00:00","1","6011","601","0","10081107","10081"
"スペシャルバトルのボスのHPを3360000まで減らそう","9018","81081006","2021/12/26 14:59:59","81081006","1","17640000","0","2021/12/17 12:00:00","1","6011","601","0","10081108","10081"
"スペシャルバトルのボスを討伐しよう","9016","81081007","2021/12/26 14:59:59","81081007","3","1","0","2021/12/17 12:00:00","0","6011","601","0","10081109","10081"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81081008","2021/12/26 14:59:59","81081008","5","1","0","2021/12/17 12:00:00","0","6011","601","0","10081110","10081"
"ハイオークを20体倒そう","9014","81082001","2022/01/18 14:59:59","81082001","0","20","0","2021/12/31 12:00:00","0","6011","601","0","10082103","10082"
"スペシャルバトルのボスのHPを27400000まで減らそう","9018","81082002","2022/01/18 14:59:59","81082002","1","5600000","0","2021/12/31 12:00:00","1","6011","601","0","10082106","10082"
"スペシャルバトルのボスのHPを21800000まで減らそう","9018","81082003","2022/01/18 14:59:59","81082003","1","11200000","0","2021/12/31 12:00:00","1","6011","601","0","10082107","10082"
"スペシャルバトルのMODE2をクリアしよう","9016","81082004","2022/01/18 14:59:59","81082004","2","1","0","2021/12/31 12:00:00","0","6011","601","0","10082108","10082"
"スペシャルバトルのボスのHPを10800000まで減らそう","9018","81082005","2022/01/18 14:59:59","81082005","1","22200000","0","2021/12/31 12:00:00","1","6011","601","0","10082109","10082"
"スペシャルバトルのボスのHPを5400000まで減らそう","9018","81082006","2022/01/18 14:59:59","81082006","1","27600000","0","2021/12/31 12:00:00","1","6011","601","0","10082110","10082"
"スペシャルバトルのボスを討伐しよう","9016","81082007","2022/01/18 14:59:59","81082007","3","1","0","2021/12/31 12:00:00","0","6011","601","0","10082111","10082"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81082008","2022/01/18 14:59:59","81082008","5","1","0","2021/12/31 12:00:00","0","6011","601","0","10082112","10082"
"スペシャルバトルのボスのHPを17300000まで減らそう","9018","81083001","2022/01/27 14:59:59","81083001","1","1450000","0","2022/01/18 12:00:00","1","6011","601","0","10083103","10083"
"スペシャルバトルのボスのHPを15900000まで減らそう","9018","81083002","2022/01/27 14:59:59","81083002","1","2850000","0","2022/01/18 12:00:00","1","6011","601","0","10083104","10083"
"スペシャルバトルのMODE1をクリアしよう","9016","81083003","2022/01/27 14:59:59","81083003","1","1","0","2022/01/18 12:00:00","0","6011","601","0","10083105","10083"
"スペシャルバトルのボスのHPを12400000まで減らそう","9018","81083004","2022/01/27 14:59:59","81083004","1","6350000","0","2022/01/18 12:00:00","1","6011","601","0","10083106","10083"
"スペシャルバトルのボスのHPを10400000まで減らそう","9018","81083005","2022/01/27 14:59:59","81083005","1","8350000","0","2022/01/18 12:00:00","1","6011","601","0","10083107","10083"
"スペシャルバトルのMODE2をクリアしよう","9016","81083006","2022/01/27 14:59:59","81083006","2","1","0","2022/01/18 12:00:00","0","6011","601","0","10083108","10083"
"スペシャルバトルのボスのHPを5630000まで減らそう","9018","81083007","2022/01/27 14:59:59","81083007","1","13120000","0","2022/01/18 12:00:00","1","6011","601","0","10083109","10083"
"スペシャルバトルのボスのHPを2810000まで減らそう","9018","81083008","2022/01/27 14:59:59","81083008","1","15940000","0","2022/01/18 12:00:00","1","6011","601","0","10083110","10083"
"スペシャルバトルのボスを討伐しよう","9016","81083009","2022/01/27 14:59:59","81083009","3","1","0","2022/01/18 12:00:00","0","6011","601","0","10083111","10083"
