5e332c5aaca347a2f77ad37d0c761117b68310675ac868f5b868ea19da6cd34d,dcb91440f5074d66daec8639c2857055c94132629db87cbae8ae709666edb287,f0b82de589f0f36396fc1a445f5b05e20d610de1d5c4860a48bcea55f95bc12c,cafccf3a10cc55b8c8bbaa418fb7b60a891b6e0eb4259ccedf6c66affaba0dc1,07c08dd7a72d72081fec94e6de2a64d85f37b2e77ab84157daa4d18a63e466fb,894324db2a269f33294911f6e34fd28d73765ea5f76ff19a05ec2c5b72b15fe0,64fe688964dc32a3ca9f01f5eeb3191b89867818a56d711702f36a1d9dcf61ef,c8a1b200956aec1a69539c259a394ea771df2f46798a5533e8e263294feef97e,8465b9255e35c61f7a0ce19b28349371ecd79b6d2972647396383d88608dea7a,88893acfc7dfae6f79c2320ab5f3206075ffdb8c895a00344d543640b25ec8ff,aaef30c43244576e8917c811f6fde6b2ec1be485cd4e0cc9540ef36e40728154
"","3","126911","","0.1","cmn_swm_tread","","","1","19080032","908"
"","3","5","","0.1","08_penpokorin","","","1","19080033","908"
"08_kyaru_talk_loop","3","107811","1","0.1","08_kyaru_talk_in","","0.1","0","19080034","908"
"0","21","vo_fpc","","","vo_fpc_20804","","","","19080035","908"
"1","11","107811","0","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","0.5","0","10","19080036","908"
"","91","0","","","","","","","19080037","908"
"","93","0.5","","","0","","","","19080038","908"
"","3","126911","","0.1","08_ranfa_talk","","","1","19080039","908"
"","3","5","","0.1","08_penpokorin","","","1","19080040","908"
"0","21","vo_fpc","","","vo_fpc_20805","","","","19080041","908"
"1","11","126911","0","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0.5","0","10","19080042","908"
"","91","0","","","","","","","19080043","908"
"","93","0.5","","","0","","","","19080044","908"
"","3","126911","","0.1","cmn_swm_tread","","","1","19080045","908"
"","3","5","","0.1","08_penpokorin","","","1","19080046","908"
"08_kyaru_deny_loop","3","107811","1","0.1","08_kyaru_deny_in","","0.1","0","19080047","908"
"0","21","vo_fpc","","","vo_fpc_20806","","","","19080048","908"
"1","11","107811","0","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0.5","0","10","19080049","908"
"","91","0","","","","","","","19080050","908"
"","93","0.5","","","0","","","","19080051","908"
"","3","107811","","","08_kyaru_run","","","1","19080052","908"
"2.07390648567119","2","107811","","","850","","","-15","19080053","908"
"","91","19080053","","","","","","","19080054","908"
"4.29864253393665","2","126911","","","850","","","-180","19080055","908"
"4.29864253393665","2","5","","","850","","","-180","19080056","908"
"4.29864253393665","33","3","","","850","","","-180","19080057","908"
"","91","19080057","","","","","","","19080058","908"
"-850","1","1","-125","1.75","113611","09_jun_spreadFloat","0","12","19090001","909"
"-850","1","1","-125","1.75","113511","09_cmn_float","1","12","19090002","909"
"-1050","1","1","-180","1.75","113411","09_cmn_float","0","22","19090003","909"
"750","1","1","-15","1.4875","122811","09_misogi_run","1","12","19090004","909"
"-125","31","4","1","1","11","","","-850","19090005","909"
"-125","31","6","1","1","21","","","-820","19090006","909"
"-180","31","6","1","1","31","","","-1050","19090007","909"
"","23","se_10053800","","","se_fpc_water_random","","","1","19090008","909"
"","91","19090007","","","0","","","","19090009","909"
"6.32352941176471","2","113611","12","","225","","","-125","19090010","909"
"6.32352941176471","33","11","12","","225","","","-125","19090011","909"
"","93","3","","","0","","","","19090012","909"
"5.65610859728507","2","122811","","","-750","","","-15","19090013","909"
"","93","0.7","","","0","","","","19090014","909"
"09_jun_notice_loop","3","113611","1","0.1","09_jun_notice_in","","0.1","0","19090015","909"
"","91","19090010","","","","","","","19090016","909"
"09_jun_alart_loop","3","113611","1","0.1","09_jun_alart_in","","0.1","0","19090017","909"
"4.26470588235294","2","113511","12","","-125","","","-125","19090018","909"
"4.26470588235294","33","21","12","","-95","","","-125","19090019","909"
"4.11764705882353","2","113411","12","","-350","","","-180","19090020","909"
"4.11764705882353","33","31","12","","-350","","","-180","19090021","909"
"","93","0.5","","","0","","","","19090022","909"
"0","21","vo_fpc","","","vo_fpc_20900","","","","19090023","909"
"1","11","113611","0","0","おっと…\nプールサイドを走ったら危ないよ！","0.5","0","10","19090024","909"
"","91","0","","","","","","","19090025","909"
"","93","0.5","","","0","","","","19090026","909"
"","91","19090018","","","","","","","19090027","909"
"09_jun_idle_loop","3","113611","1","0.1","09_jun_idle_in","","0.1","0","19090028","909"
"","3","113511","","0.1","09_cmn_float_talk","","","1","19090029","909"
"0","21","vo_fpc","","","vo_fpc_20901","","","","19090030","909"
"1","11","113511","0","0","あら？\n今、ジュンさんの声がしたような…","0.5","0","10","19090031","909"
"","91","0","","","","","","","19090032","909"
"","93","0.5","","","0","","","","19090033","909"
"","91","19090033","","","","","","","19090034","909"
"","3","113511","","0.1","09_cmn_float","","","1","19090035","909"
"","3","113411","","0.1","09_cmn_float_search","","","1","19090036","909"
"0","21","vo_fpc","","","vo_fpc_20902","","","","19090037","909"
"1","11","113411","0","0","え？　ホント？\nどこだろー？","0.5","0","10","19090038","909"
"","91","0","","","","","","","19090039","909"
"","93","0.5","","","0","","","","19090040","909"
"","3","113611","","0.1","09_jun_talk1_loop","","","1","19090041","909"
"","3","113411","","0.1","09_cmn_float","","","1","19090042","909"
"0","21","vo_fpc","","","vo_fpc_20903","","","","19090043","909"
"1","11","113611","0","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0.5","0","10","19090044","909"
"","91","0","","","","","","","19090045","909"
"","93","0.5","","","0","","","","19090046","909"
"0","21","vo_fpc","","","vo_fpc_20904","","","","19090047","909"
"1","11","113611","0","0","あのー…\nどなたか探しておられるのですか？","0.5","0","10","19090048","909"
"","91","0","","","","","","","19090049","909"
"","93","0.5","","","0","","","","19090050","909"
"","4","113511","","","0","","","","19090051","909"
"0","33","21","","","-125","","","-125","19090052","909"
"09_cmn_float_talk","3","113511","1","","09_cmn_float_notice","","0.1","0","19090053","909"
"0","21","vo_fpc","","","vo_fpc_20905","","","","19090054","909"
"1","11","113511","0","0","はい、いつも鎧姿の人なんですけど…","0.5","0","10","19090055","909"
"","91","0","","","","","","","19090056","909"
"","93","0.5","","","0","","","","19090057","909"
"","3","113411","","0.1","09_cmn_float_smile","","","1","19090058","909"
"","3","113511","","0.1","09_cmn_float","","","1","19090059","909"
"0","21","vo_fpc","","","vo_fpc_20906","","","","19090060","909"
"1","11","113411","0","0","面白くてかっこいい人なんだ♪","0.5","0","10","19090061","909"
"","91","0","","","","","","","19090062","909"
"","93","0.5","","","0","","","","19090063","909"
"","3","113611","","0.3","09_jun_talk2_loop","","","1","19090064","909"
"","3","113411","","0.1","09_cmn_float","","","1","19090065","909"
"0","21","vo_fpc","","","vo_fpc_20907","","","","19090066","909"
"1","11","113611","0","0","鎧姿ですか…\nそういう人は見かけていませんね…","0.5","0","10","19090067","909"
"","91","0","","","","","","","19090068","909"
"","93","0.5","","","0","","","","19090069","909"
"","3","113511","","0.1","09_cmn_float_talk","","","1","19090070","909"
"0","21","vo_fpc","","","vo_fpc_20908","","","","19090071","909"
"1","11","113511","0","0","そうですかー\n気のせいだったのかしら。","0.5","0","10","19090072","909"
"","91","0","","","","","","","19090073","909"
"","93","0.5","","","0","","","","19090074","909"
"","3","113511","","0.1","09_cmn_float","","","1","19090075","909"
"0","21","vo_fpc","","","vo_fpc_20909","","","","19090076","909"
"1","11","113611","0","0","鎧姿の人はこんな場所には\nいないんじゃないですかね？\n泳ぐ格好じゃなさそうですし…","0.5","0","10","19090077","909"
"","91","0","","","","","","","19090078","909"
"","93","0.5","","","0","","","","19090079","909"
"","3","113511","","0.1","09_cmn_float_talk","","","1","19090080","909"
"0","21","vo_fpc","","","vo_fpc_20910","","","","19090081","909"
"1","11","113511","0","0","でも、ジュンさんは\n真夏の海でも鎧姿だったわよね？","0.5","0","10","19090082","909"
"","91","0","","","","","","","19090083","909"
"","93","0.5","","","0","","","","19090084","909"
"","3","113411","","0.1","09_cmn_float_smile","","","1","19090085","909"
"","3","113511","","0.1","09_cmn_float","","","1","19090086","909"
"0","21","vo_fpc","","","vo_fpc_20911","","","","19090087","909"
"1","11","113411","0","0","うん！\nきっと海の中でも鎧姿で大丈夫だよ♪","0.5","0","10","19090088","909"
"","91","0","","","","","","","19090089","909"
"","93","0.5","","","0","","","","19090090","909"
"","3","113611","","0.1","09_jun_talk3_loop","","","1","19090091","909"
"0","21","vo_fpc","","","vo_fpc_20912","","","","19090092","909"
"1","11","113611","0","0","か、変わった人ですね…\nあははは…","0.5","0","10","19090093","909"
"","91","0","","","","","","","19090094","909"
"","93","0.5","","","0","","","","19090095","909"
"0","21","vo_fpc","","","vo_fpc_20913","","","","19090096","909"
"1","11","113611","0","0","（あとで鎧を着て\nあいさつをしに来よう…）","0.5","0","10","19090097","909"
"","91","0","","","","","","","19090098","909"
"","93","0.5","","","0","","","","19090099","909"
"09_jun_float_loop","3","113611","1","0.1","09_jun_float_in","","0.1","0","19090100","909"
"3.67647058823529","2","113611","","","850","","","-125","19090101","909"
"3.67647058823529","33","11","","","850","","","-125","19090102","909"
"5.73529411764706","2","113511","","","850","","","-125","19090103","909"
"5.73529411764706","33","21","","","850","","","-125","19090104","909"
"7.05882352941176","2","113411","","","850","","","-180","19090105","909"
"7.05882352941176","33","31","","","850","","","-180","19090106","909"
"","91","19090105","","","","","","","19090107","909"
"-750","1","1","-15","1.75","110411","10_cmn_run","0","22","19100001","910"
"-750","1","1","-15","1.75","110511","10_cmn_run","0","13","19100002","910"
"-750","1","1","-15","1.4875","107911","cmn_run_def_N","0","12","19100003","910"
"-15","31","4","1","0","11","","","-750","19100004","910"
"-180","31","117","1","0","1171","","","50","19100005","910"
"-15","31","4","1","0","21","","","-750","19100006","910"
"-125","31","118","1","0","1172","","","275","19100007","910"
"-15","31","119","1","0","119","","","-50","19100008","910"
"20","31","109","1","0","12","","","-50","19100009","910"
"55","31","108","1","0","22","","","-50","19100010","910"
"","23","se_10053800","","","se_fpc_water_random","","","1","19100011","910"
"","91","19100010","","","0","","","","19100012","910"
"3.16742081447964","2","107911","","","-50","","","-15","19100013","910"
"","91","19100013","","","","","","","19100014","910"
"10_tamaki_handUp_loop","3","107911","1","0.1","10_tamaki_handUp_in","","0.1","0","19100015","910"
"0","21","vo_fpc","","","vo_fpc_21000","","","","19100016","910"
"1","11","107911","0","0","にゃっ、にゃっ、にゃ～♪\n水に濡れるのは嫌だけど…","0.5","0","10","19100017","910"
"","91","0","","","","","","","19100018","910"
"","93","0.5","","","0","","","","19100019","910"
"0","21","vo_fpc","","","vo_fpc_21001","","","","19100020","910"
"1","11","107911","0","0","人が多い場所でたい焼きを売る\nチャンスにゃ！　たくさん儲けるにゃー！","0.5","0","10","19100021","910"
"","91","0","","","","","","","19100022","910"
"","93","0.5","","","0","","","","19100023","910"
"2.07390648567119","2","110511","","","-200","","","-15","19100024","910"
"2.07390648567119","33","21","","","-200","","","-15","19100025","910"
"","93","0.5","","","0","","","","19100026","910"
"0","21","vo_fpc","","","vo_fpc_21002","","","","19100027","910"
"1","11","110511","0","0","いっくさー！\n琉球犬ダーイブさー！","0","0","35","19100028","910"
"","91","19100024","","","","","","","19100029","910"
"","23","se_10053800","","","se_10053800_910_jump_kaori","","","","19100030","910"
"","3","110511","","0.1","10_kaori_dive","","","0","19100031","910"
"","93","1","","","0","","","","19100032","910"
"1","6","110511","0","0.1","1","","","1","19100033","910"
"","32","22","","","1","","","","19100034","910"
"","93","0.2","","","0","","","","19100035","910"
"","32","119","","","1","","","","19100036","910"
"","3","107911","","0.1","10_tamaki_wet","","","1","19100037","910"
"","93","0.5","","","0","","","","19100038","910"
"0","2","110511","","","-50","","","-125","19100039","910"
"0","33","21","","","-50","","","-125","19100040","910"
"","93","0.2","","","0","","","","19100041","910"
"","32","21","","","1","","","","19100042","910"
"1","6","110511","1","0.7","1","","","1","19100043","910"
"10_cmn_float_back","3","110511","1","0.1","10_cmn_float_back_in","","0.1","0","19100044","910"
"1.22549019607843","2","110511","11","","275","","","-125","19100045","910"
"1.22549019607843","33","21","11","","275","","","-125","19100046","910"
"","93","2","","","0","","","","19100047","910"
"2.07390648567119","2","110411","","","-220","","","-15","19100048","910"
"2.07390648567119","33","11","","","-220","","","-15","19100049","910"
"","93","0.5","","","0","","","","19100050","910"
"0","21","vo_fpc","","","vo_fpc_21004","","","","19100051","910"
"1","11","110411","0","0","よっしゃ、負けねーぞ！\nウルフェンダーイブ、なんてな！","0.5","0","35","19100052","910"
"","91","19100048","","","","","","","19100053","910"
"10_makoto_boost_loop","3","110411","1","0.1","10_makoto_boost_in","","0.1","0","19100054","910"
"","93","1.5","","","0","","","","19100055","910"
"","3","110411","","0.1","10_makoto_dive","","","0","19100056","910"
"","93","0.1","","","0","","","","19100057","910"
"","23","se_10053800","","","se_10053800_910_jump_makoto","","","","19100058","910"
"","93","1","","","0","","","","19100059","910"
"1","6","110411","0","0.1","1","","","1","19100060","910"
"","32","12","","","1","","","","19100061","910"
"","93","0.4","","","0","","","","19100062","910"
"","32","119","","","0","","","","19100063","910"
"","32","119","","","1","","","","19100064","910"
"","3","107911","","0.2","10_tamaki_wet2","","","1","19100065","910"
"","93","0.4","","","0","","","","19100066","910"
"0","2","110411","","","-50","","","-180","19100067","910"
"0","33","11","","","-50","","","-180","19100068","910"
"","93","0.2","","","0","","","","19100069","910"
"","32","11","","","1","","","","19100070","910"
"1","6","110411","1","0.7","1","","","1","19100071","910"
"10_cmn_float_back","3","110411","1","0.1","10_cmn_float_back_in","","0.1","0","19100072","910"
"1.22549019607843","2","110411","11","","50","","","-180","19100073","910"
"1.22549019607843","33","11","11","","50","","","-180","19100074","910"
