3c814dfc8bfc30a25ef93a9b704d21d749b7dc1394c8122533cceb47a1cab5c6,9265ae48d25ccf63ca772eea967ab2c21e1222274797104b4827cccbffb85842,ae693823e10bf0a790e4795103a3296c3084625d3eda5e6ed106e98e0e570927,c2b952a4fe26c9f13a5af7e31d75af47aa9a4b7acdd2d5d540db0c6e3f21ad3f,fe566203a3ce0719a39f9bd5fed2aeec8c8ac8eb2c18e2b3d3b0b3c88094a4ea,5fef879c179a9718f6e8d3e1610431ebd04448c18dd8ca1316584e0bf64b0f61,eebc4f223e447fe797b918f1a005341bd0802349721a4e3ee47064319fb1baab,25a5b2d0022070b594a6e8490ca399829b5f4d7893ff8bbc1fe0cadbac82b8bf,06a5d5c1c13f036df39e9621914c4ebe94e461dc1e0570d44842c8ff7af18b09,c66c6f3aabfe1c466c0c5abe49bb2d636344f9e34c20f7e9be40b2705ca2dd22,53208276a3c32da3e8cd9cbe85ab679350c8f42e065367d18cb76cd92e0edd4f
"16414016","0","701","31","0","1","","0","16414","701",""
"16414017","0","702","31","0","1","","0","16414","702",""
"16414018","0","800","31","0","1","","0","16414","800",""
"16414019","60","918","31","1","1","","30","16414","918",""
"16414020","","1","93","","","","","16414","",""
"16414021","wac_birthday_reaction_05","100811","3","0.2","1","0.2","0","16414","wac_birthday_reaction_03",""
"16414022","wac_birthday_reaction_03","103011","3","0.2","1","0.2","0","16414","wac_birthday_reaction_01",""
"16414023","","0.1","93","","","","","16414","",""
"16414024","wac_birthday_reaction_04","104511","3","0.2","1","0.2","0","16414","wac_birthday_reaction_01",""
"16414025","wac_birthday_reaction_03","105511","3","0.2","1","0.2","0","16414","wac_birthday_reaction_05",""
"16414026","","0.3","93","","","","","16414","",""
"16414027","","105311","3","0.2","","","1","16414","wac_birthday_run_01",""
"16414028","3","105311","2","","","","-70","16414","0",""
"16414029","","2.5","93","","","","","16414","",""
"16414030","","602","32","","","","","16414","1",""
"16414031","","0.6","93","","","","","16414","",""
"16414032","","501","32","","","","","16414","1",""
"16414033","","600","32","","","","","16414","0",""
"16414034","","613","32","","","","","16414","0",""
"16414035","","604","32","","","","","16414","0",""
"16414036","","701","32","","","","","16414","1",""
"16414037","0.01","918","33","","","","0","16414","0",""
"16414038","wac_birthday_wish_01","105311","3","0.2","1","0.2","0","16414","wac_birthday_blowout_03",""
"16414039","0.01","105311","2","","","","-330","16414","-200",""
"16414040","","103011","3","0.2","","","1","16414","wac_birthday_idle_doya",""
"16414041","0.01","103011","2","","","","-320","16414","150",""
"16414042","","100811","3","0.2","","","1","16414","wac_birthday_idle_smile",""
"16414043","0.01","100811","2","","","","-360","16414","260",""
"16414044","","104511","3","0.2","","","1","16414","wac_birthday_idle_normal",""
"16414045","0.01","104511","2","","","","-320","16414","390",""
"16414046","","105511","3","0.2","","","1","16414","wac_birthday_idle_wish",""
"16414047","0.01","105511","2","","","","-340","16414","490",""
"16414048","","0","93","","","","","16414","",""
"16414049","","800","32","","","","","16414","1",""
"16414050","","0.7","93","","","","","16414","",""
"16414051","","702","32","","","","","16414","1",""
"16414052","","0.5","93","","","","","16414","",""
"16414053","","se_common","23","","","","0","16414","se_sys_login_birthday_blow_candle",""
"16414054","","701","32","","","","","16414","0",""
"16414055","","0.4","93","","","","","16414","",""
"16414056","","se_common","23","","","","0","16414","se_sys_login_birthday_cracker",""
"16414057","","700","32","","","","","16414","1",""
"16414058","","se_common","23","","","","0","16414","se_sys_login_birthday_calendar_applause",""
"16414059","wac_birthday_idle_doya","103011","3","0.2","1","0.2","0","16414","wac_birthday_clap",""
"16414060","wac_birthday_idle_normal","104511","3","0.2","1","0.2","0","16414","wac_birthday_clap",""
"16414061","","0.1","93","","","","","16414","",""
"16414062","wac_birthday_idle_smile","100811","3","0.2","1","0.2","0","16414","wac_birthday_clap",""
"16414063","","0.1","93","","","","","16414","",""
"16414064","wac_birthday_idle_wish","105511","3","0.2","1","0.2","0","16414","wac_birthday_clap_to_wish",""
"16414065","","2","93","","","","","16414","",""
"16414066","","1","131","","","","","16414","",""
"16414067","0","vo_wac_16414","21","","","","0","16414","vo_wac_16414_000",""
"16414068","1","105311","11","0","1","0","10","16414","私の誕生日祝い、だと……？\nな、なんと巨大なケーキだ！\nそれにとんでもなく香しい匂いが……！\nこれを私のために……？","0.5"
"16414069","","0","91","","","","","16414","",""
"16414070","","105311","3","0.2","","","1","16414","wac_birthday_idle_smile",""
"16414071","","103011","3","0.2","","","1","16414","wac_birthday_talk_kyapi",""
"16414072","0","vo_wac_16414","21","","","","0","16414","vo_wac_16414_001",""
"16414073","1","103011","11","0","1","0","10","16414","イエース！　スウィートなものを\nコレデモカとテンコ盛りにした、\nスペシャルスウィートケーキデス！\nお召し上がりクダサーイ！","0.5"
"16414074","","0","91","","","","","16414","",""
"16414075","","103011","3","0.2","","","1","16414","wac_birthday_idle_kyapi",""
"16414076","","105311","3","0.2","","","1","16414","wac_birthday_talk_sad",""
"16414077","0","vo_wac_16414","21","","","","0","16414","vo_wac_16414_002",""
"16414078","1","105311","11","0","1","0","10","16414","いったいどれだけ砂糖を使ったんだ！？\n尋常じゃなく甘い匂いがする……\nくぅっ、甘味は控え目にと歯医者さんに\n言われたばかりなのに……！","0.5"
"16414079","","0","91","","","","","16414","",""
"16414080","","105311","3","0.2","","","1","16414","wac_birthday_talk_doya",""
"16414081","0","vo_wac_16414","21","","","","0","16414","vo_wac_16414_003",""
"16414082","1","105311","11","0","1","0","10","16414","し、しかし……部下の気持ちを\n無下にしてはいけないな！\nうむ、それなら完食もやむなしだ！\n早速いただくとしよう！","0.5"
"16414083","","0","91","","","","","16414","",""
"16414084","","0","22","","","","","16414","",""
"16614001","","bgm_M321","25","","","","","16614","bgm_M321_2C",""
"16614002","-1000","1","1","2","-70","0","250","16614","102711","wac_birthday_idle_normal"
"16614003","170","1","1","2","-260","1","256","16614","105611","wac_birthday_idle_smile"
"16614004","270","1","1","2","-310","1","259","16614","100911","wac_birthday_idle_doya"
"16614005","380","1","1","2","-270","1","257","16614","105111","wac_birthday_idle_normal"
"16614006","510","1","1","2","-310","1","258","16614","101311","wac_birthday_idle_kyapi"
"16614007","","102711","13","","","","","16614","300",""
"16614008","","105611","13","","","","","16614","300",""
"16614009","0","501","31","0","1","","0","16614","501",""
"16614010","0","600","31","1","1","","0","16614","600",""
"16614011","0","602","31","0","1","","0","16614","602",""
"16614012","0","603","31","0","1","","0","16614","603",""
"16614013","60","604","31","1","1","","30","16614","604",""
"16614014","0","613","31","1","1","","0","16614","613",""
"16614015","0","700","31","0","1","","0","16614","700",""
"16614016","0","701","31","0","1","","0","16614","701",""
"16614017","0","702","31","0","1","","0","16614","702",""
"16614018","0","800","31","0","1","","0","16614","800",""
"16614019","60","919","31","1","1","","30","16614","919",""
"16614020","","1","93","","","","","16614","",""
"16614021","wac_birthday_reaction_03","100911","3","0.2","1","0.2","0","16614","wac_birthday_reaction_01",""
"16614022","wac_birthday_reaction_03","105611","3","0.2","1","0.2","0","16614","wac_birthday_reaction_02",""
"16614023","","0.1","93","","","","","16614","",""
"16614024","wac_birthday_reaction_04","105111","3","0.2","1","0.2","0","16614","wac_birthday_reaction_01",""
"16614025","wac_birthday_reaction_05","101311","3","0.2","1","0.2","0","16614","wac_birthday_reaction_03",""
"16614026","","0.3","93","","","","","16614","",""
"16614027","","102711","3","0.2","","","1","16614","wac_birthday_run_01",""
"16614028","3","102711","2","","","","-70","16614","0",""
"16614029","","2.5","93","","","","","16614","",""
"16614030","","602","32","","","","","16614","1",""
"16614031","","0.6","93","","","","","16614","",""
"16614032","","501","32","","","","","16614","1",""
"16614033","","600","32","","","","","16614","0",""
"16614034","","613","32","","","","","16614","0",""
"16614035","","604","32","","","","","16614","0",""
"16614036","","701","32","","","","","16614","1",""
"16614037","0.01","919","33","","","","0","16614","0",""
"16614038","wac_birthday_eriko_wish_04","102711","3","0.2","1","0.2","0","16614","wac_birthday_eriko_blowout_03",""
"16614039","0.01","102711","2","","","","-330","16614","-200",""
"16614040","","105611","3","0.2","","","1","16614","wac_birthday_idle_smile",""
"16614041","0.01","105611","2","","","","-320","16614","150",""
"16614042","","100911","3","0.2","","","1","16614","wac_birthday_idle_doya",""
"16614043","0.01","100911","2","","","","-360","16614","250",""
"16614044","","105111","3","0.2","","","1","16614","wac_birthday_idle_normal",""
"16614045","0.01","105111","2","","","","-320","16614","370",""
"16614046","","101311","3","0.2","","","1","16614","wac_birthday_idle_kyapi",""
"16614047","0.01","101311","2","","","","-340","16614","490",""
"16614048","","0","93","","","","","16614","",""
"16614049","","800","32","","","","","16614","1",""
"16614050","","0.7","93","","","","","16614","",""
"16614051","","702","32","","","","","16614","1",""
"16614052","","0.5","93","","","","","16614","",""
"16614053","","se_common","23","","","","0","16614","se_sys_login_birthday_blow_candle",""
"16614054","","701","32","","","","","16614","0",""
"16614055","","0.4","93","","","","","16614","",""
"16614056","","se_common","23","","","","0","16614","se_sys_login_birthday_cracker",""
"16614057","","700","32","","","","","16614","1",""
"16614058","","se_common","23","","","","0","16614","se_sys_login_birthday_calendar_applause",""
"16614059","wac_birthday_idle_smile","105611","3","0.2","1","0.2","0","16614","wac_birthday_clap",""
"16614060","wac_birthday_idle_normal","105111","3","0.2","1","0.2","0","16614","wac_birthday_clap",""
"16614061","","0.1","93","","","","","16614","",""
"16614062","wac_birthday_idle_doya","100911","3","0.2","1","0.2","0","16614","wac_birthday_clap",""
"16614063","","0.1","93","","","","","16614","",""
"16614064","wac_birthday_idle_kyapi","101311","3","0.2","1","0.2","0","16614","wac_birthday_clap",""
"16614065","","2","93","","","","","16614","",""
"16614066","","1","131","","","","","16614","",""
"16614067","0","vo_wac_16614","21","","","","0","16614","vo_wac_16614_000",""
"16614068","1","102711","11","0","1","0","10","16614","誕生、日……？\n私のですか？\nなぜそんなことを\n覚えているのですか？","0.5"
"16614069","","0","91","","","","","16614","",""
"16614070","","102711","3","0.2","","","1","16614","wac_birthday_eriko_idle_wish",""
"16614071","","105611","3","0.2","","","1","16614","wac_birthday_talk_doya",""
"16614072","0","vo_wac_16614","21","","","","0","16614","vo_wac_16614_001",""
"16614073","1","105611","11","0","1","0","10","16614","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","0.5"
"16614074","","0","91","","","","","16614","",""
"16614075","","105611","3","0.2","","","1","16614","wac_birthday_idle_doya",""
"16614076","","102711","3","0.2","","","1","16614","wac_birthday_talk_normal",""
"16614077","0","vo_wac_16614","21","","","","0","16614","vo_wac_16614_002",""
"16614078","1","102711","11","0","1","0","10","16614","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","0.5"
"16614079","","0","91","","","","","16614","",""
"16614080","","102711","3","0.2","","","1","16614","wac_birthday_talk_wish",""
"16614081","0","vo_wac_16614","21","","","","0","16614","vo_wac_16614_003",""
"16614082","1","102711","11","0","1","0","10","16614","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","0.5"
"16614083","","0","91","","","","","16614","",""
"16614084","","0","22","","","","","16614","",""
"17414001","","bgm_M321","25","","","","","17414","bgm_M321_2C",""
"17414002","-1000","1","1","2","-70","0","250","17414","110811","wac_birthday_idle_normal"
"17414003","230","1","1","2","-270","1","256","17414","110911","wac_birthday_idle_kyapi"
"17414004","410","1","1","2","-310","1","257","17414","111011","wac_birthday_idle_doya"
"17414005","","110811","13","","","","","17414","300",""
"17414006","","110911","13","","","","","17414","300",""
"17414007","0","501","31","0","1","","0","17414","501",""
"17414008","0","600","31","1","1","","0","17414","600",""
"17414009","0","602","31","0","1","","0","17414","602",""
"17414010","0","603","31","0","1","","0","17414","603",""
"17414011","60","604","31","1","1","","30","17414","604",""
"17414012","0","613","31","1","1","","0","17414","613",""
"17414013","0","700","31","0","1","","0","17414","700",""
"17414014","0","701","31","0","1","","0","17414","701",""
"17414015","0","702","31","0","1","","0","17414","702",""
"17414016","0","800","31","0","1","","0","17414","800",""
"17414017","60","920","31","1","1","","30","17414","920",""
"17414018","","1","93","","","","","17414","",""
"17414019","wac_birthday_reaction_03","111011","3","0.2","1","0.2","0","17414","wac_birthday_reaction_05",""
"17414020","","0.1","93","","","","","17414","",""
"17414021","wac_birthday_reaction_03","110911","3","0.2","1","0.2","0","17414","wac_birthday_reaction_01",""
"17414022","","0.3","93","","","","","17414","",""
"17414023","","110811","3","0.2","","","1","17414","wac_birthday_run_01",""
"17414024","3","110811","2","","","","-70","17414","0",""
"17414025","","2.5","93","","","","","17414","",""
"17414026","","602","32","","","","","17414","1",""
"17414027","","0.6","93","","","","","17414","",""
"17414028","","501","32","","","","","17414","1",""
"17414029","","600","32","","","","","17414","0",""
"17414030","","613","32","","","","","17414","0",""
"17414031","","604","32","","","","","17414","0",""
"17414032","","701","32","","","","","17414","1",""
"17414033","0.01","920","33","","","","0","17414","0",""
"17414034","wac_birthday_wish_01","110811","3","0.2","1","0.2","0","17414","wac_birthday_blowout_01",""
"17414035","0.01","110811","2","","","","-330","17414","-200",""
"17414036","","110911","3","0.2","","","1","17414","wac_birthday_idle_kyapi",""
"17414037","0.01","110911","2","","","","-320","17414","180",""
"17414038","","111011","3","0.2","","","1","17414","wac_birthday_idle_doya",""
"17414039","0.01","111011","2","","","","-340","17414","320",""
