9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"1","0","127111","-850","07_shinobu_search","-125","1.75","1","12","907","19070001"
"1","0","113111","-850","07_ruka_float","-180","1.75","1","22","907","19070002"
"5","0","4","-850","07_dokuro_float","-180","1.75","4","22","907","19070003"
"31","","11","-125","","1","1","5","-850","907","19070004"
"31","","21","-180","","1","1","4","-850","907","19070005"
"31","","31","-180","","1","1","4","-850","907","19070006"
"23","","se_fpc_water_random","","","","","se_10053800","1","907","19070007"
"91","","0","","","","","19070006","","907","19070008"
"3","","07_shinobu_search","","","","0.1","127111","1","907","19070009"
"2","","325","8.38806396344946","","12","","127111","-125","907","19070010"
"33","","325","8.38806396344946","","12","","11","-125","907","19070011"
"91","","","","","","","","","907","19070012"
"3","0.1","07_shinobu_talk_in","07_shinobu_talk_loop","","1","0.1","127111","0","907","19070013"
"93","","0","","","","","1","","907","19070014"
"21","","vo_fpc_20700","0","","","","vo_fpc","","907","19070015"
"11","0","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","1","0.5","0","0","127111","10","907","19070016"
"91","","","","","","","0","","907","19070017"
"93","","0","","","","","0.5","","907","19070018"
"2","","-150","4.11764705882353","","12","","113111","-180","907","19070019"
"33","","-150","4.11764705882353","","12","","21","-180","907","19070020"
"91","","","","","","","","","907","19070021"
"3","","07_ruka_float2","","","","0.1","113111","1","907","19070022"
"21","","vo_fpc_20701","0","","","","vo_fpc","","907","19070023"
"11","0","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","1","0.5","0","0","113111","10","907","19070024"
"91","","","","","","","0","","907","19070025"
"93","","0","","","","","0.5","","907","19070026"
"21","","vo_fpc_20702","0","","","","vo_fpc","","907","19070027"
"11","0","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","1","0.5","0","0","113111","10","907","19070028"
"91","","","","","","","0","","907","19070029"
"93","","0","","","","","0.5","","907","19070030"
"21","","vo_fpc_20703","0","","","","vo_fpc","","907","19070031"
"11","0","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","1","0.5","0","0","113111","10","907","19070032"
"91","","","","","","","0","","907","19070033"
"93","","0","","","","","0.5","","907","19070034"
"3","","07_ruka_float","","","","0.1","113111","1","907","19070035"
"21","","vo_fpc_20704","0","","","","vo_fpc","","907","19070036"
"11","0","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","1","0.5","0","0","113111","10","907","19070037"
"91","","","","","","","0","","907","19070038"
"93","","0","","","","","0.5","","907","19070039"
"2","","850","4.52488687782805","","","","113111","-180","907","19070040"
"33","","850","4.52488687782805","","","","21","-180","907","19070041"
"4","","1","","","","","113111","","907","19070042"
"3","","07_ruka_float","","","","0.1","113111","1","907","19070043"
"93","","0","","","","","3.2","","907","19070044"
"3","0.1","07_shinobu_turnFace_in","07_shinobu_turnFace_loop","","1","0.1","127111","0","907","19070045"
"91","","","","","","","19070040","","907","19070046"
"2","","-200","3.82352941176471","","","","4","-180","907","19070047"
"33","","-200","3.82352941176471","","","","31","-180","907","19070048"
"91","","","","","","","19070047","","907","19070049"
"3","0.1","07_shinobu_surprise_in","07_shinobu_surprise_loop","","1","0.1","127111","0","907","19070050"
"21","","vo_fpc_20705","0","","","","vo_fpc","","907","19070051"
"11","120","うう…おね…","1","0.5","0","0","4","10","907","19070052"
"91","","","","","","","0","","907","19070053"
"93","","0","","","","","0.5","","907","19070054"
"3","","07_dokuro_spin","","","","0.2","4","1","907","19070055"
"21","","vo_fpc_20706","0","","","","vo_fpc","","907","19070056"
"11","120","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","1","0.5","0","0","4","10","907","19070057"
"91","","","","","","","0","","907","19070058"
"93","","0","","","","","0.5","","907","19070059"
"3","0.1","07_shinobu_sad_in","07_shinobu_sad_loop","","1","0.1","127111","0","907","19070060"
"21","","vo_fpc_20707","0","","","","vo_fpc","","907","19070061"
"11","0","やっぱり自業自得のようですね…\n放っておきましょう。","1","0.5","0","0","127111","10","907","19070062"
"91","","","","","","","0","","907","19070063"
"93","","0","","","","","0.5","","907","19070064"
"3","0.1","07_shinobu_swim_in","07_shinobu_swim_loop","","1","0.1","127111","0","907","19070065"
"32","","1","","","","","11","","907","19070066"
"2","","850","3.08823529411765","","","","127111","-125","907","19070067"
"33","","850","3.08823529411765","","","","11","-125","907","19070068"
"3","","07_dokuro_float","","","","0.3","4","1","907","19070069"
"2","","850","6.17647058823529","","","","4","-180","907","19070070"
"33","","850","6.17647058823529","","","","31","-180","907","19070071"
"91","","","","","","","19070070","","907","19070072"
"1","0","107811","750","cmn_walk_r","-15","1.4875","1","12","908","19080001"
"1","0","126911","-900","cmn_swm_tread","-180","1.75","1","23","908","19080002"
"5","0","5","-900","08_penpokorin","-180","1.75","5","22","908","19080003"
"31","","10071","-180","","1","0","1007","-850","908","19080004"
"31","","3","-180","","1","1","3","-900","908","19080005"
"23","","se_fpc_water_random","","","","","se_10053800","1","908","19080006"
"91","","","","","","","19080005","","908","19080007"
"2","","-100","5.88235294117647","","12","","126911","-180","908","19080008"
"2","","-100","5.88235294117647","","12","","5","-180","908","19080009"
"33","","-100","5.88235294117647","","12","","3","-180","908","19080010"
"33","","-50","5.88235294117647","","12","","10071","-180","908","19080011"
"93","","0","","","","","2.3","","908","19080012"
"21","","vo_fpc_20800","0","","","","vo_fpc","","908","19080013"
"32","","1","","","","","10071","","908","19080014"
"2","","300","3.30882352941176","","12","","107811","-15","908","19080015"
"91","","","","","","","19080015","","908","19080016"
"3","0.1","08_kyaru_surprise_in","08_kyaru_surprise_loop","","1","0.1","107811","0","908","19080017"
"21","","vo_fpc_20801","0","","","","vo_fpc","","908","19080018"
"11","0","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","1","0.5","0","0","107811","10","908","19080019"
"91","","","","","","","0","","908","19080020"
"93","","0","","","","","0.5","","908","19080021"
"21","","vo_fpc_20802","0","","","","vo_fpc","","908","19080022"
"11","0","なに持ち込んでんのよ！","1","0.5","0","0","107811","10","908","19080023"
"91","","","","","","","0","","908","19080024"
"93","","0","","","","","0.5","","908","19080025"
"3","","08_ranfa_talk","","","","0.1","126911","1","908","19080026"
"3","","08_penpokorin","","","","0.1","5","1","908","19080027"
"21","","vo_fpc_20803","0","","","","vo_fpc","","908","19080028"
"11","0","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","1","0.5","0","0","126911","10","908","19080029"
"91","","","","","","","0","","908","19080030"
"93","","0","","","","","0.5","","908","19080031"
"3","","cmn_swm_tread","","","","0.1","126911","1","908","19080032"
"3","","08_penpokorin","","","","0.1","5","1","908","19080033"
"3","0.1","08_kyaru_talk_in","08_kyaru_talk_loop","","1","0.1","107811","0","908","19080034"
"21","","vo_fpc_20804","0","","","","vo_fpc","","908","19080035"
"11","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","1","0.5","0","0","107811","10","908","19080036"
"91","","","","","","","0","","908","19080037"
"93","","0","","","","","0.5","","908","19080038"
"3","","08_ranfa_talk","","","","0.1","126911","1","908","19080039"
"3","","08_penpokorin","","","","0.1","5","1","908","19080040"
"21","","vo_fpc_20805","0","","","","vo_fpc","","908","19080041"
"11","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","1","0.5","0","0","126911","10","908","19080042"
"91","","","","","","","0","","908","19080043"
"93","","0","","","","","0.5","","908","19080044"
"3","","cmn_swm_tread","","","","0.1","126911","1","908","19080045"
"3","","08_penpokorin","","","","0.1","5","1","908","19080046"
"3","0.1","08_kyaru_deny_in","08_kyaru_deny_loop","","1","0.1","107811","0","908","19080047"
"21","","vo_fpc_20806","0","","","","vo_fpc","","908","19080048"
"11","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","1","0.5","0","0","107811","10","908","19080049"
"91","","","","","","","0","","908","19080050"
"93","","0","","","","","0.5","","908","19080051"
"3","","08_kyaru_run","","","","","107811","1","908","19080052"
"2","","850","2.07390648567119","","","","107811","-15","908","19080053"
"91","","","","","","","19080053","","908","19080054"
"2","","850","4.29864253393665","","","","126911","-180","908","19080055"
"2","","850","4.29864253393665","","","","5","-180","908","19080056"
"33","","850","4.29864253393665","","","","3","-180","908","19080057"
"91","","","","","","","19080057","","908","19080058"
"1","0","113611","-850","09_jun_spreadFloat","-125","1.75","1","12","909","19090001"
"1","1","113511","-850","09_cmn_float","-125","1.75","1","12","909","19090002"
"1","0","113411","-1050","09_cmn_float","-180","1.75","1","22","909","19090003"
"1","1","122811","750","09_misogi_run","-15","1.4875","1","12","909","19090004"
"31","","11","-125","","1","1","4","-850","909","19090005"
"31","","21","-125","","1","1","6","-820","909","19090006"
"31","","31","-180","","1","1","6","-1050","909","19090007"
"23","","se_fpc_water_random","","","","","se_10053800","1","909","19090008"
"91","","0","","","","","19090007","","909","19090009"
"2","","225","6.32352941176471","","12","","113611","-125","909","19090010"
"33","","225","6.32352941176471","","12","","11","-125","909","19090011"
"93","","0","","","","","3","","909","19090012"
"2","","-750","5.65610859728507","","","","122811","-15","909","19090013"
"93","","0","","","","","0.7","","909","19090014"
"3","0.1","09_jun_notice_in","09_jun_notice_loop","","1","0.1","113611","0","909","19090015"
"91","","","","","","","19090010","","909","19090016"
"3","0.1","09_jun_alart_in","09_jun_alart_loop","","1","0.1","113611","0","909","19090017"
"2","","-125","4.26470588235294","","12","","113511","-125","909","19090018"
"33","","-95","4.26470588235294","","12","","21","-125","909","19090019"
"2","","-350","4.11764705882353","","12","","113411","-180","909","19090020"
"33","","-350","4.11764705882353","","12","","31","-180","909","19090021"
"93","","0","","","","","0.5","","909","19090022"
"21","","vo_fpc_20900","0","","","","vo_fpc","","909","19090023"
"11","0","おっと…\nプールサイドを走ったら危ないよ！","1","0.5","0","0","113611","10","909","19090024"
"91","","","","","","","0","","909","19090025"
"93","","0","","","","","0.5","","909","19090026"
"91","","","","","","","19090018","","909","19090027"
"3","0.1","09_jun_idle_in","09_jun_idle_loop","","1","0.1","113611","0","909","19090028"
"3","","09_cmn_float_talk","","","","0.1","113511","1","909","19090029"
"21","","vo_fpc_20901","0","","","","vo_fpc","","909","19090030"
"11","0","あら？\n今、ジュンさんの声がしたような…","1","0.5","0","0","113511","10","909","19090031"
"91","","","","","","","0","","909","19090032"
"93","","0","","","","","0.5","","909","19090033"
"91","","","","","","","19090033","","909","19090034"
"3","","09_cmn_float","","","","0.1","113511","1","909","19090035"
"3","","09_cmn_float_search","","","","0.1","113411","1","909","19090036"
"21","","vo_fpc_20902","0","","","","vo_fpc","","909","19090037"
"11","0","え？　ホント？\nどこだろー？","1","0.5","0","0","113411","10","909","19090038"
"91","","","","","","","0","","909","19090039"
"93","","0","","","","","0.5","","909","19090040"
"3","","09_jun_talk1_loop","","","","0.1","113611","1","909","19090041"
"3","","09_cmn_float","","","","0.1","113411","1","909","19090042"
"21","","vo_fpc_20903","0","","","","vo_fpc","","909","19090043"
"11","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","1","0.5","0","0","113611","10","909","19090044"
"91","","","","","","","0","","909","19090045"
"93","","0","","","","","0.5","","909","19090046"
"21","","vo_fpc_20904","0","","","","vo_fpc","","909","19090047"
"11","0","あのー…\nどなたか探しておられるのですか？","1","0.5","0","0","113611","10","909","19090048"
"91","","","","","","","0","","909","19090049"
"93","","0","","","","","0.5","","909","19090050"
"4","","0","","","","","113511","","909","19090051"
"33","","-125","0","","","","21","-125","909","19090052"
"3","0.1","09_cmn_float_notice","09_cmn_float_talk","","1","","113511","0","909","19090053"
"21","","vo_fpc_20905","0","","","","vo_fpc","","909","19090054"
"11","0","はい、いつも鎧姿の人なんですけど…","1","0.5","0","0","113511","10","909","19090055"
"91","","","","","","","0","","909","19090056"
"93","","0","","","","","0.5","","909","19090057"
"3","","09_cmn_float_smile","","","","0.1","113411","1","909","19090058"
"3","","09_cmn_float","","","","0.1","113511","1","909","19090059"
"21","","vo_fpc_20906","0","","","","vo_fpc","","909","19090060"
"11","0","面白くてかっこいい人なんだ♪","1","0.5","0","0","113411","10","909","19090061"
"91","","","","","","","0","","909","19090062"
"93","","0","","","","","0.5","","909","19090063"
"3","","09_jun_talk2_loop","","","","0.3","113611","1","909","19090064"
"3","","09_cmn_float","","","","0.1","113411","1","909","19090065"
"21","","vo_fpc_20907","0","","","","vo_fpc","","909","19090066"
"11","0","鎧姿ですか…\nそういう人は見かけていませんね…","1","0.5","0","0","113611","10","909","19090067"
"91","","","","","","","0","","909","19090068"
"93","","0","","","","","0.5","","909","19090069"
"3","","09_cmn_float_talk","","","","0.1","113511","1","909","19090070"
"21","","vo_fpc_20908","0","","","","vo_fpc","","909","19090071"
"11","0","そうですかー\n気のせいだったのかしら。","1","0.5","0","0","113511","10","909","19090072"
"91","","","","","","","0","","909","19090073"
