d4638c59d3d6083440b7af418a2e18b1a5f0c60cef7dd3aa13dc1a10b37132ee,481478f3e31948d6f2e8f3f25e8af95b13e0e8efcdc651f876bfba66f53e4057,338fecdc4b8e68d89e2431bc6191941c4515696b03456dd5a38aec036f1d9fe1,09a041c89230e438ae9953b2c0a0eb8ab3c1998996018f3245571adc2a129a43,63cf5a06dc100f55840cf540b917d736bc8e2e8f39e942eaab55a41fd975d3cb,ee087a1cc5439e62a97921e84957b6269dc021b565b074d1137010d5d0d77506,beeb9126e2ee0f773175674aba9a82731bb5ddcaa286e20f13182e698c4274d3,a296aaef3724785261f39a70505315c28ab4827aef73806f0931b68f94f98aba,bb95be496a1519bfff22bb5b974d7267cd66b8d118732d1d17e8e3bc7aab7d38,47bc91d1353515c88563cd57d44ea3d66fc50af702739e92d447956389e21697,42fe8553844eb60a3c17ff5ae8dcb6aae95a71aabf3679a23491674510beadc9,2a40ce941a7bf52845af125730ab2245172a6c4ddc3b6f1a96a7bc812420a0ec
"32051","32051","2030/08/01 14:59:59","0","18","1","0","ミツキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ミツキのピュアメモリーピース","6132111","9999"
"32052","32052","2030/08/01 14:59:59","0","18","1","0","リマの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","リマのピュアメモリーピース","8160111","9999"
"32053","32053","2030/08/01 14:59:59","0","18","1","0","モニカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","モニカのピュアメモリーピース","6441111","9999"
"32054","32054","2030/08/01 14:59:59","0","18","1","0","ツムギの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ツムギのピュアメモリーピース","3262111","9999"
"32055","32055","2030/08/01 14:59:59","0","18","1","0","アユミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アユミのピュアメモリーピース","72111","9999"
"32056","32056","2030/08/01 14:59:59","0","18","1","0","ルカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ルカのピュアメモリーピース","8210111","9999"
"32057","32057","2030/08/01 14:59:59","0","18","1","0","ジータの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ジータのピュアメモリーピース","2101111","9999"
"32058","32058","2030/08/01 14:59:59","0","18","1","0","ペコリーヌの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ペコリーヌのピュアメモリーピース","5314111","9999"
"32059","32059","2030/08/01 14:59:59","0","18","1","0","コッコロの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","コッコロのピュアメモリーピース","1432111","9999"
"32060","32060","2030/08/01 14:59:59","0","18","1","0","キャルの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","キャルのピュアメモリーピース","1170111","9999"
"32061","32061","2030/08/01 14:59:59","0","18","1","0","ムイミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ムイミのピュアメモリーピース","6201111","9999"
"32063","32063","2030/08/01 14:59:59","0","18","1","0","アリサの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","アリサのピュアメモリーピース","81211","9999"
"32064","32064","2030/08/01 14:59:59","0","18","1","0","シェフィの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","シェフィのピュアメモリーピース","2103111","9999"
"32065","32065","2030/08/01 14:59:59","0","18","1","0","カヤの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","カヤのピュアメモリーピース","1070111","9999"
"32066","32066","2030/08/01 14:59:59","0","18","1","0","イノリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","イノリのピュアメモリーピース","144111","9999"
"32071","32071","2030/08/01 14:59:59","0","18","1","0","クリスティーナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","クリスティーナのピュアメモリーピース","1281211","9999"
"32075","32075","2030/08/01 14:59:59","0","18","1","0","ペコリーヌ（サマー）の純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ペコリーヌ（サマー）のピュアメモリーピース","5314121","9999"
"32076","32076","2030/08/01 14:59:59","0","18","1","0","コッコロ（サマー）の純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","コッコロ（サマー）のピュアメモリーピース","1432121","9999"
"32078","32078","2030/08/01 14:59:59","0","18","1","0","キャル（サマー）の純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","キャル（サマー）のピュアメモリーピース","1170121","9999"
"32087","32075","2030/08/01 14:59:59","0","18","1","0","ヒヨリ（ニューイヤー）の純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ヒヨリ（ニューイヤー）のピュアメモリーピース","5174121","9999"
"32088","32076","2030/08/01 14:59:59","0","18","1","0","ユイ（ニューイヤー）の純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ユイ（ニューイヤー）のピュアメモリーピース","7201121","9999"
"32089","32078","2030/08/01 14:59:59","0","18","1","0","レイ（ニューイヤー）の純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","レイ（ニューイヤー）のピュアメモリーピース","8301121","9999"
"32097","32097","2030/08/01 14:59:59","0","18","1","0","レムの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","レムのピュアメモリーピース","8362111","9999"
"32098","32098","2030/08/01 14:59:59","0","18","1","0","ラムの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ラムのピュアメモリーピース","8062111","9999"
"32099","32099","2030/08/01 14:59:59","0","18","1","0","エミリアの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","エミリアのピュアメモリーピース","361111","9999"
"32223","32099","2030/08/01 14:59:59","0","18","1","0","ヴァンピィの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2015/12/17 15:00:00","ヴァンピィのピュアメモリーピース","200211","9999"
"41000","0","2030/08/01 14:59:00","0","22","1","0","古より伝わる、装備者の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アストライアリング","0","9999"
"41001","0","2030/08/01 14:59:00","0","22","1","0","ヒヨリの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ヒヨリ専用リング","0","9999"
"41002","0","2030/08/01 14:59:00","0","22","1","0","ユイの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユイ専用リング","0","9999"
"41003","0","2030/08/01 14:59:00","0","22","1","0","レイの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","レイ専用リング","0","9999"
"41004","0","2030/08/01 14:59:00","0","22","1","0","ミソギの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ミソギ専用リング","0","9999"
"41005","0","2030/08/01 14:59:00","0","22","1","0","マツリの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","マツリ専用リング","0","9999"
"41006","0","2030/08/01 14:59:00","0","22","1","0","アカリの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アカリ専用リング","0","9999"
"41007","0","2030/08/01 14:59:00","0","22","1","0","ミヤコの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ミヤコ専用リング","0","9999"
"41008","0","2030/08/01 14:59:00","0","22","1","0","ユキの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","ユキ専用リング","0","9999"
"41009","0","2030/08/01 14:59:00","0","22","1","0","アンナの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","アンナ専用リング","0","9999"
"41010","0","2030/08/01 14:59:00","0","22","1","0","マホの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","マホ専用リング","0","9999"
"41011","0","2030/08/01 14:59:00","0","22","1","0","リノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2015/12/17 15:00:00","リノ専用リング","0","9999"
