754d34bc3556b5a09481260a985d0e293b45f81c9a5fa37b2d3e381df95abb08,a92f941cd7e6fb41304ff0d5b86305922f790a3a08164b30ec445518b9310466,4ae02f8393fd82a951c88e2749940bc360a93ec094c485bedaf5c812e687c4cf,bd18c08a56df9622cad1cfb466b854a1bcfd3a7a6be0ffc01fc207e4c1886a3f,dbe7ac9443e36650d6c0402ac8586700373bb03c313dc544b559c48c90bc2ecb,aceb6d61f8404b9b8b101e908efb879ed0b0aa9ca5446e7173f6a67d99885e06,f53ea4732a95232e4ba5c6bdcb42734304d7c20f2fb81af798a35f9086f20de2,8a679b8caa1c0f0aa554611238f0695834f1db6576d2e66bd286b1030232763d,e3e5c305f7338bee00fe222a033c878d413417353aceeedbf4fcfdcba6b7495f,f387f0d7449b434fa6ab063052e0b4e8e25d00c9bd18d3180a2f75de3f793ad0,f0b995c43e5a0a26073b284bfbf3385cc8cde3ae0c57591065fcebf5e1dc3407
"vo_wac_17614","0","17614","","vo_wac_17614_004","21","","","0","","17614084"
"104311","1","17614","1","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","11","0.5","0","10","0","17614085"
"0","","17614","","","91","","","","","17614086"
"104311","","17614","","wac_birthday_talk_doya","3","","0.2","1","","17614087"
"vo_wac_17614","0","17614","","vo_wac_17614_005","21","","","0","","17614088"
"104311","1","17614","1","まぁ、でも、今日はケーキに\n免じて勘弁してやるか。\nおまえも、わざわざありがとな。\nこれからも、一緒に頑張ろうぜ♪","11","0.5","0","10","0","17614089"
"0","","17614","","","91","","","","","17614090"
"0","","17614","","","22","","","","","17614091"
"bgm_M321","","17714","","bgm_M321_2C","25","","","","","17714001"
"1","-1000","17714","-70","100411","1","wac_birthday_idle_normal","2","250","0","17714002"
"1","230","17714","-270","103611","1","wac_birthday_idle_doya","2","256","1","17714003"
"1","410","17714","-310","102011","1","wac_birthday_idle_smile","2","257","1","17714004"
"100411","","17714","","300","13","","","","","17714005"
"103611","","17714","","300","13","","","","","17714006"
"501","0","17714","1","501","31","","0","0","","17714007"
"600","0","17714","1","600","31","","1","0","","17714008"
"602","0","17714","1","602","31","","0","0","","17714009"
"603","0","17714","1","603","31","","0","0","","17714010"
"604","60","17714","1","604","31","","1","30","","17714011"
"613","0","17714","1","613","31","","1","0","","17714012"
"700","0","17714","1","700","31","","0","0","","17714013"
"701","0","17714","1","701","31","","0","0","","17714014"
"702","0","17714","1","702","31","","0","0","","17714015"
"800","0","17714","1","800","31","","0","0","","17714016"
"922","60","17714","1","922","31","","1","30","","17714017"
"1","","17714","","","93","","","","","17714018"
"102011","wac_birthday_reaction_03","17714","1","wac_birthday_reaction_01","3","","0.2","0","0.2","17714019"
"0.1","","17714","","","93","","","","","17714020"
"103611","wac_birthday_reaction_03","17714","1","wac_birthday_reaction_01","3","","0.2","0","0.2","17714021"
"0.3","","17714","","","93","","","","","17714022"
"100411","","17714","","wac_birthday_run_01","3","","0.2","1","","17714023"
"100411","3","17714","","0","2","","","-70","","17714024"
"2.5","","17714","","","93","","","","","17714025"
"602","","17714","","1","32","","","","","17714026"
"0.6","","17714","","","93","","","","","17714027"
"501","","17714","","1","32","","","","","17714028"
"600","","17714","","0","32","","","","","17714029"
"613","","17714","","0","32","","","","","17714030"
"604","","17714","","0","32","","","","","17714031"
"701","","17714","","1","32","","","","","17714032"
"922","0.01","17714","","0","33","","","0","","17714033"
"100411","wac_birthday_wish_02","17714","1","wac_birthday_blowout_01","3","","0.2","0","0.2","17714034"
"100411","0.01","17714","","-200","2","","","-330","","17714035"
"103611","","17714","","wac_birthday_idle_doya","3","","0.2","1","","17714036"
"103611","0.01","17714","","180","2","","","-320","","17714037"
"102011","","17714","","wac_birthday_idle_smile","3","","0.2","1","","17714038"
"102011","0.01","17714","","320","2","","","-340","","17714039"
"0","","17714","","","93","","","","","17714040"
"800","","17714","","1","32","","","","","17714041"
"0.7","","17714","","","93","","","","","17714042"
"702","","17714","","1","32","","","","","17714043"
"0.5","","17714","","","93","","","","","17714044"
"se_common","","17714","","se_sys_login_birthday_blow_candle","23","","","0","","17714045"
"701","","17714","","0","32","","","","","17714046"
"0.4","","17714","","","93","","","","","17714047"
"se_common","","17714","","se_sys_login_birthday_cracker","23","","","0","","17714048"
"700","","17714","","1","32","","","","","17714049"
"se_common","","17714","","se_sys_login_birthday_calendar_applause","23","","","0","","17714050"
"103611","wac_birthday_idle_doya","17714","1","wac_birthday_clap","3","","0.2","0","0.2","17714051"
"0.1","","17714","","","93","","","","","17714052"
"102011","wac_birthday_idle_smile","17714","1","wac_birthday_clap","3","","0.2","0","0.2","17714053"
"2","","17714","","","93","","","","","17714054"
"1","","17714","","","131","","","","","17714055"
"vo_wac_17714","0","17714","","vo_wac_17714_000","21","","","0","","17714056"
"100411","1","17714","1","あれ、このケーキって……？\nもしかして、ミソギのお誕生日、\nお祝いしてくれるの！？","11","0.5","0","10","0","17714057"
"0","","17714","","","91","","","","","17714058"
"100411","","17714","","wac_birthday_idle_smile","3","","0.2","1","","17714059"
"103611","","17714","","wac_birthday_kyoka_talk_wish","3","","0.2","1","","17714060"
"vo_wac_17714","0","17714","","vo_wac_17714_001","21","","","0","","17714061"
"103611","1","17714","1","そういうこと。\nお誕生日おめでとう、ミソギ♪\nミミと二人で手作りしたの！\nたくさん食べてね！","11","0.5","0","10","0","17714062"
"0","","17714","","","91","","","","","17714063"
"103611","","17714","","wac_birthday_idle_wish","3","","0.2","1","","17714064"
"100411","","17714","","wac_birthday_talk_normal","3","","0.2","1","","17714065"
"vo_wac_17714","0","17714","","vo_wac_17714_002","21","","","0","","17714066"
"100411","1","17714","1","やったー、ありがとー！\nそれにしても、おっきい～……\n運ぶの、大変じゃなかった？","11","0.5","0","10","0","17714067"
"0","","17714","","","91","","","","","17714068"
"100411","","17714","","wac_birthday_idle_normal","3","","0.2","1","","17714069"
"102011","","17714","","wac_birthday_talk_smile","3","","0.2","1","","17714070"
"vo_wac_17714","0","17714","","vo_wac_17714_003","21","","","0","","17714071"
"102011","1","17714","1","じつは、ミミたちだけじゃ運べなくて。\nおにいちゃんも手伝ってくれたの～♪","11","0.5","0","10","0","17714072"
"0","","17714","","","91","","","","","17714073"
"102011","","17714","","wac_birthday_idle_smile","3","","0.2","1","","17714074"
"100411","","17714","","wac_birthday_talk_kyapi","3","","0.2","1","","17714075"
"vo_wac_17714","0","17714","","vo_wac_17714_004","21","","","0","","17714076"
"100411","1","17714","1","そうなんだ～、えへへ～♪\nにいちゃん、いつもありがとう！\n今度新しいイタズラを思いついたら、\n最初ににいちゃんに教えてあげる！","11","0.5","0","10","0","17714077"
"0","","17714","","","91","","","","","17714078"
"0","","17714","","","22","","","","","17714079"
"bgm_M321","","17814","","bgm_M321_2C","25","","","","","17814001"
"1","-1000","17814","-70","103711","1","wac_birthday_idle_normal","2","250","0","17814002"
"1","200","17814","-270","104711","1","wac_birthday_idle_doya","2","256","1","17814003"
"1","320","17814","-310","100511","1","wac_birthday_idle_smile","2","258","1","17814004"
"1","450","17814","-290","107111","1","wac_birthday_idle_normal","2","257","1","17814005"
"103711","","17814","","300","13","","","","","17814006"
"104711","","17814","","300","13","","","","","17814007"
"100511","","17814","","300","13","","","","","17814008"
"107111","","17814","","300","13","","","","","17814009"
"501","0","17814","1","501","31","","0","0","","17814010"
"600","0","17814","1","600","31","","1","0","","17814011"
"602","0","17814","1","602","31","","0","0","","17814012"
"603","0","17814","1","603","31","","0","0","","17814013"
"604","60","17814","1","604","31","","1","30","","17814014"
"613","0","17814","1","613","31","","1","0","","17814015"
"700","0","17814","1","700","31","","0","0","","17814016"
"701","0","17814","1","701","31","","0","0","","17814017"
"702","0","17814","1","702","31","","0","0","","17814018"
"800","0","17814","1","800","31","","0","0","","17814019"
"923","60","17814","1","923","31","","1","30","","17814020"
"1","","17814","","","93","","","","","17814021"
"100511","wac_birthday_reaction_03","17814","1","wac_birthday_reaction_02","3","","0.2","0","0.2","17814022"
"0.1","","17814","","","93","","","","","17814023"
"104711","wac_birthday_reaction_03","17814","1","wac_birthday_reaction_05","3","","0.2","0","0.2","17814024"
"107111","wac_birthday_reaction_04","17814","1","wac_birthday_reaction_01","3","","0.2","0","0.2","17814025"
"0.3","","17814","","","93","","","","","17814026"
"103711","","17814","","wac_birthday_run_01","3","","0.2","1","","17814027"
"103711","3","17814","","0","2","","","-70","","17814028"
"2.5","","17814","","","93","","","","","17814029"
"602","","17814","","1","32","","","","","17814030"
"0.6","","17814","","","93","","","","","17814031"
"501","","17814","","1","32","","","","","17814032"
"600","","17814","","0","32","","","","","17814033"
"613","","17814","","0","32","","","","","17814034"
"604","","17814","","0","32","","","","","17814035"
"701","","17814","","1","32","","","","","17814036"
"923","0.01","17814","","0","33","","","0","","17814037"
"103711","wac_birthday_wish_01","17814","1","wac_birthday_blowout_01","3","","0.2","0","0.2","17814038"
"103711","0.01","17814","","-200","2","","","-330","","17814039"
"104711","","17814","","wac_birthday_idle_doya","3","","0.2","1","","17814040"
"104711","0.01","17814","","180","2","","","-320","","17814041"
"100511","","17814","","wac_birthday_idle_smile","3","","0.2","1","","17814042"
"100511","0.01","17814","","300","2","","","-360","","17814043"
"107111","","17814","","wac_birthday_idle_normal","3","","0.2","1","","17814044"
"107111","0.01","17814","","430","2","","","-340","","17814045"
"0","","17814","","","93","","","","","17814046"
"800","","17814","","1","32","","","","","17814047"
"0.7","","17814","","","93","","","","","17814048"
"702","","17814","","1","32","","","","","17814049"
"0.5","","17814","","","93","","","","","17814050"
"se_common","","17814","","se_sys_login_birthday_blow_candle","23","","","0","","17814051"
"701","","17814","","0","32","","","","","17814052"
"0.4","","17814","","","93","","","","","17814053"
"se_common","","17814","","se_sys_login_birthday_cracker","23","","","0","","17814054"
"700","","17814","","1","32","","","","","17814055"
"se_common","","17814","","se_sys_login_birthday_calendar_applause","23","","","0","","17814056"
"104711","wac_birthday_idle_doya","17814","1","wac_birthday_clap","3","","0.2","0","0.2","17814057"
"0.1","","17814","","","93","","","","","17814058"
"100511","wac_birthday_idle_smile","17814","1","wac_birthday_clap","3","","0.2","0","0.2","17814059"
"0.1","","17814","","","93","","","","","17814060"
"107111","wac_birthday_idle_normal","17814","1","wac_birthday_clap","3","","0.2","0","0.2","17814061"
"2","","17814","","","93","","","","","17814062"
"1","","17814","","","131","","","","","17814063"
"vo_wac_17814","0","17814","","vo_wac_17814_000","21","","","0","","17814064"
"103711","1","17814","1","ええっと、確認なんですけど。\nもしかして、もしかしなくても、\n私の誕生日ケーキってことで\nあってますか？","11","0.5","0","10","0","17814065"
"0","","17814","","","91","","","","","17814066"
"103711","","17814","","wac_birthday_idle_smile","3","","0.2","1","","17814067"
"104711","","17814","","wac_birthday_talk_normal","3","","0.2","1","","17814068"
"vo_wac_17814","0","17814","","vo_wac_17814_001","21","","","0","","17814069"
"104711","1","17814","1","うん、そうだよ。\n【王宮騎士団（NIGHTMARE）】\nと少年から、またひとつ成長した\nトモちゃんにプレゼントだ。","11","0.5","0","10","0","17814070"
"0","","17814","","","91","","","","","17814071"
"104711","","17814","","wac_birthday_idle_normal","3","","0.2","1","","17814072"
"100511","","17814","","wac_birthday_talk_smile","3","","0.2","1","","17814073"
"vo_wac_17814","0","17814","","vo_wac_17814_002","21","","","0","","17814074"
"100511","1","17814","1","お誕生日、おめでとうッス！\nいやー、自分も早く誕生日を迎えて、\nジュンさんやトモね～ちゃんみたいな\n大人になりたいッス！","11","0.5","0","10","0","17814075"
"0","","17814","","","91","","","","","17814076"
"100511","","17814","","wac_birthday_idle_smile","3","","0.2","1","","17814077"
"103711","","17814","","wac_birthday_talk_smile","3","","0.2","1","","17814078"
"vo_wac_17814","0","17814","","vo_wac_17814_003","21","","","0","","17814079"
"103711","1","17814","1","あはは、ありがとう。\n私は大人って呼ばれるには\n早すぎる気もするけどね。\nまだ成人すらしていないわけだし。","11","0.5","0","10","0","17814080"
"0","","17814","","","91","","","","","17814081"
"103711","","17814","","wac_birthday_idle_smile","3","","0.2","1","","17814082"
"107111","","17814","","wac_birthday_christina_talk_doya","3","","0.2","1","","17814083"
"vo_wac_17814","0","17814","","vo_wac_17814_004","21","","","0","","17814084"
"107111","1","17814","1","……なぜそこでこちらを見る？\n言っておくが、いつかオマエたち全員、\n今のワタシと同じ年齢になる日が来る。\nその時を、せいぜい震えて待つがいい。","11","0.5","0","10","0","17814085"
"0","","17814","","","91","","","","","17814086"
"107111","","17814","","wac_birthday_christina_idle_doya","3","","0.2","1","","17814087"
"103711","","17814","","wac_birthday_talk_smile","3","","0.2","1","","17814088"
"vo_wac_17814","0","17814","","vo_wac_17814_005","21","","","0","","17814089"
"103711","1","17814","1","これはこれは、失礼いたしました♪\n……あなたも、今日はありがとう。\n記念になる日に傍にいてくれて、\n本当にうれしいよ♪","11","0.5","0","10","0","17814090"
"0","","17814","","","91","","","","","17814091"
"0","","17814","","","22","","","","","17814092"
"bgm_M321","","17824","","bgm_M321_2C","25","","","","","17824001"
"1","-1000","17824","-70","106111","1","wac_birthday_idle_normal","2","250","0","17824002"
"1","310","17824","-290","107111","1","wac_birthday_idle_doya","2","256","1","17824003"
"106111","","17824","","300","13","","","","","17824004"
