ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"3","","","30031","0","0","11","0","","travel_topdrama_r_3001_idle_A","1300310014"
"93","","","30031","","","1.7","","","0","1300310015"
"101","","","30031","","","1300310011","","","0","1300310016"
"3","","","30031","0","0","0","","","none","1300310017"
"91","","","30031","","","0","","","0","1300310018"
"31","1","","30032","0","260","300306","","-110","300306","1300320001"
"31","1","","30032","0","260","300308","","-110","300308","1300320002"
"31","0.4","","30032","0","17.3","300300","","92.6","300300","1300320003"
"31","0.4","","30032","0","0","300304","","92.6","300304","1300320004"
"91","","","30032","","","0","","","","1300320005"
"3","","","30032","0.5","1","1000002","","","travel_topdrama_r_3001_idle_A","1300320006"
"3","","","30032","0.5","1","11","","","travel_topdrama_r_3001_idle_A","1300320007"
"3","","","30032","0.5","1","1000001","","","travel_topdrama_r_3001_idle_B","1300320008"
"3","","","30032","0.5","1","12","","","travel_topdrama_r_3001_idle_B","1300320009"
"93","","","30032","","","0.2","","","0","1300320010"
"32","","","30032","","","300300","","","1","1300320011"
"93","","","30032","","","2","","","0","1300320012"
"32","","","30032","","","300303","","","0","1300320013"
"32","","","30032","","","300308","","","1","1300320014"
"32","","","30032","","","300306","","","1","1300320015"
"23","","","30032","","0","se_travel_top","","","se_travel_top_fishing_hit","1300320016"
"3","","","30032","0","0","1000002","","","travel_topdrama_r_3001_1_01_A","1300320017"
"3","","","30032","0","0","11","","","travel_topdrama_r_3001_1_01_A","1300320018"
"3","","","30032","0.5","0","1000001","","","travel_topdrama_r_3001_1_01_B","1300320019"
"3","","","30032","0.5","0","12","","","travel_topdrama_r_3001_1_01_B","1300320020"
"91","","","30032","","","0","","","","1300320021"
"32","","","30032","","","300308","","","0","1300320022"
"3","","","30032","0","0","1000002","","","travel_topdrama_r_3001_1_02_A","1300320023"
"3","","","30032","0","0","11","","","travel_topdrama_r_3001_1_02_A","1300320024"
"3","","","30032","0.2","0","1000001","","","travel_topdrama_r_3001_1_02_B","1300320025"
"3","","","30032","0.2","0","12","","","travel_topdrama_r_3001_1_02_B","1300320026"
"93","","","30032","","","1","","","0","1300320027"
"32","","","30032","","","300300","","","0","1300320028"
"91","","","30032","","","0","","","","1300320029"
"31","0.5","","30032","1","-30.3","300305","","-43.7","300305","1300320030"
"31","0.5","","30032","1","27","300314","","86","300314","1300320031"
"31","1","","30032","1","260","300313","","-100","300313","1300320032"
"23","","","30032","","0","se_travel_top","","","se_travel_top_fishing_question","1300320033"
"23","","","30032","","0","se_travel_top","","","se_travel_top_fishing_pull","1300320034"
"93","","","30032","","","0.01","","","0","1300320035"
"32","","","30032","","","300301","","","0","1300320036"
"3","","","30032","0","0","1000002","","","travel_topdrama_r_3001_3_01_A","1300320037"
"3","","","30032","0","0","11","","","travel_topdrama_r_3001_3_01_A","1300320038"
"3","","","30032","0.2","0","1000001","","","travel_topdrama_r_3001_3_01_B","1300320039"
"3","","","30032","0.2","0","12","","","travel_topdrama_r_3001_3_01_B","1300320040"
"91","","","30032","","","0","","","","1300320041"
"3","","","30032","0","0","1000002","","","travel_topdrama_r_3001_3_02_A","1300320042"
"3","","","30032","0","0","11","","","travel_topdrama_r_3001_3_02_A","1300320043"
"3","","","30032","0","0","1000001","","","travel_topdrama_r_3001_3_02_B","1300320044"
"3","","","30032","0","0","12","","","travel_topdrama_r_3001_3_02_B","1300320045"
"91","","","30032","","","0","","","","1300320046"
"32","","","30032","","","300313","","","0","1300320047"
"31","1","","30032","1","100","300315","","0","300315","1300320048"
"31","2","","30032","1","318","300312","","-153","300312","1300320049"
"31","0.6","","30032","1","-61","300302","","75","300302","1300320050"
"31","0.7","","30032","1","214","300317","","-88","300317","1300320051"
"122","","","30032","","1","30","","","30","1300320052"
"23","","","30032","","0","se_travel_top","","","se_travel_top_fishing_appear_nepterion","1300320053"
"3","","","30032","0","0","15","","","travel_topdrama_r_3001_3_03","1300320054"
"3","","","30032","0","0","1000002","","","travel_topdrama_r_3001_3_03_A","1300320055"
"3","","","30032","0","0","11","","","travel_topdrama_r_3001_3_03_A","1300320056"
"3","","","30032","0","0","1000001","","","travel_topdrama_r_3001_3_03_B","1300320057"
"3","","","30032","0","0","12","","","travel_topdrama_r_3001_3_03_B","1300320058"
"93","","","30032","","","2.3","","","0","1300320059"
"111","","","30032","","","","","","","1300320060"
"91","","","30032","","","0","","","","1300320061"
"1","-70","travel_topdrama_b_3000_empty","30041","0.5","53","2","0","0","1000001","1300410001"
"5","-70","scare_loop","30041","0.35","51","11","0","0","300411","1300410002"
"5","-70","empty","30041","0.425","52","12","1","-270","300412","1300410003"
"5","-94","rare","30041","1","110","0","0","-3","0","1300410004"
"91","","","30041","","","0","","","0","1300410005"
"3","","","30041","0.2","1","300412","","","empty","1300410006"
"91","","","30041","","","0","","","0","1300410007"
"101","","","30041","","","1300410005","","","","1300410008"
"3","1","","30041","0.2","1","300412","0.2","idle","idle_fadeIN","1300410009"
"3","","","30041","","0","0","","","none","1300410010"
"91","","","30041","","","0","","","","1300410011"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_creature","1300420001"
"2","0","","30042","","-70","1000001","","0","-920","1300420002"
"3","1","","30042","0.2","0","300412","0.1","idle","attack","1300420003"
"93","","","30042","","","0.66","","","0","1300420004"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_creature_axe","1300420005"
"93","","","30042","","","0.09","","","0","1300420006"
"3","1","","30042","0","0","300411","0.2","scare_loop","backward","1300420007"
"2","2","","30042","","-70","300411","","0.3","100","1300420008"
"93","","","30042","","","1","","","0","1300420009"
"3","","","30042","0.2","1","300412","","","walk","1300420010"
"2","0","","30042","","-70","300412","","2","-100","1300420011"
"91","","","30042","","","1300420008","","","","1300420012"
"31","0.5","","30042","1","100","300401","","70","300401","1300420013"
"93","","","30042","","","0.1","","","0","1300420014"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_emote_sweat","1300420015"
"93","","","30042","","","0.4","","","0","1300420016"
"3","0","","30042","0.2","1","1000001","","","<weapon>_run","1300420017"
"2","0","","30042","","-70","1000001","","1.75","-300","1300420018"
"31","0.5","","30042","1","-920","300400","","-70","300400","1300420019"
"33","0","","30042","","-70","300400","","1.75","-300","1300420020"
"122","","","30042","","0.15","0","","","12","1300420021"
"93","","","30042","","","0.65","","","0","1300420022"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_foot","1300420023"
"93","","","30042","","","0.15","","","0","1300420024"
"122","","","30042","","0.15","0","","","12","1300420025"
"93","","","30042","","","0.2","","","0","1300420026"
"12","0","0","30042","10","0.5","1000001","110","0","4","1300420027"
"93","","","30042","","","0.25","","","0","1300420028"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_emote_notice","1300420029"
"91","","","30042","","","1300420011","","","","1300420030"
"3","1","","30042","0.1","1","300412","","","idle","1300420031"
"122","","","30042","","0","0","","","12","1300420032"
"91","","","30042","","","1300420018","","","","1300420033"
"3","0","","30042","0","1","1000001","","","<weapon>_idle","1300420034"
"32","","","30042","","","300400","","","0","1300420035"
"4","","","30042","","","300412","","","0","1300420036"
"93","","","30042","","","0.5","","","","1300420037"
"3","1","","30042","0","0","1000001","0","<weapon>_idle","<weapon>_attack_skipQuest","1300420038"
"93","","","30042","","","0.25","","","0","1300420039"
"31","0.75","","30042","1","-100","300402","","-20","300402","1300420040"
"3","","","30042","0","0","300412","","","die","1300420041"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_attack","1300420042"
"93","","","30042","","","0.6","","","0","1300420043"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_creature_fadeout","1300420044"
"93","","","30042","","","0.5","","","0","1300420045"
"122","","","30042","","0.15","0","","","12","1300420046"
"91","","","30042","","","1300420041","","","","1300420047"
"6","0","","30042","0.5","1","300412","","1","1","1300420048"
"3","1","","30042","0.2","0","300411","0.1","idle","walk_idle","1300420049"
"32","","","30042","","","300401","","","0","1300420050"
"2","0","","30042","","-70","300411","","1","0","1300420051"
"91","","","30042","","","0","","","0","1300420052"
"31","0.3","","30042","1","-160","300403","","-13","300403","1300420053"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_appear_goldenbox","1300420054"
"93","","","30042","","","0.33","","","0","1300420055"
"3","","","30042","0","0","1000001","","","<weapon>_joy_short","1300420056"
"93","","","30042","","","0.13","","","0","1300420057"
"23","","","30042","","0","se_travel_top","","","se_travel_top_noble_drop_goldenbox","1300420058"
"91","","","30042","","","1300420056","","","","1300420059"
"111","","","30042","","","","","","","1300420060"
"91","","","30042","","","0","","","","1300420061"
"1","-35","travel_topdrama_r_3000_empty","30051","0.73","55","1","0","0","1000001","1300510001"
"6","0","","30051","0","1","1000001","0","1","1","1300510002"
"5","-35","empty","30051","0.73","56","14","0","0","300514","1300510003"
"6","0","","30051","0","1","300514","0","1","1","1300510004"
"5","-70","idle","30051","0.425","51","13","0","-30","300513","1300510005"
"5","-65","travel_topdrama_r_3005_idle","30051","1","50","15","0","75","300515","1300510006"
"5","-78","normal","30051","1","110","0","0","16","0","1300510007"
"3","","","30051","0.2","1","300513","","","idle","1300510008"
"91","","","30051","","","0","","","0","1300510009"
"3","","","30051","0.2","0","300515","","","travel_topdrama_r_3005_idle","1300510010"
"91","","","30051","","","0","","","0","1300510011"
"101","","","30051","","","1300510009","","","","1300510012"
"3","","","30051","","0","0","","","none","1300510013"
"91","","","30051","","","0","","","","1300510014"
"2","0","","30052","","-95","1000001","","0","-605","1300520001"
"6","1","","30052","0","1","1000001","0","1","1","1300520002"
"2","0","","30052","","-105","300514","","0","-605","1300520003"
"6","1","","30052","0","1","300514","0","1","1","1300520004"
"31","1","","30052","1","370","300502","","-60","300502","1300520005"
"91","","","30052","","","0","","","","1300520006"
"23","","","30052","","0","se_travel_top","","","se_travel_top_disguise_foot1","1300520007"
"3","","","30052","0","1","1000001","","","travel_topdrama_r_3005_walk","1300520008"
"2","0","","30052","","-95","1000001","","3","-180","1300520009"
"3","","","30052","0.2","1","300514","","","walk","1300520010"
"2","0","","30052","","-95","300514","","3","-180","1300520011"
"91","","","30052","","","1300520009","","","","1300520012"
"23","","","30052","","0","se_travel_top","","","se_travel_top_disguise_notice","1300520013"
"12","0","0","30052","-20","0","300513","120","0","10","1300520014"
"3","","","30052","0","0","1000001","","","travel_topdrama_r_3005_suprise","1300520015"
"3","","","30052","0.2","0","300514","","","suprise","1300520016"
"91","","","30052","","","0","","","0","1300520017"
"23","","","30052","","0","se_travel_top","","","se_travel_top_disguise_foot2","1300520018"
"23","","","30052","","0","se_travel_top","","","se_travel_top_disguise_sweat","1300520019"
"3","","","30052","0","1","1000001","","","travel_topdrama_r_3005_run","1300520020"
"2","0","","30052","","-95","1000001","","2","230","1300520021"
"3","","","30052","0.2","1","300514","","","run","1300520022"
"2","0","","30052","","-105","300514","","2","230","1300520023"
"31","0.5","","30052","1","-180","300500","","-95","300500","1300520024"
"33","0","","30052","","-95","300500","","2","230","1300520025"
"31","0.5","","30052","1","-230","300501","","25","300501","1300520026"
"33","0","","30052","","25","300501","","2","180","1300520027"
"121","3","","30052","easeInOutCubic","1","-300","","1","0","1300520028"
"93","","","30052","","","0.5","","","0","1300520029"
"4","","","30052","","","300513","","","1","1300520030"
"93","","","30052","","","1","","","0","1300520031"
"23","","","30052","","0","se_travel_top","","","se_travel_top_disguise_question","1300520032"
"3","1","","30052","0.2","0","300513","0.1","idle","question","1300520033"
"12","0","0","30052","20","0","300513","130","0","5","1300520034"
"93","","","30052","","","0.5","","","0","1300520035"
"32","","","30052","","","300500","","","0","1300520036"
"32","","","30052","","","300501","","","0","1300520037"
"23","","","30052","","0","se_travel_top","","","se_travel_top_disguise_jump","1300520038"
"3","","","30052","0","0","1000001","","","travel_topdrama_r_3005_jump","1300520039"
"3","","","30052","0.2","0","300514","","","jump","1300520040"
"12","0","0","30052","0","0.01","1000001","20","0","7","1300520041"
"93","","","30052","","","1","","","0","1300520042"
"111","","","30052","","","","","","","1300520043"
"91","","","30052","","","0","","","","1300520044"
"1","-35","travel_topdrama_r_3000_empty","30061","0.73","55","1","0","0","1000001","1300610001"
"6","0","","30061","0","1","1000001","0","1","1","1300610002"
"5","-35","empty","30061","0.73","56","14","0","0","300614","1300610003"
"6","0","","30061","0","1","300614","0","1","1","1300610004"
"5","-70","idle","30061","0.425","51","13","0","-30","300613","1300610005"
"5","-65","travel_topdrama_r_3005_idle","30061","1","50","15","0","75","300615","1300610006"
"5","-78","normal","30061","1","110","0","0","16","0","1300610007"
"3","","","30061","0.2","1","300613","","","idle","1300610008"
"91","","","30061","","","0","","","0","1300610009"
"3","","","30061","0.2","0","300615","","","travel_topdrama_r_3005_idle","1300610010"
"91","","","30061","","","0","","","0","1300610011"
"101","","","30061","","","1300610009","","","","1300610012"
"3","","","30061","","0","0","","","none","1300610013"
"91","","","30061","","","0","","","","1300610014"
"2","0","","30062","","-95","1000001","","0","-605","1300620001"
"6","1","","30062","0","1","1000001","0","1","1","1300620002"
"2","0","","30062","","-105","300614","","0","-605","1300620003"
"6","1","","30062","0","1","300614","0","1","1","1300620004"
"31","1","","30062","1","370","300602","","-60","300503","1300620005"
"91","","","30062","","","0","","","","1300620006"
"23","","","30062","","0","se_travel_top","","","se_travel_top_disguise_foot1","1300620007"
"3","","","30062","0","1","1000001","","","travel_topdrama_r_3005_walk","1300620008"
"2","0","","30062","","-95","1000001","","3","-180","1300620009"
"3","","","30062","0.2","1","300614","","","walk","1300620010"
"2","0","","30062","","-95","300614","","3","-180","1300620011"
"91","","","30062","","","1300620009","","","","1300620012"
"23","","","30062","","0","se_travel_top","","","se_travel_top_disguise_notice","1300620013"
"12","0","0","30062","-20","0","300613","120","0","10","1300620014"
