cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"6","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","0","0","1007406","11","1","117531","1007406047","0","0.5"
"","","","","1007406","91","","0","1007406048","",""
"1","mhp_sit_idle","","0.2","1007406","3","","117531","1007406049","",""
"1","mhp_sit_talk_joy1","","0.2","1007406","3","","111011","1007406050","",""
"0","vo_mhp_1207","","","1007406","21","0","vo_mhp_1007406","1007406051","",""
"5","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","0","0","1007406","11","1","111011","1007406052","0","0.5"
"","","","","1007406","91","","0","1007406053","",""
"1","mhp_sit_talk_worry","","0.2","1007406","3","","111011","1007406054","",""
"0","vo_mhp_1208","","","1007406","21","0","vo_mhp_1007406","1007406055","",""
"6","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","0","0","1007406","11","1","111011","1007406056","0","0.5"
"","1","","","1007406","93","","5.5","1007406057","",""
"0","mhp_yuni_pekori","0","0.2","1007406","3","mhp_sit_idle_2","111011","1007406058","1",""
"","0","","","1007406","93","","1","1007406059","",""
"","","","","1007406","91","","1007406056","1007406060","",""
"1","mhp_sit_idle_2","","0.2","1007406","3","","111011","1007406061","",""
"1","mhp_sit_talk_memory","","0.2","1007406","3","","117531","1007406062","",""
"0","vo_mhp_1209","","","1007406","21","0","vo_mhp_1007406","1007406063","",""
"6","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","0","0","1007406","11","1","117531","1007406064","0","0.5"
"","","","","1007406","91","","0","1007406065","",""
"1","mhp_sit_idle","","0.2","1007406","3","","117531","1007406066","",""
"1","mhp_sit_talk_sad","","0.2","1007406","3","","111011","1007406067","",""
"0","vo_mhp_1210","","","1007406","21","0","vo_mhp_1007406","1007406068","",""
"6","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","0","0","1007406","11","1","111011","1007406069","0","0.5"
"","","","","1007406","91","","0","1007406070","",""
"1","mhp_sit_talk_wish","","0.2","1007406","3","","111011","1007406071","",""
"0","vo_mhp_1211","","","1007406","21","0","vo_mhp_1007406","1007406072","",""
"6","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","0","0","1007406","11","1","111011","1007406073","0","0.5"
"","","","","1007406","91","","0","1007406074","",""
"1","mhp_sit_idle_wish","","0.2","1007406","3","","111011","1007406075","",""
"1","mhp_sit_talk_sad","","0.2","1007406","3","","117531","1007406076","",""
"0","vo_mhp_1212","","","1007406","21","0","vo_mhp_1007406","1007406077","",""
"8","ユニちゃん……","0","0","1007406","11","1","117531","1007406078","0","0.5"
"","","","","1007406","91","","0","1007406079","",""
"1","mhp_sit_idle_sad","","0.2","1007406","3","","117531","1007406080","",""
"1","mhp_sit_talk_thinking2","","0.2","1007406","3","","111011","1007406081","",""
"0","vo_mhp_1213","","","1007406","21","0","vo_mhp_1007406","1007406082","",""
"5","端的に換言すれば、母だ。","0","0","1007406","11","1","111011","1007406083","0","1"
"","","","","1007406","91","","0","1007406084","",""
"1","mhp_sit_idle_thinking2","","0.2","1007406","3","","111011","1007406085","",""
"1","mhp_sit_talk_wish2","","0.2","1007406","3","","117531","1007406086","",""
"0","vo_mhp_1214","","","1007406","21","0","vo_mhp_1007406","1007406087","",""
"8","ユニ……ちゃん……？","0","0","1007406","11","1","117531","1007406088","0","0.5"
"","","","","1007406","91","","0","1007406089","",""
"1","mhp_sit_idle_wish2","","0.2","1007406","3","","117531","1007406090","",""
"1","mhp_sit_talk_normal","","0.2","1007406","3","","111011","1007406091","",""
"0","vo_mhp_1215","","","1007406","21","0","vo_mhp_1007406","1007406092","",""
"6","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","0","0","1007406","11","1","111011","1007406093","0","0.5"
"","","","","1007406","91","","0","1007406094","",""
"1","mhp_sit_idle_wish","","0.2","1007406","3","","111011","1007406095","",""
"1","mhp_sit_talk_anger2","","0.2","1007406","3","","117531","1007406096","",""
"0","vo_mhp_1216","","","1007406","21","0","vo_mhp_1007406","1007406097","",""
"7","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","0","0","1007406","11","1","117531","1007406098","0","0.5"
"","","","","1007406","91","","0","1007406099","",""
"1","mhp_sit_idle_anger2","","0.2","1007406","3","","117531","1007406100","",""
"1","mhp_sit_talk_memory","","0.2","1007406","3","","111011","1007406101","",""
"0","vo_mhp_1217","","","1007406","21","0","vo_mhp_1007406","1007406102","",""
"8","ママ、ポーションちょうだい。","0","0","1007406","11","1","111011","1007406103","0","0.5"
"","","","","1007406","91","","0","1007406104","",""
"1","mhp_sit_idle_joy1","","0.2","1007406","3","","111011","1007406105","",""
"1","mhp_sit_talk_anger2","","0.2","1007406","3","","117531","1007406106","",""
"0","vo_mhp_1218","","","1007406","21","0","vo_mhp_1007406","1007406107","",""
"7","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","0","0","1007406","11","1","117531","1007406108","0","0.5"
"","1","","","1007406","93","","3.5","1007406109","",""
"1","mhp_sit_idle_surprise2","","0.2","1007406","3","","117631","1007406110","",""
"","","","","1007406","91","","1007406108","1007406111","",""
"","0","","","1007406","22","","0","1007406112","",""
"","","","","1007406","93","","1","1007406113","",""
"","1","","1","1007406","32","","112","1007406114","1",""
"","","","","1007406","93","","1","1007406115","",""
"","1","","1","1007406","32","","130","1007406116","1",""
"","","","","1007406","93","","4","1007406117","",""
"","0","","1","1007406","32","","130","1007406118","1",""
"100","102511","0","1.7","1007407","1","-1000","1","1007407001","-200","mhp_idle_normal"
"100","117531","1","1.7","1007407","1","185","1","1007407002","-220","mhp_sit_idle"
"100","117631","1","1.7","1007407","1","365","1","1007407003","-200","mhp_sit_idle"
"-240","1","","1","1007407","31","-154","1","1007407004","0.85",""
"110","11","0","1.7","1007407","5","-200","1","1007407005","-220","NoItem"
"105","12","0","1.7","1007407","5","-200","1","1007407006","-220","NoItem"
"110","21","1","1.7","1007407","5","185","1","1007407007","-220","NoItem"
"105","22","1","1.7","1007407","5","185","1","1007407008","-220","NoItem"
"1","1","0","0","1007407","6","1","11","1007407009","0",""
"1","1","0","0","1007407","6","1","12","1007407010","0",""
"1","1","0","0","1007407","6","1","21","1007407011","0",""
"1","1","0","0","1007407","6","1","22","1007407012","0",""
"110","31","0","1.7","1007407","5","-1000","1","1007407013","-220","NoItem"
"","","","","1007407","91","","0","1007407014","",""
"1","mhp_sit_talk_normal","","0.2","1007407","3","","117531","1007407015","",""
"0","vo_mhp_2001","","","1007407","21","0","vo_mhp_1007407","1007407016","",""
"8","次の方どうぞー","0","0","1007407","11","0","117531","1007407017","0","0.5"
"","","","","1007407","91","","0","1007407018","",""
"1","mhp_sit_idle","","0.2","1007407","3","","117531","1007407019","",""
"1","mhp_walk","","0.2","1007407","3","","102511","1007407020","",""
"-220","-400","","","1007407","2","3","102511","1007407021","0",""
"","","","","1007407","93","","3","1007407022","",""
"1","mhp_talk_sad","","0.2","1007407","3","","102511","1007407023","",""
"0","vo_mhp_2002","","","1007407","21","0","vo_mhp_1007407","1007407024","",""
"4","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","10","0","1007407","11","1","102511","1007407025","0","0.5"
"","1","","","1007407","93","","2","1007407026","",""
"","se_10031400_panic","","","1007407","23","","se_10031400","1007407027","",""
"0","mhp_suzume_fall_in","","0.2","1007407","3","","102511","1007407028","",""
"","","","","1007407","93","","3","1007407029","",""
"0","mhp_suzume_fall_out","0.2","0.2","1007407","3","mhp_idle_sad","102511","1007407030","1",""
"","","","","1007407","93","","2","1007407031","",""
"","","","","1007407","91","","1007407025","1007407032","",""
"1","mhp_suzume_walk_sad","","0.2","1007407","3","","102511","1007407033","",""
"-220","-200","","","1007407","2","2","102511","1007407034","0",""
"","","","","1007407","91","","0","1007407035","",""
"0","mhp_suzume_sit_in_sad","0.2","0.2","1007407","3","mhp_suzume_sit_idle_sad2","102511","1007407036","1",""
"","0","","","1007407","93","","1","1007407037","",""
"1","mhp_sit_idle_sad","","0.2","1007407","3","","117631","1007407038","",""
"0","vo_mhp_2003","","","1007407","21","0","vo_mhp_1007407","1007407039","",""
"8","（……あの人今\n何もないとこで転ばなかった？）","0","0","1007407","11","1","117631","1007407040","0","0.5"
"","","","","1007407","91","","0","1007407041","",""
"1","mhp_sit_idle","","0.2","1007407","3","","117631","1007407042","",""
"1","mhp_sit_talk_normal","","0.2","1007407","3","","117531","1007407043","",""
"0","vo_mhp_2004","","","1007407","21","0","vo_mhp_1007407","1007407044","",""
"6","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","0","0","1007407","11","1","117531","1007407045","0","0.5"
"","","","","1007407","91","","0","1007407046","",""
"1","mhp_sit_idle","","0.2","1007407","3","","117531","1007407047","",""
"1","mhp_sit_talk_wish","","0.2","1007407","3","","102511","1007407048","",""
"0","vo_mhp_2005","","","1007407","21","0","vo_mhp_1007407","1007407049","",""
"4","い、いえ、実は……\nド、ドジを治してほしいんです！","0","0","1007407","11","1","102511","1007407050","0","0.5"
"","","","","1007407","91","","0","1007407051","",""
"","0","","","1007407","93","","2","1007407052","",""
"1","mhp_sit_idle_wish","","0.2","1007407","3","","102511","1007407053","",""
"1","mhp_sit_talk_surprise2","","0.2","1007407","3","","117531","1007407054","",""
"0","vo_mhp_2006","","","1007407","21","0","vo_mhp_1007407","1007407055","",""
"7","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","0","0","1007407","11","1","117531","1007407056","0","0.5"
"","1","","","1007407","93","","2","1007407057","",""
"1","mhp_sit_talk_sad","","0.2","1007407","3","","117531","1007407058","",""
"","","","","1007407","91","","1007407056","1007407059","",""
"1","mhp_sit_idle","","0.2","1007407","3","","117531","1007407060","",""
"1","mhp_sit_talk_sad","","0.2","1007407","3","","102511","1007407061","",""
"0","vo_mhp_2007","","","1007407","21","0","vo_mhp_1007407","1007407062","",""
"6","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","0","0","1007407","11","1","102511","1007407063","0","0.5"
"","","","","1007407","91","","0","1007407064","",""
"1","mhp_sit_idle_sad","","0.2","1007407","3","","102511","1007407065","",""
"1","mhp_sit_talk_thinking","","0.2","1007407","3","","117531","1007407066","",""
"0","vo_mhp_2008","","","1007407","21","0","vo_mhp_1007407","1007407067","",""
"5","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","0","0","1007407","11","1","117531","1007407068","0","0.5"
"","","","","1007407","91","","0","1007407069","",""
"0","1007407073","","","1007407","103","","ドジナオールを処方するわ。","1007407070","",""
"0","1007407115","","","1007407","103","","魔丸ドジ殺しを処方するわ。","1007407071","",""
"0","1007407157","","","1007407","103","","このドジ矯正サポーターを着けなさい。","1007407072","",""
"1","mhp_sit_idle","","0.2","1007407","3","","117531","1007407073","0",""
"1","mhp_sit_talk_surprise2","","0.2","1007407","3","","102511","1007407074","0",""
"0","vo_mhp_2009","","","1007407","21","0","vo_mhp_1007407","1007407075","",""
"8","そ、そんな薬があるんですか！","0","0","1007407","11","1","102511","1007407076","0","0.5"
"","","","","1007407","91","","0","1007407077","",""
"0","mhp_sit_out","0","0.2","1007407","3","mhp_idle_normal","117531","1007407078","1",""
"","0","","","1007407","93","","0.6","1007407079","",""
"0","mhp_sit_out","0","0.2","1007407","3","mhp_idle_normal","102511","1007407080","1",""
"","0","","","1007407","93","","0.2","1007407081","",""
"1","mhp_walk","","0.2","1007407","3","","102511","1007407082","0",""
"-220","35","","","1007407","2","1.5","102511","1007407083","0",""
"-220","35","","","1007407","2","1.5","31","1007407084","0",""
"-220","35","","","1007407","2","1.5","11","1007407085","0",""
"-220","35","","","1007407","2","1.5","12","1007407086","0",""
"","0","","","1007407","93","","0.3","1007407087","",""
"0","mhp_handover_in","0","0.2","1007407","3","mhp_handover_loop","117531","1007407088","1",""
"1","1","0","0","1007407","6","1","21","1007407089","1",""
"1","1","0","0","1007407","6","1","22","1007407090","1",""
"0","mhp_handover_in","0","0.2","1007407","3","mhp_handover_loop","21","1007407091","1",""
"0","mhp_item_EX0004_handover_in","0","0.2","1007407","3","mhp_item_EX0004_handover_loop","22","1007407092","1",""
"","0","","","1007407","93","","1.2","1007407093","",""
"0","mhp_handover_receive_in","0","0.2","1007407","3","mhp_handover_receive_loop","102511","1007407094","1",""
"1","1","0","0","1007407","6","1","11","1007407095","1",""
"1","1","0","0","1007407","6","1","12","1007407096","1",""
"0","mhp_receive_suzume_in","0","0.2","1007407","3","mhp_receive_suzume_loop","11","1007407097","1",""
"0","mhp_item_EX0004_receive_in","0","0.2","1007407","3","mhp_item_EX0004_receive_loop","12","1007407098","1",""
"","0","","","1007407","93","","0.6","1007407099","",""
"1","1","0","0.4","1007407","6","1","22","1007407100","1",""
"","0","","","1007407","93","","0.4","1007407101","",""
"0","mhp_handover_out","0","0.2","1007407","3","mhp_idle_normal","117531","1007407102","1",""
"0","mhp_handover_out","0","0.2","1007407","3","NoItem_idle","21","1007407103","1",""
"0","mhp_item_EX0004_handover_out","0","0.2","1007407","3","NoItem_idle","22","1007407104","1",""
"","0","","","1007407","93","","0.4","1007407105","",""
"0","mhp_handover_receive_out","0","0.2","1007407","3","mhp_idle_normal","102511","1007407106","1",""
"0","mhp_receive_suzume_out","0","0.2","1007407","3","NoItem_idle","11","1007407107","1",""
"0","mhp_item_EX0004_receive_out","0","0.2","1007407","3","NoItem_idle","12","1007407108","1",""
"","0","","","1007407","93","","2","1007407109","",""
"1","mhp_talk_thinking","","0.2","1007407","3","","117531","1007407110","0",""
"0","vo_mhp_2010","","","1007407","21","0","vo_mhp_1007407","1007407111","",""
"6","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","0","0","1007407","11","1","117531","1007407112","0","0.5"
"","","","","1007407","91","","0","1007407113","",""
"","","","","1007407","101","","1007407197","1007407114","",""
"0","mhp_sit_out","0","0.2","1007407","3","mhp_idle_normal","117531","1007407115","1",""
"","0","","","1007407","93","","0.6","1007407116","",""
"0","mhp_sit_out","0","0.2","1007407","3","mhp_idle_normal","102511","1007407117","1",""
"","0","","","1007407","93","","0.2","1007407118","",""
"1","mhp_walk","","0.2","1007407","3","","102511","1007407119","0",""
"-220","35","","","1007407","2","1.5","102511","1007407120","0",""
"-220","35","","","1007407","2","1.5","31","1007407121","0",""
"-220","35","","","1007407","2","1.5","11","1007407122","0",""
