ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"","","19080035","vo_fpc","","vo_fpc_20804","","908","21","","0"
"0","10","19080036","107811","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","0.5","908","11","0","1"
"","","19080037","0","","","","908","91","",""
"","","19080038","0.5","","0","","908","93","",""
"","1","19080039","126911","","08_ranfa_talk","","908","3","0.1",""
"","1","19080040","5","","08_penpokorin","","908","3","0.1",""
"","","19080041","vo_fpc","","vo_fpc_20805","","908","21","","0"
"0","10","19080042","126911","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0.5","908","11","0","1"
"","","19080043","0","","","","908","91","",""
"","","19080044","0.5","","0","","908","93","",""
"","1","19080045","126911","","cmn_swm_tread","","908","3","0.1",""
"","1","19080046","5","","08_penpokorin","","908","3","0.1",""
"1","0","19080047","107811","0.1","08_kyaru_deny_in","","908","3","0.1","08_kyaru_deny_loop"
"","","19080048","vo_fpc","","vo_fpc_20806","","908","21","","0"
"0","10","19080049","107811","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0.5","908","11","0","1"
"","","19080050","0","","","","908","91","",""
"","","19080051","0.5","","0","","908","93","",""
"","1","19080052","107811","","08_kyaru_run","","908","3","",""
"","-15","19080053","107811","","850","","908","2","","2.07390648567119"
"","","19080054","19080053","","","","908","91","",""
"","-180","19080055","126911","","850","","908","2","","4.29864253393665"
"","-180","19080056","5","","850","","908","2","","4.29864253393665"
"","-180","19080057","3","","850","","908","33","","4.29864253393665"
"","","19080058","19080057","","","","908","91","",""
"-125","12","19090001","1","0","113611","09_jun_spreadFloat","909","1","1.75","-850"
"-125","12","19090002","1","1","113511","09_cmn_float","909","1","1.75","-850"
"-180","22","19090003","1","0","113411","09_cmn_float","909","1","1.75","-1050"
"-15","12","19090004","1","1","122811","09_misogi_run","909","1","1.4875","750"
"1","-850","19090005","4","","11","","909","31","1","-125"
"1","-820","19090006","6","","21","","909","31","1","-125"
"1","-1050","19090007","6","","31","","909","31","1","-180"
"","1","19090008","se_10053800","","se_fpc_water_random","","909","23","",""
"","","19090009","19090007","","0","","909","91","",""
"12","-125","19090010","113611","","225","","909","2","","6.32352941176471"
"12","-125","19090011","11","","225","","909","33","","6.32352941176471"
"","","19090012","3","","0","","909","93","",""
"","-15","19090013","122811","","-750","","909","2","","5.65610859728507"
"","","19090014","0.7","","0","","909","93","",""
"1","0","19090015","113611","0.1","09_jun_notice_in","","909","3","0.1","09_jun_notice_loop"
"","","19090016","19090010","","","","909","91","",""
"1","0","19090017","113611","0.1","09_jun_alart_in","","909","3","0.1","09_jun_alart_loop"
"12","-125","19090018","113511","","-125","","909","2","","4.26470588235294"
"12","-125","19090019","21","","-95","","909","33","","4.26470588235294"
"12","-180","19090020","113411","","-350","","909","2","","4.11764705882353"
"12","-180","19090021","31","","-350","","909","33","","4.11764705882353"
"","","19090022","0.5","","0","","909","93","",""
"","","19090023","vo_fpc","","vo_fpc_20900","","909","21","","0"
"0","10","19090024","113611","0","おっと…\nプールサイドを走ったら危ないよ！","0.5","909","11","0","1"
"","","19090025","0","","","","909","91","",""
"","","19090026","0.5","","0","","909","93","",""
"","","19090027","19090018","","","","909","91","",""
"1","0","19090028","113611","0.1","09_jun_idle_in","","909","3","0.1","09_jun_idle_loop"
"","1","19090029","113511","","09_cmn_float_talk","","909","3","0.1",""
"","","19090030","vo_fpc","","vo_fpc_20901","","909","21","","0"
"0","10","19090031","113511","0","あら？\n今、ジュンさんの声がしたような…","0.5","909","11","0","1"
"","","19090032","0","","","","909","91","",""
"","","19090033","0.5","","0","","909","93","",""
"","","19090034","19090033","","","","909","91","",""
"","1","19090035","113511","","09_cmn_float","","909","3","0.1",""
"","1","19090036","113411","","09_cmn_float_search","","909","3","0.1",""
"","","19090037","vo_fpc","","vo_fpc_20902","","909","21","","0"
"0","10","19090038","113411","0","え？　ホント？\nどこだろー？","0.5","909","11","0","1"
"","","19090039","0","","","","909","91","",""
"","","19090040","0.5","","0","","909","93","",""
"","1","19090041","113611","","09_jun_talk1_loop","","909","3","0.1",""
"","1","19090042","113411","","09_cmn_float","","909","3","0.1",""
"","","19090043","vo_fpc","","vo_fpc_20903","","909","21","","0"
"0","10","19090044","113611","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0.5","909","11","0","1"
"","","19090045","0","","","","909","91","",""
"","","19090046","0.5","","0","","909","93","",""
"","","19090047","vo_fpc","","vo_fpc_20904","","909","21","","0"
"0","10","19090048","113611","0","あのー…\nどなたか探しておられるのですか？","0.5","909","11","0","1"
"","","19090049","0","","","","909","91","",""
"","","19090050","0.5","","0","","909","93","",""
"","","19090051","113511","","0","","909","4","",""
"","-125","19090052","21","","-125","","909","33","","0"
"1","0","19090053","113511","0.1","09_cmn_float_notice","","909","3","","09_cmn_float_talk"
"","","19090054","vo_fpc","","vo_fpc_20905","","909","21","","0"
"0","10","19090055","113511","0","はい、いつも鎧姿の人なんですけど…","0.5","909","11","0","1"
"","","19090056","0","","","","909","91","",""
"","","19090057","0.5","","0","","909","93","",""
"","1","19090058","113411","","09_cmn_float_smile","","909","3","0.1",""
"","1","19090059","113511","","09_cmn_float","","909","3","0.1",""
"","","19090060","vo_fpc","","vo_fpc_20906","","909","21","","0"
"0","10","19090061","113411","0","面白くてかっこいい人なんだ♪","0.5","909","11","0","1"
"","","19090062","0","","","","909","91","",""
"","","19090063","0.5","","0","","909","93","",""
"","1","19090064","113611","","09_jun_talk2_loop","","909","3","0.3",""
"","1","19090065","113411","","09_cmn_float","","909","3","0.1",""
"","","19090066","vo_fpc","","vo_fpc_20907","","909","21","","0"
"0","10","19090067","113611","0","鎧姿ですか…\nそういう人は見かけていませんね…","0.5","909","11","0","1"
"","","19090068","0","","","","909","91","",""
"","","19090069","0.5","","0","","909","93","",""
"","1","19090070","113511","","09_cmn_float_talk","","909","3","0.1",""
"","","19090071","vo_fpc","","vo_fpc_20908","","909","21","","0"
"0","10","19090072","113511","0","そうですかー\n気のせいだったのかしら。","0.5","909","11","0","1"
"","","19090073","0","","","","909","91","",""
"","","19090074","0.5","","0","","909","93","",""
"","1","19090075","113511","","09_cmn_float","","909","3","0.1",""
"","","19090076","vo_fpc","","vo_fpc_20909","","909","21","","0"
"0","10","19090077","113611","0","鎧姿の人はこんな場所には\nいないんじゃないですかね？\n泳ぐ格好じゃなさそうですし…","0.5","909","11","0","1"
"","","19090078","0","","","","909","91","",""
"","","19090079","0.5","","0","","909","93","",""
"","1","19090080","113511","","09_cmn_float_talk","","909","3","0.1",""
"","","19090081","vo_fpc","","vo_fpc_20910","","909","21","","0"
"0","10","19090082","113511","0","でも、ジュンさんは\n真夏の海でも鎧姿だったわよね？","0.5","909","11","0","1"
"","","19090083","0","","","","909","91","",""
"","","19090084","0.5","","0","","909","93","",""
"","1","19090085","113411","","09_cmn_float_smile","","909","3","0.1",""
"","1","19090086","113511","","09_cmn_float","","909","3","0.1",""
"","","19090087","vo_fpc","","vo_fpc_20911","","909","21","","0"
"0","10","19090088","113411","0","うん！\nきっと海の中でも鎧姿で大丈夫だよ♪","0.5","909","11","0","1"
"","","19090089","0","","","","909","91","",""
"","","19090090","0.5","","0","","909","93","",""
"","1","19090091","113611","","09_jun_talk3_loop","","909","3","0.1",""
"","","19090092","vo_fpc","","vo_fpc_20912","","909","21","","0"
"0","10","19090093","113611","0","か、変わった人ですね…\nあははは…","0.5","909","11","0","1"
"","","19090094","0","","","","909","91","",""
"","","19090095","0.5","","0","","909","93","",""
"","","19090096","vo_fpc","","vo_fpc_20913","","909","21","","0"
"0","10","19090097","113611","0","（あとで鎧を着て\nあいさつをしに来よう…）","0.5","909","11","0","1"
"","","19090098","0","","","","909","91","",""
"","","19090099","0.5","","0","","909","93","",""
"1","0","19090100","113611","0.1","09_jun_float_in","","909","3","0.1","09_jun_float_loop"
"","-125","19090101","113611","","850","","909","2","","3.67647058823529"
"","-125","19090102","11","","850","","909","33","","3.67647058823529"
"","-125","19090103","113511","","850","","909","2","","5.73529411764706"
"","-125","19090104","21","","850","","909","33","","5.73529411764706"
"","-180","19090105","113411","","850","","909","2","","7.05882352941176"
"","-180","19090106","31","","850","","909","33","","7.05882352941176"
"","","19090107","19090105","","","","909","91","",""
"-15","22","19100001","1","0","110411","10_cmn_run","910","1","1.75","-750"
"-15","13","19100002","1","0","110511","10_cmn_run","910","1","1.75","-750"
"-15","12","19100003","1","0","107911","cmn_run_def_N","910","1","1.4875","-750"
"1","-750","19100004","4","","11","","910","31","0","-15"
"1","50","19100005","117","","1171","","910","31","0","-180"
"1","-750","19100006","4","","21","","910","31","0","-15"
"1","275","19100007","118","","1172","","910","31","0","-125"
"1","-50","19100008","119","","119","","910","31","0","-15"
"1","-50","19100009","109","","12","","910","31","0","20"
"1","-50","19100010","108","","22","","910","31","0","55"
"","1","19100011","se_10053800","","se_fpc_water_random","","910","23","",""
"","","19100012","19100010","","0","","910","91","",""
"","-15","19100013","107911","","-50","","910","2","","3.16742081447964"
"","","19100014","19100013","","","","910","91","",""
"1","0","19100015","107911","0.1","10_tamaki_handUp_in","","910","3","0.1","10_tamaki_handUp_loop"
"","","19100016","vo_fpc","","vo_fpc_21000","","910","21","","0"
"0","10","19100017","107911","0","にゃっ、にゃっ、にゃ～♪\n水に濡れるのは嫌だけど…","0.5","910","11","0","1"
"","","19100018","0","","","","910","91","",""
"","","19100019","0.5","","0","","910","93","",""
"","","19100020","vo_fpc","","vo_fpc_21001","","910","21","","0"
"0","10","19100021","107911","0","人が多い場所でたい焼きを売る\nチャンスにゃ！　たくさん儲けるにゃー！","0.5","910","11","0","1"
"","","19100022","0","","","","910","91","",""
"","","19100023","0.5","","0","","910","93","",""
"","-15","19100024","110511","","-200","","910","2","","2.07390648567119"
"","-15","19100025","21","","-200","","910","33","","2.07390648567119"
"","","19100026","0.5","","0","","910","93","",""
"","","19100027","vo_fpc","","vo_fpc_21002","","910","21","","0"
"0","35","19100028","110511","0","いっくさー！\n琉球犬ダーイブさー！","0","910","11","0","1"
"","","19100029","19100024","","","","910","91","",""
"","","19100030","se_10053800","","se_10053800_910_jump_kaori","","910","23","",""
"","0","19100031","110511","","10_kaori_dive","","910","3","0.1",""
"","","19100032","1","","0","","910","93","",""
"0","1","19100033","110511","","1","","910","6","0.1","1"
"","","19100034","22","","1","","910","32","",""
"","","19100035","0.2","","0","","910","93","",""
"","","19100036","119","","1","","910","32","",""
"","1","19100037","107911","","10_tamaki_wet","","910","3","0.1",""
"","","19100038","0.5","","0","","910","93","",""
"","-125","19100039","110511","","-50","","910","2","","0"
"","-125","19100040","21","","-50","","910","33","","0"
"","","19100041","0.2","","0","","910","93","",""
"","","19100042","21","","1","","910","32","",""
"1","1","19100043","110511","","1","","910","6","0.7","1"
"1","0","19100044","110511","0.1","10_cmn_float_back_in","","910","3","0.1","10_cmn_float_back"
"11","-125","19100045","110511","","275","","910","2","","1.22549019607843"
"11","-125","19100046","21","","275","","910","33","","1.22549019607843"
"","","19100047","2","","0","","910","93","",""
"","-15","19100048","110411","","-220","","910","2","","2.07390648567119"
"","-15","19100049","11","","-220","","910","33","","2.07390648567119"
"","","19100050","0.5","","0","","910","93","",""
"","","19100051","vo_fpc","","vo_fpc_21004","","910","21","","0"
"0","35","19100052","110411","0","よっしゃ、負けねーぞ！\nウルフェンダーイブ、なんてな！","0.5","910","11","0","1"
"","","19100053","19100048","","","","910","91","",""
"1","0","19100054","110411","0.1","10_makoto_boost_in","","910","3","0.1","10_makoto_boost_loop"
"","","19100055","1.5","","0","","910","93","",""
"","0","19100056","110411","","10_makoto_dive","","910","3","0.1",""
"","","19100057","0.1","","0","","910","93","",""
"","","19100058","se_10053800","","se_10053800_910_jump_makoto","","910","23","",""
"","","19100059","1","","0","","910","93","",""
"0","1","19100060","110411","","1","","910","6","0.1","1"
"","","19100061","12","","1","","910","32","",""
"","","19100062","0.4","","0","","910","93","",""
"","","19100063","119","","0","","910","32","",""
"","","19100064","119","","1","","910","32","",""
"","1","19100065","107911","","10_tamaki_wet2","","910","3","0.2",""
"","","19100066","0.4","","0","","910","93","",""
"","-180","19100067","110411","","-50","","910","2","","0"
"","-180","19100068","11","","-50","","910","33","","0"
"","","19100069","0.2","","0","","910","93","",""
"","","19100070","11","","1","","910","32","",""
"1","1","19100071","110411","","1","","910","6","0.7","1"
"1","0","19100072","110411","0.1","10_cmn_float_back_in","","910","3","0.1","10_cmn_float_back"
"11","-180","19100073","110411","","50","","910","2","","1.22549019607843"
"11","-180","19100074","11","","50","","910","33","","1.22549019607843"
"","","19100075","1.5","","0","","910","93","",""
"","1","19100076","110511","","10_cmn_dogscratch","","910","3","0.1",""
"","1","19100077","110411","","10_cmn_dogscratch","","910","3","0.1",""
"","","19100078","11","","0","","910","32","",""
"","","19100079","21","","0","","910","32","",""
