2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"boss_tp_down_cut","ＴＰダウンカット","81001070","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","100107007"
"2","ＨＰ回復量ダウン","81001070","バトル開始時、すべてのキャラのＨＰ回復量を大ダウンさせる。","100107008"
"13","水属性ボーナス特大アップ","82001001","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","200100101"
"11","深域モンスター","82001001","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","200100102"
"17","ＴＰ上昇上限付与","82001001","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","200100103"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","82001001","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","200100104"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","82001001","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","200100105"
"9","ＨＰ吸収ダウン","82001001","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","200100106"
"13","水属性ボーナス特大アップ","82001002","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","200100201"
"11","深域モンスター","82001002","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","200100202"
"17","ＴＰ上昇上限付与","82001002","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","200100203"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","82001002","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","200100204"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","82001002","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","200100205"
"9","ＨＰ吸収ダウン","82001002","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","200100206"
"13","水属性ボーナス特大アップ","82001003","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","200100301"
"11","深域モンスター","82001003","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","200100302"
"17","ＴＰ上昇上限付与","82001003","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","200100303"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","82001003","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","200100304"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","82001003","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","200100305"
"9","ＨＰ吸収ダウン","82001003","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","200100306"
"13","水属性ボーナス特大アップ","82001004","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","200100401"
"11","深域モンスター","82001004","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","200100402"
"17","ＴＰ上昇上限付与","82001004","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","200100403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","82001004","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","200100404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","82001004","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","200100405"
"9","ＨＰ吸収ダウン","82001004","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","200100406"
"13","水属性ボーナス特大アップ","82001005","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","200100501"
"11","深域モンスター","82001005","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","200100502"
"17","ＴＰ上昇上限付与","82001005","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","200100503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","82001005","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","200100504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","82001005","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","200100505"
"9","ＨＰ吸収ダウン","82001005","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","200100506"
"13","水属性ボーナス特大アップ","82001006","水属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。水属性以外の属性ボーナスを無効化する。","200100601"
"11","深域モンスター","82001006","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","200100602"
"17","ＴＰ上昇上限付与","82001006","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","200100603"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","82001006","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","200100604"
