b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122811","0","1009806088"
"0","","","","1009806","93","","","0.1","","1009806089"
"-200","","0.2","2","1009806","2","-235","0.33","122711","","1009806090"
"100","","0.2","2","1009806","2","-220","0.33","122911","","1009806091"
"270","","0.2","2","1009806","2","-250","0.33","122811","","1009806092"
"0","","","","1009806","93","","","0.7","","1009806093"
"lsv_talk_memory_dere2","","","","1009806","3","1","","122811","0.2","1009806094"
"vo_lsv_0629","","","","1009806","21","0","0","vo_lsv","","1009806095"
"あ～、焼きそば～！","0","0","1","1009806","11","10","1","122811","0","1009806096"
"","","","","1009806","91","","","0","","1009806097"
"lsv_idle_memory","","","","1009806","3","1","","122811","0.2","1009806098"
"lsv_smile2","","0.2","1","1009806","3","0","lsv_idle_normal_joyR","122911","0","1009806099"
"vo_lsv_0630","","","","1009806","21","0","0","vo_lsv","","1009806100"
"おいしいよね～♪","0","0","1","1009806","11","10","1","122911","0","1009806101"
"","","","","1009806","91","","","0","","1009806102"
"lsv_talk_joy3_dere","","","","1009806","3","1","","122711","0.2","1009806103"
"vo_lsv_0631","","","","1009806","21","0","0","vo_lsv","","1009806104"
"あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！","0","0","1","1009806","11","10","1","122711","0","1009806105"
"","","","","1009806","91","","","0","","1009806106"
"lsv_idle_joy_dere2","","","","1009806","3","1","","122711","0.2","1009806107"
"","","","","1009806","101","","","1009806133","","1009806108"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122711","0","1009806109"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122911","0","1009806110"
"lsv_choice","","0.2","1","1009806","3","0","lsv_idle_normal","122811","0","1009806111"
"0","","","","1009806","93","","","0.1","","1009806112"
"-200","","0.2","2","1009806","2","-235","0.33","122711","","1009806113"
"100","","0.2","2","1009806","2","-220","0.33","122911","","1009806114"
"270","","0.2","2","1009806","2","-250","0.33","122811","","1009806115"
"0","","","","1009806","93","","","0.7","","1009806116"
"lsv_exactly_joy_in","","0.2","1","1009806","3","0","lsv_exactly_joy_loop","122811","0","1009806117"
"vo_lsv_0632","","","","1009806","21","0","0","vo_lsv","","1009806118"
"うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪","0","0","1","1009806","11","10","1","122811","0","1009806119"
"","","","","1009806","91","","","0","","1009806120"
"lsv_idle_joy","","","","1009806","3","1","","122811","0.2","1009806121"
"lsv_talk_surprise_dere","","","","1009806","3","1","","122911","0.2","1009806122"
"vo_lsv_0633","","","","1009806","21","0","0","vo_lsv","","1009806123"
"ミミはシュワシュワが\nやさしいラムネが\nいいな～","0","0","1","1009806","11","10","1","122911","0","1009806124"
"","","","","1009806","91","","","0","","1009806125"
"lsv_idle_surprise_joy","","","","1009806","3","1","","122911","0.2","1009806126"
"lsv_talk_normal","","","","1009806","3","1","","122711","0.2","1009806127"
"vo_lsv_0634","","","","1009806","21","0","0","vo_lsv","","1009806128"
"せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。","0","0","1","1009806","11","10","1","122711","0","1009806129"
"","","","","1009806","91","","","0","","1009806130"
"lsv_idle_normal","","","","1009806","3","1","","122711","0.2","1009806131"
"","","","","1009806","101","","","1009806133","","1009806132"
"","","","","1009806","91","","","0","","1009806133"
"","","","","1009806","102","","","","","1009806134"
"0.2","","","","1009806","22","","","0","","1009806135"
"","","","","1009806","93","","","0.2","","1009806136"
"10","0","0","0","1009806","12","1","0","122711","0","1009806137"
"lsv_talk_bitter","","","","1009806","3","1","","122711","0.2","1009806138"
"0","","","","1009806","93","","","3","","1009806139"
"lsv_idle_surprise_talkjoy","","","","1009806","3","1","","122711","0.2","1009806140"
"8","0","0","0","1009806","12","1","0","122811","0","1009806141"
"lsv_talk_memory","","","","1009806","3","1","","122811","0.2","1009806142"
"0","","","","1009806","93","","","3","","1009806143"
"lsv_idle_joy","","","","1009806","3","1","","122811","0.2","1009806144"
"6","0","0","0","1009806","12","1","0","122911","0","1009806145"
"lsv_talk_wish_joy","","","","1009806","3","1","","122911","0.2","1009806146"
"0","","","","1009806","93","","","3","","1009806147"
"lsv_idle_normal_joyR","","","","1009806","3","1","","122911","0.2","1009806148"
"","","","","1009806","101","","","1009806137","","1009806149"
"1","","0","0","1009806","6","1","1","333","1","1009806150"
"1","","","","1009806","4","","","122711","","1009806151"
"lsv_run","","","","1009806","3","1","","122711","0.2","1009806152"
"-750","","","0","1009806","2","-235","0.8","122711","","1009806153"
"0","","","","1009806","4","","","122911","","1009806154"
"lsv_run","","","","1009806","3","1","","122911","0.2","1009806155"
"750","","","0","1009806","2","-220","0.8","122911","","1009806156"
"0","","","","1009806","4","","","122811","","1009806157"
"lsv_run","","","","1009806","3","1","","122811","0.2","1009806158"
"850","","","0","1009806","2","-250","0.8","122811","","1009806159"
"","","","","1009806","93","","","0.6","","1009806160"
"1","","0","0","1009806","6","1","1","122711","0.2","1009806161"
"1","","0","0","1009806","6","1","1","122911","0.2","1009806162"
"1","","0","0","1009806","6","1","1","122811","0.2","1009806163"
"","","","","1009806","91","","","0","","1009806164"
"102011","lsv_idle_normal","0","-235","1009807","1","102","-650","1","1.95","1009807001"
"100411","lsv_idle_normal","1","-220","1009807","1","100","650","1","1.95","1009807002"
"103611","lsv_idle_normal","1","-250","1009807","1","101","750","1","1.95","1009807003"
"333","lsv_white_loop","0","0","1009807","5","0","0","1","1","1009807004"
"1","","0","0","1009807","6","1","1","333","0","1009807005"
"1","","0","0","1009807","6","1","1","102011","0","1009807006"
"1","","0","0","1009807","6","1","1","100411","0","1009807007"
"1","","0","0","1009807","6","1","1","103611","0","1009807008"
"0","","","","1009807","93","","","1","","1009807009"
"1","","0","0.4","1009807","6","1","1","333","0.8","1009807010"
"lsv_walk_joy","","","","1009807","3","1","","102011","0.2","1009807011"
"-200","","","0","1009807","2","-235","2","102011","","1009807012"
"1","","0","1","1009807","6","1","1","102011","0.4","1009807013"
"lsv_walk","","","","1009807","3","1","","100411","0.2","1009807014"
"100","","","0","1009807","2","-220","2","100411","","1009807015"
"1","","0","1","1009807","6","1","1","100411","0.4","1009807016"
"lsv_walk","","","","1009807","3","1","","103611","0.2","1009807017"
"270","","","0","1009807","2","-250","2","103611","","1009807018"
"1","","0","1","1009807","6","1","1","103611","0.4","1009807019"
"0","","","","1009807","93","","","2","","1009807020"
"lsv_idle_wish_joyR","","","","1009807","3","1","","102011","0.2","1009807021"
"lsv_idle_normal","","","","1009807","3","1","","100411","0.2","1009807022"
"lsv_idle_normal","","","","1009807","3","1","","103611","0.2","1009807023"
"0","","","","1009807","93","","","0.6","","1009807024"
"lsv_talk_wish_joy","","","","1009807","3","1","","102011","0.2","1009807025"
"vo_lsv_0721","","","","1009807","21","0","0","vo_lsv","","1009807026"
"みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪","0","0","1","1009807","11","10","1","102011","0","1009807027"
"","","","","1009807","91","","","0","","1009807028"
"lsv_idle_wish_joyR","","","","1009807","3","1","","102011","0.2","1009807029"
"lsv_talk_surprise_talkjoy","","","","1009807","3","1","","103611","0.2","1009807030"
"vo_lsv_0722","","","","1009807","21","0","0","vo_lsv","","1009807031"
"みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。","0","0","1","1009807","11","10","1","103611","0","1009807032"
"","","","","1009807","91","","","0","","1009807033"
"lsv_idle_surprise_doya","","","","1009807","3","1","","103611","0.2","1009807034"
"lsv_talk_arm_crossed2","","0.2","1","1009807","3","0","lsv_talk_arm_crossed_loop2","100411","0","1009807035"
"vo_lsv_0723","","","","1009807","21","0","0","vo_lsv","","1009807036"
"今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。","0","0","1","1009807","11","10","1","100411","0","1009807037"
"","","","","1009807","91","","","0","","1009807038"
"lsv_idle_arm_crossed","","","","1009807","3","1","","100411","0.2","1009807039"
"lsv_talk_joy1_normal","","","","1009807","3","1","","103611","0.2","1009807040"
"vo_lsv_0724","","","","1009807","21","0","0","vo_lsv","","1009807041"
"やっぱり情報収集のやり方を\n変えて正解だったね。","0","0","1","1009807","11","10","1","103611","0","1009807042"
"","","","","1009807","91","","","0","","1009807043"
"lsv_idle_normal_suprise1","","","","1009807","3","1","","103611","0.2","1009807044"
"lsv_talk_guts2","","0.2","1","1009807","3","0","lsv_talk_guts2_loop","100411","0","1009807045"
"vo_lsv_0725","","","","1009807","21","0","0","vo_lsv","","1009807046"
"あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！","0","0","1","1009807","11","10","1","100411","0","1009807047"
"","","","","1009807","91","","","0","","1009807048"
"lsv_idle_normal_joy","","","","1009807","3","1","","100411","0.2","1009807049"
"lsv_talk_joy3","","","","1009807","3","1","","102011","0.2","1009807050"
"vo_lsv_0726","","","","1009807","21","0","0","vo_lsv","","1009807051"
"お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～","0","0","1","1009807","11","10","1","102011","0","1009807052"
"","","","","1009807","91","","","0","","1009807053"
"lsv_idle_normal_joyR","","","","1009807","3","1","","102011","0.2","1009807054"
"lsv_talk_arm_crossed2","","0.2","1","1009807","3","0","lsv_talk_arm_crossed_loop2","103611","0","1009807055"
"vo_lsv_0727","","","","1009807","21","0","0","vo_lsv","","1009807056"
"私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？","0","0","1","1009807","11","10","1","103611","0","1009807057"
"","","","","1009807","91","","","0","","1009807058"
"lsv_idle_arm_crossed","","","","1009807","3","1","","103611","0.2","1009807059"
"lsv_choice","","0.2","1","1009807","3","0","lsv_look_idle_normal","102011","0","1009807060"
"lsv_choice","","0.2","1","1009807","3","0","lsv_look_idle_normal","100411","0","1009807061"
"lsv_choice","","0.2","1","1009807","3","0","lsv_look_idle_normal","103611","0","1009807062"
"0","","","","1009807","93","","","0.1","","1009807063"
"-452","","0.2","2","1009807","2","-235","0.33","102011","","1009807064"
"420","","0.2","2","1009807","2","-220","0.33","100411","","1009807065"
"545","","0.2","2","1009807","2","-250","0.33","103611","","1009807066"
"0","","","","1009807","22","1","","0","0.2","1009807067"
"1009807071","","","","1009807","103","0","","プールバッグのままで。","","1009807068"
"1009807095","","","","1009807","103","0","","バスケットがいいかも。","","1009807069"
"1009807119","","","","1009807","103","0","","リュックサックはどう？","","1009807070"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","102011","0","1009807071"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","100411","0","1009807072"
"lsv_choice","","0.2","1","1009807","3","0","lsv_look_idle_normal","103611","0","1009807073"
"0","","","","1009807","93","","","0.1","","1009807074"
"-200","","0.2","2","1009807","2","-235","0.33","102011","","1009807075"
"100","","0.2","2","1009807","2","-220","0.33","100411","","1009807076"
"270","","0.2","2","1009807","2","-250","0.33","103611","","1009807077"
"0","","","","1009807","93","","","0.7","","1009807078"
"lsv_look_idle_sad","","","","1009807","3","1","","103611","0.2","1009807079"
"vo_lsv_0728","","","","1009807","21","0","0","vo_lsv","","1009807080"
"そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。","0","0","1","1009807","11","10","1","103611","0","1009807081"
"","","","","1009807","91","","","0","","1009807082"
"lsv_idle_normal","","","","1009807","3","1","","103611","0.2","1009807083"
"lsv_talk_wish_surprise","","","","1009807","3","1","","100411","0.2","1009807084"
"vo_lsv_0729","","","","1009807","21","0","0","vo_lsv","","1009807085"
"確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。","0","0","1","1009807","11","10","1","100411","0","1009807086"
"","","","","1009807","91","","","0","","1009807087"
"lsv_idle_wish","","","","1009807","3","1","","100411","0.2","1009807088"
"lsv_talk_normal","","","","1009807","3","1","","102011","0.2","1009807089"
"vo_lsv_0730","","","","1009807","21","0","0","vo_lsv","","1009807090"
"あと抱っこするときは、\nかわりばんこにするのもね♪","0","0","1","1009807","11","10","1","102011","0","1009807091"
"","","","","1009807","91","","","0","","1009807092"
"lsv_idle_normal","","","","1009807","3","1","","102011","0.2","1009807093"
"","","","","1009807","101","","","1009807143","","1009807094"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","102011","0","1009807095"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","100411","0","1009807096"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","103611","0","1009807097"
"0","","","","1009807","93","","","0.1","","1009807098"
"-200","","0.2","2","1009807","2","-235","0.33","102011","","1009807099"
"100","","0.2","2","1009807","2","-220","0.33","100411","","1009807100"
"270","","0.2","2","1009807","2","-250","0.33","103611","","1009807101"
"0","","","","1009807","93","","","0.7","","1009807102"
"lsv_talk_surprise_talkjoy","","","","1009807","3","1","","102011","0.2","1009807103"
"vo_lsv_0731","","","","1009807","21","0","0","vo_lsv","","1009807104"
"バスケットなら\nゆりかごみたいになって\nみゅ～ちゃんも気持ちいいかも♪","0","0","1","1009807","11","10","1","102011","0","1009807105"
"","","","","1009807","91","","","0","","1009807106"
"lsv_idle_surprise_joy","","","","1009807","3","1","","102011","0.2","1009807107"
"lsv_talk_sad","","","","1009807","3","1","","103611","0.2","1009807108"
"vo_lsv_0732","","","","1009807","21","0","0","vo_lsv","","1009807109"
"うーん…ちゃんと持たないと\nユラユラ揺れすぎて\n酔っちゃうかもしれないよ？","0","0","1","1009807","11","10","1","103611","0","1009807110"
"","","","","1009807","91","","","0","","1009807111"
"lsv_idle_sad_normal","","","","1009807","3","1","","103611","0.2","1009807112"
"lsv_talk_cool_joy","","0.2","1","1009807","3","0","lsv_talk_cool_joy_loop","100411","0","1009807113"
"vo_lsv_0733","","","","1009807","21","0","0","vo_lsv","","1009807114"
"試すだけ試してみようよ。\n気に入らないみたいなら、\nプールバッグのままでいいし♪","0","0","1","1009807","11","10","1","100411","0","1009807115"
"","","","","1009807","91","","","0","","1009807116"
"lsv_idle_cool","","","","1009807","3","1","","100411","0.2","1009807117"
"","","","","1009807","101","","","1009807143","","1009807118"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","102011","0","1009807119"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","100411","0","1009807120"
"lsv_choice","","0.2","1","1009807","3","0","lsv_idle_normal","103611","0","1009807121"
"0","","","","1009807","93","","","0.1","","1009807122"
"-200","","0.2","2","1009807","2","-235","0.33","102011","","1009807123"
"100","","0.2","2","1009807","2","-220","0.33","100411","","1009807124"
