a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c
"0","0","105611","16614","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","0.5","11","1","10","16614073","1"
"","","0","16614","","","91","","","16614074",""
"","0.2","105611","16614","wac_birthday_idle_doya","","3","","1","16614075",""
"","0.2","102711","16614","wac_birthday_talk_normal","","3","","1","16614076",""
"","","vo_wac_16614","16614","vo_wac_16614_002","","21","","0","16614077","0"
"0","0","102711","16614","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","0.5","11","1","10","16614078","1"
"","","0","16614","","","91","","","16614079",""
"","0.2","102711","16614","wac_birthday_talk_wish","","3","","1","16614080",""
"","","vo_wac_16614","16614","vo_wac_16614_003","","21","","0","16614081","0"
"0","0","102711","16614","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","0.5","11","1","10","16614082","1"
"","","0","16614","","","91","","","16614083",""
"","","0","16614","","","22","","","16614084",""
"","","bgm_M321","17414","bgm_M321_2C","","25","","","17414001",""
"0","2","1","17414","110811","wac_birthday_idle_normal","1","-70","250","17414002","-1000"
"1","2","1","17414","110911","wac_birthday_idle_kyapi","1","-270","256","17414003","230"
"1","2","1","17414","111011","wac_birthday_idle_doya","1","-310","257","17414004","410"
"","","110811","17414","300","","13","","","17414005",""
"","","110911","17414","300","","13","","","17414006",""
"","0","501","17414","501","","31","1","0","17414007","0"
"","1","600","17414","600","","31","1","0","17414008","0"
"","0","602","17414","602","","31","1","0","17414009","0"
"","0","603","17414","603","","31","1","0","17414010","0"
"","1","604","17414","604","","31","1","30","17414011","60"
"","1","613","17414","613","","31","1","0","17414012","0"
"","0","700","17414","700","","31","1","0","17414013","0"
"","0","701","17414","701","","31","1","0","17414014","0"
"","0","702","17414","702","","31","1","0","17414015","0"
"","0","800","17414","800","","31","1","0","17414016","0"
"","1","920","17414","920","","31","1","30","17414017","60"
"","","1","17414","","","93","","","17414018",""
"0.2","0.2","111011","17414","wac_birthday_reaction_05","","3","1","0","17414019","wac_birthday_reaction_03"
"","","0.1","17414","","","93","","","17414020",""
"0.2","0.2","110911","17414","wac_birthday_reaction_01","","3","1","0","17414021","wac_birthday_reaction_03"
"","","0.3","17414","","","93","","","17414022",""
"","0.2","110811","17414","wac_birthday_run_01","","3","","1","17414023",""
"","","110811","17414","0","","2","","-70","17414024","3"
"","","2.5","17414","","","93","","","17414025",""
"","","602","17414","1","","32","","","17414026",""
"","","0.6","17414","","","93","","","17414027",""
"","","501","17414","1","","32","","","17414028",""
"","","600","17414","0","","32","","","17414029",""
"","","613","17414","0","","32","","","17414030",""
"","","604","17414","0","","32","","","17414031",""
"","","701","17414","1","","32","","","17414032",""
"","","920","17414","0","","33","","0","17414033","0.01"
"0.2","0.2","110811","17414","wac_birthday_blowout_01","","3","1","0","17414034","wac_birthday_wish_01"
"","","110811","17414","-200","","2","","-330","17414035","0.01"
"","0.2","110911","17414","wac_birthday_idle_kyapi","","3","","1","17414036",""
"","","110911","17414","180","","2","","-320","17414037","0.01"
"","0.2","111011","17414","wac_birthday_idle_doya","","3","","1","17414038",""
"","","111011","17414","320","","2","","-340","17414039","0.01"
"","","0","17414","","","93","","","17414040",""
"","","800","17414","1","","32","","","17414041",""
"","","0.7","17414","","","93","","","17414042",""
"","","702","17414","1","","32","","","17414043",""
"","","0.5","17414","","","93","","","17414044",""
"","","se_common","17414","se_sys_login_birthday_blow_candle","","23","","0","17414045",""
"","","701","17414","0","","32","","","17414046",""
"","","0.4","17414","","","93","","","17414047",""
"","","se_common","17414","se_sys_login_birthday_cracker","","23","","0","17414048",""
"","","700","17414","1","","32","","","17414049",""
"","","se_common","17414","se_sys_login_birthday_calendar_applause","","23","","0","17414050",""
"0.2","0.2","110911","17414","wac_birthday_clap","","3","1","0","17414051","wac_birthday_idle_kyapi"
"","","0.1","17414","","","93","","","17414052",""
"0.2","0.2","111011","17414","wac_birthday_clap","","3","1","0","17414053","wac_birthday_idle_doya"
"","","2","17414","","","93","","","17414054",""
"","","1","17414","","","131","","","17414055",""
"","","vo_wac_17414","17414","vo_wac_17414_000","","21","","0","17414056","0"
"0","0","110811","17414","うわ何コレ、ビビんだけど。\nまぁまぁデカめの生モノ\n野ざらしで放置されてンじゃん。\n城壁だぞ。新手のバイオテロか？","0.5","11","1","10","17414057","1"
"","","0","17414","","","91","","","17414058",""
"","0.2","110811","17414","wac_birthday_idle_smile","","3","","1","17414059",""
"","0.2","110911","17414","wac_birthday_talk_sad","","3","","1","17414060",""
"","","vo_wac_17414","17414","vo_wac_17414_001","","21","","0","17414061","0"
"0","0","110911","17414","照れ隠しなのか新手のモノボケなのか\n知らないですけどクロエ先輩……\nあきらかバースデーケーキ前にして\nそのすっとぼけは無理ないです？","0.5","11","1","10","17414062","1"
"","","0","17414","","","91","","","17414063",""
"","0.2","110911","17414","wac_birthday_idle_sad","","3","","1","17414064",""
"","0.2","110811","17414","wac_birthday_chloe_talk_sad","","3","","1","17414065",""
"","","vo_wac_17414","17414","vo_wac_17414_002","","21","","0","17414066","0"
"0","0","110811","17414","あ？　じゃあさ、そんなン言うなら\nこっちも言わせてもらうけどさ。\nあんたらサプライズするならするで\nもっと上手いことやってくんない。","0.5","11","1","10","17414067","1"
"","","0","17414","","","91","","","17414068",""
"","0.2","110811","17414","wac_birthday_talk_smile","","3","","1","17414069",""
"","","vo_wac_17414","17414","vo_wac_17414_003","","21","","0","17414070","0"
"0","0","110811","17414","朝からユニ先輩クリームまみれなのよ。\n気付くわそりゃ。喜びどころムズいわ。\nとっくにニヤ散らかした後だわ。\nいんだけどさべつに。ありがとね。","0.5","11","1","10","17414071","1"
"","","0","17414","","","91","","","17414072",""
"","","0","17414","","","22","","","17414073",""
"","","bgm_M321","17614","bgm_M321_2C","","25","","","17614001",""
"0","2","1","17614","104311","wac_birthday_idle_normal","1","-70","250","17614002","-1000"
"1","2","1","17614","101011","wac_birthday_idle_wish","1","-270","256","17614003","200"
"1","2","1","17614","101411","wac_birthday_idle_smile","1","-310","258","17614004","320"
"1","2","1","17614","101711","wac_birthday_idle_kyapi","1","-290","257","17614005","450"
"","","104311","17614","300","","13","","","17614006",""
"","","101011","17614","300","","13","","","17614007",""
"","","101411","17614","300","","13","","","17614008",""
"","","101711","17614","300","","13","","","17614009",""
"","0","501","17614","501","","31","1","0","17614010","0"
"","1","600","17614","600","","31","1","0","17614011","0"
"","0","602","17614","602","","31","1","0","17614012","0"
"","0","603","17614","603","","31","1","0","17614013","0"
"","1","604","17614","604","","31","1","30","17614014","60"
"","1","613","17614","613","","31","1","0","17614015","0"
"","0","700","17614","700","","31","1","0","17614016","0"
"","0","701","17614","701","","31","1","0","17614017","0"
"","0","702","17614","702","","31","1","0","17614018","0"
"","0","800","17614","800","","31","1","0","17614019","0"
"","1","921","17614","921","","31","1","30","17614020","60"
"","","1","17614","","","93","","","17614021",""
"0.2","0.2","101411","17614","wac_birthday_reaction_01","","3","1","0","17614022","wac_birthday_reaction_03"
"","","0.1","17614","","","93","","","17614023",""
"0.2","0.2","101011","17614","wac_birthday_reaction_03","","3","1","0","17614024","wac_birthday_reaction_04"
"0.2","0.2","101711","17614","wac_birthday_reaction_02","","3","1","0","17614025","wac_birthday_reaction_03"
"","","0.3","17614","","","93","","","17614026",""
"","0.2","104311","17614","wac_birthday_makoto_run_01","","3","","1","17614027",""
"","","104311","17614","0","","2","","-70","17614028","3"
"","","2.5","17614","","","93","","","17614029",""
"","","602","17614","1","","32","","","17614030",""
"","","0.6","17614","","","93","","","17614031",""
"","","501","17614","1","","32","","","17614032",""
"","","600","17614","0","","32","","","17614033",""
"","","613","17614","0","","32","","","17614034",""
"","","604","17614","0","","32","","","17614035",""
"","","701","17614","1","","32","","","17614036",""
"","","921","17614","0","","33","","0","17614037","0.01"
"0.2","0.2","104311","17614","wac_birthday_makoto_blowout_02","","3","1","0","17614038","wac_birthday_makoto_wish_01"
"","","104311","17614","-200","","2","","-330","17614039","0.01"
"","0.2","101011","17614","wac_birthday_idle_wish","","3","","1","17614040",""
"","","101011","17614","180","","2","","-320","17614041","0.01"
"","0.2","101411","17614","wac_birthday_idle_smile","","3","","1","17614042",""
"","","101411","17614","290","","2","","-360","17614043","0.01"
"","0.2","101711","17614","wac_birthday_idle_kyapi","","3","","1","17614044",""
"","","101711","17614","420","","2","","-340","17614045","0.01"
"","","0","17614","","","93","","","17614046",""
"","","800","17614","1","","32","","","17614047",""
"","","0.7","17614","","","93","","","17614048",""
"","","702","17614","1","","32","","","17614049",""
"","","0.5","17614","","","93","","","17614050",""
"","","se_common","17614","se_sys_login_birthday_blow_candle","","23","","0","17614051",""
"","","701","17614","0","","32","","","17614052",""
"","","0.4","17614","","","93","","","17614053",""
"","","se_common","17614","se_sys_login_birthday_cracker","","23","","0","17614054",""
"","","700","17614","1","","32","","","17614055",""
"","","se_common","17614","se_sys_login_birthday_calendar_applause","","23","","0","17614056",""
"0.2","0.2","101011","17614","wac_birthday_clap_to_wish","","3","1","0","17614057","wac_birthday_idle_wish"
"","","0.1","17614","","","93","","","17614058",""
"0.2","0.2","101411","17614","wac_birthday_clap","","3","1","0","17614059","wac_birthday_idle_smile"
"","","0.1","17614","","","93","","","17614060",""
"0.2","0.2","101711","17614","wac_birthday_clap","","3","1","0","17614061","wac_birthday_idle_kyapi"
"","","2","17614","","","93","","","17614062",""
"","","1","17614","","","131","","","17614063",""
"","","vo_wac_17614","17614","vo_wac_17614_000","","21","","0","17614064","0"
"0","0","104311","17614","なんじゃこりゃ、ケーキか？\n誰かの忘れ物……なわけないよな。\nなんでこんなもんが？","0.5","11","1","10","17614065","1"
"","","0","17614","","","91","","","17614066",""
"","0.2","104311","17614","wac_birthday_idle_normal","","3","","1","17614067",""
"","0.2","101011","17614","wac_birthday_talk_wish","","3","","1","17614068",""
"","","vo_wac_17614","17614","vo_wac_17614_001","","21","","0","17614069","0"
"0","0","101011","17614","なんでって、今日はマコトはんの\nお誕生日やんか～？\nうちらと王子はんで、特製ケーキ、\n用意したんどすえ～♪","0.5","11","1","10","17614070","1"
"","","0","17614","","","91","","","17614071",""
"","0.2","101011","17614","wac_birthday_idle_wish","","3","","1","17614072",""
"","0.2","101411","17614","wac_birthday_talk_smile","","3","","1","17614073",""
"","","vo_wac_17614","17614","vo_wac_17614_002","","21","","0","17614074","0"
"0","0","101411","17614","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","0.5","11","1","10","17614075","1"
"","","0","17614","","","91","","","17614076",""
"","0.2","101411","17614","wac_birthday_idle_smile","","3","","1","17614077",""
"","0.2","101711","17614","wac_birthday_talk_smile","","3","","1","17614078",""
"","","vo_wac_17614","17614","vo_wac_17614_003","","21","","0","17614079","0"
"0","0","101711","17614","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","0.5","11","1","10","17614080","1"
"","","0","17614","","","91","","","17614081",""
"","0.2","101711","17614","wac_birthday_idle_smile","","3","","1","17614082",""
"","0.2","104311","17614","wac_birthday_makoto_talk_smile","","3","","1","17614083",""
"","","vo_wac_17614","17614","vo_wac_17614_004","","21","","0","17614084","0"
"0","0","104311","17614","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","0.5","11","1","10","17614085","1"
"","","0","17614","","","91","","","17614086",""
"","0.2","104311","17614","wac_birthday_talk_doya","","3","","1","17614087",""
"","","vo_wac_17614","17614","vo_wac_17614_005","","21","","0","17614088","0"
"0","0","104311","17614","まぁ、でも、今日はケーキに\n免じて勘弁してやるか。\nおまえも、わざわざありがとな。\nこれからも、一緒に頑張ろうぜ♪","0.5","11","1","10","17614089","1"
"","","0","17614","","","91","","","17614090",""
"","","0","17614","","","22","","","17614091",""
"","","bgm_M321","17714","bgm_M321_2C","","25","","","17714001",""
"0","2","1","17714","100411","wac_birthday_idle_normal","1","-70","250","17714002","-1000"
"1","2","1","17714","103611","wac_birthday_idle_doya","1","-270","256","17714003","230"
"1","2","1","17714","102011","wac_birthday_idle_smile","1","-310","257","17714004","410"
"","","100411","17714","300","","13","","","17714005",""
"","","103611","17714","300","","13","","","17714006",""
"","0","501","17714","501","","31","1","0","17714007","0"
"","1","600","17714","600","","31","1","0","17714008","0"
