a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"31093","81039007","2","1","10039065"
"91002","81039007","8","25","10039066"
"91002","81039008","8","50","10039067"
"60382","61039001","2","5","10039068"
"60382","61039002","2","5","10039069"
"60392","61040001","2","5","10040001"
"60392","61040002","2","5","10040002"
"91002","71040001","8","30","10040003"
"22002","71040001","2","1","10040004"
"91002","71040002","8","30","10040005"
"22002","71040002","2","1","10040006"
"91002","71040003","8","30","10040007"
"22002","71040003","2","1","10040008"
"91002","71040004","8","30","10040009"
"22002","71040004","2","1","10040010"
"91002","71040005","8","30","10040011"
"22002","71040005","2","1","10040012"
"91002","71040006","8","30","10040013"
"22002","71040006","2","1","10040014"
"91002","71040007","8","30","10040015"
"22002","71040007","2","1","10040016"
"91002","71040008","8","30","10040017"
"22002","71040008","2","1","10040018"
"91002","71040009","8","30","10040019"
"22002","71040009","2","1","10040020"
"91002","71040010","8","30","10040021"
"22002","71040010","2","1","10040022"
"91002","71040011","8","30","10040023"
"22002","71040011","2","1","10040024"
"91002","71040012","8","30","10040025"
"22002","71040012","2","1","10040026"
"91002","71040013","8","30","10040027"
"22002","71040013","2","1","10040028"
"91002","71040014","8","30","10040029"
"22002","71040014","2","1","10040030"
"91002","71040015","8","30","10040031"
"22002","71040015","2","1","10040032"
"91002","71040016","8","60","10040033"
"22002","71040016","2","2","10040034"
"91002","71040017","8","60","10040035"
"22002","71040017","2","2","10040036"
"91002","71040018","8","60","10040037"
"22002","71040018","2","2","10040038"
"91002","71040019","8","60","10040039"
"22002","71040019","2","2","10040040"
"91002","71040020","8","60","10040041"
"22002","71040020","2","2","10040042"
"94002","71040021","12","50000","10040043"
"94002","71040022","12","100000","10040044"
"94002","71040023","12","150000","10040045"
"94002","71040024","12","200000","10040046"
"91002","71040025","8","50","10040047"
"31028","71040026","2","1","10040048"
"31028","71040027","2","1","10040049"
"31028","71040028","2","2","10040050"
"31028","71040029","2","2","10040051"
"31028","71040030","2","4","10040052"
"31028","71040031","2","10","10040053"
"31028","81040001","2","2","10040054"
"91002","81040001","8","30","10040055"
"60392","81040002","2","100","10040056"
"94002","81040002","12","30000","10040057"
"60392","81040003","2","100","10040058"
"94002","81040003","12","30000","10040059"
"31028","81040004","2","2","10040060"
"91002","81040004","8","30","10040061"
"60392","81040005","2","100","10040062"
"94002","81040005","12","30000","10040063"
"60392","81040006","2","100","10040064"
"94002","81040006","12","30000","10040065"
"31028","81040007","2","2","10040066"
"91002","81040007","8","30","10040067"
"91002","81040008","8","100","10040068"
"60402","61041001","2","5","10041001"
"60402","61041002","2","5","10041002"
"91002","71041001","8","30","10041003"
"22002","71041001","2","1","10041004"
"91002","71041002","8","30","10041005"
"22002","71041002","2","1","10041006"
"91002","71041003","8","30","10041007"
"22002","71041003","2","1","10041008"
"91002","71041004","8","30","10041009"
"22002","71041004","2","1","10041010"
"91002","71041005","8","30","10041011"
"22002","71041005","2","1","10041012"
"91002","71041006","8","30","10041013"
"22002","71041006","2","1","10041014"
"91002","71041007","8","30","10041015"
"22002","71041007","2","1","10041016"
"91002","71041008","8","30","10041017"
"22002","71041008","2","1","10041018"
"91002","71041009","8","30","10041019"
"22002","71041009","2","1","10041020"
"91002","71041010","8","30","10041021"
"22002","71041010","2","1","10041022"
"91002","71041011","8","30","10041023"
"22002","71041011","2","1","10041024"
"91002","71041012","8","30","10041025"
"22002","71041012","2","1","10041026"
"91002","71041013","8","30","10041027"
"22002","71041013","2","1","10041028"
"91002","71041014","8","30","10041029"
"22002","71041014","2","1","10041030"
"91002","71041015","8","30","10041031"
"22002","71041015","2","1","10041032"
"91002","71041016","8","60","10041033"
"22002","71041016","2","2","10041034"
"91002","71041017","8","60","10041035"
"22002","71041017","2","2","10041036"
"91002","71041018","8","60","10041037"
"22002","71041018","2","2","10041038"
"91002","71041019","8","60","10041039"
"22002","71041019","2","2","10041040"
"91002","71041020","8","60","10041041"
"22002","71041020","2","2","10041042"
"94002","71041021","12","50000","10041043"
"94002","71041022","12","100000","10041044"
"94002","71041023","12","150000","10041045"
"94002","71041024","12","200000","10041046"
"91002","71041025","8","50","10041047"
"31053","71041026","2","1","10041048"
"31053","71041027","2","1","10041049"
"31053","71041028","2","1","10041050"
"31053","71041029","2","1","10041051"
"31053","71041030","2","1","10041052"
"31053","71041031","2","4","10041053"
"31053","81041001","2","1","10041054"
"91002","81041001","8","25","10041055"
"60402","81041002","2","50","10041056"
"94002","81041002","12","30000","10041057"
"60402","81041003","2","50","10041058"
"94002","81041003","12","30000","10041059"
"31053","81041004","2","1","10041060"
"91002","81041004","8","25","10041061"
"60402","81041005","2","50","10041062"
"94002","81041005","12","30000","10041063"
"60402","81041006","2","50","10041064"
"94002","81041006","12","30000","10041065"
"31053","81041007","2","1","10041066"
"91002","81041007","8","25","10041067"
"91002","81041008","8","50","10041068"
"60412","61042001","2","5","10042001"
"60412","61042002","2","5","10042002"
"91002","71042001","8","30","10042003"
"22002","71042001","2","1","10042004"
"91002","71042002","8","30","10042005"
"22002","71042002","2","1","10042006"
"91002","71042003","8","30","10042007"
"22002","71042003","2","1","10042008"
"91002","71042004","8","30","10042009"
"22002","71042004","2","1","10042010"
"91002","71042005","8","30","10042011"
"22002","71042005","2","1","10042012"
"91002","71042006","8","30","10042013"
"22002","71042006","2","1","10042014"
"91002","71042007","8","30","10042015"
"22002","71042007","2","1","10042016"
"91002","71042008","8","30","10042017"
"22002","71042008","2","1","10042018"
"91002","71042009","8","30","10042019"
"22002","71042009","2","1","10042020"
"91002","71042010","8","30","10042021"
"22002","71042010","2","1","10042022"
"91002","71042011","8","30","10042023"
"22002","71042011","2","1","10042024"
"91002","71042012","8","30","10042025"
"22002","71042012","2","1","10042026"
"91002","71042013","8","30","10042027"
"22002","71042013","2","1","10042028"
"91002","71042014","8","30","10042029"
"22002","71042014","2","1","10042030"
"91002","71042015","8","30","10042031"
"22002","71042015","2","1","10042032"
"91002","71042016","8","60","10042033"
"22002","71042016","2","2","10042034"
"91002","71042017","8","60","10042035"
"22002","71042017","2","2","10042036"
"91002","71042018","8","60","10042037"
"22002","71042018","2","2","10042038"
"91002","71042019","8","60","10042039"
"22002","71042019","2","2","10042040"
"91002","71042020","8","60","10042041"
"22002","71042020","2","2","10042042"
"94002","71042021","12","50000","10042043"
"94002","71042022","12","100000","10042044"
"94002","71042023","12","150000","10042045"
"94002","71042024","12","200000","10042046"
"91002","71042025","8","50","10042047"
"31130","71042026","2","1","10042048"
"31130","71042027","2","1","10042049"
"31130","71042028","2","2","10042050"
"31130","71042029","2","2","10042051"
"31130","71042030","2","4","10042052"
"113001","71042031","1","1","10042053"
"31130","71042032","2","10","10042054"
"60412","81042001","2","100","10042055"
"94002","81042001","12","30000","10042056"
"60412","81042002","2","100","10042057"
"94002","81042002","12","30000","10042058"
"31130","81042003","2","2","10042059"
"91002","81042003","8","30","10042060"
"31130","81042004","2","2","10042061"
"91002","81042004","8","30","10042062"
"60412","81042005","2","100","10042063"
"94002","81042005","12","30000","10042064"
"60412","81042006","2","100","10042065"
"94002","81042006","12","30000","10042066"
"31130","81042007","2","2","10042067"
"91002","81042007","8","30","10042068"
"91002","81042008","8","100","10042069"
"60422","61043001","2","5","10043001"
"60422","61043002","2","5","10043002"
"91002","71043001","8","30","10043003"
"22002","71043001","2","1","10043004"
"91002","71043002","8","30","10043005"
"22002","71043002","2","1","10043006"
"91002","71043003","8","30","10043007"
"22002","71043003","2","1","10043008"
"91002","71043004","8","30","10043009"
"22002","71043004","2","1","10043010"
"91002","71043005","8","30","10043011"
"22002","71043005","2","1","10043012"
"91002","71043006","8","30","10043013"
"22002","71043006","2","1","10043014"
"91002","71043007","8","30","10043015"
"22002","71043007","2","1","10043016"
"91002","71043008","8","30","10043017"
"22002","71043008","2","1","10043018"
"91002","71043009","8","30","10043019"
"22002","71043009","2","1","10043020"
"91002","71043010","8","30","10043021"
"22002","71043010","2","1","10043022"
"91002","71043011","8","30","10043023"
"22002","71043011","2","1","10043024"
"91002","71043012","8","30","10043025"
"22002","71043012","2","1","10043026"
"91002","71043013","8","30","10043027"
"22002","71043013","2","1","10043028"
"91002","71043014","8","30","10043029"
"22002","71043014","2","1","10043030"
"91002","71043015","8","30","10043031"
"22002","71043015","2","1","10043032"
"91002","71043016","8","60","10043033"
"22002","71043016","2","2","10043034"
"91002","71043017","8","60","10043035"
"22002","71043017","2","2","10043036"
"91002","71043018","8","60","10043037"
"22002","71043018","2","2","10043038"
"91002","71043019","8","60","10043039"
"22002","71043019","2","2","10043040"
"91002","71043020","8","60","10043041"
"22002","71043020","2","2","10043042"
"94002","71043021","12","50000","10043043"
"94002","71043022","12","100000","10043044"
"94002","71043023","12","150000","10043045"
"94002","71043024","12","200000","10043046"
"91002","71043025","8","50","10043047"
"31101","71043026","2","1","10043048"
"31101","71043027","2","1","10043049"
"31101","71043028","2","1","10043050"
"31101","71043029","2","1","10043051"
"31101","71043030","2","1","10043052"
"110101","71043031","1","1","10043053"
"31101","71043032","2","4","10043054"
"31101","81043001","2","1","10043055"
"91002","81043001","8","25","10043056"
"60422","81043002","2","50","10043057"
"94002","81043002","12","30000","10043058"
"60422","81043003","2","50","10043059"
"94002","81043003","12","30000","10043060"
"31101","81043004","2","1","10043061"
"91002","81043004","8","25","10043062"
"60422","81043005","2","50","10043063"
"94002","81043005","12","30000","10043064"
"60422","81043006","2","50","10043065"
"94002","81043006","12","30000","10043066"
"31101","81043007","2","1","10043067"
"91002","81043007","8","25","10043068"
"91002","81043008","8","50","10043069"
"60432","61044001","2","5","10044001"
"60432","61044002","2","5","10044002"
"91002","71044001","8","30","10044003"
"22002","71044001","2","1","10044004"
"91002","71044002","8","30","10044005"
"22002","71044002","2","1","10044006"
"91002","71044003","8","30","10044007"
"22002","71044003","2","1","10044008"
"91002","71044004","8","30","10044009"
"22002","71044004","2","1","10044010"
"91002","71044005","8","30","10044011"
"22002","71044005","2","1","10044012"
"91002","71044006","8","30","10044013"
"22002","71044006","2","1","10044014"
"91002","71044007","8","30","10044015"
"22002","71044007","2","1","10044016"
"91002","71044008","8","30","10044017"
"22002","71044008","2","1","10044018"
"91002","71044009","8","30","10044019"
"22002","71044009","2","1","10044020"
"91002","71044010","8","30","10044021"
"22002","71044010","2","1","10044022"
"91002","71044011","8","30","10044023"
"22002","71044011","2","1","10044024"
"91002","71044012","8","30","10044025"
"22002","71044012","2","1","10044026"
"91002","71044013","8","30","10044027"
"22002","71044013","2","1","10044028"
"91002","71044014","8","30","10044029"
"22002","71044014","2","1","10044030"
"91002","71044015","8","30","10044031"
"22002","71044015","2","1","10044032"
"91002","71044016","8","60","10044033"
"22002","71044016","2","2","10044034"
"91002","71044017","8","60","10044035"
"22002","71044017","2","2","10044036"
"91002","71044018","8","60","10044037"
"22002","71044018","2","2","10044038"
"91002","71044019","8","60","10044039"
"22002","71044019","2","2","10044040"
"91002","71044020","8","60","10044041"
"22002","71044020","2","2","10044042"
"94002","71044021","12","50000","10044043"
"94002","71044022","12","100000","10044044"
"94002","71044023","12","150000","10044045"
"94002","71044024","12","200000","10044046"
"91002","71044025","8","50","10044047"
"31132","71044026","2","1","10044048"
"31132","71044027","2","1","10044049"
"31132","71044028","2","2","10044050"
"31132","71044029","2","2","10044051"
"31132","71044030","2","4","10044052"
"113201","71044031","1","1","10044053"
"31132","71044032","2","10","10044054"
"60432","81044001","2","65","10044055"
"94002","81044001","12","20000","10044056"
"60432","81044002","2","65","10044057"
"94002","81044002","12","20000","10044058"
"31132","81044003","2","2","10044059"
"91002","81044003","8","30","10044060"
"60432","81044004","2","65","10044061"
"94002","81044004","12","20000","10044062"
"60432","81044005","2","65","10044063"
"94002","81044005","12","20000","10044064"
"31132","81044006","2","2","10044065"
"91002","81044006","8","30","10044066"
"60432","81044007","2","70","10044067"
"94002","81044007","12","20000","10044068"
