a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1207","1007406051","0"
"11","0","5","1007406","0.5","0","0","111011","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","1007406052","1"
"91","","","1007406","","","","0","","1007406053",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_worry","1007406054",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1208","1007406055","0"
"11","0","6","1007406","0.5","0","0","111011","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","1007406056","1"
"93","","","1007406","","","","5.5","1","1007406057",""
"3","1","0","1007406","","0.2","0","111011","mhp_yuni_pekori","1007406058","mhp_sit_idle_2"
"93","","","1007406","","","","1","0","1007406059",""
"91","","","1007406","","","","1007406056","","1007406060",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_2","1007406061",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_memory","1007406062",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1209","1007406063","0"
"11","0","6","1007406","0.5","0","0","117531","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","1007406064","1"
"91","","","1007406","","","","0","","1007406065",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle","1007406066",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_sad","1007406067",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1210","1007406068","0"
"11","0","6","1007406","0.5","0","0","111011","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","1007406069","1"
"91","","","1007406","","","","0","","1007406070",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_wish","1007406071",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1211","1007406072","0"
"11","0","6","1007406","0.5","0","0","111011","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","1007406073","1"
"91","","","1007406","","","","0","","1007406074",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_wish","1007406075",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_sad","1007406076",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1212","1007406077","0"
"11","0","8","1007406","0.5","0","0","117531","ユニちゃん……","1007406078","1"
"91","","","1007406","","","","0","","1007406079",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle_sad","1007406080",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_thinking2","1007406081",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1213","1007406082","0"
"11","0","5","1007406","1","0","0","111011","端的に換言すれば、母だ。","1007406083","1"
"91","","","1007406","","","","0","","1007406084",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_thinking2","1007406085",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_wish2","1007406086",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1214","1007406087","0"
"11","0","8","1007406","0.5","0","0","117531","ユニ……ちゃん……？","1007406088","1"
"91","","","1007406","","","","0","","1007406089",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle_wish2","1007406090",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_normal","1007406091",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1215","1007406092","0"
"11","0","6","1007406","0.5","0","0","111011","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","1007406093","1"
"91","","","1007406","","","","0","","1007406094",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_wish","1007406095",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_anger2","1007406096",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1216","1007406097","0"
"11","0","7","1007406","0.5","0","0","117531","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","1007406098","1"
"91","","","1007406","","","","0","","1007406099",""
"3","","1","1007406","","0.2","","117531","mhp_sit_idle_anger2","1007406100",""
"3","","1","1007406","","0.2","","111011","mhp_sit_talk_memory","1007406101",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1217","1007406102","0"
"11","0","8","1007406","0.5","0","0","111011","ママ、ポーションちょうだい。","1007406103","1"
"91","","","1007406","","","","0","","1007406104",""
"3","","1","1007406","","0.2","","111011","mhp_sit_idle_joy1","1007406105",""
"3","","1","1007406","","0.2","","117531","mhp_sit_talk_anger2","1007406106",""
"21","","0","1007406","","","","vo_mhp_1007406","vo_mhp_1218","1007406107","0"
"11","0","7","1007406","0.5","0","0","117531","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","1007406108","1"
"93","","","1007406","","","","3.5","1","1007406109",""
"3","","1","1007406","","0.2","","117631","mhp_sit_idle_surprise2","1007406110",""
"91","","","1007406","","","","1007406108","","1007406111",""
"22","","","1007406","","","","0","0","1007406112",""
"93","","","1007406","","","","1","","1007406113",""
"32","1","","1007406","","1","","112","1","1007406114",""
"93","","","1007406","","","","1","","1007406115",""
"32","1","","1007406","","1","","130","1","1007406116",""
"93","","","1007406","","","","4","","1007406117",""
"32","1","","1007406","","1","","130","0","1007406118",""
"1","-200","100","1007407","mhp_idle_normal","1.7","0","1","102511","1007407001","-1000"
"1","-220","100","1007407","mhp_sit_idle","1.7","1","1","117531","1007407002","185"
"1","-200","100","1007407","mhp_sit_idle","1.7","1","1","117631","1007407003","365"
"31","0.85","-240","1007407","","1","","1","1","1007407004","-154"
"5","-220","110","1007407","NoItem","1.7","0","1","11","1007407005","-200"
"5","-220","105","1007407","NoItem","1.7","0","1","12","1007407006","-200"
"5","-220","110","1007407","NoItem","1.7","1","1","21","1007407007","185"
"5","-220","105","1007407","NoItem","1.7","1","1","22","1007407008","185"
"6","0","1","1007407","","0","0","11","1","1007407009","1"
"6","0","1","1007407","","0","0","12","1","1007407010","1"
"6","0","1","1007407","","0","0","21","1","1007407011","1"
"6","0","1","1007407","","0","0","22","1","1007407012","1"
"5","-220","110","1007407","NoItem","1.7","0","1","31","1007407013","-1000"
"91","","","1007407","","","","0","","1007407014",""
"3","","1","1007407","","0.2","","117531","mhp_sit_talk_normal","1007407015",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2001","1007407016","0"
"11","0","8","1007407","0.5","0","0","117531","次の方どうぞー","1007407017","0"
"91","","","1007407","","","","0","","1007407018",""
"3","","1","1007407","","0.2","","117531","mhp_sit_idle","1007407019",""
"3","","1","1007407","","0.2","","102511","mhp_walk","1007407020",""
"2","0","-220","1007407","","","","102511","-400","1007407021","3"
"93","","","1007407","","","","3","","1007407022",""
"3","","1","1007407","","0.2","","102511","mhp_talk_sad","1007407023",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2002","1007407024","0"
"11","0","4","1007407","0.5","0","10","102511","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","1007407025","1"
"93","","","1007407","","","","2","1","1007407026",""
"23","","","1007407","","","","se_10031400","se_10031400_panic","1007407027",""
"3","","0","1007407","","0.2","","102511","mhp_suzume_fall_in","1007407028",""
"93","","","1007407","","","","3","","1007407029",""
"3","1","0","1007407","","0.2","0.2","102511","mhp_suzume_fall_out","1007407030","mhp_idle_sad"
"93","","","1007407","","","","2","","1007407031",""
"91","","","1007407","","","","1007407025","","1007407032",""
"3","","1","1007407","","0.2","","102511","mhp_suzume_walk_sad","1007407033",""
"2","0","-220","1007407","","","","102511","-200","1007407034","2"
"91","","","1007407","","","","0","","1007407035",""
"3","1","0","1007407","","0.2","0.2","102511","mhp_suzume_sit_in_sad","1007407036","mhp_suzume_sit_idle_sad2"
"93","","","1007407","","","","1","0","1007407037",""
"3","","1","1007407","","0.2","","117631","mhp_sit_idle_sad","1007407038",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2003","1007407039","0"
"11","0","8","1007407","0.5","0","0","117631","（……あの人今\n何もないとこで転ばなかった？）","1007407040","1"
"91","","","1007407","","","","0","","1007407041",""
"3","","1","1007407","","0.2","","117631","mhp_sit_idle","1007407042",""
"3","","1","1007407","","0.2","","117531","mhp_sit_talk_normal","1007407043",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2004","1007407044","0"
"11","0","6","1007407","0.5","0","0","117531","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","1007407045","1"
"91","","","1007407","","","","0","","1007407046",""
"3","","1","1007407","","0.2","","117531","mhp_sit_idle","1007407047",""
"3","","1","1007407","","0.2","","102511","mhp_sit_talk_wish","1007407048",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2005","1007407049","0"
"11","0","4","1007407","0.5","0","0","102511","い、いえ、実は……\nド、ドジを治してほしいんです！","1007407050","1"
"91","","","1007407","","","","0","","1007407051",""
"93","","","1007407","","","","2","0","1007407052",""
"3","","1","1007407","","0.2","","102511","mhp_sit_idle_wish","1007407053",""
"3","","1","1007407","","0.2","","117531","mhp_sit_talk_surprise2","1007407054",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2006","1007407055","0"
"11","0","7","1007407","0.5","0","0","117531","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","1007407056","1"
"93","","","1007407","","","","2","1","1007407057",""
"3","","1","1007407","","0.2","","117531","mhp_sit_talk_sad","1007407058",""
"91","","","1007407","","","","1007407056","","1007407059",""
"3","","1","1007407","","0.2","","117531","mhp_sit_idle","1007407060",""
"3","","1","1007407","","0.2","","102511","mhp_sit_talk_sad","1007407061",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2007","1007407062","0"
"11","0","6","1007407","0.5","0","0","102511","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","1007407063","1"
"91","","","1007407","","","","0","","1007407064",""
"3","","1","1007407","","0.2","","102511","mhp_sit_idle_sad","1007407065",""
"3","","1","1007407","","0.2","","117531","mhp_sit_talk_thinking","1007407066",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2008","1007407067","0"
"11","0","5","1007407","0.5","0","0","117531","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","1007407068","1"
"91","","","1007407","","","","0","","1007407069",""
"103","","0","1007407","","","","ドジナオールを処方するわ。","1007407073","1007407070",""
"103","","0","1007407","","","","魔丸ドジ殺しを処方するわ。","1007407115","1007407071",""
"103","","0","1007407","","","","このドジ矯正サポーターを着けなさい。","1007407157","1007407072",""
"3","0","1","1007407","","0.2","","117531","mhp_sit_idle","1007407073",""
"3","0","1","1007407","","0.2","","102511","mhp_sit_talk_surprise2","1007407074",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2009","1007407075","0"
"11","0","8","1007407","0.5","0","0","102511","そ、そんな薬があるんですか！","1007407076","1"
"91","","","1007407","","","","0","","1007407077",""
"3","1","0","1007407","","0.2","0","117531","mhp_sit_out","1007407078","mhp_idle_normal"
"93","","","1007407","","","","0.6","0","1007407079",""
"3","1","0","1007407","","0.2","0","102511","mhp_sit_out","1007407080","mhp_idle_normal"
"93","","","1007407","","","","0.2","0","1007407081",""
"3","0","1","1007407","","0.2","","102511","mhp_walk","1007407082",""
"2","0","-220","1007407","","","","102511","35","1007407083","1.5"
"2","0","-220","1007407","","","","31","35","1007407084","1.5"
"2","0","-220","1007407","","","","11","35","1007407085","1.5"
"2","0","-220","1007407","","","","12","35","1007407086","1.5"
"93","","","1007407","","","","0.3","0","1007407087",""
"3","1","0","1007407","","0.2","0","117531","mhp_handover_in","1007407088","mhp_handover_loop"
"6","1","1","1007407","","0","0","21","1","1007407089","1"
"6","1","1","1007407","","0","0","22","1","1007407090","1"
"3","1","0","1007407","","0.2","0","21","mhp_handover_in","1007407091","mhp_handover_loop"
"3","1","0","1007407","","0.2","0","22","mhp_item_EX0004_handover_in","1007407092","mhp_item_EX0004_handover_loop"
"93","","","1007407","","","","1.2","0","1007407093",""
"3","1","0","1007407","","0.2","0","102511","mhp_handover_receive_in","1007407094","mhp_handover_receive_loop"
"6","1","1","1007407","","0","0","11","1","1007407095","1"
"6","1","1","1007407","","0","0","12","1","1007407096","1"
"3","1","0","1007407","","0.2","0","11","mhp_receive_suzume_in","1007407097","mhp_receive_suzume_loop"
"3","1","0","1007407","","0.2","0","12","mhp_item_EX0004_receive_in","1007407098","mhp_item_EX0004_receive_loop"
"93","","","1007407","","","","0.6","0","1007407099",""
"6","1","1","1007407","","0.4","0","22","1","1007407100","1"
"93","","","1007407","","","","0.4","0","1007407101",""
"3","1","0","1007407","","0.2","0","117531","mhp_handover_out","1007407102","mhp_idle_normal"
"3","1","0","1007407","","0.2","0","21","mhp_handover_out","1007407103","NoItem_idle"
"3","1","0","1007407","","0.2","0","22","mhp_item_EX0004_handover_out","1007407104","NoItem_idle"
"93","","","1007407","","","","0.4","0","1007407105",""
"3","1","0","1007407","","0.2","0","102511","mhp_handover_receive_out","1007407106","mhp_idle_normal"
"3","1","0","1007407","","0.2","0","11","mhp_receive_suzume_out","1007407107","NoItem_idle"
"3","1","0","1007407","","0.2","0","12","mhp_item_EX0004_receive_out","1007407108","NoItem_idle"
"93","","","1007407","","","","2","0","1007407109",""
"3","0","1","1007407","","0.2","","117531","mhp_talk_thinking","1007407110",""
"21","","0","1007407","","","","vo_mhp_1007407","vo_mhp_2010","1007407111","0"
"11","0","6","1007407","0.5","0","0","117531","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","1007407112","1"
"91","","","1007407","","","","0","","1007407113",""
"101","","","1007407","","","","1007407197","","1007407114",""
"3","1","0","1007407","","0.2","0","117531","mhp_sit_out","1007407115","mhp_idle_normal"
"93","","","1007407","","","","0.6","0","1007407116",""
"3","1","0","1007407","","0.2","0","102511","mhp_sit_out","1007407117","mhp_idle_normal"
"93","","","1007407","","","","0.2","0","1007407118",""
"3","0","1","1007407","","0.2","","102511","mhp_walk","1007407119",""
"2","0","-220","1007407","","","","102511","35","1007407120","1.5"
"2","0","-220","1007407","","","","31","35","1007407121","1.5"
"2","0","-220","1007407","","","","11","35","1007407122","1.5"
"2","0","-220","1007407","","","","12","35","1007407123","1.5"
"93","","","1007407","","","","0.3","0","1007407124",""
"3","1","0","1007407","","0.2","0","117531","mhp_handover_in","1007407125","mhp_handover_loop"
"6","1","1","1007407","","0","0","21","1","1007407126","1"
"6","1","1","1007407","","0","0","22","1","1007407127","1"
"3","1","0","1007407","","0.2","0","21","mhp_handover_in","1007407128","mhp_handover_loop"
