947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"3312012","0.5","11","0","1","3312","1","0","10","尻尾の先に絵の具が\n付いてしもたときは慌てましたけど\nうちの尻尾さばきで\n絵に深みが出ましたなぁ♪","101011"
"3312013","","91","","","3312","","","","","0"
"3312014","","22","","","3312","","","","0","0"
"3313001","","3","0.2","","3313","","","1","wac_idle_smile","101011"
"3313002","","3","0.2","","3313","","","1","wac_no_items","111"
"3313003","","2","","0","3313","","","-340","200","101011"
"3313004","","2","","0","3313","","","-340","200","111"
"3313005","","32","","","3313","","","","0","4"
"3313006","","32","","","3313","","","","1","2"
"3313007","","32","","","3313","","","","0","12"
"3313008","","91","","","3313","","","","","0"
"3411001","wac_default_01","1","2","-108","3411","-175","0","202","104311","1"
"3411002","wac_default_08","5","2","-108","3411","-175","0","201","111","1"
"3411003","","31","1","0","3411","1","","0","4","4"
"3411004","","31","0","0","3411","1","","0","2","2"
"3411005","","31","0","0","3411","1","","0","12","12"
"3411006","","3","0.2","","3411","0","","0","wac_paint_01","104311"
"3411007","","3","0.2","","3411","0","","0","wac_paint_08","111"
"3411008","","93","","","3411","","","","0","0"
"3411009","","32","","","3411","","","","1","12"
"3411010","","23","","","3411","","","0","se_10035700_brush","se_10035700"
"3411011","","131","","","3411","","","","","1"
"3412001","","3","0.2","wac_talk_doya_loop","3412","1","","0","wac_talk_doya_in","104311"
"3412002","","3","0.2","","3412","","","1","wac_no_items","111"
"3412003","","2","","0","3412","","","-340","200","104311"
"3412004","","2","","0","3412","","","-340","200","111"
"3412005","","32","","","3412","","","","0","4"
"3412006","","32","","","3412","","","","1","2"
"3412007","","32","","","3412","","","","0","12"
"3412008","","21","","0","3412","","","0","vo_wac_220320_000","vo_wac_220320"
"3412009","0.5","11","0","1","3412","1","0","10","こんな感じでどうだ！\nなかなかかわいく……\nじゃなかった。\nきれいに描けたぜ。","104311"
"3412010","","91","","","3412","","","","","0"
"3412011","","21","","0","3412","","","0","vo_wac_220320_001","vo_wac_220320"
"3412012","0.5","11","0","1","3412","1","0","10","こういうのも街の平和を\n守ることに繋がるよな。\nま、あたしはやっぱり腕っぷし\n使う方が得意だけどさ！","104311"
"3412013","","91","","","3412","","","","","0"
"3412014","","22","","","3412","","","","0","0"
"3413001","","3","0.2","","3413","","","1","wac_idle_doya","104311"
"3413002","","3","0.2","","3413","","","1","wac_no_items","111"
"3413003","","2","","0","3413","","","-340","200","104311"
"3413004","","2","","0","3413","","","-340","200","111"
"3413005","","32","","","3413","","","","0","4"
"3413006","","32","","","3413","","","","1","2"
"3413007","","32","","","3413","","","","0","12"
"3413008","","91","","","3413","","","","","0"
"3511001","wac_default_01","1","2","-108","3511","-175","0","202","101711","1"
"3511002","wac_default_03","5","2","-108","3511","-175","0","201","111","1"
"3511003","","31","1","0","3511","1","","0","4","4"
"3511004","","31","0","0","3511","1","","0","2","2"
"3511005","","31","0","0","3511","1","","0","12","12"
"3511006","","3","0.2","","3511","0","","0","wac_paint_01","101711"
"3511007","","3","0.2","","3511","0","","0","wac_paint_03","111"
"3511008","","93","","","3511","","","","0","0"
"3511009","","32","","","3511","","","","1","12"
"3511010","","23","","","3511","","","0","se_10035700_brush","se_10035700"
"3511011","","131","","","3511","","","","","1"
"3512001","","3","0.2","wac_talk_kyapi_loop","3512","1","","0","wac_talk_kyapi_in","101711"
"3512002","","3","0.2","","3512","","","1","wac_no_items","111"
"3512003","","2","","0","3512","","","-340","200","101711"
"3512004","","2","","0","3512","","","-340","200","111"
"3512005","","32","","","3512","","","","0","4"
"3512006","","32","","","3512","","","","1","2"
"3512007","","32","","","3512","","","","0","12"
"3512008","","21","","0","3512","","","0","vo_wac_220321_000","vo_wac_220321"
"3512009","0.5","11","0","1","3512","1","0","10","踊りながら描くさ～♪\n歌いながら描くさ～♪\nそうこうしてるうちに\n出来上がりさ～♪","101711"
"3512010","","91","","","3512","","","","","0"
"3512011","","21","","0","3512","","","0","vo_wac_220321_001","vo_wac_220321"
"3512012","0.5","11","0","1","3512","1","0","10","リズムに乗って描いた絵には\n楽しさがいっぱいさ～♪\nみんながこの絵を見て\n歌って踊ってくれるとうれしいね～♪","101711"
"3512013","","91","","","3512","","","","","0"
"3512014","","22","","","3512","","","","0","0"
"3513001","","3","0.2","","3513","","","1","wac_idle_kyapi","101711"
"3513002","","3","0.2","","3513","","","1","wac_no_items","111"
"3513003","","2","","0","3513","","","-340","200","101711"
"3513004","","2","","0","3513","","","-340","200","111"
"3513005","","32","","","3513","","","","0","4"
"3513006","","32","","","3513","","","","1","2"
"3513007","","32","","","3513","","","","0","12"
"3513008","","91","","","3513","","","","","0"
"3611001","wac_default_01","1","2","-108","3611","-212.75","0","202","101411","1"
"3611002","wac_default_02","5","2","-108","3611","-212.75","0","201","111","1"
"3611003","","31","1","0","3611","1","","0","1","1"
"3611004","","31","0","0","3611","1","","0","2","2"
"3611005","","31","0","0","3611","1","","0","11","11"
"3611006","","3","0.2","","3611","0","","0","wac_paint_01","101411"
"3611007","","3","0.2","","3611","0","","0","wac_paint_02","111"
"3611008","","93","","","3611","","","","0","0"
"3611009","","32","","","3611","","","","1","11"
"3611010","","23","","","3611","","","0","se_10035700_brush","se_10035700"
"3611011","","131","","","3611","","","","","1"
"3612001","","3","0.2","wac_talk_doya_loop","3612","1","","0","wac_talk_doya_in","101411"
"3612002","","3","0.2","","3612","","","1","wac_no_items","111"
"3612003","","2","","0","3612","","","-340","200","101411"
"3612004","","2","","0","3612","","","-340","200","111"
"3612005","","32","","","3612","","","","0","1"
"3612006","","32","","","3612","","","","1","2"
"3612007","","32","","","3612","","","","0","11"
"3612008","","21","","0","3612","","","0","vo_wac_220322_000","vo_wac_220322"
"3612009","0.5","11","0","1","3612","1","0","10","美を表現するというのは\n難事件に直面した時に似ているね\nこれでいいのかなと\n悩みながらの作業だったよ","101411"
"3612010","","91","","","3612","","","","","0"
"3612011","","21","","0","3612","","","0","vo_wac_220322_001","vo_wac_220322"
"3612012","0.5","11","0","1","3612","1","0","10","でも時間をかけただけあって\nいいものができたね\nこれにて事件解決！\n……事件ではないけれど。","101411"
"3612013","","91","","","3612","","","","","0"
"3612014","","22","","","3612","","","","0","0"
"3613001","","3","0.2","","3613","","","1","wac_idle_doya","101411"
"3613002","","3","0.2","","3613","","","1","wac_no_items","111"
"3613003","","2","","0","3613","","","-340","200","101411"
"3613004","","2","","0","3613","","","-340","200","111"
"3613005","","32","","","3613","","","","0","1"
"3613006","","32","","","3613","","","","1","2"
"3613007","","32","","","3613","","","","0","11"
"3613008","","91","","","3613","","","","","0"
"3711001","wac_default_11","1","2","-108","3711","-212.75","0","202","106111","1"
"3711002","wac_default_11","5","2","-108","3711","-212.75","0","201","111","1"
"3711003","","31","1","0","3711","1","","0","1","1"
"3711004","","31","0","0","3711","1","","0","2","2"
"3711005","","31","0","0","3711","1","","0","11","11"
"3711006","","3","0.2","","3711","0","","0","wac_paint_11","106111"
"3711007","","3","0.2","","3711","0","","0","wac_paint_11","111"
"3711008","","93","","","3711","","","","0","0.3"
"3711009","","32","","","3711","","","","1","11"
"3711010","","23","","","3711","","","0","se_10035700_roller","se_10035700"
"3711011","","131","","","3711","","","","","1"
"3712001","","3","0.2","wac_talk_kyapi_loop","3712","1","","0","wac_talk_kyapi_in","106111"
"3712002","","3","0.2","","3712","","","1","wac_no_items","111"
"3712003","","2","","0","3712","","","-340","200","106111"
"3712004","","2","","0","3712","","","-340","200","111"
"3712005","","32","","","3712","","","","0","1"
"3712006","","32","","","3712","","","","1","2"
"3712007","","32","","","3712","","","","0","11"
"3712008","","21","","0","3712","","","0","vo_wac_220323_000","vo_wac_220323"
"3712009","0.5","11","0","1","3712","1","0","10","よおーしっ！\n壁にでかでかと描いてやったぞ！\nこれだけの悪さをするのは\nアタシくらいだろ！","106111"
"3712010","","91","","","3712","","","","","0"
"3712011","","21","","0","3712","","","0","vo_wac_220323_001","vo_wac_220323"
"3712012","0.5","11","0","1","3712","1","0","10","やっぱり悪いことをするのは\n気持ちいいな！\nこれからもどんどんランドソルで\n悪事を働いていってやるぞ！","106111"
"3712013","","91","","","3712","","","","","0"
"3712014","","22","","","3712","","","","0","0"
"3713001","","3","0.2","","3713","","","1","wac_idle_kyapi","106111"
"3713002","","3","0.2","","3713","","","1","wac_no_items","111"
"3713003","","2","","0","3713","","","-340","200","106111"
"3713004","","2","","0","3713","","","-340","200","111"
"3713005","","32","","","3713","","","","0","1"
"3713006","","32","","","3713","","","","1","2"
"3713007","","32","","","3713","","","","0","11"
"3713008","","91","","","3713","","","","","0"
"3811001","wac_default_01","1","2","-108","3811","-212.75","0","202","107011","1"
"3811002","wac_default_01","5","2","-108","3811","-212.75","0","201","111","1"
"3811003","","31","1","0","3811","1","","0","1","1"
"3811004","","31","0","0","3811","1","","0","2","2"
"3811005","","31","0","0","3811","1","","0","11","11"
"3811006","","3","0.2","","3811","0","","0","wac_paint_01","107011"
"3811007","","3","0.2","","3811","0","","0","wac_paint_01","111"
"3811008","","93","","","3811","","","","0","0"
"3811009","","32","","","3811","","","","1","11"
"3811010","","23","","","3811","","","0","se_10035700_brush","se_10035700"
"3811011","","131","","","3811","","","","","1"
"3812001","","3","0.2","wac_talk_sad_loop","3812","1","","0","wac_talk_sad_in","107011"
"3812002","","3","0.2","","3812","","","1","wac_no_items","111"
"3812003","","2","","0","3812","","","-340","200","107011"
"3812004","","2","","0","3812","","","-340","200","111"
"3812005","","32","","","3812","","","","0","1"
"3812006","","32","","","3812","","","","1","2"
"3812007","","32","","","3812","","","","0","11"
"3812008","","21","","0","3812","","","0","vo_wac_220324_000","vo_wac_220324"
"3812009","0.5","11","0","1","3812","1","0","10","ふむ……こんなところでしょうか。\n模倣するのには慣れているつもりですが\n絵にすると少し勝手が違うものですね。","107011"
"3812010","","91","","","3812","","","","","0"
"3812011","","21","","0","3812","","","0","vo_wac_220324_001","vo_wac_220324"
"3812012","0.5","11","0","1","3812","1","0","10","これでランドソルが少しでも\n明るくなれば……などということは\n本来気にする必要はないはずなのに……\n公務に関わっている影響ですかね。","107011"
"3812013","","91","","","3812","","","","","0"
"3812014","","22","","","3812","","","","0","0"
"3813001","","3","0.2","","3813","","","1","wac_idle_sad","107011"
"3813002","","3","0.2","","3813","","","1","wac_no_items","111"
"3813003","","2","","0","3813","","","-340","200","107011"
"3813004","","2","","0","3813","","","-340","200","111"
"3813005","","32","","","3813","","","","0","1"
"3813006","","32","","","3813","","","","1","2"
"3813007","","32","","","3813","","","","0","11"
"3813008","","91","","","3813","","","","","0"
"3911001","wac_default_11","1","2","-108","3911","-212.75","0","202","106511","1"
"3911002","wac_default_12","5","2","-108","3911","-212.75","0","201","111","1"
"3911003","","31","1","0","3911","1","","0","1","1"
"3911004","","31","0","0","3911","1","","0","2","2"
"3911005","","31","0","0","3911","1","","0","11","11"
"3911006","","3","0.2","","3911","0","","0","wac_paint_11","106511"
"3911007","","3","0.2","","3911","0","","0","wac_paint_12","111"
"3911008","","93","","","3911","","","","0","0.3"
"3911009","","32","","","3911","","","","1","11"
"3911010","","23","","","3911","","","0","se_10035700_roller","se_10035700"
"3911011","","131","","","3911","","","","","1"
"3912001","","3","0.2","wac_talk_smile_loop","3912","1","","0","wac_talk_smile_in","106511"
"3912002","","3","0.2","","3912","","","1","wac_no_items","111"
"3912003","","2","","0","3912","","","-340","200","106511"
"3912004","","2","","0","3912","","","-340","200","111"
"3912005","","32","","","3912","","","","0","1"
"3912006","","32","","","3912","","","","1","2"
"3912007","","32","","","3912","","","","0","11"
"3912008","","21","","0","3912","","","0","vo_wac_220325_000","vo_wac_220325"
"3912009","0.5","11","0","1","3912","1","0","10","オラァ！　これでどうだ！\nよし、いい感じに\n仕上がったんじゃないか？","106511"
"3912010","","91","","","3912","","","","","0"
"3912011","","21","","0","3912","","","0","vo_wac_220325_001","vo_wac_220325"
"3912012","0.5","11","0","1","3912","1","0","10","しっかし、壁に絵を描くなんて\n思い切ったことをするもんだね。\n楽しかったし、街のために働くってのも\nたまになら悪くないからいいけどさ。","106511"
"3912013","","91","","","3912","","","","","0"
"3912014","","22","","","3912","","","","0","0"
"3913001","","3","0.2","","3913","","","1","wac_idle_smile","106511"
"3913002","","3","0.2","","3913","","","1","wac_no_items","111"
"3913003","","2","","0","3913","","","-340","200","106511"
"3913004","","2","","0","3913","","","-340","200","111"
"3913005","","32","","","3913","","","","0","1"
"3913006","","32","","","3913","","","","1","2"
"3913007","","32","","","3913","","","","0","11"
"3913008","","91","","","3913","","","","","0"
"4011001","wac_default_bot_01","1","2","-108","4011","-325","0","202","106611","1"
"4011002","wac_default_05","5","2","-108","4011","-325","0","201","111","1"
"4011003","","31","1","0","4011","1","","0","3","3"
"4011004","","31","0","0","4011","1","","0","2","2"
"4011005","","31","0","0","4011","1","","0","13","13"
"4011006","","3","0.2","","4011","0","","0","wac_paint_bot_01","106611"
"4011007","","3","0.2","","4011","0","","0","wac_paint_05","111"
"4011008","","93","","","4011","","","","0","0"
"4011009","","32","","","4011","","","","1","13"
"4011010","","23","","","4011","","","0","se_10035700_brush","se_10035700"
"4011011","","131","","","4011","","","","","1"
"4012001","","3","0.2","wac_talk_wish_loop","4012","1","","0","wac_talk_wish_in","106611"
