a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","1","","113111","","907","","","4","19070042"
"0.1","","07_ruka_float","","113111","1","907","","","3","19070043"
"","","0","","3.2","","907","","","93","19070044"
"0.1","1","07_shinobu_turnFace_in","0.1","127111","0","907","","07_shinobu_turnFace_loop","3","19070045"
"","","","","19070040","","907","","","91","19070046"
"","","-200","","4","-180","907","","3.82352941176471","2","19070047"
"","","-200","","31","-180","907","","3.82352941176471","33","19070048"
"","","","","19070047","","907","","","91","19070049"
"0.1","1","07_shinobu_surprise_in","0.1","127111","0","907","","07_shinobu_surprise_loop","3","19070050"
"","","vo_fpc_20705","","vo_fpc","","907","","0","21","19070051"
"0","0","うう…おね…","120","4","10","907","0.5","1","11","19070052"
"","","","","0","","907","","","91","19070053"
"","","0","","0.5","","907","","","93","19070054"
"0.2","","07_dokuro_spin","","4","1","907","","","3","19070055"
"","","vo_fpc_20706","","vo_fpc","","907","","0","21","19070056"
"0","0","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","120","4","10","907","0.5","1","11","19070057"
"","","","","0","","907","","","91","19070058"
"","","0","","0.5","","907","","","93","19070059"
"0.1","1","07_shinobu_sad_in","0.1","127111","0","907","","07_shinobu_sad_loop","3","19070060"
"","","vo_fpc_20707","","vo_fpc","","907","","0","21","19070061"
"0","0","やっぱり自業自得のようですね…\n放っておきましょう。","0","127111","10","907","0.5","1","11","19070062"
"","","","","0","","907","","","91","19070063"
"","","0","","0.5","","907","","","93","19070064"
"0.1","1","07_shinobu_swim_in","0.1","127111","0","907","","07_shinobu_swim_loop","3","19070065"
"","","1","","11","","907","","","32","19070066"
"","","850","","127111","-125","907","","3.08823529411765","2","19070067"
"","","850","","11","-125","907","","3.08823529411765","33","19070068"
"0.3","","07_dokuro_float","","4","1","907","","","3","19070069"
"","","850","","4","-180","907","","6.17647058823529","2","19070070"
"","","850","","31","-180","907","","6.17647058823529","33","19070071"
"","","","","19070070","","907","","","91","19070072"
"1.4875","-15","107811","0","1","12","908","cmn_walk_r","750","1","19080001"
"1.75","-180","126911","0","1","23","908","cmn_swm_tread","-900","1","19080002"
"1.75","-180","5","0","5","22","908","08_penpokorin","-900","5","19080003"
"0","1","10071","","1007","-850","908","","-180","31","19080004"
"1","1","3","","3","-900","908","","-180","31","19080005"
"","","se_fpc_water_random","","se_10053800","1","908","","","23","19080006"
"","","","","19080005","","908","","","91","19080007"
"","12","-100","","126911","-180","908","","5.88235294117647","2","19080008"
"","12","-100","","5","-180","908","","5.88235294117647","2","19080009"
"","12","-100","","3","-180","908","","5.88235294117647","33","19080010"
"","12","-50","","10071","-180","908","","5.88235294117647","33","19080011"
"","","0","","2.3","","908","","","93","19080012"
"","","vo_fpc_20800","","vo_fpc","","908","","0","21","19080013"
"","","1","","10071","","908","","","32","19080014"
"","12","300","","107811","-15","908","","3.30882352941176","2","19080015"
"","","","","19080015","","908","","","91","19080016"
"0.1","1","08_kyaru_surprise_in","0.1","107811","0","908","","08_kyaru_surprise_loop","3","19080017"
"","","vo_fpc_20801","","vo_fpc","","908","","0","21","19080018"
"0","0","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0","107811","10","908","0.5","1","11","19080019"
"","","","","0","","908","","","91","19080020"
"","","0","","0.5","","908","","","93","19080021"
"","","vo_fpc_20802","","vo_fpc","","908","","0","21","19080022"
"0","0","なに持ち込んでんのよ！","0","107811","10","908","0.5","1","11","19080023"
"","","","","0","","908","","","91","19080024"
"","","0","","0.5","","908","","","93","19080025"
"0.1","","08_ranfa_talk","","126911","1","908","","","3","19080026"
"0.1","","08_penpokorin","","5","1","908","","","3","19080027"
"","","vo_fpc_20803","","vo_fpc","","908","","0","21","19080028"
"0","0","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0","126911","10","908","0.5","1","11","19080029"
"","","","","0","","908","","","91","19080030"
"","","0","","0.5","","908","","","93","19080031"
"0.1","","cmn_swm_tread","","126911","1","908","","","3","19080032"
"0.1","","08_penpokorin","","5","1","908","","","3","19080033"
"0.1","1","08_kyaru_talk_in","0.1","107811","0","908","","08_kyaru_talk_loop","3","19080034"
"","","vo_fpc_20804","","vo_fpc","","908","","0","21","19080035"
"0","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","0","107811","10","908","0.5","1","11","19080036"
"","","","","0","","908","","","91","19080037"
"","","0","","0.5","","908","","","93","19080038"
"0.1","","08_ranfa_talk","","126911","1","908","","","3","19080039"
"0.1","","08_penpokorin","","5","1","908","","","3","19080040"
"","","vo_fpc_20805","","vo_fpc","","908","","0","21","19080041"
"0","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0","126911","10","908","0.5","1","11","19080042"
"","","","","0","","908","","","91","19080043"
"","","0","","0.5","","908","","","93","19080044"
"0.1","","cmn_swm_tread","","126911","1","908","","","3","19080045"
"0.1","","08_penpokorin","","5","1","908","","","3","19080046"
"0.1","1","08_kyaru_deny_in","0.1","107811","0","908","","08_kyaru_deny_loop","3","19080047"
"","","vo_fpc_20806","","vo_fpc","","908","","0","21","19080048"
"0","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0","107811","10","908","0.5","1","11","19080049"
"","","","","0","","908","","","91","19080050"
"","","0","","0.5","","908","","","93","19080051"
"","","08_kyaru_run","","107811","1","908","","","3","19080052"
"","","850","","107811","-15","908","","2.07390648567119","2","19080053"
"","","","","19080053","","908","","","91","19080054"
"","","850","","126911","-180","908","","4.29864253393665","2","19080055"
"","","850","","5","-180","908","","4.29864253393665","2","19080056"
"","","850","","3","-180","908","","4.29864253393665","33","19080057"
"","","","","19080057","","908","","","91","19080058"
"1.75","-125","113611","0","1","12","909","09_jun_spreadFloat","-850","1","19090001"
"1.75","-125","113511","1","1","12","909","09_cmn_float","-850","1","19090002"
"1.75","-180","113411","0","1","22","909","09_cmn_float","-1050","1","19090003"
"1.4875","-15","122811","1","1","12","909","09_misogi_run","750","1","19090004"
"1","1","11","","4","-850","909","","-125","31","19090005"
"1","1","21","","6","-820","909","","-125","31","19090006"
"1","1","31","","6","-1050","909","","-180","31","19090007"
"","","se_fpc_water_random","","se_10053800","1","909","","","23","19090008"
"","","0","","19090007","","909","","","91","19090009"
"","12","225","","113611","-125","909","","6.32352941176471","2","19090010"
"","12","225","","11","-125","909","","6.32352941176471","33","19090011"
"","","0","","3","","909","","","93","19090012"
"","","-750","","122811","-15","909","","5.65610859728507","2","19090013"
"","","0","","0.7","","909","","","93","19090014"
"0.1","1","09_jun_notice_in","0.1","113611","0","909","","09_jun_notice_loop","3","19090015"
"","","","","19090010","","909","","","91","19090016"
"0.1","1","09_jun_alart_in","0.1","113611","0","909","","09_jun_alart_loop","3","19090017"
"","12","-125","","113511","-125","909","","4.26470588235294","2","19090018"
"","12","-95","","21","-125","909","","4.26470588235294","33","19090019"
"","12","-350","","113411","-180","909","","4.11764705882353","2","19090020"
"","12","-350","","31","-180","909","","4.11764705882353","33","19090021"
"","","0","","0.5","","909","","","93","19090022"
"","","vo_fpc_20900","","vo_fpc","","909","","0","21","19090023"
"0","0","おっと…\nプールサイドを走ったら危ないよ！","0","113611","10","909","0.5","1","11","19090024"
"","","","","0","","909","","","91","19090025"
"","","0","","0.5","","909","","","93","19090026"
"","","","","19090018","","909","","","91","19090027"
"0.1","1","09_jun_idle_in","0.1","113611","0","909","","09_jun_idle_loop","3","19090028"
"0.1","","09_cmn_float_talk","","113511","1","909","","","3","19090029"
"","","vo_fpc_20901","","vo_fpc","","909","","0","21","19090030"
"0","0","あら？\n今、ジュンさんの声がしたような…","0","113511","10","909","0.5","1","11","19090031"
"","","","","0","","909","","","91","19090032"
"","","0","","0.5","","909","","","93","19090033"
"","","","","19090033","","909","","","91","19090034"
"0.1","","09_cmn_float","","113511","1","909","","","3","19090035"
"0.1","","09_cmn_float_search","","113411","1","909","","","3","19090036"
"","","vo_fpc_20902","","vo_fpc","","909","","0","21","19090037"
"0","0","え？　ホント？\nどこだろー？","0","113411","10","909","0.5","1","11","19090038"
"","","","","0","","909","","","91","19090039"
"","","0","","0.5","","909","","","93","19090040"
"0.1","","09_jun_talk1_loop","","113611","1","909","","","3","19090041"
"0.1","","09_cmn_float","","113411","1","909","","","3","19090042"
"","","vo_fpc_20903","","vo_fpc","","909","","0","21","19090043"
"0","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0","113611","10","909","0.5","1","11","19090044"
"","","","","0","","909","","","91","19090045"
"","","0","","0.5","","909","","","93","19090046"
"","","vo_fpc_20904","","vo_fpc","","909","","0","21","19090047"
"0","0","あのー…\nどなたか探しておられるのですか？","0","113611","10","909","0.5","1","11","19090048"
"","","","","0","","909","","","91","19090049"
"","","0","","0.5","","909","","","93","19090050"
"","","0","","113511","","909","","","4","19090051"
"","","-125","","21","-125","909","","0","33","19090052"
"","1","09_cmn_float_notice","0.1","113511","0","909","","09_cmn_float_talk","3","19090053"
"","","vo_fpc_20905","","vo_fpc","","909","","0","21","19090054"
"0","0","はい、いつも鎧姿の人なんですけど…","0","113511","10","909","0.5","1","11","19090055"
"","","","","0","","909","","","91","19090056"
"","","0","","0.5","","909","","","93","19090057"
"0.1","","09_cmn_float_smile","","113411","1","909","","","3","19090058"
"0.1","","09_cmn_float","","113511","1","909","","","3","19090059"
"","","vo_fpc_20906","","vo_fpc","","909","","0","21","19090060"
"0","0","面白くてかっこいい人なんだ♪","0","113411","10","909","0.5","1","11","19090061"
"","","","","0","","909","","","91","19090062"
"","","0","","0.5","","909","","","93","19090063"
"0.3","","09_jun_talk2_loop","","113611","1","909","","","3","19090064"
"0.1","","09_cmn_float","","113411","1","909","","","3","19090065"
"","","vo_fpc_20907","","vo_fpc","","909","","0","21","19090066"
"0","0","鎧姿ですか…\nそういう人は見かけていませんね…","0","113611","10","909","0.5","1","11","19090067"
"","","","","0","","909","","","91","19090068"
"","","0","","0.5","","909","","","93","19090069"
"0.1","","09_cmn_float_talk","","113511","1","909","","","3","19090070"
"","","vo_fpc_20908","","vo_fpc","","909","","0","21","19090071"
"0","0","そうですかー\n気のせいだったのかしら。","0","113511","10","909","0.5","1","11","19090072"
"","","","","0","","909","","","91","19090073"
"","","0","","0.5","","909","","","93","19090074"
"0.1","","09_cmn_float","","113511","1","909","","","3","19090075"
"","","vo_fpc_20909","","vo_fpc","","909","","0","21","19090076"
"0","0","鎧姿の人はこんな場所には\nいないんじゃないですかね？\n泳ぐ格好じゃなさそうですし…","0","113611","10","909","0.5","1","11","19090077"
"","","","","0","","909","","","91","19090078"
"","","0","","0.5","","909","","","93","19090079"
"0.1","","09_cmn_float_talk","","113511","1","909","","","3","19090080"
"","","vo_fpc_20910","","vo_fpc","","909","","0","21","19090081"
"0","0","でも、ジュンさんは\n真夏の海でも鎧姿だったわよね？","0","113511","10","909","0.5","1","11","19090082"
"","","","","0","","909","","","91","19090083"
"","","0","","0.5","","909","","","93","19090084"
"0.1","","09_cmn_float_smile","","113411","1","909","","","3","19090085"
"0.1","","09_cmn_float","","113511","1","909","","","3","19090086"
"","","vo_fpc_20911","","vo_fpc","","909","","0","21","19090087"
"0","0","うん！\nきっと海の中でも鎧姿で大丈夫だよ♪","0","113411","10","909","0.5","1","11","19090088"
"","","","","0","","909","","","91","19090089"
"","","0","","0.5","","909","","","93","19090090"
"0.1","","09_jun_talk3_loop","","113611","1","909","","","3","19090091"
"","","vo_fpc_20912","","vo_fpc","","909","","0","21","19090092"
"0","0","か、変わった人ですね…\nあははは…","0","113611","10","909","0.5","1","11","19090093"
"","","","","0","","909","","","91","19090094"
"","","0","","0.5","","909","","","93","19090095"
"","","vo_fpc_20913","","vo_fpc","","909","","0","21","19090096"
"0","0","（あとで鎧を着て\nあいさつをしに来よう…）","0","113611","10","909","0.5","1","11","19090097"
"","","","","0","","909","","","91","19090098"
"","","0","","0.5","","909","","","93","19090099"
"0.1","1","09_jun_float_in","0.1","113611","0","909","","09_jun_float_loop","3","19090100"
"","","850","","113611","-125","909","","3.67647058823529","2","19090101"
"","","850","","11","-125","909","","3.67647058823529","33","19090102"
"","","850","","113511","-125","909","","5.73529411764706","2","19090103"
"","","850","","21","-125","909","","5.73529411764706","33","19090104"
"","","850","","113411","-180","909","","7.05882352941176","2","19090105"
"","","850","","31","-180","909","","7.05882352941176","33","19090106"
"","","","","19090105","","909","","","91","19090107"
"1.75","-15","110411","0","1","22","910","10_cmn_run","-750","1","19100001"
"1.75","-15","110511","0","1","13","910","10_cmn_run","-750","1","19100002"
"1.4875","-15","107911","0","1","12","910","cmn_run_def_N","-750","1","19100003"
"0","1","11","","4","-750","910","","-15","31","19100004"
