570d39db4d2ae5140caf5117b9f57b2e0b993920362f8b0f4357953230d5de4d,84659360fab0882523ffb695ebe93eddba301fb319dc2eb22a9202cf454585d7,8f41023a938e2b5dd54c594af4e8fdd0dfdd73c8a71a590b1e2fbd53f57f3520,6910accac2d149a216b7e1e9bc1dc5296fb426a3d2f208be3105ccb7ca162008,a5b6c2b46633e4fad6e623b5d1838f99b0b29d0272569fef0c2096c8f06fe0ed,624bafadf1f217e34f6c43470e53d8a8162bb00b9185a585aa3c307b3f960439,43d99c7c0dca4e3a3959a400f6fa77ba23da96e98f491faad5ffa8d9e7ad0e3a,7b7d1c21eb210142c00e2868ec878bd9e823fc0169c2c521e8a4de2e8865c5f8,94a741f752b0f919f9fa1f620289e1d5e4e0fb98d496a72243404875edf96712,6fb0ae4309c4aab7f046d332f8677470a9ccc788650723caedf90d253c1e5fa5,68cb5bf1d19fd9862ee0a10bef4141c1fb550874050f6fb5debc1cc1b7518f4f
"0","1000002","31.4","1","1","49","-56.1","30031","0.8","travel_topdrama_r_3001_idle_A","1300310003"
"0","11","31.4","1","5","48","-56.1","30031","0.8","travel_topdrama_r_3001_idle_A","1300310004"
"0","15","-170","4","5","52","-20","30031","0.85","travel_topdrama_r_3001_none","1300310005"
"","0","0","0","5","110","-88","30031","1","normal","1300310006"
"","300301","-43.7","300301","31","-30.3","0.5","30031","1","","1300310007"
"","300303","-110","300303","31","260","1","30031","1","","1300310008"
"","300311","-127","300311","31","215","1","30031","1","","1300310009"
"","0","","0","91","","","30031","","","1300310010"
"0","travel_topdrama_r_3001_idle_B","","1000001","3","0","","30031","0","","1300310011"
"0","travel_topdrama_r_3001_idle_B","","12","3","0","","30031","0","","1300310012"
"0","travel_topdrama_r_3001_idle_A","","1000002","3","0","","30031","0","","1300310013"
"0","travel_topdrama_r_3001_idle_A","","11","3","0","","30031","0","","1300310014"
"","0","","1.7","93","","","30031","","","1300310015"
"","0","","1300310011","101","","","30031","","","1300310016"
"","none","","0","3","0","","30031","0","","1300310017"
"","0","","0","91","","","30031","","","1300310018"
"","300306","-110","300306","31","260","1","30032","0","","1300320001"
"","300308","-110","300308","31","260","1","30032","0","","1300320002"
"","300300","92.6","300300","31","17.3","0.4","30032","0","","1300320003"
"","300304","92.6","300304","31","0","0.4","30032","0","","1300320004"
"","","","0","91","","","30032","","","1300320005"
"","travel_topdrama_r_3001_idle_A","","1000002","3","1","","30032","0.5","","1300320006"
"","travel_topdrama_r_3001_idle_A","","11","3","1","","30032","0.5","","1300320007"
"","travel_topdrama_r_3001_idle_B","","1000001","3","1","","30032","0.5","","1300320008"
"","travel_topdrama_r_3001_idle_B","","12","3","1","","30032","0.5","","1300320009"
"","0","","0.2","93","","","30032","","","1300320010"
"","1","","300300","32","","","30032","","","1300320011"
"","0","","2","93","","","30032","","","1300320012"
"","0","","300303","32","","","30032","","","1300320013"
"","1","","300308","32","","","30032","","","1300320014"
"","1","","300306","32","","","30032","","","1300320015"
"","se_travel_top_fishing_hit","","se_travel_top","23","0","","30032","","","1300320016"
"","travel_topdrama_r_3001_1_01_A","","1000002","3","0","","30032","0","","1300320017"
"","travel_topdrama_r_3001_1_01_A","","11","3","0","","30032","0","","1300320018"
"","travel_topdrama_r_3001_1_01_B","","1000001","3","0","","30032","0.5","","1300320019"
"","travel_topdrama_r_3001_1_01_B","","12","3","0","","30032","0.5","","1300320020"
"","","","0","91","","","30032","","","1300320021"
"","0","","300308","32","","","30032","","","1300320022"
"","travel_topdrama_r_3001_1_02_A","","1000002","3","0","","30032","0","","1300320023"
"","travel_topdrama_r_3001_1_02_A","","11","3","0","","30032","0","","1300320024"
"","travel_topdrama_r_3001_1_02_B","","1000001","3","0","","30032","0.2","","1300320025"
"","travel_topdrama_r_3001_1_02_B","","12","3","0","","30032","0.2","","1300320026"
"","0","","1","93","","","30032","","","1300320027"
"","0","","300300","32","","","30032","","","1300320028"
"","","","0","91","","","30032","","","1300320029"
"","300305","-43.7","300305","31","-30.3","0.5","30032","1","","1300320030"
"","300314","86","300314","31","27","0.5","30032","1","","1300320031"
"","300313","-100","300313","31","260","1","30032","1","","1300320032"
"","se_travel_top_fishing_question","","se_travel_top","23","0","","30032","","","1300320033"
"","se_travel_top_fishing_pull","","se_travel_top","23","0","","30032","","","1300320034"
"","0","","0.01","93","","","30032","","","1300320035"
"","0","","300301","32","","","30032","","","1300320036"
"","travel_topdrama_r_3001_3_01_A","","1000002","3","0","","30032","0","","1300320037"
"","travel_topdrama_r_3001_3_01_A","","11","3","0","","30032","0","","1300320038"
"","travel_topdrama_r_3001_3_01_B","","1000001","3","0","","30032","0.2","","1300320039"
"","travel_topdrama_r_3001_3_01_B","","12","3","0","","30032","0.2","","1300320040"
"","","","0","91","","","30032","","","1300320041"
"","travel_topdrama_r_3001_3_02_A","","1000002","3","0","","30032","0","","1300320042"
"","travel_topdrama_r_3001_3_02_A","","11","3","0","","30032","0","","1300320043"
"","travel_topdrama_r_3001_3_02_B","","1000001","3","0","","30032","0","","1300320044"
"","travel_topdrama_r_3001_3_02_B","","12","3","0","","30032","0","","1300320045"
"","","","0","91","","","30032","","","1300320046"
"","0","","300313","32","","","30032","","","1300320047"
"","300315","0","300315","31","100","1","30032","1","","1300320048"
"","300312","-153","300312","31","318","2","30032","1","","1300320049"
"","300302","75","300302","31","-61","0.6","30032","1","","1300320050"
"","300317","-88","300317","31","214","0.7","30032","1","","1300320051"
"","30","","30","122","1","","30032","","","1300320052"
"","se_travel_top_fishing_appear_nepterion","","se_travel_top","23","0","","30032","","","1300320053"
"","travel_topdrama_r_3001_3_03","","15","3","0","","30032","0","","1300320054"
"","travel_topdrama_r_3001_3_03_A","","1000002","3","0","","30032","0","","1300320055"
"","travel_topdrama_r_3001_3_03_A","","11","3","0","","30032","0","","1300320056"
"","travel_topdrama_r_3001_3_03_B","","1000001","3","0","","30032","0","","1300320057"
"","travel_topdrama_r_3001_3_03_B","","12","3","0","","30032","0","","1300320058"
"","0","","2.3","93","","","30032","","","1300320059"
"","","","","111","","","30032","","","1300320060"
"","","","0","91","","","30032","","","1300320061"
"0","1000001","0","2","1","53","-70","30041","0.5","travel_topdrama_b_3000_empty","1300410001"
"0","300411","0","11","5","51","-70","30041","0.35","scare_loop","1300410002"
"1","300412","-270","12","5","52","-70","30041","0.425","empty","1300410003"
"0","0","-3","0","5","110","-94","30041","1","rare","1300410004"
"","0","","0","91","","","30041","","","1300410005"
"","empty","","300412","3","1","","30041","0.2","","1300410006"
"","0","","0","91","","","30041","","","1300410007"
"","","","1300410005","101","","","30041","","","1300410008"
"0.2","idle_fadeIN","idle","300412","3","1","1","30041","0.2","","1300410009"
"","none","","0","3","0","","30041","","","1300410010"
"","","","0","91","","","30041","","","1300410011"
"","se_travel_top_noble_creature","","se_travel_top","23","0","","30042","","","1300420001"
"","-920","0","1000001","2","-70","0","30042","","","1300420002"
"0.1","attack","idle","300412","3","0","1","30042","0.2","","1300420003"
"","0","","0.66","93","","","30042","","","1300420004"
"","se_travel_top_noble_creature_axe","","se_travel_top","23","0","","30042","","","1300420005"
"","0","","0.09","93","","","30042","","","1300420006"
"0.2","backward","scare_loop","300411","3","0","1","30042","0","","1300420007"
"","100","0.3","300411","2","-70","2","30042","","","1300420008"
"","0","","1","93","","","30042","","","1300420009"
"","walk","","300412","3","1","","30042","0.2","","1300420010"
"","-100","2","300412","2","-70","0","30042","","","1300420011"
"","","","1300420008","91","","","30042","","","1300420012"
"","300401","70","300401","31","100","0.5","30042","1","","1300420013"
"","0","","0.1","93","","","30042","","","1300420014"
"","se_travel_top_noble_emote_sweat","","se_travel_top","23","0","","30042","","","1300420015"
"","0","","0.4","93","","","30042","","","1300420016"
"","<weapon>_run","","1000001","3","1","0","30042","0.2","","1300420017"
"","-300","1.75","1000001","2","-70","0","30042","","","1300420018"
"","300400","-70","300400","31","-920","0.5","30042","1","","1300420019"
"","-300","1.75","300400","33","-70","0","30042","","","1300420020"
"","12","","0","122","0.15","","30042","","","1300420021"
"","0","","0.65","93","","","30042","","","1300420022"
"","se_travel_top_noble_foot","","se_travel_top","23","0","","30042","","","1300420023"
"","0","","0.15","93","","","30042","","","1300420024"
"","12","","0","122","0.15","","30042","","","1300420025"
"","0","","0.2","93","","","30042","","","1300420026"
"110","4","0","1000001","12","0.5","0","30042","10","0","1300420027"
"","0","","0.25","93","","","30042","","","1300420028"
"","se_travel_top_noble_emote_notice","","se_travel_top","23","0","","30042","","","1300420029"
"","","","1300420011","91","","","30042","","","1300420030"
"","idle","","300412","3","1","1","30042","0.1","","1300420031"
"","12","","0","122","0","","30042","","","1300420032"
"","","","1300420018","91","","","30042","","","1300420033"
"","<weapon>_idle","","1000001","3","1","0","30042","0","","1300420034"
"","0","","300400","32","","","30042","","","1300420035"
"","0","","300412","4","","","30042","","","1300420036"
"","","","0.5","93","","","30042","","","1300420037"
"0","<weapon>_attack_skipQuest","<weapon>_idle","1000001","3","0","1","30042","0","","1300420038"
"","0","","0.25","93","","","30042","","","1300420039"
"","300402","-20","300402","31","-100","0.75","30042","1","","1300420040"
"","die","","300412","3","0","","30042","0","","1300420041"
"","se_travel_top_noble_attack","","se_travel_top","23","0","","30042","","","1300420042"
"","0","","0.6","93","","","30042","","","1300420043"
"","se_travel_top_noble_creature_fadeout","","se_travel_top","23","0","","30042","","","1300420044"
"","0","","0.5","93","","","30042","","","1300420045"
"","12","","0","122","0.15","","30042","","","1300420046"
"","","","1300420041","91","","","30042","","","1300420047"
"","1","1","300412","6","1","0","30042","0.5","","1300420048"
"0.1","walk_idle","idle","300411","3","0","1","30042","0.2","","1300420049"
"","0","","300401","32","","","30042","","","1300420050"
"","0","1","300411","2","-70","0","30042","","","1300420051"
"","0","","0","91","","","30042","","","1300420052"
"","300403","-13","300403","31","-160","0.3","30042","1","","1300420053"
"","se_travel_top_noble_appear_goldenbox","","se_travel_top","23","0","","30042","","","1300420054"
"","0","","0.33","93","","","30042","","","1300420055"
"","<weapon>_joy_short","","1000001","3","0","","30042","0","","1300420056"
"","0","","0.13","93","","","30042","","","1300420057"
"","se_travel_top_noble_drop_goldenbox","","se_travel_top","23","0","","30042","","","1300420058"
"","","","1300420056","91","","","30042","","","1300420059"
"","","","","111","","","30042","","","1300420060"
"","","","0","91","","","30042","","","1300420061"
"0","1000001","0","1","1","55","-35","30051","0.73","travel_topdrama_r_3000_empty","1300510001"
"0","1","1","1000001","6","1","0","30051","0","","1300510002"
"0","300514","0","14","5","56","-35","30051","0.73","empty","1300510003"
"0","1","1","300514","6","1","0","30051","0","","1300510004"
"0","300513","-30","13","5","51","-70","30051","0.425","idle","1300510005"
"0","300515","75","15","5","50","-65","30051","1","travel_topdrama_r_3005_idle","1300510006"
"0","0","16","0","5","110","-78","30051","1","normal","1300510007"
"","idle","","300513","3","1","","30051","0.2","","1300510008"
"","0","","0","91","","","30051","","","1300510009"
"","travel_topdrama_r_3005_idle","","300515","3","0","","30051","0.2","","1300510010"
"","0","","0","91","","","30051","","","1300510011"
"","","","1300510009","101","","","30051","","","1300510012"
"","none","","0","3","0","","30051","","","1300510013"
"","","","0","91","","","30051","","","1300510014"
"","-605","0","1000001","2","-95","0","30052","","","1300520001"
"0","1","1","1000001","6","1","1","30052","0","","1300520002"
"","-605","0","300514","2","-105","0","30052","","","1300520003"
"0","1","1","300514","6","1","1","30052","0","","1300520004"
"","300502","-60","300502","31","370","1","30052","1","","1300520005"
"","","","0","91","","","30052","","","1300520006"
"","se_travel_top_disguise_foot1","","se_travel_top","23","0","","30052","","","1300520007"
"","travel_topdrama_r_3005_walk","","1000001","3","1","","30052","0","","1300520008"
"","-180","3","1000001","2","-95","0","30052","","","1300520009"
"","walk","","300514","3","1","","30052","0.2","","1300520010"
"","-180","3","300514","2","-95","0","30052","","","1300520011"
"","","","1300520009","91","","","30052","","","1300520012"
"","se_travel_top_disguise_notice","","se_travel_top","23","0","","30052","","","1300520013"
"120","10","0","300513","12","0","0","30052","-20","0","1300520014"
"","travel_topdrama_r_3005_suprise","","1000001","3","0","","30052","0","","1300520015"
"","suprise","","300514","3","0","","30052","0.2","","1300520016"
"","0","","0","91","","","30052","","","1300520017"
"","se_travel_top_disguise_foot2","","se_travel_top","23","0","","30052","","","1300520018"
"","se_travel_top_disguise_sweat","","se_travel_top","23","0","","30052","","","1300520019"
"","travel_topdrama_r_3005_run","","1000001","3","1","","30052","0","","1300520020"
"","230","2","1000001","2","-95","0","30052","","","1300520021"
"","run","","300514","3","1","","30052","0.2","","1300520022"
"","230","2","300514","2","-105","0","30052","","","1300520023"
"","300500","-95","300500","31","-180","0.5","30052","1","","1300520024"
"","230","2","300500","33","-95","0","30052","","","1300520025"
"","300501","25","300501","31","-230","0.5","30052","1","","1300520026"
"","180","2","300501","33","25","0","30052","","","1300520027"
"","0","1","-300","121","1","3","30052","easeInOutCubic","","1300520028"
"","0","","0.5","93","","","30052","","","1300520029"
"","1","","300513","4","","","30052","","","1300520030"
"","0","","1","93","","","30052","","","1300520031"
"","se_travel_top_disguise_question","","se_travel_top","23","0","","30052","","","1300520032"
"0.1","question","idle","300513","3","0","1","30052","0.2","","1300520033"
"130","5","0","300513","12","0","0","30052","20","0","1300520034"
"","0","","0.5","93","","","30052","","","1300520035"
"","0","","300500","32","","","30052","","","1300520036"
"","0","","300501","32","","","30052","","","1300520037"
"","se_travel_top_disguise_jump","","se_travel_top","23","0","","30052","","","1300520038"
"","travel_topdrama_r_3005_jump","","1000001","3","0","","30052","0","","1300520039"
"","jump","","300514","3","0","","30052","0.2","","1300520040"
"20","7","0","1000001","12","0.01","0","30052","0","0","1300520041"
"","0","","1","93","","","30052","","","1300520042"
"","","","","111","","","30052","","","1300520043"
"","","","0","91","","","30052","","","1300520044"
"0","1000001","0","1","1","55","-35","30061","0.73","travel_topdrama_r_3000_empty","1300610001"
"0","1","1","1000001","6","1","0","30061","0","","1300610002"
"0","300614","0","14","5","56","-35","30061","0.73","empty","1300610003"
"0","1","1","300614","6","1","0","30061","0","","1300610004"
"0","300613","-30","13","5","51","-70","30061","0.425","idle","1300610005"
"0","300615","75","15","5","50","-65","30061","1","travel_topdrama_r_3005_idle","1300610006"
"0","0","16","0","5","110","-78","30061","1","normal","1300610007"
"","idle","","300613","3","1","","30061","0.2","","1300610008"
"","0","","0","91","","","30061","","","1300610009"
"","travel_topdrama_r_3005_idle","","300615","3","0","","30061","0.2","","1300610010"
"","0","","0","91","","","30061","","","1300610011"
"","","","1300610009","101","","","30061","","","1300610012"
"","none","","0","3","0","","30061","","","1300610013"
"","","","0","91","","","30061","","","1300610014"
