48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"7","0","0.5","1007406","11","0","117531","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","0","1","1007406098"
"","","","1007406","91","","0","","","","1007406099"
"1","0.2","","1007406","3","","117531","mhp_sit_idle_anger2","","","1007406100"
"1","0.2","","1007406","3","","111011","mhp_sit_talk_memory","","","1007406101"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1217","","0","1007406102"
"8","0","0.5","1007406","11","0","111011","ママ、ポーションちょうだい。","0","1","1007406103"
"","","","1007406","91","","0","","","","1007406104"
"1","0.2","","1007406","3","","111011","mhp_sit_idle_joy1","","","1007406105"
"1","0.2","","1007406","3","","117531","mhp_sit_talk_anger2","","","1007406106"
"0","","","1007406","21","","vo_mhp_1007406","vo_mhp_1218","","0","1007406107"
"7","0","0.5","1007406","11","0","117531","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","0","1","1007406108"
"","","","1007406","93","","3.5","1","","","1007406109"
"1","0.2","","1007406","3","","117631","mhp_sit_idle_surprise2","","","1007406110"
"","","","1007406","91","","1007406108","","","","1007406111"
"","","","1007406","22","","0","0","","","1007406112"
"","","","1007406","93","","1","","","","1007406113"
"","1","","1007406","32","","112","1","1","","1007406114"
"","","","1007406","93","","1","","","","1007406115"
"","1","","1007406","32","","130","1","1","","1007406116"
"","","","1007406","93","","4","","","","1007406117"
"","1","","1007406","32","","130","0","1","","1007406118"
"100","1.7","mhp_idle_normal","1007407","1","0","1","102511","-200","-1000","1007407001"
"100","1.7","mhp_sit_idle","1007407","1","1","1","117531","-220","185","1007407002"
"100","1.7","mhp_sit_idle","1007407","1","1","1","117631","-200","365","1007407003"
"-240","1","","1007407","31","","1","1","0.85","-154","1007407004"
"110","1.7","NoItem","1007407","5","0","1","11","-220","-200","1007407005"
"105","1.7","NoItem","1007407","5","0","1","12","-220","-200","1007407006"
"110","1.7","NoItem","1007407","5","1","1","21","-220","185","1007407007"
"105","1.7","NoItem","1007407","5","1","1","22","-220","185","1007407008"
"1","0","","1007407","6","0","11","1","0","1","1007407009"
"1","0","","1007407","6","0","12","1","0","1","1007407010"
"1","0","","1007407","6","0","21","1","0","1","1007407011"
"1","0","","1007407","6","0","22","1","0","1","1007407012"
"110","1.7","NoItem","1007407","5","0","1","31","-220","-1000","1007407013"
"","","","1007407","91","","0","","","","1007407014"
"1","0.2","","1007407","3","","117531","mhp_sit_talk_normal","","","1007407015"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2001","","0","1007407016"
"8","0","0.5","1007407","11","0","117531","次の方どうぞー","0","0","1007407017"
"","","","1007407","91","","0","","","","1007407018"
"1","0.2","","1007407","3","","117531","mhp_sit_idle","","","1007407019"
"1","0.2","","1007407","3","","102511","mhp_walk","","","1007407020"
"-220","","","1007407","2","","102511","-400","0","3","1007407021"
"","","","1007407","93","","3","","","","1007407022"
"1","0.2","","1007407","3","","102511","mhp_talk_sad","","","1007407023"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2002","","0","1007407024"
"4","0","0.5","1007407","11","10","102511","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","0","1","1007407025"
"","","","1007407","93","","2","1","","","1007407026"
"","","","1007407","23","","se_10031400","se_10031400_panic","","","1007407027"
"0","0.2","","1007407","3","","102511","mhp_suzume_fall_in","","","1007407028"
"","","","1007407","93","","3","","","","1007407029"
"0","0.2","","1007407","3","0.2","102511","mhp_suzume_fall_out","1","mhp_idle_sad","1007407030"
"","","","1007407","93","","2","","","","1007407031"
"","","","1007407","91","","1007407025","","","","1007407032"
"1","0.2","","1007407","3","","102511","mhp_suzume_walk_sad","","","1007407033"
"-220","","","1007407","2","","102511","-200","0","2","1007407034"
"","","","1007407","91","","0","","","","1007407035"
"0","0.2","","1007407","3","0.2","102511","mhp_suzume_sit_in_sad","1","mhp_suzume_sit_idle_sad2","1007407036"
"","","","1007407","93","","1","0","","","1007407037"
"1","0.2","","1007407","3","","117631","mhp_sit_idle_sad","","","1007407038"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2003","","0","1007407039"
"8","0","0.5","1007407","11","0","117631","（……あの人今\n何もないとこで転ばなかった？）","0","1","1007407040"
"","","","1007407","91","","0","","","","1007407041"
"1","0.2","","1007407","3","","117631","mhp_sit_idle","","","1007407042"
"1","0.2","","1007407","3","","117531","mhp_sit_talk_normal","","","1007407043"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2004","","0","1007407044"
"6","0","0.5","1007407","11","0","117531","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","0","1","1007407045"
"","","","1007407","91","","0","","","","1007407046"
"1","0.2","","1007407","3","","117531","mhp_sit_idle","","","1007407047"
"1","0.2","","1007407","3","","102511","mhp_sit_talk_wish","","","1007407048"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2005","","0","1007407049"
"4","0","0.5","1007407","11","0","102511","い、いえ、実は……\nド、ドジを治してほしいんです！","0","1","1007407050"
"","","","1007407","91","","0","","","","1007407051"
"","","","1007407","93","","2","0","","","1007407052"
"1","0.2","","1007407","3","","102511","mhp_sit_idle_wish","","","1007407053"
"1","0.2","","1007407","3","","117531","mhp_sit_talk_surprise2","","","1007407054"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2006","","0","1007407055"
"7","0","0.5","1007407","11","0","117531","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","0","1","1007407056"
"","","","1007407","93","","2","1","","","1007407057"
"1","0.2","","1007407","3","","117531","mhp_sit_talk_sad","","","1007407058"
"","","","1007407","91","","1007407056","","","","1007407059"
"1","0.2","","1007407","3","","117531","mhp_sit_idle","","","1007407060"
"1","0.2","","1007407","3","","102511","mhp_sit_talk_sad","","","1007407061"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2007","","0","1007407062"
"6","0","0.5","1007407","11","0","102511","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","0","1","1007407063"
"","","","1007407","91","","0","","","","1007407064"
"1","0.2","","1007407","3","","102511","mhp_sit_idle_sad","","","1007407065"
"1","0.2","","1007407","3","","117531","mhp_sit_talk_thinking","","","1007407066"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2008","","0","1007407067"
"5","0","0.5","1007407","11","0","117531","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","0","1","1007407068"
"","","","1007407","91","","0","","","","1007407069"
"0","","","1007407","103","","ドジナオールを処方するわ。","1007407073","","","1007407070"
"0","","","1007407","103","","魔丸ドジ殺しを処方するわ。","1007407115","","","1007407071"
"0","","","1007407","103","","このドジ矯正サポーターを着けなさい。","1007407157","","","1007407072"
"1","0.2","","1007407","3","","117531","mhp_sit_idle","0","","1007407073"
"1","0.2","","1007407","3","","102511","mhp_sit_talk_surprise2","0","","1007407074"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2009","","0","1007407075"
"8","0","0.5","1007407","11","0","102511","そ、そんな薬があるんですか！","0","1","1007407076"
"","","","1007407","91","","0","","","","1007407077"
"0","0.2","","1007407","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007407078"
"","","","1007407","93","","0.6","0","","","1007407079"
"0","0.2","","1007407","3","0","102511","mhp_sit_out","1","mhp_idle_normal","1007407080"
"","","","1007407","93","","0.2","0","","","1007407081"
"1","0.2","","1007407","3","","102511","mhp_walk","0","","1007407082"
"-220","","","1007407","2","","102511","35","0","1.5","1007407083"
"-220","","","1007407","2","","31","35","0","1.5","1007407084"
"-220","","","1007407","2","","11","35","0","1.5","1007407085"
"-220","","","1007407","2","","12","35","0","1.5","1007407086"
"","","","1007407","93","","0.3","0","","","1007407087"
"0","0.2","","1007407","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007407088"
"1","0","","1007407","6","0","21","1","1","1","1007407089"
"1","0","","1007407","6","0","22","1","1","1","1007407090"
"0","0.2","","1007407","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007407091"
"0","0.2","","1007407","3","0","22","mhp_item_EX0004_handover_in","1","mhp_item_EX0004_handover_loop","1007407092"
"","","","1007407","93","","1.2","0","","","1007407093"
"0","0.2","","1007407","3","0","102511","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007407094"
"1","0","","1007407","6","0","11","1","1","1","1007407095"
"1","0","","1007407","6","0","12","1","1","1","1007407096"
"0","0.2","","1007407","3","0","11","mhp_receive_suzume_in","1","mhp_receive_suzume_loop","1007407097"
"0","0.2","","1007407","3","0","12","mhp_item_EX0004_receive_in","1","mhp_item_EX0004_receive_loop","1007407098"
"","","","1007407","93","","0.6","0","","","1007407099"
"1","0.4","","1007407","6","0","22","1","1","1","1007407100"
"","","","1007407","93","","0.4","0","","","1007407101"
"0","0.2","","1007407","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007407102"
"0","0.2","","1007407","3","0","21","mhp_handover_out","1","NoItem_idle","1007407103"
"0","0.2","","1007407","3","0","22","mhp_item_EX0004_handover_out","1","NoItem_idle","1007407104"
"","","","1007407","93","","0.4","0","","","1007407105"
"0","0.2","","1007407","3","0","102511","mhp_handover_receive_out","1","mhp_idle_normal","1007407106"
"0","0.2","","1007407","3","0","11","mhp_receive_suzume_out","1","NoItem_idle","1007407107"
"0","0.2","","1007407","3","0","12","mhp_item_EX0004_receive_out","1","NoItem_idle","1007407108"
"","","","1007407","93","","2","0","","","1007407109"
"1","0.2","","1007407","3","","117531","mhp_talk_thinking","0","","1007407110"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2010","","0","1007407111"
"6","0","0.5","1007407","11","0","117531","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","0","1","1007407112"
"","","","1007407","91","","0","","","","1007407113"
"","","","1007407","101","","1007407197","","","","1007407114"
"0","0.2","","1007407","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007407115"
"","","","1007407","93","","0.6","0","","","1007407116"
"0","0.2","","1007407","3","0","102511","mhp_sit_out","1","mhp_idle_normal","1007407117"
"","","","1007407","93","","0.2","0","","","1007407118"
"1","0.2","","1007407","3","","102511","mhp_walk","0","","1007407119"
"-220","","","1007407","2","","102511","35","0","1.5","1007407120"
"-220","","","1007407","2","","31","35","0","1.5","1007407121"
"-220","","","1007407","2","","11","35","0","1.5","1007407122"
"-220","","","1007407","2","","12","35","0","1.5","1007407123"
"","","","1007407","93","","0.3","0","","","1007407124"
"0","0.2","","1007407","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007407125"
"1","0","","1007407","6","0","21","1","1","1","1007407126"
"1","0","","1007407","6","0","22","1","1","1","1007407127"
"0","0.2","","1007407","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007407128"
"0","0.2","","1007407","3","0","22","mhp_item_EX0006_handover_in","1","mhp_item_EX0006_handover_loop","1007407129"
"","","","1007407","93","","1.2","0","","","1007407130"
"0","0.2","","1007407","3","0","102511","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007407131"
"1","0","","1007407","6","0","11","1","1","1","1007407132"
"1","0","","1007407","6","0","12","1","1","1","1007407133"
"0","0.2","","1007407","3","0","11","mhp_receive_suzume_in","1","mhp_receive_suzume_loop","1007407134"
"0","0.2","","1007407","3","0","12","mhp_item_EX0006_receive_in","1","mhp_item_EX0006_receive_loop","1007407135"
"","","","1007407","93","","0.6","0","","","1007407136"
"1","0.4","","1007407","6","0","22","1","1","1","1007407137"
"","","","1007407","93","","0.4","0","","","1007407138"
"0","0.2","","1007407","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007407139"
"0","0.2","","1007407","3","0","21","mhp_handover_out","1","NoItem_idle","1007407140"
"0","0.2","","1007407","3","0","22","mhp_item_EX0006_handover_out","1","NoItem_idle","1007407141"
"","","","1007407","93","","0.4","0","","","1007407142"
"0","0.2","","1007407","3","0","102511","mhp_handover_receive_out","1","mhp_idle_normal","1007407143"
"0","0.2","","1007407","3","0","11","mhp_receive_suzume_out","1","NoItem_idle","1007407144"
"0","0.2","","1007407","3","0","12","mhp_item_EX0006_receive_out","1","NoItem_idle","1007407145"
"","","","1007407","93","","2","0","","","1007407146"
"1","0.2","","1007407","3","","102511","mhp_talk_sad","0","","1007407147"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2011","","0","1007407148"
"7","0","0.5","1007407","11","0","102511","な、なんだかアメみたいですね……","0","1","1007407149"
"","","","1007407","91","","0","","","","1007407150"
"1","0.2","","1007407","3","","102511","mhp_idle_sad","0","","1007407151"
"1","0.2","","1007407","3","","117531","mhp_talk_normal","0","","1007407152"
"0","","","1007407","21","","vo_mhp_1007407","vo_mhp_2012","","0","1007407153"
"6","0","0.5","1007407","11","0","117531","摂取しやすいようにしてるの\n一日三錠、全部飲み終わったら\nまた来なさい。","0","1","1007407154"
"","","","1007407","91","","0","","","","1007407155"
"","","","1007407","101","","1007407197","","","","1007407156"
"0","0.2","","1007407","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007407157"
"","","","1007407","93","","0.6","0","","","1007407158"
"0","0.2","","1007407","3","0","102511","mhp_sit_out","1","mhp_idle_normal","1007407159"
"","","","1007407","93","","0.2","0","","","1007407160"
"1","0.2","","1007407","3","","102511","mhp_walk","0","","1007407161"
"-220","","","1007407","2","","102511","35","0","1.5","1007407162"
"-220","","","1007407","2","","31","35","0","1.5","1007407163"
"-220","","","1007407","2","","11","35","0","1.5","1007407164"
"-220","","","1007407","2","","12","35","0","1.5","1007407165"
"","","","1007407","93","","0.3","0","","","1007407166"
"0","0.2","","1007407","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007407167"
"1","0","","1007407","6","0","21","1","1","1","1007407168"
"1","0","","1007407","6","0","22","1","1","1","1007407169"
"0","0.2","","1007407","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007407170"
"0","0.2","","1007407","3","0","22","mhp_item_EX0011_handover_in","1","mhp_item_EX0011_handover_loop","1007407171"
"","","","1007407","93","","1.2","0","","","1007407172"
"0","0.2","","1007407","3","0","102511","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007407173"
"1","0","","1007407","6","0","11","1","1","1","1007407174"
"1","0","","1007407","6","0","12","1","1","1","1007407175"
"0","0.2","","1007407","3","0","11","mhp_receive_suzume_in","1","mhp_receive_suzume_loop","1007407176"
"0","0.2","","1007407","3","0","12","mhp_item_EX0011_receive_in","1","mhp_item_EX0011_receive_loop","1007407177"
"","","","1007407","93","","0.6","0","","","1007407178"
"1","0.4","","1007407","6","0","22","1","1","1","1007407179"
"","","","1007407","93","","0.4","0","","","1007407180"
"0","0.2","","1007407","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007407181"
"0","0.2","","1007407","3","0","21","mhp_handover_out","1","NoItem_idle","1007407182"
