a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"travel_topdrama_r_3001_1_02_A","","30032","","","3","","11","0","0","1300320024"
"travel_topdrama_r_3001_1_02_B","","30032","","","3","","1000001","0","0.2","1300320025"
"travel_topdrama_r_3001_1_02_B","","30032","","","3","","12","0","0.2","1300320026"
"0","","30032","","","93","","1","","","1300320027"
"0","","30032","","","32","","300300","","","1300320028"
"","","30032","","","91","","0","","","1300320029"
"300305","","30032","","0.5","31","-43.7","300305","-30.3","1","1300320030"
"300314","","30032","","0.5","31","86","300314","27","1","1300320031"
"300313","","30032","","1","31","-100","300313","260","1","1300320032"
"se_travel_top_fishing_question","","30032","","","23","","se_travel_top","0","","1300320033"
"se_travel_top_fishing_pull","","30032","","","23","","se_travel_top","0","","1300320034"
"0","","30032","","","93","","0.01","","","1300320035"
"0","","30032","","","32","","300301","","","1300320036"
"travel_topdrama_r_3001_3_01_A","","30032","","","3","","1000002","0","0","1300320037"
"travel_topdrama_r_3001_3_01_A","","30032","","","3","","11","0","0","1300320038"
"travel_topdrama_r_3001_3_01_B","","30032","","","3","","1000001","0","0.2","1300320039"
"travel_topdrama_r_3001_3_01_B","","30032","","","3","","12","0","0.2","1300320040"
"","","30032","","","91","","0","","","1300320041"
"travel_topdrama_r_3001_3_02_A","","30032","","","3","","1000002","0","0","1300320042"
"travel_topdrama_r_3001_3_02_A","","30032","","","3","","11","0","0","1300320043"
"travel_topdrama_r_3001_3_02_B","","30032","","","3","","1000001","0","0","1300320044"
"travel_topdrama_r_3001_3_02_B","","30032","","","3","","12","0","0","1300320045"
"","","30032","","","91","","0","","","1300320046"
"0","","30032","","","32","","300313","","","1300320047"
"300315","","30032","","1","31","0","300315","100","1","1300320048"
"300312","","30032","","2","31","-153","300312","318","1","1300320049"
"300302","","30032","","0.6","31","75","300302","-61","1","1300320050"
"300317","","30032","","0.7","31","-88","300317","214","1","1300320051"
"30","","30032","","","122","","30","1","","1300320052"
"se_travel_top_fishing_appear_nepterion","","30032","","","23","","se_travel_top","0","","1300320053"
"travel_topdrama_r_3001_3_03","","30032","","","3","","15","0","0","1300320054"
"travel_topdrama_r_3001_3_03_A","","30032","","","3","","1000002","0","0","1300320055"
"travel_topdrama_r_3001_3_03_A","","30032","","","3","","11","0","0","1300320056"
"travel_topdrama_r_3001_3_03_B","","30032","","","3","","1000001","0","0","1300320057"
"travel_topdrama_r_3001_3_03_B","","30032","","","3","","12","0","0","1300320058"
"0","","30032","","","93","","2.3","","","1300320059"
"","","30032","","","111","","","","","1300320060"
"","","30032","","","91","","0","","","1300320061"
"1000001","travel_topdrama_b_3000_empty","30041","0","-70","1","0","2","53","0.5","1300410001"
"300411","scare_loop","30041","0","-70","5","0","11","51","0.35","1300410002"
"300412","empty","30041","1","-70","5","-270","12","52","0.425","1300410003"
"0","rare","30041","0","-94","5","-3","0","110","1","1300410004"
"0","","30041","","","91","","0","","","1300410005"
"empty","","30041","","","3","","300412","1","0.2","1300410006"
"0","","30041","","","91","","0","","","1300410007"
"","","30041","","","101","","1300410005","","","1300410008"
"idle_fadeIN","","30041","0.2","1","3","idle","300412","1","0.2","1300410009"
"none","","30041","","","3","","0","0","","1300410010"
"","","30041","","","91","","0","","","1300410011"
"se_travel_top_noble_creature","","30042","","","23","","se_travel_top","0","","1300420001"
"-920","","30042","","0","2","0","1000001","-70","","1300420002"
"attack","","30042","0.1","1","3","idle","300412","0","0.2","1300420003"
"0","","30042","","","93","","0.66","","","1300420004"
"se_travel_top_noble_creature_axe","","30042","","","23","","se_travel_top","0","","1300420005"
"0","","30042","","","93","","0.09","","","1300420006"
"backward","","30042","0.2","1","3","scare_loop","300411","0","0","1300420007"
"100","","30042","","2","2","0.3","300411","-70","","1300420008"
"0","","30042","","","93","","1","","","1300420009"
"walk","","30042","","","3","","300412","1","0.2","1300420010"
"-100","","30042","","0","2","2","300412","-70","","1300420011"
"","","30042","","","91","","1300420008","","","1300420012"
"300401","","30042","","0.5","31","70","300401","100","1","1300420013"
"0","","30042","","","93","","0.1","","","1300420014"
"se_travel_top_noble_emote_sweat","","30042","","","23","","se_travel_top","0","","1300420015"
"0","","30042","","","93","","0.4","","","1300420016"
"<weapon>_run","","30042","","0","3","","1000001","1","0.2","1300420017"
"-300","","30042","","0","2","1.75","1000001","-70","","1300420018"
"300400","","30042","","0.5","31","-70","300400","-920","1","1300420019"
"-300","","30042","","0","33","1.75","300400","-70","","1300420020"
"12","","30042","","","122","","0","0.15","","1300420021"
"0","","30042","","","93","","0.65","","","1300420022"
"se_travel_top_noble_foot","","30042","","","23","","se_travel_top","0","","1300420023"
"0","","30042","","","93","","0.15","","","1300420024"
"12","","30042","","","122","","0","0.15","","1300420025"
"0","","30042","","","93","","0.2","","","1300420026"
"4","0","30042","110","0","12","0","1000001","0.5","10","1300420027"
"0","","30042","","","93","","0.25","","","1300420028"
"se_travel_top_noble_emote_notice","","30042","","","23","","se_travel_top","0","","1300420029"
"","","30042","","","91","","1300420011","","","1300420030"
"idle","","30042","","1","3","","300412","1","0.1","1300420031"
"12","","30042","","","122","","0","0","","1300420032"
"","","30042","","","91","","1300420018","","","1300420033"
"<weapon>_idle","","30042","","0","3","","1000001","1","0","1300420034"
"0","","30042","","","32","","300400","","","1300420035"
"0","","30042","","","4","","300412","","","1300420036"
"","","30042","","","93","","0.5","","","1300420037"
"<weapon>_attack_skipQuest","","30042","0","1","3","<weapon>_idle","1000001","0","0","1300420038"
"0","","30042","","","93","","0.25","","","1300420039"
"300402","","30042","","0.75","31","-20","300402","-100","1","1300420040"
"die","","30042","","","3","","300412","0","0","1300420041"
"se_travel_top_noble_attack","","30042","","","23","","se_travel_top","0","","1300420042"
"0","","30042","","","93","","0.6","","","1300420043"
"se_travel_top_noble_creature_fadeout","","30042","","","23","","se_travel_top","0","","1300420044"
"0","","30042","","","93","","0.5","","","1300420045"
"12","","30042","","","122","","0","0.15","","1300420046"
"","","30042","","","91","","1300420041","","","1300420047"
"1","","30042","","0","6","1","300412","1","0.5","1300420048"
"walk_idle","","30042","0.1","1","3","idle","300411","0","0.2","1300420049"
"0","","30042","","","32","","300401","","","1300420050"
"0","","30042","","0","2","1","300411","-70","","1300420051"
"0","","30042","","","91","","0","","","1300420052"
"300403","","30042","","0.3","31","-13","300403","-160","1","1300420053"
"se_travel_top_noble_appear_goldenbox","","30042","","","23","","se_travel_top","0","","1300420054"
"0","","30042","","","93","","0.33","","","1300420055"
"<weapon>_joy_short","","30042","","","3","","1000001","0","0","1300420056"
"0","","30042","","","93","","0.13","","","1300420057"
"se_travel_top_noble_drop_goldenbox","","30042","","","23","","se_travel_top","0","","1300420058"
"","","30042","","","91","","1300420056","","","1300420059"
"","","30042","","","111","","","","","1300420060"
"","","30042","","","91","","0","","","1300420061"
"1000001","travel_topdrama_r_3000_empty","30051","0","-35","1","0","1","55","0.73","1300510001"
"1","","30051","0","0","6","1","1000001","1","0","1300510002"
"300514","empty","30051","0","-35","5","0","14","56","0.73","1300510003"
"1","","30051","0","0","6","1","300514","1","0","1300510004"
"300513","idle","30051","0","-70","5","-30","13","51","0.425","1300510005"
"300515","travel_topdrama_r_3005_idle","30051","0","-65","5","75","15","50","1","1300510006"
"0","normal","30051","0","-78","5","16","0","110","1","1300510007"
"idle","","30051","","","3","","300513","1","0.2","1300510008"
"0","","30051","","","91","","0","","","1300510009"
"travel_topdrama_r_3005_idle","","30051","","","3","","300515","0","0.2","1300510010"
"0","","30051","","","91","","0","","","1300510011"
"","","30051","","","101","","1300510009","","","1300510012"
"none","","30051","","","3","","0","0","","1300510013"
"","","30051","","","91","","0","","","1300510014"
"-605","","30052","","0","2","0","1000001","-95","","1300520001"
"1","","30052","0","1","6","1","1000001","1","0","1300520002"
"-605","","30052","","0","2","0","300514","-105","","1300520003"
"1","","30052","0","1","6","1","300514","1","0","1300520004"
"300502","","30052","","1","31","-60","300502","370","1","1300520005"
"","","30052","","","91","","0","","","1300520006"
"se_travel_top_disguise_foot1","","30052","","","23","","se_travel_top","0","","1300520007"
"travel_topdrama_r_3005_walk","","30052","","","3","","1000001","1","0","1300520008"
"-180","","30052","","0","2","3","1000001","-95","","1300520009"
"walk","","30052","","","3","","300514","1","0.2","1300520010"
"-180","","30052","","0","2","3","300514","-95","","1300520011"
"","","30052","","","91","","1300520009","","","1300520012"
"se_travel_top_disguise_notice","","30052","","","23","","se_travel_top","0","","1300520013"
"10","0","30052","120","0","12","0","300513","0","-20","1300520014"
"travel_topdrama_r_3005_suprise","","30052","","","3","","1000001","0","0","1300520015"
"suprise","","30052","","","3","","300514","0","0.2","1300520016"
"0","","30052","","","91","","0","","","1300520017"
"se_travel_top_disguise_foot2","","30052","","","23","","se_travel_top","0","","1300520018"
"se_travel_top_disguise_sweat","","30052","","","23","","se_travel_top","0","","1300520019"
"travel_topdrama_r_3005_run","","30052","","","3","","1000001","1","0","1300520020"
"230","","30052","","0","2","2","1000001","-95","","1300520021"
"run","","30052","","","3","","300514","1","0.2","1300520022"
"230","","30052","","0","2","2","300514","-105","","1300520023"
"300500","","30052","","0.5","31","-95","300500","-180","1","1300520024"
"230","","30052","","0","33","2","300500","-95","","1300520025"
"300501","","30052","","0.5","31","25","300501","-230","1","1300520026"
"180","","30052","","0","33","2","300501","25","","1300520027"
"0","","30052","","3","121","1","-300","1","easeInOutCubic","1300520028"
"0","","30052","","","93","","0.5","","","1300520029"
"1","","30052","","","4","","300513","","","1300520030"
"0","","30052","","","93","","1","","","1300520031"
"se_travel_top_disguise_question","","30052","","","23","","se_travel_top","0","","1300520032"
"question","","30052","0.1","1","3","idle","300513","0","0.2","1300520033"
"5","0","30052","130","0","12","0","300513","0","20","1300520034"
"0","","30052","","","93","","0.5","","","1300520035"
"0","","30052","","","32","","300500","","","1300520036"
"0","","30052","","","32","","300501","","","1300520037"
"se_travel_top_disguise_jump","","30052","","","23","","se_travel_top","0","","1300520038"
"travel_topdrama_r_3005_jump","","30052","","","3","","1000001","0","0","1300520039"
"jump","","30052","","","3","","300514","0","0.2","1300520040"
"7","0","30052","20","0","12","0","1000001","0.01","0","1300520041"
"0","","30052","","","93","","1","","","1300520042"
"","","30052","","","111","","","","","1300520043"
"","","30052","","","91","","0","","","1300520044"
"1000001","travel_topdrama_r_3000_empty","30061","0","-35","1","0","1","55","0.73","1300610001"
"1","","30061","0","0","6","1","1000001","1","0","1300610002"
"300614","empty","30061","0","-35","5","0","14","56","0.73","1300610003"
"1","","30061","0","0","6","1","300614","1","0","1300610004"
"300613","idle","30061","0","-70","5","-30","13","51","0.425","1300610005"
"300615","travel_topdrama_r_3005_idle","30061","0","-65","5","75","15","50","1","1300610006"
"0","normal","30061","0","-78","5","16","0","110","1","1300610007"
"idle","","30061","","","3","","300613","1","0.2","1300610008"
"0","","30061","","","91","","0","","","1300610009"
"travel_topdrama_r_3005_idle","","30061","","","3","","300615","0","0.2","1300610010"
"0","","30061","","","91","","0","","","1300610011"
"","","30061","","","101","","1300610009","","","1300610012"
"none","","30061","","","3","","0","0","","1300610013"
"","","30061","","","91","","0","","","1300610014"
"-605","","30062","","0","2","0","1000001","-95","","1300620001"
"1","","30062","0","1","6","1","1000001","1","0","1300620002"
"-605","","30062","","0","2","0","300614","-105","","1300620003"
"1","","30062","0","1","6","1","300614","1","0","1300620004"
"300503","","30062","","1","31","-60","300602","370","1","1300620005"
"","","30062","","","91","","0","","","1300620006"
"se_travel_top_disguise_foot1","","30062","","","23","","se_travel_top","0","","1300620007"
"travel_topdrama_r_3005_walk","","30062","","","3","","1000001","1","0","1300620008"
"-180","","30062","","0","2","3","1000001","-95","","1300620009"
"walk","","30062","","","3","","300614","1","0.2","1300620010"
"-180","","30062","","0","2","3","300614","-95","","1300620011"
"","","30062","","","91","","1300620009","","","1300620012"
"se_travel_top_disguise_notice","","30062","","","23","","se_travel_top","0","","1300620013"
"10","0","30062","120","0","12","0","300613","0","-20","1300620014"
"travel_topdrama_r_3005_suprise","","30062","","","3","","1000001","0","0","1300620015"
"suprise","","30062","","","3","","300614","0","0.2","1300620016"
"0","","30062","","","91","","0","","","1300620017"
"se_travel_top_disguise_foot2","","30062","","","23","","se_travel_top","0","","1300620018"
"se_travel_top_disguise_sweat","","30062","","","23","","se_travel_top","0","","1300620019"
"travel_topdrama_r_3005_run","","30062","","","3","","1000001","1","0","1300620020"
"230","","30062","","0","2","2","1000001","-95","","1300620021"
"run","","30062","","","3","","300614","1","0.2","1300620022"
"230","","30062","","0","2","2","300614","-105","","1300620023"
"300600","","30062","","0.5","31","-95","300600","-180","1","1300620024"
"230","","30062","","0","33","2","300600","-95","","1300620025"
"300601","","30062","","0.5","31","25","300601","-230","1","1300620026"
"180","","30062","","0","33","2","300601","25","","1300620027"
"0","","30062","","3","121","1","-300","1","easeInOutCubic","1300620028"
"0","","30062","","","93","","0.5","","","1300620029"
"1","","30062","","","4","","300613","","","1300620030"
"0","","30062","","","93","","1","","","1300620031"
"se_travel_top_disguise_question","","30062","","","23","","se_travel_top","0","","1300620032"
"question","","30062","0.1","1","3","idle","300613","0","0.2","1300620033"
"5","0","30062","130","0","12","0","300613","0","20","1300620034"
"0","","30062","","","93","","0.5","","","1300620035"
"0","","30062","","","32","","300600","","","1300620036"
"0","","30062","","","32","","300601","","","1300620037"
"se_travel_top_disguise_jump","","30062","","","23","","se_travel_top","0","","1300620038"
"travel_topdrama_r_3005_jump","","30062","","","3","","1000001","0","0","1300620039"
"jump","","30062","","","3","","300614","0","0.2","1300620040"
"7","0","30062","20","0","12","0","1000001","0.01","0","1300620041"
"0","","30062","","","93","","1","","","1300620042"
"","","30062","","","111","","","","","1300620043"
