ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"3","12","","0.2","travel_topdrama_r_3001_1_03_B_loop","travel_topdrama_r_3001_1_03_B","0","1","30022","1300220036",""
"93","0.8","","","","0","","","30022","1300220037",""
"32","300206","","","","0","","","30022","1300220038",""
"111","","","","","","","","30022","1300220039",""
"91","0","","","","","","","30022","1300220040",""
"1","1","0","0.8","-17.5","1000001","51","-75.6","30031","1300310001","travel_topdrama_r_3001_idle_B"
"5","1","0","0.8","-17.5","12","50","-75.6","30031","1300310002","travel_topdrama_r_3001_idle_B"
"1","1","0","0.8","31.4","1000002","49","-56.1","30031","1300310003","travel_topdrama_r_3001_idle_A"
"5","1","0","0.8","31.4","11","48","-56.1","30031","1300310004","travel_topdrama_r_3001_idle_A"
"5","4","0","0.85","-170","15","52","-20","30031","1300310005","travel_topdrama_r_3001_none"
"5","0","","1","0","0","110","-88","30031","1300310006","normal"
"31","300301","","1","-43.7","300301","-30.3","0.5","30031","1300310007",""
"31","300303","","1","-110","300303","260","1","30031","1300310008",""
"31","300311","","1","-127","300311","215","1","30031","1300310009",""
"91","0","","","","0","","","30031","1300310010",""
"3","1000001","0","0","","travel_topdrama_r_3001_idle_B","0","","30031","1300310011",""
"3","12","0","0","","travel_topdrama_r_3001_idle_B","0","","30031","1300310012",""
"3","1000002","0","0","","travel_topdrama_r_3001_idle_A","0","","30031","1300310013",""
"3","11","0","0","","travel_topdrama_r_3001_idle_A","0","","30031","1300310014",""
"93","1.7","","","","0","","","30031","1300310015",""
"101","1300310011","","","","0","","","30031","1300310016",""
"3","0","","0","","none","0","","30031","1300310017",""
"91","0","","","","0","","","30031","1300310018",""
"31","300306","","0","-110","300306","260","1","30032","1300320001",""
"31","300308","","0","-110","300308","260","1","30032","1300320002",""
"31","300300","","0","92.6","300300","17.3","0.4","30032","1300320003",""
"31","300304","","0","92.6","300304","0","0.4","30032","1300320004",""
"91","0","","","","","","","30032","1300320005",""
"3","1000002","","0.5","","travel_topdrama_r_3001_idle_A","1","","30032","1300320006",""
"3","11","","0.5","","travel_topdrama_r_3001_idle_A","1","","30032","1300320007",""
"3","1000001","","0.5","","travel_topdrama_r_3001_idle_B","1","","30032","1300320008",""
"3","12","","0.5","","travel_topdrama_r_3001_idle_B","1","","30032","1300320009",""
"93","0.2","","","","0","","","30032","1300320010",""
"32","300300","","","","1","","","30032","1300320011",""
"93","2","","","","0","","","30032","1300320012",""
"32","300303","","","","0","","","30032","1300320013",""
"32","300308","","","","1","","","30032","1300320014",""
"32","300306","","","","1","","","30032","1300320015",""
"23","se_travel_top","","","","se_travel_top_fishing_hit","0","","30032","1300320016",""
"3","1000002","","0","","travel_topdrama_r_3001_1_01_A","0","","30032","1300320017",""
"3","11","","0","","travel_topdrama_r_3001_1_01_A","0","","30032","1300320018",""
"3","1000001","","0.5","","travel_topdrama_r_3001_1_01_B","0","","30032","1300320019",""
"3","12","","0.5","","travel_topdrama_r_3001_1_01_B","0","","30032","1300320020",""
"91","0","","","","","","","30032","1300320021",""
"32","300308","","","","0","","","30032","1300320022",""
"3","1000002","","0","","travel_topdrama_r_3001_1_02_A","0","","30032","1300320023",""
"3","11","","0","","travel_topdrama_r_3001_1_02_A","0","","30032","1300320024",""
"3","1000001","","0.2","","travel_topdrama_r_3001_1_02_B","0","","30032","1300320025",""
"3","12","","0.2","","travel_topdrama_r_3001_1_02_B","0","","30032","1300320026",""
"93","1","","","","0","","","30032","1300320027",""
"32","300300","","","","0","","","30032","1300320028",""
"91","0","","","","","","","30032","1300320029",""
"31","300305","","1","-43.7","300305","-30.3","0.5","30032","1300320030",""
"31","300314","","1","86","300314","27","0.5","30032","1300320031",""
"31","300313","","1","-100","300313","260","1","30032","1300320032",""
"23","se_travel_top","","","","se_travel_top_fishing_question","0","","30032","1300320033",""
"23","se_travel_top","","","","se_travel_top_fishing_pull","0","","30032","1300320034",""
"93","0.01","","","","0","","","30032","1300320035",""
"32","300301","","","","0","","","30032","1300320036",""
"3","1000002","","0","","travel_topdrama_r_3001_3_01_A","0","","30032","1300320037",""
"3","11","","0","","travel_topdrama_r_3001_3_01_A","0","","30032","1300320038",""
"3","1000001","","0.2","","travel_topdrama_r_3001_3_01_B","0","","30032","1300320039",""
"3","12","","0.2","","travel_topdrama_r_3001_3_01_B","0","","30032","1300320040",""
"91","0","","","","","","","30032","1300320041",""
"3","1000002","","0","","travel_topdrama_r_3001_3_02_A","0","","30032","1300320042",""
"3","11","","0","","travel_topdrama_r_3001_3_02_A","0","","30032","1300320043",""
"3","1000001","","0","","travel_topdrama_r_3001_3_02_B","0","","30032","1300320044",""
"3","12","","0","","travel_topdrama_r_3001_3_02_B","0","","30032","1300320045",""
"91","0","","","","","","","30032","1300320046",""
"32","300313","","","","0","","","30032","1300320047",""
"31","300315","","1","0","300315","100","1","30032","1300320048",""
"31","300312","","1","-153","300312","318","2","30032","1300320049",""
"31","300302","","1","75","300302","-61","0.6","30032","1300320050",""
"31","300317","","1","-88","300317","214","0.7","30032","1300320051",""
"122","30","","","","30","1","","30032","1300320052",""
"23","se_travel_top","","","","se_travel_top_fishing_appear_nepterion","0","","30032","1300320053",""
"3","15","","0","","travel_topdrama_r_3001_3_03","0","","30032","1300320054",""
"3","1000002","","0","","travel_topdrama_r_3001_3_03_A","0","","30032","1300320055",""
"3","11","","0","","travel_topdrama_r_3001_3_03_A","0","","30032","1300320056",""
"3","1000001","","0","","travel_topdrama_r_3001_3_03_B","0","","30032","1300320057",""
"3","12","","0","","travel_topdrama_r_3001_3_03_B","0","","30032","1300320058",""
"93","2.3","","","","0","","","30032","1300320059",""
"111","","","","","","","","30032","1300320060",""
"91","0","","","","","","","30032","1300320061",""
"1","2","0","0.5","0","1000001","53","-70","30041","1300410001","travel_topdrama_b_3000_empty"
"5","11","0","0.35","0","300411","51","-70","30041","1300410002","scare_loop"
"5","12","1","0.425","-270","300412","52","-70","30041","1300410003","empty"
"5","0","0","1","-3","0","110","-94","30041","1300410004","rare"
"91","0","","","","0","","","30041","1300410005",""
"3","300412","","0.2","","empty","1","","30041","1300410006",""
"91","0","","","","0","","","30041","1300410007",""
"101","1300410005","","","","","","","30041","1300410008",""
"3","300412","0.2","0.2","idle","idle_fadeIN","1","1","30041","1300410009",""
"3","0","","","","none","0","","30041","1300410010",""
"91","0","","","","","","","30041","1300410011",""
"23","se_travel_top","","","","se_travel_top_noble_creature","0","","30042","1300420001",""
"2","1000001","","","0","-920","-70","0","30042","1300420002",""
"3","300412","0.1","0.2","idle","attack","0","1","30042","1300420003",""
"93","0.66","","","","0","","","30042","1300420004",""
"23","se_travel_top","","","","se_travel_top_noble_creature_axe","0","","30042","1300420005",""
"93","0.09","","","","0","","","30042","1300420006",""
"3","300411","0.2","0","scare_loop","backward","0","1","30042","1300420007",""
"2","300411","","","0.3","100","-70","2","30042","1300420008",""
"93","1","","","","0","","","30042","1300420009",""
"3","300412","","0.2","","walk","1","","30042","1300420010",""
"2","300412","","","2","-100","-70","0","30042","1300420011",""
"91","1300420008","","","","","","","30042","1300420012",""
"31","300401","","1","70","300401","100","0.5","30042","1300420013",""
"93","0.1","","","","0","","","30042","1300420014",""
"23","se_travel_top","","","","se_travel_top_noble_emote_sweat","0","","30042","1300420015",""
"93","0.4","","","","0","","","30042","1300420016",""
"3","1000001","","0.2","","<weapon>_run","1","0","30042","1300420017",""
"2","1000001","","","1.75","-300","-70","0","30042","1300420018",""
"31","300400","","1","-70","300400","-920","0.5","30042","1300420019",""
"33","300400","","","1.75","-300","-70","0","30042","1300420020",""
"122","0","","","","12","0.15","","30042","1300420021",""
"93","0.65","","","","0","","","30042","1300420022",""
"23","se_travel_top","","","","se_travel_top_noble_foot","0","","30042","1300420023",""
"93","0.15","","","","0","","","30042","1300420024",""
"122","0","","","","12","0.15","","30042","1300420025",""
"93","0.2","","","","0","","","30042","1300420026",""
"12","1000001","110","10","0","4","0.5","0","30042","1300420027","0"
"93","0.25","","","","0","","","30042","1300420028",""
"23","se_travel_top","","","","se_travel_top_noble_emote_notice","0","","30042","1300420029",""
"91","1300420011","","","","","","","30042","1300420030",""
"3","300412","","0.1","","idle","1","1","30042","1300420031",""
"122","0","","","","12","0","","30042","1300420032",""
"91","1300420018","","","","","","","30042","1300420033",""
"3","1000001","","0","","<weapon>_idle","1","0","30042","1300420034",""
"32","300400","","","","0","","","30042","1300420035",""
"4","300412","","","","0","","","30042","1300420036",""
"93","0.5","","","","","","","30042","1300420037",""
"3","1000001","0","0","<weapon>_idle","<weapon>_attack_skipQuest","0","1","30042","1300420038",""
"93","0.25","","","","0","","","30042","1300420039",""
"31","300402","","1","-20","300402","-100","0.75","30042","1300420040",""
"3","300412","","0","","die","0","","30042","1300420041",""
"23","se_travel_top","","","","se_travel_top_noble_attack","0","","30042","1300420042",""
"93","0.6","","","","0","","","30042","1300420043",""
"23","se_travel_top","","","","se_travel_top_noble_creature_fadeout","0","","30042","1300420044",""
"93","0.5","","","","0","","","30042","1300420045",""
"122","0","","","","12","0.15","","30042","1300420046",""
"91","1300420041","","","","","","","30042","1300420047",""
"6","300412","","0.5","1","1","1","0","30042","1300420048",""
"3","300411","0.1","0.2","idle","walk_idle","0","1","30042","1300420049",""
"32","300401","","","","0","","","30042","1300420050",""
"2","300411","","","1","0","-70","0","30042","1300420051",""
"91","0","","","","0","","","30042","1300420052",""
"31","300403","","1","-13","300403","-160","0.3","30042","1300420053",""
"23","se_travel_top","","","","se_travel_top_noble_appear_goldenbox","0","","30042","1300420054",""
"93","0.33","","","","0","","","30042","1300420055",""
"3","1000001","","0","","<weapon>_joy_short","0","","30042","1300420056",""
"93","0.13","","","","0","","","30042","1300420057",""
"23","se_travel_top","","","","se_travel_top_noble_drop_goldenbox","0","","30042","1300420058",""
"91","1300420056","","","","","","","30042","1300420059",""
"111","","","","","","","","30042","1300420060",""
"91","0","","","","","","","30042","1300420061",""
"1","1","0","0.73","0","1000001","55","-35","30051","1300510001","travel_topdrama_r_3000_empty"
"6","1000001","0","0","1","1","1","0","30051","1300510002",""
"5","14","0","0.73","0","300514","56","-35","30051","1300510003","empty"
"6","300514","0","0","1","1","1","0","30051","1300510004",""
"5","13","0","0.425","-30","300513","51","-70","30051","1300510005","idle"
"5","15","0","1","75","300515","50","-65","30051","1300510006","travel_topdrama_r_3005_idle"
"5","0","0","1","16","0","110","-78","30051","1300510007","normal"
"3","300513","","0.2","","idle","1","","30051","1300510008",""
"91","0","","","","0","","","30051","1300510009",""
"3","300515","","0.2","","travel_topdrama_r_3005_idle","0","","30051","1300510010",""
"91","0","","","","0","","","30051","1300510011",""
"101","1300510009","","","","","","","30051","1300510012",""
"3","0","","","","none","0","","30051","1300510013",""
"91","0","","","","","","","30051","1300510014",""
"2","1000001","","","0","-605","-95","0","30052","1300520001",""
"6","1000001","0","0","1","1","1","1","30052","1300520002",""
"2","300514","","","0","-605","-105","0","30052","1300520003",""
"6","300514","0","0","1","1","1","1","30052","1300520004",""
"31","300502","","1","-60","300502","370","1","30052","1300520005",""
"91","0","","","","","","","30052","1300520006",""
"23","se_travel_top","","","","se_travel_top_disguise_foot1","0","","30052","1300520007",""
"3","1000001","","0","","travel_topdrama_r_3005_walk","1","","30052","1300520008",""
"2","1000001","","","3","-180","-95","0","30052","1300520009",""
"3","300514","","0.2","","walk","1","","30052","1300520010",""
"2","300514","","","3","-180","-95","0","30052","1300520011",""
"91","1300520009","","","","","","","30052","1300520012",""
"23","se_travel_top","","","","se_travel_top_disguise_notice","0","","30052","1300520013",""
"12","300513","120","-20","0","10","0","0","30052","1300520014","0"
"3","1000001","","0","","travel_topdrama_r_3005_suprise","0","","30052","1300520015",""
"3","300514","","0.2","","suprise","0","","30052","1300520016",""
"91","0","","","","0","","","30052","1300520017",""
"23","se_travel_top","","","","se_travel_top_disguise_foot2","0","","30052","1300520018",""
"23","se_travel_top","","","","se_travel_top_disguise_sweat","0","","30052","1300520019",""
"3","1000001","","0","","travel_topdrama_r_3005_run","1","","30052","1300520020",""
"2","1000001","","","2","230","-95","0","30052","1300520021",""
"3","300514","","0.2","","run","1","","30052","1300520022",""
"2","300514","","","2","230","-105","0","30052","1300520023",""
"31","300500","","1","-95","300500","-180","0.5","30052","1300520024",""
"33","300500","","","2","230","-95","0","30052","1300520025",""
"31","300501","","1","25","300501","-230","0.5","30052","1300520026",""
"33","300501","","","2","180","25","0","30052","1300520027",""
"121","-300","","easeInOutCubic","1","0","1","3","30052","1300520028",""
"93","0.5","","","","0","","","30052","1300520029",""
"4","300513","","","","1","","","30052","1300520030",""
"93","1","","","","0","","","30052","1300520031",""
"23","se_travel_top","","","","se_travel_top_disguise_question","0","","30052","1300520032",""
"3","300513","0.1","0.2","idle","question","0","1","30052","1300520033",""
"12","300513","130","20","0","5","0","0","30052","1300520034","0"
"93","0.5","","","","0","","","30052","1300520035",""
"32","300500","","","","0","","","30052","1300520036",""
"32","300501","","","","0","","","30052","1300520037",""
"23","se_travel_top","","","","se_travel_top_disguise_jump","0","","30052","1300520038",""
"3","1000001","","0","","travel_topdrama_r_3005_jump","0","","30052","1300520039",""
"3","300514","","0.2","","jump","0","","30052","1300520040",""
"12","1000001","20","0","0","7","0.01","0","30052","1300520041","0"
"93","1","","","","0","","","30052","1300520042",""
"111","","","","","","","","30052","1300520043",""
"91","0","","","","","","","30052","1300520044",""
"1","1","0","0.73","0","1000001","55","-35","30061","1300610001","travel_topdrama_r_3000_empty"
"6","1000001","0","0","1","1","1","0","30061","1300610002",""
"5","14","0","0.73","0","300614","56","-35","30061","1300610003","empty"
"6","300614","0","0","1","1","1","0","30061","1300610004",""
