f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","30022","13","travel_topdrama_r_3002_03_A","","3","1300220034","0","",""
"","","30022","1000001","travel_topdrama_r_3001_1_03_B","","3","1300220035","0","",""
"","","30022","12","travel_topdrama_r_3001_1_03_B","1","3","1300220036","0","travel_topdrama_r_3001_1_03_B_loop","0.2"
"","","30022","0.8","0","","93","1300220037","","",""
"","","30022","300206","0","","32","1300220038","","",""
"","","30022","","","","111","1300220039","","",""
"","","30022","0","","","91","1300220040","","",""
"0","travel_topdrama_r_3001_idle_B","30031","1","1000001","-75.6","1","1300310001","51","-17.5","0.8"
"0","travel_topdrama_r_3001_idle_B","30031","1","12","-75.6","5","1300310002","50","-17.5","0.8"
"0","travel_topdrama_r_3001_idle_A","30031","1","1000002","-56.1","1","1300310003","49","31.4","0.8"
"0","travel_topdrama_r_3001_idle_A","30031","1","11","-56.1","5","1300310004","48","31.4","0.8"
"0","travel_topdrama_r_3001_none","30031","4","15","-20","5","1300310005","52","-170","0.85"
"","normal","30031","0","0","-88","5","1300310006","110","0","1"
"","","30031","300301","300301","0.5","31","1300310007","-30.3","-43.7","1"
"","","30031","300303","300303","1","31","1300310008","260","-110","1"
"","","30031","300311","300311","1","31","1300310009","215","-127","1"
"","","30031","0","0","","91","1300310010","","",""
"0","","30031","1000001","travel_topdrama_r_3001_idle_B","","3","1300310011","0","","0"
"0","","30031","12","travel_topdrama_r_3001_idle_B","","3","1300310012","0","","0"
"0","","30031","1000002","travel_topdrama_r_3001_idle_A","","3","1300310013","0","","0"
"0","","30031","11","travel_topdrama_r_3001_idle_A","","3","1300310014","0","","0"
"","","30031","1.7","0","","93","1300310015","","",""
"","","30031","1300310011","0","","101","1300310016","","",""
"","","30031","0","none","","3","1300310017","0","","0"
"","","30031","0","0","","91","1300310018","","",""
"","","30032","300306","300306","1","31","1300320001","260","-110","0"
"","","30032","300308","300308","1","31","1300320002","260","-110","0"
"","","30032","300300","300300","0.4","31","1300320003","17.3","92.6","0"
"","","30032","300304","300304","0.4","31","1300320004","0","92.6","0"
"","","30032","0","","","91","1300320005","","",""
"","","30032","1000002","travel_topdrama_r_3001_idle_A","","3","1300320006","1","","0.5"
"","","30032","11","travel_topdrama_r_3001_idle_A","","3","1300320007","1","","0.5"
"","","30032","1000001","travel_topdrama_r_3001_idle_B","","3","1300320008","1","","0.5"
"","","30032","12","travel_topdrama_r_3001_idle_B","","3","1300320009","1","","0.5"
"","","30032","0.2","0","","93","1300320010","","",""
"","","30032","300300","1","","32","1300320011","","",""
"","","30032","2","0","","93","1300320012","","",""
"","","30032","300303","0","","32","1300320013","","",""
"","","30032","300308","1","","32","1300320014","","",""
"","","30032","300306","1","","32","1300320015","","",""
"","","30032","se_travel_top","se_travel_top_fishing_hit","","23","1300320016","0","",""
"","","30032","1000002","travel_topdrama_r_3001_1_01_A","","3","1300320017","0","","0"
"","","30032","11","travel_topdrama_r_3001_1_01_A","","3","1300320018","0","","0"
"","","30032","1000001","travel_topdrama_r_3001_1_01_B","","3","1300320019","0","","0.5"
"","","30032","12","travel_topdrama_r_3001_1_01_B","","3","1300320020","0","","0.5"
"","","30032","0","","","91","1300320021","","",""
"","","30032","300308","0","","32","1300320022","","",""
"","","30032","1000002","travel_topdrama_r_3001_1_02_A","","3","1300320023","0","","0"
"","","30032","11","travel_topdrama_r_3001_1_02_A","","3","1300320024","0","","0"
"","","30032","1000001","travel_topdrama_r_3001_1_02_B","","3","1300320025","0","","0.2"
"","","30032","12","travel_topdrama_r_3001_1_02_B","","3","1300320026","0","","0.2"
"","","30032","1","0","","93","1300320027","","",""
"","","30032","300300","0","","32","1300320028","","",""
"","","30032","0","","","91","1300320029","","",""
"","","30032","300305","300305","0.5","31","1300320030","-30.3","-43.7","1"
"","","30032","300314","300314","0.5","31","1300320031","27","86","1"
"","","30032","300313","300313","1","31","1300320032","260","-100","1"
"","","30032","se_travel_top","se_travel_top_fishing_question","","23","1300320033","0","",""
"","","30032","se_travel_top","se_travel_top_fishing_pull","","23","1300320034","0","",""
"","","30032","0.01","0","","93","1300320035","","",""
"","","30032","300301","0","","32","1300320036","","",""
"","","30032","1000002","travel_topdrama_r_3001_3_01_A","","3","1300320037","0","","0"
"","","30032","11","travel_topdrama_r_3001_3_01_A","","3","1300320038","0","","0"
"","","30032","1000001","travel_topdrama_r_3001_3_01_B","","3","1300320039","0","","0.2"
"","","30032","12","travel_topdrama_r_3001_3_01_B","","3","1300320040","0","","0.2"
"","","30032","0","","","91","1300320041","","",""
"","","30032","1000002","travel_topdrama_r_3001_3_02_A","","3","1300320042","0","","0"
"","","30032","11","travel_topdrama_r_3001_3_02_A","","3","1300320043","0","","0"
"","","30032","1000001","travel_topdrama_r_3001_3_02_B","","3","1300320044","0","","0"
"","","30032","12","travel_topdrama_r_3001_3_02_B","","3","1300320045","0","","0"
"","","30032","0","","","91","1300320046","","",""
"","","30032","300313","0","","32","1300320047","","",""
"","","30032","300315","300315","1","31","1300320048","100","0","1"
"","","30032","300312","300312","2","31","1300320049","318","-153","1"
"","","30032","300302","300302","0.6","31","1300320050","-61","75","1"
"","","30032","300317","300317","0.7","31","1300320051","214","-88","1"
"","","30032","30","30","","122","1300320052","1","",""
"","","30032","se_travel_top","se_travel_top_fishing_appear_nepterion","","23","1300320053","0","",""
"","","30032","15","travel_topdrama_r_3001_3_03","","3","1300320054","0","","0"
"","","30032","1000002","travel_topdrama_r_3001_3_03_A","","3","1300320055","0","","0"
"","","30032","11","travel_topdrama_r_3001_3_03_A","","3","1300320056","0","","0"
"","","30032","1000001","travel_topdrama_r_3001_3_03_B","","3","1300320057","0","","0"
"","","30032","12","travel_topdrama_r_3001_3_03_B","","3","1300320058","0","","0"
"","","30032","2.3","0","","93","1300320059","","",""
"","","30032","","","","111","1300320060","","",""
"","","30032","0","","","91","1300320061","","",""
"0","travel_topdrama_b_3000_empty","30041","2","1000001","-70","1","1300410001","53","0","0.5"
"0","scare_loop","30041","11","300411","-70","5","1300410002","51","0","0.35"
"1","empty","30041","12","300412","-70","5","1300410003","52","-270","0.425"
"0","rare","30041","0","0","-94","5","1300410004","110","-3","1"
"","","30041","0","0","","91","1300410005","","",""
"","","30041","300412","empty","","3","1300410006","1","","0.2"
"","","30041","0","0","","91","1300410007","","",""
"","","30041","1300410005","","","101","1300410008","","",""
"0.2","","30041","300412","idle_fadeIN","1","3","1300410009","1","idle","0.2"
"","","30041","0","none","","3","1300410010","0","",""
"","","30041","0","","","91","1300410011","","",""
"","","30042","se_travel_top","se_travel_top_noble_creature","","23","1300420001","0","",""
"","","30042","1000001","-920","0","2","1300420002","-70","0",""
"0.1","","30042","300412","attack","1","3","1300420003","0","idle","0.2"
"","","30042","0.66","0","","93","1300420004","","",""
"","","30042","se_travel_top","se_travel_top_noble_creature_axe","","23","1300420005","0","",""
"","","30042","0.09","0","","93","1300420006","","",""
"0.2","","30042","300411","backward","1","3","1300420007","0","scare_loop","0"
"","","30042","300411","100","2","2","1300420008","-70","0.3",""
"","","30042","1","0","","93","1300420009","","",""
"","","30042","300412","walk","","3","1300420010","1","","0.2"
"","","30042","300412","-100","0","2","1300420011","-70","2",""
"","","30042","1300420008","","","91","1300420012","","",""
"","","30042","300401","300401","0.5","31","1300420013","100","70","1"
"","","30042","0.1","0","","93","1300420014","","",""
"","","30042","se_travel_top","se_travel_top_noble_emote_sweat","","23","1300420015","0","",""
"","","30042","0.4","0","","93","1300420016","","",""
"","","30042","1000001","<weapon>_run","0","3","1300420017","1","","0.2"
"","","30042","1000001","-300","0","2","1300420018","-70","1.75",""
"","","30042","300400","300400","0.5","31","1300420019","-920","-70","1"
"","","30042","300400","-300","0","33","1300420020","-70","1.75",""
"","","30042","0","12","","122","1300420021","0.15","",""
"","","30042","0.65","0","","93","1300420022","","",""
"","","30042","se_travel_top","se_travel_top_noble_foot","","23","1300420023","0","",""
"","","30042","0.15","0","","93","1300420024","","",""
"","","30042","0","12","","122","1300420025","0.15","",""
"","","30042","0.2","0","","93","1300420026","","",""
"110","0","30042","1000001","4","0","12","1300420027","0.5","0","10"
"","","30042","0.25","0","","93","1300420028","","",""
"","","30042","se_travel_top","se_travel_top_noble_emote_notice","","23","1300420029","0","",""
"","","30042","1300420011","","","91","1300420030","","",""
"","","30042","300412","idle","1","3","1300420031","1","","0.1"
"","","30042","0","12","","122","1300420032","0","",""
"","","30042","1300420018","","","91","1300420033","","",""
"","","30042","1000001","<weapon>_idle","0","3","1300420034","1","","0"
"","","30042","300400","0","","32","1300420035","","",""
"","","30042","300412","0","","4","1300420036","","",""
"","","30042","0.5","","","93","1300420037","","",""
"0","","30042","1000001","<weapon>_attack_skipQuest","1","3","1300420038","0","<weapon>_idle","0"
"","","30042","0.25","0","","93","1300420039","","",""
"","","30042","300402","300402","0.75","31","1300420040","-100","-20","1"
"","","30042","300412","die","","3","1300420041","0","","0"
"","","30042","se_travel_top","se_travel_top_noble_attack","","23","1300420042","0","",""
"","","30042","0.6","0","","93","1300420043","","",""
"","","30042","se_travel_top","se_travel_top_noble_creature_fadeout","","23","1300420044","0","",""
"","","30042","0.5","0","","93","1300420045","","",""
"","","30042","0","12","","122","1300420046","0.15","",""
"","","30042","1300420041","","","91","1300420047","","",""
"","","30042","300412","1","0","6","1300420048","1","1","0.5"
"0.1","","30042","300411","walk_idle","1","3","1300420049","0","idle","0.2"
"","","30042","300401","0","","32","1300420050","","",""
"","","30042","300411","0","0","2","1300420051","-70","1",""
"","","30042","0","0","","91","1300420052","","",""
"","","30042","300403","300403","0.3","31","1300420053","-160","-13","1"
"","","30042","se_travel_top","se_travel_top_noble_appear_goldenbox","","23","1300420054","0","",""
"","","30042","0.33","0","","93","1300420055","","",""
"","","30042","1000001","<weapon>_joy_short","","3","1300420056","0","","0"
"","","30042","0.13","0","","93","1300420057","","",""
"","","30042","se_travel_top","se_travel_top_noble_drop_goldenbox","","23","1300420058","0","",""
"","","30042","1300420056","","","91","1300420059","","",""
"","","30042","","","","111","1300420060","","",""
"","","30042","0","","","91","1300420061","","",""
"0","travel_topdrama_r_3000_empty","30051","1","1000001","-35","1","1300510001","55","0","0.73"
"0","","30051","1000001","1","0","6","1300510002","1","1","0"
"0","empty","30051","14","300514","-35","5","1300510003","56","0","0.73"
"0","","30051","300514","1","0","6","1300510004","1","1","0"
"0","idle","30051","13","300513","-70","5","1300510005","51","-30","0.425"
"0","travel_topdrama_r_3005_idle","30051","15","300515","-65","5","1300510006","50","75","1"
"0","normal","30051","0","0","-78","5","1300510007","110","16","1"
"","","30051","300513","idle","","3","1300510008","1","","0.2"
"","","30051","0","0","","91","1300510009","","",""
"","","30051","300515","travel_topdrama_r_3005_idle","","3","1300510010","0","","0.2"
"","","30051","0","0","","91","1300510011","","",""
"","","30051","1300510009","","","101","1300510012","","",""
"","","30051","0","none","","3","1300510013","0","",""
"","","30051","0","","","91","1300510014","","",""
"","","30052","1000001","-605","0","2","1300520001","-95","0",""
"0","","30052","1000001","1","1","6","1300520002","1","1","0"
"","","30052","300514","-605","0","2","1300520003","-105","0",""
"0","","30052","300514","1","1","6","1300520004","1","1","0"
"","","30052","300502","300502","1","31","1300520005","370","-60","1"
"","","30052","0","","","91","1300520006","","",""
"","","30052","se_travel_top","se_travel_top_disguise_foot1","","23","1300520007","0","",""
"","","30052","1000001","travel_topdrama_r_3005_walk","","3","1300520008","1","","0"
"","","30052","1000001","-180","0","2","1300520009","-95","3",""
"","","30052","300514","walk","","3","1300520010","1","","0.2"
"","","30052","300514","-180","0","2","1300520011","-95","3",""
"","","30052","1300520009","","","91","1300520012","","",""
"","","30052","se_travel_top","se_travel_top_disguise_notice","","23","1300520013","0","",""
"120","0","30052","300513","10","0","12","1300520014","0","0","-20"
"","","30052","1000001","travel_topdrama_r_3005_suprise","","3","1300520015","0","","0"
"","","30052","300514","suprise","","3","1300520016","0","","0.2"
"","","30052","0","0","","91","1300520017","","",""
"","","30052","se_travel_top","se_travel_top_disguise_foot2","","23","1300520018","0","",""
"","","30052","se_travel_top","se_travel_top_disguise_sweat","","23","1300520019","0","",""
"","","30052","1000001","travel_topdrama_r_3005_run","","3","1300520020","1","","0"
"","","30052","1000001","230","0","2","1300520021","-95","2",""
"","","30052","300514","run","","3","1300520022","1","","0.2"
"","","30052","300514","230","0","2","1300520023","-105","2",""
"","","30052","300500","300500","0.5","31","1300520024","-180","-95","1"
"","","30052","300500","230","0","33","1300520025","-95","2",""
"","","30052","300501","300501","0.5","31","1300520026","-230","25","1"
"","","30052","300501","180","0","33","1300520027","25","2",""
"","","30052","-300","0","3","121","1300520028","1","1","easeInOutCubic"
"","","30052","0.5","0","","93","1300520029","","",""
"","","30052","300513","1","","4","1300520030","","",""
"","","30052","1","0","","93","1300520031","","",""
"","","30052","se_travel_top","se_travel_top_disguise_question","","23","1300520032","0","",""
"0.1","","30052","300513","question","1","3","1300520033","0","idle","0.2"
"130","0","30052","300513","5","0","12","1300520034","0","0","20"
"","","30052","0.5","0","","93","1300520035","","",""
"","","30052","300500","0","","32","1300520036","","",""
"","","30052","300501","0","","32","1300520037","","",""
"","","30052","se_travel_top","se_travel_top_disguise_jump","","23","1300520038","0","",""
"","","30052","1000001","travel_topdrama_r_3005_jump","","3","1300520039","0","","0"
"","","30052","300514","jump","","3","1300520040","0","","0.2"
"20","0","30052","1000001","7","0","12","1300520041","0.01","0","0"
"","","30052","1","0","","93","1300520042","","",""
"","","30052","","","","111","1300520043","","",""
"","","30052","0","","","91","1300520044","","",""
"0","travel_topdrama_r_3000_empty","30061","1","1000001","-35","1","1300610001","55","0","0.73"
"0","","30061","1000001","1","0","6","1300610002","1","1","0"
