268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997,682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce
"","300302","30032","1","31","75","0.6","300302","","-61","1300320050"
"","300317","30032","1","31","-88","0.7","300317","","214","1300320051"
"","30","30032","","122","","","30","","1","1300320052"
"","se_travel_top_fishing_appear_nepterion","30032","","23","","","se_travel_top","","0","1300320053"
"","travel_topdrama_r_3001_3_03","30032","0","3","","","15","","0","1300320054"
"","travel_topdrama_r_3001_3_03_A","30032","0","3","","","1000002","","0","1300320055"
"","travel_topdrama_r_3001_3_03_A","30032","0","3","","","11","","0","1300320056"
"","travel_topdrama_r_3001_3_03_B","30032","0","3","","","1000001","","0","1300320057"
"","travel_topdrama_r_3001_3_03_B","30032","0","3","","","12","","0","1300320058"
"","0","30032","","93","","","2.3","","","1300320059"
"","","30032","","111","","","","","","1300320060"
"","","30032","","91","","","0","","","1300320061"
"0","1000001","30041","0.5","1","0","-70","2","travel_topdrama_b_3000_empty","53","1300410001"
"0","300411","30041","0.35","5","0","-70","11","scare_loop","51","1300410002"
"1","300412","30041","0.425","5","-270","-70","12","empty","52","1300410003"
"0","0","30041","1","5","-3","-94","0","rare","110","1300410004"
"","0","30041","","91","","","0","","","1300410005"
"","empty","30041","0.2","3","","","300412","","1","1300410006"
"","0","30041","","91","","","0","","","1300410007"
"","","30041","","101","","","1300410005","","","1300410008"
"0.2","idle_fadeIN","30041","0.2","3","idle","1","300412","","1","1300410009"
"","none","30041","","3","","","0","","0","1300410010"
"","","30041","","91","","","0","","","1300410011"
"","se_travel_top_noble_creature","30042","","23","","","se_travel_top","","0","1300420001"
"","-920","30042","","2","0","0","1000001","","-70","1300420002"
"0.1","attack","30042","0.2","3","idle","1","300412","","0","1300420003"
"","0","30042","","93","","","0.66","","","1300420004"
"","se_travel_top_noble_creature_axe","30042","","23","","","se_travel_top","","0","1300420005"
"","0","30042","","93","","","0.09","","","1300420006"
"0.2","backward","30042","0","3","scare_loop","1","300411","","0","1300420007"
"","100","30042","","2","0.3","2","300411","","-70","1300420008"
"","0","30042","","93","","","1","","","1300420009"
"","walk","30042","0.2","3","","","300412","","1","1300420010"
"","-100","30042","","2","2","0","300412","","-70","1300420011"
"","","30042","","91","","","1300420008","","","1300420012"
"","300401","30042","1","31","70","0.5","300401","","100","1300420013"
"","0","30042","","93","","","0.1","","","1300420014"
"","se_travel_top_noble_emote_sweat","30042","","23","","","se_travel_top","","0","1300420015"
"","0","30042","","93","","","0.4","","","1300420016"
"","<weapon>_run","30042","0.2","3","","0","1000001","","1","1300420017"
"","-300","30042","","2","1.75","0","1000001","","-70","1300420018"
"","300400","30042","1","31","-70","0.5","300400","","-920","1300420019"
"","-300","30042","","33","1.75","0","300400","","-70","1300420020"
"","12","30042","","122","","","0","","0.15","1300420021"
"","0","30042","","93","","","0.65","","","1300420022"
"","se_travel_top_noble_foot","30042","","23","","","se_travel_top","","0","1300420023"
"","0","30042","","93","","","0.15","","","1300420024"
"","12","30042","","122","","","0","","0.15","1300420025"
"","0","30042","","93","","","0.2","","","1300420026"
"110","4","30042","10","12","0","0","1000001","0","0.5","1300420027"
"","0","30042","","93","","","0.25","","","1300420028"
"","se_travel_top_noble_emote_notice","30042","","23","","","se_travel_top","","0","1300420029"
"","","30042","","91","","","1300420011","","","1300420030"
"","idle","30042","0.1","3","","1","300412","","1","1300420031"
"","12","30042","","122","","","0","","0","1300420032"
"","","30042","","91","","","1300420018","","","1300420033"
"","<weapon>_idle","30042","0","3","","0","1000001","","1","1300420034"
"","0","30042","","32","","","300400","","","1300420035"
"","0","30042","","4","","","300412","","","1300420036"
"","","30042","","93","","","0.5","","","1300420037"
"0","<weapon>_attack_skipQuest","30042","0","3","<weapon>_idle","1","1000001","","0","1300420038"
"","0","30042","","93","","","0.25","","","1300420039"
"","300402","30042","1","31","-20","0.75","300402","","-100","1300420040"
"","die","30042","0","3","","","300412","","0","1300420041"
"","se_travel_top_noble_attack","30042","","23","","","se_travel_top","","0","1300420042"
"","0","30042","","93","","","0.6","","","1300420043"
"","se_travel_top_noble_creature_fadeout","30042","","23","","","se_travel_top","","0","1300420044"
"","0","30042","","93","","","0.5","","","1300420045"
"","12","30042","","122","","","0","","0.15","1300420046"
"","","30042","","91","","","1300420041","","","1300420047"
"","1","30042","0.5","6","1","0","300412","","1","1300420048"
"0.1","walk_idle","30042","0.2","3","idle","1","300411","","0","1300420049"
"","0","30042","","32","","","300401","","","1300420050"
"","0","30042","","2","1","0","300411","","-70","1300420051"
"","0","30042","","91","","","0","","","1300420052"
"","300403","30042","1","31","-13","0.3","300403","","-160","1300420053"
"","se_travel_top_noble_appear_goldenbox","30042","","23","","","se_travel_top","","0","1300420054"
"","0","30042","","93","","","0.33","","","1300420055"
"","<weapon>_joy_short","30042","0","3","","","1000001","","0","1300420056"
"","0","30042","","93","","","0.13","","","1300420057"
"","se_travel_top_noble_drop_goldenbox","30042","","23","","","se_travel_top","","0","1300420058"
"","","30042","","91","","","1300420056","","","1300420059"
"","","30042","","111","","","","","","1300420060"
"","","30042","","91","","","0","","","1300420061"
"0","1000001","30051","0.73","1","0","-35","1","travel_topdrama_r_3000_empty","55","1300510001"
"0","1","30051","0","6","1","0","1000001","","1","1300510002"
"0","300514","30051","0.73","5","0","-35","14","empty","56","1300510003"
"0","1","30051","0","6","1","0","300514","","1","1300510004"
"0","300513","30051","0.425","5","-30","-70","13","idle","51","1300510005"
"0","300515","30051","1","5","75","-65","15","travel_topdrama_r_3005_idle","50","1300510006"
"0","0","30051","1","5","16","-78","0","normal","110","1300510007"
"","idle","30051","0.2","3","","","300513","","1","1300510008"
"","0","30051","","91","","","0","","","1300510009"
"","travel_topdrama_r_3005_idle","30051","0.2","3","","","300515","","0","1300510010"
"","0","30051","","91","","","0","","","1300510011"
"","","30051","","101","","","1300510009","","","1300510012"
"","none","30051","","3","","","0","","0","1300510013"
"","","30051","","91","","","0","","","1300510014"
"","-605","30052","","2","0","0","1000001","","-95","1300520001"
"0","1","30052","0","6","1","1","1000001","","1","1300520002"
"","-605","30052","","2","0","0","300514","","-105","1300520003"
"0","1","30052","0","6","1","1","300514","","1","1300520004"
"","300502","30052","1","31","-60","1","300502","","370","1300520005"
"","","30052","","91","","","0","","","1300520006"
"","se_travel_top_disguise_foot1","30052","","23","","","se_travel_top","","0","1300520007"
"","travel_topdrama_r_3005_walk","30052","0","3","","","1000001","","1","1300520008"
"","-180","30052","","2","3","0","1000001","","-95","1300520009"
"","walk","30052","0.2","3","","","300514","","1","1300520010"
"","-180","30052","","2","3","0","300514","","-95","1300520011"
"","","30052","","91","","","1300520009","","","1300520012"
"","se_travel_top_disguise_notice","30052","","23","","","se_travel_top","","0","1300520013"
"120","10","30052","-20","12","0","0","300513","0","0","1300520014"
"","travel_topdrama_r_3005_suprise","30052","0","3","","","1000001","","0","1300520015"
"","suprise","30052","0.2","3","","","300514","","0","1300520016"
"","0","30052","","91","","","0","","","1300520017"
"","se_travel_top_disguise_foot2","30052","","23","","","se_travel_top","","0","1300520018"
"","se_travel_top_disguise_sweat","30052","","23","","","se_travel_top","","0","1300520019"
"","travel_topdrama_r_3005_run","30052","0","3","","","1000001","","1","1300520020"
"","230","30052","","2","2","0","1000001","","-95","1300520021"
"","run","30052","0.2","3","","","300514","","1","1300520022"
"","230","30052","","2","2","0","300514","","-105","1300520023"
"","300500","30052","1","31","-95","0.5","300500","","-180","1300520024"
"","230","30052","","33","2","0","300500","","-95","1300520025"
"","300501","30052","1","31","25","0.5","300501","","-230","1300520026"
"","180","30052","","33","2","0","300501","","25","1300520027"
"","0","30052","easeInOutCubic","121","1","3","-300","","1","1300520028"
"","0","30052","","93","","","0.5","","","1300520029"
"","1","30052","","4","","","300513","","","1300520030"
"","0","30052","","93","","","1","","","1300520031"
"","se_travel_top_disguise_question","30052","","23","","","se_travel_top","","0","1300520032"
"0.1","question","30052","0.2","3","idle","1","300513","","0","1300520033"
"130","5","30052","20","12","0","0","300513","0","0","1300520034"
"","0","30052","","93","","","0.5","","","1300520035"
"","0","30052","","32","","","300500","","","1300520036"
"","0","30052","","32","","","300501","","","1300520037"
"","se_travel_top_disguise_jump","30052","","23","","","se_travel_top","","0","1300520038"
"","travel_topdrama_r_3005_jump","30052","0","3","","","1000001","","0","1300520039"
"","jump","30052","0.2","3","","","300514","","0","1300520040"
"20","7","30052","0","12","0","0","1000001","0","0.01","1300520041"
"","0","30052","","93","","","1","","","1300520042"
"","","30052","","111","","","","","","1300520043"
"","","30052","","91","","","0","","","1300520044"
"0","1000001","30061","0.73","1","0","-35","1","travel_topdrama_r_3000_empty","55","1300610001"
"0","1","30061","0","6","1","0","1000001","","1","1300610002"
"0","300614","30061","0.73","5","0","-35","14","empty","56","1300610003"
"0","1","30061","0","6","1","0","300614","","1","1300610004"
"0","300613","30061","0.425","5","-30","-70","13","idle","51","1300610005"
"0","300615","30061","1","5","75","-65","15","travel_topdrama_r_3005_idle","50","1300610006"
"0","0","30061","1","5","16","-78","0","normal","110","1300610007"
"","idle","30061","0.2","3","","","300613","","1","1300610008"
"","0","30061","","91","","","0","","","1300610009"
"","travel_topdrama_r_3005_idle","30061","0.2","3","","","300615","","0","1300610010"
"","0","30061","","91","","","0","","","1300610011"
"","","30061","","101","","","1300610009","","","1300610012"
"","none","30061","","3","","","0","","0","1300610013"
"","","30061","","91","","","0","","","1300610014"
"","-605","30062","","2","0","0","1000001","","-95","1300620001"
"0","1","30062","0","6","1","1","1000001","","1","1300620002"
"","-605","30062","","2","0","0","300614","","-105","1300620003"
"0","1","30062","0","6","1","1","300614","","1","1300620004"
"","300503","30062","1","31","-60","1","300602","","370","1300620005"
"","","30062","","91","","","0","","","1300620006"
"","se_travel_top_disguise_foot1","30062","","23","","","se_travel_top","","0","1300620007"
"","travel_topdrama_r_3005_walk","30062","0","3","","","1000001","","1","1300620008"
"","-180","30062","","2","3","0","1000001","","-95","1300620009"
"","walk","30062","0.2","3","","","300614","","1","1300620010"
"","-180","30062","","2","3","0","300614","","-95","1300620011"
"","","30062","","91","","","1300620009","","","1300620012"
"","se_travel_top_disguise_notice","30062","","23","","","se_travel_top","","0","1300620013"
"120","10","30062","-20","12","0","0","300613","0","0","1300620014"
"","travel_topdrama_r_3005_suprise","30062","0","3","","","1000001","","0","1300620015"
"","suprise","30062","0.2","3","","","300614","","0","1300620016"
"","0","30062","","91","","","0","","","1300620017"
"","se_travel_top_disguise_foot2","30062","","23","","","se_travel_top","","0","1300620018"
"","se_travel_top_disguise_sweat","30062","","23","","","se_travel_top","","0","1300620019"
"","travel_topdrama_r_3005_run","30062","0","3","","","1000001","","1","1300620020"
"","230","30062","","2","2","0","1000001","","-95","1300620021"
"","run","30062","0.2","3","","","300614","","1","1300620022"
"","230","30062","","2","2","0","300614","","-105","1300620023"
"","300600","30062","1","31","-95","0.5","300600","","-180","1300620024"
"","230","30062","","33","2","0","300600","","-95","1300620025"
"","300601","30062","1","31","25","0.5","300601","","-230","1300620026"
"","180","30062","","33","2","0","300601","","25","1300620027"
"","0","30062","easeInOutCubic","121","1","3","-300","","1","1300620028"
"","0","30062","","93","","","0.5","","","1300620029"
"","1","30062","","4","","","300613","","","1300620030"
"","0","30062","","93","","","1","","","1300620031"
"","se_travel_top_disguise_question","30062","","23","","","se_travel_top","","0","1300620032"
"0.1","question","30062","0.2","3","idle","1","300613","","0","1300620033"
"130","5","30062","20","12","0","0","300613","0","0","1300620034"
"","0","30062","","93","","","0.5","","","1300620035"
"","0","30062","","32","","","300600","","","1300620036"
"","0","30062","","32","","","300601","","","1300620037"
"","se_travel_top_disguise_jump","30062","","23","","","se_travel_top","","0","1300620038"
"","travel_topdrama_r_3005_jump","30062","0","3","","","1000001","","0","1300620039"
"","jump","30062","0.2","3","","","300614","","0","1300620040"
"20","7","30062","0","12","0","0","1000001","0","0.01","1300620041"
"","0","30062","","93","","","1","","","1300620042"
"","","30062","","111","","","","","","1300620043"
"","","30062","","91","","","0","","","1300620044"
"0","1000001","30071","0.8","1","-70","-50","1","travel_topdrama_r_3007_idle_A","50","1300710001"
"1","1000002","30071","0.8","1","85","-50","1","travel_topdrama_r_3007_idle_B","51","1300710002"
"0","1000003","30071","0.8","1","-135","-75","1","travel_topdrama_r_3007_idle_C","52","1300710003"
"1","1000004","30071","0.8","1","140","-75","1","travel_topdrama_r_3007_idle_D","53","1300710004"
"0","300715","30071","1","5","0","-50","15","travel_topdrama_r_3007_idleF","60","1300710005"
"0","300716","30071","1","5","0","-50","15","travel_topdrama_r_3007_idleB","54","1300710006"
"","300700","30071","1","31","-57","1","300700","","3","1300710007"
"0","0","30071","1","5","0","-87","0","normal","110","1300710008"
"","travel_topdrama_r_3007_idle_A","30071","0.2","3","","","1000001","","1","1300710009"
"","travel_topdrama_r_3007_idle_B","30071","0.2","3","","","1000002","","1","1300710010"
"","travel_topdrama_r_3007_idle_C","30071","0.2","3","","","1000003","","1","1300710011"
"","travel_topdrama_r_3007_idle_D","30071","0.2","3","","","1000004","","1","1300710012"
"","0","30071","","91","","","0","","","1300710013"
"","travel_topdrama_r_3007_idleF","30071","0.2","3","","","300715","","0","1300710014"
"","0","30071","","91","","","0","","","1300710015"
"","","30071","","101","","","1300710013","","","1300710016"
"","none","30071","","3","","","0","","0","1300710017"
"","","30071","","91","","","0","","","1300710018"
"","300701","30072","0","31","-50","1","300701","","3","1300720001"
"","","30072","","91","d","","0","","","1300720002"
"","se_travel_top_geyser_rumble","30072","","23","","","se_travel_top","","0","1300720003"
"","travel_topdrama_r_3007_geyserF","30072","0","3","","","300715","","0","1300720004"
"","travel_topdrama_r_3007_geyserB","30072","0","3","","","300716","","0","1300720005"
"","0","30072","","93","","","0.33","","","1300720006"
