1278a7e031dac2e8881d1622397247d81c384e0bf6b79b47fcbc00be3d559e21,948c73ed2855a7bb43fec245734ea2d840f676ae4fe6538fd693dbdcb5bf5966,61f1fa5436419bc3c450366ad1b1c7df29c6760d4475e5e819c39ec52c26d255,28ab1b82c485b42ef32466e7234cba7b0ed69c6ae71e455c9444a11c382b8d1d,d75cabcc234383a5b1957792c4e434581e1bfb528ed297cc8f46d0cbddfd3cca
"100","60392","2","81040002","10040056"
"30000","94002","12","81040002","10040057"
"100","60392","2","81040003","10040058"
"30000","94002","12","81040003","10040059"
"2","31028","2","81040004","10040060"
"30","91002","8","81040004","10040061"
"100","60392","2","81040005","10040062"
"30000","94002","12","81040005","10040063"
"100","60392","2","81040006","10040064"
"30000","94002","12","81040006","10040065"
"2","31028","2","81040007","10040066"
"30","91002","8","81040007","10040067"
"100","91002","8","81040008","10040068"
"5","60402","2","61041001","10041001"
"5","60402","2","61041002","10041002"
"30","91002","8","71041001","10041003"
"1","22002","2","71041001","10041004"
"30","91002","8","71041002","10041005"
"1","22002","2","71041002","10041006"
"30","91002","8","71041003","10041007"
"1","22002","2","71041003","10041008"
"30","91002","8","71041004","10041009"
"1","22002","2","71041004","10041010"
"30","91002","8","71041005","10041011"
"1","22002","2","71041005","10041012"
"30","91002","8","71041006","10041013"
"1","22002","2","71041006","10041014"
"30","91002","8","71041007","10041015"
"1","22002","2","71041007","10041016"
"30","91002","8","71041008","10041017"
"1","22002","2","71041008","10041018"
"30","91002","8","71041009","10041019"
"1","22002","2","71041009","10041020"
"30","91002","8","71041010","10041021"
"1","22002","2","71041010","10041022"
"30","91002","8","71041011","10041023"
"1","22002","2","71041011","10041024"
"30","91002","8","71041012","10041025"
"1","22002","2","71041012","10041026"
"30","91002","8","71041013","10041027"
"1","22002","2","71041013","10041028"
"30","91002","8","71041014","10041029"
"1","22002","2","71041014","10041030"
"30","91002","8","71041015","10041031"
"1","22002","2","71041015","10041032"
"60","91002","8","71041016","10041033"
"2","22002","2","71041016","10041034"
"60","91002","8","71041017","10041035"
"2","22002","2","71041017","10041036"
"60","91002","8","71041018","10041037"
"2","22002","2","71041018","10041038"
"60","91002","8","71041019","10041039"
"2","22002","2","71041019","10041040"
"60","91002","8","71041020","10041041"
"2","22002","2","71041020","10041042"
"50000","94002","12","71041021","10041043"
"100000","94002","12","71041022","10041044"
"150000","94002","12","71041023","10041045"
"200000","94002","12","71041024","10041046"
"50","91002","8","71041025","10041047"
"1","31053","2","71041026","10041048"
"1","31053","2","71041027","10041049"
"1","31053","2","71041028","10041050"
"1","31053","2","71041029","10041051"
"1","31053","2","71041030","10041052"
"4","31053","2","71041031","10041053"
"1","31053","2","81041001","10041054"
"25","91002","8","81041001","10041055"
"50","60402","2","81041002","10041056"
"30000","94002","12","81041002","10041057"
"50","60402","2","81041003","10041058"
"30000","94002","12","81041003","10041059"
"1","31053","2","81041004","10041060"
"25","91002","8","81041004","10041061"
"50","60402","2","81041005","10041062"
"30000","94002","12","81041005","10041063"
"50","60402","2","81041006","10041064"
"30000","94002","12","81041006","10041065"
"1","31053","2","81041007","10041066"
"25","91002","8","81041007","10041067"
"50","91002","8","81041008","10041068"
"5","60412","2","61042001","10042001"
"5","60412","2","61042002","10042002"
"30","91002","8","71042001","10042003"
"1","22002","2","71042001","10042004"
"30","91002","8","71042002","10042005"
"1","22002","2","71042002","10042006"
"30","91002","8","71042003","10042007"
"1","22002","2","71042003","10042008"
"30","91002","8","71042004","10042009"
"1","22002","2","71042004","10042010"
"30","91002","8","71042005","10042011"
"1","22002","2","71042005","10042012"
"30","91002","8","71042006","10042013"
"1","22002","2","71042006","10042014"
"30","91002","8","71042007","10042015"
"1","22002","2","71042007","10042016"
"30","91002","8","71042008","10042017"
"1","22002","2","71042008","10042018"
"30","91002","8","71042009","10042019"
"1","22002","2","71042009","10042020"
"30","91002","8","71042010","10042021"
"1","22002","2","71042010","10042022"
"30","91002","8","71042011","10042023"
"1","22002","2","71042011","10042024"
"30","91002","8","71042012","10042025"
"1","22002","2","71042012","10042026"
"30","91002","8","71042013","10042027"
"1","22002","2","71042013","10042028"
"30","91002","8","71042014","10042029"
"1","22002","2","71042014","10042030"
"30","91002","8","71042015","10042031"
"1","22002","2","71042015","10042032"
"60","91002","8","71042016","10042033"
"2","22002","2","71042016","10042034"
"60","91002","8","71042017","10042035"
"2","22002","2","71042017","10042036"
"60","91002","8","71042018","10042037"
"2","22002","2","71042018","10042038"
"60","91002","8","71042019","10042039"
"2","22002","2","71042019","10042040"
"60","91002","8","71042020","10042041"
"2","22002","2","71042020","10042042"
"50000","94002","12","71042021","10042043"
"100000","94002","12","71042022","10042044"
"150000","94002","12","71042023","10042045"
"200000","94002","12","71042024","10042046"
"50","91002","8","71042025","10042047"
"1","31130","2","71042026","10042048"
"1","31130","2","71042027","10042049"
"2","31130","2","71042028","10042050"
"2","31130","2","71042029","10042051"
"4","31130","2","71042030","10042052"
"1","113001","1","71042031","10042053"
"10","31130","2","71042032","10042054"
"100","60412","2","81042001","10042055"
"30000","94002","12","81042001","10042056"
"100","60412","2","81042002","10042057"
"30000","94002","12","81042002","10042058"
"2","31130","2","81042003","10042059"
"30","91002","8","81042003","10042060"
"2","31130","2","81042004","10042061"
"30","91002","8","81042004","10042062"
"100","60412","2","81042005","10042063"
"30000","94002","12","81042005","10042064"
"100","60412","2","81042006","10042065"
"30000","94002","12","81042006","10042066"
"2","31130","2","81042007","10042067"
"30","91002","8","81042007","10042068"
"100","91002","8","81042008","10042069"
"5","60422","2","61043001","10043001"
"5","60422","2","61043002","10043002"
"30","91002","8","71043001","10043003"
"1","22002","2","71043001","10043004"
"30","91002","8","71043002","10043005"
"1","22002","2","71043002","10043006"
"30","91002","8","71043003","10043007"
"1","22002","2","71043003","10043008"
"30","91002","8","71043004","10043009"
"1","22002","2","71043004","10043010"
"30","91002","8","71043005","10043011"
"1","22002","2","71043005","10043012"
"30","91002","8","71043006","10043013"
"1","22002","2","71043006","10043014"
"30","91002","8","71043007","10043015"
"1","22002","2","71043007","10043016"
"30","91002","8","71043008","10043017"
"1","22002","2","71043008","10043018"
"30","91002","8","71043009","10043019"
"1","22002","2","71043009","10043020"
"30","91002","8","71043010","10043021"
"1","22002","2","71043010","10043022"
"30","91002","8","71043011","10043023"
"1","22002","2","71043011","10043024"
"30","91002","8","71043012","10043025"
"1","22002","2","71043012","10043026"
"30","91002","8","71043013","10043027"
"1","22002","2","71043013","10043028"
"30","91002","8","71043014","10043029"
"1","22002","2","71043014","10043030"
"30","91002","8","71043015","10043031"
"1","22002","2","71043015","10043032"
"60","91002","8","71043016","10043033"
"2","22002","2","71043016","10043034"
"60","91002","8","71043017","10043035"
"2","22002","2","71043017","10043036"
"60","91002","8","71043018","10043037"
"2","22002","2","71043018","10043038"
"60","91002","8","71043019","10043039"
"2","22002","2","71043019","10043040"
"60","91002","8","71043020","10043041"
"2","22002","2","71043020","10043042"
"50000","94002","12","71043021","10043043"
"100000","94002","12","71043022","10043044"
"150000","94002","12","71043023","10043045"
"200000","94002","12","71043024","10043046"
"50","91002","8","71043025","10043047"
"1","31101","2","71043026","10043048"
"1","31101","2","71043027","10043049"
"1","31101","2","71043028","10043050"
"1","31101","2","71043029","10043051"
"1","31101","2","71043030","10043052"
"1","110101","1","71043031","10043053"
"4","31101","2","71043032","10043054"
"1","31101","2","81043001","10043055"
"25","91002","8","81043001","10043056"
"50","60422","2","81043002","10043057"
"30000","94002","12","81043002","10043058"
"50","60422","2","81043003","10043059"
"30000","94002","12","81043003","10043060"
"1","31101","2","81043004","10043061"
"25","91002","8","81043004","10043062"
"50","60422","2","81043005","10043063"
"30000","94002","12","81043005","10043064"
"50","60422","2","81043006","10043065"
"30000","94002","12","81043006","10043066"
"1","31101","2","81043007","10043067"
"25","91002","8","81043007","10043068"
"50","91002","8","81043008","10043069"
"5","60432","2","61044001","10044001"
"5","60432","2","61044002","10044002"
"30","91002","8","71044001","10044003"
"1","22002","2","71044001","10044004"
"30","91002","8","71044002","10044005"
"1","22002","2","71044002","10044006"
"30","91002","8","71044003","10044007"
"1","22002","2","71044003","10044008"
"30","91002","8","71044004","10044009"
"1","22002","2","71044004","10044010"
"30","91002","8","71044005","10044011"
"1","22002","2","71044005","10044012"
"30","91002","8","71044006","10044013"
"1","22002","2","71044006","10044014"
"30","91002","8","71044007","10044015"
"1","22002","2","71044007","10044016"
"30","91002","8","71044008","10044017"
"1","22002","2","71044008","10044018"
"30","91002","8","71044009","10044019"
"1","22002","2","71044009","10044020"
"30","91002","8","71044010","10044021"
"1","22002","2","71044010","10044022"
"30","91002","8","71044011","10044023"
"1","22002","2","71044011","10044024"
"30","91002","8","71044012","10044025"
"1","22002","2","71044012","10044026"
"30","91002","8","71044013","10044027"
"1","22002","2","71044013","10044028"
"30","91002","8","71044014","10044029"
"1","22002","2","71044014","10044030"
"30","91002","8","71044015","10044031"
"1","22002","2","71044015","10044032"
"60","91002","8","71044016","10044033"
"2","22002","2","71044016","10044034"
"60","91002","8","71044017","10044035"
"2","22002","2","71044017","10044036"
"60","91002","8","71044018","10044037"
"2","22002","2","71044018","10044038"
"60","91002","8","71044019","10044039"
"2","22002","2","71044019","10044040"
"60","91002","8","71044020","10044041"
"2","22002","2","71044020","10044042"
"50000","94002","12","71044021","10044043"
"100000","94002","12","71044022","10044044"
"150000","94002","12","71044023","10044045"
"200000","94002","12","71044024","10044046"
"50","91002","8","71044025","10044047"
"1","31132","2","71044026","10044048"
"1","31132","2","71044027","10044049"
"2","31132","2","71044028","10044050"
"2","31132","2","71044029","10044051"
"4","31132","2","71044030","10044052"
"1","113201","1","71044031","10044053"
"10","31132","2","71044032","10044054"
"65","60432","2","81044001","10044055"
"20000","94002","12","81044001","10044056"
"65","60432","2","81044002","10044057"
"20000","94002","12","81044002","10044058"
"2","31132","2","81044003","10044059"
"30","91002","8","81044003","10044060"
"65","60432","2","81044004","10044061"
"20000","94002","12","81044004","10044062"
"65","60432","2","81044005","10044063"
"20000","94002","12","81044005","10044064"
"2","31132","2","81044006","10044065"
"30","91002","8","81044006","10044066"
"70","60432","2","81044007","10044067"
"20000","94002","12","81044007","10044068"
"70","60432","2","81044008","10044069"
"20000","94002","12","81044008","10044070"
"2","31132","2","81044009","10044071"
"30","91002","8","81044009","10044072"
"100","91002","8","81044010","10044073"
"5","60442","2","61045001","10045001"
"5","60442","2","61045002","10045002"
"30","91002","8","71045001","10045003"
"1","22002","2","71045001","10045004"
"30","91002","8","71045002","10045005"
"1","22002","2","71045002","10045006"
"30","91002","8","71045003","10045007"
"1","22002","2","71045003","10045008"
"30","91002","8","71045004","10045009"
"1","22002","2","71045004","10045010"
"30","91002","8","71045005","10045011"
"1","22002","2","71045005","10045012"
"30","91002","8","71045006","10045013"
"1","22002","2","71045006","10045014"
"30","91002","8","71045007","10045015"
"1","22002","2","71045007","10045016"
"30","91002","8","71045008","10045017"
"1","22002","2","71045008","10045018"
"30","91002","8","71045009","10045019"
"1","22002","2","71045009","10045020"
"30","91002","8","71045010","10045021"
"1","22002","2","71045010","10045022"
"30","91002","8","71045011","10045023"
"1","22002","2","71045011","10045024"
"30","91002","8","71045012","10045025"
"1","22002","2","71045012","10045026"
"30","91002","8","71045013","10045027"
"1","22002","2","71045013","10045028"
"30","91002","8","71045014","10045029"
"1","22002","2","71045014","10045030"
"30","91002","8","71045015","10045031"
"1","22002","2","71045015","10045032"
"60","91002","8","71045016","10045033"
"2","22002","2","71045016","10045034"
"60","91002","8","71045017","10045035"
"2","22002","2","71045017","10045036"
"60","91002","8","71045018","10045037"
"2","22002","2","71045018","10045038"
"60","91002","8","71045019","10045039"
"2","22002","2","71045019","10045040"
"60","91002","8","71045020","10045041"
"2","22002","2","71045020","10045042"
"50000","94002","12","71045021","10045043"
"100000","94002","12","71045022","10045044"
"150000","94002","12","71045023","10045045"
"200000","94002","12","71045024","10045046"
"50","91002","8","71045025","10045047"
"1","31105","2","71045026","10045048"
"1","31105","2","71045027","10045049"
"1","31105","2","71045028","10045050"
"1","31105","2","71045029","10045051"
"1","31105","2","71045030","10045052"
"1","110501","1","71045031","10045053"
"4","31105","2","71045032","10045054"
"1","1704","7","71045033","10045055"
"1","1705","7","71045034","10045056"
