4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"501903","10010","5019","2775"
"501904","11012","5019","4100"
"501905","11012","5019","5000"
"501906","10009","5019","5700"
"501907","11012","5019","6800"
"501908","11012","5019","7700"
"501909","10015","5019","8250"
"502001","10015","5020","1150"
"502002","11012","5020","2500"
"502003","11012","5020","3350"
"502004","11012","5020","4200"
"502005","11012","5020","5100"
"502006","11012","5020","6100"
"502007","10009","5020","6800"
"502008","10010","5020","7375"
"502009","11012","5020","8700"
"502101","11012","5021","1550"
"502102","11012","5021","2450"
"502103","11012","5021","3400"
"502104","11012","5021","4250"
"502105","10010","5021","4775"
"502106","11012","5021","6050"
"502107","10015","5021","6550"
"502108","11012","5021","7900"
"502109","10009","5021","8550"
"502201","10007","5022","900"
"502202","10005","5022","1625"
"502203","10007","5022","2700"
"502204","10004","5022","4075"
"502205","10002","5022","4700"
"502206","10004","5022","5875"
"502207","10003","5022","6850"
"502208","10003","5022","7750"
"502209","11004","5022","8100"
"502301","10003","5023","1250"
"502302","11004","5023","1600"
"502303","10004","5023","3025"
"502304","10007","5023","3500"
"502305","10005","5023","4125"
"502306","10007","5023","5200"
"502307","10002","5023","6300"
"502308","10003","5023","7600"
"502309","10004","5023","8375"
"502401","11004","5024","750"
"502402","10003","5024","2250"
"502403","10007","5024","2600"
"502404","10005","5024","3225"
"502405","10002","5024","4600"
"502406","10004","5024","5725"
"502407","10004","5024","6675"
"502408","10003","5024","7550"
"502409","10007","5024","8000"
"502501","11003","5025","900"
"502502","10010","5025","1875"
"502503","10015","5025","2850"
"502504","10004","5025","4075"
"502505","10005","5025","4325"
"502506","10007","5025","5400"
"502507","10001","5025","6800"
"502508","10003","5025","7750"
"502509","10013","5025","8100"
"502601","10013","5026","1050"
"502602","10015","5026","2050"
"502603","10007","5026","2850"
"502604","10005","5026","3525"
"502605","11003","5026","4600"
"502606","10001","5026","6000"
"502607","10010","5026","6475"
"502608","10003","5026","7900"
"502609","10004","5026","8675"
"502701","10005","5027","925"
"502702","10015","5027","2150"
"502703","10007","5027","2900"
"502704","10004","5027","4275"
"502705","10013","5027","4650"
"502706","11003","5027","5550"
"502707","10010","5027","6525"
"502708","10001","5027","7800"
"502709","10003","5027","8800"
"502801","10004","5028","1375"
"502802","10004","5028","2275"
"502803","10004","5028","3175"
"502804","10005","5028","3425"
"502805","10002","5028","4700"
"502806","10007","5028","5400"
"502807","10007","5028","6300"
"502808","10004","5028","7675"
"502809","10004","5028","8575"
"502901","10004","5029","1275"
"502902","10004","5029","2125"
"502903","10004","5029","3025"
"502904","10004","5029","3925"
"502905","10005","5029","4125"
"502906","10007","5029","5200"
"502907","10007","5029","6150"
"502908","10002","5029","7200"
"502909","10004","5029","8475"
"503001","10007","5030","700"
"503002","10004","5030","2075"
"503003","10004","5030","2975"
"503004","10004","5030","3975"
"503005","10004","5030","4825"
"503006","10007","5030","5300"
"503007","10004","5030","6675"
"503008","10002","5030","7250"
"503009","10005","5030","7725"
"503101","10010","5031","975"
"503102","11003","5031","1800"
"503103","10010","5031","2775"
"503104","10009","5031","3900"
"503105","10009","5031","4800"
"503106","10009","5031","5700"
"503107","10010","5031","6375"
"503108","11003","5031","7200"
"503109","10010","5031","8175"
"503201","10010","5032","1075"
"503202","10009","5032","2300"
"503203","10010","5032","2875"
"503204","10010","5032","3825"
"503205","11003","5032","4600"
"503206","10010","5032","5625"
"503207","10009","5032","6750"
"503208","10009","5032","7600"
"503209","11003","5032","8300"
"503301","10009","5033","1350"
"503302","10010","5033","2025"
"503303","10010","5033","2925"
"503304","10010","5033","3775"
"503305","10009","5033","5000"
"503306","10009","5033","5800"
"503307","10010","5033","6475"
"503308","11003","5033","7350"
"503309","11003","5033","8200"
"503401","11012","5034","1400"
"503402","11012","5034","2300"
"503403","11012","5034","3200"
"503404","10013","5034","3600"
"503405","10013","5034","4500"
"503406","10013","5034","5400"
"503407","10015","5034","6450"
"503408","10003","5034","7750"
"503409","11004","5034","8100"
"503501","10015","5035","950"
"503502","11012","5035","2150"
"503503","10013","5035","2550"
"503504","11012","5035","3900"
"503505","11004","5035","4300"
"503506","10013","5035","5250"
"503507","10003","5035","6700"
"503508","10013","5035","7050"
"503509","11012","5035","8400"
"503601","11004","5036","700"
"503602","11012","5036","2100"
"503603","11012","5036","3100"
"503604","10013","5036","3500"
"503605","10013","5036","4400"
"503606","10003","5036","5750"
"503607","11012","5036","6600"
"503608","10013","5036","7100"
"503609","10015","5036","8100"
"503701","10007","5037","900"
"503702","10005","5037","1625"
"503703","11001","5037","2700"
"503704","10003","5037","4150"
"503705","10003","5037","5050"
"503706","11012","5037","5900"
"503707","11003","5037","6300"
"503708","11003","5037","7200"
"503709","11004","5037","8100"
"503710","10002","5037","9200"
"503801","10003","5038","1650"
"503802","10005","5038","1725"
"503803","11012","5038","3300"
"503804","10007","5038","3750"
"503805","11003","5038","4600"
"503806","10003","5038","6100"
"503807","11003","5038","6400"
"503808","11001","5038","7300"
"503809","10002","5038","8500"
"503810","11004","5038","9200"
"503901","11001","5039","1000"
"503902","11012","5039","2500"
"503903","10005","5039","2675"
"503904","11004","5039","3800"
"503905","10003","5039","5250"
"503906","10003","5039","6050"
"503907","10002","5039","6700"
"503908","11003","5039","7400"
"503909","11003","5039","8200"
"503910","10007","5039","9150"
"504001","10010","5040","975"
"504002","10010","5040","1875"
"504003","10010","5040","2775"
"504004","10002","5040","3800"
"504005","10001","5040","5000"
"504006","11012","5040","5900"
"504007","10010","5040","6375"
"504008","11004","5040","7200"
"504009","10010","5040","8175"
"504010","10013","5040","9000"
"504101","10010","5041","775"
"504102","10013","5041","1600"
"504103","10010","5041","2675"
"504104","10001","5041","3900"
"504105","10010","5041","4425"
"504106","10002","5041","5500"
"504107","10010","5041","6175"
"504108","11012","5041","7550"
"504109","10010","5041","8025"
"504110","11004","5041","8850"
"504201","10010","5042","875"
"504202","10010","5042","1775"
"504203","10001","5042","3000"
"504204","10013","5042","3500"
"504205","10010","5042","4475"
"504206","10010","5042","5275"
"504207","11004","5042","6150"
"504208","10002","5042","7300"
"504209","10010","5042","7975"
"504210","11012","5042","9400"
"504301","10004","5043","1375"
"504302","10013","5043","1800"
"504303","10009","5043","3000"
"504304","11004","5043","3600"
"504305","11003","5043","4500"
"504306","11012","5043","5900"
"504307","10005","5043","6125"
"504308","10001","5043","7700"
"504309","10001","5043","8600"
"504310","10002","5043","9200"
"504401","10004","5044","1575"
"504402","11003","5044","1950"
"504403","10005","5044","2725"
"504404","10002","5044","3950"
"504405","10013","5044","4600"
"504406","11004","5044","5550"
"504407","11012","5044","7000"
"504408","10009","5044","7650"
"504409","10001","5044","8700"
"504410","10001","5044","9700"
"504501","11012","5045","1500"
"504502","11004","5045","2000"
"504503","10013","5045","2800"
"504504","10004","5045","4275"
"504505","10001","5045","5150"
"504506","10005","5045","5425"
"504507","10002","5045","6650"
"504508","10001","5045","7800"
"504509","11003","5045","8250"
"504510","10009","5045","9450"
"504601","10009","5046","1200"
"504602","10009","5046","2100"
"504603","10009","5046","3000"
"504604","11002","5046","3600"
"504605","11001","5046","4500"
"504606","11003","5046","5400"
"504607","11012","5046","6800"
"504608","10004","5046","7675"
"504609","11012","5046","8600"
"504610","10004","5046","9475"
"504701","10009","5047","1100"
"504702","10004","5047","2075"
"504703","10009","5047","2850"
"504704","11001","5047","3400"
"504705","11002","5047","4300"
"504706","11012","5047","5700"
"504707","11012","5047","6650"
"504708","11003","5047","7100"
"504709","10004","5047","8425"
"504710","10009","5047","9200"
"504801","10009","5048","1000"
"504802","10004","5048","2125"
"504803","11012","5048","3000"
"504804","10004","5048","3925"
"504805","10009","5048","4650"
"504806","11003","5048","5250"
"504807","11001","5048","6100"
"504808","10009","5048","7300"
"504809","11002","5048","7900"
"504810","11012","5048","9350"
"504901","10013","5049","900"
"504902","11004","5049","1800"
"504903","10013","5049","2700"
"504904","10015","5049","3750"
"504905","11003","5049","4500"
"504906","10015","5049","5550"
"504907","10004","5049","6775"
"504908","10005","5049","7025"
"504909","10004","5049","8575"
"504910","10002","5049","9200"
"505001","10013","5050","1050"
"505002","10002","5050","2150"
"505003","10004","5050","3375"
"505004","10015","5050","3950"
"505005","10015","5050","4850"
"505006","10004","5050","6025"
"505007","11004","5050","6450"
"505008","11003","5050","7300"
"505009","10013","5050","8200"
"505010","10005","5050","9025"
"505101","10013","5051","1000"
"505102","11003","5051","2000"
"505103","10005","5051","2625"
"505104","10015","5051","3900"
"505105","11004","5051","4650"
"505106","10002","5051","5700"
"505107","10013","5051","6400"
"505108","10015","5051","7550"
"505109","10004","5051","8725"
"505110","10004","5051","9575"
"505201","11012","5052","1400"
"505202","10003","5052","2350"
"505203","10003","5052","3250"
"505204","10001","5052","4100"
"505205","10003","5052","5050"
"505206","10003","5052","5950"
"505207","10015","5052","6450"
"505208","10003","5052","7750"
"505209","10003","5052","8650"
"505210","11004","5052","9000"
"505301","11012","5053","1300"
"505302","10003","5053","2250"
"505303","10003","5053","3100"
"505304","10003","5053","3950"
"505305","10003","5053","4900"
"505306","11004","5053","5200"
"505307","10003","5053","6650"
"505308","10001","5053","7600"
"505309","10003","5053","8550"
"505310","10015","5053","9000"
"505401","10003","5054","1300"
"505402","11004","5054","1650"
"505403","10003","5054","3050"
"505404","10003","5054","4050"
"505405","10003","5054","4950"
"505406","10015","5054","5450"
"505407","11012","5054","6650"
"505408","10003","5054","7550"
"505409","10003","5054","8450"
"505410","10001","5054","9400"
"505501","10003","5055","1450"
"505502","10009","5055","2100"
"505503","10003","5055","3250"
"505504","10010","5055","3675"
"505505","10015","5055","4650"
"505506","10010","5055","5475"
"505507","10015","5055","6450"
"505508","11004","5055","7200"
"505509","11004","5055","8100"
"505510","11004","5055","9000"
"505601","10003","5056","1650"
"505602","10010","5056","2075"
"505603","10003","5056","3350"
"505604","10010","5056","3825"
"505605","10015","5056","4750"
"505606","11004","5056","5600"
"505607","10015","5056","6600"
"505608","11004","5056","7400"
"505609","10009","5056","8550"
"505610","11004","5056","9100"
"505701","10010","5057","1075"
"505702","11004","5057","1900"
"505703","10015","5057","3050"
"505704","10010","5057","3775"
"505705","11004","5057","4700"
"505706","11004","5057","5500"
"505707","10003","5057","7050"
"505708","10003","5057","7850"
"505709","10009","5057","8600"
"505710","10015","5057","9300"
"505801","10003","5058","1450"
"505802","10003","5058","2350"
"505803","10003","5058","3250"
"505804","11004","5058","3600"
"505805","10002","5058","4700"
"505806","11004","5058","5400"
"505807","10005","5058","6125"
"505808","10001","5058","7700"
"505809","10001","5058","8600"
"505810","10004","5058","9475"
"505901","10004","5059","1225"
"505902","10001","5059","2100"
"505903","10003","5059","3100"
"505904","10002","5059","3700"
"505905","10005","5059","4125"
"505906","10001","5059","5800"
"505907","11004","5059","6100"
"505908","10003","5059","7600"
"505909","10003","5059","8500"
"505910","11004","5059","8800"
"506001","10004","5060","1275"
"506002","11004","5060","1650"
"506003","10005","5060","2425"
"506004","10003","5060","3950"
"506005","11004","5060","4350"
"506006","10003","5060","5800"
"506007","10001","5060","6700"
"506008","10002","5060","7300"
"506009","10001","5060","8400"
"506010","10003","5060","9400"
"600101","5","6001","625"
"600102","14","6001","1350"
"600103","19","6001","2250"
"600104","2","6001","3400"
"600105","2","6001","4200"
"600106","11","6001","5000"
"600107","3","6001","6150"
"600108","3","6001","6950"
"600109","12","6001","7950"
"600110","12","6001","8750"
"600201","5","6002","825"
"600202","19","6002","1650"
"600203","3","6002","3150"
"600204","12","6002","4050"
"600205","14","6002","3900"
"600206","2","6002","5100"
"600207","12","6002","6550"
"600208","3","6002","7100"
"600209","11","6002","7500"
"600210","2","6002","8350"
"600301","3","6003","1450"
"600302","12","6003","2450"
"600303","2","6003","2700"
"600304","14","6003","3100"
"600305","3","6003","4650"
"600306","12","6003","5700"
"600307","2","6003","5950"
"600308","11","6003","6700"
"600309","5","6003","7225"
"600310","19","6003","8050"
"600401","1012","6004","1300"
"600402","2","6004","1800"
"600403","2","6004","2600"
"600404","1","6004","3700"
"600405","11","6004","4200"
"600406","11","6004","5000"
"600407","1004","6004","5600"
"600408","1003","6004","6400"
"600409","1004","6004","7200"
"600410","11","6004","8200"
"600501","1003","6005","700"
"600502","11","6005","1650"
"600503","11","6005","2400"
"600504","11","6005","3200"
"600505","1012","6005","4400"
"600506","2","6005","4800"
"600507","1","6005","5950"
"600508","1004","6005","6300"
"600509","2","6005","7300"
"600510","1004","6005","7800"
"600601","1","6006","1150"
"600602","11","6006","1600"
"600603","1004","6006","2250"
"600604","1004","6006","3050"
"600605","2","6006","4050"
"600606","2","6006","4900"
"600607","11","6006","5700"
"600608","1012","6006","6700"
"600609","11","6006","7250"
"600610","1003","6006","7900"
"600701","12","6007","1550"
"600702","12","6007","2350"
"600703","12","6007","3150"
"600704","1013","6007","3350"
"600705","13","6007","4000"
"600706","16","6007","4900"
"600707","1","6007","6100"
"600708","1","6007","6900"
"600709","17","6007","7700"
"600710","17","6007","8500"
"600801","13","6008","900"
"600802","12","6008","2500"
"600803","12","6008","3300"
"600804","17","6008","3800"
"600805","17","6008","4600"
"600806","12","6008","5650"
"600807","16","6008","5850"
"600808","1013","6008","6700"
"600809","1","6008","7800"
"600810","1","6008","8600"
"600901","13","6009","950"
"600902","12","6009","2550"
"600903","17","6009","3000"
"600904","17","6009","3850"
"600905","1","6009","4700"
"600906","1013","6009","5100"
"600907","16","6009","5800"
"600908","1","6009","7000"
"600909","12","6009","8100"
"600910","12","6009","8950"
"601001","14","6010","550"
