ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130
"0","13","15612","","","","32","","","15612007",""
"vo_wac_220720_000","vo_wac_220720","15612","","","","21","0","0","15612008",""
"うっし、完成だ……完成はしたが、\nうーん、どういうわけか……\n描けば描くほどかわいい絵に\nなってく気がすんな……","104311","15612","1","0","0","11","1","10","15612009","0.5"
"","0","15612","","","","91","","","15612010",""
"vo_wac_220720_001","vo_wac_220720","15612","","","","21","0","0","15612011",""
"もっとこう、かわいいより\nきれいとか、そういう方向で\n上達してえもんだが……\nま、まあ上達してんならいいか……","104311","15612","1","0","0","11","1","10","15612012","0.5"
"","0","15612","","","","91","","","15612013",""
"0","0","15612","","","","22","","","15612014",""
"wac_idle_sad","104311","15613","","0.2","","3","","1","15613001",""
"wac_no_items","111","15613","","0.2","","3","","1","15613002",""
"200","104311","15613","","","","2","0","-340","15613003",""
"200","111","15613","","","","2","0","-340","15613004",""
"0","56","15613","","","","32","","","15613005",""
"1","54","15613","","","","32","","","15613006",""
"0","13","15613","","","","32","","","15613007",""
"","0","15613","","","","91","","","15613008",""
"101711","1","15711","-213","2","0","1","-108","202","15711001","wac_default_11"
"111","1","15711","-213","2","0","5","-108","201","15711002","wac_default_13"
"21","21","15711","1","1","","31","0","0","15711003",""
"54","54","15711","1","0","","31","0","0","15711004",""
"11","11","15711","1","0","","31","0","0","15711005",""
"501","501","15711","1","1","","31","0","0","15711006",""
"wac_paint_11","101711","15711","0","0.2","","3","","0","15711007",""
"wac_paint_13","111","15711","0","0.2","","3","","0","15711008",""
"0","0.3","15711","","","","93","","","15711009",""
"1","11","15711","","","","32","","","15711010",""
"se_10035700_roller","se_10035700","15711","","","","23","","0","15711011",""
"300","101711","15711","","","","13","","","15711012",""
"","1","15711","","","","131","","","15711013",""
"wac_talk_kyapi_in","101711","15712","1","0.2","","3","wac_talk_kyapi_loop","0","15712001",""
"wac_no_items","111","15712","","0.2","","3","","1","15712002",""
"200","101711","15712","","","","2","0","-340","15712003",""
"200","111","15712","","","","2","0","-340","15712004",""
"0","21","15712","","","","32","","","15712005",""
"1","54","15712","","","","32","","","15712006",""
"0","11","15712","","","","32","","","15712007",""
"vo_wac_220721_000","vo_wac_220721","15712","","","","21","0","0","15712008",""
"歌って踊って絵を描いて～♪\nふふ、踊りながら、鼻歌交じりでも\n描けるようになったさ～♪","101711","15712","1","0","0","11","1","10","15712009","0.5"
"","0","15712","","","","91","","","15712010",""
"vo_wac_220721_001","vo_wac_220721","15712","","","","21","0","0","15712011",""
"って、わぁっ！　いつの間にか\n人だかりが……！\nそれなら絵を見てくれたお礼に、\nもうひと踊りするさ～♪","101711","15712","1","0","0","11","1","10","15712012","0.5"
"","0","15712","","","","91","","","15712013",""
"0","0","15712","","","","22","","","15712014",""
"wac_idle_kyapi","101711","15713","","0.2","","3","","1","15713001",""
"wac_no_items","111","15713","","0.2","","3","","1","15713002",""
"200","101711","15713","","","","2","0","-340","15713003",""
"200","111","15713","","","","2","0","-340","15713004",""
"0","21","15713","","","","32","","","15713005",""
"1","54","15713","","","","32","","","15713006",""
"0","11","15713","","","","32","","","15713007",""
"","0","15713","","","","91","","","15713008",""
"101411","1","15811","-213","2","0","1","-108","202","15811001","wac_default_01"
"111","1","15811","-213","2","0","5","-108","201","15811002","wac_default_03"
"21","21","15811","1","1","","31","0","0","15811003",""
"54","54","15811","1","0","","31","0","0","15811004",""
"11","11","15811","1","0","","31","0","0","15811005",""
"501","501","15811","1","1","","31","0","0","15811006",""
"wac_paint_01","101411","15811","0","0.2","","3","","0","15811007",""
"wac_paint_03","111","15811","0","0.2","","3","","0","15811008",""
"0","0","15811","","","","93","","","15811009",""
"1","11","15811","","","","32","","","15811010",""
"se_10035700_brush","se_10035700","15811","","","","23","","0","15811011",""
"300","101411","15811","","","","13","","","15811012",""
"","1","15811","","","","131","","","15811013",""
"wac_talk_wish_in","101411","15812","1","0.2","","3","wac_talk_wish_loop","0","15812001",""
"wac_no_items","111","15812","","0.2","","3","","1","15812002",""
"200","101411","15812","","","","2","0","-340","15812003",""
"200","111","15812","","","","2","0","-340","15812004",""
"0","21","15812","","","","32","","","15812005",""
"1","54","15812","","","","32","","","15812006",""
"0","11","15812","","","","32","","","15812007",""
"vo_wac_220722_000","vo_wac_220722","15812","","","","21","0","0","15812008",""
"うん、これで完璧……おっと。\nもうこんな時間か。\nいやはや絵を描くというのは、\n突き詰めだすとキリがないね。","101411","15812","1","0","0","11","1","10","15812009","0.5"
"","0","15812","","","","91","","","15812010",""
"vo_wac_220722_001","vo_wac_220722","15812","","","","21","0","0","15812011",""
"つい時間を忘れて没頭してしまう……\nしかし推理小説を読み解くようで、\n悪くない気分だ。次はもっと早く\n最適解を見つけ出してみせるよ♪","101411","15812","1","0","0","11","1","10","15812012","0.5"
"","0","15812","","","","91","","","15812013",""
"0","0","15812","","","","22","","","15812014",""
"wac_idle_wish","101411","15813","","0.2","","3","","1","15813001",""
"wac_no_items","111","15813","","0.2","","3","","1","15813002",""
"200","101411","15813","","","","2","0","-340","15813003",""
"200","111","15813","","","","2","0","-340","15813004",""
"0","21","15813","","","","32","","","15813005",""
"1","54","15813","","","","32","","","15813006",""
"0","11","15813","","","","32","","","15813007",""
"","0","15813","","","","91","","","15813008",""
"104911","1","15911","-213","2","0","1","-108","202","15911001","wac_default_01"
"111","1","15911","-213","2","0","5","-108","201","15911002","wac_default_03"
"21","21","15911","1","1","","31","0","0","15911003",""
"54","54","15911","1","0","","31","0","0","15911004",""
"11","11","15911","1","0","","31","0","0","15911005",""
"501","501","15911","1","1","","31","0","0","15911006",""
"wac_paint_01","104911","15911","0","0.2","","3","","0","15911007",""
"wac_paint_03","111","15911","0","0.2","","3","","0","15911008",""
"0","0","15911","","","","93","","","15911009",""
"1","11","15911","","","","32","","","15911010",""
"se_10035700_brush","se_10035700","15911","","","","23","","0","15911011",""
"300","104911","15911","","","","13","","","15911012",""
"","1","15911","","","","131","","","15911013",""
"wac_talk_smile_in","104911","15912","1","0.2","","3","wac_talk_smile_loop","0","15912001",""
"wac_no_items","111","15912","","0.2","","3","","1","15912002",""
"200","104911","15912","","","","2","0","-340","15912003",""
"200","111","15912","","","","2","0","-340","15912004",""
"0","21","15912","","","","32","","","15912005",""
"1","54","15912","","","","32","","","15912006",""
"0","11","15912","","","","32","","","15912007",""
"vo_wac_220723_000","vo_wac_220723","15912","","","","21","0","0","15912008",""
"やった、今度もうまく描けた♪\nこれだけ上手にできるなら\n似顔絵屋さんだってできそう！","104911","15912","1","0","0","11","1","10","15912009","0.5"
"","0","15912","","","","91","","","15912010",""
"vo_wac_220723_001","vo_wac_220723","15912","","","","21","0","0","15912011",""
"弟くんとリノちゃんにも\n声をかけて\n一緒にやってみようかな♪","104911","15912","1","0","0","11","1","10","15912012","0.5"
"","0","15912","","","","91","","","15912013",""
"0","0","15912","","","","22","","","15912014",""
"wac_idle_smile","104911","15913","","0.2","","3","","1","15913001",""
"wac_no_items","111","15913","","0.2","","3","","1","15913002",""
"200","104911","15913","","","","2","0","-340","15913003",""
"200","111","15913","","","","2","0","-340","15913004",""
"0","21","15913","","","","32","","","15913005",""
"1","54","15913","","","","32","","","15913006",""
"0","11","15913","","","","32","","","15913007",""
"","0","15913","","","","91","","","15913008",""
"101111","1","16011","-213","2","0","1","-108","202","16011001","wac_default_11"
"111","1","16011","-213","2","0","5","-108","201","16011002","wac_default_13"
"21","21","16011","1","1","","31","0","0","16011003",""
"54","54","16011","1","0","","31","0","0","16011004",""
"11","11","16011","1","0","","31","0","0","16011005",""
"501","501","16011","1","1","","31","0","0","16011006",""
"wac_paint_11","101111","16011","0","0.2","","3","","0","16011007",""
"wac_paint_13","111","16011","0","0.2","","3","","0","16011008",""
"0","0.3","16011","","","","93","","","16011009",""
"1","11","16011","","","","32","","","16011010",""
"se_10035700_roller","se_10035700","16011","","","","23","","0","16011011",""
"300","101111","16011","","","","13","","","16011012",""
"","1","16011","","","","131","","","16011013",""
"wac_talk_kyapi_in","101111","16012","1","0.2","","3","wac_talk_kyapi_loop","0","16012001",""
"wac_no_items","111","16012","","0.2","","3","","1","16012002",""
"200","101111","16012","","","","2","0","-340","16012003",""
"200","111","16012","","","","2","0","-340","16012004",""
"0","21","16012","","","","32","","","16012005",""
"1","54","16012","","","","32","","","16012006",""
"0","11","16012","","","","32","","","16012007",""
"vo_wac_220724_000","vo_wac_220724","16012","","","","21","0","0","16012008",""
"あー楽しかったー！\nこんなに大きな場所に\n絵を描くって気持ちがいいです！","101111","16012","1","0","0","11","1","10","16012009","0.5"
"","0","16012","","","","91","","","16012010",""
"vo_wac_220724_001","vo_wac_220724","16012","","","","21","0","0","16012011",""
"みんなで描く大切な絵ですから\n心を込めて描きましたよ！\nガチョウ転生？\nはしたくないですからね！","101111","16012","1","0","0","11","1","10","16012012","0.5"
"","0","16012","","","","91","","","16012013",""
"0","0","16012","","","","22","","","16012014",""
"wac_idle_kyapi","101111","16013","","0.2","","3","","1","16013001",""
"wac_no_items","111","16013","","0.2","","3","","1","16013002",""
"200","101111","16013","","","","2","0","-340","16013003",""
"200","111","16013","","","","2","0","-340","16013004",""
"0","21","16013","","","","32","","","16013005",""
"1","54","16013","","","","32","","","16013006",""
"0","11","16013","","","","32","","","16013007",""
"","0","16013","","","","91","","","16013008",""
"104911","1","16111","-85","2","0","1","-167","202","16111001","wac_default_31"
"101111","1","16111","-211","2","0","1","-64","254","16111002","wac_default_41"
"106811","1","16111","-211","2","0","1","230","252","16111003","wac_default_51"
"111","1","16111","-85","2","0","5","-167","201","16111004","wac_default_31"
"112","1","16111","-211","2","0","5","-64","253","16111005","wac_default_48"
"113","1","16111","-211","2","0","5","230","251","16111006","wac_default_51"
"300","106811","16111","","","","13","","","16111007",""
"300","104911","16111","","","","13","","","16111008",""
"300","101111","16111","","","","13","","","16111009",""
"55","55","16111","1","1","","31","0","0","16111010",""
"30","30","16111","1","0","","31","0","0","16111011",""
"16","16","16111","1","0","","31","0","0","16111012",""
"501","501","16111","1","1","","31","0","0","16111013",""
"wac_paint_31","104911","16111","0","0.2","","3","","0","16111014",""
"wac_paint_31","111","16111","0","0.2","","3","","0","16111015",""
"wac_paint_41","101111","16111","0","0.2","","3","","0","16111016",""
"wac_paint_48","112","16111","0","0.2","","3","","0","16111017",""
"wac_paint_51","106811","16111","0","0.2","","3","","0","16111018",""
"wac_paint_51","113","16111","0","0.2","","3","","0","16111019",""
"0","0","16111","","","","93","","","16111020",""
"1","16","16111","","","","32","","","16111021",""
"se_sys_login_birthday_calendar_smallbrush","se_common","16111","","","","23","","0","16111022",""
"","1","16111","","","","131","","","16111023",""
"wac_idle_doya","106811","16112","","0","","3","","1","16112001",""
"wac_idle_smile_L","104911","16112","","0","","3","","1","16112002",""
"wac_idle_smile","101111","16112","","0","","3","","1","16112003",""
"wac_no_items","111","16112","","0","","3","","1","16112004",""
"wac_no_items","112","16112","","0","","3","","1","16112005",""
"wac_no_items","113","16112","","0","","3","","1","16112006",""
"190","106811","16112","","","","2","0","-335","16112007",""
"-190","104911","16112","","","","2","0","-360","16112008",""
"350","101111","16112","","","","2","0","-360","16112009",""
"190","111","16112","","","","2","0","-335","16112010",""
"-190","112","16112","","","","2","0","-360","16112011",""
"350","113","16112","","","","2","0","-360","16112012",""
"0","55","16112","","","","32","","","16112013",""
"1","30","16112","","","","32","","","16112014",""
"0","16","16112","","","","32","","","16112015",""
"wac_talk_doya_in","106811","16112","1","0.2","","3","wac_talk_doya_loop","0","16112016",""
"vo_wac_220725_000","vo_wac_220725","16112","","","","21","0","0","16112017",""
"ふぅ……たまにはこうして\n童心に帰って一心に絵を描く\nっていうのもいいものだねぇ……","106811","16112","1","0","0","11","1","10","16112018","0.5"
"","0","16112","","","","91","","","16112019",""
"wac_idle_doya","106811","16112","1","0.2","","3","","1","16112020",""
