9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390
"117531","0","7","0","0","1007406","11","1","1007406098","0.5","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！"
"0","","","","","1007406","91","","1007406099","",""
"117531","0.2","1","","","1007406","3","","1007406100","","mhp_sit_idle_anger2"
"111011","0.2","1","","","1007406","3","","1007406101","","mhp_sit_talk_memory"
"vo_mhp_1007406","","0","","","1007406","21","0","1007406102","","vo_mhp_1217"
"111011","0","8","0","0","1007406","11","1","1007406103","0.5","ママ、ポーションちょうだい。"
"0","","","","","1007406","91","","1007406104","",""
"111011","0.2","1","","","1007406","3","","1007406105","","mhp_sit_idle_joy1"
"117531","0.2","1","","","1007406","3","","1007406106","","mhp_sit_talk_anger2"
"vo_mhp_1007406","","0","","","1007406","21","0","1007406107","","vo_mhp_1218"
"117531","0","7","0","0","1007406","11","1","1007406108","0.5","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！"
"3.5","","","","","1007406","93","","1007406109","","1"
"117631","0.2","1","","","1007406","3","","1007406110","","mhp_sit_idle_surprise2"
"1007406108","","","","","1007406","91","","1007406111","",""
"0","","","","","1007406","22","","1007406112","","0"
"1","","","","","1007406","93","","1007406113","",""
"112","1","","","1","1007406","32","","1007406114","","1"
"1","","","","","1007406","93","","1007406115","",""
"130","1","","","1","1007406","32","","1007406116","","1"
"4","","","","","1007406","93","","1007406117","",""
"130","1","","","1","1007406","32","","1007406118","","0"
"1","1.7","100","0","-200","1007407","1","-1000","1007407001","mhp_idle_normal","102511"
"1","1.7","100","1","-220","1007407","1","185","1007407002","mhp_sit_idle","117531"
"1","1.7","100","1","-200","1007407","1","365","1007407003","mhp_sit_idle","117631"
"1","1","-240","","0.85","1007407","31","-154","1007407004","","1"
"1","1.7","110","0","-220","1007407","5","-200","1007407005","NoItem","11"
"1","1.7","105","0","-220","1007407","5","-200","1007407006","NoItem","12"
"1","1.7","110","1","-220","1007407","5","185","1007407007","NoItem","21"
"1","1.7","105","1","-220","1007407","5","185","1007407008","NoItem","22"
"11","0","1","0","0","1007407","6","1","1007407009","","1"
"12","0","1","0","0","1007407","6","1","1007407010","","1"
"21","0","1","0","0","1007407","6","1","1007407011","","1"
"22","0","1","0","0","1007407","6","1","1007407012","","1"
"1","1.7","110","0","-220","1007407","5","-1000","1007407013","NoItem","31"
"0","","","","","1007407","91","","1007407014","",""
"117531","0.2","1","","","1007407","3","","1007407015","","mhp_sit_talk_normal"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407016","","vo_mhp_2001"
"117531","0","8","0","0","1007407","11","0","1007407017","0.5","次の方どうぞー"
"0","","","","","1007407","91","","1007407018","",""
"117531","0.2","1","","","1007407","3","","1007407019","","mhp_sit_idle"
"102511","0.2","1","","","1007407","3","","1007407020","","mhp_walk"
"102511","","-220","","0","1007407","2","3","1007407021","","-400"
"3","","","","","1007407","93","","1007407022","",""
"102511","0.2","1","","","1007407","3","","1007407023","","mhp_talk_sad"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407024","","vo_mhp_2002"
"102511","0","4","10","0","1007407","11","1","1007407025","0.5","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！"
"2","","","","","1007407","93","","1007407026","","1"
"se_10031400","","","","","1007407","23","","1007407027","","se_10031400_panic"
"102511","0.2","0","","","1007407","3","","1007407028","","mhp_suzume_fall_in"
"3","","","","","1007407","93","","1007407029","",""
"102511","0.2","0","0.2","1","1007407","3","mhp_idle_sad","1007407030","","mhp_suzume_fall_out"
"2","","","","","1007407","93","","1007407031","",""
"1007407025","","","","","1007407","91","","1007407032","",""
"102511","0.2","1","","","1007407","3","","1007407033","","mhp_suzume_walk_sad"
"102511","","-220","","0","1007407","2","2","1007407034","","-200"
"0","","","","","1007407","91","","1007407035","",""
"102511","0.2","0","0.2","1","1007407","3","mhp_suzume_sit_idle_sad2","1007407036","","mhp_suzume_sit_in_sad"
"1","","","","","1007407","93","","1007407037","","0"
"117631","0.2","1","","","1007407","3","","1007407038","","mhp_sit_idle_sad"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407039","","vo_mhp_2003"
"117631","0","8","0","0","1007407","11","1","1007407040","0.5","（……あの人今\n何もないとこで転ばなかった？）"
"0","","","","","1007407","91","","1007407041","",""
"117631","0.2","1","","","1007407","3","","1007407042","","mhp_sit_idle"
"117531","0.2","1","","","1007407","3","","1007407043","","mhp_sit_talk_normal"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407044","","vo_mhp_2004"
"117531","0","6","0","0","1007407","11","1","1007407045","0.5","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？"
"0","","","","","1007407","91","","1007407046","",""
"117531","0.2","1","","","1007407","3","","1007407047","","mhp_sit_idle"
"102511","0.2","1","","","1007407","3","","1007407048","","mhp_sit_talk_wish"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407049","","vo_mhp_2005"
"102511","0","4","0","0","1007407","11","1","1007407050","0.5","い、いえ、実は……\nド、ドジを治してほしいんです！"
"0","","","","","1007407","91","","1007407051","",""
"2","","","","","1007407","93","","1007407052","","0"
"102511","0.2","1","","","1007407","3","","1007407053","","mhp_sit_idle_wish"
"117531","0.2","1","","","1007407","3","","1007407054","","mhp_sit_talk_surprise2"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407055","","vo_mhp_2006"
"117531","0","7","0","0","1007407","11","1","1007407056","0.5","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……"
"2","","","","","1007407","93","","1007407057","","1"
"117531","0.2","1","","","1007407","3","","1007407058","","mhp_sit_talk_sad"
"1007407056","","","","","1007407","91","","1007407059","",""
"117531","0.2","1","","","1007407","3","","1007407060","","mhp_sit_idle"
"102511","0.2","1","","","1007407","3","","1007407061","","mhp_sit_talk_sad"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407062","","vo_mhp_2007"
"102511","0","6","0","0","1007407","11","1","1007407063","0.5","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……"
"0","","","","","1007407","91","","1007407064","",""
"102511","0.2","1","","","1007407","3","","1007407065","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007407","3","","1007407066","","mhp_sit_talk_thinking"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407067","","vo_mhp_2008"
"117531","0","5","0","0","1007407","11","1","1007407068","0.5","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――"
"0","","","","","1007407","91","","1007407069","",""
"ドジナオールを処方するわ。","","0","","","1007407","103","","1007407070","","1007407073"
"魔丸ドジ殺しを処方するわ。","","0","","","1007407","103","","1007407071","","1007407115"
"このドジ矯正サポーターを着けなさい。","","0","","","1007407","103","","1007407072","","1007407157"
"117531","0.2","1","","0","1007407","3","","1007407073","","mhp_sit_idle"
"102511","0.2","1","","0","1007407","3","","1007407074","","mhp_sit_talk_surprise2"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407075","","vo_mhp_2009"
"102511","0","8","0","0","1007407","11","1","1007407076","0.5","そ、そんな薬があるんですか！"
"0","","","","","1007407","91","","1007407077","",""
"117531","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407078","","mhp_sit_out"
"0.6","","","","","1007407","93","","1007407079","","0"
"102511","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407080","","mhp_sit_out"
"0.2","","","","","1007407","93","","1007407081","","0"
"102511","0.2","1","","0","1007407","3","","1007407082","","mhp_walk"
"102511","","-220","","0","1007407","2","1.5","1007407083","","35"
"31","","-220","","0","1007407","2","1.5","1007407084","","35"
"11","","-220","","0","1007407","2","1.5","1007407085","","35"
"12","","-220","","0","1007407","2","1.5","1007407086","","35"
"0.3","","","","","1007407","93","","1007407087","","0"
"117531","0.2","0","0","1","1007407","3","mhp_handover_loop","1007407088","","mhp_handover_in"
"21","0","1","0","1","1007407","6","1","1007407089","","1"
"22","0","1","0","1","1007407","6","1","1007407090","","1"
"21","0.2","0","0","1","1007407","3","mhp_handover_loop","1007407091","","mhp_handover_in"
"22","0.2","0","0","1","1007407","3","mhp_item_EX0004_handover_loop","1007407092","","mhp_item_EX0004_handover_in"
"1.2","","","","","1007407","93","","1007407093","","0"
"102511","0.2","0","0","1","1007407","3","mhp_handover_receive_loop","1007407094","","mhp_handover_receive_in"
"11","0","1","0","1","1007407","6","1","1007407095","","1"
"12","0","1","0","1","1007407","6","1","1007407096","","1"
"11","0.2","0","0","1","1007407","3","mhp_receive_suzume_loop","1007407097","","mhp_receive_suzume_in"
"12","0.2","0","0","1","1007407","3","mhp_item_EX0004_receive_loop","1007407098","","mhp_item_EX0004_receive_in"
"0.6","","","","","1007407","93","","1007407099","","0"
"22","0.4","1","0","1","1007407","6","1","1007407100","","1"
"0.4","","","","","1007407","93","","1007407101","","0"
"117531","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407102","","mhp_handover_out"
"21","0.2","0","0","1","1007407","3","NoItem_idle","1007407103","","mhp_handover_out"
"22","0.2","0","0","1","1007407","3","NoItem_idle","1007407104","","mhp_item_EX0004_handover_out"
"0.4","","","","","1007407","93","","1007407105","","0"
"102511","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407106","","mhp_handover_receive_out"
"11","0.2","0","0","1","1007407","3","NoItem_idle","1007407107","","mhp_receive_suzume_out"
"12","0.2","0","0","1","1007407","3","NoItem_idle","1007407108","","mhp_item_EX0004_receive_out"
"2","","","","","1007407","93","","1007407109","","0"
"117531","0.2","1","","0","1007407","3","","1007407110","","mhp_talk_thinking"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407111","","vo_mhp_2010"
"117531","0","6","0","0","1007407","11","1","1007407112","0.5","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね"
"0","","","","","1007407","91","","1007407113","",""
"1007407197","","","","","1007407","101","","1007407114","",""
"117531","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407115","","mhp_sit_out"
"0.6","","","","","1007407","93","","1007407116","","0"
"102511","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407117","","mhp_sit_out"
"0.2","","","","","1007407","93","","1007407118","","0"
"102511","0.2","1","","0","1007407","3","","1007407119","","mhp_walk"
"102511","","-220","","0","1007407","2","1.5","1007407120","","35"
"31","","-220","","0","1007407","2","1.5","1007407121","","35"
"11","","-220","","0","1007407","2","1.5","1007407122","","35"
"12","","-220","","0","1007407","2","1.5","1007407123","","35"
"0.3","","","","","1007407","93","","1007407124","","0"
"117531","0.2","0","0","1","1007407","3","mhp_handover_loop","1007407125","","mhp_handover_in"
"21","0","1","0","1","1007407","6","1","1007407126","","1"
"22","0","1","0","1","1007407","6","1","1007407127","","1"
"21","0.2","0","0","1","1007407","3","mhp_handover_loop","1007407128","","mhp_handover_in"
"22","0.2","0","0","1","1007407","3","mhp_item_EX0006_handover_loop","1007407129","","mhp_item_EX0006_handover_in"
"1.2","","","","","1007407","93","","1007407130","","0"
"102511","0.2","0","0","1","1007407","3","mhp_handover_receive_loop","1007407131","","mhp_handover_receive_in"
"11","0","1","0","1","1007407","6","1","1007407132","","1"
"12","0","1","0","1","1007407","6","1","1007407133","","1"
"11","0.2","0","0","1","1007407","3","mhp_receive_suzume_loop","1007407134","","mhp_receive_suzume_in"
"12","0.2","0","0","1","1007407","3","mhp_item_EX0006_receive_loop","1007407135","","mhp_item_EX0006_receive_in"
"0.6","","","","","1007407","93","","1007407136","","0"
"22","0.4","1","0","1","1007407","6","1","1007407137","","1"
"0.4","","","","","1007407","93","","1007407138","","0"
"117531","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407139","","mhp_handover_out"
"21","0.2","0","0","1","1007407","3","NoItem_idle","1007407140","","mhp_handover_out"
"22","0.2","0","0","1","1007407","3","NoItem_idle","1007407141","","mhp_item_EX0006_handover_out"
"0.4","","","","","1007407","93","","1007407142","","0"
"102511","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407143","","mhp_handover_receive_out"
"11","0.2","0","0","1","1007407","3","NoItem_idle","1007407144","","mhp_receive_suzume_out"
"12","0.2","0","0","1","1007407","3","NoItem_idle","1007407145","","mhp_item_EX0006_receive_out"
"2","","","","","1007407","93","","1007407146","","0"
"102511","0.2","1","","0","1007407","3","","1007407147","","mhp_talk_sad"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407148","","vo_mhp_2011"
"102511","0","7","0","0","1007407","11","1","1007407149","0.5","な、なんだかアメみたいですね……"
"0","","","","","1007407","91","","1007407150","",""
"102511","0.2","1","","0","1007407","3","","1007407151","","mhp_idle_sad"
"117531","0.2","1","","0","1007407","3","","1007407152","","mhp_talk_normal"
"vo_mhp_1007407","","0","","","1007407","21","0","1007407153","","vo_mhp_2012"
"117531","0","6","0","0","1007407","11","1","1007407154","0.5","摂取しやすいようにしてるの\n一日三錠、全部飲み終わったら\nまた来なさい。"
"0","","","","","1007407","91","","1007407155","",""
"1007407197","","","","","1007407","101","","1007407156","",""
"117531","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407157","","mhp_sit_out"
"0.6","","","","","1007407","93","","1007407158","","0"
"102511","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407159","","mhp_sit_out"
"0.2","","","","","1007407","93","","1007407160","","0"
"102511","0.2","1","","0","1007407","3","","1007407161","","mhp_walk"
"102511","","-220","","0","1007407","2","1.5","1007407162","","35"
"31","","-220","","0","1007407","2","1.5","1007407163","","35"
"11","","-220","","0","1007407","2","1.5","1007407164","","35"
"12","","-220","","0","1007407","2","1.5","1007407165","","35"
"0.3","","","","","1007407","93","","1007407166","","0"
"117531","0.2","0","0","1","1007407","3","mhp_handover_loop","1007407167","","mhp_handover_in"
"21","0","1","0","1","1007407","6","1","1007407168","","1"
"22","0","1","0","1","1007407","6","1","1007407169","","1"
"21","0.2","0","0","1","1007407","3","mhp_handover_loop","1007407170","","mhp_handover_in"
"22","0.2","0","0","1","1007407","3","mhp_item_EX0011_handover_loop","1007407171","","mhp_item_EX0011_handover_in"
"1.2","","","","","1007407","93","","1007407172","","0"
"102511","0.2","0","0","1","1007407","3","mhp_handover_receive_loop","1007407173","","mhp_handover_receive_in"
"11","0","1","0","1","1007407","6","1","1007407174","","1"
"12","0","1","0","1","1007407","6","1","1007407175","","1"
"11","0.2","0","0","1","1007407","3","mhp_receive_suzume_loop","1007407176","","mhp_receive_suzume_in"
"12","0.2","0","0","1","1007407","3","mhp_item_EX0011_receive_loop","1007407177","","mhp_item_EX0011_receive_in"
"0.6","","","","","1007407","93","","1007407178","","0"
"22","0.4","1","0","1","1007407","6","1","1007407179","","1"
"0.4","","","","","1007407","93","","1007407180","","0"
"117531","0.2","0","0","1","1007407","3","mhp_idle_normal","1007407181","","mhp_handover_out"
