69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"","","","","30022","111","","","","1300220039",""
"","","","","30022","91","0","","","1300220040",""
"0","0.8","51","-75.6","30031","1","1","-17.5","1000001","1300310001","travel_topdrama_r_3001_idle_B"
"0","0.8","50","-75.6","30031","5","1","-17.5","12","1300310002","travel_topdrama_r_3001_idle_B"
"0","0.8","49","-56.1","30031","1","1","31.4","1000002","1300310003","travel_topdrama_r_3001_idle_A"
"0","0.8","48","-56.1","30031","5","1","31.4","11","1300310004","travel_topdrama_r_3001_idle_A"
"0","0.85","52","-20","30031","5","4","-170","15","1300310005","travel_topdrama_r_3001_none"
"","1","110","-88","30031","5","0","0","0","1300310006","normal"
"","1","-30.3","0.5","30031","31","300301","-43.7","300301","1300310007",""
"","1","260","1","30031","31","300303","-110","300303","1300310008",""
"","1","215","1","30031","31","300311","-127","300311","1300310009",""
"","","","","30031","91","0","","0","1300310010",""
"0","0","0","","30031","3","1000001","","travel_topdrama_r_3001_idle_B","1300310011",""
"0","0","0","","30031","3","12","","travel_topdrama_r_3001_idle_B","1300310012",""
"0","0","0","","30031","3","1000002","","travel_topdrama_r_3001_idle_A","1300310013",""
"0","0","0","","30031","3","11","","travel_topdrama_r_3001_idle_A","1300310014",""
"","","","","30031","93","1.7","","0","1300310015",""
"","","","","30031","101","1300310011","","0","1300310016",""
"","0","0","","30031","3","0","","none","1300310017",""
"","","","","30031","91","0","","0","1300310018",""
"","0","260","1","30032","31","300306","-110","300306","1300320001",""
"","0","260","1","30032","31","300308","-110","300308","1300320002",""
"","0","17.3","0.4","30032","31","300300","92.6","300300","1300320003",""
"","0","0","0.4","30032","31","300304","92.6","300304","1300320004",""
"","","","","30032","91","0","","","1300320005",""
"","0.5","1","","30032","3","1000002","","travel_topdrama_r_3001_idle_A","1300320006",""
"","0.5","1","","30032","3","11","","travel_topdrama_r_3001_idle_A","1300320007",""
"","0.5","1","","30032","3","1000001","","travel_topdrama_r_3001_idle_B","1300320008",""
"","0.5","1","","30032","3","12","","travel_topdrama_r_3001_idle_B","1300320009",""
"","","","","30032","93","0.2","","0","1300320010",""
"","","","","30032","32","300300","","1","1300320011",""
"","","","","30032","93","2","","0","1300320012",""
"","","","","30032","32","300303","","0","1300320013",""
"","","","","30032","32","300308","","1","1300320014",""
"","","","","30032","32","300306","","1","1300320015",""
"","","0","","30032","23","se_travel_top","","se_travel_top_fishing_hit","1300320016",""
"","0","0","","30032","3","1000002","","travel_topdrama_r_3001_1_01_A","1300320017",""
"","0","0","","30032","3","11","","travel_topdrama_r_3001_1_01_A","1300320018",""
"","0.5","0","","30032","3","1000001","","travel_topdrama_r_3001_1_01_B","1300320019",""
"","0.5","0","","30032","3","12","","travel_topdrama_r_3001_1_01_B","1300320020",""
"","","","","30032","91","0","","","1300320021",""
"","","","","30032","32","300308","","0","1300320022",""
"","0","0","","30032","3","1000002","","travel_topdrama_r_3001_1_02_A","1300320023",""
"","0","0","","30032","3","11","","travel_topdrama_r_3001_1_02_A","1300320024",""
"","0.2","0","","30032","3","1000001","","travel_topdrama_r_3001_1_02_B","1300320025",""
"","0.2","0","","30032","3","12","","travel_topdrama_r_3001_1_02_B","1300320026",""
"","","","","30032","93","1","","0","1300320027",""
"","","","","30032","32","300300","","0","1300320028",""
"","","","","30032","91","0","","","1300320029",""
"","1","-30.3","0.5","30032","31","300305","-43.7","300305","1300320030",""
"","1","27","0.5","30032","31","300314","86","300314","1300320031",""
"","1","260","1","30032","31","300313","-100","300313","1300320032",""
"","","0","","30032","23","se_travel_top","","se_travel_top_fishing_question","1300320033",""
"","","0","","30032","23","se_travel_top","","se_travel_top_fishing_pull","1300320034",""
"","","","","30032","93","0.01","","0","1300320035",""
"","","","","30032","32","300301","","0","1300320036",""
"","0","0","","30032","3","1000002","","travel_topdrama_r_3001_3_01_A","1300320037",""
"","0","0","","30032","3","11","","travel_topdrama_r_3001_3_01_A","1300320038",""
"","0.2","0","","30032","3","1000001","","travel_topdrama_r_3001_3_01_B","1300320039",""
"","0.2","0","","30032","3","12","","travel_topdrama_r_3001_3_01_B","1300320040",""
"","","","","30032","91","0","","","1300320041",""
"","0","0","","30032","3","1000002","","travel_topdrama_r_3001_3_02_A","1300320042",""
"","0","0","","30032","3","11","","travel_topdrama_r_3001_3_02_A","1300320043",""
"","0","0","","30032","3","1000001","","travel_topdrama_r_3001_3_02_B","1300320044",""
"","0","0","","30032","3","12","","travel_topdrama_r_3001_3_02_B","1300320045",""
"","","","","30032","91","0","","","1300320046",""
"","","","","30032","32","300313","","0","1300320047",""
"","1","100","1","30032","31","300315","0","300315","1300320048",""
"","1","318","2","30032","31","300312","-153","300312","1300320049",""
"","1","-61","0.6","30032","31","300302","75","300302","1300320050",""
"","1","214","0.7","30032","31","300317","-88","300317","1300320051",""
"","","1","","30032","122","30","","30","1300320052",""
"","","0","","30032","23","se_travel_top","","se_travel_top_fishing_appear_nepterion","1300320053",""
"","0","0","","30032","3","15","","travel_topdrama_r_3001_3_03","1300320054",""
"","0","0","","30032","3","1000002","","travel_topdrama_r_3001_3_03_A","1300320055",""
"","0","0","","30032","3","11","","travel_topdrama_r_3001_3_03_A","1300320056",""
"","0","0","","30032","3","1000001","","travel_topdrama_r_3001_3_03_B","1300320057",""
"","0","0","","30032","3","12","","travel_topdrama_r_3001_3_03_B","1300320058",""
"","","","","30032","93","2.3","","0","1300320059",""
"","","","","30032","111","","","","1300320060",""
"","","","","30032","91","0","","","1300320061",""
"0","0.5","53","-70","30041","1","2","0","1000001","1300410001","travel_topdrama_b_3000_empty"
"0","0.35","51","-70","30041","5","11","0","300411","1300410002","scare_loop"
"1","0.425","52","-70","30041","5","12","-270","300412","1300410003","empty"
"0","1","110","-94","30041","5","0","-3","0","1300410004","rare"
"","","","","30041","91","0","","0","1300410005",""
"","0.2","1","","30041","3","300412","","empty","1300410006",""
"","","","","30041","91","0","","0","1300410007",""
"","","","","30041","101","1300410005","","","1300410008",""
"0.2","0.2","1","1","30041","3","300412","idle","idle_fadeIN","1300410009",""
"","","0","","30041","3","0","","none","1300410010",""
"","","","","30041","91","0","","","1300410011",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_creature","1300420001",""
"","","-70","0","30042","2","1000001","0","-920","1300420002",""
"0.1","0.2","0","1","30042","3","300412","idle","attack","1300420003",""
"","","","","30042","93","0.66","","0","1300420004",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_creature_axe","1300420005",""
"","","","","30042","93","0.09","","0","1300420006",""
"0.2","0","0","1","30042","3","300411","scare_loop","backward","1300420007",""
"","","-70","2","30042","2","300411","0.3","100","1300420008",""
"","","","","30042","93","1","","0","1300420009",""
"","0.2","1","","30042","3","300412","","walk","1300420010",""
"","","-70","0","30042","2","300412","2","-100","1300420011",""
"","","","","30042","91","1300420008","","","1300420012",""
"","1","100","0.5","30042","31","300401","70","300401","1300420013",""
"","","","","30042","93","0.1","","0","1300420014",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_emote_sweat","1300420015",""
"","","","","30042","93","0.4","","0","1300420016",""
"","0.2","1","0","30042","3","1000001","","<weapon>_run","1300420017",""
"","","-70","0","30042","2","1000001","1.75","-300","1300420018",""
"","1","-920","0.5","30042","31","300400","-70","300400","1300420019",""
"","","-70","0","30042","33","300400","1.75","-300","1300420020",""
"","","0.15","","30042","122","0","","12","1300420021",""
"","","","","30042","93","0.65","","0","1300420022",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_foot","1300420023",""
"","","","","30042","93","0.15","","0","1300420024",""
"","","0.15","","30042","122","0","","12","1300420025",""
"","","","","30042","93","0.2","","0","1300420026",""
"110","10","0.5","0","30042","12","1000001","0","4","1300420027","0"
"","","","","30042","93","0.25","","0","1300420028",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_emote_notice","1300420029",""
"","","","","30042","91","1300420011","","","1300420030",""
"","0.1","1","1","30042","3","300412","","idle","1300420031",""
"","","0","","30042","122","0","","12","1300420032",""
"","","","","30042","91","1300420018","","","1300420033",""
"","0","1","0","30042","3","1000001","","<weapon>_idle","1300420034",""
"","","","","30042","32","300400","","0","1300420035",""
"","","","","30042","4","300412","","0","1300420036",""
"","","","","30042","93","0.5","","","1300420037",""
"0","0","0","1","30042","3","1000001","<weapon>_idle","<weapon>_attack_skipQuest","1300420038",""
"","","","","30042","93","0.25","","0","1300420039",""
"","1","-100","0.75","30042","31","300402","-20","300402","1300420040",""
"","0","0","","30042","3","300412","","die","1300420041",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_attack","1300420042",""
"","","","","30042","93","0.6","","0","1300420043",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_creature_fadeout","1300420044",""
"","","","","30042","93","0.5","","0","1300420045",""
"","","0.15","","30042","122","0","","12","1300420046",""
"","","","","30042","91","1300420041","","","1300420047",""
"","0.5","1","0","30042","6","300412","1","1","1300420048",""
"0.1","0.2","0","1","30042","3","300411","idle","walk_idle","1300420049",""
"","","","","30042","32","300401","","0","1300420050",""
"","","-70","0","30042","2","300411","1","0","1300420051",""
"","","","","30042","91","0","","0","1300420052",""
"","1","-160","0.3","30042","31","300403","-13","300403","1300420053",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_appear_goldenbox","1300420054",""
"","","","","30042","93","0.33","","0","1300420055",""
"","0","0","","30042","3","1000001","","<weapon>_joy_short","1300420056",""
"","","","","30042","93","0.13","","0","1300420057",""
"","","0","","30042","23","se_travel_top","","se_travel_top_noble_drop_goldenbox","1300420058",""
"","","","","30042","91","1300420056","","","1300420059",""
"","","","","30042","111","","","","1300420060",""
"","","","","30042","91","0","","","1300420061",""
"0","0.73","55","-35","30051","1","1","0","1000001","1300510001","travel_topdrama_r_3000_empty"
"0","0","1","0","30051","6","1000001","1","1","1300510002",""
"0","0.73","56","-35","30051","5","14","0","300514","1300510003","empty"
"0","0","1","0","30051","6","300514","1","1","1300510004",""
"0","0.425","51","-70","30051","5","13","-30","300513","1300510005","idle"
"0","1","50","-65","30051","5","15","75","300515","1300510006","travel_topdrama_r_3005_idle"
"0","1","110","-78","30051","5","0","16","0","1300510007","normal"
"","0.2","1","","30051","3","300513","","idle","1300510008",""
"","","","","30051","91","0","","0","1300510009",""
"","0.2","0","","30051","3","300515","","travel_topdrama_r_3005_idle","1300510010",""
"","","","","30051","91","0","","0","1300510011",""
"","","","","30051","101","1300510009","","","1300510012",""
"","","0","","30051","3","0","","none","1300510013",""
"","","","","30051","91","0","","","1300510014",""
"","","-95","0","30052","2","1000001","0","-605","1300520001",""
"0","0","1","1","30052","6","1000001","1","1","1300520002",""
"","","-105","0","30052","2","300514","0","-605","1300520003",""
"0","0","1","1","30052","6","300514","1","1","1300520004",""
"","1","370","1","30052","31","300502","-60","300502","1300520005",""
"","","","","30052","91","0","","","1300520006",""
"","","0","","30052","23","se_travel_top","","se_travel_top_disguise_foot1","1300520007",""
"","0","1","","30052","3","1000001","","travel_topdrama_r_3005_walk","1300520008",""
"","","-95","0","30052","2","1000001","3","-180","1300520009",""
"","0.2","1","","30052","3","300514","","walk","1300520010",""
"","","-95","0","30052","2","300514","3","-180","1300520011",""
"","","","","30052","91","1300520009","","","1300520012",""
"","","0","","30052","23","se_travel_top","","se_travel_top_disguise_notice","1300520013",""
"120","-20","0","0","30052","12","300513","0","10","1300520014","0"
"","0","0","","30052","3","1000001","","travel_topdrama_r_3005_suprise","1300520015",""
"","0.2","0","","30052","3","300514","","suprise","1300520016",""
"","","","","30052","91","0","","0","1300520017",""
"","","0","","30052","23","se_travel_top","","se_travel_top_disguise_foot2","1300520018",""
"","","0","","30052","23","se_travel_top","","se_travel_top_disguise_sweat","1300520019",""
"","0","1","","30052","3","1000001","","travel_topdrama_r_3005_run","1300520020",""
"","","-95","0","30052","2","1000001","2","230","1300520021",""
"","0.2","1","","30052","3","300514","","run","1300520022",""
"","","-105","0","30052","2","300514","2","230","1300520023",""
"","1","-180","0.5","30052","31","300500","-95","300500","1300520024",""
"","","-95","0","30052","33","300500","2","230","1300520025",""
"","1","-230","0.5","30052","31","300501","25","300501","1300520026",""
"","","25","0","30052","33","300501","2","180","1300520027",""
"","easeInOutCubic","1","3","30052","121","-300","1","0","1300520028",""
"","","","","30052","93","0.5","","0","1300520029",""
"","","","","30052","4","300513","","1","1300520030",""
"","","","","30052","93","1","","0","1300520031",""
"","","0","","30052","23","se_travel_top","","se_travel_top_disguise_question","1300520032",""
"0.1","0.2","0","1","30052","3","300513","idle","question","1300520033",""
"130","20","0","0","30052","12","300513","0","5","1300520034","0"
"","","","","30052","93","0.5","","0","1300520035",""
"","","","","30052","32","300500","","0","1300520036",""
"","","","","30052","32","300501","","0","1300520037",""
"","","0","","30052","23","se_travel_top","","se_travel_top_disguise_jump","1300520038",""
"","0","0","","30052","3","1000001","","travel_topdrama_r_3005_jump","1300520039",""
"","0.2","0","","30052","3","300514","","jump","1300520040",""
"20","0","0.01","0","30052","12","1000001","0","7","1300520041","0"
"","","","","30052","93","1","","0","1300520042",""
"","","","","30052","111","","","","1300520043",""
"","","","","30052","91","0","","","1300520044",""
"0","0.73","55","-35","30061","1","1","0","1000001","1300610001","travel_topdrama_r_3000_empty"
"0","0","1","0","30061","6","1000001","1","1","1300610002",""
"0","0.73","56","-35","30061","5","14","0","300614","1300610003","empty"
"0","0","1","0","30061","6","300614","1","1","1300610004",""
"0","0.425","51","-70","30061","5","13","-30","300613","1300610005","idle"
"0","1","50","-65","30061","5","15","75","300615","1300610006","travel_topdrama_r_3005_idle"
