780e895ab7398a6b938230a1b7b9cf7b720fb54fc55deb3e13ea18950346db2d,b7dba8cf9dafde290a49ed256f601e40085c88169d2c16c5290dbbee48fa0542,77535098f7f5ca57638363e3377b88ce8e1ba9e965152a7ef67a53ab4559d070,d1df96456c40d5656c0825e0b26f269ff252c65b596e358c090561132d225593,3a00fa6f0adc4347678d565a8f08f1811c2ec9efe2cd7193a1bc2589abc7afc0,77ea31eca7342edfc87d341ee6c0ac2bc12dec951cb7345f45533a404486347c,00967612f7531fdff5cbd20a5d834195cf7c3cf1c640cf41109fbafbf9b91bdc,6b6f177a437d423e38e75c00d1200af825fd323635a9f784234c740c3d02722a,20526186bdb0439b829bb759c5cad59ccea3a8c6509c268bcc4645fa41aa1ec4,dcee350fe2fcfe4f0c7b16a45e84b4e67bf5187177390af669c76eda07ef4549,fbead0bfddaadbf40940b6944d154fc460f59f253d3bdfdfe96a6dd1d919a8fe
"se_common","0","","14714","23","se_sys_login_birthday_cracker","","","","14714056",""
"700","","","14714","32","1","","","","14714057",""
"se_common","0","","14714","23","se_sys_login_birthday_calendar_applause","","","","14714058",""
"100911","0","","14714","3","wac_birthday_clap","wac_birthday_idle_doya","0.2","1","14714059","0.2"
"102711","0","","14714","3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","0.2","1","14714060","0.2"
"0.1","","","14714","93","","","","","14714061",""
"105111","0","","14714","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","14714062","0.2"
"0.1","","","14714","93","","","","","14714063",""
"101311","0","","14714","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","14714064","0.2"
"2","","","14714","93","","","","","14714065",""
"1","","","14714","131","","","","","14714066",""
"vo_wac_14714","0","","14714","21","vo_wac_14714_000","0","","","14714067",""
"105611","10","0.5","14714","11","おっと……こいつは驚いた。\nまさかこんな仕込みをしていたなんて。\nアンタらの誕生日は覚えてたが、\n自分のはすっかり忘れちまってたよ。","1","0","1","14714068","0"
"0","","","14714","91","","","","","14714069",""
"105611","1","","14714","3","wac_birthday_idle_smile","","","","14714070","0.2"
"100911","1","","14714","3","wac_birthday_talk_doya","","","","14714071","0.2"
"vo_wac_14714","0","","14714","21","vo_wac_14714_001","0","","","14714072",""
"100911","10","0.5","14714","11","ふっ、ルカには日ごろ世話になってる\nからな！　生誕を祝うのは当然だ！\nちなみに私はローソクを立てたぞ！\n見ろ、完璧なバランスだろう！？","1","0","1","14714073","0"
"0","","","14714","91","","","","","14714074",""
"100911","1","","14714","3","wac_birthday_idle_doya","","","","14714075","0.2"
"105611","1","","14714","3","wac_birthday_talk_smile","","","","14714076","0.2"
"vo_wac_14714","0","","14714","21","vo_wac_14714_002","0","","","14714077",""
"105611","10","0.5","14714","11","ああ、たしかに、こいつはすごい。\nまるで絵の中から飛び出してきた\nみたいじゃないか……ありがとう。\n大切にいただくとするよ。","1","0","1","14714078","0"
"0","","","14714","91","","","","","14714079",""
"105611","1","","14714","3","wac_birthday_talk_doya","","","","14714080","0.2"
"vo_wac_14714","0","","14714","21","vo_wac_14714_003","0","","","14714081",""
"105611","10","0.5","14714","11","そら、アンタたちも食べな。\nせっかく用意してくれた\nごちそうなんだ。みんなで\n景気よく楽しもうじゃないか♪","1","0","1","14714082","0"
"0","","","14714","91","","","","","14714083",""
"0","","","14714","22","","","","","14714084",""
"bgm_M321","","","16114","25","bgm_M321_2C","","","","16114001",""
"1","250","wac_birthday_idle_normal","16114","1","106811","-1000","0","-70","16114002","2"
"1","256","wac_birthday_idle_smile","16114","1","101111","230","1","-270","16114003","2"
"1","257","wac_birthday_idle_normal","16114","1","104911","410","1","-310","16114004","2"
"106811","","","16114","13","300","","","","16114005",""
"101111","","","16114","13","300","","","","16114006",""
"104911","","","16114","13","300","","","","16114007",""
"501","0","","16114","31","501","0","","1","16114008","0"
"600","0","","16114","31","600","0","","1","16114009","1"
"602","0","","16114","31","602","0","","1","16114010","0"
"603","0","","16114","31","603","0","","1","16114011","0"
"604","30","","16114","31","604","60","","1","16114012","1"
"613","0","","16114","31","613","0","","1","16114013","1"
"700","0","","16114","31","700","0","","1","16114014","0"
"701","0","","16114","31","701","0","","1","16114015","0"
"702","0","","16114","31","702","0","","1","16114016","0"
"800","0","","16114","31","800","0","","1","16114017","0"
"917","30","","16114","31","917","60","","1","16114018","1"
"1","","","16114","93","","","","","16114019",""
"104911","0","","16114","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","16114020","0.2"
"0.1","","","16114","93","","","","","16114021",""
"101111","0","","16114","3","wac_birthday_reaction_03","wac_birthday_reaction_05","0.2","1","16114022","0.2"
"0.3","","","16114","93","","","","","16114023",""
"106811","1","","16114","3","wac_birthday_run_01","","","","16114024","0.2"
"106811","-70","","16114","2","0","3","","","16114025",""
"2.5","","","16114","93","","","","","16114026",""
"602","","","16114","32","1","","","","16114027",""
"0.6","","","16114","93","","","","","16114028",""
"501","","","16114","32","1","","","","16114029",""
"600","","","16114","32","0","","","","16114030",""
"613","","","16114","32","0","","","","16114031",""
"604","","","16114","32","0","","","","16114032",""
"701","","","16114","32","1","","","","16114033",""
"917","0","","16114","33","0","0.01","","","16114034",""
"106811","0","","16114","3","wac_birthday_blowout_01","wac_birthday_wish_01","0.2","1","16114035","0.2"
"106811","-330","","16114","2","-200","0.01","","","16114036",""
"101111","1","","16114","3","wac_birthday_idle_smile","","","","16114037","0.2"
"101111","-320","","16114","2","180","0.01","","","16114038",""
"104911","1","","16114","3","wac_birthday_idle_normal","","","","16114039","0.2"
"104911","-340","","16114","2","320","0.01","","","16114040",""
"0","","","16114","93","","","","","16114041",""
"800","","","16114","32","1","","","","16114042",""
"0.7","","","16114","93","","","","","16114043",""
"702","","","16114","32","1","","","","16114044",""
"0.5","","","16114","93","","","","","16114045",""
"se_common","0","","16114","23","se_sys_login_birthday_blow_candle","","","","16114046",""
"701","","","16114","32","0","","","","16114047",""
"0.4","","","16114","93","","","","","16114048",""
"se_common","0","","16114","23","se_sys_login_birthday_cracker","","","","16114049",""
"700","","","16114","32","1","","","","16114050",""
"se_common","0","","16114","23","se_sys_login_birthday_calendar_applause","","","","16114051",""
"101111","0","","16114","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","16114052","0.2"
"0.1","","","16114","93","","","","","16114053",""
"104911","0","","16114","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","16114054","0.2"
"2","","","16114","93","","","","","16114055",""
"1","","","16114","131","","","","","16114056",""
"vo_wac_16114","0","","16114","21","vo_wac_16114_000","0","","","16114057",""
"106811","10","0.5","16114","11","これはこれは……驚いたね。\n立派なケーキじゃないか。\nわざわざ用意してくれたんだ？\n嬉しいことしてくれるねえ。","1","0","1","16114058","0"
"0","","","16114","91","","","","","16114059",""
"106811","1","","16114","3","wac_birthday_idle_normal","","","","16114060","0.2"
"101111","1","","16114","3","wac_birthday_talk_smile","","","","16114061","0.2"
"vo_wac_16114","0","","16114","21","vo_wac_16114_001","0","","","16114062",""
"101111","10","0.5","16114","11","マスターにはいつもお世話に\nなってますもんね♪\nお兄ちゃんと私たちみんなで\n作っちゃいました！","1","0","1","16114063","0"
"0","","","16114","91","","","","","16114064",""
"101111","1","","16114","3","wac_birthday_idle_smile","","","","16114065","0.2"
"104911","1","","16114","3","wac_birthday_talk_wish","","","","16114066","0.2"
"vo_wac_16114","0","","16114","21","vo_wac_16114_002","0","","","16114067",""
"104911","10","0.5","16114","11","クレープ屋さんで培った技術を\nふんだんにつぎ込んだ\nお姉ちゃんと弟くんとの愛の傑作だよ！\nさぁ、マスター。食べて食べて。","1","0","1","16114068","0"
"0","","","16114","91","","","","","16114069",""
"104911","1","","16114","3","wac_birthday_idle_wish","","","","16114070","0.2"
"101111","1","","16114","3","wac_birthday_talk_doya","","","","16114071","0.2"
"vo_wac_16114","0","","16114","21","vo_wac_16114_003","0","","","16114072",""
"101111","10","0.5","16114","11","妹も！　妹もいましたからね！\nお姉ちゃん！","1","0","1","16114073","0"
"0","","","16114","91","","","","","16114074",""
"101111","1","","16114","3","wac_birthday_idle_doya","","","","16114075","0.2"
"106811","1","","16114","3","wac_birthday_talk_smile","","","","16114076","0.2"
"vo_wac_16114","0","","16114","21","vo_wac_16114_004","0","","","16114077",""
"106811","10","0.5","16114","11","はは、これはアタシだけじゃあ\n食べきれないなあ。\nもちろん、手伝ってくれるん\nだよね、少年？","1","0","1","16114078","0"
"0","","","16114","91","","","","","16114079",""
"0","","","16114","22","","","","","16114080",""
"bgm_M321","","","16414","25","bgm_M321_2C","","","","16414001",""
"1","250","wac_birthday_idle_normal","16414","1","105311","-1000","0","-70","16414002","2"
"1","256","wac_birthday_idle_doya","16414","1","103011","170","1","-260","16414003","2"
"1","259","wac_birthday_idle_smile","16414","1","100811","270","1","-310","16414004","2"
"1","257","wac_birthday_idle_normal","16414","1","104511","400","1","-270","16414005","2"
"1","258","wac_birthday_idle_wish","16414","1","105511","500","1","-310","16414006","2"
"105311","","","16414","13","300","","","","16414007",""
"103011","","","16414","13","300","","","","16414008",""
"501","0","","16414","31","501","0","","1","16414009","0"
"600","0","","16414","31","600","0","","1","16414010","1"
"602","0","","16414","31","602","0","","1","16414011","0"
"603","0","","16414","31","603","0","","1","16414012","0"
"604","30","","16414","31","604","60","","1","16414013","1"
"613","0","","16414","31","613","0","","1","16414014","1"
"700","0","","16414","31","700","0","","1","16414015","0"
"701","0","","16414","31","701","0","","1","16414016","0"
"702","0","","16414","31","702","0","","1","16414017","0"
"800","0","","16414","31","800","0","","1","16414018","0"
"918","30","","16414","31","918","60","","1","16414019","1"
"1","","","16414","93","","","","","16414020",""
"100811","0","","16414","3","wac_birthday_reaction_03","wac_birthday_reaction_05","0.2","1","16414021","0.2"
"103011","0","","16414","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","16414022","0.2"
"0.1","","","16414","93","","","","","16414023",""
"104511","0","","16414","3","wac_birthday_reaction_01","wac_birthday_reaction_04","0.2","1","16414024","0.2"
"105511","0","","16414","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","16414025","0.2"
"0.3","","","16414","93","","","","","16414026",""
"105311","1","","16414","3","wac_birthday_run_01","","","","16414027","0.2"
"105311","-70","","16414","2","0","3","","","16414028",""
"2.5","","","16414","93","","","","","16414029",""
"602","","","16414","32","1","","","","16414030",""
"0.6","","","16414","93","","","","","16414031",""
"501","","","16414","32","1","","","","16414032",""
"600","","","16414","32","0","","","","16414033",""
"613","","","16414","32","0","","","","16414034",""
"604","","","16414","32","0","","","","16414035",""
"701","","","16414","32","1","","","","16414036",""
"918","0","","16414","33","0","0.01","","","16414037",""
"105311","0","","16414","3","wac_birthday_blowout_03","wac_birthday_wish_01","0.2","1","16414038","0.2"
"105311","-330","","16414","2","-200","0.01","","","16414039",""
"103011","1","","16414","3","wac_birthday_idle_doya","","","","16414040","0.2"
"103011","-320","","16414","2","150","0.01","","","16414041",""
"100811","1","","16414","3","wac_birthday_idle_smile","","","","16414042","0.2"
"100811","-360","","16414","2","260","0.01","","","16414043",""
"104511","1","","16414","3","wac_birthday_idle_normal","","","","16414044","0.2"
"104511","-320","","16414","2","390","0.01","","","16414045",""
"105511","1","","16414","3","wac_birthday_idle_wish","","","","16414046","0.2"
"105511","-340","","16414","2","490","0.01","","","16414047",""
"0","","","16414","93","","","","","16414048",""
"800","","","16414","32","1","","","","16414049",""
"0.7","","","16414","93","","","","","16414050",""
"702","","","16414","32","1","","","","16414051",""
"0.5","","","16414","93","","","","","16414052",""
"se_common","0","","16414","23","se_sys_login_birthday_blow_candle","","","","16414053",""
"701","","","16414","32","0","","","","16414054",""
"0.4","","","16414","93","","","","","16414055",""
"se_common","0","","16414","23","se_sys_login_birthday_cracker","","","","16414056",""
"700","","","16414","32","1","","","","16414057",""
"se_common","0","","16414","23","se_sys_login_birthday_calendar_applause","","","","16414058",""
"103011","0","","16414","3","wac_birthday_clap","wac_birthday_idle_doya","0.2","1","16414059","0.2"
"104511","0","","16414","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","16414060","0.2"
"0.1","","","16414","93","","","","","16414061",""
"100811","0","","16414","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","16414062","0.2"
"0.1","","","16414","93","","","","","16414063",""
"105511","0","","16414","3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","0.2","1","16414064","0.2"
"2","","","16414","93","","","","","16414065",""
"1","","","16414","131","","","","","16414066",""
"vo_wac_16414","0","","16414","21","vo_wac_16414_000","0","","","16414067",""
"105311","10","0.5","16414","11","私の誕生日祝い、だと……？\nな、なんと巨大なケーキだ！\nそれにとんでもなく香しい匂いが……！\nこれを私のために……？","1","0","1","16414068","0"
"0","","","16414","91","","","","","16414069",""
"105311","1","","16414","3","wac_birthday_idle_smile","","","","16414070","0.2"
"103011","1","","16414","3","wac_birthday_talk_kyapi","","","","16414071","0.2"
"vo_wac_16414","0","","16414","21","vo_wac_16414_001","0","","","16414072",""
"103011","10","0.5","16414","11","イエース！　スウィートなものを\nコレデモカとテンコ盛りにした、\nスペシャルスウィートケーキデス！\nお召し上がりクダサーイ！","1","0","1","16414073","0"
