8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"","3","","","lsv_talk_memory_dere2","0.2","122811","1009806","1","","1009806094"
"","21","","0","vo_lsv_0629","","vo_lsv","1009806","0","","1009806095"
"0","11","1","1","あ～、焼きそば～！","0","122811","1009806","10","0","1009806096"
"","91","","","","","0","1009806","","","1009806097"
"","3","","","lsv_idle_memory","0.2","122811","1009806","1","","1009806098"
"","3","1","lsv_idle_normal_joyR","lsv_smile2","0","122911","1009806","0","0.2","1009806099"
"","21","","0","vo_lsv_0630","","vo_lsv","1009806","0","","1009806100"
"0","11","1","1","おいしいよね～♪","0","122911","1009806","10","0","1009806101"
"","91","","","","","0","1009806","","","1009806102"
"","3","","","lsv_talk_joy3_dere","0.2","122711","1009806","1","","1009806103"
"","21","","0","vo_lsv_0631","","vo_lsv","1009806","0","","1009806104"
"0","11","1","1","あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！","0","122711","1009806","10","0","1009806105"
"","91","","","","","0","1009806","","","1009806106"
"","3","","","lsv_idle_joy_dere2","0.2","122711","1009806","1","","1009806107"
"","101","","","","","1009806133","1009806","","","1009806108"
"","3","1","lsv_idle_normal","lsv_choice","0","122711","1009806","0","0.2","1009806109"
"","3","1","lsv_idle_normal","lsv_choice","0","122911","1009806","0","0.2","1009806110"
"","3","1","lsv_idle_normal","lsv_choice","0","122811","1009806","0","0.2","1009806111"
"","93","","","0","","0.1","1009806","","","1009806112"
"","2","2","0.33","-200","","122711","1009806","-235","0.2","1009806113"
"","2","2","0.33","100","","122911","1009806","-220","0.2","1009806114"
"","2","2","0.33","270","","122811","1009806","-250","0.2","1009806115"
"","93","","","0","","0.7","1009806","","","1009806116"
"","3","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","0","122811","1009806","0","0.2","1009806117"
"","21","","0","vo_lsv_0632","","vo_lsv","1009806","0","","1009806118"
"0","11","1","1","うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪","0","122811","1009806","10","0","1009806119"
"","91","","","","","0","1009806","","","1009806120"
"","3","","","lsv_idle_joy","0.2","122811","1009806","1","","1009806121"
"","3","","","lsv_talk_surprise_dere","0.2","122911","1009806","1","","1009806122"
"","21","","0","vo_lsv_0633","","vo_lsv","1009806","0","","1009806123"
"0","11","1","1","ミミはシュワシュワが\nやさしいラムネが\nいいな～","0","122911","1009806","10","0","1009806124"
"","91","","","","","0","1009806","","","1009806125"
"","3","","","lsv_idle_surprise_joy","0.2","122911","1009806","1","","1009806126"
"","3","","","lsv_talk_normal","0.2","122711","1009806","1","","1009806127"
"","21","","0","vo_lsv_0634","","vo_lsv","1009806","0","","1009806128"
"0","11","1","1","せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。","0","122711","1009806","10","0","1009806129"
"","91","","","","","0","1009806","","","1009806130"
"","3","","","lsv_idle_normal","0.2","122711","1009806","1","","1009806131"
"","101","","","","","1009806133","1009806","","","1009806132"
"","91","","","","","0","1009806","","","1009806133"
"","102","","","","","","1009806","","","1009806134"
"","22","","","0.2","","0","1009806","","","1009806135"
"","93","","","","","0.2","1009806","","","1009806136"
"0","12","0","0","10","0","122711","1009806","1","0","1009806137"
"","3","","","lsv_talk_bitter","0.2","122711","1009806","1","","1009806138"
"","93","","","0","","3","1009806","","","1009806139"
"","3","","","lsv_idle_surprise_talkjoy","0.2","122711","1009806","1","","1009806140"
"0","12","0","0","8","0","122811","1009806","1","0","1009806141"
"","3","","","lsv_talk_memory","0.2","122811","1009806","1","","1009806142"
"","93","","","0","","3","1009806","","","1009806143"
"","3","","","lsv_idle_joy","0.2","122811","1009806","1","","1009806144"
"0","12","0","0","6","0","122911","1009806","1","0","1009806145"
"","3","","","lsv_talk_wish_joy","0.2","122911","1009806","1","","1009806146"
"","93","","","0","","3","1009806","","","1009806147"
"","3","","","lsv_idle_normal_joyR","0.2","122911","1009806","1","","1009806148"
"","101","","","","","1009806137","1009806","","","1009806149"
"","6","0","1","1","1","333","1009806","1","0","1009806150"
"","4","","","1","","122711","1009806","","","1009806151"
"","3","","","lsv_run","0.2","122711","1009806","1","","1009806152"
"","2","0","0.8","-750","","122711","1009806","-235","","1009806153"
"","4","","","0","","122911","1009806","","","1009806154"
"","3","","","lsv_run","0.2","122911","1009806","1","","1009806155"
"","2","0","0.8","750","","122911","1009806","-220","","1009806156"
"","4","","","0","","122811","1009806","","","1009806157"
"","3","","","lsv_run","0.2","122811","1009806","1","","1009806158"
"","2","0","0.8","850","","122811","1009806","-250","","1009806159"
"","93","","","","","0.6","1009806","","","1009806160"
"","6","0","1","1","0.2","122711","1009806","1","0","1009806161"
"","6","0","1","1","0.2","122911","1009806","1","0","1009806162"
"","6","0","1","1","0.2","122811","1009806","1","0","1009806163"
"","91","","","","","0","1009806","","","1009806164"
"lsv_idle_normal","1","-235","-650","102011","1.95","1","1009807","102","0","1009807001"
"lsv_idle_normal","1","-220","650","100411","1.95","1","1009807","100","1","1009807002"
"lsv_idle_normal","1","-250","750","103611","1.95","1","1009807","101","1","1009807003"
"lsv_white_loop","5","0","0","333","1","1","1009807","0","0","1009807004"
"","6","0","1","1","0","333","1009807","1","0","1009807005"
"","6","0","1","1","0","102011","1009807","1","0","1009807006"
"","6","0","1","1","0","100411","1009807","1","0","1009807007"
"","6","0","1","1","0","103611","1009807","1","0","1009807008"
"","93","","","0","","1","1009807","","","1009807009"
"","6","0.4","1","1","0.8","333","1009807","1","0","1009807010"
"","3","","","lsv_walk_joy","0.2","102011","1009807","1","","1009807011"
"","2","0","2","-200","","102011","1009807","-235","","1009807012"
"","6","1","1","1","0.4","102011","1009807","1","0","1009807013"
"","3","","","lsv_walk","0.2","100411","1009807","1","","1009807014"
"","2","0","2","100","","100411","1009807","-220","","1009807015"
"","6","1","1","1","0.4","100411","1009807","1","0","1009807016"
"","3","","","lsv_walk","0.2","103611","1009807","1","","1009807017"
"","2","0","2","270","","103611","1009807","-250","","1009807018"
"","6","1","1","1","0.4","103611","1009807","1","0","1009807019"
"","93","","","0","","2","1009807","","","1009807020"
"","3","","","lsv_idle_wish_joyR","0.2","102011","1009807","1","","1009807021"
"","3","","","lsv_idle_normal","0.2","100411","1009807","1","","1009807022"
"","3","","","lsv_idle_normal","0.2","103611","1009807","1","","1009807023"
"","93","","","0","","0.6","1009807","","","1009807024"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009807","1","","1009807025"
"","21","","0","vo_lsv_0721","","vo_lsv","1009807","0","","1009807026"
"0","11","1","1","みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪","0","102011","1009807","10","0","1009807027"
"","91","","","","","0","1009807","","","1009807028"
"","3","","","lsv_idle_wish_joyR","0.2","102011","1009807","1","","1009807029"
"","3","","","lsv_talk_surprise_talkjoy","0.2","103611","1009807","1","","1009807030"
"","21","","0","vo_lsv_0722","","vo_lsv","1009807","0","","1009807031"
"0","11","1","1","みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。","0","103611","1009807","10","0","1009807032"
"","91","","","","","0","1009807","","","1009807033"
"","3","","","lsv_idle_surprise_doya","0.2","103611","1009807","1","","1009807034"
"","3","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","0","100411","1009807","0","0.2","1009807035"
"","21","","0","vo_lsv_0723","","vo_lsv","1009807","0","","1009807036"
"0","11","1","1","今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。","0","100411","1009807","10","0","1009807037"
"","91","","","","","0","1009807","","","1009807038"
"","3","","","lsv_idle_arm_crossed","0.2","100411","1009807","1","","1009807039"
"","3","","","lsv_talk_joy1_normal","0.2","103611","1009807","1","","1009807040"
"","21","","0","vo_lsv_0724","","vo_lsv","1009807","0","","1009807041"
"0","11","1","1","やっぱり情報収集のやり方を\n変えて正解だったね。","0","103611","1009807","10","0","1009807042"
"","91","","","","","0","1009807","","","1009807043"
"","3","","","lsv_idle_normal_suprise1","0.2","103611","1009807","1","","1009807044"
"","3","1","lsv_talk_guts2_loop","lsv_talk_guts2","0","100411","1009807","0","0.2","1009807045"
"","21","","0","vo_lsv_0725","","vo_lsv","1009807","0","","1009807046"
"0","11","1","1","あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！","0","100411","1009807","10","0","1009807047"
"","91","","","","","0","1009807","","","1009807048"
"","3","","","lsv_idle_normal_joy","0.2","100411","1009807","1","","1009807049"
"","3","","","lsv_talk_joy3","0.2","102011","1009807","1","","1009807050"
"","21","","0","vo_lsv_0726","","vo_lsv","1009807","0","","1009807051"
"0","11","1","1","お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～","0","102011","1009807","10","0","1009807052"
"","91","","","","","0","1009807","","","1009807053"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009807","1","","1009807054"
"","3","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","0","103611","1009807","0","0.2","1009807055"
"","21","","0","vo_lsv_0727","","vo_lsv","1009807","0","","1009807056"
"0","11","1","1","私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？","0","103611","1009807","10","0","1009807057"
"","91","","","","","0","1009807","","","1009807058"
"","3","","","lsv_idle_arm_crossed","0.2","103611","1009807","1","","1009807059"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009807","0","0.2","1009807060"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009807","0","0.2","1009807061"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009807","0","0.2","1009807062"
"","93","","","0","","0.1","1009807","","","1009807063"
"","2","2","0.33","-452","","102011","1009807","-235","0.2","1009807064"
"","2","2","0.33","420","","100411","1009807","-220","0.2","1009807065"
"","2","2","0.33","545","","103611","1009807","-250","0.2","1009807066"
"","22","","","0","0.2","0","1009807","1","","1009807067"
"","103","","","1009807071","","プールバッグのままで。","1009807","0","","1009807068"
"","103","","","1009807095","","バスケットがいいかも。","1009807","0","","1009807069"
"","103","","","1009807119","","リュックサックはどう？","1009807","0","","1009807070"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009807","0","0.2","1009807071"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009807","0","0.2","1009807072"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009807","0","0.2","1009807073"
"","93","","","0","","0.1","1009807","","","1009807074"
"","2","2","0.33","-200","","102011","1009807","-235","0.2","1009807075"
"","2","2","0.33","100","","100411","1009807","-220","0.2","1009807076"
"","2","2","0.33","270","","103611","1009807","-250","0.2","1009807077"
"","93","","","0","","0.7","1009807","","","1009807078"
"","3","","","lsv_look_idle_sad","0.2","103611","1009807","1","","1009807079"
"","21","","0","vo_lsv_0728","","vo_lsv","1009807","0","","1009807080"
"0","11","1","1","そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。","0","103611","1009807","10","0","1009807081"
"","91","","","","","0","1009807","","","1009807082"
"","3","","","lsv_idle_normal","0.2","103611","1009807","1","","1009807083"
"","3","","","lsv_talk_wish_surprise","0.2","100411","1009807","1","","1009807084"
"","21","","0","vo_lsv_0729","","vo_lsv","1009807","0","","1009807085"
"0","11","1","1","確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。","0","100411","1009807","10","0","1009807086"
"","91","","","","","0","1009807","","","1009807087"
"","3","","","lsv_idle_wish","0.2","100411","1009807","1","","1009807088"
"","3","","","lsv_talk_normal","0.2","102011","1009807","1","","1009807089"
"","21","","0","vo_lsv_0730","","vo_lsv","1009807","0","","1009807090"
"0","11","1","1","あと抱っこするときは、\nかわりばんこにするのもね♪","0","102011","1009807","10","0","1009807091"
"","91","","","","","0","1009807","","","1009807092"
"","3","","","lsv_idle_normal","0.2","102011","1009807","1","","1009807093"
"","101","","","","","1009807143","1009807","","","1009807094"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009807","0","0.2","1009807095"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009807","0","0.2","1009807096"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009807","0","0.2","1009807097"
"","93","","","0","","0.1","1009807","","","1009807098"
"","2","2","0.33","-200","","102011","1009807","-235","0.2","1009807099"
"","2","2","0.33","100","","100411","1009807","-220","0.2","1009807100"
"","2","2","0.33","270","","103611","1009807","-250","0.2","1009807101"
"","93","","","0","","0.7","1009807","","","1009807102"
"","3","","","lsv_talk_surprise_talkjoy","0.2","102011","1009807","1","","1009807103"
"","21","","0","vo_lsv_0731","","vo_lsv","1009807","0","","1009807104"
"0","11","1","1","バスケットなら\nゆりかごみたいになって\nみゅ～ちゃんも気持ちいいかも♪","0","102011","1009807","10","0","1009807105"
"","91","","","","","0","1009807","","","1009807106"
"","3","","","lsv_idle_surprise_joy","0.2","102011","1009807","1","","1009807107"
"","3","","","lsv_talk_sad","0.2","103611","1009807","1","","1009807108"
"","21","","0","vo_lsv_0732","","vo_lsv","1009807","0","","1009807109"
"0","11","1","1","うーん…ちゃんと持たないと\nユラユラ揺れすぎて\n酔っちゃうかもしれないよ？","0","103611","1009807","10","0","1009807110"
"","91","","","","","0","1009807","","","1009807111"
"","3","","","lsv_idle_sad_normal","0.2","103611","1009807","1","","1009807112"
"","3","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","0","100411","1009807","0","0.2","1009807113"
"","21","","0","vo_lsv_0733","","vo_lsv","1009807","0","","1009807114"
"0","11","1","1","試すだけ試してみようよ。\n気に入らないみたいなら、\nプールバッグのままでいいし♪","0","100411","1009807","10","0","1009807115"
"","91","","","","","0","1009807","","","1009807116"
"","3","","","lsv_idle_cool","0.2","100411","1009807","1","","1009807117"
"","101","","","","","1009807143","1009807","","","1009807118"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009807","0","0.2","1009807119"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009807","0","0.2","1009807120"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009807","0","0.2","1009807121"
"","93","","","0","","0.1","1009807","","","1009807122"
"","2","2","0.33","-200","","102011","1009807","-235","0.2","1009807123"
"","2","2","0.33","100","","100411","1009807","-220","0.2","1009807124"
"","2","2","0.33","270","","103611","1009807","-250","0.2","1009807125"
"","93","","","0","","0.7","1009807","","","1009807126"
"","3","1","lsv_talk_guts2_loop","lsv_talk_guts2","0","100411","1009807","0","0.2","1009807127"
"","21","","0","vo_lsv_0734","","vo_lsv","1009807","0","","1009807128"
"0","11","1","1","おんぶみたいな感じになるね！\nそれもありかも？","0","100411","1009807","10","0","1009807129"
