a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"10071","","906","32","","19060064","","","","1",""
"10081","","906","32","","19060065","","","","1",""
"2","","906","93","","19060066","","","","0",""
"126911","-180","906","2","4.11764705882353","19060067","","","","850",""
"11","-180","906","33","4.11764705882353","19060068","","","","880",""
"10071","-180","906","33","4.11764705882353","19060069","","","","880",""
"117311","-125","906","2","5.88235294117647","19060070","","","","850",""
"21","-125","906","33","5.88235294117647","19060071","","","","850",""
"10081","-125","906","33","5.88235294117647","19060072","","","","850",""
"1.5","","906","93","","19060073","","","","0",""
"10071","","906","32","","19060074","","","","0",""
"10071","","906","32","","19060075","","","","1",""
"10081","","906","32","","19060076","","","","0",""
"10081","","906","32","","19060077","","","","1",""
"19060070","","906","91","","19060078","","","","",""
"1","12","907","1","-850","19070001","1.75","07_shinobu_search","-125","127111","0"
"1","22","907","1","-850","19070002","1.75","07_ruka_float","-180","113111","0"
"4","22","907","5","-850","19070003","1.75","07_dokuro_float","-180","4","0"
"5","-850","907","31","-125","19070004","1","","1","11",""
"4","-850","907","31","-180","19070005","1","","1","21",""
"4","-850","907","31","-180","19070006","1","","1","31",""
"se_10053800","1","907","23","","19070007","","","","se_fpc_water_random",""
"19070006","","907","91","","19070008","","","","0",""
"127111","1","907","3","","19070009","0.1","","","07_shinobu_search",""
"127111","-125","907","2","8.38806396344946","19070010","","","12","325",""
"11","-125","907","33","8.38806396344946","19070011","","","12","325",""
"","","907","91","","19070012","","","","",""
"127111","0","907","3","07_shinobu_talk_loop","19070013","0.1","","1","07_shinobu_talk_in","0.1"
"1","","907","93","","19070014","","","","0",""
"vo_fpc","","907","21","0","19070015","","","","vo_fpc_20700",""
"127111","10","907","11","1","19070016","0","0.5","0","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0"
"0","","907","91","","19070017","","","","",""
"0.5","","907","93","","19070018","","","","0",""
"113111","-180","907","2","4.11764705882353","19070019","","","12","-150",""
"21","-180","907","33","4.11764705882353","19070020","","","12","-150",""
"","","907","91","","19070021","","","","",""
"113111","1","907","3","","19070022","0.1","","","07_ruka_float2",""
"vo_fpc","","907","21","0","19070023","","","","vo_fpc_20701",""
"113111","10","907","11","1","19070024","0","0.5","0","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0"
"0","","907","91","","19070025","","","","",""
"0.5","","907","93","","19070026","","","","0",""
"vo_fpc","","907","21","0","19070027","","","","vo_fpc_20702",""
"113111","10","907","11","1","19070028","0","0.5","0","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0"
"0","","907","91","","19070029","","","","",""
"0.5","","907","93","","19070030","","","","0",""
"vo_fpc","","907","21","0","19070031","","","","vo_fpc_20703",""
"113111","10","907","11","1","19070032","0","0.5","0","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0"
"0","","907","91","","19070033","","","","",""
"0.5","","907","93","","19070034","","","","0",""
"113111","1","907","3","","19070035","0.1","","","07_ruka_float",""
"vo_fpc","","907","21","0","19070036","","","","vo_fpc_20704",""
"113111","10","907","11","1","19070037","0","0.5","0","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0"
"0","","907","91","","19070038","","","","",""
"0.5","","907","93","","19070039","","","","0",""
"113111","-180","907","2","4.52488687782805","19070040","","","","850",""
"21","-180","907","33","4.52488687782805","19070041","","","","850",""
"113111","","907","4","","19070042","","","","1",""
"113111","1","907","3","","19070043","0.1","","","07_ruka_float",""
"3.2","","907","93","","19070044","","","","0",""
"127111","0","907","3","07_shinobu_turnFace_loop","19070045","0.1","","1","07_shinobu_turnFace_in","0.1"
"19070040","","907","91","","19070046","","","","",""
"4","-180","907","2","3.82352941176471","19070047","","","","-200",""
"31","-180","907","33","3.82352941176471","19070048","","","","-200",""
"19070047","","907","91","","19070049","","","","",""
"127111","0","907","3","07_shinobu_surprise_loop","19070050","0.1","","1","07_shinobu_surprise_in","0.1"
"vo_fpc","","907","21","0","19070051","","","","vo_fpc_20705",""
"4","10","907","11","1","19070052","0","0.5","0","うう…おね…","120"
"0","","907","91","","19070053","","","","",""
"0.5","","907","93","","19070054","","","","0",""
"4","1","907","3","","19070055","0.2","","","07_dokuro_spin",""
"vo_fpc","","907","21","0","19070056","","","","vo_fpc_20706",""
"4","10","907","11","1","19070057","0","0.5","0","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","120"
"0","","907","91","","19070058","","","","",""
"0.5","","907","93","","19070059","","","","0",""
"127111","0","907","3","07_shinobu_sad_loop","19070060","0.1","","1","07_shinobu_sad_in","0.1"
"vo_fpc","","907","21","0","19070061","","","","vo_fpc_20707",""
"127111","10","907","11","1","19070062","0","0.5","0","やっぱり自業自得のようですね…\n放っておきましょう。","0"
"0","","907","91","","19070063","","","","",""
"0.5","","907","93","","19070064","","","","0",""
"127111","0","907","3","07_shinobu_swim_loop","19070065","0.1","","1","07_shinobu_swim_in","0.1"
"11","","907","32","","19070066","","","","1",""
"127111","-125","907","2","3.08823529411765","19070067","","","","850",""
"11","-125","907","33","3.08823529411765","19070068","","","","850",""
"4","1","907","3","","19070069","0.3","","","07_dokuro_float",""
"4","-180","907","2","6.17647058823529","19070070","","","","850",""
"31","-180","907","33","6.17647058823529","19070071","","","","850",""
"19070070","","907","91","","19070072","","","","",""
"1","12","908","1","750","19080001","1.4875","cmn_walk_r","-15","107811","0"
"1","23","908","1","-900","19080002","1.75","cmn_swm_tread","-180","126911","0"
"5","22","908","5","-900","19080003","1.75","08_penpokorin","-180","5","0"
"1007","-850","908","31","-180","19080004","0","","1","10071",""
"3","-900","908","31","-180","19080005","1","","1","3",""
"se_10053800","1","908","23","","19080006","","","","se_fpc_water_random",""
"19080005","","908","91","","19080007","","","","",""
"126911","-180","908","2","5.88235294117647","19080008","","","12","-100",""
"5","-180","908","2","5.88235294117647","19080009","","","12","-100",""
"3","-180","908","33","5.88235294117647","19080010","","","12","-100",""
"10071","-180","908","33","5.88235294117647","19080011","","","12","-50",""
"2.3","","908","93","","19080012","","","","0",""
"vo_fpc","","908","21","0","19080013","","","","vo_fpc_20800",""
"10071","","908","32","","19080014","","","","1",""
"107811","-15","908","2","3.30882352941176","19080015","","","12","300",""
"19080015","","908","91","","19080016","","","","",""
"107811","0","908","3","08_kyaru_surprise_loop","19080017","0.1","","1","08_kyaru_surprise_in","0.1"
"vo_fpc","","908","21","0","19080018","","","","vo_fpc_20801",""
"107811","10","908","11","1","19080019","0","0.5","0","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0"
"0","","908","91","","19080020","","","","",""
"0.5","","908","93","","19080021","","","","0",""
"vo_fpc","","908","21","0","19080022","","","","vo_fpc_20802",""
"107811","10","908","11","1","19080023","0","0.5","0","なに持ち込んでんのよ！","0"
"0","","908","91","","19080024","","","","",""
"0.5","","908","93","","19080025","","","","0",""
"126911","1","908","3","","19080026","0.1","","","08_ranfa_talk",""
"5","1","908","3","","19080027","0.1","","","08_penpokorin",""
"vo_fpc","","908","21","0","19080028","","","","vo_fpc_20803",""
"126911","10","908","11","1","19080029","0","0.5","0","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0"
"0","","908","91","","19080030","","","","",""
"0.5","","908","93","","19080031","","","","0",""
"126911","1","908","3","","19080032","0.1","","","cmn_swm_tread",""
"5","1","908","3","","19080033","0.1","","","08_penpokorin",""
"107811","0","908","3","08_kyaru_talk_loop","19080034","0.1","","1","08_kyaru_talk_in","0.1"
"vo_fpc","","908","21","0","19080035","","","","vo_fpc_20804",""
"107811","10","908","11","1","19080036","0","0.5","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","0"
"0","","908","91","","19080037","","","","",""
"0.5","","908","93","","19080038","","","","0",""
"126911","1","908","3","","19080039","0.1","","","08_ranfa_talk",""
"5","1","908","3","","19080040","0.1","","","08_penpokorin",""
"vo_fpc","","908","21","0","19080041","","","","vo_fpc_20805",""
"126911","10","908","11","1","19080042","0","0.5","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0"
"0","","908","91","","19080043","","","","",""
"0.5","","908","93","","19080044","","","","0",""
"126911","1","908","3","","19080045","0.1","","","cmn_swm_tread",""
"5","1","908","3","","19080046","0.1","","","08_penpokorin",""
"107811","0","908","3","08_kyaru_deny_loop","19080047","0.1","","1","08_kyaru_deny_in","0.1"
"vo_fpc","","908","21","0","19080048","","","","vo_fpc_20806",""
"107811","10","908","11","1","19080049","0","0.5","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0"
"0","","908","91","","19080050","","","","",""
"0.5","","908","93","","19080051","","","","0",""
"107811","1","908","3","","19080052","","","","08_kyaru_run",""
"107811","-15","908","2","2.07390648567119","19080053","","","","850",""
"19080053","","908","91","","19080054","","","","",""
"126911","-180","908","2","4.29864253393665","19080055","","","","850",""
"5","-180","908","2","4.29864253393665","19080056","","","","850",""
"3","-180","908","33","4.29864253393665","19080057","","","","850",""
"19080057","","908","91","","19080058","","","","",""
"1","12","909","1","-850","19090001","1.75","09_jun_spreadFloat","-125","113611","0"
"1","12","909","1","-850","19090002","1.75","09_cmn_float","-125","113511","1"
"1","22","909","1","-1050","19090003","1.75","09_cmn_float","-180","113411","0"
"1","12","909","1","750","19090004","1.4875","09_misogi_run","-15","122811","1"
"4","-850","909","31","-125","19090005","1","","1","11",""
"6","-820","909","31","-125","19090006","1","","1","21",""
"6","-1050","909","31","-180","19090007","1","","1","31",""
"se_10053800","1","909","23","","19090008","","","","se_fpc_water_random",""
"19090007","","909","91","","19090009","","","","0",""
"113611","-125","909","2","6.32352941176471","19090010","","","12","225",""
"11","-125","909","33","6.32352941176471","19090011","","","12","225",""
"3","","909","93","","19090012","","","","0",""
"122811","-15","909","2","5.65610859728507","19090013","","","","-750",""
"0.7","","909","93","","19090014","","","","0",""
"113611","0","909","3","09_jun_notice_loop","19090015","0.1","","1","09_jun_notice_in","0.1"
"19090010","","909","91","","19090016","","","","",""
"113611","0","909","3","09_jun_alart_loop","19090017","0.1","","1","09_jun_alart_in","0.1"
"113511","-125","909","2","4.26470588235294","19090018","","","12","-125",""
"21","-125","909","33","4.26470588235294","19090019","","","12","-95",""
"113411","-180","909","2","4.11764705882353","19090020","","","12","-350",""
"31","-180","909","33","4.11764705882353","19090021","","","12","-350",""
"0.5","","909","93","","19090022","","","","0",""
"vo_fpc","","909","21","0","19090023","","","","vo_fpc_20900",""
"113611","10","909","11","1","19090024","0","0.5","0","おっと…\nプールサイドを走ったら危ないよ！","0"
"0","","909","91","","19090025","","","","",""
"0.5","","909","93","","19090026","","","","0",""
"19090018","","909","91","","19090027","","","","",""
"113611","0","909","3","09_jun_idle_loop","19090028","0.1","","1","09_jun_idle_in","0.1"
"113511","1","909","3","","19090029","0.1","","","09_cmn_float_talk",""
"vo_fpc","","909","21","0","19090030","","","","vo_fpc_20901",""
"113511","10","909","11","1","19090031","0","0.5","0","あら？\n今、ジュンさんの声がしたような…","0"
"0","","909","91","","19090032","","","","",""
"0.5","","909","93","","19090033","","","","0",""
"19090033","","909","91","","19090034","","","","",""
"113511","1","909","3","","19090035","0.1","","","09_cmn_float",""
"113411","1","909","3","","19090036","0.1","","","09_cmn_float_search",""
"vo_fpc","","909","21","0","19090037","","","","vo_fpc_20902",""
"113411","10","909","11","1","19090038","0","0.5","0","え？　ホント？\nどこだろー？","0"
"0","","909","91","","19090039","","","","",""
"0.5","","909","93","","19090040","","","","0",""
"113611","1","909","3","","19090041","0.1","","","09_jun_talk1_loop",""
"113411","1","909","3","","19090042","0.1","","","09_cmn_float",""
"vo_fpc","","909","21","0","19090043","","","","vo_fpc_20903",""
"113611","10","909","11","1","19090044","0","0.5","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0"
"0","","909","91","","19090045","","","","",""
"0.5","","909","93","","19090046","","","","0",""
"vo_fpc","","909","21","0","19090047","","","","vo_fpc_20904",""
"113611","10","909","11","1","19090048","0","0.5","0","あのー…\nどなたか探しておられるのですか？","0"
"0","","909","91","","19090049","","","","",""
"0.5","","909","93","","19090050","","","","0",""
"113511","","909","4","","19090051","","","","0",""
"21","-125","909","33","0","19090052","","","","-125",""
"113511","0","909","3","09_cmn_float_talk","19090053","","","1","09_cmn_float_notice","0.1"
"vo_fpc","","909","21","0","19090054","","","","vo_fpc_20905",""
"113511","10","909","11","1","19090055","0","0.5","0","はい、いつも鎧姿の人なんですけど…","0"
"0","","909","91","","19090056","","","","",""
"0.5","","909","93","","19090057","","","","0",""
"113411","1","909","3","","19090058","0.1","","","09_cmn_float_smile",""
"113511","1","909","3","","19090059","0.1","","","09_cmn_float",""
"vo_fpc","","909","21","0","19090060","","","","vo_fpc_20906",""
"113411","10","909","11","1","19090061","0","0.5","0","面白くてかっこいい人なんだ♪","0"
