c0effbccfee20244d9c0de92ff102837b0d88f2b71b2c906827024c6fe1520f8,73df246d5c6222210c7a4a8c9e3c5b2055279b0cb3215d96bc8630da6c1d37d4,44989979ed8b9fdc6d2978c49588a3d0e065a7d13dd9da86348f405b948934de,e3bbf097319903c1e7b5aca73bac1c5da2f6ac38debbf076702c28cf6d2ef768,34c7e344314ab582444b51df1155fbbe53c0562d5815e6771abecbdc959bec10,aaa6524c6007524d7deb0150a1c6787e274a98097d55517fd0be28d367ac2560,5243ae9de30bc6177fbdf4c99cadc52cad702300c16e06cd50e00f5f50a37ac8,5c11de100277007c0558e4e94e82722cb22d839b6ea6ef11822c72a2f1f64038,1aba77e7ff285e21d9a9eaa57ee5c9c8565da02edb2f4fc23a4979ea7f19237f,75ddb27e0e50dac8440dee3dd7d35b3cc7c5f5e1dada16bae37a46e1e4e3044e,35b5071074af52cb050fb5a5dfa29c84f92aaa837bd8e97739d019be8a3ce3ca,ab602b8640491e6d5b280bee30171915dbddec15b08d22c3b81afc0804d51ec4
"31297","ネフィ＝ネラのメモリーピース","2015/12/17 15:00:00","0","4352112","0","1","ネフィ＝ネラの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31297","11","2030/08/01 14:59:59"
"31298","マコト（コマンダー）のメモリーピース","2015/12/17 15:00:00","0","6014232","0","1","マコト（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31298","11","2030/08/01 14:59:59"
"31299","エリコ（コマンダー）のメモリーピース","2015/12/17 15:00:00","0","381142","0","1","エリコ（コマンダー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31299","11","2030/08/01 14:59:59"
"31302","フブキのメモリーピース","2015/12/17 15:00:00","0","5252002","0","1","フブキの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31302","11","2030/08/01 14:59:59"
"31307","キョウカ（スプリング）のメモリーピース","2015/12/17 15:00:00","0","1174142","0","1","キョウカ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31307","11","2030/08/01 14:59:59"
"31308","スズメ（スプリング）のメモリーピース","2015/12/17 15:00:00","0","2222242","0","1","スズメ（スプリング）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31308","11","2030/08/01 14:59:59"
"31309","クルルのメモリーピース","2015/12/17 15:00:00","0","1282212","0","1","クルルの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31309","11","2030/08/01 14:59:59"
"31310","マホ（ドリームパーク）のメモリーピース","2015/12/17 15:00:00","0","6054152","0","1","マホ（ドリームパーク）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31310","11","2030/08/01 14:59:59"
"31311","ネア（サマー）のメモリーピース","2015/12/17 15:00:00","0","4300122","0","1","ネア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31311","11","2030/08/01 14:59:59"
"31312","ミソラ（サマー）のメモリーピース","2015/12/17 15:00:00","0","6124310","0","1","ミソラ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31312","11","2030/08/01 14:59:59"
"31316","リリ（サマー）のメモリーピース","2015/12/17 15:00:00","0","8181122","0","1","リリ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31316","11","2030/08/01 14:59:59"
"31317","アメス（サマー）のメモリーピース","2015/12/17 15:00:00","0","63122","0","1","アメス（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31317","11","2030/08/01 14:59:59"
"31318","ホマレ（サマー）のメモリーピース","2015/12/17 15:00:00","0","5460132","0","1","ホマレ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31318","11","2030/08/01 14:59:59"
"31319","エミリア（サマー）のメモリーピース","2015/12/17 15:00:00","0","361122","0","1","エミリア（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31319","11","2030/08/01 14:59:59"
"31320","エキドナ（サマー）のメモリーピース","2015/12/17 15:00:00","0","311112","0","1","エキドナ（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31320","11","2030/08/01 14:59:59"
"31321","レム（サマー）のメモリーピース","2015/12/17 15:00:00","0","8362122","0","1","レム（サマー）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31321","11","2030/08/01 14:59:59"
"31322","ノゾミ（アルケミスト）のメモリーピース","2015/12/17 15:00:00","0","4424152","0","1","ノゾミ（アルケミスト）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31322","11","2030/08/01 14:59:59"
"31801","ヒヨリ（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","5174212","0","1","ヒヨリ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31801","11","2030/08/01 14:59:59"
"31802","ユイ（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","7201212","0","1","ユイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31802","11","2030/08/01 14:59:59"
"31803","レイ（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","8301212","0","1","レイ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31803","11","2030/08/01 14:59:59"
"31804","ぺコリーヌ（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","5314212","0","1","ぺコリーヌ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31804","11","2030/08/01 14:59:59"
"31805","コッコロ（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","1432212","0","1","コッコロ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31805","11","2030/08/01 14:59:59"
"31806","キャル（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","1170212","0","1","キャル（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31806","11","2030/08/01 14:59:59"
"31807","ハツネ＆シオリのメモリーピース","2015/12/17 15:00:00","0","5032212","0","1","ハツネ＆シオリの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31807","11","2030/08/01 14:59:59"
"31808","ミソギ＆ミミ＆キョウカのメモリーピース","2015/12/17 15:00:00","0","6124212","0","1","ミソギ＆ミミ＆キョウカの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31808","11","2030/08/01 14:59:59"
"31809","アキノ＆サレンのメモリーピース","2015/12/17 15:00:00","0","11212","0","1","アキノ＆サレンの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31809","11","2030/08/01 14:59:59"
"31810","アン＆グレアのメモリーピース","2015/12/17 15:00:00","0","94212","0","1","アン＆グレアの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31810","11","2030/08/01 14:59:59"
"31811","シズル＆リノのメモリーピース","2015/12/17 15:00:00","0","2122212","0","1","シズル＆リノの記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31810","11","2030/08/01 14:59:59"
"31812","シェフィ（プリンセス）のメモリーピース","2015/12/17 15:00:00","0","2103232","0","1","シェフィ（プリンセス）の記憶の欠片が封印されたアイテム。一定数集めると、キャラの秘められた力を解き放つ。","9999","31812","11","2030/08/01 14:59:59"
"32001","ヒヨリのピュアメモリーピース","2015/12/17 15:00:00","0","5174111","0","1","ヒヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32001","18","2030/08/01 14:59:59"
"32002","ユイのピュアメモリーピース","2015/12/17 15:00:00","0","7201111","0","1","ユイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32002","18","2030/08/01 14:59:59"
"32003","レイのピュアメモリーピース","2015/12/17 15:00:00","0","8301111","0","1","レイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32003","18","2030/08/01 14:59:59"
"32004","ミソギのピュアメモリーピース","2015/12/17 15:00:00","0","6124111","0","1","ミソギの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32004","18","2030/08/01 14:59:59"
"32005","マツリのピュアメモリーピース","2015/12/17 15:00:00","0","6032111","0","1","マツリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32005","18","2030/08/01 14:59:59"
"32006","アカリのピュアメモリーピース","2015/12/17 15:00:00","0","10111","0","1","アカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32006","18","2030/08/01 14:59:59"
"32007","ミヤコのピュアメモリーピース","2015/12/17 15:00:00","0","6170111","0","1","ミヤコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32007","18","2030/08/01 14:59:59"
"32008","ユキのピュアメモリーピース","2015/12/17 15:00:00","0","7211111","0","1","ユキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32008","18","2030/08/01 14:59:59"
"32009","アンナのピュアメモリーピース","2015/12/17 15:00:00","0","94311","0","1","アンナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","9999","32009","18","2030/08/01 14:59:59"
