d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"アカリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","アカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32006","10111","32006"
"ミヤコのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ミヤコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32007","6170111","32007"
"ユキのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ユキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32008","7211111","32008"
"アンナのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","アンナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32009","94311","32009"
"マホのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","マホの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32010","6054111","32010"
"リノのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","リノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32011","8144111","32011"
"ハツネのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ハツネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32012","5032111","32012"
"ナナカのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ナナカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32013","4040111","32013"
"カスミのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","カスミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32014","1022111","32013"
"ミサトのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ミサトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32015","6120211","32015"
"スズナのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","スズナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32016","2222111","32016"
"カオリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","カオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32017","1004111","32017"
"イオのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","イオの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32018","104111","32018"
"ミミのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ミミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32020","6161111","32020"
"クルミのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","クルミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32021","1282111","32021"
"ヨリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32022","7481111","32022"
"アヤネのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","アヤネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32023","64111","32023"
"スズメのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","スズメの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32025","2222211","32025"
"リンのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","リンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32026","8194111","32026"
"エリコのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","エリコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32027","381111","32027"
"サレンのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","サレンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32028","2083111","32028"
"ノゾミのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ノゾミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32029","4424111","32029"
"ニノンのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ニノンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32030","4144111","32030"
"シノブのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","シノブの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32031","2144111","32031"
"アキノのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","アキノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32032","11111","32032"
"マヒルのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","マヒルの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32033","6051111","32033"
"ユカリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ユカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32034","7210111","32034"
"キョウカのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","キョウカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32036","1174111","32036"
"トモのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","トモの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32037","3464111","32037"
"シオリのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","シオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32038","2104111","32038"
"アオイのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","アオイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32040","4111","32040"
"チカのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","チカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32042","3110111","32042"
"マコトのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","マコトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32043","6014111","32043"
"イリヤのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","イリヤの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32044","181111","32044"
"クウカのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","クウカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32045","1202111","32045"
"タマキのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","タマキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32046","3060111","32046"
"ジュンのピュアメモリーピース","1","2015/12/17 15:00:00","18","0","0","ジュンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。","2030/08/01 14:59:59","99999","32047","2172111","32047"
