95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8
"2","-200","0.01","","-330","17824","","106111","","","17824032"
"3","wac_birthday_idle_doya","","","1","17824","","107111","0.2","","17824033"
"2","200","0.01","","-330","17824","","107111","","","17824034"
"93","","","","","17824","","0","","","17824035"
"32","1","","","","17824","","800","","","17824036"
"93","","","","","17824","","0.7","","","17824037"
"32","1","","","","17824","","702","","","17824038"
"93","","","","","17824","","0.5","","","17824039"
"23","se_sys_login_birthday_blow_candle","","","0","17824","","se_common","","","17824040"
"32","0","","","","17824","","701","","","17824041"
"93","","","","","17824","","0.4","","","17824042"
"23","se_sys_login_birthday_cracker","","","0","17824","","se_common","","","17824043"
"32","1","","","","17824","","700","","","17824044"
"23","se_sys_login_birthday_calendar_applause","","","0","17824","","se_common","","","17824045"
"3","wac_birthday_clap","wac_birthday_idle_doya","1","0","17824","","107111","0.2","0.2","17824046"
"93","","","","","17824","","2.1","","","17824047"
"131","","","","","17824","","1","","","17824048"
"21","vo_wac_17824_000","0","","0","17824","","vo_wac_17824","","","17824049"
"11","ええっと……なんていうか。\nクリスティーナがアタシのために\nケーキを用意してくれるなんてな。\nどういう風の吹き回しだ？","1","1","10","17824","0.5","106111","0","0","17824050"
"91","","","","","17824","","0","","","17824051"
"3","wac_birthday_idle_smile","","","1","17824","","106111","0.2","","17824052"
"3","wac_birthday_talk_doya","","","1","17824","","107111","0.2","","17824053"
"21","vo_wac_17824_001","0","","0","17824","","vo_wac_17824","","","17824054"
"11","坊やに相談されたんだ、\nオマエの誕生日を祝いたいとな。\nオクトーの坊やは不在だが……\nワタシがいるのだ、退屈はさせんぞ☆","1","1","10","17824","0.5","107111","0","0","17824055"
"91","","","","","17824","","0","","","17824056"
"3","wac_birthday_idle_doya","","","1","17824","","107111","0.2","","17824057"
"3","wac_birthday_talk_smile","","","1","17824","","106111","0.2","","17824058"
"21","vo_wac_17824_002","0","","0","17824","","vo_wac_17824","","","17824059"
"11","二人とも……本当に、ありがとな！\nそれならアタシも大悪党らしく、\n豪快に、ド派手に、ワガママ放題\n楽しんでやる！","1","1","10","17824","0.5","106111","0","0","17824060"
"91","","","","","17824","","0","","","17824061"
"3","wac_birthday_talk_doya","","","1","17824","","106111","0.2","","17824062"
"21","vo_wac_17824_003","0","","0","17824","","vo_wac_17824","","","17824063"
"11","それでいつか、今日のことを\nオクトーのやつに自慢するんだ！\nどうだ、すっごーく悪いだろ！\nきっと悔しがるぞ♪","1","1","10","17824","0.5","106111","0","0","17824064"
"91","","","","","17824","","0","","","17824065"
"22","","","","","17824","","0","","","17824066"
"25","bgm_M321_2C","","","","18114","","bgm_M321","","","18114001"
"1","101811","-1000","-70","250","18114","wac_birthday_idle_normal","1","2","0","18114002"
"1","105011","230","-270","256","18114","wac_birthday_idle_normal","1","2","1","18114003"
"1","101611","410","-310","257","18114","wac_birthday_idle_normal","1","2","1","18114004"
"13","300","","","","18114","","101811","","","18114005"
"13","300","","","","18114","","105011","","","18114006"
"13","300","","","","18114","","101611","","","18114007"
"31","501","0","1","0","18114","","501","0","","18114008"
"31","600","0","1","0","18114","","600","1","","18114009"
"31","602","0","1","0","18114","","602","0","","18114010"
"31","603","0","1","0","18114","","603","0","","18114011"
"31","604","60","1","30","18114","","604","1","","18114012"
"31","613","0","1","0","18114","","613","1","","18114013"
"31","700","0","1","0","18114","","700","0","","18114014"
"31","701","0","1","0","18114","","701","0","","18114015"
"31","702","0","1","0","18114","","702","0","","18114016"
"31","800","0","1","0","18114","","800","0","","18114017"
"31","925","60","1","30","18114","","925","1","","18114018"
"93","","","","","18114","","1","","","18114019"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","18114","","101611","0.2","0.2","18114020"
"93","","","","","18114","","0.1","","","18114021"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","18114","","105011","0.2","0.2","18114022"
"93","","","","","18114","","0.3","","","18114023"
"3","wac_birthday_run_01","","","1","18114","","101811","0.2","","18114024"
"2","0","3","","-70","18114","","101811","","","18114025"
"93","","","","","18114","","2.5","","","18114026"
"32","1","","","","18114","","602","","","18114027"
"93","","","","","18114","","0.6","","","18114028"
"32","1","","","","18114","","501","","","18114029"
"32","0","","","","18114","","600","","","18114030"
"32","0","","","","18114","","613","","","18114031"
"32","0","","","","18114","","604","","","18114032"
"32","1","","","","18114","","701","","","18114033"
"33","0","0.01","","0","18114","","925","","","18114034"
"3","wac_birthday_blowout_03","wac_birthday_wish_04","1","0","18114","","101811","0.2","0.2","18114035"
"2","-200","0.01","","-330","18114","","101811","","","18114036"
"3","wac_birthday_idle_normal","","","1","18114","","105011","0.2","","18114037"
"2","180","0.01","","-320","18114","","105011","","","18114038"
"3","wac_birthday_idle_normal","","","1","18114","","101611","0.2","","18114039"
"2","320","0.01","","-340","18114","","101611","","","18114040"
"93","","","","","18114","","0","","","18114041"
"32","1","","","","18114","","800","","","18114042"
"93","","","","","18114","","0.7","","","18114043"
"32","1","","","","18114","","702","","","18114044"
"93","","","","","18114","","0.5","","","18114045"
"23","se_sys_login_birthday_blow_candle","","","0","18114","","se_common","","","18114046"
"32","0","","","","18114","","701","","","18114047"
"93","","","","","18114","","0.4","","","18114048"
"23","se_sys_login_birthday_cracker","","","0","18114","","se_common","","","18114049"
"32","1","","","","18114","","700","","","18114050"
"23","se_sys_login_birthday_calendar_applause","","","0","18114","","se_common","","","18114051"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","18114","","105011","0.2","0.2","18114052"
"93","","","","","18114","","0.1","","","18114053"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","18114","","101611","0.2","0.2","18114054"
"93","","","","","18114","","2","","","18114055"
"131","","","","","18114","","1","","","18114056"
"21","vo_wac_18114_000","0","","0","18114","","vo_wac_18114","","","18114057"
"11","私のために、ケーキで\nお祝いしてくれるなんて……\nみんなの先生でいられて、\n本当によかったって思うわ♪","1","1","10","18114","0.5","101811","0","0","18114058"
"91","","","","","18114","","0","","","18114059"
"3","wac_birthday_idle_wish","","","1","18114","","101811","0.2","","18114060"
"3","wac_birthday_talk_smile","","","1","18114","","105011","0.2","","18114061"
"21","vo_wac_18114_001","0","","0","18114","","vo_wac_18114","","","18114062"
"11","イオちゃん、大げさだよ～\nでも、喜んでもらえたなら、\n手作りしてよかったかも♪","1","1","10","18114","0.5","105011","0","0","18114063"
"91","","","","","18114","","0","","","18114064"
"3","wac_birthday_idle_smile","","","1","18114","","105011","0.2","","18114065"
"3","wac_birthday_talk_kyapi","","","1","18114","","101611","0.2","","18114066"
"21","vo_wac_18114_002","0","","0","18114","","vo_wac_18114","","","18114067"
"11","ヒデサイにも買い出しとか\n手伝ってもらったしー\nみんなでお祝いする誕生日って、\nそれだけでエモいっしょ♪","1","1","10","18114","0.5","101611","0","0","18114068"
"91","","","","","18114","","0","","","18114069"
"3","wac_birthday_idle_kyapi","","","1","18114","","101611","0.2","","18114070"
"3","wac_birthday_talk_smile","","","1","18114","","101811","0.2","","18114071"
"21","vo_wac_18114_003","0","","0","18114","","vo_wac_18114","","","18114072"
"11","ええ、本当にありがとう♪\n頼りない先生かもしれないけど、\nこれからもみんなのために\n頑張るわね♪","1","1","10","18114","0.5","101811","0","0","18114073"
"91","","","","","18114","","0","","","18114074"
"22","","","","","18114","","0","","","18114075"
"25","bgm_M321_2C","","","","18814","","bgm_M321","","","18814001"
"1","101311","-1000","-70","250","18814","wac_birthday_idle_normal","1","2","0","18814002"
"1","105611","170","-260","256","18814","wac_birthday_idle_smile","1","2","1","18814003"
"1","105111","270","-310","259","18814","wac_birthday_idle_normal","1","2","1","18814004"
"1","100911","395","-270","257","18814","wac_birthday_idle_doya","1","2","1","18814005"
"1","102711","510","-310","258","18814","wac_birthday_idle_normal","1","2","1","18814006"
"13","300","","","","18814","","101311","","","18814007"
"13","300","","","","18814","","105611","","","18814008"
"13","300","","","","18814","","105111","","","18814009"
"13","300","","","","18814","","100911","","","18814010"
"13","300","","","","18814","","102711","","","18814011"
"31","501","0","1","0","18814","","501","0","","18814012"
"31","600","0","1","0","18814","","600","1","","18814013"
"31","602","0","1","0","18814","","602","0","","18814014"
"31","603","0","1","0","18814","","603","0","","18814015"
"31","604","60","1","30","18814","","604","1","","18814016"
"31","613","0","1","0","18814","","613","1","","18814017"
"31","700","0","1","0","18814","","700","0","","18814018"
"31","701","0","1","0","18814","","701","0","","18814019"
"31","702","0","1","0","18814","","702","0","","18814020"
"31","800","0","1","0","18814","","800","0","","18814021"
"31","926","60","1","30","18814","","926","1","","18814022"
"93","","","","","18814","","1","","","18814023"
"3","wac_birthday_reaction_04","wac_birthday_reaction_03","1","0","18814","","105111","0.2","0.2","18814024"
"3","wac_birthday_reaction_01","wac_birthday_reaction_03","1","0","18814","","105611","0.2","0.2","18814025"
"93","","","","","18814","","0.1","","","18814026"
"3","wac_birthday_reaction_02","wac_birthday_reaction_03","1","0","18814","","100911","0.2","0.2","18814027"
"3","wac_birthday_reaction_03","wac_birthday_reaction_04","1","0","18814","","102711","0.2","0.2","18814028"
"93","","","","","18814","","0.3","","","18814029"
"3","wac_birthday_run_01","","","1","18814","","101311","0.2","","18814030"
"2","0","3","","-70","18814","","101311","","","18814031"
"93","","","","","18814","","2.5","","","18814032"
"32","1","","","","18814","","602","","","18814033"
"93","","","","","18814","","0.6","","","18814034"
"32","1","","","","18814","","501","","","18814035"
"32","0","","","","18814","","600","","","18814036"
"32","0","","","","18814","","613","","","18814037"
"32","0","","","","18814","","604","","","18814038"
"32","1","","","","18814","","701","","","18814039"
"33","0","0.01","","0","18814","","926","","","18814040"
"3","wac_birthday_blowout_02","wac_birthday_wish_03","1","0","18814","","101311","0.2","0.2","18814041"
"2","-200","0.01","","-330","18814","","101311","","","18814042"
"3","wac_birthday_idle_smile","","","1","18814","","105611","0.2","","18814043"
"2","150","0.01","","-320","18814","","105611","","","18814044"
"3","wac_birthday_idle_normal","","","1","18814","","105111","0.2","","18814045"
"2","260","0.01","","-360","18814","","105111","","","18814046"
"3","wac_birthday_idle_doya","","","1","18814","","100911","0.2","","18814047"
"2","380","0.01","","-320","18814","","100911","","","18814048"
"3","wac_birthday_idle_normal","","","1","18814","","102711","0.2","","18814049"
"2","500","0.01","","-340","18814","","102711","","","18814050"
"93","","","","","18814","","0","","","18814051"
"32","1","","","","18814","","800","","","18814052"
"93","","","","","18814","","0.7","","","18814053"
"32","1","","","","18814","","702","","","18814054"
"93","","","","","18814","","0.5","","","18814055"
"23","se_sys_login_birthday_blow_candle","","","0","18814","","se_common","","","18814056"
"32","0","","","","18814","","701","","","18814057"
"93","","","","","18814","","0.4","","","18814058"
"23","se_sys_login_birthday_cracker","","","0","18814","","se_common","","","18814059"
"32","1","","","","18814","","700","","","18814060"
"23","se_sys_login_birthday_calendar_applause","","","0","18814","","se_common","","","18814061"
"3","wac_birthday_clap","wac_birthday_idle_smile","1","0","18814","","105611","0.2","0.2","18814062"
"3","wac_birthday_clap","wac_birthday_idle_doya","1","0","18814","","100911","0.2","0.2","18814063"
"93","","","","","18814","","0.1","","","18814064"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","18814","","105111","0.2","0.2","18814065"
"93","","","","","18814","","0.1","","","18814066"
"3","wac_birthday_clap","wac_birthday_idle_normal","1","0","18814","","102711","0.2","0.2","18814067"
"93","","","","","18814","","2","","","18814068"
"131","","","","","18814","","1","","","18814069"
"21","vo_wac_18814_000","0","","0","18814","","vo_wac_18814","","","18814070"
"11","こ、ここ、これはまさか～！？\nナナカちゃん生誕祭の準備！？\n……であってるよね？　単にケーキを\n食べたかっただけとかじゃないよね？","1","1","10","18814","0.5","101311","0","0","18814071"
"91","","","","","18814","","0","","","18814072"
"3","wac_birthday_nanaka_wish_to_idle_kyapi","wac_birthday_idle_kyapi","1","0","18814","","101311","0.2","","18814073"
"3","wac_birthday_talk_doya","","","1","18814","","105611","0.2","","18814074"
"21","vo_wac_18814_001","0","","0","18814","","vo_wac_18814","","","18814075"
"11","どう見たって誕生日ケーキだろう？\n心配しなくても、ナナカのお祝いだ。\n誕生日、おめでとう。","1","1","10","18814","0.5","105611","0","0","18814076"
"91","","","","","18814","","0","","","18814077"
"3","wac_birthday_idle_doya","","","1","18814","","105611","0.2","","18814078"
