cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"50","0","-17.5","5","-75.6","0.8","1","travel_topdrama_r_3001_idle_B","12","30031","1300310002"
"49","0","31.4","1","-56.1","0.8","1","travel_topdrama_r_3001_idle_A","1000002","30031","1300310003"
"48","0","31.4","5","-56.1","0.8","1","travel_topdrama_r_3001_idle_A","11","30031","1300310004"
"52","0","-170","5","-20","0.85","4","travel_topdrama_r_3001_none","15","30031","1300310005"
"110","","0","5","-88","1","0","normal","0","30031","1300310006"
"-30.3","","-43.7","31","0.5","1","300301","","300301","30031","1300310007"
"260","","-110","31","1","1","300303","","300303","30031","1300310008"
"215","","-127","31","1","1","300311","","300311","30031","1300310009"
"","","","91","","","0","","0","30031","1300310010"
"0","0","","3","","0","1000001","","travel_topdrama_r_3001_idle_B","30031","1300310011"
"0","0","","3","","0","12","","travel_topdrama_r_3001_idle_B","30031","1300310012"
"0","0","","3","","0","1000002","","travel_topdrama_r_3001_idle_A","30031","1300310013"
"0","0","","3","","0","11","","travel_topdrama_r_3001_idle_A","30031","1300310014"
"","","","93","","","1.7","","0","30031","1300310015"
"","","","101","","","1300310011","","0","30031","1300310016"
"0","","","3","","0","0","","none","30031","1300310017"
"","","","91","","","0","","0","30031","1300310018"
"260","","-110","31","1","0","300306","","300306","30032","1300320001"
"260","","-110","31","1","0","300308","","300308","30032","1300320002"
"17.3","","92.6","31","0.4","0","300300","","300300","30032","1300320003"
"0","","92.6","31","0.4","0","300304","","300304","30032","1300320004"
"","","","91","","","0","","","30032","1300320005"
"1","","","3","","0.5","1000002","","travel_topdrama_r_3001_idle_A","30032","1300320006"
"1","","","3","","0.5","11","","travel_topdrama_r_3001_idle_A","30032","1300320007"
"1","","","3","","0.5","1000001","","travel_topdrama_r_3001_idle_B","30032","1300320008"
"1","","","3","","0.5","12","","travel_topdrama_r_3001_idle_B","30032","1300320009"
"","","","93","","","0.2","","0","30032","1300320010"
"","","","32","","","300300","","1","30032","1300320011"
"","","","93","","","2","","0","30032","1300320012"
"","","","32","","","300303","","0","30032","1300320013"
"","","","32","","","300308","","1","30032","1300320014"
"","","","32","","","300306","","1","30032","1300320015"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_hit","30032","1300320016"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_1_01_A","30032","1300320017"
"0","","","3","","0","11","","travel_topdrama_r_3001_1_01_A","30032","1300320018"
"0","","","3","","0.5","1000001","","travel_topdrama_r_3001_1_01_B","30032","1300320019"
"0","","","3","","0.5","12","","travel_topdrama_r_3001_1_01_B","30032","1300320020"
"","","","91","","","0","","","30032","1300320021"
"","","","32","","","300308","","0","30032","1300320022"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_1_02_A","30032","1300320023"
"0","","","3","","0","11","","travel_topdrama_r_3001_1_02_A","30032","1300320024"
"0","","","3","","0.2","1000001","","travel_topdrama_r_3001_1_02_B","30032","1300320025"
"0","","","3","","0.2","12","","travel_topdrama_r_3001_1_02_B","30032","1300320026"
"","","","93","","","1","","0","30032","1300320027"
"","","","32","","","300300","","0","30032","1300320028"
"","","","91","","","0","","","30032","1300320029"
"-30.3","","-43.7","31","0.5","1","300305","","300305","30032","1300320030"
"27","","86","31","0.5","1","300314","","300314","30032","1300320031"
"260","","-100","31","1","1","300313","","300313","30032","1300320032"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_question","30032","1300320033"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_pull","30032","1300320034"
"","","","93","","","0.01","","0","30032","1300320035"
"","","","32","","","300301","","0","30032","1300320036"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_3_01_A","30032","1300320037"
"0","","","3","","0","11","","travel_topdrama_r_3001_3_01_A","30032","1300320038"
"0","","","3","","0.2","1000001","","travel_topdrama_r_3001_3_01_B","30032","1300320039"
"0","","","3","","0.2","12","","travel_topdrama_r_3001_3_01_B","30032","1300320040"
"","","","91","","","0","","","30032","1300320041"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_3_02_A","30032","1300320042"
"0","","","3","","0","11","","travel_topdrama_r_3001_3_02_A","30032","1300320043"
"0","","","3","","0","1000001","","travel_topdrama_r_3001_3_02_B","30032","1300320044"
"0","","","3","","0","12","","travel_topdrama_r_3001_3_02_B","30032","1300320045"
"","","","91","","","0","","","30032","1300320046"
"","","","32","","","300313","","0","30032","1300320047"
"100","","0","31","1","1","300315","","300315","30032","1300320048"
"318","","-153","31","2","1","300312","","300312","30032","1300320049"
"-61","","75","31","0.6","1","300302","","300302","30032","1300320050"
"214","","-88","31","0.7","1","300317","","300317","30032","1300320051"
"1","","","122","","","30","","30","30032","1300320052"
"0","","","23","","","se_travel_top","","se_travel_top_fishing_appear_nepterion","30032","1300320053"
"0","","","3","","0","15","","travel_topdrama_r_3001_3_03","30032","1300320054"
"0","","","3","","0","1000002","","travel_topdrama_r_3001_3_03_A","30032","1300320055"
"0","","","3","","0","11","","travel_topdrama_r_3001_3_03_A","30032","1300320056"
"0","","","3","","0","1000001","","travel_topdrama_r_3001_3_03_B","30032","1300320057"
"0","","","3","","0","12","","travel_topdrama_r_3001_3_03_B","30032","1300320058"
"","","","93","","","2.3","","0","30032","1300320059"
"","","","111","","","","","","30032","1300320060"
"","","","91","","","0","","","30032","1300320061"
"53","0","0","1","-70","0.5","2","travel_topdrama_b_3000_empty","1000001","30041","1300410001"
"51","0","0","5","-70","0.35","11","scare_loop","300411","30041","1300410002"
"52","1","-270","5","-70","0.425","12","empty","300412","30041","1300410003"
"110","0","-3","5","-94","1","0","rare","0","30041","1300410004"
"","","","91","","","0","","0","30041","1300410005"
"1","","","3","","0.2","300412","","empty","30041","1300410006"
"","","","91","","","0","","0","30041","1300410007"
"","","","101","","","1300410005","","","30041","1300410008"
"1","0.2","idle","3","1","0.2","300412","","idle_fadeIN","30041","1300410009"
"0","","","3","","","0","","none","30041","1300410010"
"","","","91","","","0","","","30041","1300410011"
"0","","","23","","","se_travel_top","","se_travel_top_noble_creature","30042","1300420001"
"-70","","0","2","0","","1000001","","-920","30042","1300420002"
"0","0.1","idle","3","1","0.2","300412","","attack","30042","1300420003"
"","","","93","","","0.66","","0","30042","1300420004"
"0","","","23","","","se_travel_top","","se_travel_top_noble_creature_axe","30042","1300420005"
"","","","93","","","0.09","","0","30042","1300420006"
"0","0.2","scare_loop","3","1","0","300411","","backward","30042","1300420007"
"-70","","0.3","2","2","","300411","","100","30042","1300420008"
"","","","93","","","1","","0","30042","1300420009"
"1","","","3","","0.2","300412","","walk","30042","1300420010"
"-70","","2","2","0","","300412","","-100","30042","1300420011"
"","","","91","","","1300420008","","","30042","1300420012"
"100","","70","31","0.5","1","300401","","300401","30042","1300420013"
"","","","93","","","0.1","","0","30042","1300420014"
"0","","","23","","","se_travel_top","","se_travel_top_noble_emote_sweat","30042","1300420015"
"","","","93","","","0.4","","0","30042","1300420016"
"1","","","3","0","0.2","1000001","","<weapon>_run","30042","1300420017"
"-70","","1.75","2","0","","1000001","","-300","30042","1300420018"
"-920","","-70","31","0.5","1","300400","","300400","30042","1300420019"
"-70","","1.75","33","0","","300400","","-300","30042","1300420020"
"0.15","","","122","","","0","","12","30042","1300420021"
"","","","93","","","0.65","","0","30042","1300420022"
"0","","","23","","","se_travel_top","","se_travel_top_noble_foot","30042","1300420023"
"","","","93","","","0.15","","0","30042","1300420024"
"0.15","","","122","","","0","","12","30042","1300420025"
"","","","93","","","0.2","","0","30042","1300420026"
"0.5","110","0","12","0","10","1000001","0","4","30042","1300420027"
"","","","93","","","0.25","","0","30042","1300420028"
"0","","","23","","","se_travel_top","","se_travel_top_noble_emote_notice","30042","1300420029"
"","","","91","","","1300420011","","","30042","1300420030"
"1","","","3","1","0.1","300412","","idle","30042","1300420031"
"0","","","122","","","0","","12","30042","1300420032"
"","","","91","","","1300420018","","","30042","1300420033"
"1","","","3","0","0","1000001","","<weapon>_idle","30042","1300420034"
"","","","32","","","300400","","0","30042","1300420035"
"","","","4","","","300412","","0","30042","1300420036"
"","","","93","","","0.5","","","30042","1300420037"
"0","0","<weapon>_idle","3","1","0","1000001","","<weapon>_attack_skipQuest","30042","1300420038"
"","","","93","","","0.25","","0","30042","1300420039"
"-100","","-20","31","0.75","1","300402","","300402","30042","1300420040"
"0","","","3","","0","300412","","die","30042","1300420041"
"0","","","23","","","se_travel_top","","se_travel_top_noble_attack","30042","1300420042"
"","","","93","","","0.6","","0","30042","1300420043"
"0","","","23","","","se_travel_top","","se_travel_top_noble_creature_fadeout","30042","1300420044"
"","","","93","","","0.5","","0","30042","1300420045"
"0.15","","","122","","","0","","12","30042","1300420046"
"","","","91","","","1300420041","","","30042","1300420047"
"1","","1","6","0","0.5","300412","","1","30042","1300420048"
"0","0.1","idle","3","1","0.2","300411","","walk_idle","30042","1300420049"
"","","","32","","","300401","","0","30042","1300420050"
"-70","","1","2","0","","300411","","0","30042","1300420051"
"","","","91","","","0","","0","30042","1300420052"
"-160","","-13","31","0.3","1","300403","","300403","30042","1300420053"
"0","","","23","","","se_travel_top","","se_travel_top_noble_appear_goldenbox","30042","1300420054"
"","","","93","","","0.33","","0","30042","1300420055"
"0","","","3","","0","1000001","","<weapon>_joy_short","30042","1300420056"
"","","","93","","","0.13","","0","30042","1300420057"
"0","","","23","","","se_travel_top","","se_travel_top_noble_drop_goldenbox","30042","1300420058"
"","","","91","","","1300420056","","","30042","1300420059"
"","","","111","","","","","","30042","1300420060"
"","","","91","","","0","","","30042","1300420061"
"55","0","0","1","-35","0.73","1","travel_topdrama_r_3000_empty","1000001","30051","1300510001"
"1","0","1","6","0","0","1000001","","1","30051","1300510002"
"56","0","0","5","-35","0.73","14","empty","300514","30051","1300510003"
"1","0","1","6","0","0","300514","","1","30051","1300510004"
"51","0","-30","5","-70","0.425","13","idle","300513","30051","1300510005"
"50","0","75","5","-65","1","15","travel_topdrama_r_3005_idle","300515","30051","1300510006"
"110","0","16","5","-78","1","0","normal","0","30051","1300510007"
"1","","","3","","0.2","300513","","idle","30051","1300510008"
"","","","91","","","0","","0","30051","1300510009"
"0","","","3","","0.2","300515","","travel_topdrama_r_3005_idle","30051","1300510010"
"","","","91","","","0","","0","30051","1300510011"
"","","","101","","","1300510009","","","30051","1300510012"
"0","","","3","","","0","","none","30051","1300510013"
"","","","91","","","0","","","30051","1300510014"
"-95","","0","2","0","","1000001","","-605","30052","1300520001"
"1","0","1","6","1","0","1000001","","1","30052","1300520002"
"-105","","0","2","0","","300514","","-605","30052","1300520003"
"1","0","1","6","1","0","300514","","1","30052","1300520004"
"370","","-60","31","1","1","300502","","300502","30052","1300520005"
"","","","91","","","0","","","30052","1300520006"
"0","","","23","","","se_travel_top","","se_travel_top_disguise_foot1","30052","1300520007"
"1","","","3","","0","1000001","","travel_topdrama_r_3005_walk","30052","1300520008"
"-95","","3","2","0","","1000001","","-180","30052","1300520009"
"1","","","3","","0.2","300514","","walk","30052","1300520010"
"-95","","3","2","0","","300514","","-180","30052","1300520011"
"","","","91","","","1300520009","","","30052","1300520012"
"0","","","23","","","se_travel_top","","se_travel_top_disguise_notice","30052","1300520013"
"0","120","0","12","0","-20","300513","0","10","30052","1300520014"
"0","","","3","","0","1000001","","travel_topdrama_r_3005_suprise","30052","1300520015"
"0","","","3","","0.2","300514","","suprise","30052","1300520016"
"","","","91","","","0","","0","30052","1300520017"
"0","","","23","","","se_travel_top","","se_travel_top_disguise_foot2","30052","1300520018"
"0","","","23","","","se_travel_top","","se_travel_top_disguise_sweat","30052","1300520019"
"1","","","3","","0","1000001","","travel_topdrama_r_3005_run","30052","1300520020"
"-95","","2","2","0","","1000001","","230","30052","1300520021"
"1","","","3","","0.2","300514","","run","30052","1300520022"
"-105","","2","2","0","","300514","","230","30052","1300520023"
"-180","","-95","31","0.5","1","300500","","300500","30052","1300520024"
"-95","","2","33","0","","300500","","230","30052","1300520025"
"-230","","25","31","0.5","1","300501","","300501","30052","1300520026"
"25","","2","33","0","","300501","","180","30052","1300520027"
"1","","1","121","3","easeInOutCubic","-300","","0","30052","1300520028"
"","","","93","","","0.5","","0","30052","1300520029"
"","","","4","","","300513","","1","30052","1300520030"
"","","","93","","","1","","0","30052","1300520031"
"0","","","23","","","se_travel_top","","se_travel_top_disguise_question","30052","1300520032"
"0","0.1","idle","3","1","0.2","300513","","question","30052","1300520033"
"0","130","0","12","0","20","300513","0","5","30052","1300520034"
"","","","93","","","0.5","","0","30052","1300520035"
"","","","32","","","300500","","0","30052","1300520036"
"","","","32","","","300501","","0","30052","1300520037"
"0","","","23","","","se_travel_top","","se_travel_top_disguise_jump","30052","1300520038"
"0","","","3","","0","1000001","","travel_topdrama_r_3005_jump","30052","1300520039"
"0","","","3","","0.2","300514","","jump","30052","1300520040"
"0.01","20","0","12","0","0","1000001","0","7","30052","1300520041"
"","","","93","","","1","","0","30052","1300520042"
"","","","111","","","","","","30052","1300520043"
"","","","91","","","0","","","30052","1300520044"
"55","0","0","1","-35","0.73","1","travel_topdrama_r_3000_empty","1000001","30061","1300610001"
"1","0","1","6","0","0","1000001","","1","30061","1300610002"
"56","0","0","5","-35","0.73","14","empty","300614","30061","1300610003"
"1","0","1","6","0","0","300614","","1","30061","1300610004"
"51","0","-30","5","-70","0.425","13","idle","300613","30061","1300610005"
"50","0","75","5","-65","1","15","travel_topdrama_r_3005_idle","300615","30061","1300610006"
"110","0","16","5","-78","1","0","normal","0","30061","1300610007"
"1","","","3","","0.2","300613","","idle","30061","1300610008"
"","","","91","","","0","","0","30061","1300610009"
"0","","","3","","0.2","300615","","travel_topdrama_r_3005_idle","30061","1300610010"
"","","","91","","","0","","0","30061","1300610011"
