b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","travel_topdrama_r_3001_1_01_B","","","30022","12","0","3","","1300220020","0.5"
"","","","","30022","0","","91","","1300220021",""
"","0","","","30022","300208","","32","","1300220022",""
"","travel_topdrama_r_3001_1_02_A","","","30022","1000002","0","3","","1300220023","0"
"","travel_topdrama_r_3001_1_02_A","","","30022","11","0","3","","1300220024","0"
"","travel_topdrama_r_3001_1_02_B","","","30022","1000001","0","3","","1300220025","0.2"
"","travel_topdrama_r_3001_1_02_B","","","30022","12","0","3","","1300220026","0.2"
"","0","","","30022","1","","93","","1300220027",""
"","0","","","30022","300200","","32","","1300220028",""
"","","","","30022","0","","91","","1300220029",""
"1","300107","","-110","30022","300207","260","31","","1300220030","1"
"","se_travel_top_fishing_appear_silverbox","","","30022","se_travel_top","0","23","","1300220031",""
"","travel_topdrama_r_3001_1_03_A","","","30022","1000002","0","3","","1300220032",""
"","travel_topdrama_r_3002_03_A","","","30022","11","0","3","","1300220033",""
"","travel_topdrama_r_3002_03_A","","","30022","13","0","3","","1300220034",""
"","travel_topdrama_r_3001_1_03_B","","","30022","1000001","0","3","","1300220035",""
"1","travel_topdrama_r_3001_1_03_B","","travel_topdrama_r_3001_1_03_B_loop","30022","12","0","3","","1300220036","0.2"
"","0","","","30022","0.8","","93","","1300220037",""
"","0","","","30022","300206","","32","","1300220038",""
"","","","","30022","","","111","","1300220039",""
"","","","","30022","0","","91","","1300220040",""
"-75.6","1000001","travel_topdrama_r_3001_idle_B","-17.5","30031","1","51","1","0","1300310001","0.8"
"-75.6","12","travel_topdrama_r_3001_idle_B","-17.5","30031","1","50","5","0","1300310002","0.8"
"-56.1","1000002","travel_topdrama_r_3001_idle_A","31.4","30031","1","49","1","0","1300310003","0.8"
"-56.1","11","travel_topdrama_r_3001_idle_A","31.4","30031","1","48","5","0","1300310004","0.8"
"-20","15","travel_topdrama_r_3001_none","-170","30031","4","52","5","0","1300310005","0.85"
"-88","0","normal","0","30031","0","110","5","","1300310006","1"
"0.5","300301","","-43.7","30031","300301","-30.3","31","","1300310007","1"
"1","300303","","-110","30031","300303","260","31","","1300310008","1"
"1","300311","","-127","30031","300311","215","31","","1300310009","1"
"","0","","","30031","0","","91","","1300310010",""
"","travel_topdrama_r_3001_idle_B","","","30031","1000001","0","3","0","1300310011","0"
"","travel_topdrama_r_3001_idle_B","","","30031","12","0","3","0","1300310012","0"
"","travel_topdrama_r_3001_idle_A","","","30031","1000002","0","3","0","1300310013","0"
"","travel_topdrama_r_3001_idle_A","","","30031","11","0","3","0","1300310014","0"
"","0","","","30031","1.7","","93","","1300310015",""
"","0","","","30031","1300310011","","101","","1300310016",""
"","none","","","30031","0","0","3","","1300310017","0"
"","0","","","30031","0","","91","","1300310018",""
"1","300306","","-110","30032","300306","260","31","","1300320001","0"
"1","300308","","-110","30032","300308","260","31","","1300320002","0"
"0.4","300300","","92.6","30032","300300","17.3","31","","1300320003","0"
"0.4","300304","","92.6","30032","300304","0","31","","1300320004","0"
"","","","","30032","0","","91","","1300320005",""
"","travel_topdrama_r_3001_idle_A","","","30032","1000002","1","3","","1300320006","0.5"
"","travel_topdrama_r_3001_idle_A","","","30032","11","1","3","","1300320007","0.5"
"","travel_topdrama_r_3001_idle_B","","","30032","1000001","1","3","","1300320008","0.5"
"","travel_topdrama_r_3001_idle_B","","","30032","12","1","3","","1300320009","0.5"
"","0","","","30032","0.2","","93","","1300320010",""
"","1","","","30032","300300","","32","","1300320011",""
"","0","","","30032","2","","93","","1300320012",""
"","0","","","30032","300303","","32","","1300320013",""
"","1","","","30032","300308","","32","","1300320014",""
"","1","","","30032","300306","","32","","1300320015",""
"","se_travel_top_fishing_hit","","","30032","se_travel_top","0","23","","1300320016",""
"","travel_topdrama_r_3001_1_01_A","","","30032","1000002","0","3","","1300320017","0"
"","travel_topdrama_r_3001_1_01_A","","","30032","11","0","3","","1300320018","0"
"","travel_topdrama_r_3001_1_01_B","","","30032","1000001","0","3","","1300320019","0.5"
"","travel_topdrama_r_3001_1_01_B","","","30032","12","0","3","","1300320020","0.5"
"","","","","30032","0","","91","","1300320021",""
"","0","","","30032","300308","","32","","1300320022",""
"","travel_topdrama_r_3001_1_02_A","","","30032","1000002","0","3","","1300320023","0"
"","travel_topdrama_r_3001_1_02_A","","","30032","11","0","3","","1300320024","0"
"","travel_topdrama_r_3001_1_02_B","","","30032","1000001","0","3","","1300320025","0.2"
"","travel_topdrama_r_3001_1_02_B","","","30032","12","0","3","","1300320026","0.2"
"","0","","","30032","1","","93","","1300320027",""
"","0","","","30032","300300","","32","","1300320028",""
"","","","","30032","0","","91","","1300320029",""
"0.5","300305","","-43.7","30032","300305","-30.3","31","","1300320030","1"
"0.5","300314","","86","30032","300314","27","31","","1300320031","1"
"1","300313","","-100","30032","300313","260","31","","1300320032","1"
"","se_travel_top_fishing_question","","","30032","se_travel_top","0","23","","1300320033",""
"","se_travel_top_fishing_pull","","","30032","se_travel_top","0","23","","1300320034",""
"","0","","","30032","0.01","","93","","1300320035",""
"","0","","","30032","300301","","32","","1300320036",""
"","travel_topdrama_r_3001_3_01_A","","","30032","1000002","0","3","","1300320037","0"
"","travel_topdrama_r_3001_3_01_A","","","30032","11","0","3","","1300320038","0"
"","travel_topdrama_r_3001_3_01_B","","","30032","1000001","0","3","","1300320039","0.2"
"","travel_topdrama_r_3001_3_01_B","","","30032","12","0","3","","1300320040","0.2"
"","","","","30032","0","","91","","1300320041",""
"","travel_topdrama_r_3001_3_02_A","","","30032","1000002","0","3","","1300320042","0"
"","travel_topdrama_r_3001_3_02_A","","","30032","11","0","3","","1300320043","0"
"","travel_topdrama_r_3001_3_02_B","","","30032","1000001","0","3","","1300320044","0"
"","travel_topdrama_r_3001_3_02_B","","","30032","12","0","3","","1300320045","0"
"","","","","30032","0","","91","","1300320046",""
"","0","","","30032","300313","","32","","1300320047",""
"1","300315","","0","30032","300315","100","31","","1300320048","1"
"2","300312","","-153","30032","300312","318","31","","1300320049","1"
"0.6","300302","","75","30032","300302","-61","31","","1300320050","1"
"0.7","300317","","-88","30032","300317","214","31","","1300320051","1"
"","30","","","30032","30","1","122","","1300320052",""
"","se_travel_top_fishing_appear_nepterion","","","30032","se_travel_top","0","23","","1300320053",""
"","travel_topdrama_r_3001_3_03","","","30032","15","0","3","","1300320054","0"
"","travel_topdrama_r_3001_3_03_A","","","30032","1000002","0","3","","1300320055","0"
"","travel_topdrama_r_3001_3_03_A","","","30032","11","0","3","","1300320056","0"
"","travel_topdrama_r_3001_3_03_B","","","30032","1000001","0","3","","1300320057","0"
"","travel_topdrama_r_3001_3_03_B","","","30032","12","0","3","","1300320058","0"
"","0","","","30032","2.3","","93","","1300320059",""
"","","","","30032","","","111","","1300320060",""
"","","","","30032","0","","91","","1300320061",""
"-70","1000001","travel_topdrama_b_3000_empty","0","30041","2","53","1","0","1300410001","0.5"
"-70","300411","scare_loop","0","30041","11","51","5","0","1300410002","0.35"
"-70","300412","empty","-270","30041","12","52","5","1","1300410003","0.425"
"-94","0","rare","-3","30041","0","110","5","0","1300410004","1"
"","0","","","30041","0","","91","","1300410005",""
"","empty","","","30041","300412","1","3","","1300410006","0.2"
"","0","","","30041","0","","91","","1300410007",""
"","","","","30041","1300410005","","101","","1300410008",""
"1","idle_fadeIN","","idle","30041","300412","1","3","0.2","1300410009","0.2"
"","none","","","30041","0","0","3","","1300410010",""
"","","","","30041","0","","91","","1300410011",""
"","se_travel_top_noble_creature","","","30042","se_travel_top","0","23","","1300420001",""
"0","-920","","0","30042","1000001","-70","2","","1300420002",""
"1","attack","","idle","30042","300412","0","3","0.1","1300420003","0.2"
"","0","","","30042","0.66","","93","","1300420004",""
"","se_travel_top_noble_creature_axe","","","30042","se_travel_top","0","23","","1300420005",""
"","0","","","30042","0.09","","93","","1300420006",""
"1","backward","","scare_loop","30042","300411","0","3","0.2","1300420007","0"
"2","100","","0.3","30042","300411","-70","2","","1300420008",""
"","0","","","30042","1","","93","","1300420009",""
"","walk","","","30042","300412","1","3","","1300420010","0.2"
"0","-100","","2","30042","300412","-70","2","","1300420011",""
"","","","","30042","1300420008","","91","","1300420012",""
"0.5","300401","","70","30042","300401","100","31","","1300420013","1"
"","0","","","30042","0.1","","93","","1300420014",""
"","se_travel_top_noble_emote_sweat","","","30042","se_travel_top","0","23","","1300420015",""
"","0","","","30042","0.4","","93","","1300420016",""
"0","<weapon>_run","","","30042","1000001","1","3","","1300420017","0.2"
"0","-300","","1.75","30042","1000001","-70","2","","1300420018",""
"0.5","300400","","-70","30042","300400","-920","31","","1300420019","1"
"0","-300","","1.75","30042","300400","-70","33","","1300420020",""
"","12","","","30042","0","0.15","122","","1300420021",""
"","0","","","30042","0.65","","93","","1300420022",""
"","se_travel_top_noble_foot","","","30042","se_travel_top","0","23","","1300420023",""
"","0","","","30042","0.15","","93","","1300420024",""
"","12","","","30042","0","0.15","122","","1300420025",""
"","0","","","30042","0.2","","93","","1300420026",""
"0","4","0","0","30042","1000001","0.5","12","110","1300420027","10"
"","0","","","30042","0.25","","93","","1300420028",""
"","se_travel_top_noble_emote_notice","","","30042","se_travel_top","0","23","","1300420029",""
"","","","","30042","1300420011","","91","","1300420030",""
"1","idle","","","30042","300412","1","3","","1300420031","0.1"
"","12","","","30042","0","0","122","","1300420032",""
"","","","","30042","1300420018","","91","","1300420033",""
"0","<weapon>_idle","","","30042","1000001","1","3","","1300420034","0"
"","0","","","30042","300400","","32","","1300420035",""
"","0","","","30042","300412","","4","","1300420036",""
"","","","","30042","0.5","","93","","1300420037",""
"1","<weapon>_attack_skipQuest","","<weapon>_idle","30042","1000001","0","3","0","1300420038","0"
"","0","","","30042","0.25","","93","","1300420039",""
"0.75","300402","","-20","30042","300402","-100","31","","1300420040","1"
"","die","","","30042","300412","0","3","","1300420041","0"
"","se_travel_top_noble_attack","","","30042","se_travel_top","0","23","","1300420042",""
"","0","","","30042","0.6","","93","","1300420043",""
"","se_travel_top_noble_creature_fadeout","","","30042","se_travel_top","0","23","","1300420044",""
"","0","","","30042","0.5","","93","","1300420045",""
"","12","","","30042","0","0.15","122","","1300420046",""
"","","","","30042","1300420041","","91","","1300420047",""
"0","1","","1","30042","300412","1","6","","1300420048","0.5"
"1","walk_idle","","idle","30042","300411","0","3","0.1","1300420049","0.2"
"","0","","","30042","300401","","32","","1300420050",""
"0","0","","1","30042","300411","-70","2","","1300420051",""
"","0","","","30042","0","","91","","1300420052",""
"0.3","300403","","-13","30042","300403","-160","31","","1300420053","1"
"","se_travel_top_noble_appear_goldenbox","","","30042","se_travel_top","0","23","","1300420054",""
"","0","","","30042","0.33","","93","","1300420055",""
"","<weapon>_joy_short","","","30042","1000001","0","3","","1300420056","0"
"","0","","","30042","0.13","","93","","1300420057",""
"","se_travel_top_noble_drop_goldenbox","","","30042","se_travel_top","0","23","","1300420058",""
"","","","","30042","1300420056","","91","","1300420059",""
"","","","","30042","","","111","","1300420060",""
"","","","","30042","0","","91","","1300420061",""
"-35","1000001","travel_topdrama_r_3000_empty","0","30051","1","55","1","0","1300510001","0.73"
"0","1","","1","30051","1000001","1","6","0","1300510002","0"
"-35","300514","empty","0","30051","14","56","5","0","1300510003","0.73"
"0","1","","1","30051","300514","1","6","0","1300510004","0"
"-70","300513","idle","-30","30051","13","51","5","0","1300510005","0.425"
"-65","300515","travel_topdrama_r_3005_idle","75","30051","15","50","5","0","1300510006","1"
"-78","0","normal","16","30051","0","110","5","0","1300510007","1"
"","idle","","","30051","300513","1","3","","1300510008","0.2"
"","0","","","30051","0","","91","","1300510009",""
"","travel_topdrama_r_3005_idle","","","30051","300515","0","3","","1300510010","0.2"
"","0","","","30051","0","","91","","1300510011",""
"","","","","30051","1300510009","","101","","1300510012",""
"","none","","","30051","0","0","3","","1300510013",""
"","","","","30051","0","","91","","1300510014",""
"0","-605","","0","30052","1000001","-95","2","","1300520001",""
"1","1","","1","30052","1000001","1","6","0","1300520002","0"
"0","-605","","0","30052","300514","-105","2","","1300520003",""
"1","1","","1","30052","300514","1","6","0","1300520004","0"
"1","300502","","-60","30052","300502","370","31","","1300520005","1"
"","","","","30052","0","","91","","1300520006",""
"","se_travel_top_disguise_foot1","","","30052","se_travel_top","0","23","","1300520007",""
"","travel_topdrama_r_3005_walk","","","30052","1000001","1","3","","1300520008","0"
"0","-180","","3","30052","1000001","-95","2","","1300520009",""
"","walk","","","30052","300514","1","3","","1300520010","0.2"
"0","-180","","3","30052","300514","-95","2","","1300520011",""
"","","","","30052","1300520009","","91","","1300520012",""
"","se_travel_top_disguise_notice","","","30052","se_travel_top","0","23","","1300520013",""
"0","10","0","0","30052","300513","0","12","120","1300520014","-20"
"","travel_topdrama_r_3005_suprise","","","30052","1000001","0","3","","1300520015","0"
"","suprise","","","30052","300514","0","3","","1300520016","0.2"
"","0","","","30052","0","","91","","1300520017",""
"","se_travel_top_disguise_foot2","","","30052","se_travel_top","0","23","","1300520018",""
"","se_travel_top_disguise_sweat","","","30052","se_travel_top","0","23","","1300520019",""
"","travel_topdrama_r_3005_run","","","30052","1000001","1","3","","1300520020","0"
"0","230","","2","30052","1000001","-95","2","","1300520021",""
"","run","","","30052","300514","1","3","","1300520022","0.2"
"0","230","","2","30052","300514","-105","2","","1300520023",""
"0.5","300500","","-95","30052","300500","-180","31","","1300520024","1"
"0","230","","2","30052","300500","-95","33","","1300520025",""
"0.5","300501","","25","30052","300501","-230","31","","1300520026","1"
"0","180","","2","30052","300501","25","33","","1300520027",""
"3","0","","1","30052","-300","1","121","","1300520028","easeInOutCubic"
"","0","","","30052","0.5","","93","","1300520029",""
