aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"102711","11","0","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","10","1","16614","0","0.5","1","16614078"
"0","91","","","","","16614","","","","16614079"
"102711","3","0.2","wac_birthday_talk_wish","1","","16614","","","","16614080"
"vo_wac_16614","21","","vo_wac_16614_003","0","0","16614","","","","16614081"
"102711","11","0","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","10","1","16614","0","0.5","1","16614082"
"0","91","","","","","16614","","","","16614083"
"0","22","","","","","16614","","","","16614084"
"bgm_M321","25","","bgm_M321_2C","","","17414","","","","17414001"
"1","1","2","110811","250","-1000","17414","0","wac_birthday_idle_normal","-70","17414002"
"1","1","2","110911","256","230","17414","1","wac_birthday_idle_kyapi","-270","17414003"
"1","1","2","111011","257","410","17414","1","wac_birthday_idle_doya","-310","17414004"
"110811","13","","300","","","17414","","","","17414005"
"110911","13","","300","","","17414","","","","17414006"
"501","31","0","501","0","0","17414","","","1","17414007"
"600","31","1","600","0","0","17414","","","1","17414008"
"602","31","0","602","0","0","17414","","","1","17414009"
"603","31","0","603","0","0","17414","","","1","17414010"
"604","31","1","604","30","60","17414","","","1","17414011"
"613","31","1","613","0","0","17414","","","1","17414012"
"700","31","0","700","0","0","17414","","","1","17414013"
"701","31","0","701","0","0","17414","","","1","17414014"
"702","31","0","702","0","0","17414","","","1","17414015"
"800","31","0","800","0","0","17414","","","1","17414016"
"920","31","1","920","30","60","17414","","","1","17414017"
"1","93","","","","","17414","","","","17414018"
"111011","3","0.2","wac_birthday_reaction_05","0","wac_birthday_reaction_03","17414","0.2","","1","17414019"
"0.1","93","","","","","17414","","","","17414020"
"110911","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","17414","0.2","","1","17414021"
"0.3","93","","","","","17414","","","","17414022"
"110811","3","0.2","wac_birthday_run_01","1","","17414","","","","17414023"
"110811","2","","0","-70","3","17414","","","","17414024"
"2.5","93","","","","","17414","","","","17414025"
"602","32","","1","","","17414","","","","17414026"
"0.6","93","","","","","17414","","","","17414027"
"501","32","","1","","","17414","","","","17414028"
"600","32","","0","","","17414","","","","17414029"
"613","32","","0","","","17414","","","","17414030"
"604","32","","0","","","17414","","","","17414031"
"701","32","","1","","","17414","","","","17414032"
"920","33","","0","0","0.01","17414","","","","17414033"
"110811","3","0.2","wac_birthday_blowout_01","0","wac_birthday_wish_01","17414","0.2","","1","17414034"
"110811","2","","-200","-330","0.01","17414","","","","17414035"
"110911","3","0.2","wac_birthday_idle_kyapi","1","","17414","","","","17414036"
"110911","2","","180","-320","0.01","17414","","","","17414037"
"111011","3","0.2","wac_birthday_idle_doya","1","","17414","","","","17414038"
"111011","2","","320","-340","0.01","17414","","","","17414039"
"0","93","","","","","17414","","","","17414040"
"800","32","","1","","","17414","","","","17414041"
"0.7","93","","","","","17414","","","","17414042"
"702","32","","1","","","17414","","","","17414043"
"0.5","93","","","","","17414","","","","17414044"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","17414","","","","17414045"
"701","32","","0","","","17414","","","","17414046"
"0.4","93","","","","","17414","","","","17414047"
"se_common","23","","se_sys_login_birthday_cracker","0","","17414","","","","17414048"
"700","32","","1","","","17414","","","","17414049"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","17414","","","","17414050"
"110911","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","17414","0.2","","1","17414051"
"0.1","93","","","","","17414","","","","17414052"
"111011","3","0.2","wac_birthday_clap","0","wac_birthday_idle_doya","17414","0.2","","1","17414053"
"2","93","","","","","17414","","","","17414054"
"1","131","","","","","17414","","","","17414055"
"vo_wac_17414","21","","vo_wac_17414_000","0","0","17414","","","","17414056"
"110811","11","0","うわ何コレ、ビビんだけど。\nまぁまぁデカめの生モノ\n野ざらしで放置されてンじゃん。\n城壁だぞ。新手のバイオテロか？","10","1","17414","0","0.5","1","17414057"
"0","91","","","","","17414","","","","17414058"
"110811","3","0.2","wac_birthday_idle_smile","1","","17414","","","","17414059"
"110911","3","0.2","wac_birthday_talk_sad","1","","17414","","","","17414060"
"vo_wac_17414","21","","vo_wac_17414_001","0","0","17414","","","","17414061"
"110911","11","0","照れ隠しなのか新手のモノボケなのか\n知らないですけどクロエ先輩……\nあきらかバースデーケーキ前にして\nそのすっとぼけは無理ないです？","10","1","17414","0","0.5","1","17414062"
"0","91","","","","","17414","","","","17414063"
"110911","3","0.2","wac_birthday_idle_sad","1","","17414","","","","17414064"
"110811","3","0.2","wac_birthday_chloe_talk_sad","1","","17414","","","","17414065"
"vo_wac_17414","21","","vo_wac_17414_002","0","0","17414","","","","17414066"
"110811","11","0","あ？　じゃあさ、そんなン言うなら\nこっちも言わせてもらうけどさ。\nあんたらサプライズするならするで\nもっと上手いことやってくんない。","10","1","17414","0","0.5","1","17414067"
"0","91","","","","","17414","","","","17414068"
"110811","3","0.2","wac_birthday_talk_smile","1","","17414","","","","17414069"
"vo_wac_17414","21","","vo_wac_17414_003","0","0","17414","","","","17414070"
"110811","11","0","朝からユニ先輩クリームまみれなのよ。\n気付くわそりゃ。喜びどころムズいわ。\nとっくにニヤ散らかした後だわ。\nいんだけどさべつに。ありがとね。","10","1","17414","0","0.5","1","17414071"
"0","91","","","","","17414","","","","17414072"
"0","22","","","","","17414","","","","17414073"
"bgm_M321","25","","bgm_M321_2C","","","17614","","","","17614001"
"1","1","2","104311","250","-1000","17614","0","wac_birthday_idle_normal","-70","17614002"
"1","1","2","101011","256","200","17614","1","wac_birthday_idle_wish","-270","17614003"
"1","1","2","101411","258","320","17614","1","wac_birthday_idle_smile","-310","17614004"
"1","1","2","101711","257","450","17614","1","wac_birthday_idle_kyapi","-290","17614005"
"104311","13","","300","","","17614","","","","17614006"
"101011","13","","300","","","17614","","","","17614007"
"101411","13","","300","","","17614","","","","17614008"
"101711","13","","300","","","17614","","","","17614009"
"501","31","0","501","0","0","17614","","","1","17614010"
"600","31","1","600","0","0","17614","","","1","17614011"
"602","31","0","602","0","0","17614","","","1","17614012"
"603","31","0","603","0","0","17614","","","1","17614013"
"604","31","1","604","30","60","17614","","","1","17614014"
"613","31","1","613","0","0","17614","","","1","17614015"
"700","31","0","700","0","0","17614","","","1","17614016"
"701","31","0","701","0","0","17614","","","1","17614017"
"702","31","0","702","0","0","17614","","","1","17614018"
"800","31","0","800","0","0","17614","","","1","17614019"
"921","31","1","921","30","60","17614","","","1","17614020"
"1","93","","","","","17614","","","","17614021"
"101411","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","17614","0.2","","1","17614022"
"0.1","93","","","","","17614","","","","17614023"
"101011","3","0.2","wac_birthday_reaction_03","0","wac_birthday_reaction_04","17614","0.2","","1","17614024"
"101711","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","17614","0.2","","1","17614025"
"0.3","93","","","","","17614","","","","17614026"
"104311","3","0.2","wac_birthday_makoto_run_01","1","","17614","","","","17614027"
"104311","2","","0","-70","3","17614","","","","17614028"
"2.5","93","","","","","17614","","","","17614029"
"602","32","","1","","","17614","","","","17614030"
"0.6","93","","","","","17614","","","","17614031"
"501","32","","1","","","17614","","","","17614032"
"600","32","","0","","","17614","","","","17614033"
"613","32","","0","","","17614","","","","17614034"
"604","32","","0","","","17614","","","","17614035"
"701","32","","1","","","17614","","","","17614036"
"921","33","","0","0","0.01","17614","","","","17614037"
"104311","3","0.2","wac_birthday_makoto_blowout_02","0","wac_birthday_makoto_wish_01","17614","0.2","","1","17614038"
"104311","2","","-200","-330","0.01","17614","","","","17614039"
"101011","3","0.2","wac_birthday_idle_wish","1","","17614","","","","17614040"
"101011","2","","180","-320","0.01","17614","","","","17614041"
"101411","3","0.2","wac_birthday_idle_smile","1","","17614","","","","17614042"
"101411","2","","290","-360","0.01","17614","","","","17614043"
"101711","3","0.2","wac_birthday_idle_kyapi","1","","17614","","","","17614044"
"101711","2","","420","-340","0.01","17614","","","","17614045"
"0","93","","","","","17614","","","","17614046"
"800","32","","1","","","17614","","","","17614047"
"0.7","93","","","","","17614","","","","17614048"
"702","32","","1","","","17614","","","","17614049"
"0.5","93","","","","","17614","","","","17614050"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","17614","","","","17614051"
"701","32","","0","","","17614","","","","17614052"
"0.4","93","","","","","17614","","","","17614053"
"se_common","23","","se_sys_login_birthday_cracker","0","","17614","","","","17614054"
"700","32","","1","","","17614","","","","17614055"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","17614","","","","17614056"
"101011","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","17614","0.2","","1","17614057"
"0.1","93","","","","","17614","","","","17614058"
"101411","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","17614","0.2","","1","17614059"
"0.1","93","","","","","17614","","","","17614060"
"101711","3","0.2","wac_birthday_clap","0","wac_birthday_idle_kyapi","17614","0.2","","1","17614061"
"2","93","","","","","17614","","","","17614062"
"1","131","","","","","17614","","","","17614063"
"vo_wac_17614","21","","vo_wac_17614_000","0","0","17614","","","","17614064"
"104311","11","0","なんじゃこりゃ、ケーキか？\n誰かの忘れ物……なわけないよな。\nなんでこんなもんが？","10","1","17614","0","0.5","1","17614065"
"0","91","","","","","17614","","","","17614066"
"104311","3","0.2","wac_birthday_idle_normal","1","","17614","","","","17614067"
"101011","3","0.2","wac_birthday_talk_wish","1","","17614","","","","17614068"
"vo_wac_17614","21","","vo_wac_17614_001","0","0","17614","","","","17614069"
"101011","11","0","なんでって、今日はマコトはんの\nお誕生日やんか～？\nうちらと王子はんで、特製ケーキ、\n用意したんどすえ～♪","10","1","17614","0","0.5","1","17614070"
"0","91","","","","","17614","","","","17614071"
"101011","3","0.2","wac_birthday_idle_wish","1","","17614","","","","17614072"
"101411","3","0.2","wac_birthday_talk_smile","1","","17614","","","","17614073"
"vo_wac_17614","21","","vo_wac_17614_002","0","0","17614","","","","17614074"
"101411","11","0","ギルドの仕事にいつも一番熱心な、\n君への労いも兼ねているよ。\n改めてお誕生日、おめでとう♪","10","1","17614","0","0.5","1","17614075"
"0","91","","","","","17614","","","","17614076"
"101411","3","0.2","wac_birthday_idle_smile","1","","17614","","","","17614077"
"101711","3","0.2","wac_birthday_talk_smile","1","","17614","","","","17614078"
"vo_wac_17614","21","","vo_wac_17614_003","0","0","17614","","","","17614079"
"101711","11","0","本当に、いつもお疲れさまさ～♪\nおいしーケーキをたっくさん食べて、\nこれからも私たちの分まで、\nお仕事頑張ってね～？","10","1","17614","0","0.5","1","17614080"
"0","91","","","","","17614","","","","17614081"
"101711","3","0.2","wac_birthday_idle_smile","1","","17614","","","","17614082"
"104311","3","0.2","wac_birthday_makoto_talk_smile","1","","17614","","","","17614083"
"vo_wac_17614","21","","vo_wac_17614_004","0","0","17614","","","","17614084"
"104311","11","0","うれしいじゃねぇか、ありがとな！\n……って、ちょっと待て。\nギルドの仕事はみんなにも\n頑張ってもらわないと困るって！？　","10","1","17614","0","0.5","1","17614085"
"0","91","","","","","17614","","","","17614086"
"104311","3","0.2","wac_birthday_talk_doya","1","","17614","","","","17614087"
"vo_wac_17614","21","","vo_wac_17614_005","0","0","17614","","","","17614088"
"104311","11","0","まぁ、でも、今日はケーキに\n免じて勘弁してやるか。\nおまえも、わざわざありがとな。\nこれからも、一緒に頑張ろうぜ♪","10","1","17614","0","0.5","1","17614089"
"0","91","","","","","17614","","","","17614090"
"0","22","","","","","17614","","","","17614091"
"bgm_M321","25","","bgm_M321_2C","","","17714","","","","17714001"
"1","1","2","100411","250","-1000","17714","0","wac_birthday_idle_normal","-70","17714002"
"1","1","2","103611","256","230","17714","1","wac_birthday_idle_doya","-270","17714003"
"1","1","2","102011","257","410","17714","1","wac_birthday_idle_smile","-310","17714004"
"100411","13","","300","","","17714","","","","17714005"
"103611","13","","300","","","17714","","","","17714006"
"501","31","0","501","0","0","17714","","","1","17714007"
"600","31","1","600","0","0","17714","","","1","17714008"
"602","31","0","602","0","0","17714","","","1","17714009"
"603","31","0","603","0","0","17714","","","1","17714010"
"604","31","1","604","30","60","17714","","","1","17714011"
"613","31","1","613","0","0","17714","","","1","17714012"
"700","31","0","700","0","0","17714","","","1","17714013"
"701","31","0","701","0","0","17714","","","1","17714014"
"702","31","0","702","0","0","17714","","","1","17714015"
