16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"3080","0","映画や小説の一ジャンル。先の読めないハラハラ・ヒヤヒヤ感があり、推理・ホラー系に多い","これ、何と言う？","12469","12506","5","5","5","5","サスペンス","","12531","2","12473","2","12473","5","3","サスペンス"
"3081","0","一部地域で用いられる、「夏の間は時刻を１時間分進める」という制度のこと。「夏時間」とも","これ、何と言う？","12469","12479","5","5","5","5","サマタイム","サマータイム制","12452","2","12510","2","12512","5","3","サマータイム制"
"3082","0","子どもが自転車にまだうまく乗れない時期に、サポート用に装着する小さな車輪","これ、何と言う？","12411","12423","4","4","4","4","ほじょりん","","12426","1","12376","2","12435","4","3","ほじょりん"
"3083","0","近年人気の「サブスク」、略さずに言うと？","これ、何と言う？","12522","12471","5","5","5","5","リプション","","12519","2","12503","2","12531","5","3","サブスクリプション"
"3084","0","ツチノコや雪男などの存在を指す「UMA」の、漢字での表記","これ、何と書く？","26410","35469","6","6","6","6","未確認動物","","21205","3","30906","2","29289","6","3","UMA＝未確認動物"
"3085","0","ビリから2番目の順位に与えられる賞のこと","これ、何と言う？","12502","12499","5","5","6","5","ブービー賞","","12540","1","12540","2","36062","5","3","ブービー賞"
"3086","3086","","このミニゲームの「？」に入るのは？","12362","12385","4","4","4","6","お兄ちゃん","","12419","2","20804","1","12435","4","3","お兄ちゃん争奪！"
"3087","3087","","このミニゲームの「？」に入るのは？","12456","12473","5","5","5","5","エクスタシ","","12479","2","12463","1","12471","5","3","飛行道中エクスタシー"
"3088","3088","","このミニゲームの「？」に入るのは？","12510","12452","4","5","4","5","マブイしき","","12375","2","12502","1","12365","5","3","カオリのマブイしき空手道場"
"3089","3089","","このミニゲームの「？」に入るのは？","12489","12468","5","5","5","5","ドラゴンズ","","12531","2","12521","1","12474","5","3","大激戦！しりとりドラゴンズ"
"3090","3090","","このミニゲームの「？」に入るのは？","12481","12362","6","5","4","5","チズお守り","チーズお守り大作戦","23432","2","12474","1","12426","4","3","チーズお守り大作戦"
"3091","3091","","このミニゲームの「？」に入るのは？","12507","12512","5","5","5","5","ホームラン","","12521","2","12540","1","12531","5","3","ミサトのホームランドリル"
"3093","3093","","このミニゲームの「？」に入るのは？","31350","12408","4","6","6","6","究極への道","","12398","2","26997","1","36947","4","3","ミヤコ's キッチン 究極への道"
"3094","0","協定世界時が採用される以前に、国際的な基準時刻として採用された時刻の名称","これ、何と言う？","12464","12491","5","5","5","5","グリニッジ","","12483","3","12522","2","12472","5","3","グリニッジ標準時"
"3095","3095","プリンセスコネクト！Re:Dive 　公式4コマまんがのタイトル","これ、何と言う？","12407","12371","4","4","4","4","ぷりこねっ","","12397","1","12426","1","12387","4","3","ぷりこねっ！りだいぶ"
"3103","0","有名な塔の名前。地盤沈下により少し斜めに傾いている姿が特徴的","これ、何と言う？","12500","12398","6","5","6","5","ピサの斜塔","","26012","1","12469","2","22612","4","3","ピサの斜塔"
"3106","0","アストルムに存在する種族、獣人族・エルフ族・魔族・ドラゴン族、残りひとつは？","これ、何と言う？","12498","12540","5","5","5","5","ヒューマン","","12510","2","12517","1","12531","5","3","ヒューマン族"
"3115","0","「草薙の剣」・「八咫鏡」・「八尺瓊勾玉」、合わせてなんと言う？","これ、何と言う？","19977","12398","6","6","6","6","三種の神器","","31070","2","31278","2","22120","4","3","三種の神器"
"3124","3124","『ノゾミ』が「聖学祭」\nで歌った楽曲","歌っている曲の名前は？","35211","12356","4","6","4","4","見たいから","","12363","3","12383","1","12425","4","3","君の笑顔が見たいから"
"3125","0","「4：3」や「16：9」が一般的。画面や画像の縦横比率のこと","これ、何と言う？","12450","12506","5","5","5","5","アスペクト","","12463","2","12473","2","12488","5","3","アスペクト比"
"3126","0","初夢に見ると縁起が良いと言われる3つのもの","これ、何と言う？","12373","12394","4","4","4","4","さんなすび","","12377","1","12435","2","12403","4","3","一富士 二鷹 さんなすび"
"3127","0","「忍者の武器」として広く認知される、手のひらサイズの飛び道具","これ、何と言う？","12375","12426","4","4","4","4","しゅりけん","","12369","1","12421","2","12435","4","3","しゅりけん"
"3128","0","忍者の派閥として、「甲賀流」に並び、もっとも広く認知されるものの一つ","これ、何と言う？","12356","12426","4","4","4","4","いがりゅう","","12421","3","12364","2","12358","4","3","いがりゅう"
"3129","0","3年保育の幼稚園の組分け","これ、何と言う？","12397","12385","4","4","4","4","ねんちょう","","12423","1","12435","2","12358","4","3","年少組⇒年中組⇒\n⇒ねんちょう組"
"3133","0","有名ななぞなぞ。パンはパンでも、食べられないパンは？","これ、何？","12501","12452","5","5","5","5","フライパン","","12497","1","12521","2","12531","5","3","フライパン"
"3134","3134","『アカリ』の趣味の楽器である\n「サックス」の正式名称","これ、何と言う？","12463","12501","5","5","5","5","クソフォン","","12457","1","12477","1","12531","5","3","サクソフォン"
"3141","0","「常連客」の別の呼び方。繰り返し利用してくれることから","これ、何と言う？","12522","12540","5","5","5","5","リピーター","","12479","1","12500","2","12540","5","3","リピーター"
"3143","3143","「メインストーリー第1部」のオープニング楽曲（カタカナで）","この曲の名前は？","12503","12531","5","5","5","5","プリンセス","","12475","1","12522","1","12473","5","3","ロストプリンセス"
"3144","3144","「メインストーリー第1部」のエンディング楽曲","この曲の名前は？","72","112","3","2","3","3","Happy","","112","1","97","1","121","3","3","Connecting Happy！！"
"3145","3145","「メインストーリー第1部8章」のエンディング楽曲（カタカナで）","この曲の名前は？","12471","12524","5","5","5","5","シクレット","アブソリュートシークレット","12483","2","12463","1","12488","5","3","アブソリュートシークレット"
"3146","3146","イベント「デンジャラスバカンス！ 渚のグルメプリンセス」のエンディング楽曲","この曲の名前は？","12510","12507","5","5","5","5","マイホーム","","12540","3","12452","1","12512","5","3","えがおのマイホーム"
"3147","3147","イベント「バトルオブバレンタイン！ 想いぶつかるスウィートバトル」のエンディング楽曲","この曲の名前は？","12481","12467","5","5","5","5","チョコレト","スーパーチョコレート","12524","3","12519","1","12488","5","3","スーパーチョコレート"
"3148","3148","イベント「王都の名探偵 嘆きの追跡者」のエンディング楽曲","この曲の名前は？","26410","27770","6","6","4","6","未解決想い","未解決な想い","24819","3","35299","1","12356","6","3","未解決な想い"
"3149","3149","イベント「ショーグン道中記　白翼のサムライ」のエンディング楽曲","この曲の名前は？","12464","12540","5","5","5","5","グローリエ","","12522","3","12525","1","12456","5","3","白翼のグローリエ"
"3150","3150","イベント「スズナレインボーステージ」のエンディング楽曲","この曲の名前は？","70","82","2","2","2","2","FIRST","","83","3","73","1","84","2","3","背伸びFIRSTKiss"
"3151","3151","イベント「森の臆病者と聖なる学舎の異端児」のエンディング楽曲","この曲の名前は？","12475","12475","5","5","5","5","センセショ","なかよしセンセーション","12471","3","12531","1","12519","5","3","なかよしセンセーション"
"3152","3152","「メインストーリー第2部」のオープニング楽曲（カタカナで）","この曲の名前は？","12511","12540","5","5","5","5","ミラージュ","","12472","1","12521","1","12517","5","3","ミラージュゲーム"
"3153","3153","イベント「まきばの四農士 貧乏牧場奮闘記！」のエンディング楽曲（カタカナで）","この曲の名前は？","12495","12488","5","5","5","5","ハートフル","","12501","3","12540","1","12523","5","3","ハートフルプレイス"
"3154","3154","イベント「響け！絶叫！ハロウィンゴーストフェスティバル」のエンディング楽曲（カタカナで）","この曲の名前は？","12497","12489","5","5","5","5","パラドクス","パラドックス","12463","3","12521","1","12473","5","3","パラドックス"
"3155","3155","イベント「カルミナサマーライブ　ジャスト ア モーメント！」のエンディング楽曲","この曲の名前は？","12514","12513","5","5","5","5","モーメント","","12531","1","12540","1","12488","5","3","ジャストアモーメント！"
"3156","3156","イベント「イリーガルオーエドカルテ　Dr.ミツキの診察室」のエンディング楽曲（カタカナで）","この曲の名前は？","12490","12471","5","5","5","5","ナルシスト","","12473","3","12523","1","12488","5","3","ナルシストレーション♡"
"3157","3157","第1部13章\nエンディング楽曲","この曲の名前は？","12388","12368","4","4","4","4","つなぐもの","","12418","2","12394","1","12398","4","3","つなぐもの"
"3158","0","ゲームのシステムの一種。大勢で戦い、負けた者が抜けていく形式で最も強い一人を決める","これ、何と言う？","12525","12452","5","5","5","5","ロワイヤル","","12516","1","12527","2","12523","5","3","バトルロワイヤル"
"3159","0","一般に「フード付きのスウェット」の意味で浸透した「パーカー」、本来の正しい呼び方は？","これ、何と言う？","12501","12487","5","5","5","5","フーディー","","12451","3","12540","2","12540","5","3","フーディー"
