db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"","wac_no_items","3","","","1","0.2","111","","4713","4713002"
"","200","2","0","","-340","","103611","","4713","4713003"
"","200","2","0","","-340","","111","","4713","4713004"
"","0","32","","","","","1","","4713","4713005"
"","1","32","","","","","2","","4713","4713006"
"","0","32","","","","","11","","4713","4713007"
"","","91","","","","","0","","4713","4713008"
"0","103611","1","-167","-80","202","2","1","wac_default_31","4811","4811001"
"0","100411","1","-64","-211","254","2","1","wac_default_41","4811","4811002"
"0","102011","1","230","-211","252","2","1","wac_default_51","4811","4811003"
"0","111","5","-167","-80","201","2","1","wac_default_32","4811","4811004"
"0","112","5","-64","-211","253","2","1","wac_default_47","4811","4811005"
"0","113","5","230","-211","251","2","1","wac_default_51","4811","4811006"
"","300","13","","","","","102011","","4811","4811007"
"","300","13","","","","","103611","","4811","4811008"
"","300","13","","","","","100411","","4811","4811009"
"","9","31","0","1","0","1","9","","4811","4811010"
"","10","31","0","1","0","0","10","","4811","4811011"
"","16","31","0","1","0","0","16","","4811","4811012"
"","wac_paint_31","3","","0","0","0.2","103611","","4811","4811013"
"","wac_paint_32","3","","0","0","0.2","111","","4811","4811014"
"","wac_paint_41","3","","0","0","0.2","100411","","4811","4811015"
"","wac_paint_47","3","","0","0","0.2","112","","4811","4811016"
"","wac_paint_51","3","","0","0","0.2","102011","","4811","4811017"
"","wac_paint_51","3","","0","0","0.2","113","","4811","4811018"
"","0","93","","","","","0","","4811","4811019"
"","1","32","","","","","16","","4811","4811020"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","4811","4811021"
"","","131","","","","","1","","4811","4811022"
"","wac_idle_smile","3","","","1","0","102011","","4812","4812001"
"","wac_idle_doya_L","3","","","1","0","103611","","4812","4812002"
"","wac_idle_kyapi","3","","","1","0","100411","","4812","4812003"
"","wac_no_items","3","","","1","0","111","","4812","4812004"
"","wac_no_items","3","","","1","0","112","","4812","4812005"
"","wac_no_items","3","","","1","0","113","","4812","4812006"
"","190","2","0","","-335","","102011","","4812","4812007"
"","-190","2","0","","-360","","103611","","4812","4812008"
"","350","2","0","","-360","","100411","","4812","4812009"
"","190","2","0","","-335","","111","","4812","4812010"
"","-190","2","0","","-360","","112","","4812","4812011"
"","350","2","0","","-360","","113","","4812","4812012"
"","0","32","","","","","9","","4812","4812013"
"","1","32","","","","","10","","4812","4812014"
"","0","32","","","","","16","","4812","4812015"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","102011","","4812","4812016"
"","vo_wac_220403_000","21","0","","0","","vo_wac_220403","","4812","4812017"
"0","できたできた～♪\n今日のぶんもじょうずにかけたね！\nみんなでお絵描きするのたのしいな～♪","11","1","1","10","0","102011","0.5","4812","4812018"
"","","91","","","","","0","","4812","4812019"
"","wac_idle_smile","3","","1","1","0.2","102011","","4812","4812020"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","100411","","4812","4812021"
"","vo_wac_220403_001","21","0","","0","","vo_wac_220403","","4812","4812022"
"0","ねーねー！　せっかくこんなに\nすごいの描いたんだから、\nこのへんにリトルリリカルさんじょー！\nって、でっかく書いとこうよ～！","11","1","1","10","0","100411","0.5","4812","4812023"
"","","91","","","","","0","","4812","4812024"
"","wac_idle_kyapi","3","","1","1","0.2","100411","","4812","4812025"
"","wac_talk_sad_in_L","3","wac_talk_sad_loop_L","1","0","0.2","103611","","4812","4812026"
"","vo_wac_220403_002","21","0","","0","","vo_wac_220403","","4812","4812027"
"0","だ、ダメだよ、ミソギ！\nこれは公共事業なんだから……\nほら、ちゃんとお片付けもしないと。\nふたりとも、手伝って！","11","1","1","10","0","103611","0.5","4812","4812028"
"","","91","","","","","0","","4812","4812029"
"","0","22","","","","","0","","4812","4812030"
"","","111","","","","","","","4812","4812031"
"","wac_idle_smile","3","","","1","0.2","102011","","4813","4813001"
"","wac_idle_sad_L","3","","","1","0.2","103611","","4813","4813002"
"","wac_idle_kyapi","3","","","1","0.2","100411","","4813","4813003"
"","wac_no_items","3","","","1","0.2","111","","4813","4813004"
"","wac_no_items","3","","","1","0.2","112","","4813","4813005"
"","wac_no_items","3","","","1","0.2","113","","4813","4813006"
"","190","2","0","","-335","","102011","","4813","4813007"
"","-190","2","0","","-360","","103611","","4813","4813008"
"","350","2","0","","-360","","100411","","4813","4813009"
"","190","2","0","","-335","","111","","4813","4813010"
"","-190","2","0","","-360","","112","","4813","4813011"
"","350","2","0","","-360","","113","","4813","4813012"
"","0","32","","","","","9","","4813","4813013"
"","1","32","","","","","10","","4813","4813014"
"","0","32","","","","","16","","4813","4813015"
"","","91","","","","","0","","4813","4813016"
"0","100111","1","-108","-212.75","202","2","1","wac_default_01","4911","4911001"
"0","111","5","-108","-212.75","201","2","1","wac_default_02","4911","4911002"
"","1","31","0","1","0","1","1","","4911","4911003"
"","2","31","0","1","0","0","2","","4911","4911004"
"","11","31","0","1","0","0","11","","4911","4911005"
"","wac_paint_01","3","","0","0","0.2","100111","","4911","4911006"
"","wac_paint_02","3","","0","0","0.2","111","","4911","4911007"
"","0","93","","","","","0","","4911","4911008"
"","1","32","","","","","11","","4911","4911009"
"","se_10035700_brush","23","","","0","","se_10035700","","4911","4911010"
"","300","13","","","","","100111","","4911","4911011"
"","","131","","","","","1","","4911","4911012"
"","wac_talk_smile_in","3","wac_talk_smile_loop","1","0","0.2","100111","","4912","4912001"
"","wac_no_items","3","","","1","0.2","111","","4912","4912002"
"","200","2","0","","-340","","100111","","4912","4912003"
"","200","2","0","","-340","","111","","4912","4912004"
"","0","32","","","","","1","","4912","4912005"
"","1","32","","","","","2","","4912","4912006"
"","0","32","","","","","11","","4912","4912007"
"","vo_wac_220404_000","21","0","","0","","vo_wac_220404","","4912","4912008"
"0","うんうん、いい感じ！\nお絵描きなんて久々にしたから\nちょっぴり不安だったけど、\nやってみると楽しいな～！","11","1","1","10","0","100111","0.5","4912","4912009"
"","","91","","","","","0","","4912","4912010"
"","vo_wac_220404_001","21","0","","0","","vo_wac_220404","","4912","4912011"
"0","ユイちゃんやレイさんは\nどんな絵を描いたのかなぁ～？\nふふっ、あとで見に行ってみよう！","11","1","1","10","0","100111","0.5","4912","4912012"
"","","91","","","","","0","","4912","4912013"
"","0","22","","","","","0","","4912","4912014"
"","wac_idle_smile","3","","","1","0.2","100111","","4913","4913001"
"","wac_no_items","3","","","1","0.2","111","","4913","4913002"
"","200","2","0","","-340","","100111","","4913","4913003"
"","200","2","0","","-340","","111","","4913","4913004"
"","0","32","","","","","1","","4913","4913005"
"","1","32","","","","","2","","4913","4913006"
"","0","32","","","","","11","","4913","4913007"
"","","91","","","","","0","","4913","4913008"
"0","100311","1","-167","-205","202","2","1","wac_default_31","5011","5011001"
"0","100111","1","-64","-350","254","2","1","wac_default_bot_41","5011","5011002"
"0","100211","1","230","-325","252","2","1","wac_default_51","5011","5011003"
"0","111","5","-167","-205","201","2","1","wac_default_31","5011","5011004"
"0","112","5","-64","-350","253","2","1","wac_default_43","5011","5011005"
"0","113","5","230","-325","251","2","1","wac_default_bot_54","5011","5011006"
"","300","13","","","","","100211","","5011","5011007"
"","300","13","","","","","100311","","5011","5011008"
"","300","13","","","","","100111","","5011","5011009"
"","5","31","0","1","0","1","5","","5011","5011010"
"","10","31","0","1","0","0","10","","5011","5011011"
"","15","31","0","1","0","0","15","","5011","5011012"
"","wac_paint_31","3","","0","0","0.2","100311","","5011","5011013"
"","wac_paint_31","3","","0","0","0.2","111","","5011","5011014"
"","wac_paint_bot_41","3","","0","0","0.2","100111","","5011","5011015"
"","wac_paint_43","3","","0","0","0.2","112","","5011","5011016"
"","wac_paint_bot_51","3","","0","0","0.2","100211","","5011","5011017"
"","wac_paint_bot_54","3","","0","0","0.2","113","","5011","5011018"
"","0","93","","","","","0","","5011","5011019"
"","1","32","","","","","15","","5011","5011020"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","5011","5011021"
"","","131","","","","","1","","5011","5011022"
"","wac_idle_wish","3","","","1","0","100211","","5012","5012001"
"","wac_idle_doya_L","3","","","1","0","100311","","5012","5012002"
"","wac_idle_wish","3","","","1","0","100111","","5012","5012003"
"","wac_no_items","3","","","1","0","111","","5012","5012004"
"","wac_no_items","3","","","1","0","112","","5012","5012005"
"","wac_no_items","3","","","1","0","113","","5012","5012006"
"","190","2","0","","-335","","100211","","5012","5012007"
"","-190","2","0","","-360","","100311","","5012","5012008"
"","350","2","0","","-360","","100111","","5012","5012009"
"","190","2","0","","-335","","111","","5012","5012010"
"","-190","2","0","","-360","","112","","5012","5012011"
"","350","2","0","","-360","","113","","5012","5012012"
"","0","32","","","","","5","","5012","5012013"
"","1","32","","","","","10","","5012","5012014"
"","0","32","","","","","15","","5012","5012015"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","100211","","5012","5012016"
"","vo_wac_220405_000","21","0","","0","","vo_wac_220405","","5012","5012017"
"0","うん、いい感じに描けたね！\n……でもこの絵って、ずっと\nランドソルに残るんだよね？\nそ、それはちょっと恥ずかしいかも……","11","1","1","10","0","100211","0.5","5012","5012018"
"","","91","","","","","0","","5012","5012019"
"","wac_idle_wish","3","","1","1","0.2","100211","","5012","5012020"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","100111","","5012","5012021"
"","vo_wac_220405_001","21","0","","0","","vo_wac_220405","","5012","5012022"
"0","平気だよ～！\nユイちゃんもレイさんもすっごく\n上手だもん！　ま、まああたしも\nちょっと照れくさいけど。えへへ。","11","1","1","10","0","100111","0.5","5012","5012023"
"","","91","","","","","0","","5012","5012024"
"","wac_idle_wish","3","","1","1","0.2","100111","","5012","5012025"
"","wac_talk_doya_in_L","3","wac_talk_doya_loop_L","1","0","0.2","100311","","5012","5012026"
"","vo_wac_220405_002","21","0","","0","","vo_wac_220405","","5012","5012027"
"0","みんなで心を込めて描いた絵だ。\n胸を張ろうよ。\n……この絵が、いつか私たちの\n支えになってくれるかもしれないね。","11","1","1","10","0","100311","0.5","5012","5012028"
"","","91","","","","","0","","5012","5012029"
"","0","22","","","","","0","","5012","5012030"
"","","111","","","","","","","5012","5012031"
"","wac_idle_wish","3","","","1","0.2","100211","","5013","5013001"
"","wac_idle_doya_L","3","","","1","0.2","100311","","5013","5013002"
"","wac_idle_wish","3","","","1","0.2","100111","","5013","5013003"
"","wac_no_items","3","","","1","0.2","111","","5013","5013004"
"","wac_no_items","3","","","1","0.2","112","","5013","5013005"
"","wac_no_items","3","","","1","0.2","113","","5013","5013006"
"","190","2","0","","-335","","100211","","5013","5013007"
"","-190","2","0","","-360","","100311","","5013","5013008"
"","350","2","0","","-360","","100111","","5013","5013009"
"","190","2","0","","-335","","111","","5013","5013010"
"","-190","2","0","","-360","","112","","5013","5013011"
"","350","2","0","","-360","","113","","5013","5013012"
"","0","32","","","","","5","","5013","5013013"
"","1","32","","","","","10","","5013","5013014"
"","0","32","","","","","15","","5013","5013015"
"","","91","","","","","0","","5013","5013016"
"0","100311","1","-108","-212.75","202","2","1","wac_default_01","5111","5111001"
"0","111","5","-108","-212.75","201","2","1","wac_default_03","5111","5111002"
"","1","31","0","1","0","1","1","","5111","5111003"
"","2","31","0","1","0","0","2","","5111","5111004"
"","11","31","0","1","0","0","11","","5111","5111005"
"","wac_paint_01","3","","0","0","0.2","100311","","5111","5111006"
"","wac_paint_03","3","","0","0","0.2","111","","5111","5111007"
"","0","93","","","","","0","","5111","5111008"
"","1","32","","","","","11","","5111","5111009"
"","se_10035700_brush","23","","","0","","se_10035700","","5111","5111010"
"","300","13","","","","","100311","","5111","5111011"
"","","131","","","","","1","","5111","5111012"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","100311","","5112","5112001"
"","wac_no_items","3","","","1","0.2","111","","5112","5112002"
"","200","2","0","","-340","","100311","","5112","5112003"
"","200","2","0","","-340","","111","","5112","5112004"
"","0","32","","","","","1","","5112","5112005"
"","1","32","","","","","2","","5112","5112006"
"","0","32","","","","","11","","5112","5112007"
"","vo_wac_220406_000","21","0","","0","","vo_wac_220406","","5112","5112008"
"0","はは、こんな風に汚れを気にせず\nなにかを楽しむなんて……\nいつ以来だろう？","11","1","1","10","0","100311","0.5","5112","5112009"
"","","91","","","","","0","","5112","5112010"
"","vo_wac_220406_001","21","0","","0","","vo_wac_220406","","5112","5112011"
"0","私の絵で誰かを元気づけられたら\nそれはとても素敵なことだよね。\nこれからが楽しみだな。","11","1","1","10","0","100311","0.5","5112","5112012"
"","","91","","","","","0","","5112","5112013"
"","0","22","","","","","0","","5112","5112014"
"","wac_idle_wish","3","","","1","0.2","100311","","5113","5113001"
"","wac_no_items","3","","","1","0.2","111","","5113","5113002"
"","200","2","0","","-340","","100311","","5113","5113003"
"","200","2","0","","-340","","111","","5113","5113004"
"","0","32","","","","","1","","5113","5113005"
"","1","32","","","","","2","","5113","5113006"
"","0","32","","","","","11","","5113","5113007"
"","","91","","","","","0","","5113","5113008"
"0","105311","1","-167","-205","202","2","1","wac_default_31","5211","5211001"
"0","104511","1","-64","-350","252","2","1","wac_default_bot_41","5211","5211002"
